borneo	borneo
gosse	gosse
celta	celta
celta	celtic
preparat	pregătit
preparat	gata
empleats	angajații
empleats	angajați
empleats	angajati
supressió	ștergere
supressió	îndepărtare
supressió	îndepărtarea
birmània	birmania
birmània	myanmar
declara	declară
benestar	wellness
benestar	bunăstarea
benestar	bunăstare
serbi	sârb
serbi	sârbi
serbi	sârbă
eficàcia	eficacitate
eficàcia	eficacitatea
eficàcia	eficacitate
eficàcia	eficacitatea
oració	rugăciune
oració	rugăciunea
oració	rugaciunea
oració	rugaciune
raf	raf
vores	margini
vores	marginile
vores	frontiera
vores	granita
vores	frontieră
perímetre	perimetrul
perímetre	perimetru
plini	pliniu
acadèmica	academic
acadèmica	academică
acadèmica	academice
fruites	fructe
fruites	fructele
mirant	privind
mirant	vizionarea
mirant	privesc
domenico	domenico
álvaro	álvaro
giorgio	giorgio
tria	alegeti
tria	alege
tèrmica	termice
tèrmica	termică
tèrmica	termic
babilònia	babilon
babilònia	babylon
matemàtics	matematicieni
progressista	progresive
progressista	progresivă
progressista	progresiv
distingit	distins
distingit	distinsă
subministraments	proviziile
subministraments	provizii
públicament	public
nick	nick
terol	teruel
patit	suferit
pescadors	pescarii
pescadors	pescarilor
pescadors	pescari
submarins	submarine
associades	asociate
associades	asociat
associades	asociată
romero	romero
pelatge	blana
pelatge	blană
paixà	pasha
angelo	angelo
liverpool	liverpool
ritual	ritualul
ritual	ritual
bernardo	bernardo
varien	varia
varien	variază
inventor	inventatorul
inventor	inventator
demetri	demetrius
esborrat	șters
esborrat	sters
nominada	nominalizată
nominada	nominalizat
centrecampista	mijlocaș
màgia	magice
màgia	magie
màgia	magic
màgia	magică
màgia	magia
autorització	autorizarea
autorització	autorizația
autorització	autorizare
autorització	autorizație
autorització	autorizare
gold	auriu
gold	aur
gold	gold
gold	aurul
políticament	politic
cape	cape
cape	pelerina
cape	pelerină
prohibit	interzis
prohibit	interzisă
prohibit	interzise
prohibit	interzis
prohibit	interzisă
prohibit	interzise
alternatives	alternative
alternatives	alternativele
excepcional	excepțională
excepcional	excepționale
excepcional	excepțional
excepcional	exceptional
cims	peaks
cims	vârfuri
comes	virgule
bielorússia	belarus
coronació	încoronare
coronació	încoronarea
maquinària	utilaje
roine	rhône
causat	cauzat
rahman	rahman
stuart	stuart
gràfiques	diagrame
gràfiques	grafice
gary	gary
jimmy	jimmy
compositae	compositae
donacions	donatii
vicari	vicari
nana	nana
sebastian	sebastian
emblema	emblema
emblema	emblemă
diable	devil
diable	diavolul
diable	diavol
diable	drac
papua	papua
public	publice
public	public
public	publică
min	min
herbes	ierburi
habitat	locuită
habitat	locuit
habitat	locuite
batxillerat	bacalaureatul
conveni	convenția
conveni	convenție
cicles	cicluri
cicles	ciclurile
llana	lâna
llana	lână
madison	madison
luxe	lux
luxe	luxul
interessat	interesate
interessat	interesat
interessat	interesați
interessat	interesată
gandia	gandia
potter	potter
oxidació	oxidare
filtre	filtru
filtre	filtrare
filtre	filtrează
filtre	filtrul
wild	wild
wild	salbatic
wild	sălbatică
wild	sălbatic
wild	sălbatice
nominat	nominalizată
nominat	nominalizat
introdueix	introdu
introdueix	introduceți
introdueix	enter
introdueix	intra
introdueix	intră
alvèrnia	auvergne
assumpció	presupunere
assumpció	presupunerea
intervencions	interventii
intervencions	intervenții
cooperativa	cooperant
crèdit	credit
crèdit	creditul
étienne	étienne
étienne	etienne
lluitant	lupta
française	française
diario	diario
maons	cărămizi
urani	uraniu
derivades	derivate
derivades	derivați
barry	barry
barry	florin
vinyes	podgorii
àguila	eagle
àguila	vultur
àguila	vulturul
nassau	nassau
llums	lumini
llums	luminile
disposat	dispus
massacre	masacrul
massacre	masacru
lliurament	livrarea
lliurament	livrare
stewart	stewart
llotja	licitatie
llotja	licitație
efectivament	intradevar
place	locul
place	loc
vázquez	vasquez
vázquez	vázquez
funda	toc
sever	severus
existien	existat
automàtica	auto
automàtica	automată
automàtica	automatic
automàtica	automate
automàtica	automat
moçambic	mozambic
descobriments	descoperirile
descobriments	descoperiri
jurídic	juridice
jurídic	legale
jurídic	juridic
jurídic	legală
jurídic	legal
ampliat	prelungită
ampliat	prelungit
ampliat	extins
ampliat	extinsă
ampliat	extinse
ampliat	extins
ampliat	extinsă
absorció	absorbție
embassament	rezervor
artur	artur
château	château
núvol	cloud
núvol	nor
sacrifici	sacrificiu
sacrifici	jertfa
sacrifici	sacrificii
sacrifici	sacrificiul
hèrcules	hercules
hèrcules	hercule
atleta	sportiv
atleta	atlet
sanitat	sanatate
sanitat	sănătatea
sanitat	sănătate
capturats	capturat
capturats	capturată
capturats	capturate
leone	leone
official	oficial
official	oficiale
official	oficiala
official	oficială
marcus	marcus
beca	bursă
beca	bursa
alimenta	fluxuri
avantpassats	stramosii
bonaparte	bonaparte
dimissió	demisia
dimissió	demisie
cames	picioarele
cames	picioare
jon	jon
enregistraments	înregistrări
euro	euro
armenis	armenii
armenis	armeni
muntar	montare
muntar	montarea
vins	vinuri
vins	vinurile
prince	prințul
prince	prinţul
prince	prinţ
prince	prinț
prince	print
prince	prince
holstein	holstein
catolicisme	catolicism
afecten	afectează
afecten	afecta
iniciatives	inițiative
fila	rândul
fila	rând
fila	row
connexions	legături
connexions	conexiuni
dignitat	demnitate
dignitat	demnitatea
flores	flores
cartell	poster
cartell	posterul
cartell	afiş
fetge	ficatul
fetge	ficat
marx	marx
ciu	opc
jerarquia	ierarhia
jerarquia	ierarhie
leonard	leonard
collins	collins
oratori	oratoriu
pòrtic	portico
urbanisme	urbanism
escrivint	scrierea
escrivint	scriind
escrivint	scriere
escrivint	scriu
manageryears	manageryears
danubi	dunăre
danubi	dunărea
danubi	dunării
aplicat	aplicate
aplicat	aplicat
aplicat	aplicată
paquets	colete
paquets	pachete
paquets	pachetele
caixes	cutiile
caixes	cutii
lentament	încet
thys	thys
suplement	suplimentul
suplement	supliment
accessible	accesibile
accessible	accesibil
accessible	accesibilă
salons	sali
salons	săli
filadèlfia	philadelphia
especialistes	specialisti
hardy	hardy
hudson	hudson
combinar	combina
combinar	combin
combinar	combină
combinar	combine
amir	emir
amir	amir
infraestructura	infrastructuri
infraestructura	infrastructură
infraestructura	infrastructura
olor	parfum
olor	miros
olor	miroase
watson	watson
substrat	substrat
prix	prix
banys	băile
banys	băi
banys	băile
banys	băi
holandès	olandeză
holandès	olandezi
holandès	olandez
holandès	dutch
estrenat	lansat
estrenat	eliberat
estrenat	eliberată
ibèric	iberică
harris	harris
mortal	mortale
mortal	mortală
mortal	mortal
mortal	muritori
mortal	muritoare
mortal	muritor
servit	servit
servit	servită
insígnia	însemnele
elionor	eleanor
anàlisis	statistici
gal	gal
chen	chen
trans	trans
anunci	anuntul
anunci	anunt
anunci	anunț
anunci	anunțul
exposat	expus
exposat	expusă
exposat	expuse
compressió	compresie
dilluns	luni
dilluns	lunea
editada	editat
editada	editată
examen	examen
examen	examenul
rudolf	rudolf
mèdici	medici
nicolás	nicolás
viscut	trait
viscut	trăia
viscut	trăită
viscut	trăit
cama	picior
cama	piciorul
paquet	pachetul
paquet	colet
paquet	pachet
sergi	sergi
transforma	transformă
transforma	transforma
morfologia	morfologia
bru	bru
tierra	tierra
dispersió	dispersie
autopista	autostrada
autopista	autostradă
autopista	highway
rebuda	primit
rebuda	primite
rebuda	primită
bonet	bonet
huracà	uragan
huracà	uraganul
margaret	margaret
margaret	margareta
desastre	dezastrul
desastre	dezastru
protector	protector
protector	protectorul
estructural	structurale
estructural	structural
defensiva	defensivă
defensiva	defensiv
entrat	intrat
conscient	constient
conscient	conștient
sensible	sensibile
sensible	sensibila
sensible	sensibilă
sensible	sensibil
criminal	infractor
criminal	criminală
criminal	criminal
criminal	penal
warner	warner
humits	umed
humits	umedă
bank	bancă
bank	banca
bank	bank
essència	esență
essència	esenta
franges	sloturi
vectors	vectori
bit	bit
gustav	gustav
decorats	decorată
decorats	decorate
decorats	decorat
fans	fani
fans	fanii
fans	ventilatoare
fans	fanilor
fans	suporteri
julien	julien
josef	josef
bas	bas
esclau	sclavă
esclau	sclava
esclau	sclav
tebes	teba
hms	hms
ajudat	ajutat
maduresa	maturitate
maduresa	maturitatea
maduresa	scadență
schmidt	schmidt
condemna	condamnare
condemna	condamnarea
condemna	condamnă
adjacents	adiacente
construeix	construiește
anatòlia	anatolia
bany	baia
bany	baie
estimació	estimează
estimació	estimarea
estimació	estimare
estimació	estimarea
estimació	estimare
barba	barba
barba	barbă
exportació	exportă
exportació	export
exportació	exportul
suports	recuzita
suports	recuzită
notre	notre
atribuït	atribuit
atribuït	atribuită
atribuït	atribuite
anatomia	anatomie
anatomia	anatomia
codificació	codare
codificació	codificare
codificació	codare
codificació	codificare
francesca	francesca
jurament	jurământ
jurament	jurământul
venjança	răzbunarea
venjança	razbunare
venjança	răzbunare
venjança	răzbunarea
venjança	razbunare
venjança	răzbunare
mercenaris	mercenari
mercenaris	mercenarii
alep	alep
medicaments	medicamente
habitacions	camerele
habitacions	camere
tija	tulpină
tija	stem
exclusiva	exclusive
exclusiva	exclusivă
exclusiva	exclusivitate
exclusiva	exclusiv
contractat	angajat
contractat	angajată
subclassis	subclassis
sumatra	sumatra
scala	scala
passatge	pasajul
passatge	pasaj
veïnat	vecinătate
veïnat	cartier
recuperat	recuperate
recuperat	recuperată
recuperat	recuperat
registrat	înregistrate
registrat	înregistrată
registrat	înregistrat
registrat	inregistrat
relatiu	rudă
relatiu	relativ
relatiu	ruda
relatiu	relative
relatiu	relativă
next	urmatorul
next	următorul
next	următor
next	următoarea
proporcional	proporțional
proporcional	proporțională
proporcional	proporționale
gastronomia	gastronomie
pisa	pisa
dependent	dependentă
dependent	dependente
esperant	aștept
esperant	astept
esperant	așteptare
concentrar	concentrat
gonzalo	gonzalo
característics	caracteristica
característics	caracteristică
característics	caracteristic
incendis	incendii
incendis	incendiile
incendis	focuri
pretor	pretor
sony	sony
kurt	kurt
raval	raval
ibm	ibm
suggerir	sugerează
suggerir	sugerez
suggerir	sugereaza
sou	salariu
sou	salariul
sou	salar
focs	artificii
dividits	împărțit
dividits	divizat
dividits	divizată
preservació	conservarea
preservació	conservare
thompson	thompson
oportunitats	oportunități
cook	cook
cook	bucătar
cook	gătesc
eugeni	eugene
assistents	participanti
assistents	participanți
targetes	cărţi
targetes	carti
targetes	cărți
targetes	carduri
latitud	latitudine
latitud	latitudinea
concentracions	concentrațiile
concentracions	concentrații
caçadors	vanatori
caçadors	vânători
caçadors	vânătorii
catherine	caterina
catherine	catherine
catherine	ecaterina
uganda	uganda
reglament	regulament
reglament	regulamentul
reglament	reglementare
reglament	reglementarea
beguda	băutură
beguda	bea
beguda	băutură
bicicleta	bicicletă
bicicleta	bicicleta
duració	durata
duració	durată
consolidació	consolidare
consolidació	consolidarea
neolític	neolitic
determinació	determinarea
determinació	determinare
pep	pep
combinat	combinat
combinat	combinată
combinat	combinate
silvestre	silvestre
sultanat	sultanatul
école	école
folre	garnitură
carlota	charlotte
estels	staruri
estels	stars
estels	stelele
estels	stele
khanat	hanatul
negatius	negative
esclavitud	sclavie
esclavitud	sclavia
paleolític	paleolitic
àtom	atom
segòvia	segovia
pastoral	pastorale
ortega	ortega
ramírez	ramirez
dinosaures	dinozauri
dinosaures	dinozaurii
immediata	imediată
immediata	imediate
poissons	poissons
envolten	înconjoară
envolten	inconjoara
esquadra	echipa
esquadra	squad
esquadra	grupă
levi	levi
dead	moartă
dead	dead
dead	mort
homònim	eponim
brut	brutus
lang	lang
clans	clanurile
clans	clanuri
tubs	tuburile
tubs	tuburi
amat	amat
penes	amarul
accidents	accidente
accidents	accidentele
entrant	starter
lloyd	lloyd
fix	fixă
fix	fix
fix	reparat
fix	fixat
privilegi	privilegiu
privilegi	privilegiul
apòstols	apostoli
càlculs	calculele
càlculs	calcule
acompanyament	pad
acompanyament	acompaniament
montenegro	muntenegru
montenegro	muntenegrul
descàrrega	descarcă
descàrrega	descărcare
descàrrega	descarca
descàrrega	descărcarea
realista	realistă
realista	realiste
realista	realist
ras	ras
angel	inger
angel	înger
angel	angel
handbol	handbal
mercedes	mercedes
bizanci	byzantium
hondures	honduras
malawi	malawi
primari	primare
primari	primară
primari	primar
mobilitat	mobilitatea
mobilitat	mobilitate
crustacis	crustacee
racó	colțul
racó	corner
racó	colt
racó	colț
canet	canet
troia	troy
troia	troia
gats	pisicile
gats	pisici
homer	homer
perpendicular	perpendiculare
perpendicular	perpendicular
costaneres	coastă
poderosa	puternica
poderosa	puternic
sàhara	sahara
promotor	promotor
tabac	tutun
tabac	tutunul
metropolitan	metropolitană
metropolitan	metropolitan
pics	gloanțe
pics	peaks
pics	vârfuri
pronunciat	pronuntat
pronunciat	pronunțat
fiable	fiabile
fiable	fiabilă
montpeller	montpellier
assassí	killer
assassí	criminal
eficiència	randament
eficiència	eficiență
eficiència	eficiența
eficiència	eficienta
sencera	întreg
sencera	intreg
entesa	înțelegerea
entesa	intelegere
entesa	înțelegere
coberts	tacâmuri
stanford	stanford
info	info
info	informatii
info	informaţii
virgili	virgil
classic	clasică
classic	clasic
classic	clasica
classic	classic
cràter	craterul
cràter	crater
esquadró	escadronul
esquadró	escadrilă
esquadró	escadrila
esquadró	escadron
suprema	supreme
suprema	supremă
suprema	suprema
suprema	suprem
antologia	antologie
franquícia	franciză
franquícia	franciza
declaracions	declaratii
declaracions	declarații
declaracions	declaratiile
mecànic	mecanic
mecànic	mecanice
mecànic	mecanic
mecànic	mecanică
explorar	explorează
explorar	explora
wei	wei
martell	martell
esplendor	splendoarea
esplendor	splendoare
baker	brutar
baker	baker
turistes	turistii
turistes	turisti
calcària	calcar
revela	dezvăluie
leiden	leiden
limitacions	limitările
limitacions	limitări
annals	analele
consola	consola
consola	consolă
partició	partiția
postura	postură
postura	postura
tribunals	instanțe
tribunals	instanțele
tribunals	tribunalele
tribunals	tribunale
cortés	cortés
sagristia	sacristie
descomposició	descompunerea
descomposició	descompunere
significativament	semnificativ
conreus	recolte
conreus	culturile
conreus	culturi
respostes	răspunsuri
respostes	răspunsurile
respostes	răspunsuri
respostes	raspunsuri
respostes	răspunsurile
respostes	răspunsuri
respostes	răspunsurile
conservadors	conservatori
conservadors	conservatorii
candidatures	nominalizări
biol	biol
gòbids	guvid
mariners	marinari
mariners	marinarii
suportar	îndura
suportar	îndură
horari	orar
horari	program
horari	programează
horari	programul
annexió	anexarea
kurdistan	kurdistan
devoció	devotamentul
devoció	devotament
kent	kent
remei	remediu
remei	remediul
portals	portaluri
melodies	melodii
mixta	amestecate
mixta	amestecat
mixta	mixt
mixta	mixtă
gules	ghouls
mosaic	mozaic
proa	arc
proa	plecăciune
proa	arcul
proa	bow
sostenir	sustine
auxiliars	auxiliare
auxiliars	auxiliar
desenes	zeci
atacant	atacând
agnès	agnes
evans	evans
utrecht	utrecht
explotar	explodează
explotar	exploda
olivier	olivier
genèric	generic
genèric	generice
gendarmeria	jandarmerie
successives	succesive
complement	modul
complement	modulul
complement	plugin
cornellà	cornellà
slam	slam
graham	graham
prosperitat	prosperitatea
prosperitat	prosperitate
tràcia	tracia
savi	înțelept
andes	anzi
cantàbria	cantabria
gutiérrez	gutiérrez
gutiérrez	gutierrez
belgrad	belgrad
belgrad	belgradul
ingredients	ingrediente
ingredients	ingredientele
advocats	avocații
advocats	avocați
acadèmics	academicieni
mills	mills
elegits	aleși
fuga	evadarea
fuga	evadare
rom	rom
rom	rom
louise	louise
hospitals	spitale
hospitals	spitalele
obligació	obligația
obligació	obligație
esteban	esteban
trastorn	tulburare
sara	sara
villanueva	villanueva
panzer	panzer
sarsuela	zarzuela
imam	imam
oslo	oslo
prevenció	prevenire
prevenció	prevenirea
mussolini	mussolini
bombarders	bombardierele
bombarders	bombardiere
comparar	compară
comparar	compara
vespre	seară
vespre	seara
morales	morales
jeff	jeff
descans	break
descans	rupe
descans	pauza
descans	sparge
descans	pauză
descans	odihnă
descans	odihna
actuant	actorie
actuant	actoria
actuant	hotărând
bryan	bryan
tallada	sculptat
tallada	cioplit
tallada	sculptate
radar	radarul
radar	radar
sopar	cinei
sopar	cină
sopar	cina
contingent	contingente
contingent	contingent
residencial	rezidențiale
jaén	jaen
johan	johan
caracteritzat	caracterizat
caracteritzat	caracterizate
caracteritzat	caracterizată
lisa	lisa
plasma	plasma
plasma	plasmatice
plasma	plasmă
ratolí	mouse
folk	folk
basilea	basel
corbes	curbe
corbes	curbele
correcció	corecție
correcció	corectarea
correcció	corectare
correcció	corectitudine
correcció	corectitudinea
àvia	bunică
àvia	bunica
cooper	cooper
guillermo	guillermo
mostrat	arătat
mostrat	afișată
mostrat	afișat
mostrat	afișate
néta	nepoată
néta	nepoata
folklore	folclor
gant	ghent
seine	sena
seine	seine
raïm	struguri
raïm	strugurii
solo	solo
hot	cald
hot	fierbinte
administracions	administrațiile
conqueridor	cuceritorul
conqueridor	cuceritor
enciclopèdic	enciclopedice
trossos	bucăți
herman	herman
werner	werner
rituals	ritualuri
rituals	ritualurile
discursos	discursurile
discursos	discursuri
bust	bustul
bust	bust
amfibis	amfibieni
sts	sts
desenvolupats	dezvoltate
desenvolupats	dezvoltată
desenvolupats	dezvoltat
mikhaïl	mikhail
mikhaïl	mihail
caledònia	caledonie
detenció	arestati
detenció	arest
detenció	arestarea
detenció	arestare
detenció	detenție
entrevistes	interviurile
entrevistes	interviuri
audiovisual	audiovizual
audiovisual	audiovizuale
subespècie	subspecii
sofre	sulf
aïllada	izolat
aïllada	izolată
aïllada	izolate
manhattan	manhattan
hopkins	hopkins
haia	haga
melbourne	melbourne
sociologia	sociologie
estratègic	strategică
estratègic	strategice
estratègic	strategic
jerry	jerry
namíbia	namibia
renfe	renfe
ramos	ramos
teòrica	teoretice
teòrica	teoretic
teòrica	teoretică
timbre	clopot
timbre	clopotul
timbre	bell
acumulació	acumularea
acumulació	acumulare
magatzems	depozite
mali	mali
weimar	weimar
pous	fântâni
pous	wells
taverna	taverna
taverna	tavernă
husayn	husayn
true	adevărat
true	adevarat
connecticut	connecticut
impost	impozite
impost	taxa
impost	tax
impost	taxă
impost	impozit
aurora	aurora
deux	deux
terrat	acoperiș
darwin	darwin
institucional	instituțional
lugo	lugo
coets	rachetele
coets	rachete
romàntic	romantica
romàntic	romantice
romàntic	romantic
romàntic	romantică
precipitació	precipitare
executiva	executive
executiva	executiv
executiva	executivă
eure	eure
matthew	matei
matthew	matthew
acb	acb
intermedi	intermediare
intermedi	intermediar
intermedi	intermediară
beatriu	beatrice
polígon	poligon
corregir	corectează
corregir	corectă
corregir	corecta
corregir	corect
traspàs	transfer
traspàs	transferul
traspàs	transferă
traspàs	predare
traspàs	predarea
compartit	partajate
compartit	distribuit
compartit	distribuite
compartit	distribuită
desapareguda	lipsă
desapareguda	lipsește
desapareguda	lipsesc
desapareguda	lipseste
butlletí	newsletter
butlletí	buletinul
hercegovina	herțegovina
hercegovina	herţegovina
groenlàndia	groenlanda
maquinari	hardware
oceania	oceania
studio	studio
studio	studioul
nadiu	nativ
nadiu	nativă
nadiu	nativi
nadiu	native
shadow	shadow
shadow	umbră
shadow	umbra
obtinguts	obținute
obtinguts	obținut
obtinguts	obținută
indo	indo
zoologia	zoologie
efectius	trupele
efectius	trupe
toro	toro
campanes	clopote
campanes	clopotele
extraordinària	extraordinara
extraordinària	extraordinar
extraordinària	extraordinară
extraordinària	extraordinare
basar	bazar
ron	ron
migració	migrare
migració	migrație
migració	migrarea
antropologia	antropologie
princeton	princeton
baptiste	baptiste
carro	coș
carro	cărucior
estatuts	statutul
assignat	atribuit
assignat	repartizat
assignat	atribuită
assignat	atribuite
assignat	desemnat
solana	solana
solana	soare
solana	sunshine
precisa	precise
precisa	precisă
turner	turner
palaus	palate
auge	auge
consistori	consistoriu
mesopotàmia	mesopotamia
pradesh	pradesh
tiges	tulpini
tiges	tulpinile
vestuari	dulap
vestuari	garderoba
vestuari	garderobă
vestuari	costumele
vestuari	costume
renúncia	demisia
renúncia	demisie
caigut	cazut
caigut	căzută
caigut	căzut
disset	seventeen
controlada	controlat
controlada	controlate
controlada	controlată
circumferència	cercul
circumferència	circle
circumferència	cerc
epidèmia	epidemie
epidèmia	epidemia
epidèmia	epidemii
prehistòria	preistorie
transversal	transversală
divulgació	divulgarea
divulgació	dezvăluirea
divulgació	dezvăluire
salvatges	sălbatici
naturalista	naturalist
moderat	moderate
moderat	moderată
moderat	moderat
moros	mauri
moros	moros
abolició	abolirea
guillaume	guillaume
meca	mecca
tve	tve
visitant	vizitatorul
visitant	vizitator
visitant	vizitând
visitant	vizită
dolç	sweet
dolç	dulce
dolç	dulci
torrents	torente
géry	géry
larry	larry
patent	brevet
patent	brevetul
twitter	twitter
wayne	wayne
cerimònies	ceremonii
cerimònies	ceremoniile
fictici	fictiv
escates	solzi
escates	cântare
vocabulari	vocabular
vocabulari	vocabularul
pila	gramada
pila	pile
pila	grămadă
pila	morman
pila	grămada
pila	stack
pila	teanc
dick	sculă
dick	dick
dick	pula
dick	pulă
edimburg	edinburgh
narbona	narbonne
motocicletes	motociclete
arsenal	arsenalul
arsenal	arsenal
transformacions	transformări
desapareix	dispare
delictes	infractiuni
delictes	delicte
delictes	infracțiuni
delictes	crime
afirmació	afirmare
ortiz	ortiz
avenç	descoperire
cia	cia
cia	cia
cia	cla
pink	pink
pink	roz
iglesias	iglesias
dave	dave
ventre	pântece
ventre	pântecul
ventre	uter
hannover	hanovra
submarí	submarinul
submarí	submarin
servidors	servere
servidors	serverele
excepcions	excepții
jamaica	jamaica
letó	letonă
evolucionar	evolueze
evolucionar	evoluează
generat	generată
generat	generate
generat	generat
sals	sărurile
sals	săruri
ken	ken
observador	observator
observador	observatorul
tiberi	tiberius
fotogràfica	fotografică
fotogràfica	fotografice
controlat	controlat
controlat	controlate
controlat	controlată
almeria	almería
almeria	almeria
quintana	quintana
valoració	evaluarea
valoració	evaluare
dany	dany
interaccions	interacțiuni
pesant	heavy
pesant	greu
pesant	grele
pesant	grea
pesant	grei
atlanta	atlanta
substitueix	înlocuiește
substitueix	înlocui
recomana	recomandă
recomana	recomanda
recomana	recomand
recomana	recomandă
houston	houston
singapur	singapore
deure	duty
deure	datorie
deure	datoria
assíria	asiria
aprenent	ucenicul
aprenent	ucenic
rubí	ruby
northern	northern
northern	nordul
sul	sul
fritz	fritz
cantatas	cantate
marxista	marxist
edgar	edgar
fallida	falimentul
fallida	faliment
pietat	mercy
pietat	milă
pietat	mila
phil	phil
andreas	andreas
somme	somme
joies	bijuteriile
joies	bijuterii
antecedents	fundal
antecedents	fundalul
ryan	ryan
versalles	versailles
pica	pike
qualificació	rating
qualificació	evaluare
búlgar	bulgar
búlgar	bulgari
búlgar	bulgară
borrell	borrell
deutsche	deutsche
albacete	albacete
repúbliques	republici
susan	susan
convidats	oaspeti
convidats	musafiri
bàrbara	barbara
infern	iadul
infern	iad
infern	infern
infern	infernul
lost	pierdut
lost	pierdute
lost	pierdută
lost	lost
mini	mini
operar	operează
consonants	consoane
filòsofs	filozofi
rosario	rosario
buits	lipsuri
buits	lacune
salvat	salvate
salvat	salvată
salvat	salvat
carbonell	carbonell
permanents	permanente
permanents	permanent
permanents	permanenta
permanents	permanentă
modest	modestă
modest	modest
modest	modesta
modest	modeste
segments	segmente
segments	segmentele
mansur	mansur
nikolai	nikolai
nikolai	nikolai
marcos	marcos
gestionar	gestionează
gestionar	administrează
gestionar	administra
amplitud	amplitudine
inter	inter
especialitzats	specializat
especialitzats	specializate
especialitzats	specializată
geologia	geologie
avaluar	evaluează
banca	bancă
llars	gospodării
llars	gospodăriile
llars	gospodăriilor
gall	cocos
gall	rooster
desnivell	panta
desnivell	pantă
piscina	piscina
piscina	biliard
piscina	piscină
atles	atlas
imdb	imdb
allegro	allegro
clars	clar
clars	limpede
acusats	acuzatii
nuevo	nuevo
suplent	supleant
suplent	alternativ
gehrels	gehrels
participacions	distribuiri
participacions	acțiuni
marató	maratonul
marató	maraton
ànimes	sufletele
ànimes	suflete
cec	orbi
cec	oarba
cec	chior
cec	orb
cec	oarbă
secretària	secretarul
secretària	secretara
secretària	secretar
secretària	secretară
feliç	fericita
feliç	fericită
feliç	happy
feliç	fericit
distribuïts	distribuite
distribuïts	distribuită
dalí	dalí
localitzar	localizează
localitzar	localiza
marino	marino
emigració	emigrare
multimèdia	multimedia
creades	create
creades	creată
creades	creata
creades	creat
fosfat	fosfat
ipa	ipa
enclavament	enclavă
ferrara	ferrara
mag	magicianul
mag	magician
mag	mag
act	actul
act	acționează
act	act
autobusos	autobuze
autobusos	autobuzele
ovelles	oile
ovelles	ovine
ovelles	oilor
ovelles	oaie
ovelles	oi
confirma	confirma
confirma	confirmă
confirma	confirmare
confirma	confirm
mariner	sailor
mariner	marinar
adjacent	adiacente
matilde	matilde
matilde	matilda
gloria	gloria
logotip	logo
logotip	sigla
infinit	infinit
infinit	infinite
infinit	infinită
infinit	infinit
jason	jason
guerrer	războinic
guerrer	warrior
guerrer	razboinic
guerrer	războinicul
römer	römer
revestiment	acoperire
pineda	pineda
perfecta	perfect
perfecta	perfecte
perfecta	perfecta
perfecta	perfectă
charlotte	charlotte
actualització	actualizarea
actualització	actualizează
actualització	actualizare
actualització	update
rectes	drepte
rectes	direct
rectes	drept
cromosoma	cromozom
predominant	predominant
coca	cocs
coca	cocaină
coca	cola
coca	coca
inundacions	inundații
sanz	sanz
salts	scufundări
salts	scufundare
salts	salturi
groeneveld	groeneveld
gregorio	gregorio
zur	zur
helen	helen
sergent	sergent
narrador	naratorul
ambulància	ambulanță
peña	pena
excavació	excavare
barons	baroni
legions	legiunile
legions	legiuni
kosovo	kosovo
emès	eliberat
emès	emis
