tekstus	sms
atvaļināts	pensiunan
atvaļināts	pensiun
džeina	jane
džeina	yeni
džeina	jayne
novērotas	diamati
sociālistu	sosialis
piecdesmit	fifty
piekļūt	akses
atcelta	membatalkan
atcelta	dibatalkan
atcelta	membatalkan
atcelta	dibatalkan
atcelta	batalkan
barbara	barbara
politiķi	politisi
politiķi	politikus
stratēģijas	strategi
tuvākā	terdekat
masačūsetsas	massachusetts
failus	berkas
failus	file
prezidentūras	kepresidenan
sēj	ditaburkan
neapoles	napoli
kaļķu	kapur
kaļķu	limau
kaļķu	lime
genādijs	gennady
čaka	chaka
čaka	chuck
uzstādīt	tetapkan
uzstādīt	set
uzstādīt	setel
uzstādīt	atur
uzstādīt	install
uzstādīt	pasang
uzstādīt	instal
uzstādīt	dipasang
uzstādīt	diinstal
uzstādīt	terpasang
uzstādīt	terinstal
ceļojums	journey
ceļojums	perjalanan
ceļojums	trip
pastāvīga	permanen
pastāvīga	permanent
tendence	trend
tendence	tren
tendence	kecenderungan
nogāzes	kemiringan
nogāzes	lereng
nogāzes	lereng
noslēdz	menutup
noslēdz	menyimpulkan
ienaidnieks	enemy
ienaidnieks	musuh
ērgļi	elang
ērgļi	eagles
pagātnes	past
piedzīvojumi	bertualang
piedzīvojumi	adventures
piedzīvojumi	petualangan
piedzīvojumi	bertualang
piedzīvojumi	adventure
piedzīvojumi	petualangan
slāņi	lapis
slāņi	lapisan
atvērt	buka
atvērt	open
atvērt	terbuka
vārdnīcas	vocabularies
vārdnīcas	kamus
gabriels	gabriel
gabriels	jibril
hiēnas	hyena
uzsver	highlight
uzsver	sorot
uzsver	highlights
uzsver	sorotan
donavas	danube
donavas	donau
auss	kuping
auss	telinga
lcp	lcp
kviešu	gandum
šaura	sempit
ribentropa	ribbentrop
ledu	ice
ledu	es
neolīta	neolitik
izgatavota	diproduksi
egejas	aegea
ienākumus	pendapatan
ienākumus	penghasilan
ienākumus	pemasukan
ienākumus	income
jaunākie	terbaru
lode	peluru
lode	bullet
lode	bulet
skalas	timbangan
skalas	sisik
kvarca	quartz
kvarca	kuarsa
akts	bertindak
akts	bertindaklah
akts	act
galīgi	definitif
galīgi	definitif
kaujinieku	pejuang
kaujinieku	petarung
kaujinieku	milisi
kaujinieku	militan
kaujinieku	militia
pakešu	paket
pakešu	paket
mainījies	diubah
mainījies	berubah
iepriekšējie	sebelumnya
izdalīt	mendistribusikan
ipv	ipv
ipv	ipu
plazmas	plasma
horvātija	kroasia
disciplīnās	disiplin
zara	cabang
zara	ranting
zara	branch
zara	dahan
pētījums	sidang
pētījums	fitnah
pētījums	kajian
pētījums	belajar
pētījums	studi
derīgas	fit
nelsons	nelson
rasels	russel
rasels	russell
halles	halle
irbe	puyuh
irbe	partridge
pakājē	foothills
pretiniekiem	lawan
pretiniekiem	lawannya
pierāda	membuktikan
nesaskaņas	ketidaksetujuan
nesaskaņas	ketidaksetujuan
nesaskaņas	perselisihan
tuvāko	terdekat
iziešanas	exit
iziešanas	keluar
krusa	hail
fords	ford
deivs	dave
ķēde	rantai
ķēde	circuit
ķēde	sirkuit
pcall	pcall
silīcija	silikon
silīcija	silicon
vatikāna	vatikan
apmaiņa	tukar
apmaiņa	exchange
apmaiņa	pertukaran
apmaiņa	bursa
demonstrācijas	demonstrasi
mustela	mustela
usb	usb
deviņu	sembilan
deviņu	nine
veiksmīgu	sukses
veiksmīgu	berhasil
england	inggris
poznaņas	poznań
dievi	dewa
turnīri	turnamen
vera	vera
semjuels	samuel
petrovs	petrov
pretinieks	enemy
pretinieks	musuh
pretinieks	musuh
pretinieks	lawan
pretinieks	lawannya
tārtiņš	cerek
nodrošināta	diamankan
nodrošināta	diyakinkan
konstruktors	konstruktor
augšpus	hulu
liktenis	destiny
liktenis	takdir
liktenis	nasib
liktenis	takdir
vdk	kgb
nesa	nesa
drīzumā	soon
drīzumā	segera
drīzumā	mendatang
sēklu	biji
sēklu	benih
sēklu	seed
sēklu	bibit
gaļa	meat
gaļa	daging
sietlas	seattle
smiltis	sand
smiltis	pasir
smiltis	papak
pievienoti	menambahkan
pievienoti	ditambahkan
pievienoti	lampirkan
pievienoti	terlampir
pievienoti	dilampirkan
pievienoti	terlampir
tumša	dark
tumša	gelap
tumša	kegelapan
liepu	linden
novēro	amati
dzejā	ayat
papua	papua
varoņi	heroes
varoņi	pahlawan
hip	hip
hip	pinggul
formatdate	formatdate
gēnu	jeni
gēnu	gene
gēnu	gen
romeo	romeo
zobenu	pedang
zobenu	sword
raidītāji	transmitter
raidītāji	pemancar
sesks	musang
departamentā	departemen
amatniecības	craft
amatniecības	kerajinan
amatniecības	kerajinan
euro	euro
dvēsele	jiwa
dvēsele	soul
atļauj	izinkan
atļauj	ijinkan
atļauj	editan
ericsson	ericsson
smags	heavy
smags	berat
smags	parah
arnis	eskrima
bronza	perunggu
papildināts	segar
migla	kabut
migla	foggy
migla	berkabut
migla	kabut
krava	beban
krava	muat
krava	muatan
krava	kargo
krava	muatan
krava	cargo
krava	pengangkutan
krava	angkutan
semimajor	semimajor
iekšzemē	pedalaman
ieguldījums	kontribusi
ieguldījums	investasi
runu	pidato
runu	speech
runu	ucapan
runu	berpidato
militāri	militer
militāri	kemiliteran
redakcija	versi
somālijas	somalia
somālijas	somalia
sadaļas	bagian
sadaļas	bab
advokātu	pengacara
darbnīca	lokakarya
darbnīca	workshop
darbnīca	bengkel
rīku	gear
ženēvas	jenewa
ženēvas	geneva
zemesraga	canaveral
meksika	meksiko
meksika	mexico
pusvadītāju	semiconductor
pusvadītāju	semiconductors
skudru	semut
zirgam	horse
zirgam	kuda
pozitīvi	positive
pozitīvi	positif
atzīmēta	ditandai
kases	perbendaharaan
čeļabinskas	chelyabinsk
mednieki	pemburu
vērsts	diarahkan
vērsts	disutradarai
vērsts	sutradara
vērsts	berorientasi
mantas	hal
mantas	barang
vilces	traksi
vilces	dorong
vilces	dorongan
izteiktas	diucapkan
pierādījumu	buktinya
pierādījumu	bukti
pierādījumu	pembuktian
kristietība	kekristenan
kristietība	kristen
dzēšanu	penghapusan
rimi	rimi
stiprs	tegar
stiprs	strong
stiprs	kuat
zoo	zoo
olimpiāde	olimpiade
olimpiāde	olimpiade
nulle	nol
nulle	zero
aprīkots	dilengkapi
disney	disney
zaļas	green
zaļas	hijau
lists	liszt
elza	elsa
elza	elza
ņem	ambil
ņem	take
tava	your
alianse	persekutuan
alianse	alliance
alianse	aliansi
etc	dll
apkārtmērs	lingkar
arābi	arab
raktuves	ranjau
raktuves	tambang
raktuves	mines
raktuves	ranjau
raktuves	tambang
raktuves	mine
raktuves	milikku
kāpnes	tangga
kāpnes	tangga
gana	ghana
vesels	keseluruhan
vesels	whole
vesels	utuh
virsbūves	badan
virsbūves	jenazah
virsbūves	tubuh
signes	signes
parametrs	parameter
militārie	militer
militārie	kemiliteran
dzīvoklī	apartement
dzīvoklī	apartment
dzīvoklī	apartemen
iestāšanās	aksesi
leļļu	boneka
leļļu	wayang
vistas	chicken
vistas	ayam
īpatņu	spesimen
getparent	getparent
deklarācija	deklarasi
islandē	islandia
savādāk	sebaliknya
pjedestāla	podium
autonomijas	otonomi
paradīzes	firdaus
paradīzes	surga
paradīzes	paradise
vēsturisks	bersejarah
vēsturisks	historis
vēsturisks	bersejarah
vēsturisks	sejarah
panorāma	panorama
atmosfēra	atmosfer
atmosfēra	suasana
atmosfēra	atmosfir
eva	eva
eva	eea
astoņiem	eight
astoņiem	delapan
mobilais	mobile
mobilais	seluler
mobilais	ponsel
mobilais	handphone
inovācijas	inovasi
inovācijas	inovasi
inovācijas	berinovasi
dītrihs	dietrich
bolīvijas	bolivia
seju	muka
seju	wajah
seju	face
salo	salo
pārvaldnieks	manager
pārvaldnieks	manajer
pārvaldnieks	pengelola
dem	dem
primārais	primer
primārais	utama
primārais	primary
apkārtējā	ambient
darījumu	transaksi
diplomu	ijazah
diplomu	diploma
bono	bono
abovestyle	abovestyle
brūss	bruce
tunelis	tunnel
tunelis	terowongan
harju	harju
peldētājs	perenang
čigānu	gipsy
čigānu	gipsi
čigānu	gypsy
šekspīra	shakespeare
izpildi	pemenuhan
konkrēti	khususnya
pastāvīgā	permanen
pastāvīgā	permanent
beidzies	kedaluwarsa
beidzies	expired
beidzies	kadaluwarsa
beidzies	kadaluarsa
fiat	fiat
glonass	glonass
ceturtdaļfinālā	quarterfinals
dubnas	dubna
gregorijs	gregory
gregorijs	gregorius
trans	trans
vārnas	crows
vārnas	gagak
atdalīta	dipisahkan
atdalīta	dipisah
atdalīta	berpisah
bundeslīgas	bundesliga
atzītas	dikenal
atzītas	dikenali
atzītas	diakui
atzītas	mengenali
atzītas	dikenal
atzītas	diakui
ekspedīcijā	grinch
skolēniem	pupil
žils	jules
džims	jim
asambleja	assembly
asambleja	perakitan
asambleja	majelis
kāzas	pernikahan
kāzas	pernikahan
kāzas	wedding
zane	zane
vidējs	medium
vidējs	sedang
vidējs	menengah
tehniski	teknisnya
mēģinājumu	latihan
mēģinājumu	gladi
žogs	pagar
žogs	penadah
žogs	gedek
flāmu	flandria
flāmu	flemish
gazprom	gazprom
silts	hangat
silts	warm
karogi	flag
karogi	flags
karogi	bendera
gārnis	kuntul
gārnis	heron
rita	rita
četrdesmit	forty
disciplīnas	disiplin
stadijas	tahapan
delfi	delphi
delfi	delfi
pamiers	gencatan
linu	flax
akmeņi	batu
akmeņi	batuan
akmeņi	rocks
honda	honda
aes	aes
signālus	sinyal
signālus	signal
galatasaray	galatasaray
sodīts	dihukum
pacers	pacers
mati	hair
mati	rambut
senas	kuno
eric	eric
budistu	budha
budistu	buddhis
budistu	buddha
budistu	buddhisme
džeralds	gerald
parakstīt	tanda
parakstīt	tandatangani
parakstīt	menandatangani
donalds	donald
donalds	donal
irāka	irak
anita	anita
jeruzalemes	yerusalem
jeruzalemes	jerusalem
jeruzalemes	jambu
dens	dan
bioloģiskā	biologi
bioloģiskā	biologis
vienalga	anyway
vienalga	pokoknya
vienalga	apalah
vienalga	terserah
vienalga	whatever
vienalga	apapun
piektajā	kelima
piektajā	fifth
piektajā	seperlima
hdi	hdi
tipisks	khas
tipisks	tipikal
vēlu	terlambat
vēlu	telat
vēlu	larut
vienoties	setuju
hipotēze	hipotesis
platumā	lebar
manuels	manuel
dienvidi	selatan
dienvidi	south
ražoti	dihasilkan
ražoti	diproduksi
ražoti	diproduksi
medībās	perburuan
medībās	berburu
medībās	memburu
medībās	hunting
medībās	perburuan
abinieku	amfibi
lūiss	lewis
paaugstināta	meningkat
pieraksts	notasi
pieraksts	berlangganan
pieraksts	langganan
locītavas	sendi
locītavas	persendian
mao	mao
trīspadsmit	thirteen
drošu	aman
drošu	brankas
sēru	berduka
sēru	berkabung
sēru	duka
fantāzijas	fantasi
fantāzijas	fantasy
fantāzijas	fantasi
lauksaimniecība	bertani
lauksaimniecība	peternakan
lauksaimniecība	pertanian
lauksaimniecība	pertanian
apzināti	sengaja
apzināti	sengaja
apzināti	disengaja
ievads	perkenalan
ievads	pengenalan
ievads	pendahuluan
ievads	pengantar
čaulas	tempurung
čaulas	cangkang
čaulas	shell
čaulas	kerang
čaulas	cangkang
čaulas	selongsong
čaulas	kerang
čaulas	liners
čaulas	liner
čaulas	karapaks
avangard	avangard
ana	ana
kopīgas	berbagi
kopīgas	dibagikan
kopīgas	shared
senioru	senior
milzīga	besaran
milzīga	masif
milzīga	massive
lāci	beruang
lāci	pikul
lāci	bear
pagrīdes	boardwalk
radošo	kreatif
uzplauka	makmur
grīnbergs	grünberg
bobsleja	bobsled
pārtrauc	interupsi
sūtīt	kirim
sūtīt	send
sūtīt	kirimkan
iekšējais	interior
iekšējais	internal
iekšējais	batin
iekšējais	inner
sandra	sandra
pārtraukums	istirahat
pārtraukums	break
pārtraukums	interupsi
pārtraukums	mengganggu
pārtraukums	menyela
pārtraukums	interupsi
slēpjas	menyembunyikan
slēpjas	bersembunyi
dzeltenais	kuning
silver	perak
silver	silver
augumu	tinggi
oriģinālā	asli
oriģinālā	original
peldēšanas	berenang
peldēšanas	renang
pētnieku	peneliti
sacenšas	bersaing
sacenšas	berkompetisi
sacenšas	bersaing
rasu	rasial
kritēriji	acuan
kritēriji	kriteria
mareks	marek
svītras	belang
svītras	stripes
zēns	boy
zēns	bocah
zēns	nak
imperatore	imperatore
palestīniešu	palestina
paskaidrojumi	penjelasan
paskaidrojumi	klarifikasi
baltastes	bulwer
sargā	menjaga
brīvs	bebas
brīvs	gratis
brīvs	free
bagātīgi	berlimpah
bagātīgi	berlimpah
bagātīgi	melimpah
pazuda	menghilang
iegādāts	dibeli
peldēšana	berenang
peldēšana	renang
golden	golden
golden	emas
golden	keemasan
alejas	galeri
līdakas	pike
izstrādāti	dikembangkan
izstrādāti	mengembangkan
katastrofas	bencana
pavēlnieks	lord
pavēlnieks	tuhan
vienādojumu	persamaan
organisms	organisme
eca	eca
plānota	terjadwal
plānota	dijadwalkan
plānota	merencanakan
plānota	terencana
plānota	direncanakan
slēgt	lock
slēgt	mengunci
slēgt	kunci
slēgt	gembok
hēlija	helium
#ff	#ff
bayer	bayer
piepilsētas	suburban
strēlnieki	pemanah
sadalīšanas	membelah
snak	snak
kopija	menyalin
kopija	copy
kopija	salin
kopija	salinan
balasta	terdampar
balasta	pemberat
balasta	ballast
pievienotas	lampirkan
pievienotas	terlampir
pievienotas	dilampirkan
vīrusu	viral
vīrusu	virus
vīrusu	virus
būtiskas	esensial
būtiskas	penting
laikapstākļi	cuaca
izpratni	pengertian
izpratni	pemahaman
izpratni	memahami
laima	lyme
laima	kapur
laima	limau
laima	lime
sulu	jus
sulu	juice
starptautisks	transnasional
asamblejas	assembly
asamblejas	perakitan
asamblejas	majelis
omx	omx
sēdes	rapat
sēdes	pertemuan
bot	bot
vienādojums	persamaan
pateikt	katakan
pateikt	say
pateikt	katakanlah
mākslīgā	artifisial
mākslīgā	buatan
akli	blind
akli	buta
akli	tunanetra
akli	ambing
pierre	pierre
regulāra	biasa
regulāra	regular
regulāra	reguler
uzlabo	meningkatkan
uzlabo	disempurnakan
uzlabo	tingkatkan
uzlabo	meningkatkan
plāksnes	pelat
plāksnes	plat
plāksnes	piring
plāksnes	lempeng
plāksnes	pelat
plāksnes	plat
kēnigsbergas	königsberg
reikenens	räikkönen
sistemātika	sistematika
garīgais	spiritual
garīgais	rohani
džonijs	johnny
džonijs	jonny
aptieka	apotek
aptieka	farmasi
ronis	segel
ronis	meterai
ronis	seal
cēzara	caesar
oksīdu	oksida
cvk	cec
tēvam	ayah
tēvam	bapa
tēvam	bapak
civilā	civil
civilā	sipil
civilā	perdata
civilā	sipil
misisipi	mississippi
atrisināt	memecahkan
atrisināt	diselesaikan
atrisināt	dipecahkan
atrisināt	terpecahkan
atrisināt	terjawab
atrisināt	tekad
atrisināt	memecahkan
atrisināt	selesaikan
atrisināt	pecahkan
nvs	cis
datori	komputer
reģistrētas	didaftarkan
reģistrētas	terdaftar
ieiet	memasuki
ieiet	masukkan
ieiet	enter
drošība	security
drošība	satpam
drošība	sekuriti
drošība	keamanan
drošība	keselamatan
drošība	safety
drošība	keamanan
atkarību	dependensi
atkarību	ketergantungan
procesora	cpu
procesora	prosesor
procesora	processor
atcelt	batalkan
atcelt	batal
talantu	bakat
talantu	talenta
talantu	bakatnya
talantu	talent
zīmēšanas	gambar
zīmēšanas	menggambar
piens	susu
piens	susunya
vidzeme	livonia
avīzē	koran
tavu	your
īsāks	pendek
civilās	civil
civilās	sipil
civilās	perdata
civilās	sipil
precīzs	akurat
precīzs	persis
diplomātiskās	diplomatis
diplomātiskās	diplomatik
reperis	rapper
trauku	hidangan
trauku	dish
trauku	piring
luna	luna
lerijs	larry
parakstīšanas	menandatangani
parakstīšanas	penandatanganan
rīki	perkakas
rīki	alat
rīki	peralatan
rīki	tools
zonās	zona
intervijā	interview
intervijā	wawancarai
intervijā	wawancara
rīkles	tenggorokan
rīkles	kerongkongan
gazols	gasol
yesno	yesno
toyota	toyota
apturēta	diistirahatkan
apturēta	jeda
apturēta	diskors
apturēta	ditangguhkan
atzīmē	catatan
atzīmē	notes
aicina	menelepon
aicina	calling
aicina	memanggil
aicina	undangan
aicina	mengundang
skaitļošanas	komputasi
skaitļošanas	komputer
aizliegums	ban
aizliegums	larang
aizliegums	larangan
aizliegums	pelarangan
aizliegums	pelarangan
klārks	clarke
klārks	clark
koncepciju	konsep
vienmērīgi	merata
ieroci	senapan
ieroci	pistol
ieroci	gun
ieroci	senjata
slepkavību	pembunuhan
las	las
gaga	gaga
samazinājies	fallen
samazinājies	jatuh
samazinājies	menolak
samazinājies	ditolak
šūmahers	schumacher
grenlandes	greenland
garšu	taste
garšu	rame
garšu	selera
garšu	rasa
pauda	disuarakan
step	step
step	langkah
step	melangkah
veikalā	shop
veikalā	ruko
veikalā	toko
veikalā	belanja
veikalā	berbelanja
pašreizējie	current
pašreizējie	arus
pašreizējie	skrg
procedūras	prosedur
atlikušās	sisa
atlikušās	tersisa
tuberkulozes	tuberkulosis
skeleta	rangka
skeleta	skeleton
skeleta	kerangka
porsche	porsche
zināt	tau
zināt	ketahuilah
zināt	kenali
zināt	ketahui
zināt	tahu
zināt	kenal
bazilika	basil
bazilika	kemangi
bazilika	basilika
dala	dibagi
dala	terbagi
kurland	kurland
izšķilšanās	munculnya
izšķilšanās	menetas
orientalis	orientalis
izcili	brilliant
izcili	brilian
izcili	cemerlang
apvienotais	digabungkan
apvienotais	digabung
līknes	kurva
joahims	joachim
zebiekste	musang
konfederāciju	konfederasi
salīdzināt	bandingkan
salīdzināt	membandingkan
tiesneši	hakim
tiesneši	juri
rex	rex
aģents	agen
aģents	agent
žurnāliste	jurnalis
žurnāliste	wartawan
romans	roman
romans	romawi
pārklājas	overlap
elektriskais	listrik
elektriskais	elektrik
elektriskais	electric
ieee	ieee
palīdzot	menolong
palīdzot	membantu
atpazīt	kenali
atpazīt	mengenali
atpazīt	dikenali
atpazīt	kenali
atpazīt	mengenali
mergedtoprow	mergedtoprow
made	made
made	dibuat
uzrakstīts	tertulis
uzrakstīts	ditulis
taisnstūra	segiempat
deklarācijas	deklarasi
ūdenskritums	waterfall
personība	identitas
personība	ijabah
personība	kepribadian
intensīva	intensif
intensīva	intens
intensīva	menegangkan
maņu	sensorik
pēcnācējiem	keturunan
ērti	nyaman
ērti	nyaman
amsterdamas	amsterdam
modifikācija	modifikasi
gudrības	hikmat
gudrības	kebijaksanaan
gudrības	hikmah
gudrības	kearifan
mute	mulut
ziemeļi	utara
ziemeļi	north
sarkani	merah
sarkani	red
optisko	optis
optisko	optik
sauss	dry
sauss	mengeringkan
sauss	kering
