氣壓	tekanan
升降機	lif
機密	dirahsiakan
機密	rahsia
機密	sulit
城牆	tembok
城牆	dinding
芭蕾舞	ballet
芭蕾舞	balet
諾曼	norman
環礁	atol
散布	selerak
斐濟	fiji
潛在	potensi
呼叫	call
呼叫	menelefon
呼叫	memanggil
呼叫	calling
硝酸	nitrat
嵌入	tertanam
嵌入	terbenam
嵌入	dibenamkan
嵌入	pembenaman
出血	pendarahan
出血	berdarah
出血	berdarah
烤	bake
烤	panggang
口腔	mulut
口腔	oral
口腔	lisan
港灣	harbor
港灣	pelabuhan
港灣	pelabuhan
港灣	harbour
時鐘	jam
牽引	traction
牽引	cengkaman
滑翔	glide
論點	hujah
論點	hujah
菊池	kikuchi
左邊	kiri
勇氣	keberanian
喵	meow
天線	antena
絕望	asa
絕望	terdesak
絕望	desperate
摩納哥	monaco
格言	motto
格言	moto
格言	maxim
腐	reput
腐	rot
甘肅	gansu
伏特	volt
敵對	permusuhan
敵對	bermusuhan
出處	asal
出處	asalnya
出處	asalnya
電磁	elektromagnetik
電磁	elektromagnet
瘋	crazy
瘋	gila
金子	emas
金子	gold
贏	win
贏	menang
開除	pemecatan
災害	musibah
災害	bencana
字元	aksara
字元	watak
字元	aksara
字元	watak
晚餐	dinner
晚餐	supper
豆腐	tauhu
捐助	derma
捐助	pendermaan
山茶	kamelia
濕地	wetland
獵物	mangsa
東正教	ortodoks
東正教	ortodoks
燕子	telan
鄰居	kejiranan
鄰居	jiran
鄰居	jiran
鄰居	jiran
會計師	akauntan
會計師	akauntan
橢圓	oval
橢圓	elips
追逐	mengejar
追逐	kejar
追逐	chase
君士坦丁	constantine
美式足球	bolasepak
天然氣	gas
方塊	kiub
方塊	kiub
方塊	cube
方塊	persegi
方塊	square
方塊	segiempat
方塊	petak
均衡	seimbang
均衡	imbangan
均衡	baki
均衡	menyeimbangkan
均衡	balancing
均衡	keseimbangan
掃	menyapu
掃	menyapu
掃	sapu
叢林	rimba
叢林	jungle
慶典	perayaan
藏文	tibet
色素	pigmen
宣教	dawa
膝	lutut
膝	lutut
保管	jagaan
省長	prefect
省長	residen
省長	gabenor
粗糙	kasar
粗糙	kasar
激情	nafsu
激情	ghairah
珍貴	precious
珍貴	mustika
門票	tiket
門票	ticket
門票	tiket
長春	changchun
通航	navigable
毒素	toksin
毒素	racun
轎車	sedan
轎車	limousin
轎車	limo
俄亥俄	ohio
獅子座	leo
經濟學家	economist
經濟學家	economists
夔	kui
輸送	conveyor
約瑟	yusuf
約瑟	joseph
愛心	caring
約旦	jordan
赦免	mencorak
性行為	seksualiti
性行為	jantina
性行為	seks
性行為	sex
地下室	basement
昨天	kelmarin
昨天	kemarin
兄妹	siblings
應對	mengatasi
佛法	dharma
詳情	detail
詳情	perincian
詳情	butiran
詳情	details
詳情	detail
生殖	pembiakan
金石	lazuli
交配	kawin
交配	mate
交配	kawin
小川	ogawa
冰球	hoki
投射	unjuran
漢城	seoul
酸性	acidic
酸性	asam
酸性	asid
展望	outlook
展望	penglihatan
展望	visi
多明尼加	dominican
週年紀念	anniversary
世系	pendaratan
猴子	monkey
猴子	monyet
抬	lif
抬	angkat
歐文	owen
歐文	irving
俄文	rusia
揭示	mendedahkan
揭示	mengungkapkan
揭示	reveal
揭示	dedahkan
揭示	dedah
前景	prospek
前景	prospek
妄想	paranoid
妄想	terpedaya
成年人	dewasa
成年人	dewasa
冬青	holly
空前	unprecedented
大炮	meriam
大炮	artileri
明智	bijak
明智	wise
抽籤	draw
抽籤	cabutan
抽籤	lukis
椅	kerusi
椅	kerusi
聖人	saints
聖人	saint
阿瑟	arthur
捕獲	cekup
捕獲	tangkapan
捕獲	menangkap
捕獲	tawan
聽眾	pendengar
聽眾	pendengar
蒜	garlic
居所	residence
居所	kediamannya
居所	kediaman
優點	kelebihan
優點	keuntungan
優點	advantage
思維	pemikiran
思維	berfikir
思維	fikirkan
計程車	teksi
布魯塞爾	brussels
歸還	restitution
失業	menganggur
失業	penganggur
失業	pengangguran
砷	arsenic
野生動物	wildlife
天花	cacar
水路	waterways
昂貴	mahal
大麻	ganja
大麻	ganja
大麻	marijuana
大麻	rumpai
大麻	ganja
可疑	curiga
可疑	mencurigakan
小丑	joker
小丑	luahan
小丑	badut
抗生素	antibiotik
抗生素	antibiotik
抗生素	antibiotic
專營	francais
專營	francais
關島	guam
字面	harfiah
紛爭	perselisihan
自轉	putaran
大通	kejar
大通	chase
破碎	patah
破碎	rosak
破碎	hancur
語氣	nada
語氣	tone
老年	older
隔離	pengasingan
隔離	kuarantin
隔離	segregation
隔離	terasing
砸	smash
砸	beralun
生病	ili
生病	sakit
中位數	median
摔跤	gusti
高爾夫球	golf
證書	sijil
證書	sijil
濟南	jinan
山脊	ridge
山脊	rabung
惡作劇	prank
佈局	bentangan
佈局	rekabentuk
佈局	susunatur
佈局	bentangan
佈局	rekabentuk
日產	nissan
拳擊	tinju
拳擊	boxing
青蛙	katak
青蛙	katak
面板	panel
高效	cekap
高效	cekap
探險家	penjelajah
探險家	peneroka
探險家	explorer
探險家	penjelajah
探險家	peneroka
拖延	lengahan
拖延	lengah
拖延	delay
拖延	tunda
拖延	kelewatan
伴隨	menemani
伴隨	mendampingi
骨灰	abu
安息	rip
預留	reserved
柿	persimmon
商家	peniaga
執照	lesen
執照	lesen
執照	lesen
煩惱	geram
鮑威爾	powell
脊椎動物	vertebrates
混合物	campuran
混合物	mixtures
粉紅色	pink
軍營	berek
軍營	barak
頸部	leher
脆弱	rapuh
脆弱	terdedah
定制	menyesuaikan
定制	disesuaikan
定制	pengubahsuaian
定制	suai
火花	eletrik
火花	spark
火花	mka
脈衝	denyutan
脈衝	nadi
脈衝	denyut
莽	mang
電器	peralatan
電器	perkakasan
電器	peralatan
客房	bilik
客房	room
伸展	stretch
伸展	membentangkan
餐飲	dining
餐飲	katering
亞馬遜	amazon
微弱	pengsan
眼淚	koyakan
眼淚	koyak
眼淚	airmata
眼淚	tangisan
眼淚	tears
電影院	pawagam
電影院	cinemas
電影院	teater
電影院	pawagam
電影院	cinema
休假	tinggalkan
海牙	hague
口音	loghat
領導者	leader
領導者	pemimpin
領導者	pemimpin
領導者	leaders
言語	perkataan
王座	singgahsana
王座	takhta
綏	tuy
容忍	toleration
容忍	toleransi
容忍	ditoleransi
核糖	ribosa
偏好	keutamaan
偏好	diutamakan
偏好	keutamaan
糖果	sweets
糖果	manisan
糖果	candy
山寨	cottage
山寨	pondok
擾動	gangguan
擾動	kekecohan
利潤	profit
範例	paradigma
範例	contoh
範例	contoh
弊	cons
弊	napi
施政	tadbir
切換	suis
切換	switch
切換	bertukar
琮	cong
瘟疫	wabak
蚜	afid
捍衛	defend
海邊	seaside
奔跑	running
奔跑	larian
括號	bracket
括號	pendakap
震驚	mengejutkan
震驚	syok
震驚	shock
震驚	kejut
震驚	renjatan
貨櫃	kontena
貨櫃	kontena
協作	berkerjasama
協作	bekerjasama
協作	collaborative
協作	kolaborasi
協作	kolaborasi
郵件	mail
無視	abaikan
無視	abai
無視	mengabaikan
代理人	proksi
代理人	agen
代理人	ejen
代理人	proksi
代理人	agen
代理人	ejen
代理人	agent
材質	bahan
材質	material
呂宋	luzon
美味	lazat
美味	yummy
美味	sedap
美味	lazat
美味	sedap
虧損	kerugian
虧損	kerugian
虧損	defisit
熔	meleleh
熔	melt
熔	luluh
口袋	poket
口袋	poket
蜜蜂	lebah
蜜蜂	lebah
蜜蜂	kelulut
蜜蜂	bee
吸入	tersedut
瑜伽	yoga
安第斯山脈	andes
硫磺	sulfur
硫磺	belerang
硫磺	belerang
茉莉	molly
療法	therapy
療法	terapi
包機	bertauliah
包機	charters
注意力	perhatian
狐狸	fox
狐狸	rubah
石灰岩	limestone
閏	lompatan
站立	berdiri
站立	stand
站立	berdiri
風車	kincir
風車	windmills
印度支那	indochina
同化	assimilated
對峙	konfrontasi
對峙	standoff
常年	perennial
鍋	periuk
鍋	pot
鍋	pot
鍋	wok
職責	duti
職責	kewajipan
孵化	incubation
孵化	menetas
孵化	hatching
孵化	menetas
大連	dalian
文藝復興	renaissance
忠誠	setia
忠誠	kesetiaan
休士頓	houston
舍利	cheri
供電	eletrik
供電	elektrik
高祖	gaozu
莎莉	sally
視窗	tetingkap
視窗	tetingkap
視窗	tingkap
抗原	antigen
老化	penuaan
老化	penuaan
老化	menua
多哈	doha
守護者	guardian
守護者	wali
守護者	guardians
經紀人	broker
仇恨	kebencian
仇恨	benci
仇恨	benci
矮人	kerdil
琵琶	pipa
菩提	bodhi
穩定性	kestabilan
混沌	kekacauan
混沌	kekusutan
鑰匙	kekunci
櫻桃	cherry
櫻桃	ceri
櫻桃	ceri
哀悼	takziah
哀悼	berkabung
摩托車	motosikal
摩托車	motosikal
摩托車	motor
摩托車	motorsikal
摩托車	motosikal
摩托車	motorsikal
地雷	lombong
地雷	mines
大亨	monggol
大亨	taipan
安慰	keselesaan
空手道	karate
乾燥	kering
乾燥	pengeringan
點數	kredit
警示	amaran
土佐	tosa
潛力	potensi
勞倫斯	lawrence
班級	kelas
班級	kelas
班級	class
長年	perennial
低溫	hipotermia
奧斯汀	austin
吉野	yoshino
送出	hantar
送出	hantarkan
管理者	pengurus
管理者	manager
哈桑	hassan
委派	assignment
委派	tugasan
聚焦	fokus
全景	panorama
佐賀	saga
後宮	harem
佛羅里達	florida
誤導	mengelirukan
誤導	sesat
工地	tapak
比丘	picchu
特質	sifat
腎	ginjal
波恩	bonn
回憶錄	memoirs
回憶錄	memoir
鈎	hook
鈎	cangkuk
鈎	kait
鈎	cangkuk
大修	overhaul
觸發	picu
觸發	mencetuskan
觸發	dicetus
觸發	dicetuskan
觸發	pemicu
觸發	mencetus
香水	wangian
香水	haruman
香水	wangian
香水	perfume
美式	american
美式	amerika
診所	klinik
診所	klinik
大膽	bold
大膽	tebal
胚胎	embrio
感知	persepsi
感知	menyedarinya
感知	persepsi
違規	pelanggaran
鈣	kalsium
關節	joint
關節	sendi
關節	sendi
淡出	resap
淡出	pudar
淡出	fade
學期	semester
學期	terma
占卜	divination
侵蝕	penghakisan
後勤	logistik
後勤	logistic
後勤	logistik
固體	pepejal
固體	pejal
固體	padu
固體	solids
寄宿	perumahan
寄宿	kediaman
鼻子	hidung
鼻子	nose
芝麻	sesame
芝麻	bijan
勐	mueang
諜	spy
諜	perisik
訂單	tempahan
訂單	pesanan
訂單	susunan
訂單	tempah
訂單	order
訂單	pesanan
特權	keistimewaan
特權	keistimewaan
漁民	pemancing
漁民	nelayan
痕跡	jejak
朝陽	chaoyang
柏木	kashiwagi
猩猩	gorilla
猩猩	gorila
猩猩	utan
猩猩	beruk
猩猩	kera
證人	saksi
證人	saksi
日內瓦	geneva
梅森	mason
女巫	penyihir
女巫	witch
擁抱	peluk
擁抱	merangkul
擁抱	peluk
西邊	west
西邊	barat
滑行	glide
陣列	tatasusunan
陣列	tatasusunan
耐心	tawakal
耐心	bersabar
耐心	kesabaran
紡織	textile
紡織	textiles
潛水	diving
潛水	terjun
潛水	menyelam
潛水	dive
潛水	menyelam
竇	anjing
竇	dog
竇	dou
同源	homologous
吸引力	attractiveness
吸引力	tarikan
吸引力	menarik
甘蔗	tebu
甘蔗	tebu
甘蔗	cane
哭泣	menangis
哭泣	nangis
哭泣	tangis
哭泣	cry
哭泣	menangis
賭博	judi
賭博	judi
賭博	berjudi
功效	efficacy
成型	membentuk
成型	bentukkan
腫瘤	tumor
腫瘤	barah
腫瘤	ketumbuhan
紀律	disiplin
紀律	displin
紀律	disiplin
酷刑	penyeksaan
口服	oral
口服	lisan
廣東話	yue
廣東話	kantonis
嚴謹	tegas
嚴謹	ketat
嚴謹	strict
三叉戟	trident
展品	pameran
展品	pameran
仰光	yangon
豁免	kekebalan
豁免	imuniti
反潛	asw
史詩	epic
推斷	disimpulkan
花絮	trivia
暹羅	siam
暹羅	siam
鑄造	casting
刪去	delete
礦物	mineral
礦物	mineral
礦物	galian
麻醉	bius
麻醉	anesthesia
加深	pendalaman
攝政	bupati
芳香	aromatik
芳香	wangian
芳香	aroma
民謠	balada
民謠	rakyat
明文	explicit
明文	eksplisit
服務業	perkhidmatan
服務業	servis
守衛	penjaga
守衛	pengawal
守衛	guard
守衛	pengawal
氣球	belon
氣球	belon
籃板	melantun
遣返	repatriation
倫理	beretika
倫理	etika
一幕	adegan
一幕	scene
摸	touch
摸	sentuhan
摸	sentuh
投放	delivery
投放	penghantaran
神學院	seminary
瀋陽	shenyang
艾瑪	emma
類比	analogous
類比	analog
雅加達	jakarta
通宵	semalaman
通宵	bermalam
通宵	overnight
膨脹	perluasan
膨脹	pengembangan
營利	profit
良心	nurani
位移	sesaran
招標	tender
招標	berunsur
波羅的海	baltik
雨傘	umbrella
雨傘	payung
雨傘	payung
花生	peanut
花生	kacang
花生	kacang
閃光	flash
閃光	kilauan
閃光	glitter
和弦	perentas
子爵	vicomte
子爵	viscount
削減	cutting
削減	dipotong
削減	cut
削減	memotong
削減	potong
視察	inspection
髮型	hair
髮型	rambut
里根	reagan
殘酷	kejam
殘酷	kekejaman
殘酷	brutal
牧場	berihat
牧場	ranch
單身	single
單身	bujang
單身	singel
大自然	alam
大自然	tabii
大自然	semulajadi
犀	badak
犀	rhinoceros
九個	sembilan
雇用	upah
雇用	sewa
雇用	hiring
悲傷	kesedihan
悲傷	sedih
悲傷	sad
僧侶	rahib
恐嚇	intimidasi
沒收	disita
粉紅	pink
反向	songsang
北九州	kitakyūshū
浴	bathing
浴	mandi
浴	mandian
浴	mandi
浴	bath
感恩	syukur
感恩	bersyukur
感恩	grateful
感恩	bersyukur
感恩	kesyukuran
感恩	syukur
生氣	angry
生氣	marah
星期天	ahad
