年	año
郡	condado
國家	estados
國家	pais
國家	país
國家	state
國家	estado
國家	nacionales
國家	national
國家	nacional
國家	paises
國家	países
球	bola
球	balón
球	pelota
球	ball
生	crudos
生	raw
生	crudo
生	cruda
但是	sino
但是	pero
街	calle
街	callejero
街	street
街	calles
提供	proporcionada
提供	proporcionados
提供	proporcionado
提供	proveer
提供	proporcionar
提供	proporcione
城市	ciudad
城市	ciudades
一些	algunas
一些	algunos
一些	some
長	largos
長	largo
長	larga
長	long
水	agua
人物	carácter
人物	caracter
人物	personaje
軍	armada
軍	ejército
軍	army
軍	ejercito
加入	unir
加入	únete
加入	unirse
加入	adhesión
英	ying
上海	shanghai
上海	shangai
上海	shanghái
史	shi
第三	tercera
第三	tercer
第三	terceros
第三	tercero
屬	género
魚	pescado
魚	pesca
魚	peces
魚	pescados
魚	pez
波	oleada
波	ola
波	onda
波	wave
回	volver
回	espalda
回	regreso
回	back
無	ninguna
無	ninguno
吉	kat
你	tu
你	te
你	tú
你	usted
你	vos
方	colmillo
方	fang
話	dialecto
東	este
東	oriente
東	east
東	dong
英國	inglaterra
周	week
周	semana
周	semanas
周	zhou
周	chow
石	shi
石	gema
石	stone
石	piedra
事件	incidentes
事件	incidente
事件	incidentes
事件	incidencias
事件	eventos
事件	acontecimientos
事件	acontecimiento
事件	evento
建立	creación
建立	establecimiento
建立	construya
建立	construir
建立	construye
生活	living
生活	vivir
生活	viviendo
生活	vida
生活	life
派	pastel
派	pie
派	tarta
教育	educativo
教育	educación
教育	educativa
教育	educación
教育	enseñanza
教育	educacion
車站	estacion
車站	estación
之後	despues
之後	after
之後	tras
之後	después
萬	wan
國際	internacional
國際	international
國際	internacionales
獎	premios
獎	galardones
獎	premiado
獎	premio
獎	laudo
獎	premios
獎	adjudicación
獎	premio
獎	galardón
完成	acabados
完成	terminados
完成	finalizado
完成	acabado
完成	terminado
完成	terminada
完成	acabar
完成	terminar
完成	finalizar
完成	acabado
完成	hecho
完成	completado
完成	completa
完成	completar
完成	completas
完成	completo
白	blancas
白	blanca
白	white
白	blancos
白	blanco
白	bai
音樂	music
音樂	música
音樂	musica
音樂	musicales
音樂	musical
沙	sha
沙	arena
沙	sand
沙	shah
他們	ellos
他們	ellas
可能	posible
可能	posibles
分布	distribuciones
分布	reparto
分布	distribución
分布	distribuidas
分布	distribuido
分布	repartido
分布	distribuida
地區	áreas
地區	zonas
地區	areas
地區	distrito
地區	superficie
地區	zona
地區	area
地區	área
車	coches
車	coche
車	automóvil
車	carro
車	auto
車	coches
車	automóviles
車	carros
車	autos
官	oficial
梅	may
梅	mayo
梅	mei
中文	chinos
中文	chino
自由	freedom
自由	libertad
自由	liberty
自由	libertad
自由	libres
自由	gratis
自由	free
自由	libre
自由	gratuito
黃	wong
黃	hwang
黃	huang
黃	amarillos
黃	amarilla
黃	amarillas
黃	amarillo
獲得	conseguir
獲得	consigue
獲得	obtener
獲得	obtenga
光	ligera
光	light
光	luz
光	ligero
光	hikari
重要	importancia
重要	importante
重要	importantes
工程	ingenieros
工程	ingeniería
工程	trabajos
工程	trabaja
工程	obras
工程	funciona
港	harbor
港	puerto
港	puertos
港	babor
港	oporto
港	puerto
港	harbour
列	columna
段	duan
最後	último
最後	last
最後	últimos
最後	última
提交	presentación
提交	sumisión
提交	sometimiento
提交	presentar
提交	someter
提交	enviar
提交	presentado
提交	presentada
提交	presentados
提交	enviado
一般	generalmente
經	sutra
需要	need
需要	necesitar
需要	necesito
需要	necesita
需要	necesidad
需要	necesitó
需要	necesitaba
需要	necesitado
需要	necesidades
需要	necesita
江	rio
江	río
江	jiang
臺灣	taiwán
臺灣	taiwan
臺灣	taiwán
臺灣	taiwanés
臺灣	taiwaneses
最佳	óptimos
最佳	óptimo
最佳	óptima
最佳	óptimas
最佳	óptimos
最佳	óptimo
最佳	óptima
最佳	óptimas
這個	este
這個	esto
這個	esta
泰	tae
泰	tai
地方	lugar
地方	place
地方	sitios
地方	lugares
地方	localidades
地方	plazas
系列	serie
系列	series
電視	televisor
電視	television
電視	televisión
電視	televisiones
登	deng
黑	dark
黑	oscuro
黑	oscuridad
黑	oscuros
黑	oscura
黑	negra
黑	black
黑	negras
黑	negros
黑	negro
花	hana
花	flores
花	flor
花	flores
神	dios
遊戲	juego
遊戲	juegos
宗	zong
清	qing
最高	top
最高	arriba
最高	cima
最高	supremo
最高	supremos
最高	suprema
要求	requisito
要求	requisitos
要求	requerimientos
要求	exigencias
要求	demandas
要求	petición
要求	solicitar
要求	solicite
要求	solicitud
要求	exigencia
要求	exigir
要求	demanda
要求	solicita
要求	peticiones
要求	solicitudes
讓	jean
讓	dejemos
讓	let
版本	version
版本	versión
版本	ediciones
版本	versiones
發現	encontrada
發現	encontradas
發現	encontrados
發現	hallado
發現	encontrado
發現	descubrir
發現	descubra
發現	descubre
發現	descubren
發現	descubrimientos
發現	discovery
發現	descubrimiento
語	lengua
語	idioma
語	lenguaje
語	idiomas
只有	únicamente
只有	solo
只有	sólo
只有	solamente
內容	contenido
內容	contenidos
最大	máx
最大	maximo
最大	máximo
最大	max
華	hua
華	wah
製作	produccion
製作	producción
製作	producciones
製作	produccion
製作	productions
出生	nacidos
出生	born
出生	nacido
出生	nacimientos
出生	natalidad
出生	nacimiento
出生	parto
朱	zhu
朱	joo
航空	aviation
航空	aviación
航空	aero
航空	aerolínea
航空	aerolíneas
航空	airlines
航空	aerolíneas
航空	aire
航空	air
數	conde
數	cuenta
數	recuento
數	contando
數	contar
數	número
數	numero
出版	publicados
出版	publicadas
出版	publicada
出版	publicado
出版	publicaciones
出版	publicación
出版	editorial
出版	publicar
出版	publicando
出版	publicación
發展	desarrollo
成功	exitosos
成功	exitoso
成功	exitosa
成功	exitosas
成功	éxito
成功	exitos
成功	exito
成功	éxitos
成功	éxito
面積	superficie
面積	zona
面積	area
面積	área
堡	fortaleza
堡	fuerte
堡	fort
系統	system
系統	sistema
系統	sistemas
系統	systems
蘭	lan
劉	yoo
劉	liu
劉	lau
班	pelotón
班	squad
班	escuadra
班	escuadrón
冠軍	campeón
冠軍	campeona
冠軍	campeon
冠軍	champ
冠軍	campeón
冠軍	campeona
冠軍	campeon
冠軍	champion
冠軍	champions
冠軍	campeones
問題	problemas
問題	problemática
問題	problema
問題	cuestión
問題	interrogante
問題	pregunta
問題	preguntas
問題	interrogantes
問題	cuestiones
康	kang
海拔	altitud
海拔	elevación
海拔	altitud
海拔	elevaciones
島	isla
島	isle
方式	método
率	calificar
率	tasa
請	favor
請	please
請	porfavor
請	porfa
名稱	nombre
名稱	name
名稱	denominación
名稱	nombres
官方	oficialmente
愛	amor
愛	amores
愛	love
愛	amar
得到	conseguir
得到	consigue
得到	obtener
得到	obtenga
平	plano
平	piso
平	plana
平	ping
印度	india
街道	calle
街道	callejero
街道	street
街道	calles
街道	calles
街道	subdistrito
存在	existencia
存在	presencia
刪除	eliminada
刪除	suprimido
刪除	eliminados
刪除	eliminado
刪除	borrado
刪除	eliminando
刪除	borrando
刪除	borrado
刪除	supresión
刪除	quita
刪除	eliminar
刪除	quitar
刪除	borrar
刪除	eliminar
刪除	suprimir
設計	diseños
設計	concepción
設計	diseño
設計	diseñar
設計	diseñando
卡特	carter
群	grupo
群	group
群	agrupar
命名	nombrar
命名	denominación
負責	responsable
負責	responsables
服務	servicios
服務	servir
服務	sirva
服務	sirven
服務	sirve
服務	servicio
機	máquina
機	maquina
任何	cualquier
任何	cualquiera
列表	lista
列表	listado
唐	tang
唐	don
西班牙	españa
頁	páginas
頁	paginas
條	tiras
兩	dos
兩	two
當	cuándo
當	when
當	cuando
超	ultra
超	super
超	súper
丁	ding
夏	xia
以上	arriba
以上	supra
著名	famosa
著名	famosas
著名	famosos
著名	famoso
聖	santo
聖	saint
聖	san
聖	santa
志	zhi
志	chi
志	ji
已經	ya
梁	haz
梁	viga
梁	vigas
梁	rayo
梁	leung
梁	liang
梁	haces
梁	vigas
專輯	álbum
專輯	album
專輯	disco
專輯	álbumes
角色	carácter
角色	caracter
角色	personaje
角色	rol
角色	caracteres
角色	personajes
角色	papeles
角色	roles
武	takeshi
赫	hyuk
半	mitad
半	half
半	medio
成員	miembro
成員	diputados
成員	miembros
東京	tokyo
東京	tokio
新聞	noticias
新聞	novedades
新聞	noticia
現在	now
現在	ahora
劇	drama
劇	dramática
劇	dramático
後來	posteriormente
後來	después
女性	hembras
女性	mujer
女性	hembra
女性	hembras
女性	femenino
女性	mujer
女性	mujeres
女性	femenino
高度	altitud
高度	estatura
高度	altura
說	say
說	dí
說	decir
說	diga
說	di
男	macho
男	masculino
男	varón
男	machos
之前	antes
合作	colaborar
合作	colaboración
合作	cooperación
合作	cooperar
門	portón
門	gate
門	puerta
門	puertas
門	puerta
門	doors
門	puertas
卷	rollo
卷	roll
卷	rollos
卷	rolls
卷	bobinas
位置	posicion
位置	posición
位置	lugar
位置	ubicacion
位置	ubicación
位置	emplazamiento
位置	localización
活動	actividades
活動	eventos
活動	acontecimientos
活動	acontecimiento
活動	evento
活動	actividad
只	únicamente
只	solo
只	sólo
只	solamente
歷史	historia
歷史	historial
歌曲	cantos
歌曲	canciones
歌曲	songs
歌曲	canto
歌曲	cancion
歌曲	canción
歌曲	song
點	puntos
點	dot
點	punto
點	punta
點	point
點	punto
一次	once
植物	plantas
植物	planta
植物	plantas
植物	vegetal
植物	planta
封	feng
封	sella
封	foca
封	sello
皮	cuero
皮	piel
皮	cueros
非常	very
非常	muy
而且	y
通常	habitualmente
通常	normalmente
通常	generalmente
通常	usualmente
通常	normalmente
形成	formando
形成	formación
比賽	juego
比賽	race
比賽	carrera
比賽	raza
比賽	concurso
比賽	certamen
聯賽	league
聯賽	liga
聯賽	ligas
九	nueve
九	nine
學校	escuelas
學校	colegios
學校	escuela
學校	colegio
學校	escuela
完全	totalmente
完全	completamente
完全	totalmente
信	cartas
信	letras
信	letra
信	carta
期間	periodo
期間	período
接受	aceptación
接受	aceptadas
接受	aceptados
接受	aceptada
接受	aceptado
接受	aceptan
接受	aceptamos
接受	acepto
接受	aceptar
接受	acepta
書	libro
書	libros
交通	transportes
交通	transporte
交通	transportación
交通	tránsito
交通	tráfico
交通	trafico
交通	transportes
交通	transporte
木	madera
木	maderas
木	madera
木	leña
木	wood
討論	discusiones
討論	debates
討論	deliberaciones
討論	discuta
討論	discutir
故事	historia
故事	story
故事	historias
故事	relatos
故事	cuentos
直接	directa
直接	directo
直接	directamente
直接	direct
直接	directos
直接	directas
直接	directamente
參與	participantes
參與	participación
參與	participando
參與	interacción
參與	compromiso
參與	implicación
參與	participación
參與	participación
朗	lang
朗	lon
湖	lagos
湖	lago
湖	laguna
根	root
根	raíz
根	raíces
根	raices
保留	reservaciones
保留	reservas
保留	reservada
保留	reservados
保留	reservado
保留	reservación
保留	reserva
保留	reservas
希望	esperanzas
希望	hope
希望	esperanza
手	hand
手	mano
手	manos
心	corazón
心	corazon
心	heart
心	hearts
心	corazones
巴士	bus
巴士	autobus
巴士	autobús
巴士	autobuses
巴士	ómnibus
巴士	ómnibus
巴士	autobuses
巴士	buses
播放	transmisión
播放	radiodifusión
播放	emisión
播放	transmision
播放	difusión
播放	play
播放	juegue
播放	juega
播放	jugar
播放	reproducir
播放	reproducción
播放	obras
播放	juega
播放	jugando
播放	tocando
播放	jugar
音	consonante
音	tonos
音	tono
增加	incremento
增加	aumento
增加	aumentar
增加	aumenta
增加	aumentan
增加	aumento
增加	aumentar
增加	incrementando
增加	creciente
增加	aumentando
增加	aumenta
增加	aumentos
增加	incrementos
增加	aumentado
增加	aumento
增加	incrementado
增加	aumentada
角	corner
角	rincón
角	esquina
角	ángulo
角	angulo
角	angulares
角	angular
角	cabo
角	capa
角	punta
角	point
角	punto
天文台	observatorios
天文台	observatorio
這些	éstas
這些	estos
這些	estas
這些	éstos
丹	dan
太	también
太	too
太	demasiado
太	tambien
徐	seo
徐	tsui
永	wing
永	ala
永	yong
歌	cantos
歌	canciones
歌	songs
歌	canto
歌	cancion
歌	canción
歌	song
美元	dolares
美元	dólares
美元	dólar
美元	dolar
霍	huo
圖	diagrama
圖	gráfica
圖	gráfico
圖	grafo
圖	gráfico
圖	gráfica
圖	figura
圖	cifra
投票	voto
投票	votaciones
投票	votación
投票	votación
投票	votando
投票	votaciones
投票	votar
投票	encuesta
投票	sondeo
灣	ensenada
灣	cala
灣	caleta
灣	ensenada
灣	bahía
灣	bay
民主	democracia
寺	templos
寺	sien
寺	temple
寺	templo
雖然	aunque
雖然	aunque
參加	asistir
參加	asista
參加	asistan
參加	participantes
參加	participación
參加	participando
參加	asistiendo
參加	asistir
特別	especiales
特別	especial
特別	special
控制	control
控制	controlar
控制	mandos
控制	controles
控制	controla
蒙	mont
戰	batalla
戰	combate
戰	batallas
戰	guerra
戰	war
電視台	televisor
電視台	television
電視台	televisión
電視台	televisiones
以下	debajo
以下	abajo
然而	aún
七	siete
七	seven
口	mouth
口	desembocadura
口	boca
仁	jin
仁	jen
委員會	comisión
委員會	comision
編輯	edición
編輯	edita
編輯	editar
編輯	edición
編輯	editando
編輯	editar
編輯	montaje
編輯	redactor
編輯	editor
編輯	editora
資料	data
資料	dato
資料	datos
隆	takashi
隆	ryu
青	ching
青	qing
青	tsing
播出	transmisión
播出	radiodifusión
播出	emisión
播出	transmision
播出	difusión
路線	rutas
路線	ruta
年度	año
宋	canto
宋	cancion
宋	canción
宋	song
附近	cerca
附近	cercano
附近	cercana
附近	cerca
歌手	cantantes
歌手	singer
歌手	cantor
歌手	cantante
店	tienda
店	almacén
店	tienda
店	almacenar
店	store
二十	twenty
二十	veintiuno
二十	veinte
組織	organizacion
組織	organización
組織	organizacion
組織	organización
組織	tejidos
組織	tejido
組織	division
組織	división
分類	clasificaciones
分類	clasificar
分類	clasificación
教授	profesor
教授	catedrático
教授	profesora
盃	taza
盃	copa
盃	cup
源	procedencia
源	fuente
源	origen
源	source
八	eight
八	ocho
法國	francia
法國	france
除了	excepto
除了	salvo
文字	text
文字	texto
民族	etnia
民族	étnico
民族	etnias
民族	étnica
民族	nacionalidades
主席	president
主席	presidenta
主席	presidente
主席	presidenta
主席	presidente
主席	presidenta
主席	presidente
不過	sino
不過	pero
文物	artefactos
文物	antigüedades
文物	reliquias
老	viejo
老	antiguo
老	viejos
老	antigua
老	vieja
女子	mujer
選	elegir
選	pick
世紀	siglo
世紀	century
鐵	plancha
鐵	hierro
德國	alemania
票	entradas
票	billetes
票	boletos
票	tickets
票	pasaje
票	ticket
票	boleto
票	billete
動畫	anime
打	pelea
打	fight
打	lucha
打	luchar
關係	relaciones
關係	relación
關係	relaciones
關係	parentesco
關係	relación
關係	relacion
關係	relaciones
能力	competencias
能力	capacidad
能力	capacidad
能力	habilidad
能力	capacidad
能力	capacidades
能力	capacidad
佛	buda
佛	buddha
少	menos
網站	website
網站	web
網站	sitio
網站	sitio
網站	site
網站	webs
網站	sitios
模板	plantillas
模板	plantilla
頭	head
頭	cabezal
頭	cabeza
個人	personal
個人	personales
個人	individuo
個人	individual
個人	individuales
擁有	posesión
擁有	tenencia
擁有	poseer
學生	alumnos
學生	estudiantes
學生	alumna
學生	alumno
學生	estudiantes
學生	estudiante
鎮	pueblo
鎮	ciudad
南部	sureña
南部	southern
南部	sur
南部	meridional
南部	sureño
南部	sur
語言	idiomas
語言	lenguas
語言	lengua
語言	idioma
語言	lenguaje
語言	idiomas
模式	modos
模式	patrón
模式	patrones
模式	patron
模式	pauta
模式	pautas
模式	patrones
模式	modalidad
模式	mode
模式	modo
相關	pertinente
相關	relevante
相關	relevantes
相關	pertinentes
相關	relacionada
相關	afines
相關	conexo
相關	conexas
相關	relacionado
決定	decide
決定	decision
決定	decisión
決定	decisiones
楊	jan
楊	enero
楊	ene
楊	yang
楊	yeo
方向	indicaciones
方向	instrucciones
方向	direcciones
方向	direction
方向	dirección
方向	orientación
郭	guo
方法	metodologías
方法	método
方法	métodos
影響	impact
影響	repercusión
影響	impacto
影響	impactos
影響	repercusiones
影響	influencia
影響	influir
影響	influencias
影響	influenciar
影響	efectos
影響	influencias
屬於	pertenecía
屬於	perteneció
屬於	pertenecían
屬於	pertenecido
許多	muchas
許多	muchos
第四	cuarto
第四	cuarta
秀	soo
死	muerta
死	muertos
死	dead
死	muerto
自治	autonomía
蘇	sue
蘇	demandar
甚至	hasta
甚至	incluso
甚至	aun
開	abrir
開	abre
開	abierta
開	abra
開	abierto
見	véase
見	see
見	ver
見	vea
田	tian
只是	solo
只是	simplemente
只是	sólo
只是	just
結束	end
結束	fin
結束	final
巴西	brazil
巴西	brasil
共同	comunes
共同	frecuente
共同	común
共同	frecuentes
共同	common
出版社	editor
出版社	editorial
出版社	editoriales
出版社	editores
提名	nominaciones
提名	candidaturas
提名	candidatura
提名	nominación
提名	nombramiento
提名	nominados
提名	nominado
提名	nominada
保護	proteger
保護	protegiendo
保護	protección
保護	proteja
保護	proteger
保護	protegerla
保護	protege
保護	proteccion
保護	protección
保護	protegida
保護	protegidas
保護	protegidos
保護	protegido
加上	agregar
加上	agrega
加上	añadir
加上	añade
加上	add
加上	plus
加上	además
食	comiendo
食	comer
獨立	indie
獨立	independent
獨立	independiente
獨立	independientes
獨立	autonomía
獨立	independencia
包含	contiene
包含	contenga
距離	distancias
距離	distancia
距離	distancias
社會	society
社會	sociedad
社會	sociedades
社會	sociales
社會	social
加拿大	canadá
兩個	dos
兩個	two
公尺	contadores
公尺	metros
公尺	medidores
公尺	medidor
公尺	metros
公尺	metros
還	igualmente
還	además
還	también
還	tambien
哥	hermano
哥	brother
歐洲	europa
歐洲	europeos
歐洲	europeo
歐洲	europea
歐洲	europeas
像	gustar
像	like
像	como
鐵路	ferrocarril
鐵路	carril
鐵路	ferroviarios
鐵路	ferrocarril
鐵路	ferroviario
鐵路	ferrocarriles
鐵路	ferroviarios
鐵路	ferrocarril
鐵路	ferrocarriles
鐵路	ferrocarril
鐵路	ferrocarriles
居民	residentes
居民	habitantes
功能	función
功能	características
功能	rasgos
功能	caracteristicas
功能	funciones
功能	funcionales
功能	funcional
功能	característica
功能	rasgo
功能	largometraje
功能	funcionalidad
功能	funcionalidades
聯盟	union
聯盟	unión
聯盟	sindicato
聯盟	league
聯盟	liga
聯盟	ligas
聯盟	alliance
聯盟	alianza
聯盟	alianzas
聯盟	coalición
洪	hung
洪	colgado
洪	hong
利用	uso
利用	usar
利用	utilización
利用	utilizar
利用	utilización
最終	eventualmente
平均	promedio
平均	media
平均	promedio
平均	avg
侵	agresión
侵	asalto
侵	transgresión
雙	dobles
雙	doble
再次	again
再次	nuevamente
網	web
網	telaraña
網	network
網	red
網	neto
網	net
網	red
網	neta
網	netos
施	shi
量	cantidad
演員	reparto
演員	elenco
演員	actores
演員	actriz
演員	actor
亞洲	asiática
亞洲	asiáticas
亞洲	asiático
亞洲	asia
亞洲	asiáticos
亞洲	asia
全球	mundialmente
全球	globalmente
全球	globo
全球	globe
全球	mundial
全球	global
全球	globales
全部	todas
全部	all
全部	todo
全部	todos
北部	norte
北部	norte
北部	septentrional
北部	northern
北部	norteña
運動	deportivo
運動	deportes
運動	deporte
運動	motion
運動	movimiento
運動	moción
運動	deportes
運動	sport
運動	deporte
運動	movimiento
運動	movimientos
中共	cpc
中共	ccp
中共	pcc
中共	ecc
中共	ccp
毛	gross
毛	asqueroso
毛	brutos
毛	bruto
毛	mao
草	césped
草	hierba
草	pasto
直到	hasta
名字	nombre
名字	name
名字	denominación
地球	earth
地球	tierra
地球	terrestre
死亡	fallecimiento
死亡	death
死亡	muerte
死亡	defunción
戰爭	guerra
戰爭	war
戰爭	guerras
作曲	compone
作曲	componer
作曲	componía
作曲	componer
溪	riachuelo
溪	creek
溪	arroyo
邦	pong
紅	rojo
紅	rojas
紅	roja
紅	red
唱片	registro
唱片	récord
唱片	grabar
安全	seguro
安全	safe
安全	segura
安全	seguro
安全	asegurado
安全	segura
玉	jade
學院	academy
學院	academia
學院	college
學院	colegio
學院	universidad
學院	colegios
學院	universidades
勝	sheng
豪	howe
鄉	municipio
原因	motivos
原因	razones
原因	razón
原因	motivo
原因	razon
原因	causa
原因	cause
通過	via
通過	vía
通過	mediante
通過	through
通過	pase
通過	paso
通過	pasar
通過	pasa
通過	pasen
管	tubo
管	tubería
管	pipa
管	tubo
強	strong
強	fuerte
強	fuertes
選舉	elección
選舉	elecciones
選舉	eleccion
選舉	electorales
選舉	elecciones
辛	sheen
辛	pecado
辛	sin
辛	xin
漢	han
法律	derecho
法律	leyes
法律	legislación
法律	ley
法律	leyes
革命	revolution
革命	revolución
革命	revoluciones
計劃	plano
計劃	plan
計劃	planos
計劃	planes
時代	tiempos
時代	veces
時代	épocas
時代	times
男性	varones
男性	machos
男性	macho
男性	masculino
男性	varón
男性	machos
男性	men
男性	hombres
目的	objetivos
目的	finalidades
形式	forma
形式	formulario
形式	formato
鄭	zheng
鄭	jeong
鄭	jung
基本	básica
基本	básicos
基本	basic
基本	básicas
基本	básico
蔡	tsai
蔡	cai
