que	той
país	країни
país	країна
país	кантрі
mientras	поки
web	сайті
web	сайт
web	web
web	веб
internacional	internacional
internacional	міжнародний
internacional	міжнародна
internacional	міжнародні
internacional	інтернаціонал
internacional	міжнародне
santa	святі
santa	святе
santa	свята
santa	священні
santa	святий
santa	святий
santa	saint
santa	сен
santa	санта
antes	раніше
antes	перед
antes	before
oficial	офіційні
oficial	офіційна
oficial	офіційний
oficial	офіційне
oficial	наглядач
oficial	офіцер
quien	хто
quien	who
mundo	світовий
mundo	світ
mundo	світе
mundo	world
mundo	mundo
embargo	ембарго
tanto	обоє
tanto	обидва
tanto	обох
tanto	обидві
tanto	обом
mayo	травнева
mayo	травня
mayo	травневі
mayo	травні
mayo	травень
mayo	майо
algunos	дехто
algunos	деякі
algunos	якесь
algunos	якийсь
algunos	трохи
temporada	сезонні
temporada	season
temporada	сезон
temporada	сезону
mejor	краща
mejor	better
mejor	краще
mejor	кращі
mejor	кращий
mejor	найкраща
mejor	найкращий
mejor	найкраще
mejor	найкращі
luego	потім
luego	тоді
marzo	березні
marzo	березень
marzo	березня
día	день
día	дню
día	дня
siendo	проводиться
siendo	будучи
siendo	буття
madrid	madrid
madrid	мадрид
madrid	ліверпуль
enero	ян
enero	січні
enero	січень
enero	січня
número	число
número	кількість
número	номер
número	номера
agosto	серпні
agosto	серпня
agosto	серпень
agosto	aug
diciembre	грудень
diciembre	грудня
diciembre	грудні
artículo	стаття
artículo	статтю
artículo	елемент
noviembre	листопаді
noviembre	листопад
noviembre	листопада
otro	інший
otro	інша
otro	інші
otro	інше
otro	інших
otro	інший
otro	інша
estaba	був
estaba	була
estaba	було
estos	ці
abril	квітень
abril	квітня
abril	квітні
total	усього
total	всього
total	загалом
total	загальна
total	загальний
región	ділянку
región	регіон
sistema	система
sistema	системи
sistema	системний
sistema	системне
sistema	системна
habitantes	мешканці
habitantes	мешканці
habitantes	мешканців
maría	марі
maría	мері
maría	марічка
maría	маріє
maría	марія
real	реал
real	справжня
real	справжні
real	реальний
real	справжній
real	королівська
real	royal
real	королівський
real	королівське
real	рояль
página	сторінку
página	сторінка
página	сторінки
página	пейдж
esto	цей
esto	ця
mundial	worldwide
mundial	світовий
mundial	світ
mundial	світе
mundial	world
mundial	глобальний
mundial	global
mundial	загальні
música	музика
música	музики
música	музик
música	музиці
música	музику
presidente	голова
presidente	головою
presidente	президент
presidente	президенти
casa	хати
casa	будинок
casa	дім
casa	домівка
casa	домашній
casa	додому
sólo	лише
sólo	тільки
sólo	просто
sólo	щойно
álbum	альбому
álbum	альбом
debido	через
cuenta	кількість
cuenta	рахувати
cuenta	відлік
cuenta	рахунок
cuenta	становитиме
cuenta	рахує
junio	червня
junio	червні
junio	червень
febrero	лютому
febrero	лютий
febrero	лютого
ella	елла
ella	ella
ella	вона
ella	she
ella	her
ella	нею
ella	її
ella	їй
pueden	можна
varios	різні
varios	різне
varios	різноманітні
varios	різні
varios	декілька
francia	франції
francia	франція
francia	францію
solo	наодинці
solo	поодинці
solo	сама
solo	самі
solo	solo
solo	соло
solo	лише
solo	тільки
solo	просто
solo	щойно
chile	чилійський
chile	чілі
chile	чилі
tipo	типу
tipo	тип
obra	роботи
obra	робота
obra	працюю
obra	працюють
obra	роботу
obra	робочий
iglesia	церква
iglesia	костел
película	фільм
película	кіно
película	фільм
película	плівка
entonces	потім
entonces	тоді
banda	band
banda	гурт
banda	банда
banda	банда
banda	gang
banda	банди
cuatro	четвірка
cuatro	чотирьох
cuatro	чотири
zona	зона
zona	область
zona	ділянка
zona	площа
zona	місцевість
televisión	телебачення
principal	головний
principal	основне
principal	головна
principal	головні
principal	головне
principal	капітал
tuvo	мали
tuvo	мав
carlos	карл
carlos	шарль
carlos	чарльз
carlos	карл
carlos	карлос
carlos	чарлі
otra	інший
otra	інша
rey	кінг
rey	король
rey	цар
rey	рей
premio	премія
premio	нагорода
hace	робить
hace	робить
km²	km²
edición	edit
edición	редагувати
edición	правка
edición	змінити
edición	редакція
edición	видання
edición	редагування
edición	монтаж
tenía	мали
tenía	мав
premios	винагороди
premios	нагороди
premios	призи
premios	нагорода
sitio	сайті
sitio	сайт
sitio	облога
sitio	сайт
bien	хороші
bien	гарні
bien	добрий
bien	добре
bien	добре
bien	well
bien	ну
bien	імхо
bien	файно
bien	добре
segundo	другий
segundo	друге
segundo	друга
segundo	секунда
mar	мар
mar	море
mar	океан
poco	маленька
poco	маленький
poco	маленькі
orden	замовити
orden	ордер
orden	наказ
orden	порядок
estadounidense	американський
estadounidense	американець
estadounidense	американські
estadounidense	американська
estadounidense	американської
agua	вода
agua	водні
agua	водяний
agua	водяне
tierra	землею
tierra	earth
tierra	землі
tierra	земля
tierra	земля
tierra	ґрунту
tierra	ґрунт
tierra	земля
título	назва
título	заголовок
título	титул
ellos	їх
ellos	їм
ellos	комплектів
ellos	вони
earth	землею
earth	earth
earth	землі
earth	земля
están	надаються
división	ділення
división	дивізіон
división	поділ
canción	конкурс
canción	пісня
fecha	дату
fecha	дата
fecha	датою
república	республіка
trabajo	завдання
trabajo	робота
trabajo	роботи
trabajo	робота
trabajo	працюю
trabajo	працюють
trabajo	роботу
trabajo	робочий
especie	виді
especie	вид
especie	види
luis	людовик
luis	луї
luis	луїс
luis	луї
luis	людвіг
luis	луїс
caso	регістр
caso	справа
caso	випадок
caso	випадку
dentro	inside
dentro	всередині
obras	працює
obras	грає
obras	відтворює
color	колір
color	кольорова
color	колір
color	кольорова
distrito	улус
distrito	округ
distrito	нохія
distrito	район
superficie	поверхні
superficie	поверхня
superficie	область
superficie	ділянка
superficie	площа
superficie	місцевість
copa	кубок
copa	чашка
copa	чаша
copa	кубок
muchos	багато
muchos	багатьох
línea	лінія
línea	рядок
línea	рядка
línea	пряма
francisco	франсіско
francisco	франциско
francisco	френсіс
francisco	франциск
les	лез
les	ле
les	лес
les	лесь
siguiente	такі
siguiente	стежать
siguiente	наступний
siguiente	наступна
siguiente	next
siguiente	наступне
siguiente	далі
área	область
área	ділянка
área	площа
área	місцевість
grandes	великі
grandes	великих
grandes	великі
grandes	велике
grandes	велика
grandes	великий
grandes	біг
grandes	гранд
censo	перепис
liga	ліга
liga	ліга
estas	ці
muerte	death
muerte	смерть
muerte	смерті
medio	середній
medio	носій
medio	середня
medio	середні
medio	medio
medio	пів
medio	півтори
medio	половина
medio	половину
medio	наполовину
través	thru
política	правила
política	політики
política	policy
política	політика
política	політикою
política	політика
menos	мінус
menos	менше
largo	ларго
largo	довгий
largo	хай
largo	лонг
largo	long
largo	довга
largo	довгі
buenos	хороші
buenos	гарні
buenos	добрий
buenos	добре
hijo	сина
hijo	сину
hijo	син
hecho	зробила
hecho	made
hecho	зроблено
hecho	закінчили
hecho	виконано
hecho	готово
hecho	done
hecho	факт
algunas	дехто
algunas	деякі
algunas	якесь
algunas	якийсь
algunas	трохи
carrera	кар
carrera	перегони
carrera	забіг
carrera	раса
carrera	каррера
poder	влада
poder	живлення
poder	сила
poder	power
pueblo	містечко
pueblo	місто
pueblo	pueblo
pueblo	народ
pueblo	людей
pueblo	люди
pueblo	село
departamento	департамент
departamento	відділ
departamento	квартира
localidades	місць
localidades	місця
localidades	місцини
localidades	розташування
localidades	адреси
localidades	місця
localidades	адрес
hizo	рахував
hizo	зробили
hizo	вчинили
hizo	робили
veces	таймс
veces	час
veces	часи
veces	times
reino	царство
reino	kingdom
reino	королівство
central	central
central	центральний
central	центральна
todas	усі
todas	всі
todas	все
todas	всіх
york	йорк
ejemplo	зразки
ejemplo	зразок
ejemplo	приклад
ejemplo	зразка
ejemplo	приклад
ejemplo	прикладу
género	жанр
género	стать
género	статі
género	гендерна
género	рід
padre	батька
padre	батько
padre	батьку
padre	отець
isbn	isbn
campo	поля
campo	поле
campo	табір
campo	campo
isla	острів
isla	ісла
hacer	make
hacer	зробити
hacer	творити
hacer	внесення
misma	збігається
misma	однаковий
misma	однакові
misma	same
misma	самий
ante	анте
conocido	відома
conocido	відоме
conocido	відомі
conocido	знайомі
http	http
países	країн
países	країни
frente	front
frente	спереду
frente	передні
frente	фронт
frente	передній
frente	чоло
frente	лоб
antonio	ентоні
antonio	антоні
antonio	тоні
antonio	ентоні
antonio	антоній
antonio	антоніо
director	режисер
director	директор
días	днів
días	дні
española	іспанською
española	іспанської
española	іспанська
partir	їзду
versión	версія
varias	декілька
varias	різноманітні
varias	різні
actual	поточні
actual	поточний
actual	поточна
actual	течія
actual	струм
momento	момент
momento	мить
lista	готовий
lista	напоготові
lista	готові
lista	готове
lista	готовність
lista	готова
lista	перелік
lista	list
lista	список
jpg	jpg
densidad	щільність
densidad	щільності
campeonato	чемпіонський
campeonato	чемпіонат
tarde	запізнюється
tarde	пізно
tarde	запізно
tarde	вечір
tarde	вечірня
tarde	вечірній
tienen	маю
tienen	маєш
tienen	have
ejército	військові
ejército	військовий
ejército	армії
ejército	армія
ejército	військо
ejército	армійський
porque	адже
porque	бо
estación	станція
estación	станції
estación	вокзал
observatorio	обсерваторія
aires	айрес
actualmente	зараз
actualmente	наразі
desarrollo	розвитку
desarrollo	розвиток
desarrollo	розробка
escuela	школах
escuela	шкіл
escuela	школа
escuela	училище
programa	програма
programa	програма
información	info
información	інформації
información	інформація
información	відомості
información	інформація
importante	важлива
importante	важливі
importante	важливий
importante	важливе
importante	важливо
último	останній
último	остання
último	останнє
último	останні
último	остання
canciones	пісень
canciones	пісні
canciones	songs
uso	користування
uso	використання
uso	uso
uso	використати
uso	використовувати
uso	користування
uso	використання
juegos	ігри
juegos	ігор
juegos	games
juegos	ігри
localidad	кредитування
base	основа
base	базова
base	база
base	основою
base	базовий
punto	punto
punto	крапка
punto	точка
punto	точку
punto	point
posición	розташування
posición	позиція
posición	положення
posición	позиції
alemania	німеччини
alemania	німеччині
alemania	німеччина
alemania	німеччину
alemania	капелани
ubicación	розміщення
ubicación	розташування
ubicación	розміщення
ubicación	місцезнаходження
ubicación	локація
ubicación	місце
ubicación	розташування
partidos	збігається
partidos	матчів
partidos	відповідає
partidos	сірники
grupos	групи
grupos	груп
grupos	спільноти
john	джон
john	іоанн
john	іван
miembros	вступу
miembros	членство
miembros	учасники
miembros	члени
pedro	педро
pedro	петро
pedro	пітер
capital	капітал
capital	столиця
primeros	рання
primeros	рано
primeros	раннє
primeros	ранній
primeros	перше
primeros	перша
primeros	перший
teatro	театрі
teatro	театр
teatro	театр
cualquier	якісь
datos	дані
datos	data
manera	спосіб
manera	шлях
laboratorio	лабораторія
laboratorio	lab
laboratorio	лабораторії
socorro	рельєф
socorro	полегшенням
libro	книжка
libro	книжечки
libro	книга
libro	книги
estudios	studios
estudios	студій
estudios	вивчає
estudios	дослідження
diferentes	different
diferentes	інше
diferentes	різні
diferentes	різних
diferentes	відмінні
barcelona	барселона
nivel	рівень
llamado	назвали
llamado	викликала
llamado	називається
llamado	викликали
mayoría	більшість
mayoría	більшістю
unión	union
unión	союз
unión	юніон
unión	уніон
edad	віці
edad	вік
edad	ера
edad	доба
artículos	статті
artículos	статтями
artículos	статей
artículos	елементів
artículos	пункти
artículos	елементи
juego	ігри
juego	гра
juego	гри
juego	гру
juego	азарт
arte	мистецтво
arte	арт
arte	мистецтво
arte	художня
arte	графіка
arte	малюнки
especies	виді
especies	вид
especies	види
europa	європу
europa	європа
europa	європі
europa	europa
europa	уєфа
estilo	стиль
cine	кінематограф
cine	cinema
cine	кіно
cine	фільм
cine	кіно
cine	знімали
cine	фільми
cine	кіно
cine	films
cine	фільми
cine	фільмів
cine	фільм
cine	плівка
proyecto	project
proyecto	проект
center	центр
selección	вибір
selección	вибране
costa	коста
costa	узбережжя
costa	берег
equipos	обладнання
equipos	інвентар
equipos	команди
origen	джерело
origen	походження
origen	джерело
origen	джерела
origen	джерел
código	код
museo	museum
museo	музей
puntos	крапок
puntos	крапки
puntos	точки
puntos	очки
puntos	пункти
puntos	очок
puntos	балів
puntos	шви
puntos	швів
perú	perú
perú	перу
militar	військові
militar	військовий
américa	америка
américa	америки
américa	америка
ubicado	розташовані
ubicado	знаходиться
ubicado	розташовано
ubicado	розташований
producción	вивести
producción	вивід
producción	виведення
producción	висловлювання
producción	виводу
producción	продакшн
producción	виробництво
producción	продукція
italia	italia
italia	італії
italia	італія
italia	італію
manuel	мануель
manuel	мені
manuel	еммануель
tener	маю
tener	маєш
tener	have
wikipedia	вікіпедія
plantas	рослини
plantas	заводи
plantas	завод
plantas	рослини
plantas	садити
plantas	рослина
comenzó	почалося
comenzó	почалось
comenzó	почали
comenzó	розпочато
comenzó	почався
comenzó	почато
comenzó	почалось
comenzó	почався
debe	мусить
debe	має
debe	повинен
siempre	завжди
metros	метрах
metros	метрів
metros	метри
metros	метр
metros	метрів
metros	метри
oro	золотий
oro	голден
oro	золоті
oro	золоте
oro	золота
oro	gold
oro	золоті
oro	золото
posteriormente	послідовно
posteriormente	згодом
posteriormente	пізніше
posteriormente	потому
casi	майже
construcción	будівля
construcción	будівництво
construcción	будуємо
construcción	будівельні
construcción	будівлі
construcción	будівництво
construcción	будівництва
local	локальні
local	місцеві
local	локальна
local	локальний
local	місцевий
francés	француза
francés	француз
francés	френч
francés	французька
francés	французькою
francés	французький
cultura	культура
cultura	культурний
cultura	культурні
santiago	джеймс
santiago	сантьяго
cerca	закрити
cerca	близький
cerca	близько
cerca	близькі
cerca	закриття
cerca	поблизу
cerca	поруч
cerca	поряд
cerca	близько
cerca	біля
cerca	поблизу
cerca	поруч
estudio	вивчення
estudio	навчання
estudio	студія
estudio	студії
estudio	studio
estudio	студію
estudio	майстерні
estudio	денне
principales	головний
principales	основне
principales	головна
principales	головні
principales	головне
usuario	користувача
usuario	користувач
com	com
finalmente	нарешті
anterior	передня
anterior	раніше
anterior	попереднє
anterior	попередні
anterior	попередній
anterior	попередня
cargo	вантаж
cargo	заряд
batalla	battle
batalla	битва
batalla	бій
derecho	правий
derecho	права
derecho	право
derecho	праворуч
derecho	закон
derecho	право
imagen	зображення
gracias	дякую
gracias	дякуємо
gracias	дяка
kitt	кітт
puerto	пуерто
puerto	пор
puerto	порт
puerto	гавань
torneo	турнір
mucho	багато
mucho	сильно
social	соціальне
social	соціальні
social	соціальна
social	соціальний
millones	мільйон
millones	мільйонами
millones	мільйони
comunidad	громада
comunidad	спільнота
comunidad	спільноти
fin	завершити
fin	кінець
fin	закінчити
fin	закінчиться
fin	закінчення
acuerdo	угода
acuerdo	угоду
acuerdo	домовленість
acuerdo	аранжування
acuerdo	розташування
lado	збоку
lado	сторона
lado	бічна
lado	бік
lado	сторони
colombia	колумбія
colombia	колумбії
colombia	колумбія
servicio	служби
servicio	service
servicio	служба
servicio	послуга
servicio	сервіс
rock	скеля
rock	рок
rock	кручі
rock	rock
político	політик
político	політичний
político	політичне
político	політична
político	політичні
películas	films
películas	фільми
películas	фільмів
películas	знімали
películas	фільми
películas	кіно
ver	подивитися
ver	див
ver	бачите
ver	бачу
ver	переглянути
ver	перегляд
ver	вигляд
ver	view
ver	вид
ver	переглянути
fuera	ззовні
fuera	надворі
fuera	поза
fuera	зовні
fuera	назовні
fuera	вийшов
fuera	out
pesar	шкода
pesar	шкодую
mediante	крізь
mediante	наскрізь
mediante	через
mediante	передивився
popular	популярні
popular	популярне
popular	популярна
popular	популярний
muchas	багато
muchas	багатьох
hoy	сьогодні
tal	таль
tal	такі
alto	альто
alto	високий
alto	висока
alto	значне
alto	високе
alto	високі
alto	відмінити
alto	зупинка
alto	високий
cuerpo	тіло
cuerpo	тіла
sino	китайсько
sino	але
siguientes	такі
siguientes	стежать
disco	альбому
disco	альбом
disco	диско
disco	диск
disco	диск
disco	диску
finales	фінал
finales	остаточний
finales	final
sociedad	суспільство
sociedad	товариства
sociedad	товариство
sociedad	партнерства
sociedad	партнерство
sociedad	сосьєдад
tema	темою
tema	тему
tema	тема
tema	теми
tema	тему
tema	тема
tema	теми
tema	темою
tema	тема
tema	предмет
dirección	напрям
dirección	напрямок
dirección	директорія
dirección	управління
dirección	менеджмент
dirección	керівництво
dirección	керування
dirección	адреса
dirección	звертайтеся
dirección	адресу
hombres	чоловіки
última	останній
última	остання
última	останнє
última	останні
última	остання
original	оригінал
original	оригінальна
original	оригінальне
original	початкове
original	оригінальний
estadio	арена
estadio	естадіо
estadio	стадіон
estadio	стедіум
ambos	обоє
ambos	обидва
ambos	обох
ambos	обидві
ambos	обом
miguel	майк
miguel	майка
miguel	мігель
miguel	михайло
miguel	майкл
miguel	michael
miguel	михаїл
ley	закон
ley	право
ley	діяти
ley	акт
oeste	захід
oeste	вест
oeste	західний
oeste	західні
oeste	західна
mujeres	жінок
mujeres	жінки
incluso	навіть
incluso	даже
cambio	зміна
cambio	change
cambio	змінити
cambio	обмін
style	стиль
jugador	гравця
jugador	програвач
jugador	гравець
jugador	геймер
instituto	інститут
público	аудиторію
público	аудиторія
público	аудиторії
público	глядачі
público	глядачі
público	аудиторії
público	публічний
público	громадське
público	паблік
público	відкритий
público	публічна
público	громадського
miembro	член
miembro	учасник
miembro	учасника
miembro	члена
miembro	кінцівки
pues	добре
pues	well
pues	ну
pues	імхо
superior	начальство
superior	вищу
superior	вищий
superior	вище
superior	вищі
superior	вища
media	медіа
media	носії
media	носій
media	мультимедіа
media	змі
media	середній
media	середнє
media	середня
media	середнього
california	каліфорнію
california	california
california	каліфорнія
parque	парк
tan	tan
tan	тан
tan	тань
llegó	прибуло
llegó	прибули
llegó	приїхав
llegó	приїхали
archivo	архівувати
archivo	архів
archivo	файл
archivo	архіви
radio	радіо
radio	рації
ahora	тепер
ahora	зараз
parís	paris
parís	париж
world	світовий
world	світ
world	світе
world	world
cruz	крус
cruz	хвости
cruz	хрест
cruz	хрестик
cruz	крос
cest	cest
cabo	капрал
cabo	мис
cabo	кабо
brasil	бразилії
brasil	бразилія
brasil	бразильська
brasil	brasil
unido	united
unido	юнайтед
red	мережа
red	network
red	мережі
red	мережеві
red	сітку
red	сітка
red	сітки
red	grid
red	ґратка
red	нетто
red	net
red	червона
red	ред
red	червоний
red	червоне
red	червоні
aquí	тут
canal	канал
canal	канал
canal	каналом
canal	channel
canal	каналу
movimiento	русі
movimiento	рух
movimiento	пересунути
movimiento	хід
movimiento	перемістити
movimiento	пересування
movimiento	рух
revista	журнал
revista	magazine
revista	часопис
revista	журнал
revista	journal
revista	щоденник
éxito	успішно
éxito	успішне
éxito	вдало
éxito	успішний
éxito	вдалась
éxito	успіх
relación	відношення
relación	стосунки
relación	взаємовідношення
elecciones	вибори
elecciones	вибори
plaza	площа
plaza	plaza
plaza	плаза
plaza	квадратний
plaza	площа
plaza	квадрат
grande	великі
grande	великих
grande	великі
grande	велике
grande	велика
grande	великий
grande	біг
grande	гранде
grande	гранд
distribución	розподіл
compañía	компанія
islas	острови
proceso	процес
proceso	обробити
proceso	процесу
alrededor	around
alrededor	довкола
alrededor	навколо
musical	музична
musical	музичний
musical	мюзикл
musical	музичні
primero	перше
primero	перша
primero	перший
territorio	територія
dice	каже
hombre	людина
hombre	чоловік
hombre	мужчина
hombre	man
león	лев
león	леон
león	лео
león	лев
algo	щось
algo	дещо
algo	чимось
voz	голос
voz	голосом
voz	голосу
década	десятиліття
madre	матір
madre	мати
madre	матері
iii	ііі
iii	iii
organización	організація
organización	установа
organización	установа
organización	організація
organización	організацію
organización	організації
monte	гора
monte	маунт
monte	монтувати
monte	монтування
monte	монте
aún	still
aún	ще
aún	надалі
aún	досі
aún	ще
decir	say
decir	скажуть
decir	кажу
decir	сказати
decir	кажеш
decir	скажи
decir	розказати
decir	розкажіть
decir	розкажу
decir	розкажи
goles	цілі
goles	голи
victoria	вікторія
sede	штаб
importantes	важлива
importantes	важливі
importantes	важливий
importantes	важливе
importantes	важливо
resultado	єдесталу
resultado	результат
china	china
china	китаї
china	китаю
china	китай
calle	calle
calle	стріт
calle	вулиця
papel	папір
van	van
van	ван
van	фургон
medios	медіа
medios	носії
medios	носій
medios	мультимедіа
medios	змі
medios	засоби
francesa	френч
francesa	французька
francesa	французькою
francesa	французький
dio	діо
dio	дали
dio	віддала
dio	дав
dio	віддали
dio	дала
empresa	компанія
empresa	бізнес
empresa	справа
empresa	ділова
empresa	business
empresa	діловий
empresa	підприємство
empresa	підприємства
empresa	enterprise
fernando	фернан
fernando	фердинанд
fernando	фернандо
don	дон
propio	власне
propio	власні
propio	власний
mapa	карта
mapa	мапа
mapa	карти
mapa	мапи
mapa	картах
civil	цивільно
civil	цивільний
civil	громадянська
civil	цивільних
civil	цивільних
civil	цивільний
venezuela	венесуели
educación	освітня
educación	навчальна
educación	освітні
educación	навчальних
educación	освіта
educación	освіти
educación	education
término	термін
llamada	дзвінок
llamada	зателефонувати
llamada	виклик
llamada	назвали
llamada	викликала
llamada	називається
llamada	викликали
ciudades	містами
ciudades	міста
ciudades	городи
ciudades	містах
ciudades	міст
alta	високий
alta	висока
alta	значне
alta	високе
alta	високі
alta	альта
igual	дорівнює
igual	рівне
igual	збігається
igual	однаковий
igual	однакові
igual	same
igual	самий
usa	сша
usa	usa
allí	туди
allí	там
londres	лондонський
londres	london
londres	лондон
tercera	третє
tercera	третій
tercera	третя
edificio	будівля
edificio	будівництво
edificio	будуємо
edificio	будівельні
edificio	будівлі
fallecimiento	death
fallecimiento	смерть
fallecimiento	смерті
fuerzas	сил
fuerzas	сили
fuerzas	військах
posible	можливе
posible	можливо
posible	можлива
antiguo	антикваріат
antiguo	давніх
antiguo	стародавні
antiguo	давні
antiguo	стародавній
antiguo	давній
antiguo	старі
antiguo	старе
antiguo	старим
antiguo	стара
antiguo	старий
antiguo	колишні
antiguo	колишній
natural	натуральний
natural	натуральна
natural	натуральні
natural	природний
natural	природні
álbumes	альбомів
álbumes	альбоми
paso	крок
paso	кроком
paso	пасо
paso	перевал
paso	передати
paso	проїхати
mujer	дружині
mujer	дружина
mujer	жінка
mujer	жіноча
mujer	жіночий
mujer	самка
mujer	жінка
mujer	жінок
mujer	жінки
fuerza	міцність
fuerza	інтенсивність
