dick	דיק
pierwotne	ראשוני
pierwotne	עיקרי
pierwotne	ראשי
pierwotne	העיקרי
działało	עבדה
działało	עבד
grobu	קבר
więzienie	כלא
więzienie	כלא
więzienie	סוהר
kupił	קנה
kupił	קנתה
kupił	קנית
kupił	נקנתה
kupił	נקנה
wycofany	נסוגה
wycofany	נסוג
wycofany	מסוגר
beck	בק
true	נכונות
true	אמת
true	נכון
indianapolis	אינדיאנפוליס
kadetów	צוערים
sprawdzone	נבדק
sprawdzone	בדק
sprawdzone	מאומת
sprawdzone	אומת
sprawdzone	נבדק
sprawdzone	נבדקה
sprawdzone	נבדק
rzymskie	רומן
rzymskie	רומי
hampshire	המפשייר
motywy	נושאים
motywy	רסיטלים
motywy	המניעים
motywy	מניעים
tras	נתיבים
tras	מסלולים
rakieta	רוקט
rakieta	טיל
rakieta	רקטה
rakieta	טיל
rakieta	הטיל
hart	הארט
khan	חאן
khan	קאן
podanie	יישום
podanie	אפליקציה
podanie	מסירה
luca	לוקה
akademickie	אקדמי
akademickie	אקדמית
dialogi	הדיאלוגים
dialogi	דיאלוג
aparatu	מצלמה
aparatu	המצלמה
aparatu	מצלמת
przyszedł	באו
przyszedł	הגיע
przywilej	הזכות
przywilej	זכות
przywilej	חיסיון
sri	סרי
lekki	אור
karaibów	הקאריביים
karaibów	הקריביים
konserwatorium	הקונסרבטוריון
basen	בריכה
basen	ביליארד
basen	סנוקר
basen	בריכת
roll	רול
roll	גלגול
roll	גליל
uchodźców	פליטה
uchodźców	פליטים
uchodźców	פליט
uchodźców	פליטים
uchodźców	הפליטים
owoc	פרי
owoc	פירות
empire	אמפייר
empire	אימפריה
empire	האימפריה
pióra	עטים
pióra	נוצות
ski	סקי
okręgów	מחוזות
regularne	רגילה
regularne	סדיר
regularne	רגיל
regularne	קבוע
break	לשבור
break	הפסקה
druku	מדפיס
druku	דפוס
druku	הדפסה
zasoby	משאב
zasoby	משאבים
zasoby	סטוק
zasoby	מניה
zasoby	מלאי
zasoby	מניות
ran	פצע
ran	פצעי
ran	פצעים
objętości	נפח
objętości	כרך
objętości	כרכים
czystości	הטוהר
czystości	טוהר
oskar	אוסקר
szczęścia	מזל
szczęścia	אושר
modlitwa	מתפללת
modlitwa	מתפלל
modlitwa	מתפללים
modlitwa	תפילה
modlitwa	תפילות
modlitwa	תפילה
marine	ימית
marine	נחת
rasa	גזע
rasa	מרוץ
rasa	גזע
rasa	מירוץ
rasa	הגזע
tymczasowy	זמנית
tymczasowy	זמני
tymczasowy	ביניים
satelita	לוויין
satelita	לווין
przykładów	דוגמאות
era	עידן
lang	לאנג
lang	לנג
królowie	המלכים
królowie	מלכים
pascal	פסקל
szóste	שישי
szóste	שישית
szóste	השישית
szóste	השישי
pomógł	עזר
gridcolor	gridcolor
teatrów	תיאטראות
teatrów	תיאטראות
dyskografia	דיסקוגרפיה
koń	סוס
pacjenta	המטופל
pacjenta	חולה
pacjenta	מטופלת
pacjenta	מטופל
potrzebna	צורך
potrzebna	זקוקה
potrzebna	צריך
potrzebna	צריכה
potrzebna	זקוק
potrzebna	דרושים
uderzenie	פגיעה
uderzenie	השפעה
uderzenie	הכה
uderzenie	פגע
uderzenie	מכה
uderzenie	להיט
popełnił	ביצע
popełnił	מחויבת
popełnił	מחויב
piaski	סנדס
piaski	חולות
piaski	החולות
annie	אנני
secret	סודית
secret	סוד
secret	סודיות
secret	סודי
zmniejsza	מפחית
zmniejsza	פוחת
polecenia	מצווה
polecenia	פקודות
polecenia	פיקוד
polecenia	פקודה
polecenia	מפקדה
fortu	מבצר
fortu	פורט
aleksandrii	אלכסנדריה
praktyka	התמחות
praktyka	ההתמחות
praktyka	אימון
praktyka	להתאמן
praktyka	תרגול
środowisk	רקע
środowisk	סביבות
ska	סקא
zaangażowany	מעורבת
zaangażowany	מעורב
zaangażowany	ביצע
zaangażowany	מחויבת
zaangażowany	מחויב
zakończony	חוסל
pomiarów	מדידות
pomiarów	מידות
renesansu	הרנסאנס
renesansu	הרנסנס
częste	שכיח
częste	נפוץ
częste	משותף
częste	נפוצה
częste	תכופים
jelita	מעיים
jelita	מעי
jelita	המעי
jelita	מעי
jelita	מעיים
jelita	המעיים
zdrowie	בריאות
cbs	cbs
rolnicze	חקלאי
partnerem	פרטנר
partnerem	שותפה
partnerem	שותף
przedstawiono	הוצג
square	סקוור
square	כיכר
square	ריבוע
square	מרובע
odrębne	מובהק
odrębne	נפרד
odrębne	בנפרד
odrębne	נפרדים
obydwa	שתיהן
obydwa	שניהם
czaszki	גולגולות
czaszki	גולגולת
czaszki	סקאל
fischer	פישר
białek	חלבונים
publiczny	ציבורית
publiczny	ציבורי
publiczny	ציבור
publiczny	הציבור
mail	דואר
nieznacznie	במעט
nieznacznie	מעט
nieznacznie	במקצת
tronie	כס
kogo	מי
heaven	עדן
rozkładu	פירוק
rozkładu	ריקבון
piła	שותה
piła	שותים
piła	שתייה
piła	שתיה
piła	שתתה
piła	מסור
piła	ראיתי
piła	המסור
piła	ראה
śniegu	שלג
damian	דמיאן
istoty	ישויות
istoty	יצורים
istoty	ביצורים
ołtarzu	מזבח
policjant	שוטר
policjant	שוטרת
policjant	שוטר
toledo	טולדו
cannes	קאן
informacyjny	אינפורמטיבי
geschichte	geschichte
gospodarstwo	חוות
gospodarstwo	חווה
gospodarstwo	מחזיקים
gospodarstwo	מחזיקה
gospodarstwo	מחזיק
czwartego	רביעי
czwartego	רביעית
czwartego	fourth
czwartego	הרביעית
czwartego	הרביעי
wiosce	כפר
wiosce	הכפר
ograniczona	מוגבלות
ograniczona	מוגבלת
ograniczona	מוגבל
ograniczona	מוגבלות
ograniczona	מוגבלת
ograniczona	מוגבל
kontynuować	המשך
kontynuować	המשך
potwierdzenie	אישור
management	ניהול
management	הנהלה
split	לפצל
split	פיצול
kenneth	קנת
przeżył	שרד
przeżył	שרדה
przeżył	שרדו
sosna	פיין
sosna	אורן
paragwaju	פרגוואי
bunt	מרד
bunt	מרד
bunt	מרד
pete	פיט
suche	יבשים
suche	יבש
suche	יבשה
ward	וורד
owłosione	שעיר
owłosione	שעירה
promieniowanie	הקרנות
promieniowanie	קרינה
eduardo	אדוארדו
sweet	מתוקים
sweet	מתוקה
sweet	מתוקות
sweet	מתוק
skierowane	ביים
kolorów	צבעים
kolorów	הצבעים
fernández	פרננדס
rycerz	אביר
zapewnienia	להבטיח
zapewnienia	ודא
watson	ווטסון
wprowadzona	הציג
wprowadzona	הציגה
zwrot	החזר
zwrot	זיכוי
zwrot	החזר
funkcjonowanie	מבצע
funkcjonowanie	המבצע
funkcjonowanie	מתפקדת
funkcjonowanie	מתפקד
białoruś	בלארוס
socjalistyczna	הסוציאליסטית
socjalistyczna	סוציאליזם
czołg	טנק
czołg	מיכל
egzemplarze	עותקים
egzemplarze	העתקים
zboczach	המדרונות
widział	מסור
widział	ראיתי
widział	המסור
widział	ראה
patrol	סיירת
patrol	פטרול
patrol	סיור
litera	אות
litera	מכתב
oznaczony	מתויגים
oznaczony	מתויג
oznaczony	מסומנים
oznaczony	מסומן
oznaczony	מסומנת
oznaczony	סומן
control	בקרה
control	שליטה
control	פיקוח
chóru	מקהלה
chóru	מקהלה
starcia	עימותים
stacjonował	הוצב
stacjonował	מוצב
maroka	מרוקאי
athletic	אתלטי
athletic	אתלטית
aresztowania	מעצרים
okien	windows
okien	חלון
okien	חלונות
karen	קרן
karen	קארן
odpowiedni	ראוי
odpowiedni	מתאים
odpowiedni	הולם
odpowiedni	מתאימה
odpowiedni	הולמת
odpowiedni	מתאים
odpowiedni	מתאימה
śledztwo	חקירה
wrc	wrc
względnie	יחסית
praktyczny	מעשית
praktyczny	מעשי
ograniczony	מוגבלות
ograniczony	מוגבלת
ograniczony	מוגבל
ograniczony	מוגבלות
ograniczony	מוגבלת
ograniczony	מוגבל
arabskie	ערבים
arabskie	ערבי
arabskie	ערבית
lewo	שמאלה
lewo	שמאל
lewo	משמאל
dno	תחתון
dno	תחתית
kopenhadze	קופנהגן
wyścigi	גזעים
wyścigi	מירוצים
wyścigi	מרוץ
wyścigi	מירוץ
wyścigi	מירוצים
gracze	שחקנים
gracze	גיימרים
holland	הולנד
halle	האלי
dotarły	הגיעה
dotarły	הגיעו
dotarły	הגיע
sumy	הסכום
sumy	סכום
sumy	סכומים
sumy	מסכם
bractwa	אחווה
bractwa	אחווה
tajemnica	תעלומה
tajemnica	מסתורין
tajemnica	סודית
tajemnica	סוד
tajemnica	סודיות
tajemnica	סודי
targ	השוק
targ	שוק
targ	השוק
targ	שוק
targ	מרקט
połączony	מקושר
połączony	מחוברים
połączony	מחובר
połączony	מחוברת
kraina	אדמה
kraina	ארץ
kraina	קרקע
szeregi	שורות
szeregi	סדרה
szeregi	סידרה
szeregi	סדרת
potrzebny	צורך
potrzebny	זקוקה
potrzebny	צריך
potrzebny	צריכה
potrzebny	זקוק
potrzebny	דרושים
mig	מיג
oryginalna	מקוריות
oryginalna	מקוריים
oryginalna	מקורית
oryginalna	מקורי
oryginalna	המקורי
kanały	ערוצים
kanały	ערוצי
kanały	הערוצים
kanały	תעלות
kanały	ערוץ
boczny	לרוחב
pokryta	מכוסה
pokryta	מכוסים
pokryta	מקורה
pokryta	כיסה
turner	טרנר
ambasady	שגרירויות
ambasady	השגרירות
ambasady	שגרירות
spartak	ספרטק
partner	פרטנר
partner	שותפה
partner	שותף
transmisji	שדר
transmisji	שידור
transmisji	תשדורת
transmisji	שידור
transmisji	השידור
teodora	תיאודורה
właściciele	בעלים
albrecht	אלברכט
kolonie	מושבות
kolonie	המושבות
heinz	היינץ
wygrana	מנצח
wygrana	לנצח
wygrana	מנצחת
wygrana	מנצח
wygrana	זכייה
rachel	רחל
flotylli	שייטת
wenecja	ונציה
idee	רעיונות
sierżant	קשישא
sierżant	סמל
wynalazca	ממציא
wynalazca	הממציא
skarb	יקרות
skarb	פרשס
skarb	יקרים
skarb	יקר
skarb	אוצר
ogrody	גנים
ogrody	גני
prokurator	תובעת
prokurator	התובע
prokurator	תובע
piąta	החמישי
piąta	חמישית
piąta	חמישי
potwierdza	מאשרת
potwierdza	מאמת
pamiętnik	יומן
pamiętnik	יומני
pamiętnik	יומן
stawu	אגם
stawu	בריכה
stawu	פונד
prawdopodobne	סביר
prawdopodobne	סבירות
prawdopodobne	סביר
prawdopodobne	סבירות
prawdopodobne	סבירה
procedury	הליכים
procedury	נהלים
procedury	נוהל
procedury	הליך
disco	דיסקו
barona	הברון
barona	ברון
sumę	הסכום
sumę	סכום
uczestniczyło	השתתפו
uczestniczyło	השתתפה
uczestniczyło	השתתפתי
uczestniczyło	השתתף
prawny	חוקי
prawny	משפטי
prawny	חוקית
prawny	חוקיים
prawny	חוקיות
cząsteczki	חלקיקים
cząsteczki	חלקיק
cząsteczki	חלקיקים
cząsteczki	מולקולות
cząsteczki	מולקולה
cząsteczki	חלקיק
fair	הוגן
fair	הוגנת
fair	יריד
wstawić	הכנס
wstawić	הוספת
wstawić	להכניס
czysto	ברור
czysto	נקה
czysto	נקי
urzędy	משרדים
objęcia	לאמץ
plemiona	שבטים
plemiona	השבטים
linda	לינדה
musical	מחזמר
musical	מוזיקלי
musical	מוסיקלי
zawodowo	מקצועית
mistrzowie	מאסטרס
mistrzowie	אדונים
mistrzowie	אלופים
drewno	עץ
drewno	ווד
salvador	סלבדור
islam	האסלאם
islam	האיסלאם
islam	אסלאם
bloków	חסימות
bloków	רחובות
bloków	בלוקים
wagner	וגנר
wagner	ווגנר
prasa	עיתונות
łańcuch	שרוך
łańcuch	מיתר
łańcuch	מחרוזת
łańcuch	שרשרת
grubość	עובי
stevens	סטיבנס
kapitał	הון
monica	מוניקה
galaktyki	גלקסיות
galaktyki	גלקסיה
galaktyki	גלקסי
galaktyki	הגלקסיה
galaktyki	גלקסיה
aktualny	זרם
aktualny	הנוכחית
aktualny	נוכחית
aktualny	נוכחי
kontrola	בקרה
kontrola	שליטה
kontrola	פיקוח
mieszane	מעורב
mieszane	מעורבים
mieszane	מעורבב
mieszane	מהול
dodaje	מוסיף
dodaje	מוסיפה
typowo	אופיינית
typowo	טיפוסית
typowo	טיפוסי
typowo	אופייני
warunek	תנאי
warunek	מצב
zawieszenia	השעיה
naftowej	גס
naftowej	גולמי
koleje	רכבות
koleje	מסילות
stowarzyszeń	אגודות
regina	רגינה
sokół	פאלקון
sokół	פלקון
sokół	בז
działka	העלילה
działka	מזימה
działka	עלילה
rozwiązany	פתור
rozwiązany	נפתר
rozwiązany	נפתרה
rozwiązany	פורק
rozwiązany	פתרתי
rozwiązany	פתור
rozwiązany	פתר
rozwiązany	נפתר
rozwiązany	נפתרה
znaczny	ניכר
znaczny	משמעותי
znaczny	משמעותיים
znaczny	משמעותיות
znaczny	משמעותית
floryda	פלורידה
księżnej	דוכסית
księżnej	הדוכסית
obniżenie	מורידים
geograficzny	גיאוגרפי
geograficzny	גיאוגרפי
autobus	אוטובוס
autobus	האוטובוס
wirnika	הרוטור
właścicielami	בעלים
wewnętrzny	פנימית
wewnętrzny	פנימיות
wewnętrzny	פנימי
sex	מין
sex	סקס
samców	זכרים
samców	גברים
zbrodnie	פשעים
zbrodnie	פשע
filharmonii	הפילהרמונית
bycie	היותך
bycie	להיות
dar	דאר
dar	מתנה
row	שורה
wewnętrzna	פנימית
wewnętrzna	פנימיות
wewnętrzna	פנימי
podróże	מסע
podróże	נסיעה
podróże	נסיעות
podróże	מטייל
podróże	נסיעה
podróże	נסיעות
pokrywy	כיסויי
pokrywy	מכסה
lewandowski	לבנדובסקי
przekazano	העביר
umieszczenie	מיקום
umieszczenie	הצבת
grabowski	גרבובסקי
kapłan	הכהן
kapłan	כומר
aktów	מעשים
twierdzenia	תביעות
twierdzenia	טענות
twierdzenia	טוען
pokrewne	קשורות
pokrewne	קשור
pokrewne	קשורה
pokrewne	קשורים
artystyczna	אומנותי
artystyczna	אמנותי
artystyczna	אמנותית
orlando	אורלנדו
opinia	דעת
opinia	דיעה
opinia	דעה
opinia	הדעה
opinia	משוב
alessandro	אלסנדרו
pogoń	מרדף
pogoń	מרדף
bycia	היותך
bycia	להיות
postawy	גישה
postawy	יחס
postawy	גישות
postawy	יציבה
postawy	תנוחה
kasy	כסף
kasy	קאש
kasy	מזומן
kasy	מזומנים
kasy	במזומן
klaus	קלאוס
studenci	סטודנטים
studenci	תלמידות
studenci	תלמידים
studenci	סטודנט
studenci	תלמידה
studenci	תלמיד
studenci	סטודנטית
zęby	שיניים
duszy	הנשמה
duszy	נפש
duszy	נשמה
przeznaczeniem	גורל
przeznaczeniem	דסטיני
przeznaczeniem	ייעוד
przeznaczeniem	הגורל
finały	גמר
obywatel	האזרח
obywatel	אזרחית
obywatel	אזרח
irlandia	אירלנד
osobno	בנפרד
osobno	לחוד
zeszyt	מחברת
ferdinand	פרדיננד
act	מערכה
act	לפעול
act	להתנהג
skała	רוק
skała	סלע
leonarda	לאונרד
łaski	רחמים
łaski	מרסי
łaski	חסד
łaski	גרייס
łaski	חסד
wykorzystane	מנוצל
wykorzystane	משומש
wykorzystane	בשימוש
wykorzystane	מנוצל
wykorzystane	ניצל
nieliczne	דליל
nieliczne	דלילה
nina	נינה
zachowań	התנהגויות
montana	מונטנה
hansen	הנסן
parametr	פרמטר
narciarstwo	בסקי
narciarstwo	סקי
eyes	עיניים
eyes	העיניים
terytoriów	שטחים
terytoriów	השטחים
ochotników	מתנדבים
ochotników	מתנדבת
ochotników	מתנדב
pojęć	מושגים
circle	עיגול
circle	המעגל
circle	מעגל
circle	חוג
otoczone	מוקף
otoczone	מוקפים
otoczone	מוקפת
absolwentów	בוגרים
absolwentów	בוגרים
absolwentów	בוגרי
równania	משוואות
auf	אאוף
uruchomienie	השקה
uruchomienie	שיגור
uruchomienie	משגר
imdb	imdb
diana	דיאנה
senat	הסנאט
zaproszenie	הזמנה
zaproszenie	להזמנה
zaproszenie	ההזמנה
zaproszenie	הזמנה
zaproszenie	להזמנה
zamiar	כוונה
zamiar	כוונה
zamiar	כוונת
podwozie	התושבת
iranie	איראן
iranie	אירן
lane	ליין
minas	מינאס
reggae	רגאיי
blog	בלוג
zębów	שיניים
dziesiątki	עשרות
dziesiątki	עשיריות
dziesiątki	עשרות
orbicie	מסלול
aten	אתונה
lars	לארס
ter	טר
fikcyjna	בדיונית
fikcyjna	בדיוני
fikcyjna	בדוי
full	מלא
full	מלאים
full	מלאה
odra	חצבת
afryka	אפריקה
afryka	אפריקאית
afryka	אפריקאי
afryka	אפריקני
opublikowano	פורסם
opublikowano	פורסמה
opublikowano	פרסמה
opublikowano	פרסמו
opublikowano	פרסם
opublikowano	פורסם
opublikowano	פרסם
monet	מטבעות
monet	מונה
lufy	חבית
lufy	חביות
lufy	חבית
kosmiczny	קוסמי
kosmiczny	קוסמית
money	כסף
korzyść	תועלת
korzyść	יתרון
krotnie	קפל
krotnie	לקפל
calgary	קלגרי
bakterii	חיידקים
bakterii	חיידקי
bakterii	חיידקים
bakterii	חיידק
gospodarcza	כלכלי
gospodarcza	כלכלית
przełom	פריצת
texas	טקסס
heavy	כבד
heavy	כבדה
heavy	כבדות
słowian	הסלאבים
rysunki	ציורים
historycy	היסטוריונים
portland	פורטלנד
terytoria	שטחים
terytoria	השטחים
terytoria	טריטוריה
algorytm	אלגוריתם
koronę	הכתר
koronę	כתר
koronę	קראון
wróć	החזר
kamienie	אבנים
kamienie	סטון
kamienie	אבן
kamienie	אבנים
kamienie	סלעים
konkretnie	במפורש
konkretnie	ספציפית
konkretnie	ובפרט
umiera	ימות
umiera	גוסס
umiera	למות
przemysłowe	תעשייתית
przemysłowe	תעשייתי
tunel	מנהרה
zbiorniki	המאגרים
zbiorniki	מיכלי
zbiorniki	טנקים
niewielu	מעטות
niewielu	מעטים
sprzedano	נמכרה
sprzedano	מכר
sprzedano	נמכרו
sprzedano	נמכר
chen	חן
konkursy	תחרויות
konkursy	תחרויות
tygodniach	שבועות
tygodniach	וויקס
zen	זן
ewakuacji	פינוי
wymiar	מימד
wymiar	ממד
bonus	בונוס
sncf	sncf
web	אינטרנט
connecticut	קונטיקט
rolnictwo	חקלאי
rolnictwo	חקלאות
rolnictwo	חקלאות
simone	סימון
juniors	וניורס
poezja	שירה
litwa	ליטא
pokład	סיפון
pokład	הסיפון
sprzeciw	התנגדות
sprzeciw	האופוזיציה
sprzeciw	התנגדות
atlanta	אטלנטה
sól	מלח
traktować	לטפל
traktować	פינוק
kolonię	מושבת
kolonię	המושבה
kolonię	מושבה
opady	משקעים
opady	משקע
słowacja	סלובקיה
odchodzi	עוזב
odchodzi	עוזבת
odchodzi	עוזבים
odchodzi	עזיבה
usuwanie	הסרת
usuwanie	מסיר
usuwanie	הסרה
usuwanie	מחיקת
usuwanie	מוחקת
usuwanie	מוחק
usuwanie	מחיקה
usuwanie	סילוק
usuwanie	מחיקה
usuwanie	הסרת
usuwanie	הסרה
klein	קליין
poczucie	חוש
poczucie	הגיון
odwrót	לסגת
odwrót	נסיגה
rany	פצע
rany	פצעי
rany	פצעים
substancje	חומר
publikowane	פורסם
publikowane	פרסם
pływak	שחיין
ogromny	ענקית
ogromny	ענק
ogromny	מאסיב
ogromny	מסיבית
ogromny	מסיבי
ogromny	עצומה
ogromny	עצום
nagrodzony	מתוגמל
schemat	תרשים
schemat	סכמטי
fotografia	תמונה
fotografia	צילום
fotografia	תצלום
teoretycznie	תאורטית
teoretycznie	תיאורטית
gmt	gmt
krajobraz	לרוחב
krajobraz	נוף
ted	טד
tramwaj	החשמלית
zdecydowała	החלטת
zdecydowała	החליטה
zdecydowała	החליטו
zdecydowała	החלטתי
zdecydowała	הוחלט
zdecydowała	החליט
przekonać	לשכנע
przekonać	שכנע
przekonać	לשכנע
przekonać	שכנע
belgradzie	בלגרד
tkanki	רקמה
tkanki	רקמות
tkanki	ממחטות
podstawowego	בסיסי
podstawowego	בסיסיים
podstawowego	בסיסית
podstawowego	בסיסיות
skuteczność	ביצועי
skuteczność	הצגה
skuteczność	ביצועים
skuteczność	הופעה
skuteczność	ביצוע
skuteczność	הביצועים
skuteczność	יעילות
skuteczność	יעילות
przypadkowo	בטעות
tryby	מצבים
erich	אריך
dama	גברת
dama	ליידי
władcą	שליט
władcą	סרגל
ślad	שובל
ślad	טרייס
przyjęte	התקבלה
przyjęte	התקבל
przyjęte	קיבל
przyjęte	שהתקבלו
przyjęte	מקובלת
przyjęte	מקובל
przyjęte	מאומץ
przyjęte	אימוץ
przyjęte	מאומצת
bloki	חסימות
bloki	רחובות
bloki	בלוקים
niska	שפל
niska	נמוך
niska	נמוכה
twierdzą	בקשי
twierdzą	בקש
twierdzą	טוענים
testament	עדות
berg	ברג
anhalt	אנהלט
podobieństwo	דמיון
mitsubishi	מיצובישי
zatrudnienie	תעסוקה
zatrudnienie	לשכור
horror	זוועה
horror	אימה
technologia	טכנולוגיה
technologia	הטכנולוגיה
oklahoma	אוקלהומה
konkretne	ספציפית
konkretne	ספציפי
konkretne	ספציפיות
konkretne	ספציפיים
konkretne	בטון
konflikty	עימותים
konflikty	סכסוכים
konflikty	הסכסוך
konflikty	עימות
konflikty	סכסוך
wezwanie	זימון
sophie	סופי
kings	המלכים
kings	מלכים
dokładne	מדוייק
dokładne	מדויק
dokładne	מדויקת
dokładne	מדוייק
dokładne	מדויק
dokładne	מדויקים
dokładne	מדויקת
dokładne	מדויק
podziemia	מחתרת
zapobiec	למנוע
zapobiec	תמנע
zapobiec	מנע
skrzyżowanie	הצומת
skrzyżowanie	צומת
skrzyżowanie	צומת
poprawę	משתפרת
poprawę	משתפר
poprawę	שיפור
architektów	אדריכלים
architektów	אדריכל
muza	מוזה
czytać	קראי
czytać	לקרוא
czytać	קרא
czytać	קריאה
organizatorów	מארגנים
dopuszczalna	מקובלים
dopuszczalna	מקובל
dopuszczalna	מתקבל
dopuszczalna	מקובלת
dopuszczalna	קבילה
dopuszczalna	קביל
spada	פולס
spada	נופל
dramatyczny	דרמטית
dramatyczny	דרמטי
siódmego	שביעי
siódmego	השביעית
zapasy	אספקה
zapasy	מניות
zapasy	היאבקות
zapasy	סטוק
zapasy	מניה
zapasy	מלאי
zapasy	מניות
żyły	ורידי
żyły	ורידים
żyły	וריד
donieck	דונצק
cesarzem	קיסר
cesarzem	הקיסר
organiczny	אורגני
organiczny	אורגניות
organiczny	אורגניים
organiczny	אורגנית
chrześcijaństwo	הנצרות
chrześcijaństwo	נצרות
make	הפוך
instrukcji	הנחיות
instrukcji	הוראות
hope	מקווה
hope	הופ
hope	תקוה
hope	התקווה
hope	תקווה
zgoda	ההסכמה
zgoda	הסכמה
zgoda	מסכימה
zgoda	מוסכם
zgoda	הסכים
zgoda	מסכים
face	פניה
face	פרצוף
face	פנים
face	פייס
opada	פולס
opada	נופל
genewie	נבה
ojców	אבות
ojców	אבות
zapewnienie	להבטיח
zapewnienie	ודא
zapewnienie	הבטחה
chronologicznie	כרונולוגי
barwa	צבע
barwa	הצבע
barwa	צבע
wspomnień	זיכרונות
wspomnień	זכרונות
wspomnień	הזיכרונות
inżynieria	הנדסה
inżynieria	מהנדסים
inżynieria	הנדסה
turbo	טורבו
radnego	אלדרמן
sale	במסדרונות
sale	אולמות
sale	המכירה
sale	מכירה
literaturę	ספרות
artyleria	ארטילריה
siatkówki	רשתית
siatkówki	הרשתית
siatkówki	רשתית
siatkówki	כדורעף
roślinności	צמחייה
design	עיצוב
sklepy	חנויות
sklepy	חנויות
markiz	מרקיז
concacaf	concacaf
maks	מקסימום
maks	מקס
majewski	מייבסקי
buffalo	באפלו
buffalo	תאו
buffalo	בופאלו
prawdopodobieństwo	סבירות
prawdopodobieństwo	הסתברות
prawdopodobieństwo	ההסתברות
zwłoki	גופות
zwłoki	גוויות
zwłoki	גווייה
zwłoki	גוויה
zwłoki	גופה
zwłoki	גווייה
zwłoki	גוויה
pokoleń	דורות
wieczny	הנצחית
wieczny	נצח
wieczny	נצחיים
wieczny	נצחית
wieczny	נצחי
wieczny	הנצחי
odkryć	תגליות
odkryć	גלו
odkryć	גלה
odkryć	לגלות
odkryć	גלי
stężenie	ריכוזים
stężenie	ריכוז
zrobione	תפוסה
zrobione	צולם
zrobione	נלקח
zrobione	נלקחו
zrobione	נלקחה
zrobione	עשה
zrobione	הכין
zrobione	בוצע
zrobione	סיים
zrobione	סיימתי
zrobione	סגור
przyjmując	בהנחה
rozbił	מרוסק
rozbił	ריסק
rozbił	התרסקה
rozbił	התרסק
rozbił	הרוס
rozbił	הרוסה
inżynierów	מהנדסים
inżynierów	הנדסה
bonaparte	בונפרטה
odwołany	מבוטלת
