категория	categoría
идва	vén
идва	vou
просто	de
просто	só
столицата	capital
столицата	capitais
столицата	capitol
столицата	o
официално	oficial
официално	formal
системи	sistemas
системи	dos
страници	páxinas
влияние	impacto
влияние	un
влияние	na
влияние	prazo
влияние	efecto
влияние	mellora
влияние	influencia
влияние	influír
съд	suprema
съд	tribunal
съд	xulgado
съд	corte
купа	pratos
купа	bowl
купа	cunca
купа	cunca
купа	café
мрежа	rede
мрежа	rede
мрежа	de
проект	proxecto
производство	produción
производство	de
производство	producción
създаване	crear
създаване	creamos
създаване	unha
създаване	crean
създаване	creación
изцяло	totalmente
цвят	cor
цвят	cores
цвят	de
цвят	cor
цвят	ser
владимир	vladimir
промени	cambios
промени	cambia
промени	os
промени	muda
промени	cambiar
промени	mudar
промени	cambio
гола	espido
поле	campo
поле	campos
поле	terreo
поле	foxa
области	zonas
области	áreas
позиция	posición
професор	mestre
професор	profesor
селища	aldeas
селища	pobos
лятото	verán
лятото	no
продължение	extensión
продължение	estensión
продължение	continuou
джеймс	james
описание	descrición
родена	nacín
родена	naceu
родена	nacer
родена	naciches
родена	nacen
възможност	posibilidade
възможност	oportunidade
възможност	de
възможност	oportunidades
възможност	a
разположени	atópanse
калифорния	california
зона	zona
зона	área
зона	zona
винаги	sempre
издание	edición
трети	terceira
трети	terceiro
трети	terzo
планината	montaña
планината	montañosa
сгради	edificios
условия	termos
условия	funcionamento
условия	a
условия	condicións
условия	patoloxías
условия	as
статут	posición
статут	statu
статут	status
цели	obxectivos
цели	obxectivos
цели	brancos
политици	política
политици	a
политици	políticas
политици	políticos
техните	seus
техните	as
техните	súas
техните	os
техните	seu
техните	súa
парк	parque
парк	park
тялото	corpo
тялото	corporal
пространство	espazo
пространство	espacio
пространство	no
актьори	actores
организации	organizacións
песен	canción
песен	cantiga
песен	cantar
песен	canto
военна	militares
военна	militar
военна	exército
швеция	suecia
йоан	john
клас	clase
клас	da
златен	de
златен	ouro
златен	ouro
златен	de
сестра	irmá
сестра	a
сестра	enfermeira
второ	segundo
второ	segunda
земя	terra
земя	mundo
земя	da
земя	earth
земя	terra
земя	país
земя	terras
земя	terreo
земя	chan
земя	terra
земи	terra
земи	país
земи	terras
проблеми	problema
проблеми	problemas
проблеми	problemas
проблеми	os
проблеми	problema
проблеми	problemas
проблеми	cuestións
проблеми	temas
проблеми	asuntos
европейски	europea
европейски	europeas
случаи	casos
случаи	caixas
пост	posto
пост	poste
пост	correos
пост	correo
пост	de
пътя	estrada
пътя	camiño
процес	proceso
процес	ensaio
процес	xuízo
процес	proceso
участието	participación
гай	tipo
гай	home
ново	novo
ново	novas
ново	nova
ново	novos
списание	revistas
списание	revista
списание	time
неговия	o
неговия	seu
неговия	súa
неговия	seus
неговия	a
елементи	obxectos
елементи	os
елементи	puntos
елементи	artigos
елементи	das
елементи	elementos
битка	batalla
битка	de
битка	combate
битка	combates
битка	postos
битка	loitar
битка	contra
битка	loita
съдия	xuíz
съдия	xulgar
показва	programas
показва	demostra
връзки	conexións
връзки	relación
връзки	relacións
връзки	enlaces
връзки	ligazóns
произведения	funciona
произведения	traballa
ниво	nivel
армията	exército
армията	do
разположена	atópanse
месец	mes
месец	ao
испански	español
испански	española
украйна	ucrania
убит	a
убит	mataron
убит	matou
убит	asasinado
убит	mortos
създаден	creamos
създаден	creou
създаден	creado
създаден	creei
създаден	creados
създадена	creamos
създадена	creou
създадена	creado
създадена	creei
създадена	creados
столица	capital
столица	capitais
столица	capitol
столица	o
черно	negra
черно	negro
черно	negros
децата	nenos
децата	os
децата	cativos
децата	fillos
децата	nenas
царство	reino
царство	ceos
поет	poeta
поет	poetas
поет	o
успех	éxito
брак	casamento
брак	matrimonio
секретар	de
секретар	secretaria
секретар	secretario
секретар	estado
компания	empresa
компания	compañía
съпругата	muller
съпругата	esposa
съпругата	dona
представители	representantes
участват	participar
решава	deciden
решава	decide
годишна	anual
вместо	en
вместо	vez
вместо	lugar
вместо	no
вместо	canto
вместо	diso
възможно	posible
възможно	sexa
възможно	posíbel
висока	instituto
висока	altos
висока	alto
висока	alta
висока	alto
висока	alta
източник	fonte
източник	orixe
източник	de
модел	modelo
културни	cultural
статистика	estatísticas
анна	anna
момент	momento
момент	agora
момент	intre
температура	febre
температура	temperatura
температура	a
предлага	ofréceme
глава	capítulo
глава	cabeza
глава	a
водата	auga
дело	caso
дело	se
отношения	relación
отношения	relacións
отношения	relacións
отношения	relación
позволява	permite
медал	medalla
въпрос	pregunta
въпрос	cuestión
пол	paul
дружество	empresa
дружество	compañía
съществуват	existen
съществуват	existir
съществуват	existe
сезона	tempada
сезона	de
сградата	construír
сградата	edificio
сградата	construción
значително	significativas
значително	significativa
значително	significativo
значително	máis
значително	importante
определя	define
основан	fundou
кораб	barco
кораб	barco
кораб	bote
кораб	chalana
икономика	economía
икономика	a
икономика	da
офицер	de
офицер	oficial
офицер	policía
офицер	axente
цялото	toda
цялото	todo
цялото	enteiro
цялото	a
теория	teoría
общество	sociedade
дълго	longo
дълго	longa
дълго	moito
дълго	tempo
райони	rexións
райони	zonas
райони	áreas
папа	papa
основа	fundación
основа	alicerce
основа	alicerces
основа	base
основа	foundation
основа	cimentos
основа	transformado
основа	base
основа	a
основа	base
дума	palabra
полет	paulette
полет	voo
двама	dous
двама	dúas
реки	ríos
среда	entorno
среда	ambiente
среда	medio
избори	elección
избори	eleccións
избори	electoral
избори	eleccións
ясно	claro
ясно	clara
ясно	claras
ясно	claramente
ясно	claro
ясно	con
ясно	claridade
актриси	actriz
минути	minutos
минути	minutos
губи	perdendo
губи	a
губи	perder
губи	perdeu
губи	perde
губи	perder
губи	perdemos
достатъчно	abonda
достатъчно	suficiente
достатъчно	dabondo
достатъчно	para
достатъчно	abondo
формата	forma
формата	dunha
формата	figura
включват	moitos
включват	de
включват	inclúe
уилям	william
говори	falar
говори	charla
говори	con
говори	falo
говори	falar
говори	falamos
говори	fala
говори	fale
говори	con
думи	palabras
думи	as
думи	verbas
школа	instituto
школа	escola
школа	colexio
шест	seis
шест	6
хиляди	miles
хиляди	milleiros
заместник	axudante
гвинея	guinea
такъв	tan
такъв	como
такъв	tal
храм	templo
горна	esquina
горна	superior
отказва	rexeita
построена	construida
построена	construíu
построена	construín
построена	construímos
построена	de
контрол	control
контрол	controlar
контрол	controla
жан	jean
интернет	internet
американска	estadounidense
американска	americanos
американска	americana
американска	americano
границата	fronteira
океан	océano
океан	océanos
зрители	espectadores
зрители	audiencia
победи	golpearon
победи	gañar
статистиката	estatísticas
роли	e
космически	cósmico
сграда	construír
сграда	edificio
сграда	construción
виж	ver
виж	vexo
виж	mira
съдържание	contido
съдържание	dóeme
китара	guitarra
мъже	homes
мъже	os
епископ	bispo
северно	ao
северно	norte
северно	do
музиката	música
острова	island
острова	illa
иска	quere
черна	negra
черна	negro
черна	negros
високо	instituto
високо	altos
високо	alto
високо	alta
използвани	adoitaba
използвани	antes
системата	sistema
системата	de
революция	revolución
революция	a
пример	exemplo
пример	por
луи	luis
луи	louis
луи	louie
полски	polaca
всъщност	en
всъщност	realidade
всъщност	a
всъщност	de
всъщност	feito
всъщност	realmente
радио	radio
национална	nacional
национална	nacionais
национална	national
политическа	políticas
политическа	políticos
политическа	político
политическа	política
маса	mesa
маса	foxas
маса	masa
маса	masiva
маса	masas
маса	de
маса	misa
единствено	único
единствено	só
единствено	única
обекти	obxectos
обекти	os
обекти	temas
обекти	suxeitos
робърт	robert
борба	loita
борба	esfórzome
борба	por
борба	loita
борба	contra
борба	loitar
борба	loitamos
борба	combate
борба	pelexar
борба	combater
борба	loitar
борба	contra
борба	loita
направи	facer
направи	que
практика	unha
практика	práctica
практика	practicar
практика	exercen
епоха	era
план	plan
план	plano
план	posición
