rob	rob
secreta	titok
secreta	titkos
comerciantes	kereskedők
comerciantes	kereskedők
comerciantes	kereskedők
bank	bank
meseta	mesa
meseta	fennsík
hamburgo	hamburg
ordenado	felszentelt
ordenado	rendelt
ordenado	elrendelt
ordenado	szabályos
ordenado	rendezett
ordenado	ápoló
pereira	pereira
proporción	arány
proporción	arányban
asociada	kapcsolódó
asociada	társult
asociada	munkatárs
asociada	társult
fiat	fiat
estimada	becsült
interfaz	interfész
correa	heveder
colaborar	együttműködés
colaborar	együttműködni
arquidiócesis	érsekség
secretaria	titkárnő
secretaria	titkár
circuitos	áramkörök
circuitos	áramkör
circuitos	áramkör
magallanes	magellán
distribuye	elosztására
distribuye	terjesztés
distribuye	elosztás
distribuye	elosztása
auxiliar	asszisztens
auxiliar	segéd
auxiliar	segéd
auxiliar	kisegítő
minería	bányászati
minería	bányász
corteza	kéreg
corteza	cortex
verso	vers
anónimo	anonim
anónimo	névtelen
auge	bumm
encargo	megrendelt
encargo	megrendelés
encargo	rendelés
encargo	rend
encargo	parancs
sensación	érzés
sensación	érzem
sensación	érezni
sensación	érzéssel
sensación	szenzáció
afluentes	mellékfolyói
suave	sima
suave	lágy
suave	puha
suave	lágy
suave	enyhe
suave	gyengéd
suave	szelíd
constantes	állandó
constantes	folyamatos
constantes	állandók
viaja	utazik
cbs	cbs
suizo	svájc
suizo	svájci
jamaica	jamaica
jamaica	jamaikai
sencilla	egyszerű
sencilla	szimpla
sencilla	könnyű
censura	cenzúrázatlan
censura	cenzor
censura	cenzúra
rebelde	felkelő
rebelde	lázadók
rebelde	lázadó
rebelde	lázadó
roll	tekercs
roll	gurul
roll	roll
paco	paco
matías	mathias
matías	mátyás
matías	mátyás
matías	matthias
nancy	nancy
marítima	tengeri
marítima	tengerészeti
crimea	krím
crimea	krími
liberado	freed
liberado	felszabadult
narrativa	történetmesélés
narrativa	elbeszélés
gerente	menedzser
gerente	vezető
gerente	kezelő
gerente	igazgató
encuesta	felmérés
encuesta	felmérést
encuesta	felmérések
encuesta	felmérés
encuesta	szavazás
afecta	érint
afecta	érinti
afecta	befolyásolja
pokémon	pokémon
libertador	felszabadító
libertador	szabadító
efectivamente	hatékonyan
efectivamente	eredményesen
efectivamente	valóban
seca	szárazon
seca	száraz
seca	szárított
seca	szárítva
medir	mérés
medir	mérési
medir	mérték
medir	intézkedés
asume	feltételezem
asume	feltételezi
dieta	étrend
dieta	diétás
dieta	diéta
aparente	látszólagos
discusiones	beszélgetések
discusiones	megbeszélések
discusiones	viták
discusiones	vita
discusiones	megbeszélés
discusiones	beszélgetés
discusiones	érvek
stanley	stanley
panorama	panorama
realistas	realista
realistas	reális
realistas	realista
rin	rin
rin	rajna
animada	élénk
animada	eleven
nativa	bennszülött
nativa	őslakos
nativa	őshonos
nativa	bennszülöttek
intensa	heves
intensa	intenzív
duelo	párbaj
duelo	gyászoló
duelo	gyász
duelo	gyász
legend	legendák
legend	legendája
legend	legenda
seattle	seattle
rectangular	téglalap
rectangular	négyszögletes
acústica	akusztika
acústica	akusztikus
innovación	innováció
innovación	innovációs
hueso	csontos
hueso	csont
administrativas	igazgatási
administrativas	adminisztratív
donald	donald
rincón	sarkon
rincón	kanyar
rincón	sarok
rincón	rincón
jacob	jacob
ordenador	számítógép
ordenador	komputer
ordenador	computer
baño	vécé
baño	wc
baño	fürdő
baño	mosdó
baño	fürdőszoba
baño	fürdő
baño	fürdés
seguros	biztosíték
seguros	biztosítási
seguros	biztosítás
correr	futás
correr	fut
correr	futó
correr	futok
correr	futás
hms	hms
telecomunicaciones	távközlés
telecomunicaciones	távközlési
telecomunicaciones	távközlés
telecomunicaciones	távközlési
telecomunicaciones	távközlés
telecomunicaciones	távközlési
arequipa	arequipa
iris	iris
maldonado	maldonado
ocupando	megszálló
cantando	kántálás
cantando	ének
cantando	éneklés
cantando	énekelni
cantando	énekel
examen	felülvizsgálat
examen	kritika
examen	vizsgálat
examen	vizsga
examen	vizsga
depósitos	raktárak
depósitos	víztározók
depósitos	betétek
depósitos	betét
depósitos	betétek
depósitos	betét
depósitos	letétbe
depósitos	foglaló
ocasionalmente	alkalmi
ocasionalmente	alkalmanként
ocasionalmente	esetenként
ocasionalmente	időnként
ocasionalmente	alkalmanként
ocasionalmente	esetenként
invitada	vendég
invitada	meghívott
invitada	meghívva
homer	homer
liverpool	liverpool
rap	rap
respondió	válaszolt
respondió	válaszolt
respondió	reagált
respondió	válaszolt
asistir	szakorvos
asistir	segítségnyújtás
turistas	turisták
turistas	turistákat
turistas	turisták
turistas	turista
darío	darius
autobús	busz
autobús	autóbusz
autobús	busszal
anuncia	bejelenti
anuncia	bejelenteni
confusión	zavart
confusión	zavartság
confusión	zűrzavar
lituania	litvánia
lituania	litván
lituania	litvániában
lituania	litvánia
tendencias	trend
tendencias	tendencia
tendencias	tendenciák
tendencias	aktuális
secretos	titkai
secretos	titok
secretos	titkok
secretos	titkokat
secretos	titok
secretos	titkos
tommy	tommy
probabilidad	valószínűsége
probabilidad	valószínűsége
probabilidad	valószínűség
exhibición	kiállítás
exhibición	kiállítás
exhibición	bemutató
exhibición	kiállítása
provinciales	tartományi
amistoso	baráti
amistoso	barátságosak
amistoso	barátságos
convenio	fogadalom
convenio	szövetség
convenio	egyezmény
convenio	konvent
elaborado	kidolgozott
elaborado	kidolgozott
elaborado	kialakított
entretenimiento	szórakozás
entretenimiento	entertainment
entretenimiento	szórakoztató
entretenimiento	szórakoztatás
temprano	korán
temprano	korai
euphorbia	euphorbia
direcciones	címek
direcciones	cím
direcciones	címe
soprano	soprano
now	most
delitos	bűncselekmények
delitos	bűnök
delitos	bűncselekmények
delitos	jogsértések
atletas	sportolók
sonic	sonic
semifinal	elődöntőben
semifinal	elődöntő
asumir	feltételezem
espectro	lidérc
espectro	lidércek
espectro	spektrum
espectro	spektrum
espectro	kísértet
serio	komoly
serio	súlyos
conducción	vezet
conducción	vezetés
conducción	vezetési
capacidades	képességeit
capacidades	képességek
capacidades	kapacitások
capacidades	képességek
inteligente	okos
inteligente	ügyes
inteligente	ötletes
inteligente	intelligens
inteligente	okos
inteligente	intelligens
inteligente	smart
introducido	bevitt
introducido	belépett
introducido	beléptem
introducido	lépett
introducido	bevezetett
introducido	bemutatott
ficticio	fiktív
manhattan	manhattanben
manhattan	manhattan
manhattan	manhattani
concursos	versenyek
concursos	versenyek
partió	eltávozott
cia	cia
cia	cia
abundantes	bőséges
abundantes	bőségesen
dosis	dózisok
dosis	adagok
dosis	adagolás
dosis	dózis
dosis	adag
dosis	adagot
dosis	dózis
dosis	adagolás
dosis	adag
conocía	tudtam
conocía	tudta
cubrir	fedezze
cubrir	címlap
cubrir	fedezni
cubrir	fedő
cubrir	borító
antártida	antarktisz
antártida	antarktiszi
citas	idézetek
citas	árfolyamok
citas	idézetek
citas	idéz
citas	találkozók
citas	időpontok
citas	randi
citas	randizni
citas	társkereső
aprobada	engedélyezett
aprobada	jóváhagyott
investigar	nyomozni
libreto	librettó
filadelfia	philly
filadelfia	philadelphia
filadelfia	philadelphiai
filadelfia	philadelphiában
filadelfia	philadelphia
filadelfia	philadelphiai
decidido	eltökélt
decidido	határozott
decidido	meghatározott
decidido	meghatározva
baden	baden
falso	hamis
falso	hamisítvány
falso	mű
falso	kamu
falso	hamis
jesuitas	jezsuiták
jesuitas	jezsuita
humedad	nedvesség
humedad	nedvesség
humedad	páratartalom
humedad	pára
atracción	vonzalom
jurídico	jogi
jurídico	legális
jurídico	törvényes
tabasco	tabasco
formaciones	formációk
destruida	megsemmisült
destruida	elpusztult
destruida	elpusztította
testigo	szemtanú
testigo	tanú
seguida	követett
seguida	követte
kilómetro	mérföld
bobby	bobby
lugo	lugo
reptiles	hüllő
reptiles	hüllők
logo	logó
sustancia	anyag
turística	turisták
turística	turista
holandés	holland
holandés	dutch
plus	plus
plus	plussz
plus	plusz
estocolmo	stockholm
estocolmo	stockholmi
nasa	nasa
masiva	masszív
masiva	hatalmas
viendo	látni
viendo	látván
viendo	látva
viendo	nézni
viendo	nézem
viendo	nézi
mercurio	mercury
mercurio	higany
gilbert	gilbert
escobar	escobar
moléculas	molekulák
regulación	előírás
regulación	rendelet
regulación	szabályozás
regulación	szabályozása
regulación	szabályozási
sargento	őrmester
sargento	őrmester
alturas	heights
creencia	hit
aterrizaje	landolás
aterrizaje	leszállás
campbell	campbell
danny	danny
ventajas	juttatások
ventajas	előnyök
ventajas	ellátások
ventajas	előnyök
ventajas	előnyei
abandona	elhagyni
martes	kedd
martes	kedden
martes	keddenként
pretendía	tervezett
pretendía	szándékolt
arsenal	fegyverraktár
arsenal	fegyvertár
arsenal	arsenal
sociología	szociológia
nigeria	nigériai
nigeria	nigéria
constantinopla	konstantinápoly
extrema	szélsőséges
extrema	extrém
gibraltar	gibraltár
consola	konzol
sentimiento	érzés
sentimiento	érzem
sentimiento	érezni
sentimiento	érzéssel
cargas	terhek
cargas	díjak
cargas	vádemelés
cargas	vádak
cargas	vád
cargas	feltöltések
cargas	terhek
cargas	terhelések
trato	alku
trato	üzlet
trato	egyezség
trato	alku
suficientes	elég
suficientes	elégséges
suficientes	elegendő
when	mikor
when	amikor
márquez	marquez
flash	villanás
flash	flash
flash	villám
place	hely
reality	valóság
castillos	kastélyok
fuga	szökés
fuga	menekülés
fuga	megszökni
fuga	szökés
cleveland	cleveland
dorada	golden
dorada	arany
dorada	arany
abuela	nagymama
abuela	nagyi
abuela	nagyi
abuela	nagymama
experto	szakember
experto	szakértő
frontal	front
frontal	eleje
frontal	frontális
considerablemente	jelentősen
borgoña	burgundy
huevo	tojást
huevo	tojások
huevo	tojás
huevo	tojást
huevo	tojás
tragedia	tragikus
tragedia	tragédia
tragedia	tragédia
lagunas	hiányosságok
lagunas	lagúnák
beta	béta
contaminación	szennyezés
contaminación	szennyeződés
contaminación	környezetszennyezés
contaminación	szennyezés
contaminación	szennyeződés
charlotte	charlotte
azteca	azték
patrones	minták
patrones	mintákat
patrones	minta
patrones	munkaadók
patrones	munkáltatói
patrones	munkáltatók
patrones	munkáltató
how	hogyan
boeing	boeing
transmisiones	adások
aliado	szövetséges
aliado	szövetséges
aliado	szövetségesek
aliado	ally
ama	imád
ama	szereti
ama	szeret
literarios	irodalmi
luchó	birkózott
luchó	küzdött
luchó	harcolt
luchó	küzdött
viejos	idős
viejos	régit
viejos	régi
viejos	öreg
viejos	régiek
mediodía	dél
mediodía	délben
mediodía	délben
traducciones	fordítás
traducciones	fordítás
traducciones	fordítások
pulgadas	hüvelyk
pulgadas	centi
pulgadas	hüvelyk
arnold	arnold
ladrillo	tégla
ladrillo	brick
calvo	kopasz
calvo	calvo
barbara	barbara
creer	hiszem
creer	higgy
creer	hinni
creer	elhinni
compartir	megosztás
compartir	részesedése
compartir	megosztás
compartir	részesedés
niñas	csajok
niñas	lányok
dependencia	függőség
dependencia	függőség
detective	nyomozó
detective	detektív
probar	bizonyítani
probar	vizsgálati
probar	vizsgálat
probar	próba
probar	teszt
mónica	monica
mónica	mónika
arroyos	patakok
arroyos	brooks
volante	szórólap
sabio	sage
sabio	bölcsek
sabio	bölcs
budapest	budapest
budapest	budapesten
budapest	budapesti
beca	ösztöndíj
beca	ösztöndíjas
beca	ösztöndíjat
cráneo	koponya
cráneo	koponyát
provocando	okoz
provocando	provokálni
gobernante	uralkodó
madison	madison
caridad	jótékonyság
caridad	jótékonysági
caridad	jótékony
caridad	jótékonyság
caridad	jótékonyság
caridad	jótékonysági
llave	kulcsfontosságú
llave	key
llave	kulcs
exclusiva	zártkörű
exclusiva	exkluzív
exclusiva	kizárólagos
estero	estero
merced	merced
armados	felfegyverkezve
armados	fegyveres
manuscritos	kéziratok
manuscritos	kéziratot
manuscritos	kézirat
rivas	rivas
major	őrnagy
necesariamente	szükségszerűen
necesariamente	feltétlenül
demonio	ördög
demonio	démon
demonio	démonok
note	megjegyzés
note	jegyzet
emitida	kibocsátott
carrillo	carrillo
nazis	nácik
nazis	náci
nazis	nácik
luisiana	louisiana
malo	bad
malo	rosz
malo	rossz
materias	alapanyagok
materias	anyagok
materias	alanyok
materias	témák
urbanas	városi
estándares	standardok
estándares	előírások
estándares	szabványok
básicas	alap
básicas	alapvető
gases	benzin
gases	gáz
gases	gázok
ferroviario	vasútvonal
ferroviario	vasút
ferroviario	vasúti
boletín	hírlevél
potencias	powers
potencias	hatáskörök
potencias	hatáskör
ejemplar	másolat
ejemplar	másolatot
ejemplar	példás
ejemplar	példamutató
separadas	külön
express	express
express	expressz
portugueses	portugália
portugueses	portugál
normales	szokásos
normales	normális
normales	normál
basket	kosár
estelar	csillagos
estelar	csillag
estelar	sztár
montaje	telepítés
montaje	létesítmény
montaje	szerelés
montaje	szerelési
montaje	közgyűlés
montaje	gyűlés
montaje	szerelvény
montaje	vágás
montaje	szerkesztés
montaje	vágó
demo	bemutató
demo	demó
considerando	tekintve
enviados	elküldött
enviados	elküldve
enviados	küldött
enviados	hírnökök
fotógrafo	fotós
fotógrafo	fényképész
kent	kent
larry	larry
asesinados	meggyilkolták
asesinados	megölte
asesinados	meggyilkolt
asesinados	megölt
asesinados	megölte
combatientes	harcosok
combatientes	vadászok
oponente	ellenfél
oponente	ellenfele
prince	herceg
prince	prince
activamente	aktívan
giuseppe	giuseppe
pura	pura
pura	puszta
pura	tisztán
pura	tiszta
forestal	erdészeti
forestal	erdei
forestal	erdő
forestal	erdők
viola	ibolya
viola	viola
track	pálya
track	vágány
track	nyomon
parodia	paródia
evangelio	evangélium
honda	honda
loira	loire
esfera	gömb
esfera	gömb
muertes	halálesetek
muertes	haláleset
román	római
román	roman
intenso	intenzív
intenso	igényes
intenso	heves
intenso	intenzív
vaya	wow
vaya	hű
vaya	hűha
alvarado	alvarado
ibáñez	ibáñez
litros	gallon
litros	literes
litros	liter
litros	literes
litros	liter
penales	bűnöző
penales	bűnözői
shows	műsorok
shows	mutatja
constituido	kialakult
constituido	alakított
constituido	alakult
name	neve
name	név
consulado	konzulátus
ingresar	belépés
ingresar	bejelentkezés
autorización	engedély
autorización	engedélyt
autorización	jogosultság
autorización	engedély
autorización	engedélyezés
autorización	felhatalmazás
autorización	engedély
autorización	engedélyezés
autorización	felhatalmazás
belén	betlehem
próximos	közelgő
editada	szerkesztett
discografía	diszkográfia
rangers	rangers
esquí	síelés
esquí	sí
esquí	síelés
esquí	síelni
envía	küld
envía	küldi
prisionero	rab
prisionero	fogoly
prisionero	elítélt
causando	okoz
disparo	lőtt
disparo	lövés
disparo	lövöldözés
disparo	lő
disparo	lövés
disparo	forgatás
disparo	lőtt
disparo	lelőtték
disparo	lövés
teorema	tétel
extenso	kiterjedt
golpes	stroke
golpes	fúj
golpes	ütések
golpes	ütéseket
mega	mega
atacó	megtámadott
atacó	megtámadta
atacó	megtámadtak
herbert	herbert
dinosaurios	dinoszauruszok
dinosaurios	dinoszauruszok
dinosaurios	dinoszaurusz
brevemente	röviden
extranjera	külföldi
extranjera	külföldi
extranjera	kül
extranjera	külföldiek
caña	reed
caña	rúd
caña	cane
caña	bot
caña	rúd
caña	rod
ética	etikus
ética	etikai
ética	erkölcs
ética	etika
ética	etikai
arquitectónico	építészet
arquitectónico	építészeti
encontrados	megtalált
encontrados	megtaláltam
encontrados	talált
correspondencia	levelezés
correspondencia	levélváltás
correspondencia	mail
correspondencia	levél
correspondencia	levelek
correspondencia	posta
monjes	szerzetesek
formatos	formázás
formatos	formátumok
vaticano	vatikáni
vaticano	vatikán
bombardeo	bombázás
bombardeo	robbantás
bombardeo	bombázás
respuestas	válaszokat
respuestas	válaszok
respuestas	válaszokat
respuestas	válaszok
respuestas	válaszok
cooper	cooper
duero	douro
duero	duero
august	augusztusban
august	august
august	augusztus
cambiando	változik
típicos	jellemző
típicos	tipikus
típicos	jellegzetes
lento	lassú
lento	lassan
summer	summer
summer	nyári
summer	nyáron
summer	nyár
dramaturgo	drámaíró
seudónimo	álnév
apoyado	támogatott
independientemente	önállóan
independientemente	függetlenül
col	káposzta
col	col
ludwig	ludwig
velázquez	velázquez
velázquez	velasquez
líbano	libanoni
líbano	libanon
líbano	libanoni
túnez	tunézia
túnez	tunézia
túnez	tunéziai
túnez	tunisz
cena	vacsora
cena	vacsora
four	négy
pescado	halak
pescado	hal
pescado	halat
republicanos	republikánusok
republicanos	republikánus
republicanos	republikánusok
magic	varázs
magic	magic
magic	varázslat
magic	mágia
lujo	deluxe
lujo	luxus
electrones	elektron
electrones	elektronok
wood	fa
wood	wood
wood	erdő
wood	fát
avances	előleg
avances	előrehaladás
avances	előrelépés
avances	fejlődés
avances	haladás
vacaciones	vakáció
vacaciones	ünnep
vacaciones	ünnepi
vacaciones	nyaralás
vacaciones	vakáció
vacaciones	nyaralás
vacaciones	ünnepek
aerolínea	légitársaság
murallas	wall
murallas	fali
murallas	falat
murallas	fal
murallas	falak
murallas	falakat
descendiente	leszármazottja
sainte	sainte
cóndor	kondor
cóndor	keselyű
reduce	csökkentése
reduce	csökkentik
reduce	csökkenteni
reduce	csökkentse
coronado	koronás
coronado	coronado
esperando	vár
esperando	várakozás
esperando	várunk
esperando	várok
específicas	specifikus
específicas	konkrét
manifestación	megnyilvánulása
manifestación	bemutató
manifestación	demonstrációs
manifestación	tüntetés
robles	oaks
robles	robles
trajo	hozták
trajo	hozott
trajo	hoztam
trajo	hozta
bienestar	wellness
bienestar	jólét
bienestar	jóléti
mansión	manor
suplente	alternatív
suplente	beugró
suplente	helyettesítő
suplente	pótlék
sueca	svéd
sueca	svédország
convencional	hagyományos
philippe	philippe
asesinatos	gyilkosságok
asesinatos	gyilkosságok
asesinatos	merényletek
asesinatos	merénylet
asesinatos	gyilkosság
asesinatos	gyilkosságok
fieles	hű
fieles	lojális
fieles	hűségesek
fieles	hűséges
fieles	hűségesek
fieles	hűséges
southern	dél
southern	déli
concha	concha
concha	héj
concha	shell
concha	kagyló
implementación	végrehajtás
implementación	végrehajtására
implementación	megvalósítás
implementación	végrehajtási
correctamente	megfelelően
correctamente	rendesen
correctamente	helyesen
perdida	veszteségek
perdida	veszteség
perdida	vesztett
perdida	elveszett
perdida	lost
ciudadanía	polgárság
ciudadanía	állampolgárság
significativo	érdemi
significativo	tartalmas
significativo	értelmezhető
significativo	jelentős
significativo	szignifikáns
desastre	katasztrófa
warren	warren
elías	elijah
elías	elias
ltd	kft
identificado	azonosított
identificado	azonosítva
ejecutar	végrehajtani
ejecutar	futás
studio	studio
studio	stúdió
calificación	besorolás
calificación	minősítés
calificación	minősítési
calificación	végzettség
calificación	minősítés
calificación	minősítési
calificación	képesítés
dramática	dráma
dramática	drama
dramática	drámai
antoine	antoine
plástico	műanyag
plástico	műanyag
armadura	páncél
armadura	páncélos
armadura	páncél
espaciales	térbeli
espaciales	űr
espaciales	tér
dedicados	elkötelezett
bebé	baba
bebé	bébi
hits	találat
tenor	tenor
mortal	halálos
mortal	halálos
mortal	végzetes
mortal	halandó
reconocimientos	vizsgák
reconocimientos	felderítés
reconocimientos	felderítő
reconocimientos	megjelenítés
reconocimientos	elismerés
reconocimientos	felismerés
tallos	szárak
casino	kaszinóban
casino	casino
casino	kaszinó
vencedor	győztes
vencedor	nyertes
vencedor	victor
vencedor	viktor
leipzig	lipcsei
delegado	megbízott
adoptado	elfogadva
adoptado	elfogadott
colinas	dombok
colinas	hills
extranjeras	külföldi
extranjeras	kül
extranjeras	külföldiek
apolo	apollo
apolo	apolló
membrana	membránok
membrana	membrán
etnia	etnikai
etnia	etnikai
ruido	zaj
ricos	gazdag
ricos	gazdagok
ricos	rich
ricos	gazdagok
radar	radar
wagner	wagner
quieren	akarsz
quieren	akar
quieren	akarod
quieren	akarom
television	tv
television	televízió
teatros	színházak
teatros	színház
añadido	hozzáadott
añadido	felvéve
fabricantes	gyártó
fabricantes	gyártói
fabricantes	gyártók
finca	farm
finca	gazdaság
finca	birtok
pilares	oszlopok
guarnición	díszítés
guarnición	garrison
edwards	edwards
fábricas	üzemek
fábricas	gyárak
fábricas	mills
fábricas	gyár
fábricas	gyári
fábricas	üzem
fábricas	gyárban
roman	római
roman	roman
oliva	olive
oliva	olajbogyó
oliva	oliva
conservadores	konzervatívok
conservadores	konzervatív
conservadores	konzervatívok
contener	tartalmaznak
secos	szárazon
secos	száraz
secos	szárított
secos	szárítva
escape	kipufogó
escape	kipufogógáz
escape	szökés
escape	menekülés
escape	megszökni
shakespeare	shakespeare
marín	marin
für	für
under	alatt
under	alatta
under	alá
eugenia	eugenia
cap	cap
cap	sapka
desarrollados	fejlett
desarrollados	fejlesztett
desarrollados	kifejlesztett
desarrollados	kidolgozott
baños	fürdő
baños	fürdés
alternativas	alternatívák
entiende	megért
entiende	értem
profundamente	mélységesen
profundamente	mélyen
fresco	frissen
fresco	friss
fresco	fresco
nacionalismo	nacionalizmus
adulto	felnőtt
adulto	nagykorú
disciplinas	tudományágak
geográficas	földrajzi
geográficas	földrajzi
responder	válaszoljon
responder	reagálás
responder	reagál
responder	válaszol
responder	válasz
responder	válasz
hermosa	gyönyörű
hermosa	gyönyörű
propiamente	megfelelő
electrónicos	elektronika
electrónicos	elektronikai
electrónicos	elektronikusan
electrónicos	elektronikus
galaxia	galaxis
galaxia	galaxy
age	kor
age	életkor
cubiertas	fedett
cubiertas	lefedett
cubiertas	fedezett
cubiertas	borított
cubiertas	borító
cubiertas	takaró
cubiertas	fedélzet
existió	léteztek
existió	létezett
dependencias	függőségek
abu	abu
bola	bál
bola	labdát
bola	golyó
bola	labda
bola	ball
lázaro	lázár
wolf	farkas
wolf	wolf
certificado	hitelesített
certificado	minősített
certificado	tanúsított
certificado	igazolt
certificado	tanúsítványok
certificado	igazolás
certificado	tanúsítvány
certificado	tanúsítványt
certificado	bizonyítvány
rita	rita
uss	uss
escándalo	botrány
escándalo	botrányos
escándalo	botrányok
tanque	tartály
tanque	tank
sólido	tömör
sólido	szilárd
kiev	kijevi
serpiente	snake
serpiente	kígyó
serpiente	kígyó
testigos	tanúk
testigos	szemtanúk
testigos	szemtanúk
testigos	szemtanú
testigos	tanú
economista	közgazdász
submarino	tengeralattjáró
submarino	tengeralattjáró
códigos	kód
códigos	kódok
prevención	megelőző
prevención	megelőzés
prevención	megelőzési
