категорія	kategooria
розташований	asub
розташований	asuvad
без	ilma
голова	pea
голова	esimees
голова	eesistuja
народився	sündis
народився	sündinud
щодо	umbes
сторінка	leht
сторінка	lehekülg
сторінка	page
сторінка	lehekülje
той	see
той	seda
росії	venemaa
все	kõik
все	kõike
все	kõik
київ	kyiv
київ	kiievi
зокрема	sealhulgas
роботи	tööd
роботи	töö
роботи	tööle
біля	lähedal
проте	sellegipoolest
веб	veebi
статтю	artikkel
праворуч	õigus
праворуч	paremale
праворуч	õige
потім	seejärel
потім	siis
землі	maa
армії	armeed
армії	armee
армії	sõjavägi
однак	siiski
саме	täpselt
саме	täpselt
північний	põhi
північний	põhja
північний	põhjas
північний	põhja
день	päev
день	päeva
частина	osas
південний	lõuna
південний	lõuna
південний	lõunasse
південний	lõunas
смерті	surma
смерті	surm
період	periood
період	perioodi
період	ajavahemik
перша	kõigepealt
перша	esmalt
перша	esimene
такі	selline
такі	sellised
двох	kaks
навіть	isegi
розташування	asetus
розташування	paigutamine
розташування	paigutus
розташування	asukohad
розташування	paigutus
розташування	kokkulepe
розташування	asukoht
розташування	asukoht
розташування	positsioon
розташування	asend
кар	karjäär
кар	karjääri
три	kolm
працював	töötatud
працював	töötas
працював	töötanud
висота	kõrgus
висота	kõrgus
висота	reljeefi
висота	kõrgus
себе	ennast
себе	ise
шаблонів	šabloon
різних	teistsugune
різних	erinevad
різних	erinev
фільми	filmid
фільми	filmid
сільська	maaelu
церква	kiriku
церква	kirik
створення	loomine
створення	põlvkonna
створення	generatsioon
створення	põlvkond
створення	loo
створення	luua
створення	loomine
створення	looming
значення	tähendus
значення	väärtused
значення	väärtus
вул	str
системи	süsteemi
системи	süsteem
системи	system
йому	teda
тоді	seejärel
тоді	siis
ніж	nuga
ніж	noa
адреса	aadress
член	parlamendiliige
член	liige
член	kukk
член	riist
франція	prantsusmaa
адміністративний	haldus
групи	grupid
групи	rühmad
буде	will
буде	tahe
там	seal
динаміка	dünaamika
національний	siseriiklikud
національний	riiklik
національний	riiklikud
національний	siseriiklik
управління	valitsemine
управління	juhtimine
управління	haldus
управління	juhtkond
управління	juhtimine
управління	haldamine
всіх	kõik
всіх	kõik
всіх	igaüks
нього	teda
річки	jõed
дата	kuupäev
людей	inimesed
людей	rahvas
людей	people
хоча	kuigi
хоча	ehkki
хоча	kuigi
мови	keeli
мови	keeled
мови	keel
мови	keele
українська	ukraina
поселення	asula
розподіл	jaotamine
розподіл	jaotus
розподіл	jaotumine
знаходиться	asub
знаходиться	asuvad
пізніше	hiljem
розвитку	arendamine
розвитку	arendus
розвитку	areng
вулиця	tänav
кілька	vähesed
хімічно	keemiliselt
згодом	hiljem
провінції	provintsid
картка	kaardiga
картка	kaart
картка	kaardi
часто	sageli
часто	tihti
часто	sageli
часто	tihtipeale
часто	tihti
олександр	aleksandr
олександр	aleksander
олександр	alexander
офіційний	ametlik
офіційний	ametnik
департамент	osakond
віком	vananenud
тощо	jms
тощо	jne
тощо	etc
майже	peaaegu
права	õigus
права	paremale
права	õige
права	õigused
церкви	kirikud
стала	pidev
голови	pead
голови	päid
голови	siirdamist
голови	siirdamine
південь	lõuna
південь	lõunasse
південь	lõunas
вулиці	tänavaid
вулиці	tänavad
перед	eelnev
перед	enne
сім	seitse
мав	oli
яке	mis
автор	looja
автор	autor
володимир	vladimir
типу	tüüp
академії	akadeemia
фільм	filmi
фільм	film
фільм	filmi
фільм	kile
фільм	film
карта	kaart
команди	käsud
команди	meeskonnad
команди	rühmad
іван	ivan
іван	john
використання	kasutamine
використання	kasutus
використання	kasutamine
використання	kasutades
використання	use
використання	kasutamine
використання	kasutamiseks
використання	kasuta
використання	kasutus
використання	kasutab
головний	ülemus
головний	pealik
головний	ülem
головний	põhi
головний	peamised
головний	main
головний	peamine
зоря	täht
зоря	tähe
зоря	staar
деякі	mõned
музей	muuseumi
музей	muuseum
діяльність	tegevus
діяльність	tegevused
діяльність	tegevusalad
діяльність	tegevus
діяльність	aktiivsus
частини	osi
частини	osad
закінчив	lõpetatud
джерела	allikad
джерела	pakkujad
джерела	allika
джерела	allikat
джерела	allikas
кам	laagrid
честь	au
честь	au
організації	organisatsioonid
організації	organisatsioone
організації	korraldada
організації	korralda
організації	korraldamine
своїх	nende
сил	jõud
померли	surmad
дві	kaks
діяльності	tegevus
діяльності	tegevused
діяльності	tegevusalad
діяльності	tegevus
діяльності	aktiivsus
клуб	klubi
клуб	club
ігор	mängud
ігор	igor
партії	party
партії	pidu
партії	erakond
партії	peole
перелік	nimekiri
перелік	loetelu
перелік	loend
перелік	loendamine
роль	rollis
роль	roll
роль	rolli
усі	kõik
усі	kõik
усі	kõik
усі	igaüks
україна	ukraina
свої	nende
свої	oma
університет	ülikool
відомий	kuulsad
відомий	kuulus
микола	nikolai
микола	nicolai
микола	nikolai
італії	itaalia
спочатку	esialgu
спочатку	algselt
школа	kooli
школа	koolis
школа	kool
право	jus
право	õigus
право	paremale
право	õige
право	seadus
право	seadused
євро	euro
далі	edasine
далі	edasi
далі	kaugemale
далі	kaugemale
далі	järgmiseks
далі	järgmisena
далі	järgmine
далі	next
знову	uuesti
знову	taas
знову	jälle
стали	sai
одна	ühe
одна	üks
хто	kes
хто	keda
моря	merede
стаття	artikkel
стаття	lõik
стаття	paragrahv
стаття	lõige
звання	ridades
звання	auaste
статус	staatus
статус	seisund
статус	oleku
статус	olek
помер	surnud
помер	surid
помер	suri
родини	perekonnad
родини	pered
польщі	poola
група	rühm
група	grupp
група	grupis
новий	uued
новий	uus
новий	new
зір	nägemus
зір	visioon
зір	nägemine
великий	suured
великий	big
великий	suure
великий	suur
великий	suure
назви	nimetused
назви	nimed
залізниця	raudtee
залізниця	raudteed
залізниця	raudteede
залізниця	raudtee
система	süsteemi
система	süsteem
система	system
північ	kesköö
північ	keskööl
північ	põhi
північ	põhja
північ	põhjas
більшість	enamikul
більшість	enamus
більшість	enamik
більшість	enim
більшість	enamus
особливо	eriti
особливо	eriti
народження	sündis
народження	sündinud
народження	sünd
народження	sünni
інформація	info
інформація	teave
інформація	info
інформація	informatsioon
влади	võimud
влади	ametiasutused
влади	asutused
влади	ametivõimud
округ	ringkond
округ	rajoon
інститут	instituut
інститут	institut
інститут	institutsioon
інститут	institutsiooni
інститут	asutus
будинок	house
будинок	majja
будинок	maja
дослідження	uurimistöö
дослідження	teadusuuringud
дослідження	uuringud
дослідження	uuringud
війна	sõda
комуни	kommuun
приблизно	umbes
приблизно	ligikaudu
багатьох	paljud
багатьох	paljusid
багатьох	palju
війська	väed
регіон	regioon
регіон	piirkond
велика	suured
велика	big
велика	suure
велика	suur
велика	magna
людини	inimesed
людини	inimestel
рід	klanni
рід	klann
рід	reid
рід	reed
дітей	lapsed
міст	sild
міст	linnad
міст	pont
мала	mala
собою	ennast
собою	ise
генерал	üldine
генерал	kindral
генерал	üldist
генерал	üldised
мали	oli
доходів	võrdõiguslikkus
доходів	võrdsus
статей	artiklid
навчання	õppimine
навчання	uuring
навчання	õppimine
син	poja
син	poeg
фізична	füüsikalised
фізична	füüsiline
фізична	füüsilised
фізична	füüsikaline
фізична	füüsilise
рішення	otsus
рішення	otsused
рішення	lahendused
рішення	lahused
питання	küsimus
питання	küsimused
питання	küsimused
питання	vihje
люди	inimesed
люди	inimestel
люди	inimesed
люди	rahvas
люди	people
тепер	nyyd
тепер	nüüd
ним	teda
медіана	keskmine
медіана	mediaan
компанії	äriühingud
компанії	firmad
компанії	ettevõtted
іншими	muud
іншими	teised
походження	päritolu
дані	andmed
дані	dani
видання	väljaanne
видання	väljaandmine
видання	emissiooni
раніше	eelnevalt
раніше	varem
раніше	varasem
раніше	varem
раніше	varem
румунії	rumeenia
зазвичай	tavaliselt
зазвичай	tavaliselt
зазвичай	tüüpiliselt
сан	sens
сан	san
використовується	kasutatud
команда	käsk
команда	käsu
команда	tiim
команда	meeskond
всього	kokku
таблиці	lauad
таблиці	tabelid
таблиці	laua
таблиці	laud
таблиці	tabel
початок	alusta
початок	algus
початок	start
початок	käivita
початок	algus
початок	alustamine
початок	käivitamine
пояс	vöö
сергій	sergei
сергій	sergi
сергій	sergei
станція	taškent
станція	jaamas
станція	jaam
станція	jaama
станція	novosibirski
існує	eksisteerib
проект	projekt
проект	projekti
мати	ema
чоловік	abikaasa
чоловік	mehel
чоловік	mees
чоловік	man
ліворуч	vasak
ліворуч	vasakule
ліворуч	vasakul
усіх	kõik
усіх	igaüks
книги	raamatud
книги	raamatu
книги	raamat
михайло	mihhail
михайло	michael
країн	riigid
нагороди	auhinnad
офіційна	ametlik
офіційна	ametnik
індекси	indeksid
індекси	indekseid
переважно	peamiselt
переважно	põhiliselt
переважно	peamiselt
переважно	enamjaolt
переважно	enamasti
дії	toimingud
дії	operatsioonid
дії	toimingud
дії	meetmed
дії	tegevused
дії	teod
дії	tegevus
дії	aktiivsus
дії	tegevus
дії	võte
дії	toiming
станції	jaamas
станції	jaam
станції	jaama
станції	jaamade
станції	jaamad
немає	puudub
освіти	haridus
професор	professor
руху	liigutamine
руху	liigub
руху	kolimine
японії	jaapani
японії	jaapan
служби	teenused
служби	teenindus
служби	teenus
відомі	teada
відомі	teadaolevad
відомі	teadaolev
відомі	tuntud
виробництва	valmistamine
виробництва	tootmine
орган	organi
орган	elundite
орган	organ
різні	teistsugune
різні	erinevad
різні	erinev
різні	mitmesugused
поділ	osakonnad
поділ	rajoonid
поділ	vaheseinad
поділ	jagamine
поділ	lõhustumine
поділ	diviis
поділ	rajoon
поділ	osakond
треба	vaja
треба	vajadus
довжина	pikkus
сили	jõudu
сили	tugevus
сили	jõud
іграх	olümpiamängud
шевченка	koori
шевченка	refrään
основні	põhi
основні	põhiline
роботу	tööd
роботу	töö
роботу	tööle
іванович	ivanovitš
неї	veendumuste
неї	neuilly
прапора	lipp
прапора	lipu
тих	õmmelda
тих	need
дня	päev
дня	päeva
герб	herb
герб	vapi
росія	venemaa
василь	basil
василь	vassili
василь	vassili
іспанії	hispaania
індекс	indeks
індекс	index
місця	kohad
місця	asukohad
місця	istmed
відбувається	juhtub
розвиток	arendamine
розвиток	arendus
розвиток	areng
альбом	album
товариства	ühiskond
гравці	mängijad
серії	seeria
серії	episoodid
німеччини	saksamaa
просто	lihtsalt
нові	uued
нові	uus
нові	new
письменник	kirjutaja
письменник	kirjanik
інформації	info
слова	sõnad
слова	sõnu
зараз	nyyd
зараз	nüüd
зараз	hetkel
зараз	praegu
працює	jookseb
працює	jooksmine
працює	joostes
працює	jooksmas
працює	töötab
працює	toimib
батько	isa
декілька	mitmed
декілька	mitu
декілька	mitmekordne
декілька	mitu
відомості	teave
відомості	info
відомості	informatsioon
відомості	detailid
відомості	üksikasjad
розмір	suurus
президент	president
москва	moskva
американський	ameeriklane
американський	ameerika
американський	american
повністю	täielikult
повністю	täielikult
повністю	täiesti
повністю	täiesti
посилання	viited
посилання	lingi
посилання	link
посилання	seos
посилання	viide
посилання	lingid
пісні	laulud
пісні	laule
члени	liikmed
члени	parlamendiliikmed
науки	teadus
науки	teadust
нова	uued
нова	uus
нова	new
нова	nova
роман	roomlased
роман	roman
річка	river
річка	jõgi
чотири	neli
другий	teine
другий	teiseks
належить	kuulub
шаблон	muster
шаблон	mustri
шаблон	mall
шаблон	malli
відкритий	avamine
відкритий	ava
відкритий	avada
відкритий	avatud
відкритий	avalikkus
відкритий	avalik
відкритий	avalikud
відкритий	paljastatud
збройних	relvastatud
можливість	võimekus
можливість	võimalus
можливість	võimaluse
можливість	motiiv
можливість	võimalus
можливість	võime
текст	tekst
текст	teksti
текст	teadmised
учасники	võistlejad
учасники	osalejad
учасники	osalejad
учасники	osalejaid
учасники	liikmed
учасники	parlamendiliikmed
дерев	puid
дерев	puud
прапор	lipp
прапор	lipu
тел	tel
галузі	industries
галузі	tööstus
галузі	tööstuse
галузі	tootmisharu
стає	muutumas
ширина	laius
чемпіон	tšempion
гравець	mängija
можливо	ehk
можливо	võibolla
можливо	äkki
можливо	võimalikud
можливо	võimalik
поблизу	lähedal
поблизу	läheduses
поблизу	lähedal
термін	mõiste
термін	termin
стало	sai
стало	tundsin
стало	tundis
стало	tundsid
випадку	case
випадку	kohtuasi
випадку	juhtum
юрій	juri
юрій	juri
юрій	yuri
великі	suured
великі	suure
великі	suur
великі	suured
великі	big
великі	suure
великі	suur
добре	fine
добре	trahv
добре	trahvi
добре	tubli
добре	hea
добре	olgu
добре	noh
добре	no
добре	hästi
король	king
король	kuningas
король	kunn
лінії	read
лінії	jooned
лінії	liinid
виконання	täidesaatva
виконання	jookseb
виконання	jooksmine
виконання	joostes
виконання	jooksmas
виконання	hukkamine
виконання	täitmine
виконання	teostus
учасник	parlamendiliige
учасник	liige
учасник	võistleja
учасник	osaleja
існування	olemasolu
питань	küsimused
питань	vihjed
питань	küsimused
доктор	arst
доктор	arsti
доктор	doktor
художник	kunstnik
художник	esitaja
художник	artist
художник	kunstnik
форми	vormid
собі	ennast
собі	ise
підприємства	ettevõtted
підприємства	enterprise
підприємства	ettevõte
підприємства	ettevõtlus
творів	multimeedia
радянський	nõukogude
радянський	nsv
правління	juhatuse
правління	juhatus
правління	valitsus
сен	sen
сен	seine
сен	pühak
сен	saint
іноді	mõnikord
іноді	vahel
іноді	vahest
секретар	sekretär
галерея	galeriis
галерея	galerii
друга	teine
друга	teiseks
друга	sõber
друга	sõbranna
великих	suured
великих	suure
великих	suur
містить	sisaldab
територія	territoorium
територія	territooriumi
політики	poliitika
політики	poliitikud
політики	poliitikad
політики	poliitika
університеті	linnaku
формування	moodustamine
формування	moodustumist
сьогодні	täna
проведення	väljatöötamine
проведення	arendamine
проведення	areneb
анатолій	anatoli
види	liigid
види	liik
дружина	naise
дружина	naine
світ	maailma
світ	maailm
андрій	andrei
андрій	andrei
івано	ivano
зміни	muudatused
зміни	vahetused
зміни	muutused
зміни	muudatused
ред	punane
ред	punased
днів	päevad
днів	päeva
днів	päevi
наукових	teaduslikud
наукових	teaduslik
номер	number
номер	arv
програми	taotlus
програми	rakendus
програми	kohaldamine
програми	programmid
програми	rakendused
програми	taotlused
програми	programmid
програми	tarkvara
партія	party
партія	pidu
партія	erakond
партія	peole
будівництво	hoone
будівництво	ehitamine
будівництво	ehitis
будівництво	ehitamine
будівництво	ehitus
будівництво	konstruktsioon
події	ainuõiguse
події	esinemissagedus
події	üritused
події	sündmused
події	sündmus
події	üritus
тип	tüüp
зображень	piltide
зображень	pildid
укр	eng
чемпіонат	meistrivõistlused
чемпіонат	meistrivõistluste
вище	eespool
вище	ülalpool
вище	ülal
вище	kõrgemale
вище	kõrgemad
вище	kõrgem
категорії	kategooriad
проблеми	probleemid
проблеми	küsimused
людина	homo
людина	inimene
людина	inimlik
людина	mehel
людина	mees
людина	man
вікіпедія	wikipedia
головним	peamiselt
головним	põhiliselt
число	number
число	arv
альбоми	albumid
розташовані	asub
розташовані	asuvad
білорусі	valgevene
петро	petro
петро	petr
петро	peter
петро	peeter
петро	piotr
отримала	saadi
отримала	saadud
отримала	laekunud
почали	alustatud
почали	alanud
почали	käivitatud
почали	algas
почали	hakkas
почали	alustas
комітету	komitee
мало	malo
рівні	tasemed
процес	protsess
процес	protsessi
виступав	käsitlemine
менше	väiksemaks
менше	väiksem
менше	väiksemad
менше	vähem
менше	vähem
значно	oluliselt
значно	märkimisväärselt
сезону	hooaeg
правило	eeskiri
правило	reegel
режисер	direktor
режисер	režissöör
режисер	lavastaja
чому	miks
завжди	alati
загальна	üldine
загальна	üldine
загальна	üldiselt
загальна	kokku
ряд	seeria
погода	ilm
завод	taim
завод	taime
завод	tehas
вплив	kokkupõrge
вплив	mõju
вплив	mõju
рух	liikumine
рух	liikluse
рух	liiklus
рух	liikluses
рух	liikumine
компанія	äriühing
компанія	ettevõte
компанія	seltskond
слід	jalajälg
слід	peaksid
слід	peaks
площі	alad
площі	valdkonnad
площі	piirkonnad
астероїд	asteroid
віктор	viktor
віктор	victor
будівництва	ehitamine
будівництва	ehitus
будівництва	konstruktsioon
читати	loe
читати	lugemine
читати	loetud
застосування	kohaldatud
застосування	rakendatud
закінчення	lõpp
останній	viimasena
останній	viimane
перше	kõigepealt
перше	esmalt
перше	esimene
слово	sõna
книга	raamatu
книга	raamat
захисту	kaitsev
захисту	kaitsmine
виступи	lühem
центрі	töövõtja
гри	mängu
гри	mäng
призначений	mõeldud
тіла	keha
тіла	kehad
тіла	surnukehad
тіла	laibad
основному	peamiselt
основному	põhiliselt
сезон	hooaeg
жителів	kohalikud
назвали	nimetatud
назвали	nimega
назвали	helistas
марія	maria
футболіст	jalgpallur
теж	liiga
кількості	vähemuses
джон	john
джон	jon
володар	issand
поет	luuletaja
поет	poeet
матчів	tikud
матчів	sobib
клуби	klubid
ігри	mängud
повернувся	tagastatud
відома	teada
відома	teadaolevad
відома	teadaolev
відома	tuntud
відома	kuulsad
відома	kuulus
дозволяє	lubab
дозволяє	laseb
дозволяє	lubab
дозволяє	võimaldab
дозволяє	lubab
дозволяє	võimaldab
відкриті	avamine
відкриті	ava
відкриті	avada
відкриті	avatud
відкриті	avati
відкриті	avas
відкриті	avatud
директор	direktor
директор	režissöör
директор	lavastaja
народний	rahvas
заступник	näitlemine
заступник	asetäitja
часи	ajad
теорії	teooriaid
теорії	teooriad
середній	keskmine
середній	keskmine
середній	keskmise
середній	keskmine
середній	keskmised
середній	andmekandja
уряд	valitsus
виробництво	tootmine
виробництво	toodang
виробництво	valmistamine
виробництво	tootmine
кіно	filmid
кіно	kino
кіно	filmi
кіно	film
парк	pargi
парк	park
створено	tekitatud
створено	loodi
створено	loodud
окрім	pealegi
окрім	kõrvale
повстання	ülestõus
повстання	ülestõus
повстання	mäss
повстання	mässu
повстання	mäss
повстання	ülestõus
навколо	ümber
навколо	ringi
жінок	naised
провінція	provints
спорту	sport
спорту	spordi
речі	asjad
речі	asju
європі	euroopa
європі	europe
метрів	meetrit
метрів	meetri
метрів	meetrit
потрібно	vaja
потрібно	vajadus
найкращий	parima
найкращий	parimad
найкращий	parimat
найкращий	parim
ван	wan
ван	van
ван	kaubik
ван	wang
безпеки	turvalisus
безпеки	julgeolek
безпеки	turva
безпеки	julgeoleku
досягнення	saavutused
досягнення	saavutamine
досягнення	saavutus
театр	teater
театр	teater
республіка	vabariik
одночасно	samaaegselt
одночасно	üheaegselt
вийшов	välja
вийшов	väljas
вийшов	out
мешканців	elanikud
мешканців	residendid
німеччині	saksamaa
герой	hero
герой	kangelane
острів	saart
острів	saar
загальні	unisex
загальні	üldine
загальні	ülemaailmne
загальні	global
загальні	globaalsed
загальні	globaalne
загальні	ülemaailmse
загальні	ühise
загальні	ühised
загальні	üldine
загальні	kindral
загальні	üldist
загальні	üldised
культура	kultuuri
культура	kultuur
представників	esindajad
одиниця	ühik
одиниця	üksus
бібліотека	raamatukogu
бібліотека	teegi
раді	rõõmus
профіль	profiil
профіль	profiili
профіль	identiteedi
профіль	identiteet
малі	väikesed
малі	väike
малі	mali
швидко	ruttu
швидко	kiire
швидко	kiire
швидко	kiiresti
швидко	ruttu
швидко	kiiresti
оборони	kaitse
америки	ameerika
російсько	russo
момент	moment
момент	hetk
момент	pöördemomendi
момент	pöördemoment
рахунок	konto
рахунок	skoor
рахунок	punktisumma
робота	töö
робота	töökoht
робота	tööd
робота	töö
робота	tööle
робота	töötamine
література	kirjandus
навчався	uuritud
премія	auhinna
премія	auhind
премія	auhinnaks
замок	loss
замок	castle
замок	lossi
титул	pealkiri
титул	ametinimetus
титул	tiitel
ролі	rollis
ролі	roll
ролі	rolli
ролі	rollid
одне	ühe
одне	üks
англ	anglo
систем	süsteemid
актор	näitleja
гра	mängu
гра	mäng
взагалі	tegelikult
взагалі	tegelt
армія	armee
армія	sõjavägi
російська	vene
російська	venelane
карти	kaardid
карти	kaardid
моделі	mudelid
моделі	modellid
моделі	mudel
моделі	modell
моделі	näidis
нагороджений	autasustatud
нагороджений	kaunistatud
стан	staatus
стан	seisund
стан	oleku
стан	olek
стан	stan
стан	riik
стан	olek
стан	osariik
олександра	alexandra
рівень	taseme
рівень	tase
рівень	tasand
утворення	koosseisud
відкриття	discovery
відкриття	avastus
відкриття	avastamine
відкриття	avamine
рок	roc
рок	kalju
рок	rock
рок	kivi
шлях	asukoht
шлях	rada
шлях	way
фото	foto
фото	pilt
фото	pildi
фото	fotode
фото	fotod
організація	organisatsioon
організація	organisatsioon
поверхні	pinnale
поверхні	pind
планети	planeedid
планети	planeete
фон	fonds
фон	von
міністр	cdu
міністр	minister
відповідає	vastas
відповідає	vastasid
відповідає	tikud
відповідає	sobib
журнал	log
журнал	logi
журнал	päevik
журнал	ajakiri
журнал	ajalugu
журнал	ajaloo
особа	inimene
особа	isik
особа	identiteedi
особа	identiteet
будівлі	hoone
будівлі	ehitamine
будівлі	ehitis
будівлі	ehitised
будівлі	hooned
храм	pühamu
храм	tempel
храм	temple
дмитро	dmitri
практично	praktiliselt
таблиця	laua
таблиця	laud
таблиця	tabel
операції	toimingud
операції	operatsioonid
операції	tehing
операції	tehingu
операції	tehingud
віці	age
віці	vanust
віці	vanus
музичні	muusikal
музичні	musical
модель	mudel
модель	modell
модель	näidis
джерел	allikad
джерел	päritolu
факультет	õppejõud
факультет	teaduskonna
керівництвом	ülemused
заклади	bürood
заклади	kontorid
серія	seeria
риби	kalad
риби	kala
риби	kalad
поки	kuni
спосіб	way
мережі	võrgustike
мережі	võrgustikud
мережі	võrgud
мережі	võrk
мережі	võrgu
мережі	võrgustik
союз	liit
союз	liidu
союз	sojuz
головою	esimees
головою	eesistuja
функції	funktsiooni
функції	funktsioon
функції	funktsioonid
зробити	make
визначення	mõiste
визначення	definitsioon
визначення	määratlus
визначення	määratlused
визначення	mõisted
визначення	määratlemine
тренер	treener
військовий	sõjaväe
військовий	sõjaline
військовий	sõjalise
військовий	sõjalised
військовий	sõjavägi
сіл	külad
сіл	külasid
сіл	pitser
сіл	pitsat
кожен	iga
кожен	iga
кубок	copa
кубок	kupee
кубок	karikavõistlused
кубок	cup
кубок	tops
кубок	tass
кубок	karikas
поширення	jagamine
поширення	jaga
поширення	share
поширення	jagada
поширення	jagab
поширення	aktsiad
поширення	levinud
поширення	levis
поширення	levik
поширення	levitamine
нижче	all
нижче	allpool
параметр	parameeter
параметр	variant
параметр	võimalus
параметр	valik
швидкість	kiirus
швидкість	määr
швидкість	pöörlemiskiirus
швидкість	kiirus
вдалося	õnnestus
незважаючи	sellegipoolest
статистика	statistika
залізниці	raudteed
залізниці	raudteede
гори	mäed
верхня	ülemised
верхня	ülemine
верхня	ülemiste
радянські	nõukogude
радянські	nsv
мені	manny
знак	märk
охорони	valvurid
охорони	säilitamine
охорони	looduskaitse
військові	sõjaväe
військові	sõjaline
військові	sõjalise
військові	sõjalised
військові	sõjavägi
корпус	corpus
корпус	korpus
корпус	korpus
боротьби	võitlus
колишній	endised
колишній	endine
завдання	töö
завдання	töökoht
завдання	ülesanded
завдання	töökohad
завдання	ülesanne
відміну	vastand
відміну	vastupidine
загалом	kokku
команд	käsud
павло	paul
павло	pavel
здоров	hei
написав	kirjutasin
написав	kirjutasid
написав	kirjutas
умови	terminid
умови	tingimused
гурт	bänd
гурт	ansambel
вивчення	uuring
словник	sõnavara
словник	sõnastik
словник	sõnaraamat
відомо	teadlikud
відомо	teadlik
старший	vanem
старший	vanem
закон	seadus
закон	seadused
медаль	medal
пісень	laulud
пісень	laule
матеріали	sisu
матеріали	sisaldus
матеріали	materjal
матеріали	materjalid
окремих	üksikute
окремих	individuaalsed
окремих	individuaalne
версія	versioon
версія	versiooni
версія	läbivaatamine
комплекс	keerukas
комплекс	kompleks
олег	oleg
відділу	ettevõtte
ступінь	kraadi
ступінь	kraad
тварини	loomi
тварини	loomad
тварини	looma
тварини	loom
рамках	raamistik
використовувати	use
використовувати	kasutamine
використовувати	kasutamiseks
використовувати	kasuta
використовувати	kasutus
райони	piirkonnad
заснований	asutatud
така	taka
озера	järve
озера	järv
озера	lake
озера	järved
