din	출신
date	자료
date	데이터
cunoscută	알려진
aici	여기
aici	여기에
mari	마리
zile	데이즈
față	얼굴
față	얼굴이
club	클럽
componente	구성요소
componente	부품
componente	성분
est	동부
est	이스트
est	동쪽
est	est
ales	선정
numai	단발
numai	오직
rusă	러시아인
rusă	러시아어
populația	인구순
populația	인구
doi	두두
doi	두분
același	같은
același	동일
același	똑같이
membru	멤버
membru	회원
dată	날짜
dată	데이트
oficial	공식
oficial	official
oficial	공식적으로
oficial	officially
deși	비록
saint	세인트
împreună	함께
împreună	같이
specia	종족
vest	서쪽
vest	서부
vest	웨스트
vest	웨스턴
vest	서부
vest	서양
italia	이탈리아
italia	이탈리아
puțin	리틀
încă	아직도
încă	여전히
descoperit	발견됨
înainte	전진
înainte	전달
înainte	앞으로
înainte	이전
înainte	전에
lemn	나무
lemn	우드
lemn	목재
nicolae	니컬러스
nicolae	니콜라스
nicolae	니콜라우스
națională	국립
națională	내셔널
națională	국민
roman	로만
roman	로마
roman	소설
drept	똑바로
drept	스트레이트
mod	모드
mod	mod
american	아메리칸
american	미국인
fiecare	꼴찌
fiecare	각각
prezent	현재
prezent	선물
casa	하우스
categorie	카테고리
categorie	범주
categorie	분류
text	텍스트
text	문자
text	문구
bine	좋다
bine	알겠습니다
bine	좋아요
http	http
site	사이트
articole	기사
articole	상품
articole	항목
articole	품목
articole	아이템
alexandru	알렉산드르
alexandru	알렉산더르
alexandru	알렉산더
unele	일부
milioane	백만명
milioane	백만
milioane	수백만
apă	물이
apă	워터
doua	두두
doua	두분
țară	나라
țară	국가
țară	시골
țară	컨트리
sate	마을
târziu	늦은
târziu	지각
târziu	늦게
istoria	역사
istoria	내역
istoria	히스토리
istoria	기록
maria	마리아
cunoscut	알려진
republica	공화국
paris	파리
gheorghe	조지
gheorghe	죠지
tip	형식
tip	타입
tip	종류
tip	유형
persoane	국민
persoane	사람
persoane	명인
persoane	사람들
constantin	콘스탄틴
constantin	콘스탄티노스
constantin	콘스탄티누스
etc	etc
etc	등등
exemplu	예제
exemplu	예시
descriere	자막
descriere	문구
descriere	설명
descriere	설명
descriere	묘사
george	조지
george	죠지
articol	기사
născut	born
născut	출생
născut	탄생
numărul	숫자
numărul	번호
harta	지도
jos	다운
jos	아래로
marea	바다
deoarece	왜냐면
deoarece	왜냐하면
aproape	거의
scris	서면
raport	신고
raport	보고서
raport	보고
echipa	분대
echipa	스쿼드
echipa	team
diferite	달라
diferite	다름
diferite	다르다
baza	기지
baza	베이스
special	특수
special	특별한
special	스페셜
special	특별
valea	골짜기
valea	밸리
valea	계곡
comune	관절
ele	그들이
ele	그들은
stadium	경기장
stadium	스타디움
svg	svg
zona	지대
zona	zone
zona	영역
zona	구역
zona	영역
zona	지역
zona	면적
dat	주어진
slovenia	슬로베니아
slovenia	슬로베니아어
americii	아메리카
satului	빌리지
satului	마을
împărat	황제
împărat	천황
resedinta	거주지
resedinta	주택
resedinta	레지던스
resedinta	주택지
viața	생명
viața	생활
viața	라이프
viața	인생
bun	좋다
format	형식
format	포맷
format	형식으로
primit	받았습니다
primit	받은
primit	받음
președinte	회장
președinte	대통령
președinte	회장님
președinte	회장
lângă	근처
oameni	국민
oameni	사람
oameni	명인
oameni	사람들
istoric	사적
istoric	역사
istoric	역사
istoric	내역
istoric	히스토리
istoric	기록
suprafață	표면
suprafață	지표면
suprafață	구역
suprafață	영역
suprafață	지역
suprafață	면적
europa	유럽
universitatea	대학교
universitatea	대학
team	team
copii	키즈
copii	애들
copii	아이들
copii	어린이
copii	아동
copii	어린이들
copii	자녀
copii	어린이
copii	아이들
aproximativ	대략적인
aproximativ	대략
aproximativ	대충
lucru	퇴근
lucru	직장
lucru	작업
cazul	대소문자
cazul	케이스
cazul	사례
români	루마니아
români	루마니아인
români	루마니아어
români	루마니아인
folosit	사용함
folosit	사용됨
folosit	사용
orice	무엇이든
orice	뭐든
orice	아무거나
ibn	이븐
mihai	마이클
mihai	미하엘
mihai	미카엘
acum	이제
acum	지금
recensământul	인구조사
centrul	중앙
centrul	중심
centrul	센터
centrul	중앙
centrul	센터
reprezintă	나타냅니다
teritoriul	영토
teritoriul	준주
ungaria	헝가리
număr	숫자
număr	번호
cauza	원인
bulgaria	불가리아
engleză	영어
engleză	잉글리시
serie	시리즈
sua	usa
sua	미국
vechi	늙은
vechi	오래된
reședința	거주지
reședința	주택
reședința	레지던스
reședința	주택지
munții	산맥
limbi	언어
fel	친절한
fel	종류
fel	친절
apelor	워터스
fotbal	축구
fotbal	축구
fotbal	미식축구
fotbal	풋볼
fiul	아들
anterior	이전
nouă	아홉
evoluția	에볼루션
evoluția	진화
evoluția	진화론
viteză	속력
viteză	속도
viteză	스피드
paul	파울로스
paul	파울로
paul	바울
paul	파울
orașe	도시
institutul	연구소
satele	마을
lansat	발매
lansat	개봉
lansat	시작됨
istorice	역사
trecut	과거
articolul	기사
mulți	많은
viață	생명
viață	생활
viață	라이프
viață	인생
informații	정보
titlu	헤드라인
titlu	제목
titlu	타이틀
titlu	제목
goluri	목표
titlul	타이틀
titlul	제목
album	앨범
album	음반
york	요크
pagina	페이지
imperiul	엠파이어
imperiul	제국
moartea	죽음
moartea	사망
moartea	데스
apare	나타납니다
fața	얼굴
fața	얼굴이
armata	육군
armata	군대
formă	형태
formă	모양
formă	형식
formă	형태
formă	양식
color	색상
color	컬러
color	색상
color	컬러
german	독일
german	독일인
german	독일어
ștefan	스테파노
ștefan	스티븐
ștefan	스테판
ștefan	슈테판
rolul	역할
mică	작아
mică	소작
mică	미카
des	des
des	자주
epocă	빈티지
începând	시작
principal	메인
principal	교장
forma	형태
forma	모양
forma	형식
forma	형태
forma	양식
carol	캐럴
carol	캐롤
mici	작아
mici	소작
astăzi	오늘도
astăzi	오늘
robert	로버트
eliberare	출시
eliberare	발매
eliberare	릴리스
eliberare	릴리즈
eliberare	개봉
eliberare	해방
mic	작아
mic	소작
mic	리틀
mic	mic
gen	성별
gen	장르
com	com
importante	중요
importante	중요하다
aur	골드
aur	황금
germană	독일
germană	독일인
germană	독일어
orbită	궤도
rotație	회전
lume	월드
lume	세상
lume	세계
local	국소
local	로컬
local	현지
fapt	팩트
fapt	사실
anglia	잉글랜드
politică	정책
politică	방침
politică	정치
politică	정치학
revista	잡지
revista	매거진
asta	이거
profesor	교수
profesor	교수님
profesor	선생님
profesor	교사
profesor	스승
planetelor	행성
cinci	다섯
cinci	파이브
acolo	거기
acolo	거기에
lumea	월드
lumea	세상
lumea	세계
muzică	음악
muzică	뮤직
david	데이비드
david	다윗
david	데이빗
david	다비드
țara	나라
țara	국가
țara	시골
țara	컨트리
vol	vol
centru	중앙
centru	중심
centru	센터
centru	중앙
centru	센터
alt	alt
istorie	역사
istorie	내역
istorie	히스토리
istorie	기록
austria	오스트리아
altitudine	고도
regatul	왕국
regatul	킹덤
conține	포함함
conține	포함
conține	포함됨
activitatea	활동
sultan	술탄
inițial	원래
inițial	초기
inițial	이니셜
artă	예술
artă	미술
artă	아트
body	시체
body	몸매
body	몸매가
imagini	그림
imagini	이미지
imagini	사진
imagini	사진들
imagini	픽처스
rusia	러시아
spune	say
domeniul	도메인
domeniul	영역
școala	학교
școala	학교는
școala	스쿨
școala	학원
polonia	폴란드
succes	성공적
succes	성공함
succes	성공
studii	공부해
studii	공부하기
studii	공부
studii	연구
studii	공부
inclusiv	포함
primar	시장
francez	프랑스
francez	프랑스어
francez	프렌치
francez	프랑스인
scriitor	작가
sistemul	체계
sistemul	시스템
începe	시작하기
începe	시작
ziua	하루
ziua	데이
sur	sur
single	싱글
single	단일
urmat	팔로우
războiul	전쟁
world	월드
world	세상
world	세계
internațional	국제
internațional	인터내셔널
franceză	프랑스
franceză	프랑스어
franceză	프렌치
franceză	프랑스인
william	윌리엄
ministru	장관
important	중요
important	중요하다
familie	가족
familie	가족과
familie	패밀리
politic	정치
politic	정치적
funcția	함수
lucrări	웍스
lucrări	작동
lucrări	작품
publicat	게시
publicat	출판
publicat	출판됨
curs	코스
curs	과정
probabil	아마도
probabil	아마
sistem	체계
sistem	시스템
politice	정치
politice	정치적
sudul	남부
sudul	남방
sudul	남부
sudul	사우스
sudul	남쪽
vreme	날씨
autor	작가
autor	저자
autor	제작자
autor	작성자
mediu	환경
mediu	평균
mediu	미디엄
mediu	미디어
mediu	중간
spania	스페인인
spania	스페인
funcție	함수
categoria	카테고리
categoria	범주
categoria	분류
nivel	레벨
nivel	수준
web	웹툰
top	인기
top	top
mihail	마이클
mihail	미하엘
mihail	미카엘
biserică	교회
realizat	실현
realizat	달성
filme	필름
filme	영화
filme	영화
căsătorit	결혼
png	png
muzeul	박물관
city	도시
city	시티
odată	한번
odată	once
luptă	전투
luptă	배틀
luptă	싸워라
luptă	싸움
luptă	싸우기
luptă	싸워
luptă	싸우다
unit	united
unit	유나이티드
luni	개월
luni	월요일부터
luni	월요
luni	먼데이
luni	월요일
zone	영역
radio	라디오방송
radio	라디오
romano	로마노
istorică	사적
istorică	역사
deja	이미
deja	벌써
monument	기념탑
monument	기념물
monument	모뉴먼트
monument	기념비
dreapta	오른쪽
moment	순간
componenta	컴포넌트
componenta	구성요소
cantonul	캔턴
vârsta	연령
vârsta	나이에
vârsta	나이
toți	모두
toți	전체
bază	기지
bază	베이스
ultima	마지막
ultima	라스트
origine	출처
recensământ	인구조사
actor	배우
literatură	문학
anderson	앤더슨
veche	늙은
veche	오래된
participat	참가
guvernul	정부
estul	동부
estul	이스트
estul	동쪽
total	총액
total	전체
total	완전히
japonia	재팬
japonia	일본
petru	베드로
petru	피터
conte	카운트
alba	알바
bavaria	바이에른
roma	로마
roma	로마
specii	종족
cupa	cup
bătălia	전투
bătălia	배틀
ceva	무엇인가
ceva	something
ceva	뭔가
ceva	무언가
membri	멤버
membri	구성원
membri	멤버들
calitate	품질
calitate	퀄리티
calitate	화질
calitate	화질이
scrie	쓰기
scrie	글쓰기
euro	유로로
euro	유로
uniunii	동맹
uniunii	연맹
uniunii	유니언
uniunii	연합
scurt	짧게
scurt	쇼트
scurt	짧은
mama	엄마
mama	엄마
mama	어머니
creat	생성
creat	만들었습니다
campionatul	챔피언십
campionatul	챔피언쉽
del	del
locuri	음식점
locuri	장소
locuri	좌석
locuri	자리
uri	uri
mănăstirea	수도원
america	아메리카
produs	제작
produs	제품
ultimul	마지막
ultimul	라스트
președintele	회장
președintele	대통령
brazilia	브라질
james	제임스
declarat	선포
surse	소스
surse	출처
obicei	버릇
obicei	습관
compania	회사
compania	컴퍼니
compania	기업
sezonul	시즌
sezonul	계절
central	중부
central	센트럴
unii	일부
liga	동맹
liga	리그
liga	리가
rol	역할
loire	루아르
india	인디아
india	인도
uniunea	동맹
uniunea	연맹
uniunea	유니언
uniunea	연합
obținut	달성
cărți	카드
opera	opera
opera	오페라
rock	바위
rock	rock
zonă	지대
zonă	zone
zonă	영역
zonă	구역
zonă	영역
zonă	지역
zonă	면적
stil	스타일
video	동영상
video	비디오
teatru	연극
teatru	극장
teatru	영화관
teatru	연극
teatru	극장
ziarul	신문
www	www
militară	군사
post	게시
post	게시글
post	포스트
post	게시물
românesc	루마니아
românesc	루마니아인
românesc	루마니아어
plus	플러스
richard	리차드
richard	리처드
china	중국인
china	중국
china	차이나
codul	코드
codul	부호
administrația	행정학
fiica	딸이
scopul	aim
scopul	조준
scopul	목적
scopul	목표
grupul	그룹
grupul	집단
victor	빅토르
victor	빅터
michael	마이클
michael	미하엘
michael	미카엘
londra	런던
poziția	직위
poziția	위치
poziția	포지션
charles	샤를
charles	찰스
albumul	앨범
albumul	음반
diverse	기타
șase	여섯
director	디렉터
director	감독
director	디렉토리
director	디렉터리
website	웹사이트
militar	군사
originală	원본
originală	오리지널
state	상태
state	국가
pop	pop
azi	오늘도
azi	오늘
uneori	때로는
uneori	가끔은
uneori	가끔
uneori	때때로
university	대학교
university	대학
trimis	보냄
trimis	전송
henric	헨리
folosite	사용함
folosite	사용됨
folosite	사용
jumătate	절반
capitala	자본
capitala	수도
capitala	캐피탈
capitala	자본주의
capitala	캐피털
fizice	물리적
fizice	물리
mexico	멕시코
activitate	활동
mesa	메사
sfântul	세인트
științe	과학
soția	마누라
soția	와이프
soția	아내
metri	미터
metri	미터
imperiului	엠파이어
imperiului	제국
centrală	중부
centrală	센트럴
vii	vii
singur	홀로
singur	혼자
singur	싱글
singur	단일
singur	외로워
singur	외로운
singur	외로움
public	공공
public	공개
public	공중
public	공개적으로
nevoie	필요함
oamenii	인간들
oamenii	인간
oamenii	국민
oamenii	사람
oamenii	명인
oamenii	사람들
caz	대소문자
caz	케이스
caz	사례
televiziune	텔레비전
curtea	법정
curtea	재판소
curtea	법원
probleme	문제
probleme	쟁점
probleme	이슈
probleme	문제
publice	공공
publice	공개
publice	공중
regia	감독
plan	플랜
plan	계획
naturale	자연
naturale	천연
facultatea	대학교
facultatea	대학
facultatea	칼리지
facultatea	대학생
facultatea	학부
facultatea	교수
pământ	earth
pământ	대지
pământ	지구
pământ	육지
pământ	랜드
viena	비엔나
principale	메인
prim	소수
prim	프라임
prim	프림
prim	슈프림
arte	예술
alți	기타
alți	다른
seria	시리즈
dezvoltarea	개발
dezvoltarea	발달
dezvoltarea	개발
direct	똑바로
direct	스트레이트
direct	직접
direct	직통
direct	direct
direct	다이렉트
șef	과장
șef	치프
palatul	궁궐
palatul	궁전
termenul	용어
altele	기타
altele	다른
altele	기타
auto	자동
africa	아프리카
religie	종교
conducerea	경영
conducerea	관리
conducerea	지도력
conducerea	리더십
asia	아시아
final	종료
final	끝내기
final	기말고사
final	파이널
final	결승전
para	pear
următoarea	다음
următoarea	넥스트
părți	부품
părți	부분
părți	파티
fratele	오빠
fratele	아우
membrii	멤버
membrii	구성원
membrii	멤버들
acord	동의
acord	협정
acord	합의
ambele	둘다
teatrul	연극
teatrul	극장
teatrul	영화관
teatrul	연극
teatrul	극장
stânga	좌파
stânga	왼쪽
press	프레스
press	누르기
traducere	번역기
traducere	번역
ludovic	루이스
ludovic	루이
dumnezeu	하느님
dumnezeu	하나님
momentul	순간
drumul	도로
drumul	로드
evenimente	이벤트
evenimente	행사
publică	공공
publică	공개
publică	공중
publică	게시
publică	출판
publică	발행
arad	아라드
poet	시인
peter	베드로
peter	피터
victoria	빅토리아
fondat	설립
sovietică	소련
nivelul	레벨
nivelul	수준
rus	러시아인
rus	러시아어
poartă	대문
poartă	게이트
poartă	착용
martin	마르틴
martin	마틴
observatorul	천문대
observatorul	옵저버
observatorul	관찰자
observatorul	옵서버
adrian	아드리안
https	https
romane	소설
pas	스텝
pas	단계
pas	걸음
spus	말했다
united	united
united	유나이티드
păianjeni	거미
biserici	교회
berlin	베를린
proiectului	프로젝트
lumina	가볍게
lumina	가벼운
lumina	라이트
lumina	가벼움
elemente	상품
elemente	항목
elemente	품목
elemente	아이템
elemente	원소
piatră	스톤
piatră	석기
piatră	바위
piatră	rock
produse	제품
produse	상품
produse	제품
romania	루마니아
romania	루마니아인
romania	루마니아어
thomas	토머스
thomas	토마스
sec	sec
piese	트랙
piese	부품
piese	부분
piața	마켓
piața	시장
găsit	찾았다
găsit	찾았습니다
găsit	발견됨
muzica	음악
muzica	뮤직
folosită	사용함
folosită	사용됨
folosită	사용
casă	하우스
casă	집에
casă	고향
casă	집으로
casă	가정
afaceri	업체
afaceri	사업
afaceri	비즈니스
vestul	서쪽
vestul	서부
vestul	웨스트
legătură	링크
grecia	그리스
liber	free
liber	무료
liber	자유
pagini	페이지
national	국립
national	내셔널
national	국민
moscova	모스크바
comunist	공산주의자
britanic	브리티시
britanic	영국인
britanic	영국
linia	라인
medie	평균
medie	미디엄
medie	미디어
medie	중간
medie	평균
sovietice	소련
puterea	체력
puterea	파워
puterea	전력
puterea	권력
puternic	강한
puternic	스트롱
puternic	강력
puternic	강력한
puternic	강력하다
oficială	공식
oficială	official
legea	법칙
legea	법률
legea	법학
pierdut	분실
pierdut	로스트
pierdut	잃어버린
afara	밖에서
afara	외부
afara	바깥
afara	아웃
cariera	경력
cariera	직업
cariera	커리어
germani	독일인
rezultat	결과
structura	구조물
structura	구조
nordul	북부
nordul	북쪽
nordul	노스
nordul	북부
ușor	쉽게
ușor	쉬운
ușor	쉬워
ușor	아쉬운
ușor	약간
putere	체력
putere	파워
putere	전력
putere	권력
anumite	특정
adevărul	진실
adevărul	진리
black	검은색
black	검정
black	검정색
black	블랙
ediția	에디션
fiu	아들
naturală	자연
naturală	천연
consiliului	협의회
consiliului	평의회
importantă	중요
importantă	중요하다
cetatea	포트리스
cetatea	요새
suprafața	표면
suprafața	지표면
premii	수상
premii	어워드
premii	상금
puncte	dots
puncte	반점
puncte	점수
puncte	지점
puncte	포인트
prințul	프린스
prințul	왕자
meteorologie	기상학
lungime	길이
social	사회주의
social	사회
social	사회적
rapid	빠른
rapid	빠르다
rapid	빨라
rapid	빠름
generalul	장군
generalul	일반
generalul	일반인
femei	여자들
femei	여자
femei	여성
international	국제
international	인터내셔널
descrierea	설명
descrierea	묘사
școală	학교
școală	학교는
școală	스쿨
școală	학원
original	원본
original	오리지널
șapte	세븐
șapte	일곱
plante	식물
plante	식물학
kiev	키예프
ediție	에디션
locale	로컬
locale	현지
ocupat	바쁜
ocupat	바쁘다
ocupat	바빠
ocupat	점령
adesea	자주
volumul	볼륨
louis	루이스
louis	루이
australia	오스트레일리아
australia	오스트레일리아의
continuă	계속
continuă	계속하기
referințe	참조
referințe	참고
online	온라인
media	미디어
permite	허용
permite	허용하기
nimic	아무것도
consiliul	협의회
consiliul	평의회
literară	문학
simplu	단순
simplu	간단
simplu	심플
simplu	단순한
simplu	간단하다
simplu	간단한
imediat	즉시
canada	캐나다
punctul	지점
punctul	포인트
wilhelm	윌리엄
sociale	사회주의
sociale	사회
sociale	사회적
grigore	그레고리
grigore	그레고리우스
științifică	과학
planet	행성
planet	플래닛
joseph	조셉
joseph	요제프
joseph	조제프
joseph	조지프
joseph	요셉
arheologice	고고학
case	대소문자
case	케이스
case	사례
case	주택
art	예술
art	미술
art	아트
stabilit	설립
politician	정치인
politician	정치가
politician	정치
scurtă	짧게
scurtă	쇼트
scurtă	짧은
detalii	세부사항
detalii	상세
detalii	자세히
detalii	세부사항
trupele	군대
internet	인터넷
real	진짜
real	리얼
real	레알
cultura	문화
romanul	소설
problema	문제
volume	볼륨
americană	아메리칸
americană	미국인
mesaj	메시지
mesaj	메세지
hartă	지도
internațională	국제
internațională	인터내셔널
academia	아카데미아
academia	아카데미
legate	연결됨
legate	관련
persoană	사람
complet	완료
complet	완성
complet	완전히
major	전공
major	메이저
totală	총액
totală	전체
cultură	문화
obiective	목표
obiective	목표
obiective	타겟
actriță	배우
actriță	여배우
măsură	측정
măsură	측도
abu	abu
catolică	가톨릭주의
catolică	가톨릭
deschis	오픈
deschis	열기
joc	게임
joc	경기
parcul	파크
parcul	공원
stare	상태
stare	상태
stare	국가
stare	조건
ferdinand	페르디난트
fizică	물리학
fizică	물리
fizică	물리적
fizică	물리
man	남자
man	남성
man	사람
procesul	프로세스
procesul	절차
procesul	과정
procesul	재판
unități	유닛
unități	단위계
unități	단위
cale	경로
cale	path
clasa	학급
clasa	계급
clasa	클래스
clasa	수업
lipsa	부족
proiect	프로젝트
santa	산타
administrativ	행정
naștere	출생
naștere	탄생
naștere	출산
calea	경로
calea	path
stadion	경기장
stadion	스타디움
greacă	그리스어
greacă	그리스
roșu	붉은
roșu	붉은색
roșu	레드
roșu	빨간색
roșu	빨강
articolele	기사
lupta	파이팅
lupta	싸워라
lupta	싸움
lupta	싸우기
lupta	싸워
lupta	싸우다
văzut	읽음
văzut	쏘우
niciodată	절대
niciodată	never
niciodată	절대로
economice	경제
otoman	오스만
împăratul	황제
împăratul	천황
divizia	사단
divizia	디비전
metal	메탈
metal	금속
monumente	기념물
monumente	기념비
muhammad	무하마드
muhammad	무함마드
dezvoltare	개발
dezvoltare	발달
cursul	코스
cursul	과정
construcție	공사
construcție	건설
construcție	건축
alb	하얀
alb	화이트
alb	흰색
alb	하얀색
alb	하얗게
bulgari	불가리아인
bulgari	불가리아어
bulgari	불가리아
bulgari	불가리아인
verde	녹색
verde	그린
verde	초록색
verde	초록
urmează	팔로우
maghiari	헝가리인
debit	플로
debit	플로우
debit	흐름
debit	직불카드
arată	표시
arată	보이기
arată	공연
acțiune	행동
acțiune	활동
acțiune	작업
acțiune	동작
acțiune	액션
saxonia	작센
include	포함
include	포함
include	포함됨
obține	get
obține	받기
league	동맹
league	리그
daniel	다니엘
daniel	대니얼
destul	충분해
destul	충분한
destul	충분히
jurnalul	학술
jurnalul	학술지
jurnalul	저널
jurnalul	일기장
jurnalul	다이어리
jurnalul	일기
turistice	관광객
live	생방송
live	라이브
publicate	게시
publicate	출판
publicate	출판됨
situația	상황
situația	상황이
maghiară	헝가리
maghiară	헝가리어
negru	검은색
negru	검정
negru	검정색
negru	블랙
omul	남자
omul	남성
omul	사람
interes	이자
interes	관심사
interes	관심
interes	흥미
știință	사이언스
știință	과학
alții	기타
teoria	이론
karl	카를
folosește	이용하기
folosește	사용하기
folosește	사용
folosește	이용
folosește	사용하다
valoare	가치
civil	민간
civil	민간인
armată	군사
armată	육군
armată	군대
tudor	튜더
modul	모드
modul	모듈
modul	플러그인
regizat	감독
albert	알베르트
albert	앨버트
sursă	소스
sursă	원본
sursă	출처
lacul	호수
lacul	호야
italian	이탈리아
italian	이탈리아인
italian	이탈리아어
schimb	교환
schimb	바꾸기
schimb	스왑
singură	홀로
singură	혼자
singură	싱글
singură	단일
culoare	색상
culoare	컬러
culoare	색상
culoare	컬러
chitară	guitar
chitară	기타
muncă	퇴근
muncă	직장
muncă	작업
model	모델
model	모형
model	템플릿
trece	패스
folosind	사용하기
literare	문학
găsește	찾기
studio	스튜디오
materiale	물질
materiale	재료
materiale	소재
materiale	재료
dezvoltat	선진
populară	인기가요
populară	인기
populară	인기가
frederic	프레더릭
frederic	프리드리히
corpul	시체
corpul	몸매
corpul	몸매가
elena	엘레나
populare	인기가요
populare	인기
populare	인기가
ideea	아이디어
ideea	idea
autori	작가
autori	제작자
autori	작성자
diagrama	다이어그램
diagrama	도표
cercetare	조사
cercetare	연구
actual	현재
actual	전류
companie	회사
companie	컴퍼니
companie	기업
controlul	통제
controlul	제어
controlul	제어하기
controlul	컨트롤
california	캘리포니아
artist	음악가
artist	예술가
artist	아티스트
artist	아티스트가
pace	피스
pace	peace
pace	평화
societatea	사회
evrei	유대인
sens	센스
sens	감각
formula	공식
formula	포뮬러
meci	일치하기
meci	일치합니다
meci	매치
meci	일치
contra	콘트라
contra	카운터
utilizator	사용자
suedia	스웨덴
locuitorii	레지던트
locuitorii	주민들
prințesa	공주
prințesa	공주님
prințesa	프린세스
comunitatea	커뮤니티
comunitatea	공동체
cap	헤드
cap	머리
cap	cap
echipă	team
cuvinte	words
cuvinte	단어
colaborare	콜라보레이션
colaborare	협력
colaborare	협업
jocurile	게임
literatura	문학
mijlocul	중순
mijlocul	미드
mijlocul	mid
personal	개인적
personal	개인적인
personal	개인용
personal	개인
personal	개인적으로
personal	직원
personal	스탭
personal	직원들
regizor	디렉터
regizor	감독
albă	하얀
albă	화이트
albă	흰색
albă	하얀색
albă	하얗게
cine	who
star	항성
inferioară	아래쪽
marie	마리야
marie	마리
muzical	뮤지컬
literar	문학
situl	사이트
publicată	게시
publicată	출판
publicată	출판됨
antrenor	트레이너
antrenor	코치
atac	공격
atac	폭행
atac	공격
copil	베이비
copil	아기
copil	아이유
discuri	디스크
discuri	레코드
discuri	디스크
port	항구
port	포트
numere	숫자
scrise	서면
clubul	클럽
romi	로마
infanterie	보병
pierre	피에르
pagină	페이지
xvi	xvi
cineva	누군가
cineva	누군가
europei	유럽
voce	목소리
voce	음성
liberă	free
liberă	무료
liberă	자유
greu	무겁게
greu	무거워
greu	무거운
greu	무거움
greu	열심히
greu	하드
greu	어려워
greu	힘든
greu	터프
crescut	길러
rezoluție	해상도
rezoluție	결의
proiectul	프로젝트
olanda	네덜란드
olanda	네덜란드령
olanda	네덜란드인
olanda	홀랜드
henry	헨리
finală	기말고사
finală	파이널
finală	결승전
israel	이스라엘
intrarea	항목
intrarea	입구
vară	여름
compozitor	작곡가
versiunea	버전
prezența	존재
vladimir	블라디미르
motiv	동기
motiv	이유
neagră	검은색
neagră	검정
neagră	검정색
neagră	블랙
popular	인기가요
popular	인기
