категорија	categorie
него	hem
покрај	naast
сепак	desalniettemin
сепак	niettemin
сепак	nog
сепак	toch
постојат	besta
постојат	bestaan
своите	its
објект	voorwerp
објект	object
објект	faciliteit
јануари	januari
систем	systeem
систем	stelsel
име	naam
десно	juist
десно	recht
десно	rechts
основни	essentiële
основни	onmisbaar
основни	essentieel
основни	fundamentele
основни	basic
сателитот	satelliet
можат	kan
можат	kunt
можат	kunnen
користи	gebruiken
користи	gebruik
нив	hen
класификација	indeling
класификација	classificatie
група	groep
група	fractie
истражувања	enquêtes
истражувања	onderzoek
истражувања	research
прв	eerste
прв	eerst
држави	staten
држави	landen
откриен	gedetecteerd
откриен	ontdekt
откриен	onthulde
откриен	onthuld
проучување	studeren
проучување	studeer
проучување	studeren
проучување	studie
проучување	bestuderen
пат	pat
пат	weg
галаксии	sterrenstelsels
август	august
август	augustus
вклучен	betrokken
вклучен	verloofd
предмет	item
предмет	voorwerp
предмет	object
предмет	onderwerp
предмет	proefpersoon
предмет	subject
астрономски	astronomische
соѕвездие	sterrenbeelden
соѕвездие	constellatie
соѕвездие	sterrenbeeld
набљудување	observatie
набљудување	waarneming
набљудување	observaties
мај	mogen
мај	may
мај	mei
мај	mag
мај	moge
истражувачи	ontdekkingsreizigers
истражувачи	verkenners
истражувачи	onderzoekers
критериуми	criteria
март	maart
март	marcheren
користена	gebruikt
користена	gebruikte
ѕвезди	sterren
голема	large
голема	groot
голема	grote
голема	big
голема	groot
голема	grote
секој	iedereen
секој	iemand
секој	elk
секој	ieder
секој	iedere
секој	elke
цел	doelstelling
цел	doel
цел	goal
цел	doelpunt
поделби	splitsingen
поделби	afdelingen
поделби	divisies
јули	juli
америка	amerika
америка	amerika
цар	tsaar
цар	keizer
цар	tsaar
често	regelmatig
често	veelvuldig
често	frequent
често	vaak
често	dikwijls
често	vaak
поправени	vaste
поправени	gerepareerd
поправени	hersteld
поправени	gerepareerd
припаѓа	behoort
припаѓа	hoort
истражување	enquete
истражување	enquête
истражување	onderzoek
истражување	research
работи	dingen
работи	werkt
работи	werken
работи	werkend
работи	werken
работи	werkende
работи	spul
работи	spullen
градови	steden
места	plaatsen
места	vlekken
места	plekken
места	spots
места	zetels
места	stoelen
места	zitplaatsen
места	slots
април	april
роден	born
роден	geboren
октомври	oktober
октомври	october
земја	land
земја	aarde
земја	earth
повторно	alweer
повторно	opnieuw
повторно	nogmaals
око	oog
око	eye
франција	frankrijk
димензии	afmetingen
димензии	dimensies
округот	county
округот	graafschap
округот	gouw
округот	shire
позната	bekende
позната	gekend
позната	gekende
позната	bekend
позната	beroemde
позната	beroemd
позната	vertrouwd
позната	bekend
нивните	hun
галаксија	sterrenstelsel
галаксија	melkwegstelsel
галаксија	galaxy
галаксија	melkweg
игри	games
игри	spelletjes
игри	spellen
деклинација	declinatie
историја	geschiedenis
откако	na
откако	after
ноември	november
јуни	juni
јуни	june
лакот	buigen
лакот	bow
лакот	buig
лакот	boeg
лакот	buiging
лакот	boog
теме	hoekpunt
станува	wordt
живот	life
живот	leven
настани	gebeurtenissen
настани	evenementen
ширина	breedte
култура	cultuur
пласман	klassement
центар	centrum
центар	centreren
центар	centrum
центар	centreren
втората	tweede
население	bevolking
население	populatie
декември	december
мери	meri
мери	mary
мери	maria
трае	duurt
дела	werkt
дела	werken
дела	aktes
дела	daden
дела	della
ден	dag
ден	dagje
состојба	staat
состојба	state
состојба	conditie
состојба	aandoening
состојба	voorwaarde
состојба	toestand
дијаметар	diameter
рим	rome
особено	vooral
означена	gelabeld
означена	gemarkeerd
италија	italia
италија	italië
тогаш	dan
тогаш	daarna
реката	rivier
реката	river
леќа	lens
леќа	objectief
земји	landen
шаблон	patroon
шаблон	sjabloon
шаблон	template
вид	soort
член	lid
член	artikel
беа	waren
познат	bekende
познат	gekend
познат	gekende
познат	bekend
познат	beroemde
познат	beroemd
округ	county
округ	graafschap
округ	district
затоа	daarom
американски	amerikaan
американски	amerikaans
американски	amerikaanse
област	oblast
област	gebied
област	oppervlakte
јужна	zuidelijk
јужна	zuid
јужна	zuiden
едно	one
едно	één
едно	een
едно	eén
етапа	podium
етапа	fase
етапа	toneel
етапа	stadium
забележан	ziende
износ	bedrag
филмови	films
филмови	films
филмови	bioscoop
англиски	engels
англиски	engelsen
бугарија	bulgarije
првенство	kampioenschap
опсерваторија	observatorium
дури	zelfs
грција	griekenland
однос	geslachtsgemeenschap
однос	relatie
содржи	bevat
милиони	miljoen
милиони	miljoenen
збор	woord
нивната	hun
февруари	februari
работа	job
работа	baan
работа	werk
работа	arbeid
работа	werken
функција	functie
држава	land
држава	staat
држава	state
календари	kalenders
секоја	elk
секоја	ieder
секоја	iedere
секоја	elke
секоја	elk
секоја	ieder
секоја	elke
русија	rusland
постои	bestaat
метри	meters
метри	meter
метри	meters
метри	meter
нејзината	haar
големи	large
големи	groot
големи	grote
големи	big
големи	groot
големи	grote
четири	four
четири	vier
џон	johannes
џон	john
џон	jon
олимписки	olympic
олимписки	olympisch
делови	onderdelen
делови	delen
политика	beleid
политика	politiek
видови	rassen
видови	variëteiten
видови	diersoort
видови	diersoorten
видови	soorten
видови	soort
империја	keizerrijk
империја	rijk
империја	imperium
империја	empire
главен	chef
главен	chief
главен	opperhoofd
главен	belangrijkste
главен	voornaamste
главен	main
врска	link
врска	koppeling
врска	relatie
врска	binding
врска	obligatie
врска	bond
свети	shine
свети	glans
свети	schijnen
свети	heilig
свети	heilige
свети	geheiligd
свети	heilige
свети	gloeien
свети	gloed
вклучувајќи	inclusief
телескоп	telescoop
групи	groepen
најчесто	voornamelijk
најчесто	hoofdzakelijk
најчесто	meestal
најчесто	vooral
награда	beloning
награда	belonen
награда	onderscheiding
награда	gunning
значи	gemiddelde
значи	gemeen
значи	mean
значи	betekend
значи	betekent
разговор	conversatie
разговор	gesprek
разговор	chatten
разговор	chat
филм	filmpje
филм	film
филм	film
википедија	wikipedia
крај	einde
крај	beëindigen
крај	eind
вода	water
резултат	scoren
резултат	score
резултат	resultaat
улога	rol
претседател	president
претседател	voorzitter
училиште	school
страница	bladzijde
страница	pagina
западна	western
западна	westelijk
нови	nieuw
нови	nieuwe
песни	nummers
песни	liederen
песни	songs
песни	liedjes
организација	organisatie
организација	organisatie
лидери	leiders
познато	vertrouwd
познато	bekend
случај	geval
случај	case
случај	zaak
редослед	orde
редослед	bestellen
редослед	order
редослед	bestelling
сезона	seizoen
игра	wedstrijd
игра	spel
игра	spelletje
веќе	al
веќе	reeds
основа	gronden
основа	grondslag
населба	vereffening
населба	nederzetting
населба	schikking
населба	afwikkeling
населба	buurt
населба	nabuurschap
сили	forces
сили	krachten
обично	meestal
обично	gewoonlijk
обично	normaliter
обично	gewoonlijk
обично	normaal
обично	gebruikelijke
обично	gebruikelijk
подредени	ondergeschikten
бројни	talrijk
бројни	talrijke
промени	veranderingen
промени	wijzigingen
промени	veranderen
промени	wijziging
промени	wijzigen
промени	verandering
промени	veranderingen
разлика	onderscheid
разлика	diff
разлика	verschil
разлика	verschil
употреба	gebruik
употреба	gebruiken
употреба	gebruik
форма	shape
форма	vorm
форма	form
форма	vorm
форма	formulier
договор	deal
договор	overeenkomst
договор	akkoord
договор	contract
договор	verdrag
изграден	gebouwde
изграден	gebouwd
изграден	gebouwd
изграден	geconstrueerd
некој	iedereen
некој	iemand
некој	iemand
некој	iemand
лига	league
лига	liga
лига	liga
влијание	impact
влијание	inslag
влијание	effect
влијание	botsing
влијание	beïnvloeden
влијание	invloed
влијание	beïnvloeding
членови	leden
починал	gestorven
починал	overleden
починал	stierf
површина	bovengronds
површина	oppervlak
површина	bureaublad
површина	desktop
неа	haar
неа	nea
после	na
после	after
фудбалери	voetballers
острови	eilanden
острови	isles
вештачки	kunstmatig
вештачки	kunstmatige
вештачки	kunstmatig
самиот	mijzelf
самиот	zelf
самиот	mezelf
самиот	ikzelf
самиот	jezelf
самиот	jijzelf
самиот	uzelf
ред	orde
ред	bestellen
ред	order
ред	bestelling
ред	rij
ред	roei
ред	roeien
ред	row
лица	personen
лица	gezichten
почеток	start
почеток	begin
почеток	starten
почеток	beginnen
почеток	begin
народи	volkeren
син	zoon
син	son
албум	album
никола	nikola
никола	nicola
македонска	macedonische
македонска	macedonië
нова	nieuw
нова	nieuwe
австралија	australië
тур	rondreis
тур	tour
тур	rondleiding
тур	tournee
повеќето	meesten
повеќето	most
повеќето	meeste
повеќето	meest
александар	aleksandar
александар	aleksandr
александар	alexander
вилијам	willem
вилијам	william
татко	pap
татко	vader
татко	pa
татко	papa
татко	paps
татко	vader
движење	motion
движење	beweging
движење	motie
движење	verplaatsen
движење	bewegen
движење	bewegend
движење	verhuizen
движење	bewegingen
движење	verplaatsing
движење	beweging
дело	daad
дело	akte
дело	werk
дело	arbeid
дело	werken
дело	delo
власт	autoriteit
власт	gezag
власт	macht
власт	kracht
власт	power
власт	vermogen
прва	eerste
прва	eerst
мора	moeten
мора	moet
англија	engeland
англија	england
развој	ontwikkeling
развој	ontwikkelen
деца	kids
деца	kinderen
деца	kinderen
лево	linkse
лево	linker
лево	links
главно	voornamelijk
главно	hoofdzakelijk
главно	voornamelijk
главно	hoofdzakelijk
главно	meestal
главно	vooral
србија	servië
сега	nu
кариера	carrière
кариера	carriere
кариера	loopbaan
кариера	carrière
кариера	carrières
кариера	loopbaan
општини	gemeenten
храм	tempel
ниво	niveau
ниво	level
облик	shape
облик	vorm
тим	tim
тим	team
сателити	satellieten
ера	tijdperk
ера	era
музика	muziek
германски	duits
германски	duitse
видете	zien
видете	zie
археолошки	archeologisch
археолошки	archeologische
археолошки	archeologisch
археолошки	archeologische
близина	nabijgelegen
близина	dichtbij
дали	deed
дали	doet
универзитет	universiteit
море	zee
пати	tijden
пати	times
пет	vijf
пет	five
париз	parijs
целосно	volledig
целосно	volledig
целосно	compleet
поле	veld
минути	minuten
минути	notulen
листа	lijstje
листа	lijst
мала	kleine
мала	klein
мала	smal
мала	kleine
мала	weinig
мала	little
мала	klein
вредност	waarde
поделени	verdeelde
поделени	verdeeld
поврзани	verbonden
поврзани	aangesloten
поврзани	gekoppelde
поврзани	gelinkt
поврзани	verbonden
поврзани	gekoppeld
поврзани	gerelateerd
поврзани	verwant
поврзани	verwante
поврзани	gerelateerde
саксонија	saksen
свет	wereld
потекло	herkomst
потекло	oorsprong
потекло	afdalen
потекло	afdaling
потекло	dalen
потекло	herkomst
потекло	oorsprong
владетел	heerser
владетел	liniaal
шпанија	spanje
спорт	sport
спорт	sporten
програма	programma
програма	programmeren
програма	programma
мали	kleine
мали	klein
мали	smal
мали	kleine
мали	weinig
мали	little
мали	klein
мали	mali
куќа	huis
институции	instellingen
буда	boeddha
буда	buddha
трка	race
трка	ras
крал	konings
крал	king
крал	koning
таму	daar
таму	er
веднаш	onmiddellijk
веднаш	direct
веднаш	onmiddelijk
слика	foto
слика	imago
слика	beeld
слика	afbeelding
слика	schilderen
слика	verven
слика	schilderkunst
слика	schilderij
статија	artikel
ссср	ussr
статии	artikelen
статии	artikels
евреите	joden
француски	frans
француски	fransen
француски	franse
партија	feest
партија	partij
партија	feestje
партија	party
природни	natuurlijk
природни	natuurlijke
кралство	koninkrijk
државите	staten
река	rivier
река	river
политички	politiek
политички	politiek
политички	politieke
области	districten
области	wijken
области	gouvernementen
области	oppervlakten
области	gebieden
право	rechtdoor
право	straight
право	recht
право	juist
право	recht
право	rechts
серија	serie
серија	reeks
серија	reeksen
серија	series
енергија	energie
значајни	significant
значајни	betekenisvolle
значајни	zinvolle
значајни	zinvol
значајни	betekenisvol
островот	eiland
образование	opvoeding
образование	onderwijs
хершел	hershel
дена	dagen
дена	days
добро	lekker
добро	goed
извршување	uitvoeren
извршување	executeren
извршување	uitvoering
извршување	terechtstelling
извршување	executie
негово	zijn
нејзините	its
наведени	opgesomd
тука	hier
смртта	dood
смртта	doods
смртта	overlijden
римјаните	romeinen
родени	born
родени	geboren
натпревари	wedstrijden
натпревари	lucifers
натпревари	competities
натпревари	wedstrijden
натпревари	prijsvragen
натпревари	wedstrijden
егејска	egeïsche
албанија	albanië
книга	boek
речиси	bijna
азија	azië
песна	track
песна	spoor
песна	nummer
песна	song
песна	zang
песна	lied
песна	liedje
всушност	eigenlijk
боја	kleuren
боја	kleur
боја	schilderen
боја	verven
боја	verf
боја	kleur
прави	maakt
понекогаш	soms
води	leads
води	leidt
води	wateren
води	leiden
води	lood
води	loden
води	lead
поглед	weergave
поглед	uitzicht
поглед	bekijk
поглед	bekijken
заедница	gemeenschap
заедница	community
стил	stijl
стил	style
рок	rotsen
рок	rots
рок	steen
рок	rock
мухамед	muhamed
мухамед	muhammad
мухамед	mohammed
мухамед	muhammed
комитет	commissie
комитет	comité
африка	afrika
населени	bewoond
населени	bevolkt
континент	continent
животот	life
животот	leven
регион	regio
моќ	macht
моќ	kracht
моќ	power
моќ	vermogen
сила	sterkte
сила	kracht
сила	forceren
сила	kracht
сила	force
исток	oosten
исток	oost
извештај	verslag
извештај	rapporteren
извештај	rapport
лондон	londen
македонци	macedoniërs
кина	china
кина	porselein
права	rechten
елементи	elementen
елементи	vermeldingen
елементи	inzendingen
елементи	ingangen
теорија	theorie
најголем	grootste
значење	betekenis
значење	betekenis
орбита	orbitale
езеро	meer
руски	russisch
руски	rus
руски	russische
битола	bitola
соодветната	overeenkomstige
соодветната	corresponderende
нешто	iets
црна	zwarte
црна	black
црна	zwart
натпревар	concurrentie
натпревар	mededinging
натпревар	competitie
натпревар	match
натпревар	wedstrijdje
натпревар	wedstrijd
натпревар	prijsvraag
смрт	dood
смрт	doods
смрт	overlijden
мислења	adviezen
мислења	meningen
мислења	opinies
културни	cultureel
културни	culturele
милениум	millennium
пари	geld
средината	middenveld
средината	midden
најголема	grootste
најголема	grootst
најголема	grootste
најголема	grootste
веб	web
петар	petrus
петар	peter
петар	petar
царство	koninkrijk
царство	keizerrijk
царство	rijk
царство	imperium
царство	empire
влада	regering
влада	overheid
јазикот	tongue
јазикот	tong
човек	menselijk
човек	menselijke
човек	mens
човек	man
направи	maken
направи	maak
направи	made
направи	gemaakt
мека	mekka
мека	soft
мека	zachte
мека	zacht
мал	kleine
мал	klein
мал	smal
мал	kleine
мал	weinig
мал	little
мал	klein
мал	mal
изградена	gebouwde
изградена	gebouwd
системи	systemen
семејство	familie
семејство	gezin
услови	eisen
услови	vereisten
услови	omstandigheden
услови	condities
услови	voorwaarden
услови	termen
услови	voorwaarden
пол	geslacht
пол	paulus
пол	paul
кралот	konings
кралот	king
кралот	koning
поголем	groter
поголем	groter
поголем	grotere
поголем	groter
заштита	bescherming
лав	lion
лав	leeuw
лав	leo
општествени	sociale
општествени	sociaal
турција	turkije
најмногу	meesten
најмногу	most
најмногу	meeste
најмногу	meest
најмногу	tops
најмногу	voornamelijk
најмногу	hoofdzakelijk
најмногу	meestal
најмногу	vooral
победа	win
победа	winnen
победа	zege
победа	overwinning
победа	victorie
победа	victory
мајка	mama
мајка	moeder
мајка	ma
мајка	mam
мајка	moeder
мајка	moedertje
малку	kleine
малку	weinig
малку	little
малку	klein
разни	diverse
разни	verschillende
дава	geeft
надвор	buiten
надвор	buitenkant
надвор	eruit
надвор	uit
надвор	out
клуб	club
слики	beelden
слики	afbeeldingen
слики	plaatjes
слики	fotos
војска	militairen
војска	militair
војска	militaire
војска	krijgsmacht
војска	leger
војска	landmacht
одредени	bepaalde
уметност	kunsten
уметност	kunst
уметност	kunst
помалку	minder
географија	geografie
географија	aardrijkskunde
ниту	noch
ниту	noch
растојание	afstand
растојание	compenseren
растојание	compensatie
растојание	gecompenseerd
растојание	verschuiving
втор	tweede
покраина	provincie
медина	medina
височина	hoogte
рем	remus
рем	rem
себе	mijzelf
себе	zelf
себе	mezelf
себе	ikzelf
себе	jezelf
себе	jijzelf
себе	uzelf
јован	jovan
јован	johannes
јован	john
извори	bronnen
жени	vrouwen
должина	lengte
големо	big
големо	groot
големо	grote
знаме	vlag
живи	levend
избран	uitverkorene
избран	uitgekozen
избран	gekozen
избран	uitverkoren
избран	geselecteerde
избран	geselecteerd
избран	uitgekozen
избран	gekozen
функции	functies
нирвана	nirvana
вели	zegt
вели	veli
секогаш	altijd
она	ze
она	zij
вкупно	totaal
прво	eerste
прво	eerst
вклучува	omvat
вклучува	inclusief
итн	etc
итн	enz
факултет	college
факултет	hogeschool
факултет	universiteit
факултет	faculteit
тип	guy
тип	kerel
тип	typ
тип	type
тип	soort
половина	helft
половина	half
софија	sofia
софија	sophia
месеци	maandenlang
месеци	maanden
знаменитости	bezienswaardigheden
знаменитости	bezienswaardigheden
жена	vrouw
жена	woman
жена	vrouw
жена	echtgenote
проблеми	problemen
проблеми	moeilijkheden
проблеми	problemen
претходно	eerder
претходно	voordien
претходно	vroeger
претходно	voorheen
претходно	eerder
претходно	voorgaande
претходно	vorig
претходно	vorige
претходно	eerdere
контрола	controle
контрола	control
училишта	scholen
север	noorden
север	noord
простор	ruimte
простор	spatie
стана	werden
стана	werd
војни	oorlog
војни	oorlogen
доаѓа	binnenkomende
доаѓа	inkomend
доаѓа	inkomende
доаѓа	komt
доаѓа	komen
доаѓа	coming
добива	krijgt
поголема	groter
поголема	grotere
поголема	groter
велика	velika
нивното	hun
сојуз	sojoez
сојуз	alliance
сојуз	verbond
сојуз	bondgenootschap
сојуз	alliantie
ниска	laag
ниска	low
ниска	lage
источна	oostelijk
источна	oostelijke
шест	zes
шест	six
никогаш	nooit
никогаш	never
линија	line
линија	lijn
види	zien
види	zie
види	kijk
верзија	versie
тело	lichaam
тело	body
историски	historische
историски	historisch
историски	historisch
историски	historische
книги	boeken
процес	proces
процес	verwerken
центарот	binnenstad
дом	thuis
дом	home
дом	huis
дом	startpagina
дом	dom
индија	india
исламска	islamitische
исламска	islamitisch
успеал	gelukt
успеал	geslaagd
главна	belangrijkste
главна	voornaamste
главна	main
јапонија	japan
советски	sovjet
грчки	griekse
грчки	grieks
грчки	griek
возраст	ouderdom
возраст	leeftijd
југ	zuid
југ	zuiden
музеј	museum
запад	west
запад	westen
запад	westelijk
писател	schrijver
писател	schrijfster
поп	pop
награди	beloningen
награди	prijsuitreiking
награди	awards
награди	onderscheidingen
зборови	woorden
официјално	ambtenaar
официјално	officiële
официјално	officieel
официјално	officieel
музички	muzikale
музички	musical
музички	muzikaal
единици	units
единици	eenheden
состав	essay
состав	opstel
состав	compositie
состав	samenstelling
полска	pools
полска	poolse
полска	polen
издание	editie
издание	uitgave
економија	economie
економија	economie
фаза	fase
фаза	podium
фаза	fase
фаза	toneel
фаза	stadium
средства	fondsen
втора	tweede
најдобар	best
најдобар	beste
парк	parkeren
парк	park
физика	natuurkunde
физика	fysica
стадион	stadion
стадион	stadium
марија	marija
марија	marja
марија	maria
куп	coop
куп	stelletje
куп	bunch
куп	stapelen
куп	opstapelen
куп	stapel
куп	kopje
куп	beker
народ	mensen
народ	personen
седиште	seat
седиште	zitplaats
седиште	stoel
седиште	zetel
цели	doelstellingen
цели	doelpunten
цели	goals
цели	doelen
успех	succes
успех	success
официјална	ambtenaar
официјална	officiële
официјална	officieel
долари	usd
долари	dollars
долари	dollar
долари	bucks
ракета	raket
ракета	rocket
ракета	raket
интернет	internet
општи	algemene
општи	generaal
општи	algemeen
доста	genoeg
белград	belgrado
храна	levensmiddelen
храна	voedsel
храна	eten
банка	bank
југославија	joegoslavië
архитектура	architectuur
манастир	klooster
манастир	klooster
односи	relaties
односи	betrekkingen
односи	relaties
врвот	top
врвот	bovenste
врвот	bovenkant
италијански	italiaanse
италијански	italiaan
италијански	italiaans
можност	gelegenheid
можност	kans
премиер	premier
дополнителни	bijkomend
дополнителни	bijkomende
дополнителни	aanvullend
дополнителни	aanvullende
дополнителни	extra
големина	grootte
големина	afmeting
големина	omvang
големина	formaat
големина	maat
уредување	edit
уредување	bewerk
уредување	bewerken
уредување	bewerken
борба	battle
борба	slag
борба	strijd
борба	gevecht
борба	veldslag
борба	worsteling
борба	worstel
борба	strijd
борба	vechten
борба	vechten
борба	strijd
борба	gevecht
борба	vecht
цркви	kerken
редовни	regelmatige
редовни	regulier
редовни	reguliere
редовни	regelmatig
планината	mount
планината	aankoppelen
производство	vervaardiging
производство	fabricage
производство	produktie
производство	productie
производство	fabricage
извор	bron
маса	tafel
маса	tafeltje
маса	tabel
маса	mass
маса	massa
планетата	planet
планетата	planeet
гора	gora
иван	ivan
карта	plattegrond
карта	kaart
карта	ticket
карта	kaartje
брег	oever
брег	wal
брег	bragg
брег	kust
посебно	vooral
посебно	speciaal
посебно	bijzonder
посебно	speciale
посебно	special
главни	belangrijkste
главни	voornaamste
главни	main
средина	omgeving
средина	milieu
средина	middelste
средина	middle
средина	midden
средина	centrum
средина	centreren
средина	centrum
средина	centreren
територија	grondgebied
територија	territorium
создавање	schepping
создавање	creatie
создавање	creëren
имаше	hadden
имаше	had
имаше	gehad
единица	eenheid
единица	unit
брат	bro
брат	broeder
брат	broer
брат	broertje
хрватска	kroatië
поделен	verdeelde
поделен	verdeeld
поделен	splitsen
поделен	split
армија	leger
армија	landmacht
рамнина	vlakten
рамнина	plains
рамнина	vlakte
рамнина	vlaktes
уметноста	kunst
случаи	gevallen
роман	roman
роман	romeinse
роман	romeins
роман	roman
востание	opstand
европски	europese
европски	europees
медал	medaille
постојано	voortdurend
постојано	doorlopend
постојано	continu
постојано	voortdurend
постојано	constant
постојано	continu
постојано	constante
постојано	constant
постоеле	bestonden
постоеле	bestond
џамија	moskee
животни	dieren
портал	portal
портал	poort
портал	portaal
шлезвиг	sleeswijk
закон	wet
мрежа	raster
мрежа	grid
мрежа	netwerk
пристап	toegang
оддалеченост	afstand
користење	gebruik
користење	gebruiken
канада	canada
среден	middelste
среден	middle
среден	midden
среден	medium
среден	middellange
среден	middelgrote
среден	middelgroot
окрузи	districten
окрузи	wijken
окрузи	provincies
војници	soldaten
војници	troepen
активности	activiteiten
активности	activiteit
активности	acties
активности	activiteit
финалето	finale
финалето	finales
материјал	materiaal
жените	vrouwen
победи	win
победи	winnen
победи	gewonnen
победи	won
победи	wint
последниот	laatste
зад	achter
птици	vogels
организации	organisaties
организации	organisaties
писмо	brief
писмо	letter
гол	naakt
гол	naakte
гол	doelstelling
гол	doel
гол	goal
гол	doelpunt
совет	adviezen
совет	advies
совет	tip
совет	fooi
совет	raad
човекот	man
национален	nationaal
национален	nationale
поголеми	groter
поголеми	grotere
поголеми	groter
носи	dragend
носи	dragen
носи	draagt
носи	brengt
носи	draag
носи	wear
носи	dragen
носи	slijtage
носи	carry
михаил	michail
михаил	mikhail
михаил	michiel
михаил	michaël
михаил	michael
михаил	mihail
џејмс	james
џејмс	jacobus
холштајн	holstein
брзо	snel
брзо	snelle
брзо	vlug
брзо	snel
брзо	vasten
брзо	snelle
брзо	fast
брзо	snel
брзо	vlug
солун	thessaloniki
форми	vormen
форми	formulieren
форми	vormen
страни	zijden
страни	zijkanten
страни	kanten
архитектурата	architectuur
куќи	huizen
прилеп	prilep
австрија	oostenrijk
победата	winnende
победата	winnend
победата	winning
победата	winnen
некропола	necropolis
роберт	robert
шведска	zweedse
шведска	zweeds
шведска	zweden
унгарија	hongarije
играч	speler
играч	player
националност	nationaliteit
модел	model
скоро	bijna
учество	deelneming
учество	participatie
учество	deelname
наса	nasa
поезија	poëzie
поезија	gedichten
позиција	positie
аеродром	vliegveld
аеродром	luchthaven
личности	personen
личности	figuren
личности	cijfers
личности	persoonlijkheden
екваторот	evenaar
студии	studies
региони	streken
холандија	nederland
холандија	holland
професор	professor
професор	hoogleraar
професор	leraar
професор	onderwijzer
професор	docent
професор	leerkracht
професор	lerares
планина	berg
римско	roman
римско	romeinse
римско	romeins
бара	vereist
карактеристики	karakteristieken
карактеристики	kenmerken
карактеристики	eigenschappen
карактеристики	functies
карактеристики	kenmerken
доволно	genoeg
локалитети	sites
врати	terugzetten
врати	herstellen
врати	terugzetten
врати	terugdraaien
врати	terugvallen
