در	porta
بزرگ	large
بزرگ	grande
بزرگ	grandes
بزرگ	big
بزرگ	grande
بزرگ	grandes
اروپا	europa
اروپا	europa
روستایی	rural
روستایی	rurais
روستایی	aldeão
روستایی	camponesa
روستایی	camponês
آمار	estatísticas
آمار	estatística
فعالیت	atividades
فعالیت	atividade
فعالیت	actividade
اشاره	dica
اشاره	sugestão
زاده	born
زاده	nascido
زاده	nascida
زاده	nasceu
محمد	mohammad
محمد	maomé
محمد	muhammad
محمد	maomé
محمد	mohamed
بریتانیا	britânico
بریتانیا	britânicos
بریتانیا	british
بریتانیا	britânia
بریتانیا	britannia
مانند	like
مانند	curta
مانند	como
چند	poucas
چند	poucos
چند	multi
شمالی	norte
شمالی	north
شمالی	norte
شمالی	setentrional
شمالی	northern
شمالی	carolina
آب	águas
آب	agua
آب	água
خورشیدگرفتگی	eclipse
ایرانی	persa
ایرانی	persas
ایرانی	irani
ایرانی	iraniana
ایرانی	iranianos
ایرانی	iraniano
اطلاعات	info
اطلاعات	informações
اطلاعات	informação
ایجاد	crie
ایجاد	criar
ایجاد	cria
ایجاد	criação
ایجاد	criando
ایجاد	criar
ایجاد	criação
ایجاد	construir
مالک	dona
مالک	proprietária
مالک	dono
مالک	proprietário
مالک	malik
امنیت	seguranças
امنیت	segurança
امنیت	segurança
نوع	type
نوع	digite
نوع	tipo
مردم	pessoas
مردم	povo
مردم	gente
دلیل	razão
دلیل	motivo
دلیل	causa
دلیل	cause
روستای	vila
روستای	aldeia
دور	far
دور	longe
دور	away
اولین	evelyn
مربوط	pertinente
مربوط	relevante
مربوط	pertinentes
مربوط	relevantes
مربوط	relacionados
مربوط	relacionada
مربوط	relacionadas
مربوط	relacionado
بار	carregar
بار	carga
بار	barr
بار	barra
بار	bar
دریا	mar
شما	tu
شما	você
شما	vc
شما	seu
شما	sua
برابر	iguais
برابر	igualar
برابر	equal
برابر	igual
برابر	iguais
برابر	igual
تولید	fabrico
تولید	fabricação
تولید	produção
تولید	gerar
تولید	gera
تپه	colina
تپه	hill
تنها	alone
تنها	sozinha
تنها	sozinho
تنها	sozinhos
تنها	só
تنها	apenas
تنها	somente
تنها	unicamente
تنها	solitária
تنها	solidão
تنها	solitário
تنها	solitários
علی	ali
شرقی	oriente
شرقی	leste
شرقی	east
شرقی	orientais
شرقی	oriental
شرقی	orientais
شرقی	oriental
شرقی	leste
شرقی	eastern
یونسکو	unesco
یونسکو	sítios
یونسکو	sites
برخی	alguns
برخی	algum
برخی	algumas
میان	mian
میان	entre
جهان	world
جهان	mundo
جهان	jahan
جام	xícara
جام	copa
جام	taça
جام	chávena
جام	copo
ها	hein
ها	né
ها	heim
ها	hummm
ها	hmmm
ارتفاع	altitude
ارتفاع	altura
کد	codigo
کد	código
کشف	descobriram
کشف	descoberta
کشف	descoberto
کشف	descobertos
کشف	descubra
کشف	descobre
کشف	descobrir
کشف	descubram
کشف	descobertas
کشف	descoberta
کشف	discovery
نشان	atalho
نشان	insígnia
نشان	distintivo
حذف	remoção
حذف	removendo
حذف	remover
حذف	excluindo
حذف	apagar
حذف	apagando
حذف	remova
حذف	remover
حذف	eliminar
حذف	apagar
حذف	excluir
حذف	apaga
حذف	eliminar
تلویزیونی	televisão
غربی	west
غربی	ocidente
غربی	oeste
غربی	ocidental
غربی	ocidentais
غربی	western
غربی	oeste
گرفته	tirada
گرفته	tomado
گرفته	levado
گرفته	tomadas
گرفته	tiradas
دوران	períodos
دوران	eei
شامل	incluído
شامل	incluídas
شامل	incluso
شامل	incluido
شامل	incluídos
شامل	inclua
شامل	inclui
شامل	incluem
شامل	incluir
شامل	inclui
شدن	obtendo
شدن	recebendo
شدن	ficando
بهترین	melhor
بهترین	melhores
بهترین	best
دولت	estaduais
دولت	state
دولت	estado
دولت	estadual
دولت	governo
همراه	móvel
همراه	telemóvel
همراه	celular
همراه	móveis
همراه	acompanhadas
همراه	acompanhada
همراه	acompanhado
همراه	acompanhados
همراه	acompanhou
همراه	conjunção
همراه	acompanhamento
همراه	acompanhando
چپ	esquerdo
چپ	left
چپ	esquerda
چپ	partiu
ایتالیا	italia
ایتالیا	itália
ایتالیا	italiana
ایتالیا	italianos
ایتالیا	italiano
صفحه	pagina
صفحه	página
صفحه	page
مجلس	parlamento
مجلس	montagem
مجلس	assembleia
مجلس	assembléia
تحت	sob
تحت	under
آغاز	comece
آغاز	comecem
آغاز	iniciar
آغاز	começa
آغاز	início
آغاز	começar
آغاز	começando
آغاز	iniciando
آغاز	início
آغاز	começo
آغاز	começando
آغاز	iniciando
ویکی	wiki
ویکی	vicky
راه	path
راه	caminho
راه	maneira
راه	way
کشتی	navios
کشتی	naves
کشتی	nave
کشتی	embarcação
کشتی	navio
کشتی	wrestling
کشتی	barco
کشتی	bote
کشتی	embarcação
بودند	estavam
بودند	foram
بودند	eram
الگو	padrão
توجه	atençao
توجه	atenção
بن	ben
همه	todos
همه	todas
همه	tudo
همه	todos
همه	todos
کوچک	small
کوچک	pequenos
کوچک	pequeno
کوچک	pequena
کوچک	pequenas
کوچک	pequeno
کوچک	pouco
کوچک	pequena
کوچک	little
کوچک	menores
کوچک	menor
کوچک	minor
ژاپن	japao
ژاپن	japão
رسمی	oficial
رسمی	funcionário
رسمی	official
رسمی	oficiais
رسمی	formais
رسمی	formal
اسلام	islam
اسلام	islã
اسلام	islamismo
اسلام	islão
سپتامبر	setembro
پرونده	case
پرونده	caso
پرونده	arquivo
پرونده	ficheiro
ماه	mês
ماه	meses
ماه	lua
ماه	moon
اوت	augusto
اوت	august
اوت	agosto
اوت	ago
اوت	agosto
هزار	milhares
هزار	mil
تابستانی	verão
تابستانی	summer
چون	porque
چون	pq
چون	quando
چون	when
آوریل	abr
آوریل	april
آوریل	abril
تغییر	mudando
تغییر	modificar
تغییر	modifica
تغییر	mudar
تغییر	mudança
تغییر	mudanças
تغییر	troco
مجموعه	recolha
مجموعه	colecção
مجموعه	coleção
سیاسی	politico
سیاسی	político
شکل	forma
شکل	shape
شکل	formar
شکل	forma
شکل	formulário
شکل	figura
شکل	figure
شکل	moldado
مارس	march
مارس	marchar
مارس	marcha
مارس	março
مارس	marte
مارس	mars
درخواست	pedir
درخواست	solicitação
درخواست	pedido
درخواست	solicitar
کیلومتر	quilómetro
کیلومتر	quilómetros
کیلومتر	quilômetros
کیلومتر	quilómetro
کیلومتر	quilômetro
کیلومتر	quilómetros
کیلومتر	quilômetros
جمله	frase
جمله	sentença
گردشگری	turismo
گردشگری	turistas
گردشگری	turista
شهری	urban
شهری	urbano
شهری	urbana
شهری	urbanas
شهری	urbanos
شهری	municipal
شهری	cidade
ممکن	possivel
ممکن	possíveis
ممکن	possível
لیگ	league
لیگ	liga
روسیه	russa
روسیه	russas
روسیه	russo
روسیه	russos
روسیه	russia
روسیه	rússia
منابع	fontes
منابع	recursos
نخستین	primeira
نخستین	primeiros
نخستین	primeiramente
نخستین	primeiro
شاه	king
شاه	rei
شاه	shah
شاه	xá
جنوب	sulistas
جنوب	sulista
جنوب	sul
جنوب	southern
جنوب	meridional
جنوب	sul
جنوب	south
طور	monte
طور	mount
طور	montar
طور	tur
تشکیل	formado
تشکیل	formada
تشکیل	formados
تشکیل	formação
فوت	foot
فوت	pé
فوت	foote
اکتبر	outubro
ژوئن	june
ژوئن	junho
امکان	possivel
امکان	possíveis
امکان	possível
امکان	possibilidade
نویسندگان	autores
سر	sar
سر	head
سر	cabeça
سر	cabeças
سر	cabeças
سر	chefes
حزب	partido
حزب	party
حزب	festa
ما	nossa
ما	nossas
ما	nossos
ما	nosso
فرهنگ	cultura
برندگان	vencedores
برندگان	ganhadores
برندگان	vencedoras
دیگری	outro
دیگری	outra
قابل	removível
بدون	sem
خانه	casa
خانه	home
خانه	casa
خانه	lar
دسامبر	dezembro
موارد	itens
موارد	artigos
موارد	casos
موارد	processos
هند	índia
هند	india
آلبوم	álbum
آلبوم	album
آلبوم	álbuns
آزاد	livre
آزاد	grátis
آزاد	free
آزاد	gratuito
چاپ	impressão
چاپ	print
چاپ	imprimir
چاپ	impressão
چاپ	imprimir
علمی	ciências
علمی	ciência
علمی	científico
علمی	científica
نوامبر	novembro
نوامبر	nov
آسیا	asiáticas
آسیا	asiática
آسیا	asiático
آسیا	asiáticos
شمال	norte
شمال	north
شمال	norte
شمال	setentrional
شمال	northern
پایان	end
پایان	final
پایان	terminar
پایان	fim
پایان	encerrando
پایان	terminando
علوم	ciências
علوم	ciência
علوم	ciências
جان	john
جان	joão
جان	joao
سید	sid
کالیفرنیا	califórnia
کالیفرنیا	california
قرن	século
قرن	century
بازیگر	atriz
بازیگر	actriz
بازیگر	ator
بازیگر	actor
صنایع	indústrias
صنایع	industria
صنایع	indústria
گونه	bochecha
گونه	bochechas
گونه	espécies
گونه	espécie
کانادا	canadá
کانادا	canada
کانادا	canadiano
کانادا	canadense
کانادا	canadenses
کانادا	canadian
اسپانیا	espanha
اسپانیا	castelhano
اسپانیا	espanhola
اسپانیا	espanhóis
اسپانیا	espanhol
زمین	earth
زمین	terra
رئیس	patroa
رئیس	patrão
رئیس	chefe
رئیس	boss
برزیل	brazil
برزیل	brasil
برزیل	brasileiros
برزیل	brasileiras
برزیل	brasileiro
برزیل	brasileira
سبک	light
سبک	luz
سبک	leve
سبک	style
سبک	estilo
بالا	topo
بالا	top
بالا	bala
جدید	novo
جدید	novas
جدید	novos
جدید	novidade
جدید	nova
تصویر	image
تصویر	imagem
غیر	non
حضور	atendimento
حضور	presenças
حضور	comparecimento
حضور	presença
وارد	ward
عضو	membro
عضو	donativo
عضو	doação
عضو	dádiva
میراث	legado
میراث	legacy
میراث	legados
میراث	herança
میراث	heritage
میراث	património
میراث	patrimônio
میراث	herança
زنان	mulheres
نظامی	militares
نظامی	militar
قمری	lunares
قمری	lunar
آذربایجان	azerbaijão
جای	lugar
جای	place
جای	local
جای	sítio
جای	jai
هیچ	qualquer
چین	chin
چین	queixo
چین	porcelana
چین	china
سیستم	system
سیستم	sistema
ظاهر	aparências
ظاهر	aparições
ظاهر	aparição
ظاهر	aparência
ظاهر	aparecimento
ظاهر	zahir
ظاهر	aparecer
ظاهر	aparecem
ادامه	continue
ادامه	continuem
ادامه	continuar
ادامه	continua
ادامه	continuaram
ادامه	continuação
ادامه	continuado
ادامه	continuou
درجه	grau
درجه	graus
درجه	patente
درجه	rank
درجه	posto
درجه	licenciatura
درجه	grau
درجه	graus
انتخاب	escolhendo
انتخاب	escolher
انتخاب	escolhe
انتخاب	escolha
انتخاب	escolher
انتخاب	selecionar
انتخاب	seleciona
انتخاب	seleccionar
انتخاب	selecione
انتخاب	escolha
موجود	disponível
موجود	disponíveis
موجود	disponivel
موجود	existindo
موجود	existente
موجود	existentes
دستی	manuais
دستی	manual
دستی	handheld
فقط	só
فقط	apenas
اعلام	declaradas
اعلام	declarada
اعلام	declarado
اعلام	declarou
اعلام	declarados
اعلام	declaração
اعلام	anunciar
اعلام	anuncie
نسبت	rácio
نسبت	proporção
اعضای	sócios
اعضای	membros
خراسان	khorasan
مسابقات	torneio
مسابقات	torneios
تلفن	fone
تلفن	telemóvel
تلفن	telefone
تلفن	telefone
داستان	story
داستان	história
داستان	histórias
سوم	iii
سوم	terceira
سوم	terço
سوم	terceiro
خط	line
خط	linha
قانون	lei
قانون	direito
قانون	law
قانون	leis
قانون	regra
درگذشت	morreu
درگذشت	morri
درگذشت	morreram
درگذشت	faleceu
علت	razão
علت	motivo
علت	causa
علت	cause
مهم	importante
مهم	importantes
منبع	fonte
منبع	origem
منبع	recursos
منبع	recurso
میلیون	milhões
میلیون	milhão
کمک	socorro
کمک	ajude
کمک	ajudar
کمک	ajuda
جهت	direcções
جهت	direções
جهت	indicações
جهت	direção
جهت	direcção
جهت	orientação
هوایی	antena
هوایی	aéreas
هوایی	aéreo
هوایی	aérea
هوایی	ar
هوایی	air
نمایش	mostra
نمایش	espetáculo
نمایش	mostrar
نمایش	show
آمریکای	america
آمریکای	américa
ناحیه	região
ناحیه	distrito
ناحیه	area
ناحیه	área
طراحی	concepção
طراحی	desenho
طراحی	design
طراحی	desenho
طراحی	projecção
آموزش	ensinando
آموزش	ensino
آموزش	ensinar
آموزش	formação
آموزش	treinamento
آموزش	treinos
آموزش	treino
آموزش	educação
آموزش	ensino
قلعه	reduto
قلعه	castelo
قلعه	fortaleza
ویرایش	edit
ویرایش	edita
ویرایش	editar
ویرایش	edite
ویرایش	editando
ویرایش	edição
حکومت	governo
نمایندگان	adjuntos
نمایندگان	representantes
نمایندگان	delegados
بازدید	visitado
بازدید	visitada
بازدید	visitei
بازدید	visitou
بازدید	visitados
بازدید	resenha
بازدید	revisão
بازدید	reexame
بازدید	rever
بازدید	visite
بازدید	visitar
بازدید	visita
بازدید	visitas
بازدید	visita
بازدید	visitando
شیمیایی	químico
شیمیایی	químicos
شیمیایی	química
شیمیایی	químicos
مساحت	area
مساحت	área
ادبیات	literatura
موضوع	tópicos
موضوع	tópico
موضوع	sujeito
موضوع	assunto
موضوع	objecto
شبکه	grade
شبکه	grelha
شبکه	grid
شبکه	network
شبکه	rede
برنامه	app
برنامه	aplicativo
برنامه	aplicação
برنامه	programar
برنامه	programa
برنامه	horário
برنامه	agendamento
برنامه	programação
برنامه	agendar
برنامه	programa
کاربران	utilizadores
کاربران	usuários
تولد	aniversários
تولد	aniversário
تولد	aniversario
تولد	parto
تولد	nascimento
تبدیل	conversão
تبدیل	converte
تبدیل	converter
تبدیل	converta
تبدیل	conversão
تبدیل	reconversão
تبدیل	transforme
تبدیل	transformada
تبدیل	transformar
تبدیل	transforma
تبدیل	transformações
تبدیل	transformação
دریایی	marinha
دریایی	marine
دریایی	marinho
دریایی	marinhos
سن	sen
سن	idade
سن	sena
سن	seine
سن	san
سن	santo
سن	saint
سن	santa
عربی	arabi
عربی	árabe
عربی	árabes
عربی	arábia
روش	roche
روش	método
بازیکن	player
بازیکن	reprodutor
بازیکن	jogador
بازیکن	jogadores
رفته	gone
رفته	ido
رفته	sumido
بودن	sendo
بودن	ser
نتیجه	desfecho
نتیجه	resultado
نتیجه	resultados
نتیجه	resultado
نتیجه	resultado
نتیجه	conclusão
انقلاب	revolution
انقلاب	revolução
تگزاس	texas
عراق	iraque
شروع	comece
شروع	comecem
شروع	iniciar
شروع	começa
شروع	início
شروع	começar
شروع	começando
شروع	iniciando
هنر	arts
هنر	artes
هنر	art
هنر	arte
زمینه	antecedentes
زمینه	fundo
قسمت	part
قسمت	parte
قسمت	episódios
قسمت	episódio
بررسی	verificando
بررسی	verificação
بررسی	verificar
بررسی	verifique
بررسی	confira
بررسی	verificação
مدیر	gerenciador
مدیر	gerente
مدیر	gestor
مدیر	administrador
مدیر	administradora
مدیر	principal
باز	abre
باز	aberto
باز	abra
باز	abrir
باز	aberta
باز	open
باز	costas
باز	volta
باز	voltar
باز	desbloqueado
ترکیه	turquia
ترکیه	turcos
ترکیه	turco
ترکیه	turca
ترکیه	turcas
مدال	medalha
مدال	medalhas
حقوق	salário
حقوق	lei
حقوق	direito
حقوق	law
حقوق	leis
حقوق	direitos
دی	dey
عمومی	genéricos
عمومی	genérica
عمومی	genéricas
عمومی	genérico
عمومی	público
عمومی	públicas
عمومی	pública
عمومی	públicos
عمومی	publico
عمومی	generalidades
عمومی	gerais
عمومی	geral
عمومی	general
حسین	hossein
حسین	hussein
حسین	hussain
ترجمه	traduzindo
ترجمه	traduzir
ترجمه	traduções
ترجمه	tradução
ترجمه	traduza
ترجمه	traduzir
ترجمه	traduz
دقیقه	acta
دقیقه	minutos
دقیقه	actas
دقیقه	minuto
دقیقه	minute
رنگ	cores
رنگ	cor
رنگ	cores
رنگ	cor
چاه	chah
افزایش	aumente
افزایش	aumentem
افزایش	aumento
افزایش	aumentar
افزایش	aumenta
افزایش	aumentar
افزایش	aumentando
افزایش	crescente
افزایش	aumentado
افزایش	aumentados
افزایش	aumentou
افزایش	aumentada
طبیعی	naturais
طبیعی	natural
طبیعی	normais
طبیعی	normal
معروف	famosa
معروف	famosas
معروف	famosos
معروف	famoso
مدیریت	gerir
مدیریت	gerenciar
مدیریت	gerir
مدیریت	gerenciamento
مدیریت	gerência
مدیریت	gestão
مدیریت	gerenciamento
گل	gol
گل	flores
گل	flor
گل	flower
گل	gol
گل	objetivo
گل	golo
گل	baliza
گل	meta
انتشار	difusão
انتشار	publicar
انتشار	edição
انتشار	publicação
انتشار	publicando
انتشار	publicar
انتشار	publique
انتشار	publica
انتشار	propagação
انتشار	emissões
ایشان	eles
ایشان	elas
نیاز	need
نیاز	preciso
نیاز	precisa
نیاز	necessidade
نیاز	precisei
نیاز	necessário
نیاز	necessária
نیاز	precisava
نیاز	precisa
نیاز	necessidades
نیاز	necessita
نیاز	obrigatório
نیاز	necessária
نیاز	necessário
نیاز	exigido
نیاز	requerido
توضیح	comentem
توضیح	comente
توضیح	comentar
توضیح	comenta
توضیح	comentário
ترکیب	mistura
ترکیب	misturar
ترکیب	combine
ترکیب	combinar
ترکیب	composição
ترکیب	combinação
ترکیب	composto
ترکیب	compostos
دریافت	recebendo
دریافت	recebimento
دریافت	receber
دریافت	receber
دریافت	recebe
دریافت	recebem
دریافت	receba
دریافت	recepção
دریافت	receção
رشته	string
رشته	fio
موافق	acordado
موافق	concordou
موافق	concordar
موافق	concorda
موافق	concordam
موافق	concordo
هنری	henrique
مواد	fármacos
مواد	droga
مواد	drogas
مواد	materiais
مواد	material
مواد	materiais
درباره	sobre
کارگردانی	dirigiu
کارگردانی	direcionado
کارگردانی	dirigido
کارگردانی	dirigir
کارگردانی	orientando
استرالیا	australiana
استرالیا	australianos
استرالیا	austrália
استرالیا	australiano
استرالیا	australian
اجتماعی	sociais
اجتماعی	social
بانی	bonnie
جریان	correntes
جریان	atual
جریان	atuais
جریان	actual
جریان	corrente
جریان	streaming
جریان	caudal
جریان	flow
جریان	fluxo
جریان	fluxo
جریان	stream
طریق	via
نویسنده	escritora
نویسنده	escritor
نویسنده	autor
نویسنده	autora
ژانویه	janeiro
کنار	lateral
کنار	lado
کنار	side
انرژی	energia
انرژی	energias
انتخابات	eleitoral
انتخابات	eleição
انتخابات	eleições
انتخابات	eleição
انتخابات	eleições
حسن	hasan
حسن	hassan
ملیت	nacionalidade
مه	may
مه	maio
مه	pode
مه	mah
مه	névoa
مه	nevoeiro
مه	neblina
مه	névoa
مه	nevoeiro
مه	neblina
کسی	alguém
کسی	alguem
ثانیه	segundos
ثانیه	segunda
ثانیه	second
ثانیه	segundo
کل	total
کل	inteiras
کل	inteiros
کل	inteiro
کل	kal
اصفهان	isfahan
خان	cã
خان	khan
دکتر	doutor
دکتر	médica
دکتر	doutora
دکتر	doctor
دکتر	médico
انجمن	concílio
انجمن	conselho
انجمن	society
انجمن	sociedade
انجمن	fraternidade
انجمن	comunidade
انجمن	associação
انجمن	association
غرب	west
غرب	ocidente
غرب	oeste
توسعه	desenvolvimento
توسعه	evolução
توسعه	desenvolver
توسعه	desenvolvendo
فصل	capitulo
فصل	capítulo
فصل	temporada
فصل	época
معمولاً	normalmente
رسید	atingido
رسید	alcançada
رسید	alcançado
رسید	alcançou
رسید	alcançadas
رسید	recebimento
رسید	recepção
رسید	recibo
رسید	chegou
رسید	chegaram
رسید	cheguei
ژوئیه	julho
فارس	tarifas
فارس	fars
شوروی	soviéticos
شوروی	soviético
شوروی	soviéticos
شوروی	soviéticas
شوروی	soviética
افغانستان	afeganistão
ورزش	ginásio
ورزش	academia
ورزش	ginástica
ورزش	desporto
ورزش	esporte
ورزش	exercicio
ورزش	exercício
ورزش	exercícios
ورزش	desporto
ورزش	esportes
ورزش	desportos
معماری	arquitetura
معماری	arquitectura
معماری	arquitectónico
