جودو	джудо
وارن	уорън
سیلندر	цилиндър
رستاخیز	възкресението
رستاخیز	възкресение
حشره	насекоми
حشره	насекомо
بیوگرافی	биографии
بیوگرافی	биография
بیوگرافی	биографията
امانوئل	емануел
امانوئل	емануеле
امانوئل	емануел
امانوئل	емануела
جبری	алгебричната
شورشی	бунтовник
شورشی	бунтар
شورشی	бунтовник
شورشی	бунтовниците
شورشی	бунтовници
شکوفایی	блум
منطبق	идентични
منطبق	идентичен
منطبق	идентична
منطبق	еднакви
عهدنامه	договор
اقتصاددان	икономист
کنش	действия
کنش	действие
کنش	екшън
کنش	действия
کنش	постъпки
کنش	искове
پاهای	крака
پاهای	краката
پاهای	крачета
آرون	аарон
آرون	арон
آرون	аарън
آرون	арън
تنظیمات	корекции
تنظیمات	преференции
تنظیمات	предпочитания
تنظیمات	настройки
آمیخته	смес
آمیخته	смеси
لیسبون	лисабон
دانیال	даниел
دانیال	даниъл
خوانی	съображение
خوانی	рецитал
حماس	хамас
دوز	дозиране
دوز	дозировка
دوز	доза
دوز	доза
فرانکو	франко
تحقیقی	стипендия
تحقیقی	стипендията
فمینیسم	феминизма
حلب	алепо
سکولار	светска
سکولار	светски
زراعی	аграрна
تأخیر	забавяне
تأخیر	закъснение
تأخیر	отлагане
تأخیر	отложи
آشوب	суматоха
آشوب	хаосът
آشوب	хаос
پارکر	паркър
بالقوه	потенциална
بالقوه	потенциал
بالقوه	потенциално
نخاعی	гръбначна
ادموند	едмънд
زینتی	декоративни
زینتی	декоративни
زینتی	украшение
سقط	аборт
سقط	аборти
سقط	абортите
تاتنهام	тотнъм
دیزل	дизел
دیزل	дизелов
محفل	сборище
محفل	събирания
محفل	сглобяване
محفل	събрание
ناسیونال	nationale
ناسیونال	национал
تماشای	гледане
تماشای	гледам
دوبلین	дъблин
الکترونی	електрон
یاهو	yahoo
درآمدی	приход
درآمدی	доход
درآمدی	приходи
درآمدی	доходи
قطره	капка
قطره	хвърли
قطره	капки
قطره	капките
باطل	невярно
باطل	фалшиво
باطل	фалшиви
باطل	фалшива
باطل	празнина
باطل	празнота
باطل	суета
نیرومند	мощен
نیرومند	мощно
نیرومند	мощна
خداحافظی	довиждане
خداحافظی	сбогом
آنالوگ	аналогов
جونگ	джонг
جونگ	юнг
رون	рон
اصابت	влияние
اصابت	сблъсък
اصابت	въздействие
اصابت	удар
عاطفی	емоционална
عاطفی	емоционални
عاطفی	емоционален
عاطفی	емоционално
دوندگان	състезатели
دوندگان	бегачи
اسکن	скенер
اسکن	сканиране
مایعات	течности
مایعات	флуиди
مایعات	течности
وات	уат
عدسی	леща
عدسی	лещи
الجزیره	алжир
مخفیانه	тайно
کریستیان	кристиан
کریستیان	кристиян
کریستیان	крисчън
کریستیان	християнин
کریستیان	кристиан
کریستیان	кристиян
امارت	емирство
مستطیل	правоъгълник
پورشه	порше
سوگند	клетва
کرنل	корнел
کاج	pinus
کاج	пайн
کاج	бор
بایت	байт
بایت	байтове
باروک	барок
تبخیر	ротационен
تبخیر	ротари
تبخیر	изпаряване
انقلابیون	революционери
کاتالونیا	catalunya
کاتالونیا	каталуния
برفی	сняг
برفی	снежна
برفی	снежна
مهربان	милостив
مهربان	милостиви
سوالات	въпроси
محافل	сборища
رنگین	боядисана
رنگین	обагрени
راکی	роки
نوسازی	подновяване
نوسازی	обновяване
نوسازی	ремонт
نوسازی	рехабилитация
ریموند	реймънд
شوک	шок
میخی	безсмислици
میخی	клинопис
ابتکار	импровизация
ابتکار	инициатива
ابتکار	импровизация
نمادی	символична
نمادی	символично
نمادی	символичен
ورد	заклинание
ورد	заклинанието
ورد	верде
امیلی	емили
بور	бор
بور	бър
بور	бор
اسپورت	спорт
اسپورت	спортен
اسپورت	спортни
اسپورت	спортен
اسپورت	спорт
اسپورت	спортно
اسپورت	спортове
آرت	арт
آرت	изкуството
آرت	art
آرت	изкуство
موانع	прегради
موانع	бариери
موانع	пречки
موانع	неуспехи
موانع	спънки
موانع	спънки
موانع	пречки
موانع	препятствия
تاخیر	забавяне
تاخیر	закъснение
تاخیر	отлагане
کولی	циганка
کولی	циганин
کولی	цигански
ناتوانی	невъзможност
ناتوانی	неспособност
ناتوانی	увреждания
ناتوانی	недъг
ناتوانی	увреждане
ناتوانی	инвалидност
تاکسی	такси
تاکسی	такси
کلیوی	бъбречна
کلیوی	бъбречни
کلیوی	бъбреци
کلیوی	бъбречно
زشت	грозна
زشت	грозни
زشت	грозен
زشت	грозно
فرید	фарид
ماهر	мейър
پایانه	терминал
توس	бърч
عجایب	чудеса
عجایب	чудесата
تعدیل	адаптиране
تعدیل	приспособяване
تعدیل	регулиране
تعدیل	корекция
تعدیل	коригиране
زراعت	култури
زراعت	насаждения
زراعت	отглеждане
زراعت	земеделие
واجب	задължителен
واجب	задължително
واجب	задължителна
واجب	задължителни
واجب	необходимо
واجب	необходими
واجب	необходима
راستش	всъщност
لوی	ливай
لوی	леви
لوی	леви
سبزیجات	зеленчуци
سبزیجات	растителни
سبزیجات	зеленчук
سبزیجات	зеленчуци
کارخانجات	фабрики
کارخانجات	заводи
داس	сърп
داس	дас
هموار	гладко
هموار	плавно
هموار	гладък
هموار	гладки
هموار	гладка
قرائت	рецитиране
قرائت	чета
قرائت	четенето
قرائت	четене
نیا	ния
آناتومی	анатомия
آناتومی	анатомията
سوق	карай
هیلز	хълмове
هیلز	хилс
انتصاب	назначава
وفاداری	вярност
وفاداری	верността
وفاداری	вярност
وفاداری	лоялност
وفاداری	преданост
بارانی	душа
بارانی	душ
بارانی	рейни
بارانی	дъждовен
بارانی	дъждовна
بارانی	дъждовни
بارانی	рейн
بارانی	дъжд
بیچ	бук
بیچ	бийч
بیچ	beach
بیچ	плажът
بیچ	плаж
بیچ	бряг
بیچ	плажа
کیفری	престъпник
کیفری	престъпно
آرزو	желание
آرزو	пожелание
آرزو	пожелание
آرزو	желаещи
تصمیمات	решения
ضرر	загуби
ضرر	загубите
جنون	деменция
جنون	лудница
جنون	безумие
جنون	лудостта
جنون	лудост
جنون	безумие
جنون	лудост
متقاعد	убедена
متقاعد	убедени
متقاعد	убеден
متقاعد	убеди
متقاعد	убедителна
متقاعد	убедителни
متقاعد	убедителен
متقاعد	убедително
متقاعد	убеждаване
تایلر	тайлър
عزت	чест
عزت	честта
عزت	чест
عزت	честта
عزت	слава
عزت	глори
تمبر	печат
تمبر	печати
تمبر	марките
تمبر	марки
بلگراد	белград
معاملات	сделките
معاملات	сделки
معاملات	транзакции
معاملات	операции
معاملات	трансакции
معاملات	сделки
یاقوت	рубини
یاقوت	руби
نوزده	деветнадесет
پرسی	пърси
دستکاری	манипулира
دستکاری	манипулация
دستکاری	манипулации
دستکاری	манипулиране
معجزه	чудеса
معجزه	чудесата
معجزه	чудо
معجزه	чудото
باهم	заедно
خوردگی	корозия
لوکوموتیو	локомотив
بدهی	дългове
بدهی	пасиви
بدهی	задължения
بدهی	дългове
بدهی	дълг
بدهی	дебитна
بدهی	дебит
کلیساها	църкви
کلیساها	църквите
پرستوی	погълне
چادر	палатките
چادر	палатки
چادر	къмпинг
چادر	шатра
چادر	палатката
چادر	шатрата
چادر	палатка
عمو	чичо
نوسان	осцилация
نوسان	суинг
نوسان	замах
نوسان	люлка
سرنشین	пътнически
سرنشین	пътник
سرنشین	пътника
سرنشین	екипаж
زنجیر	верига
زنجیر	вериги
زنجیر	верижка
زنجیر	веригата
ریوی	белодробен
ریوی	белодробна
اسپانیای	испания
ایزوتوپ	изотопи
ایزوتوپ	изотопи
ایزوتوپ	изотоп
ین	йени
ین	йен
نیزه	копие
مشهود	очевидна
اسپنسر	спенсър
طوطی	папагали
طوطی	папагал
لاتزیو	лацио
بلژیکی	белгийските
بلژیکی	белгийски
اسکاندیناوی	скандинавия
اسکاندیناوی	скандинавски
بارو	бароу
کمینه	минимален
کمینه	минимално
کمینه	минимална
کمینه	минимум
کمینه	минимални
کمینه	минимално
کمینه	минимална
کمینه	минимален
کاراته	карате
دستگاهی	устройство
دستگاهی	устройството
کوپه	купе
کوپه	отделение
کوپه	купе
منازل	имения
سرما	студ
سرما	студен
سرما	студено
سرما	студена
آموزگار	учителка
آموزگار	учител
شجاعت	смелост
شجاعت	кураж
توران	туран
پرستار	сестра
مشکی	черни
مشکی	черно
مشکی	черна
مشکی	черен
بنگال	бенгалски
الحاق	добавка
الحاق	допълнение
الحاق	присъединяване
توریستی	туристи
توریستی	туристическа
توریستی	турист
توریستی	туристически
ایان	иън
ایان	йън
استیضاح	импийчмънт
جاوه	java
متعهد	обвързан
متعهد	обвързана
متعهد	отдадена
متعهد	извършено
متعهد	извършени
متعهد	обвързан
متعهد	ангажиран
بلیز	белиз
مسمومیت	натравяне
مسمومیت	отравяне
مسمومیت	токсичност
مجرد	единични
مجرد	сингъла
مجرد	необвързани
مجرد	ерген
مجرد	неомъжена
مجرد	неженен
عروقی	съдови
تحکیم	консолидиране
تحکیم	консолидация
سرگئی	сергей
درخشش	блести
درخشش	светещи
درخشش	блясък
درخشش	светят
درخشش	сияние
اینترنشنال	международно
اینترنشنال	международен
اینترنشنال	интернешънъл
اینترنشنال	международни
اینترنشنال	международна
دیترویت	детройт
فرعون	фараонът
فرعون	фараон
فرعون	фараона
سهره	финч
هارون	харун
شنوایی	слух
شنوایی	изслушването
شنوایی	изслушване
جواهر	бижута
جواهر	скъпоценности
جواهر	бижу
جواهر	бижу
جواهر	бижута
هیجان	възбуда
هیجان	вълнения
هیجان	вълнение
هیجان	тръпка
هیجان	трепет
هیجان	развълнувани
هیجان	възбуден
هیجان	развълнувана
هیجان	развълнуван
برانگیز	настоятелно
برانگیز	порив
پرتره	портрет
پرتره	портретът
تومور	тумор
کپسول	капсулата
کپسول	капсули
کپسول	капсула
بیسبال	бейзбол
بیسبال	бейзбола
بیسبال	бейзболът
کروموزوم	хромозоми
کروموزوم	хромозома
خستگی	умора
خستگی	скука
خستگی	скуката
خستگی	изчерпване
خستگی	изтощение
بسامد	честота
استعفای	оставката
استعفای	оставка
چاپلین	чаплин
الکتریسیته	електроенергия
الکتریسیته	електричество
الکتریسیته	ток
کریک	крийк
پنجاب	пенджаб
غیرممکن	невъзможно
غیرممکن	невъзможен
غیرممکن	невъзможна
اشیا	предмети
اشیا	обектите
اشیا	обекти
مشت	юмруците
مشت	юмруци
مشت	пунш
مشت	юмрук
ربع	четвърт
ربع	тримесечие
سهولت	лекота
کنسولگری	консулството
کنسولگری	консулство
جسیکا	джесика
مجنون	луд
مجنون	луда
مجنون	луд
مجنون	луда
ویکیپدیای	уикипедия
بالکان	балкани
بالکان	балканите
بالکان	балканска
بالکان	балкански
بالکان	балкан
عزاداری	скърби
عزاداری	траур
اضطراب	тревожност
اضطراب	безпокойство
شرلوک	шерлок
نسیم	бриз
اضطراری	спешно
ثور	тор
نزاکت	благоприличие
نزاکت	такт
فروهر	същността
فروهر	същност
باکس	box
باکس	клетка
باکس	кутия
اسکوشیا	скотия
میش	овца
تعصب	непоносимост
تعصب	предразсъдъци
تعصب	догма
تفنگداران	мускетари
تفنگداران	корпус
کرک	кърк
درصدی	проценти
درصدی	процент
سنتز	синтез
افغانی	афганистански
افغانی	афганистан
اصولی	системно
اصولی	систематично
اصولی	системни
وارده	траен
سپید	бяла
سپید	бели
سپید	бял
سپید	бяло
واسکو	васко
هدر	хедър
طبع	нрав
نیکولا	никола
نیکولا	никола
دریچه	клапан
دریچه	клапа
دریچه	хач
احساسی	емоционална
احساسی	емоционални
احساسی	емоционален
احساسی	емоционално
انجیر	фиг
ثالث	висше
جوهر	тонер
جوهر	мастило
جوهر	мастилото
پلاستیکی	пластмаса
پلاستیکی	пластмасова
پلاستیکی	пластмасови
پلاستیکی	найлон
پلاستیکی	пластмасов
پن	пен
پن	пан
پن	тиган
سس	сос
تیغ	острие
تیغ	блейд
تیغ	острието
مولر	мюлер
مولر	мюлер
مولر	мюлер
انتقالی	преходна
انتقالی	преходно
انتقالی	преходни
مبدا	произход
رولز	ролс
رولز	ролки
رولز	роли
آرژانتینی	аржентински
آرژانتینی	аржентина
کیل	зеле
کیل	кале
کیل	кейл
کیل	кил
کیل	кийл
وقفه	прекъсване
وقفه	антракта
وقفه	прекъсвания
گواهینامه	лиценз
گواهینامه	книжка
گواهینامه	книжката
گواهینامه	удостоверение
گواهینامه	сертификат
گواهینامه	свидетелство
روال	рутина
روال	рутинна
روال	рутинно
آمینه	амино
زامبیا	замбия
تم	tam
تم	тема
فاش	оповестява
فاش	разкриване
فاش	разкрие
فاش	разкриване
فاش	оповестяване
فاش	разгласяване
ویروسی	вирусни
ویروسی	вирусна
بابلی	вавилон
بابلی	вавилонски
صداهای	гласове
سوسن	родопски
سوسن	сюзън
رینگ	ринг
رینگ	пръстен
خطرات	рисковете
خطرات	рискове
خطرات	опасности
خطرات	опасностите
هاردی	харди
مخالفین	възражение
مخالفین	опозиция
مخالفین	противопоставяне
مخالفین	опозицията
گوزن	мус
گوزن	лос
گوزن	сърна
گوزن	елен
گوزن	елени
گوزن	карибу
نیومن	нюман
نیومن	нойман
دورتموند	дортмунд
الیاس	илия
الیاس	илайджа
الیاس	елиас
لیزری	лазерно
لیزری	лазер
پاداش	премия
پاداش	бонус
پاداش	бонуси
پاداش	награди
پاداش	награда
نفرین	проклятието
نفرین	проклятие
لمس	докосване
لمس	пипай
لمس	трогателно
لمس	пипане
لمس	докосване
لمس	докоснат
لمس	трогнат
لمس	докосна
سوئیسی	швейцария
سوئیسی	швейцарски
سوئیسی	швейцарско
سوئیسی	швейцарска
سویا	соя
واگذاری	делегиране
واگذاری	делегира
کارن	карен
کارن	керън
کارن	карън
مهندسین	инженери
طاووس	паун
طاووس	пауни
اسکلت	шасито
اسکلت	шаси
اسکلت	скелета
اسکلت	скелет
اسکلت	скелети
پدربزرگ	дядо
پدربزرگ	дядо
گروپ	група
گروپ	групово
گروپ	групиране
گروپ	групова
انحصار	монополи
انحصار	монопол
منجمد	замразен
منجمد	замразени
منجمد	замръзнал
منجمد	замразена
منجمد	замразено
فواصل	разстояния
فواصل	интервали
فلامینگو	фламинго
خدایی	господ
خدایی	бог
سیار	мобилни
سیار	мобилен
سیار	мобилно
سیار	мобилна
پادگان	основи
پادگان	бази
پادگان	гарнизон
پادگان	гарисън
گرمایش	нагряване
گرمایش	отопление
گرمایش	парно
گرمایش	подгряване
گرمایش	загряване
خلاقیت	творчество
خلاقیت	творчеството
خلاقیت	творческа
خلاقیت	творческо
خلاقیت	творчески
خلاقیت	креативен
اسپورتینگ	спортни
اسپورتینگ	спортно
امریکایی	американска
امریکایی	американско
امریکایی	американски
امریکایی	американец
بارون	баронът
بارون	барон
بارون	рейн
بارون	дъжд
بیکر	бейкър
بروسیا	борусия
گی	обратен
گی	гей
مخرب	разрушителна
مخرب	разрушителен
تهمت	клевета
تهمت	клевети
تهمت	клевета
تهمت	клевета
تاسیسات	съоръжение
حسگر	датчик
حسگر	сензор
مستعمره	колония
مستعمره	колонията
مستعمره	колонии
بودا	буда
صاریغ	опосум
صاریغ	опосум
خودگردان	автономни
خودگردان	автономна
محققین	изследователите
محققین	изследователи
قسطنطنیه	константинопол
ایمن	безопасно
ایمن	безопасен
ایمن	сейф
ایمن	айман
ایمن	сигурна
ایمن	еймън
جفرسون	джеферсън
ناخواسته	нежелана
ناخواسته	нежелани
کاوشگر	сонда
کاوشگر	сондата
کاوشگر	модула
کاوشگر	изследовател
قطعاً	определено
ویرانی	съсипе
ویرانی	разруха
ویرانی	унищожаване
ویرانی	разрушение
ویرانی	разрушения
ویرانی	унищожение
ویرانی	разрушаване
غده	тумор
غده	жлеза
غده	жлези
بروک	брук
بروک	брук
کاله	кале
کاله	кале
مرمر	мрамор
مرمر	топче
مقاصد	намерения
مقاصد	намеренията
مقاصد	дестинации
زیارتگاه	светилище
زیارتگاه	олтар
زیارتگاه	храм
سنتور	кентавър
رکن	стълб
پاسخگویی	отговори
پاسخگویی	отговор
پاسخگویی	реакция
پاسخگویی	отговор
پاسخگویی	повлияване
جنسیتی	пол
جنسیتی	пола
گیلبرت	жилбер
گیلبرت	гилбърт
پدرو	педро
تریلر	трилър
تریلر	ремарке
تریلر	каравана
چاک	чък
ضلعی	четириъгълник
خوک	прасета
خوک	свине
خوک	прасе
خوک	свиня
بازوی	ръка
دوازدهمین	twelfth
بیداری	буден
بیداری	будна
بیداری	будни
جامی	чашки
جامی	чаши
جامی	чашите
جامی	чашка
جامی	чаша
جامی	купа
جامی	къп
نیکون	никон
آری	ай
تزئینات	украси
تزئینات	украса
شوهرش	съпруг
کالین	колин
برونو	бруно
مارپیچی	спирала
مارپیچی	спиралата
باخ	бах
قذافی	кадафи
مونتاژ	монтаж
گمنام	анонимни
گمنام	анонимна
گمنام	анонимен
گمنام	анонимно
ناراحتی	тъжни
ناراحتی	тъжен
ناراحتی	тъжно
ناراحتی	тъжна
محبت	любезност
محبت	доброта
محبت	добрина
محبت	обич
محبت	привързаност
همخوانی	съгласуваност
همخوانی	последователност
باک	бък
باک	бак
باک	бок
کارا	кара
کارا	кара
جنبشی	кинетична
وبا	холера
جهانگردان	изследователи
آستوریاس	астурия
تزئین	украшение
تزئین	украса
تزئین	декорация
پیشوند	представка
بیهوشی	упойка
بیهوشی	затъмнение
نشستن	седнала
نشستن	седнал
نشستن	седящ
نشستن	седи
شایان	шайен
نیایش	зов
نیایش	обожание
نیایش	молитви
نیایش	молитвите
نیایش	молитва
کلامی	словесни
کلامی	езикови
تناقض	противоречия
تناقض	парадокс
تناقض	несъответствие
تناقض	противоречие
تعطیلی	изключване
لیندا	линда
قسم	клетва
کمبوجیه	камбис
آرم	ръка
دلاور	делауеър
اتصالات	връзки
فراخوانی	призовка
فراخوانی	призован
فراخوانی	вика
فراخوانی	призвание
اسیدی	киселинни
اسیدی	киселина
اسیدی	киселинност
بیکاری	безработица
بیکاری	безработицата
فلفل	пепър
فلفل	чушка
فلفل	пипер
هاپکینز	хопкинс
شیطانی	демонични
مگس	мухи
مگس	мухите
مگس	лети
کالاها	стоки
کالاها	стоки
کالاها	блага
لیبریا	либерия
لیبریا	либерийски
محو	мъгла
لای	лай
پنجشنبه	четвъртък
بقای	преживяемост
بقای	оцеляване
بقای	оцеляването
نامیبیا	намибия
سورینام	суринам
طیفی	спектрална
کمدین	комедиант
کمدین	комик
جن	джен
جن	джен
عذرخواهی	извинения
عذرخواهی	извинения
عذرخواهی	оправдания
عذرخواهی	извинение
عذرخواهی	извинението
بازگو	преброяване
میکس	смесване
میکس	микс
یوهانس	йоханес
بذر	семе
بذر	семена
بذر	семе
بذر	семки
بذر	семена
عملگر	оператор
فرصتی	възможност
اخطار	уведомление
اخطار	съобщаване
اخطار	уведомяване
اخطار	предупреждение
بخارست	букурещ
حباب	мехурчета
حباب	балончета
حباب	балон
حباب	мехур
پالس	импулс
پالس	пулс
گرانت	субсидия
گرانت	грант
تقریب	сближаване
هیلاری	хилари
هیلاری	хилъри
هیلاری	хилари
هیلاری	хилъри
نژادهای	породи
بهاری	пролетно
بهاری	пролет
بهاری	пролетта
مزدا	мазда
نقدهای	отзиви
نقدهای	прегледи
تفریح	отдих
گان	гън
نرگس	нарцис
سبزی	питателна
کپنهاگ	копенхаген
کارولین	каролин
کارولین	каролайн
کارولین	керълайн
کارولین	карълайн
صدمه	увреждане
صدمه	щети
صدمه	повреда
صدمه	вреди
صدمه	повреди
صدمه	наранена
صدمه	ранена
شارژ	зареждане
شارژ	заряд
شارژ	зареден
شارژ	заредена
شارژ	обвинен
شارژ	заредени
شارژ	заредено
خنده	смехът
خنده	смях
خنده	смях
ملایم	нежна
ملایم	нежно
ملایم	нежни
ملایم	нежен
ملایم	леки
ملایم	меко
ملایم	мек
ملایم	меки
ملایم	нежна
ملایم	мека
ییلاق	държава
ییلاق	страна
مایا	мая
داند	знае
اشتوتگارت	щутгарт
جوار	признава
چنگیز	чингис
لانه	гнездо
لانه	гнездото
لانه	бърлога
لانه	den
منسوخ	архаични
منسوخ	остаряла
منسوخ	остаряло
منسوخ	остарял
منسوخ	остарели
منسوخ	отживелица
منسوخ	остаряла
منسوخ	остаряло
منسوخ	остарели
سانسکریت	санскрит
محکومیت	убеждения
محکومیت	присъди
محکومیت	осъждане
محکومیت	присъда
محکومیت	убеждение
امتیازات	привилегии
استعمال	използване
استعمال	употреба
محفوظ	защитен
محفوظ	защитена
محفوظ	защитено
محفوظ	защитени
محفوظ	запазено
محفوظ	запазен
محفوظ	запазени
محفوظ	консервирани
محفوظ	запазена
شبح	фантомът
شبح	фантом
شبح	фантома
شبح	дух
شبح	призрак
دورانی	покрития
دورانی	покритие
انگل	енгел
انگل	паразити
انگل	паразит
انگل	паразити
فروشنده	продавач
کمیل	камил
کمیل	камий
کمیل	камил
منظره	пейзаж
تلفیقی	шалове
واتیکان	ватикана
گریس	грейс
اتلتیک	атлетичен
موضوعاتی	теми
موضوعاتی	темите
سالمندان	възрастни
ماموران	офицери
ماموران	полицаи
روحیه	морал
روحیه	моралът
عشقی	обич
عشقی	любов
عشقی	любовта
عشقی	обичам
موجودیت	образувание
مارکسیست	марксист
تدبیر	регулира
تدبیر	регулира
تدبیر	регулиране
تدبیر	план
دریاها	морета
دریاها	моретата
سفال	керамика
رودریگز	родригес
رودریگز	родригез
رودریگز	родригес
رودریگز	родригес
ریس	рийз
ریس	рийс
ریس	рис
بشریت	човечеството
بشریت	човечество
بشریت	човечност
کوهن	коен
فیجی	фиджи
سمرقند	самарканд
ارضی	териториално
ارضی	териториални
ارضی	териториална
هانتر	ловец
هانتر	хънтър
مارینو	марино
پناهنده	бежанец
پناهنده	бежанци
پناهنده	бежанците
پناهنده	бегълци
رزرو	запазено
رزرو	запазен
رزرو	запазена
رزرو	запазени
رزرو	резерви
رزرو	резервации
رزرو	резервация
رزرو	резерват
رزرو	резерв
رزرو	резерви
رزرو	резерва
یخبندان	ледена
یخبندان	айс
یخبندان	лед
متقارن	симетрични
متقارن	симетрични
رابینسون	робинсън
کویینز	куийнс
کویینز	куинс
کویینز	кралици
بخواند	обаждания
بخواند	повиквания
ملودی	мелъди
ملودی	мелодия
اسبق	предшественик
زیربخش	подразделение
ریاض	рияд
وحی	разкритие
وحی	откровението
وحی	откровение
دلو	кофа
دلو	ведро
دلو	водолей
ضخیم	дебела
ضخیم	плътна
ضخیم	дебело
ضخیم	дебел
کربنات	карбонат
انقباض	контракции
انقباض	свиване
انقباض	контракции
شفت	шахта
سوفیا	софия
بتی	бети
دستورالعمل	инструкция
دستورالعمل	инструкции
دستورالعمل	рецепта
دستورالعمل	рецептата
دستورالعمل	инструкция
دستورالعمل	инструкции
دستورالعمل	указания
بیعت	вярност
بیعت	преданост
منتسب	предполагаеми
منتسب	предполагаема
منتسب	предполагаемо
منتسب	предполагаем
انگشتان	пръстите
انگشتان	пръсти
محتوی	контейнер
نامزدها	номинираните
نامزدها	заявки
نامزدها	номинации
نامزدها	кандидатури
معصوم	невинен
معصوم	невинно
معصوم	невинна
معصوم	невинни
کارتون	картон
کارتون	анимационен
کارتون	карикатура
کارتون	анимация
کارتون	анимационни
احتیاط	благоразумно
احتیاط	предпазливост
آموخته	преподавал
آموخته	научени
دربی	дарби
دربی	дерби
گرامر	граматика
سپیده	зора
سپیده	даун
سپیده	зори
سپیده	доун
سپیده	зората
نیکو	нико
نیکو	нико
بخت	богатство
هاله	хали
هاله	аурата
هاله	аура
هاله	хало
هاله	ореол
توری	решетка
توری	мрежа
توری	решетка
بنویسد	пиши
بنویسد	напишете
بنویسد	пишете
همسران	съпрузи
همسران	съпруги
همسران	съпруги
قراردادهای	договори
قراردادهای	поръчки
قراردادهای	протоколите
قراردادهای	протоколи
هوندا	хонда
دیداری	визуална
دیداری	визуално
بهای	цена
آیفون	iphone
گیلاس	череша
گیلاس	чери
ارکان	стълб
گزاره	предложение
شایستگی	квалифицирано
شایستگی	квалифициран
شایستگی	квалифицирана
شایستگی	квалифицирани
شایستگی	заслуга
شایستگی	заслуги
مشتقات	деривати
مشتقات	производни
مشتقات	варианти
اسکای	скай
اسکای	скай
اسکای	небе
اسکای	небето
سنگر	бункер
تصدی	комисионна
تصدی	комисия
تصدی	мандат
همجوار	прилежаща
موجی	вълната
موجی	вълна
موجی	вълните
موجی	вълни
کارآمد	ефективна
کارآمد	ефикасно
کارآمد	ефикасен
کارآمد	ефективен
کارآمد	ефективно
انعطاف	гъвкави
انعطاف	гъвкаво
انعطاف	гъвкава
انعطاف	гъвкав
ادارات	офиси
ادارات	офисите
ردیابی	проследяване
ردیابی	следене
ردیابی	проследяване
ردیابی	трейс
ماهانه	месечна
ماهانه	месечно
ماهانه	месечни
ماهانه	месечен
قدیس	сейнт
قدیس	свети
قدیس	светица
قدیس	светец
تهی	празнина
تهی	празнота
