eesti	ایسٹونیائی.
tuli	(بھٹّی
tuli	بھڑکانا
tuli	حرارت
tuli	بخار
vana	کہنہ
vana	پکا
seejärel	بعدہ‘
isa	ابّا.
isa	باپ
isa	محرک.
isa	بانی
isa	موجد
isa	مخترع
isa	والد
isa	مقتدر
ida	پورب
nimi	معروف.
nimi	شہرت
nimi	افکار
nimi	بتانا
nimi	جگہ
nimi	دینا.
peamiselt	اصلاً
peamiselt	خصوصاً
peamiselt	عموماً
peamiselt	بیشتر
peamiselt	اکثر.
mõisa	چائے
mõisa	ربڑ
õppis	علمی
õppis	عالم
oleks	کاش.
keel	زبان
keel	بھاشا
keel	زبان
keel	بولی
suure	ضخیم
suure	مفصّل
suure	جامع.
suure	بڑا
suure	ضخیم
suure	مفصّل
suure	جامع.
suure	مقدار
suure	اہم
suure	حاملہ
suure	نمایاں
suure	مقدار
suure	اہم
suure	شوقین
suure	ممتاز
suure	شاندار
suure	وسیع
suure	برتر
suure	وسعت
suure	پُرشکوہ
suure	فاضل.
suure	اکبر
suure	ماہر
suure	نمایاں
suure	مقدار
suure	اہم
suure	شوقین
suure	ممتاز
suure	شاندار
suure	وسیع
suure	برتر
suure	وسعت
suure	پُرشکوہ
suure	فاضل.
suure	اکبر
suure	ماہر
suure	عظیم
suure	نمایاں
sama	بعینہٖ
sama	that
sama	these
sama	یکساں
järv	لاکھا.
järv	جھیل.
eriti	بالصراحت
eriti	انوکھے
eriti	بالتخصیص.
eriti	انفرادی
eriti	ممتاز
elu	زندگی
elu	اصلی
elu	موقع
elu	اضطرار
elu	اتفاق
elu	باری
elu	اعمال
elu	حقیقی
elu	چونچالی
elu	زندگی
elu	اصلی
elu	موقع
elu	جان
elu	اضطرار
elu	اتفاق
elu	باری
elu	اعمال
elu	حیات
elu	حقیقی
elu	چونچالی
poeg	حرفے
poeg	فرزند.
poeg	سپوت.
poeg	قبیلے
poeg	بیٹا
poeg	حرفے
poeg	فرزند.
poeg	سپوت.
poeg	قبیلے
peab	بوسیدگی
peab	پھپھوند.
väike	خفیف.
väike	اوچھا.
väike	عامی.
väike	سرسری.
väike	صغیر.
väike	لاغر.
väike	کوچک
väike	نادان
väike	چھوٹا
väike	ادنیٰ
väike	خفیف.
väike	اوچھا.
väike	عامی.
väike	سرسری.
väike	صغیر.
väike	خفیف
väike	لاغر.
väike	کوچک
väike	نادان
väike	مقدار
väike	حقیر.
väike	معمولی
väike	بونا
väike	کمین
väike	خورد.
väike	گھٹیا
väike	چھوٹے
väike	قدقامت
väike	معصومانہ.
väike	طفلانہ
väike	بمشکل.
väike	قدرے
väike	چھوٹا
väike	مقدار
väike	حقیر.
väike	معمولی
väike	ادنیٰ
väike	بونا
väike	کمین
väike	خورد.
väike	گھٹیا
väike	چھوٹے
väike	قدقامت
väike	معصومانہ.
väike	طفلانہ
väike	بمشکل.
väike	قدرے
kuulus	نامور
koht	مرتبہ
koht	گھر.
koht	منصب
koht	قریہ
koht	احاطہ
koht	نشست
koht	بستی.
koht	پہچاننا
koht	شہر
koht	مرتبہ
koht	گھر.
koht	مقام
koht	منصب
koht	قریہ
koht	احاطہ
koht	جا
koht	نشست
koht	بستی.
koht	پہچاننا
koht	شہر
arv	ٹولی
arv	کمپنی
arv	گروہ
arv	کئی
arv	جماعت
arv	رقص
endine	پچھلا
endine	سابقہ
endine	سابق
endine	گزشتہ
külas	موضع
külas	دیہاتی.
külas	دیہہ
külas	موضع
külas	دیہاتی.
sündis	پیدا
sündis	پیدا
sündis	زائیدہ
laulja	گلوکار
hispaania	ہسپانوی
hispaania	اسپینی
new	اچھوتا
new	حالیہ.
new	نودیدہ
new	عجیب.
new	جدید
new	اچھوتا
new	حالیہ.
new	نودیدہ
new	اجنبی
new	عجیب.
new	جدید
päritolu	مورث
päritolu	مخرج
edasi	مستک
edasi	تیز.
edasi	لدوانا
edasi	ڈھوانا
edasi	پیشگی
edasi	گستاخ
edasi	آئندہ
edasi	آگے
edasi	مزید
kiriku	عبادت
kiriku	کلیسا
kiriku	عبادت
briti	برطانوی
püha	مقدس
püha	متبرک
püha	باحرمت
keele	زبان
keele	جیبھ
keele	زبان
keele	بھاشا
keele	زبان
keele	بولی
loend	فہرست
loend	جدول
loend	مصاف.
loend	ناموں
mail	کھپرا
mail	زرہ
õpetaja	اعلٰی
õpetaja	حاوی
õpetaja	بڑا
õpetaja	اُستاد
õpetaja	میری.
õpetaja	فنکار
õpetaja	بنیادی
õpetaja	ہرانا
õpetaja	نایک.
õpetaja	منتظم
õpetaja	مدرّس.
õpetaja	صاحب
õpetaja	جیتنے
õpetaja	برتر.
õpetaja	اصل
õpetaja	معلّم
õpetaja	مالک
õpetaja	اعلٰی
õpetaja	حاوی
õpetaja	بڑا
õpetaja	اُستاد
õpetaja	میری.
õpetaja	فنکار
õpetaja	بنیادی
õpetaja	ہرانا
õpetaja	نایک.
õpetaja	حاکم
õpetaja	منتظم
õpetaja	مدرّس.
õpetaja	صاحب
õpetaja	جیتنے
õpetaja	برتر.
õpetaja	اصل
õpetaja	معلّم
õpetaja	مالک
õpetaja	معلّم
õpetaja	استاد
surma	مرگ.
surma	موت
keskus	متبادل
keskus	محور.
keskus	مرکزی.
jõgi	دریا
viis	v
viis	v
pool	half-back
leedu	لتھوانی.
mõned	معتدبہ.
mõned	خاصا
mõned	کافی
mõned	معتدبہ.
mõned	خاصا
mõned	کوئی
mõned	کافی
olema	زندہ
olema	امکان
seas	باہم
sageli	عموماً
sageli	عموماً
sageli	اکثر
seega	ایسا
seega	پھر
ette	to
ette	گستاخی
ette	منہ
ette	مقابلہ
ette	سیما.
ette	اگلا
ette	بیشیں.
ette	صدر
ette	towards
ette	to
ette	گستاخی
ette	منہ
ette	مقابلہ
ette	سیما.
ette	اگلا
ette	بیشیں.
ette	صدر
ette	towards
ette	پیشانی
ette	قرضہ.
ette	ترقی.
ette	رقم
hiina	چینی
raamat	رسالہ
raamat	جریدہ
raamat	لیبل
siin	یہاں
ilma	باہر.
ilma	بظاہر.
ilma	بلا
ilma	بنا.
ilma	باہر.
ilma	بظاہر.
ilma	بغیر
ilma	بلا
ilma	بنا.
riik	ملک
riik	دیس
riik	ملک
riik	منصب
riik	وقار.
riik	طنطنہ
riik	کہنا.
riik	دیوانی.
riik	عہدہ
riik	دبدبہ
riik	منصب
riik	وقار.
riik	طنطنہ
riik	کہنا.
riik	حالت
riik	دیوانی.
riik	عہدہ
perekond	مماثل
perekond	ذات
seetõttu	لہٰذا
lähedal	ممنوع.
lähedal	محدود
lähedal	کمرہ
lähedal	بڑھانا.
lähedal	پوشیدہ
lähedal	انجام.
lähedal	محصور.
lähedal	خاتمہ
lähedal	بند
lähedal	خسیس
lähedal	دروازہ
lähedal	ٹھوس
lähedal	ڈبّا
lähedal	محصور
lähedal	بھاری
lähedal	to
lähedal	لحن.
lähedal	تنگ
lähedal	قریب
lähedal	مرتکز
lähedal	اختتام
lähedal	غائر
lähedal	by
lähedal	نتیجہ
lähedal	متصل
lähedal	کنجوس.
lähedal	ممنوع.
lähedal	محدود
lähedal	کمرہ
lähedal	بڑھانا.
lähedal	پوشیدہ
lähedal	انجام.
lähedal	محصور.
lähedal	خاتمہ
lähedal	بند
lähedal	خسیس
lähedal	دروازہ
lähedal	ٹھوس
lähedal	ڈبّا
lähedal	محصور
lähedal	بھاری
lähedal	to
lähedal	لحن.
lähedal	تنگ
lähedal	گھنا
lähedal	قریب
lähedal	مرتکز
lähedal	اختتام
lähedal	نزدیک
lähedal	غائر
lähedal	by
lähedal	نتیجہ
lähedal	متصل
lähedal	کنجوس.
lähedal	مماثل
lähedal	کمین.
lähedal	تقریباً
lähedal	مشابہ)
lähedal	نزدیکی
lähedal	خسیس
lähedal	گاڑی
lähedal	مماثل
lähedal	کمین.
lähedal	تقریباً
lähedal	مشابہ)
lähedal	قریب
lähedal	نزدیکی
lähedal	پاس
lähedal	خسیس
lähedal	گاڑی
lähedal	نزدیک
lähedal	قریبی
isegi	صاف.
isegi	مسطح
isegi	یکساں
isegi	بلکہ
isegi	متحمل.
isegi	صاف.
isegi	مسطح
isegi	یکساں
isegi	بلکہ
isegi	ہموار
isegi	متحمل.
kuidas	کیسا؟
kuidas	ترکیب
enamasti	عموماً
enamasti	بیشتر
enamasti	اکثر.
jääb	باقیات.
saar	ٹاپو.
saar	مجرّد
saar	ٹاپو.
saar	جزیرہ
saar	مجرّد
helilooja	بنانے
helilooja	ڈھالنے
saa	احمق
saa	سیکھنا
saa	موقع
saa	بدّھو.
saa	سمجھنا
saa	جننا
saa	بھاگو
saa	کمانا
saa	احمق
saa	پانا
saa	سیکھنا
saa	موقع
saa	بدّھو.
saa	سمجھنا
saa	جننا
saa	بھاگو
saa	کمانا
pindala	رقبہ
pikkus	قد
pikkus	مدّت
pikkus	طول.
pikkus	عرصہ
pikkus	قد
pikkus	لمبائی
pikkus	مدّت
pikkus	طول.
pikkus	عرصہ
aega	دور
aega	عہد
aega	دور
aega	زمان
tähendab	ثروت.
tähendab	ذریعہ
tähendab	ثروت.
üles	پر
üles	اوپر
üles	بڑھانا
üles	سامنے
ema	چپ
ema	اماں
ema	امی
ema	جننا
ema	پالنا
ema	سبب
postimees	ڈاکیہ
aja	دور
aja	عہد
aja	دور
aja	زمان
mitu	متعدد
mitu	کئی
mitu	چند
mitu	متعدد
mitu	مخلوط
mitu	متنوع.
mitu	ملاجلا.
mitu	۱ضعاف
mitu	مضاعف
mitu	مرکب
valmis	رواں.
valmis	تیز
valmis	(بعدہ
valmis	پھرتیلا
valmis	مائل
valmis	رواں.
valmis	آمادہ
valmis	تیز
valmis	(بعدہ
valmis	پھرتیلا
valmis	مائل
nõukogu	کونسل
liiga	ممالک
liiga	مناسب
liiga	معقول
liiga	مزید
liiga	نہایت
liiga	نیز
liiga	جائز
artikkel	(الف)جز
artikkel	مضمون
artikkel	(الف)جز
muusika	موسیقی
viimane	سابقہ
viimane	واحد
viimane	سابقہ
viimane	اخیر
viimane	واحد
meie	ہم
meie	ہمارا
meie	ہم
sõna	اقرار
sõna	کلمہ.
sõna	اطلاع
sõna	پیغام.
sõna	پرول
sõna	قول.
sõna	گفتگو
sõna	قول
sõna	تکرار.
sõna	کلام.
sõna	خبر
sõna	حکم
sõna	وعدہ
sõna	اقرار
sõna	کلمہ.
sõna	لفظ
sõna	اطلاع
sõna	پیغام.
sõna	پرول
sõna	قول.
sõna	گفتگو
sõna	قول
sõna	تکرار.
sõna	کلام.
sõna	خبر
sõna	حکم
sõna	شبد
sõna	وعدہ
maha	پَستی
maha	پتلی
maha	زیر
maha	ہمراہ
maha	باریک
maha	کھلی
maha	پسماندہ
maha	پست
maha	پَستی
maha	پتلی
maha	زیر
maha	ہمراہ
maha	باریک
maha	کھلی
maha	پسماندہ
for	بحوالہ
for	بننے
for	موزوں
for	مناسب
for	بمناسبت
for	لہٰذا.
for	واسطے
for	چونکہ
for	بغرض
for	مدّت
for	چنانچہ
for	برائے
for	پاسداری
valitsus	حکومت
valitsus	حکمرانی.
valitsus	حاکمی
kuuluvad	حصّہ
kuuluvad	حق
praegu	موجودہ.
hea	مناسب
hea	اچھا
hea	مفید
hea	موافق
hea	معقول
hea	خوبی
hea	دلچسپ
hea	باادب
hea	اثاثہ
hea	پُرکشش
hea	کافی.
hea	مدّعا
võimu	صلاحیت
võimu	قدرت.
võimu	خصوصیت.
võimu	زور.
võimu	صلاحیت
võimu	قدرت.
võimu	خصوصیت.
võimu	بل
võimu	زور.
järve	لاکھا.
järve	جھیل.
paljud	متعدد
paljud	کئی
paljud	متعدد
liit	اتفاق
liit	اتحاد
liit	ملاپ
liit	شادی
lõpuks	بالآخر
hoone	کارخانہ
hoone	اسکول
hoone	اصطبل)-
neli	iv
neli	چّوا
klassi	انداز
klassi	وضعداری
klassi	ڈویژن
ees	to
ees	گستاخی
ees	منہ
ees	مقابلہ
ees	سیما.
ees	اگلا
ees	بیشیں.
ees	صدر
ees	towards
ees	to
ees	گستاخی
ees	منہ
ees	مقابلہ
ees	سیما.
ees	اگلا
ees	بیشیں.
ees	صدر
ees	towards
ees	پیشانی
ees	بیش
ees	پیش
ees	آگے
asula	بیٹھنا.
asula	دیوار
asula	تصفیہ
asula	تصفیہ.
sõda	بیماری
lipp	پرچم
midagi	لاموجود.
midagi	صفر
midagi	لاموجود.
midagi	ہیچ
midagi	صفر
raamatukogu	دستاویزات
päeva	یوم
päeva	دن
päeva	مقررہ
päeva	دور
päeva	یوم
päeva	دن
päeva	مقررہ
päeva	دور
päeva	روز
ajalugu	تذکرہ
ajalugu	وقائع.
ajalugu	تواریخ
töö	دھوکا
töö	پھٹکل
töö	چرکا
töö	وار
töö	دھکا
töö	فریب
töö	کیفیت
töö	تقویٰ.
töö	کوٹنا
töö	چلنا.
töö	گوندھنا
töö	پھڑکنا
töö	سنبھالنا
töö	مصروفیت.
töö	چلانا
töö	روزگار
töö	جوتنا.
töö	تقویٰ.
töö	شغل
töö	کوٹنا
töö	چلنا.
töö	گوندھنا
töö	پھڑکنا
töö	کام
töö	سنبھالنا
töö	مصروفیت.
töö	چلانا
töö	دھندا
töö	روزگار
töö	جوتنا.
ajakirjanik	صحافی.
abikaasa	خاوند
abikaasa	میاں
abikaasa	چلانا
abikaasa	شوہر.
hollandi	جرمنی
hollandi	ولندیزی.
hollandi	ایفریکان.
hollandi	بیوی
ordu	آیونک
ordu	کارنتھین
ordu	قسم
ordu	(خدا
ordu	فرمان
ordu	آیونک
ordu	کارنتھین
ordu	ترتیب
ordu	قسم
ordu	(خدا
tehtud	واجب
tehtud	جائز
tehtud	مناسب
sisse	(موسم
sisse	مقیم
sisse	عرصے
sisse	چالو
sisse	حدود
sisse	مکان
sisse	مدعا.
sisse	ترتیب
sisse	موافق
sisse	داخل
sisse	میں.
sisse	ذیل
sisse	اندرونی
sisse	سازگار
sisse	زمان
sisse	گاڑی
sisse	ذات
sisse	(موسم
sisse	مقیم
sisse	عرصے
sisse	چالو
sisse	حدود
sisse	مکان
sisse	مدعا.
sisse	ترتیب
sisse	موافق
sisse	داخل
sisse	میں.
sisse	در
sisse	ذیل
sisse	اندرونی
sisse	سازگار
sisse	اندر
sisse	زمان
sisse	گاڑی
sisse	ذات
peaaegu	تقریباً
peaaegu	نزدیکی
peaaegu	تقریباً
peaaegu	نزدیکی
kooli	تربیت
kooli	ارکان
kooli	اسکول
kooli	سکھانا.
kooli	حالات
kooli	سوسماروں
kooli	سدھانا
kooli	پیرو
nüüd	فوراً
nüüd	جلد
nüüd	فوراً
nüüd	ابھی
nüüd	جلد
inimesed	(الف)رعایا
inimesed	قبیلہ
inimesed	کنبے
inimesed	نسل
inimesed	بسانا.
abiellus	منکوحہ
abiellus	متأہّل.
abiellus	بیاہتا
taas	بلکہ
taas	نیز
taas	دوبارہ
taas	بلکہ
taas	نیز
vähem	تھوڑا
vähem	ہیٹا
vähem	نفی
vähem	درجے
vähem	وسعت
vähem	جسامت
vähem	تھوڑا
vähem	ہیٹا
vähem	نفی
vähem	درجے
vähem	وسعت
vähem	کمتر
vähem	جسامت
vähem	کم
tööd	تقویٰ.
tööd	کوٹنا
tööd	چلنا.
tööd	گوندھنا
tööd	پھڑکنا
tööd	سنبھالنا
tööd	مصروفیت.
tööd	چلانا
tööd	روزگار
tööd	جوتنا.
tööd	تقویٰ.
tööd	شغل
tööd	کوٹنا
tööd	چلنا.
tööd	گوندھنا
tööd	پھڑکنا
tööd	کام
tööd	سنبھالنا
tööd	مصروفیت.
tööd	چلانا
tööd	دھندا
tööd	روزگار
tööd	جوتنا.
anna	لگانا
anna	اقرار
anna	لچک
anna	پڑھنا
anna	بتانا
anna	لوچ
anna	بولنا
anna	سنانا
anna	کہنا
ala	رقبہ
minu	شفقت
minu	محبت
minu	معدن.
minu	(وصفی
minu	مخزن
minu	معدن.
minu	(وصفی
minu	مخزن
minu	میرا
teatud	یقینی
sissekanne	فہرست
keiser	شہنشاہ
ametlik	ماہیت
ametlik	ظاہری
ametlik	حتمی
