tiros	shots
poética	poetic
robinson	robinson
otomano	ottoman
finanzas	finance
finanzas	financials
finanzas	finances
sinfónica	symphonic
sinfónica	symphony
suborden	suborder
boxeo	boxing
ocupada	busy
ocupada	occupied
renault	renault
raymond	raymond
comparte	share
comparte	shares
jerry	jerry
árbitro	referee
árbitro	umpire
árbitro	arbitrator
árbitro	ref
antropología	anthropology
favorable	favourable
favorable	favorable
bizantino	byzantine
significativa	meaningful
significativa	significant
protegida	protected
fiel	faithful
derivado	derivative
derivado	derived
rodaje	filming
rodaje	shooting
escalera	stairway
escalera	staircase
escalera	stair
escalera	ladder
escalera	stairs
heinrich	heinrich
reglamento	regulations
reglamento	rules
reglamento	regulation
arabia	arabia
gigantes	giants
gigantes	giant
experimentos	experiments
experimentos	experimentation
paisajes	scenery
paisajes	landscapes
paisajes	landscape
cuesta	cuesta
mito	myth
dispuesto	willing
dei	dei
grabados	engraving
grabados	engravings
grabados	recorded
grabados	prints
efectivo	cash
robot	robot
sra	sra
sra	mrs
cárdenas	cárdenas
cuota	fee
cuota	quota
roland	roland
obreros	workers
obreros	workmen
sagrada	sacred
primarias	primaries
primarias	primary
interpretaciones	interpretations
hembra	female
diseñada	designed
empresarial	corporate
añadió	added
gold	gold
procedimientos	proceedings
procedimientos	procedures
dominante	dominating
dominante	dominant
fred	fred
rob	rob
chaco	chaco
luchador	fighter
luchador	wrestler
ligera	light
ligera	slight
ligera	lightweight
facultades	faculties
tocando	touching
tocando	playing
recuerdos	memories
recuerdos	souvenirs
recuerdos	memory
site	site
mantenido	maintained
mantenido	kept
popularmente	popularly
específicos	specific
wright	wright
falla	fail
falla	failure
falla	fails
falla	flaw
falla	misses
llano	llano
llano	plain
romper	break
romper	breaking
huerta	orchard
huerta	huerta
septentrional	northern
seguimiento	tracking
seguimiento	monitoring
difíciles	difficult
cerveza	beer
proyección	projection
proyección	screening
neerlandés	dutch
chiapas	chiapas
compuestas	composite
compuestas	compound
bloqueado	locked
bloqueado	blocked
maneras	ways
tocó	touched
infierno	hell
infierno	inferno
gastos	expenditures
gastos	expenditure
gastos	expense
gastos	expenses
africana	african
conformado	conformed
depósito	deposit
lucio	lucio
lucio	pike
lucio	lucius
montenegro	montenegro
avanzada	advanced
nucleares	nuclear
emma	emma
terry	terry
jornadas	days
situados	situated
lobos	wolf
lobos	wolves
lobos	lobos
especialista	specialist
octava	eighth
octava	octave
pendiente	slope
pendiente	earring
pendiente	pending
pendiente	outstanding
realista	realist
realista	realistic
century	century
definitivo	definite
definitivo	final
definitivo	definitive
recordar	remembering
recordar	recall
recordar	remember
comenzando	beginning
comenzando	commencing
comenzando	starting
paraíso	paradise
autora	author
testimonio	witness
testimonio	testimonial
testimonio	testimony
malta	malt
malta	malta
aerolíneas	airlines
aerolíneas	airline
balonmano	handball
bloques	blocks
positiva	positive
separa	separates
turner	turner
vidal	vidal
polvo	dust
polvo	powder
tomada	taken
balón	ball
fija	fixes
declara	declare
declara	declares
alegría	joy
alegría	cheer
luxemburgo	luxemburg
luxemburgo	luxembourg
prusia	prussia
prusia	prussian
declaraciones	declarations
declaraciones	statements
reconoció	acknowledged
cronología	chronology
cronología	timeline
cría	breeding
ilustraciones	illustrations
cross	cross
ron	ron
ron	rum
estrada	estrada
singular	singular
vital	vital
comenzado	started
comenzado	begun
phoenix	phoenix
semi	semi
maine	maine
varsovia	warsaw
masacre	massacre
masacre	slaughter
vinos	wine
vinos	wines
nominada	nominee
nominada	nominated
denuncia	report
denuncia	complaint
denuncia	denunciation
decidir	deciding
decidir	decide
frutas	fruit
frutas	fruits
periodos	periods
obtenidos	obtained
graham	graham
duquesa	duchess
delito	felony
delito	crime
delito	offence
preocupación	concerns
preocupación	concern
metales	metal
metales	metals
sufrir	suffer
renfe	renfe
golf	golf
asistencias	assists
creencias	beliefs
creencias	belief
sucre	sucre
baltimore	baltimore
stars	stars
reputación	reputation
party	party
norman	norman
humberto	humberto
humberto	humbert
humberto	umberto
humberto	hubert
participante	participant
conexiones	connections
cumplimiento	compliance
cumplimiento	fulfillment
aurora	aurora
quedarse	staying
condujo	drove
htm	htm
australiana	australian
ámsterdam	amsterdam
ilustración	enlightenment
ilustración	illustration
potosí	potosi
potosí	potosí
efectiva	effective
constituyente	constituent
convertir	convert
convertir	converting
emite	emits
llanura	plain
llanura	plains
levantamiento	uprising
levantamiento	uplift
levantamiento	lifting
hebreo	hebrew
propaganda	propaganda
desea	wish
desea	wishes
thompson	thompson
jay	jay
secuela	sequel
tributo	tribute
placas	plates
placas	badges
placas	plate
estructural	structural
culpa	blame
culpa	guilt
causar	causing
concejales	councillors
singapur	singapore
secreta	secret
comerciantes	traders
comerciantes	merchants
comerciantes	dealers
bank	bank
meseta	mesa
meseta	plateau
hamburgo	hamburg
ordenado	ordained
ordenado	ordered
ordenado	orderly
pereira	pereira
proporción	ratio
proporción	proportion
asociada	associated
asociada	associate
fiat	fiat
estimada	esteemed
estimada	estimated
interfaz	interface
poniendo	putting
correa	leash
correa	correa
correa	strap
colaborar	collaboration
colaborar	collaborate
colaborar	collaborating
arquidiócesis	archdiocese
episcopal	episcopal
secretaria	secretary
circuitos	circuits
circuitos	circuit
magallanes	magellan
distribuye	distributes
distribuye	distribute
concacaf	concacaf
auxiliar	assistant
auxiliar	auxiliary
minería	mining
corteza	bark
corteza	crust
corteza	cortex
verso	verse
anónimo	anonymous
auge	booming
auge	boom
encargo	commissioned
encargo	order
sensación	feeling
sensación	sensation
afluentes	tributaries
suave	smooth
suave	soft
suave	mild
suave	gentle
constantes	constant
constantes	constants
viaja	travels
cbs	cbs
suizo	swiss
jamaica	jamaica
jamaica	jamaican
sencilla	simple
sencilla	easy
censura	uncensored
censura	censors
censura	censor
censura	censorship
rebelde	rebel
rebelde	rebellious
roll	roll
paco	paco
matías	mathias
matías	matías
matías	matthias
nancy	nancy
marítima	maritime
crimea	crimea
crimea	crimean
liberado	released
liberado	freed
liberado	liberated
narrativa	storytelling
narrativa	narrative
gerente	manager
encuesta	survey
encuesta	poll
afecta	affects
afecta	affect
enciclopédico	encyclopedic
pokémon	pokémon
libertador	liberator
libertador	deliverer
generalidad	generalitat
generalidad	generality
efectivamente	effectively
efectivamente	indeed
virreinato	viceroyalty
seca	dry
seca	dried
marchó	marched
medir	measuring
medir	measure
asume	assume
asume	assumes
dieta	diet
aparente	apparent
discusiones	discussions
discusiones	discussion
discusiones	arguments
stanley	stanley
panorama	panorama
realistas	realistic
realistas	realist
rin	rin
rin	rhine
animada	animated
animada	lively
nativa	native
intensa	intense
duelo	duel
duelo	grieving
duelo	mourning
legend	legend
seattle	seattle
rectangular	rectangular
acústica	acoustics
acústica	acoustic
innovación	innovation
hueso	bone
administrativas	administrative
donald	donald
rincón	corner
rincón	rincon
rincón	rincón
jacob	jacob
ordenador	computer
baño	toilet
baño	bathroom
baño	bath
seguros	insurance
seguros	insurances
correr	running
correr	run
correr	jogging
hms	hms
telecomunicaciones	telecom
telecomunicaciones	telecommunications
telecomunicaciones	telecoms
telecomunicaciones	telecommunication
arequipa	arequipa
iris	iris
eventualmente	eventually
maldonado	maldonado
ocupando	occupying
cantando	chanting
cantando	singing
examen	review
examen	examination
examen	exam
depósitos	warehouses
depósitos	reservoirs
depósitos	deposits
depósitos	deposit
ocasionalmente	occasional
ocasionalmente	occasionally
invitada	guest
invitada	invited
gov	gov
homer	homer
liverpool	liverpool
rap	rapping
rap	rap
respondió	replied
respondió	answered
respondió	responded
asistir	attending
asistir	assist
asistir	attend
turistas	tourists
turistas	tourist
darío	darius
darío	darío
imdb	imdb
autobús	bus
actuando	acting
anuncia	announces
anuncia	announce
confusión	confusion
lituania	lithuanian
lituania	lithuania
tendencias	trend
tendencias	trends
tendencias	trending
secretos	secrets
secretos	secret
tommy	tommy
probabilidad	likelihood
probabilidad	probability
exhibición	exhibit
exhibición	exhibition
provinciales	provincial
amistoso	friendly
amistoso	amicable
convenio	covenant
convenio	convention
elaborado	elaborate
elaborado	elaborated
elaborado	crafted
entretenimiento	entertainment
temprano	early
euphorbia	euphorbia
direcciones	directions
direcciones	addresses
direcciones	address
soprano	soprano
now	now
delitos	offenses
delitos	crimes
delitos	offences
atletas	athletes
informa	informa
sonic	sonic
semifinal	semifinals
semifinal	semifinal
asumir	assume
espectro	specter
espectro	wraith
espectro	spectra
espectro	spectrum
espectro	spectre
serio	serious
conducción	conduction
conducción	driving
gobernantes	rulers
capacidades	abilities
capacidades	capacities
capacidades	capabilities
inteligente	clever
inteligente	intelligent
inteligente	smart
introducido	entered
introducido	introduced
ficticio	fictitious
ficticio	fictional
manhattan	manhattan
concursos	competitions
concursos	contests
partió	departed
cia	cia
cia	cla
abundantes	plentiful
abundantes	abundant
dosis	doses
dosis	dosage
dosis	dose
conocía	knew
cubrir	cover
antártida	antarctica
antártida	antarctic
citas	quotations
citas	quotes
citas	appointments
citas	dating
aprobada	approved
investigar	investigate
libreto	libretto
filadelfia	philly
filadelfia	philadelphia
decidido	decided
decidido	determined
baden	baden
falso	false
falso	fake
jesuitas	jesuits
jesuitas	jesuit
enfrenta	confronts
humedad	moisture
humedad	humidity
atracción	attraction
jurídico	legal
tabasco	tabasco
formaciones	formations
destruida	destroyed
testigo	witness
afluente	tributary
seguida	followed
bros	bros
kilómetro	mile
kilómetro	kilometre
kilómetro	kilometer
bobby	bobby
lugo	lugo
reptiles	reptile
reptiles	reptiles
logo	logo
sustancia	substance
turística	tourist
holandés	dutchman
holandés	dutch
plus	plus
estocolmo	stockholm
nasa	nasa
masiva	massive
viendo	seeing
viendo	watching
mercurio	mercury
gilbert	gilbert
escobar	escobar
moléculas	molecules
regulación	regulation
regulación	regulating
regulación	regulatory
sargento	sarge
sargento	sergeant
alturas	heights
creencia	belief
aterrizaje	landing
campbell	campbell
danny	danny
ventajas	benefits
ventajas	perks
ventajas	advantages
abandona	abandons
abandona	abandon
martes	tuesday
martes	tuesdays
requieren	require
pretendía	intended
arsenal	armory
arsenal	armoury
arsenal	arsenal
sociología	sociology
nigeria	nigerian
nigeria	nigeria
constantinopla	constantinople
extrema	extreme
gibraltar	gibraltar
consola	console
sentimiento	feeling
sentimiento	sentiment
cargas	burdens
cargas	charges
cargas	uploads
cargas	loads
complutense	complutense
trato	bargain
trato	deal
suficientes	enough
suficientes	sufficient
when	when
márquez	márquez
márquez	marquez
flash	flash
place	place
proclamó	proclaimed
non	non
reality	reality
castillos	castles
fuga	fugue
fuga	escape
fuga	jailbreak
cleveland	cleveland
dorada	golden
dorada	gold
abuela	grandmother
abuela	granny
abuela	grandma
afueras	environs
afueras	outskirts
experto	expert
frontal	front
frontal	frontal
aprovechando	leveraging
aprovechando	harnessing
considerablemente	considerably
borgoña	burgundy
huevo	eggs
huevo	egg
tragedia	tragic
tragedia	tragedy
lagunas	gaps
lagunas	lagoons
beta	beta
contaminación	contamination
contaminación	pollution
costera	coastal
charlotte	charlotte
azteca	azteca
azteca	aztec
patrones	patterns
patrones	stencils
patrones	patrons
patrones	pattern
patrones	employers
how	how
boeing	boeing
transmisiones	transmissions
transmisiones	broadcasts
aliado	allied
aliado	ally
enfrentar	confront
ama	ama
ama	mistress
ama	loves
literarios	literary
luchó	wrestled
luchó	struggled
luchó	fought
viejos	old
mediodía	noon
mediodía	midday
traducciones	translation
traducciones	translations
pulgadas	inch
pulgadas	inches
arnold	arnold
ladrillo	brick
calvo	bald
calvo	calvo
calvo	balding
barbara	barbara
creer	believe
creer	believing
creer	belive
compartir	sharing
compartir	share
niñas	girls
dependencia	dependency
dependencia	dependence
detective	detective
probar	prove
probar	try
probar	test
mónica	monica
mónica	mónica
arroyos	streams
arroyos	brooks
volante	flyer
sabio	sage
sabio	wise
budapest	budapest
beca	scholarship
cráneo	cranium
cráneo	skull
provocando	causing
provocando	provoking
velocidades	velocities
velocidades	speeds
gobernante	ruler
madison	madison
caridad	charitable
caridad	charities
caridad	charity
leftarm	leftarm
llave	wrench
llave	key
exclusiva	exclusive
estero	estero
merced	merced
armados	armed
manuscritos	manuscripts
manuscritos	manuscript
rivas	rivas
major	major
necesariamente	necessarily
tve	tve
demonio	daemon
demonio	devil
demonio	demon
note	note
emitida	emitted
carrillo	carrillo
reside	reside
reside	resides
nazis	nazi
nazis	nazis
valdivia	valdivia
luisiana	louisiana
televisa	televisa
malo	bad
materias	materials
materias	subjects
urbanas	urban
estándares	standards
básicas	basic
gases	gas
gases	gases
festividad	festivity
ferroviario	railway
boletín	newsletter
boletín	bulletin
potencias	powers
ejemplar	copy
ejemplar	exemplary
separadas	separated
express	express
portugueses	portuguese
normales	normal
basket	basket
estelar	stellar
estelar	star
montaje	installation
montaje	mounting
montaje	assembly
montaje	editing
demo	demo
considerando	considering
considerando	recital
enviados	sent
enviados	messengers
enviados	envoys
fotógrafo	photographer
kent	kent
larry	larry
porción	portion
asesinados	murdered
asesinados	assassinated
asesinados	killed
combatientes	combatants
combatientes	fighters
oponente	opponent
prince	prince
activamente	actively
giuseppe	giuseppe
pura	pura
pura	sheer
pura	pure
forestal	forestry
forestal	forest
viola	viola
track	track
parodia	spoof
parodia	parody
evangelio	gospel
honda	slingshot
honda	honda
loira	loire
esfera	sphere
esfera	orb
muertes	fatalities
muertes	deaths
román	roman
román	román
intenso	intensive
intenso	intense
vaya	wow
alvarado	alvarado
ibáñez	ibáñez
litros	gallon
litros	litres
litros	liter
litros	liters
penales	criminal
penales	penal
shows	shows
constituido	constituted
constituido	formed
name	name
consulado	consulates
consulado	consulate
ingresar	login
ingresar	enter
autorización	permission
autorización	authorisation
autorización	authorization
belén	bethlehem
belén	belen
próximos	upcoming
editada	edited
discografía	discography
rangers	rangers
esquí	ski
esquí	skiing
envía	sends
prisionero	prisoner
causando	causing
disparo	gunshot
disparo	shooting
disparo	shot
teorema	theorem
extenso	extensive
golpes	strokes
golpes	blows
golpes	punches
mega	mega
atacó	attacked
herbert	herbert
dinosaurios	dinosaurs
dinosaurios	dinosaur
brevemente	briefly
preparar	prepare
extranjera	foreigner
extranjera	foreign
caña	reed
caña	pole
caña	cane
caña	rod
ética	ethical
ética	ethics
arquitectónico	architectural
encontrados	found
correspondencia	correspondence
correspondencia	mail
monjes	monks
formatos	formatting
formatos	formats
vaticano	vatican
bombardeo	shelling
bombardeo	bombardment
bombardeo	bombing
respuestas	responses
respuestas	answers
respuestas	replies
cooper	cooper
duero	douro
duero	duero
august	august
cambiando	changing
cambiando	switching
típicos	typical
lento	slow
summer	summer
dramaturgo	playwright
dramaturgo	dramatist
seudónimo	pseudonym
apoyado	supported
independientemente	independently
independientemente	regardless
astronómico	astronomical
col	cabbage
col	col
ludwig	ludwig
velázquez	velázquez
velázquez	velasquez
líbano	lebanese
líbano	lebanon
túnez	tunisia
túnez	tunisian
túnez	tunis
cena	dinner
cena	supper
incluidas	included
four	four
pescado	fish
republicanos	republican
republicanos	republicans
magic	magic
artísticas	artistic
lujo	deluxe
lujo	luxury
electrones	electron
electrones	electrons
wood	wood
avances	advances
avances	breakthroughs
avances	advancements
avances	progress
vacaciones	vacations
vacaciones	holiday
vacaciones	vacation
vacaciones	holidays
aerolínea	airline
murallas	wall
murallas	walls
murallas	ramparts
descendiente	descendant
sainte	sainte
eta	eta
cóndor	condor
reduce	reduces
reduce	reduce
coronado	crowned
coronado	coronado
esperando	waiting
esperando	expecting
esperando	hoping
específicas	specific
manifestación	manifestation
manifestación	demonstration
robles	oaks
robles	robles
trajo	brought
bienestar	wellness
bienestar	wellbeing
bienestar	welfare
mansión	mansion
mansión	manor
suplente	alternate
suplente	understudy
suplente	substitute
sueca	swedish
convencional	conventional
philippe	philippe
asesinatos	killings
asesinatos	assassinations
asesinatos	assassination
asesinatos	murder
asesinatos	murders
fieles	loyal
fieles	faithful
southern	southern
concha	concha
concha	shell
implementación	implementation
implementación	implementing
correctamente	properly
correctamente	correctly
perdida	loss
perdida	lost
ciudadanía	citizenship
significativo	meaningful
significativo	significant
desastre	disaster
protagonizó	starred
warren	warren
elías	elías
elías	elijah
elías	elias
ltd	ltd
identificado	identified
ejecutar	execute
ejecutar	run
studio	studio
destinada	destined
calificación	rating
calificación	qualification
dramática	drama
dramática	dramatic
antoine	antoine
plástico	plastics
plástico	plastic
armadura	armor
armadura	armour
guipúzcoa	guipúzcoa
espaciales	spatial
espaciales	space
dedicados	dedicated
bebé	baby
hits	hits
tenor	tenor
mortal	deadly
mortal	fatal
mortal	mortal
reconocimientos	examinations
reconocimientos	reconnaissance
reconocimientos	recognition
tallos	stalks
tallos	stems
casino	casino
vencedor	winner
vencedor	victor
leipzig	leipzig
delegado	delegate
adoptado	adopted
colinas	hills
extranjeras	foreign
apolo	apollo
membrana	membranes
membrana	membrane
etnia	ethnicity
etnia	ethnic
ruido	noise
ricos	rich
ricos	wealthy
radar	radar
wagner	wagner
quieren	want
television	television
teatros	theatres
teatros	theaters
teatros	theater
añadido	added
fabricantes	manufacturer
fabricantes	manufacturers
finca	farm
finca	finca
finca	estate
pilares	pillars
guarnición	garnish
guarnición	garrison
edwards	edwards
fábricas	factories
fábricas	mills
fábricas	factory
roman	roman
oliva	olive
oliva	oliva
conservadores	tories
conservadores	conservative
conservadores	conservatives
contener	contain
secos	dry
secos	dried
escape	exhaust
escape	escape
shakespeare	shakespeare
marín	marin
marín	marín
für	für
under	under
eugenia	eugenia
cap	cap
cap	chap
desarrollados	developed
baños	toilets
baños	bathrooms
baños	restrooms
baños	baths
baños	bath
alternativas	alternatives
logro	accomplishment
logro	achievement
entiende	understands
entiende	understand
extracción	extraction
profundamente	profoundly
profundamente	deeply
fresco	fresh
fresco	fresco
nacionalismo	nationalism
cruzar	crossing
adulto	adult
disciplinas	disciplines
geográficas	geographic
geográficas	geographical
responder	respond
responder	responding
responder	answering
responder	answer
responder	reply
hermosa	beautiful
hermosa	gorgeous
electrónicos	electronics
electrónicos	electronic
galaxia	galaxy
age	age
cubiertas	covered
cubiertas	covers
cubiertas	decks
existió	existed
trasladar	relocate
dependencias	dependencies
produciendo	producing
abu	abu
bola	ball
lázaro	lázaro
lázaro	lazarus
wolf	wolf
certificado	certified
certificado	certificate
vigor	vigor
vigor	vigour
rita	rita
uss	uss
escándalo	scandal
escándalo	scandals
tanque	tank
sólido	solid
kiev	kiev
serpiente	snake
serpiente	serpent
testigos	witnesses
testigos	eyewitnesses
testigos	witness
economista	economist
submarino	submarine
submarino	sub
submarino	underwater
códigos	code
códigos	codes
prevención	preventive
prevención	prevention
descubierta	discovered
descubierta	spotted
descubierta	uncovered
solares	plots
solares	solar
progresivo	progressive
estudia	study
paloma	dove
paloma	pigeon
paloma	paloma
folk	folk
ira	wrath
ira	anger
ira	ira
atractivo	attractiveness
atractivo	attraction
atractivo	appealing
atractivo	attractive
atractivo	appeal
cinematográfico	cinematographic
cinematográfico	cinematic
volar	fly
volar	flying
recta	straight
ecuatoriano	ecuadorian
entregado	delivered
entregado	surrendered
etiopía	ethiopia
etiopía	ethiopian
dick	dick
jefferson	jefferson
celeste	celeste
celeste	celestial
palermo	palermo
asientos	seating
asientos	seats
dominios	domains
dominios	domain
falsa	false
falsa	fake
tribunales	tribunals
tribunales	court
tribunales	courts
bond	bond
cerdo	pork
cerdo	swine
cerdo	pig
dorsal	dorsal
blood	blood
danés	danish
danés	dane
cajas	boxes
ring	ring
fiebre	fever
geometría	geometry
geometría	geometric
pink	pink
doblaje	dubbing
hoteles	hotel
hoteles	hotels
blas	bert
blas	blas
blas	blaise
bull	bull
ayala	ayala
derrotas	defeat
derrotas	defeats
macizo	solid
macizo	massif
sacramento	sacramento
sacramento	sacrament
neil	neil
documentales	documentary
documentales	documentaries
introducir	introduce
libia	libyan
libia	libya
canciller	chancellor
collins	collins
aldeas	villages
silvia	sylvia
silvia	sylvie
silvia	silvia
inmaculada	immaculate
conjuntamente	jointly
potente	powerful
potente	potent
desafío	challenge
desafío	defiance
respectivos	respective
cerebral	cerebral
determinados	certain
soberano	sovereign
emi	emi
normandía	normandie
normandía	normandy
temporalmente	temporarily
temporalmente	temporary
ánimo	mood
divina	divine
ilustres	illustrious
acusaciones	charges
acusaciones	indictments
acusaciones	allegations
acusaciones	accusations
sudoeste	southwestern
sudoeste	southwest
prieto	prieto
oso	bear
cruzada	crusade
teruel	teruel
nat	nat
mostrado	shown
mostrado	displayed
via	via
excentricidad	eccentricity
camp	camp
rivadavia	rivadavia
levante	levant
levante	levante
reunir	assemble
reunir	gather
reunir	reunite
aproximación	approximation
aproximación	approach
mirada	glance
mirada	gaze
mirada	look
marquesado	marquisate
sri	sri
poblados	villages
departamental	departmental
plumas	pens
plumas	feathers
consideración	consideration
cerrar	close
cerrar	closing
molino	windmill
molino	mill
tronco	log
tronco	trunk
cuarteto	quartet
nativo	native
cook	cook
eeuu	usa
marquesa	marquise
marquesa	marquesa
reducida	reduced
anatomía	anatomy
monstruo	monster
escribiendo	typing
escribiendo	writing
dedos	toes
dedos	fingers
pasaje	ticket
pasaje	passage
denis	denis
anunciado	announced
anunciado	advertised
mató	killed
futbol	soccer
futbol	football
vitoria	vitoria
estonia	estonian
estonia	estonia
bacterias	bacteria
ortodoxa	orthodox
extendido	extended
arácnidos	arachnids
ilegal	illegal
ilegal	unlawful
apóstol	apostle
ejecutado	executed
denominados	denominated
intentando	trying
escocés	scotsman
escocés	scots
escocés	scotch
escocés	scottish
crecer	growing
crecer	grow
sismo	earthquake
sismo	quake
luchas	fights
luchas	struggles
helena	helena
helena	helen
trasera	rear
apreciar	appreciating
apreciar	appreciate
discutir	discuss
recuperó	regained
carece	lacks
conducido	driven
gabriela	gabriella
gabriela	gabriela
radios	radio
radios	radios
coordinador	coordinator
