dhe	és
fjalë	szó
fjalë	szava
fjalë	szavakat
fjalë	szavak
ndodhet	található
amerikan	amerikai
osmane	oszmán
pjesa	részben
pjesa	rész
pjesa	része
ndonjë	bármelyik
ndonjë	bármely
ndonjë	bármilyen
caps	sapkát
gjë	izé
gjë	dolog
ali	allie
ali	ali
shkruar	megírva
shkruar	írásbeli
shkruar	írta
shkruar	írott
kulturore	kulturális
mesme	középre
mesme	közép
mesme	középső
mesme	közepes
shqip	albán
numër	szám
numër	száma
atëherë	akkor
atëherë	aztán
mjaft	elég
bazë	alap
bazë	bázis
bazë	alap
bazë	alapvető
kohe	ideje
kohe	időpont
kohe	idő
ndërtuar	épült
ndërtuar	épített
ndërtuar	felépített
ndërtuar	beépített
ndërtuar	építsünk
ndërtuar	építeni
nëpërmjet	via
nëpërmjet	keresztül
nëpërmjet	át
solid	tömör
solid	szilárd
fshati	település
fshati	falusi
fshati	falu
vite	évek
vite	év
forcat	erők
vdiq	meghalt
sipërfaqja	burkolat
sipërfaqja	hull
sipërfaqja	hajótest
jug	dél
jug	délre
jug	déli
atyre	ők
atyre	őket
lidhur	kapcsolódott
lidhur	kapcsolt
lidhur	összekapcsolt
lidhur	kapcsolatban
lidhur	kapcsolt
lidhur	kapcsolódott
lidhur	kapcsolódó
lidhur	összekapcsolt
lidhur	döntetlen
lidhur	kötve
ushtarake	katonaság
ushtarake	katonai
ushtarake	hadsereg
veri	észak
veri	északi
veri	északra
papa	pápa
papa	pope
popullore	népszerű
popullore	népszerűek
numri	szám
numri	száma
atij	őt
atij	neki
përveç	kivéve
vepra	opus
vepra	deeds
vepra	tettek
vepra	működik
vërtetë	real
vërtetë	valós
vërtetë	igazi
vërtetë	valódi
vërtetë	tényleg
vërtetë	igazán
përmes	via
përmes	keresztül
përmes	át
përdoret	használt
përdoret	felhasznált
dha	adta
dha	adott
arriti	megérkezett
arriti	megérkeztek
botë	világ
botë	world
botë	vilag
spanjë	spanyolország
ndërkombëtare	international
ndërkombëtare	nemzetközi
shqipëria	albánia
sidomos	különösen
sidomos	főleg
tretë	harmadik
tretë	harmadszor
veriore	észak
veriore	északi
merr	vedd
formë	alakja
formë	forma
formë	formát
formë	alakzat
formë	űrlap
formë	forma
formë	formájában
formë	nyomtatvány
kisha	templomok
kisha	templom
kisha	egyház
veçantë	különleges
veçantë	speciális
shteti	ország
shteti	országban
shteti	állapot
shteti	állami
shteti	állam
vende	helyszínek
vende	helyek
vende	ülések
vende	ülés
ndeshje	mérkőzés
ndeshje	egyezés
ndeshje	találat
ndeshje	meccs
ndeshje	gyufa
ndeshje	egyezik
njerëzit	emberek
ende	még
maqedonisë	macedónia
shënoi	jelölt
shënoi	megjelöltek
shënoi	megjelölt
shënoi	megjelölve
fitoi	nyert
vendi	ország
vendi	országban
vendi	hely
http	http
faqe	oldalt
faqe	oldal
faqe	lapok
faqe	oldalakon
faqe	oldalak
jeta	élet
jeta	életem
jeta	life
popullsia	populáció
popullsia	népesség
popullsia	lakosság
shqiptarët	albánok
kryetar	szónok
kryetar	felszólaló
kryetar	polgármester
kryetar	elnök
luajtur	játszott
luajtur	játszottam
shtëpi	house
shtëpi	ház
shtëpi	házon
shtëpi	házak
shtëpi	házakat
shtëpi	otthon
shtëpi	itthon
shtëpi	haza
gjuhë	nyelveket
gjuhë	nyelvek
gjuhë	nyelveken
gjuhë	nyelve
gjuhë	nyelv
gjuhë	nyelv
historike	történelmi
historike	történelmi
historike	történeti
fetare	vallásos
fetare	vallás
fetare	vallási
perëndimore	nyugat
perëndimore	nyugati
perëndimore	nyugati
perëndimore	nyugat
perëndimore	western
tri	tri
tri	három
shembull	példa
ekonomike	gazdasági
ekonomike	gazdaságos
tilla	ilyen
saint	saint
saint	szent
plotë	full
plotë	teljes
rajoni	régió
rajoni	régiók
rajoni	körzet
rajoni	járás
rajoni	kerület
shqiptarëve	albánok
shkolla	iskolákban
shkolla	iskolák
shkolla	iskola
shkolla	iskolában
shkolla	iskola
shkolla	suli
afër	közel
afër	szoros
afër	közel
afër	bezárása
afër	közeli
then	bukta
then	kudarc
drejt	egyenesen
drejt	egyenes
drejt	felé
lindje	keletre
lindje	keleti
lindje	kelet
historia	sztori
historia	történet
historia	story
historia	története
historia	mese
historia	történelme
historia	előzmények
historia	történelem
film	filmet
film	mozi
film	film
film	fólia
film	film
figura	kép
figura	képet
figura	számadatok
figura	számok
figura	figurák
figura	figura
figura	ábra
zoti	isten
kosova	koszovó
kosova	koszovói
gjuha	nyelve
gjuha	nyelv
gjuha	nyelv
studimet	vizsgálatok
studimet	tanulmányok
familje	családi
familje	családtag
familje	család
duket	tűnik
tha	said
tha	mondta
fillon	kezdődik
fillon	kezdődik
fillon	kezdem
fillon	kezdő
fillon	kezdve
anë	oldalra
anë	oldalam
anë	side
gjerë	széles
greke	görög
qëllim	cél
city	city
city	városi
city	város
tempulli	templom
tempulli	szentély
tempulli	temploma
tempulli	temple
kane	kane
von	von
lufta	háború
rast	ügy
rast	case
rast	eset
vjen	jön
vjen	jövök
vjen	jön
grupi	band
grupi	banda
grupi	együttes
grupi	zenekar
grupi	csoport
grupi	csoportban
pare	láttam
pare	látta
pare	látták
itali	olaszország
arritur	teljesült
arritur	megvalósult
arritur	elért
arritur	elérte
arritur	elért
shumica	többségi
shumica	többség
rëndësishëm	instrumentális
svg	svg
shkencore	tudományos
autor	író
autor	szerző
përpara	előre
përpara	előre
përpara	előtte
përpara	előtt
përpara	mielőtt
tregon	jelzi
tregon	műsorok
tregon	mutatja
njerëz	emberek
jugore	dél
jugore	déli
botuar	közzétette
botuar	publikált
botuar	közzétett
pesë	öt
pesë	öten
anëtar	tag
prandaj	ezért
lloji	típus
lloji	típusa
emër	főnév
emër	neve
emër	név
ibn	ibn
grup	csoport
grup	csoportban
mali	hegyen
mali	hegyi
mali	hegy
mali	hegyek
mali	mount
mali	hegy
mali	mali
zhvillimin	fejlesztés
zhvillimin	fejlődés
zhvillimin	fejlesztési
und	und
john	john
john	jános
vendet	ülések
vendet	ülés
vendet	helyszínek
vendet	helyek
vendet	országokban
vendet	országok
poshtë	lefelé
poshtë	le
poshtë	alul
poshtë	alatt
poshtë	alatta
poshtë	alább
poshtë	lent
poshtë	alul
poshtë	alja
poshtë	alsó
poshtë	fenék
fjala	szó
fjala	szava
qendrore	központi
jep	ad
jep	nyújt
wikipedia	wikipédia
bashkë	együtt
hershme	korán
hershme	korai
jugut	dél
jugut	délre
jugut	déli
lindore	kelet
lindore	keleti
italia	olaszország
qarqet	körök
qarqet	áramkörök
qarqet	áramkör
qarqet	körzetek
punë	állás
punë	meló
punë	munka
punë	munkahelyi
punë	munka
hapur	nyitva
hapur	nyitva
njihet	ismeretes
njihet	ismertek
njihet	ismert
qendra	középre
qendra	központ
qendra	center
qendra	középre
qendra	központ
qendra	centrum
libri	könyv
libri	könyvet
romake	római
romake	roman
caktuar	hozzárendelve
caktuar	kijelölt
administrative	igazgatási
administrative	adminisztratív
pati	patty
pati	patti
burimi	forrás
burimi	erőforrás
burimi	forrás
sistemi	rendszer
sistemi	system
politik	politikai
politik	politika
fushë	mező
shtëpia	otthon
shtëpia	itthon
shtëpia	haza
shtëpia	house
shtëpia	ház
shtëpia	házon
kete	ezt
kete	ez
ora	ideje
ora	időpont
ora	idő
ora	óra
gola	célkitűzések
gola	célokat
gola	célok
serbe	szerb
serbe	szerb
serbe	szerbia
detit	tengeren
detit	tengeri
detit	tenger
burim	forrás
njeri	ember
njeri	emberi
njeri	férfi
njeri	ember
not	úszó
not	úszás
not	úszni
faqet	lapok
faqet	oldalakon
faqet	oldalak
ate	őt
ate	neki
lirë	lazán
lirë	laza
lirë	olcsó
lirë	ingyenes
lirë	ingyen
lirë	free
lirë	szabad
bardhë	fehér
komuniste	kommunisták
komuniste	kommunista
gjermane	németül
gjermane	német
ujë	víz
ujë	vizet
zhvilluar	fejlett
zhvilluar	fejlesztett
zhvilluar	kifejlesztett
zhvilluar	kidolgozott
rrethi	kör
rrethi	kört
koha	ideje
koha	időpont
koha	idő
letrare	irodalmi
tokë	föld
tokë	föld
tokë	földterület
tokë	szárazföld
tokë	telek
tokë	földterületek
histori	sztori
histori	történet
histori	story
histori	története
histori	mese
histori	történelme
histori	előzmények
histori	történelem
kreu	fejet
kreu	fej
kreu	fejét
njeriu	férfi
njeriu	ember
gjendje	szituáció
gjendje	helyzet
gjendje	állapota
gjendje	feltétel
gjendje	állapot
amerikane	amerikai
krye	felül
krye	top
krye	csúcs
krye	felső
krye	legfelső
veprat	deeds
veprat	tettek
vendos	szett
vendos	set
vendos	beállítva
vendos	forgatás
mbajtur	tartott
mbajtur	tartották
mbajtur	tartottak
mbajtur	tartott
mbajtur	tartotta
mbajtur	megtartotta
mbajtur	megtartott
com	com
madje	még
përfshin	tartalmazza
george	george
george	györgy
elektrike	elektromos
elektrike	villamos
elektrike	villany
elektrike	elektromos
luftë	háború
arsye	okok
arsye	oka
punuar	bevált
punuar	dolgozott
punuar	működött
punuar	dolgozó
punuar	dolgozik
punuar	dolgozom
punuar	dolgozok
perëndim	nyugat
perëndim	nyugati
fëmijë	gyerekek
fëmijë	kölykök
fëmijë	gyermek
fëmijë	gyermeke
fëmijë	gyermekem
fëmijë	gyerek
fëmijë	gyerekek
fëmijë	gyermekeknek
fëmijë	gyermek
fëmijë	gyermekek
malit	hegyen
malit	hegyi
malit	hegy
malit	hegyek
qarku	megyei
qarku	megye
qarku	áramkör
autori	író
autori	szerző
shtrihet	nyúlik
shtrihet	kiterjed
shtrihet	kiterjeszti
vete	magam
mira	mira
verore	summer
verore	nyári
verore	nyáron
verore	nyár
ushtarak	katonaság
ushtarak	katonai
ushtarak	hadsereg
ushtarak	martial
san	szan
san	san
përsëri	újra
evropian	európai
vendbanim	tartózkodási
vendbanim	lakóhely
familja	családi
familja	családtag
familja	család
larg	far
larg	messze
larg	messzire
princi	herceg
princi	prince
kaluar	elmúlt
kaluar	múlt
kaluar	múltbeli
kaluar	elhunyt
pikë	pont
pikë	pontok
pikë	pont
pikë	point
qeveria	kormány
qeveria	kormányzat
nobel	nobel
shkencave	tudományok
rolin	szerepet
rolin	szerep
rolin	szerepe
jugosllave	jugoszláv
mal	hegyen
mal	hegyi
mal	hegy
mal	hegyek
mal	mal
vetem	egyedül
vetem	csak
vetem	kizárólag
vetem	csak
drejtë	egyenesen
drejtë	egyenes
drejtë	jobbra
aktor	színésznek
aktor	színész
italian	olasz
italian	olaszország
skeda	lap
luajti	játszott
luajti	játszottam
gjashtë	hat
universiteti	university
universiteti	egyetem
gjetur	megtalált
gjetur	megtaláltam
gjetur	talált
radio	rádió
radio	rádiós
radio	radio
yes	igen
formuar	kialakult
formuar	alakított
formuar	alakult
formuar	alakú
mbretëresha	királynő
mbretëresha	queen
mbretëresha	dáma
mbretëresha	királyné
italiane	olasz
italiane	olaszország
bazuar	alapú
bazuar	alapozott
përshkrimi	megnevezés
përshkrimi	leírása
përshkrimi	leírás
rrugë	utca
rrugë	út
rrugë	uton
rrugë	közúti
gjerman	németül
gjerman	német
lashtë	ősi
lashtë	ős
lashtë	ókori
perandoria	birodalom
perandoria	empire
poezi	vers
poezi	verset
poezi	vers
poezi	költészet
evropiane	európai
drejtim	irány
drejtim	irányba
luan	luan
luan	oroszlán
luan	játszik
luan	játszik
luan	játszom
mundur	lehetséges
mundur	legyőzte
mundur	legyőzött
atje	ott
brendshme	belső
brendshme	belseje
dita	nap
dita	napon
dita	nappal
dita	napot
shpejt	hamarosan
shpejt	nemsokára
shpejt	gyorsan
shpejt	gyors
shpejt	gyorsan
shpejt	gyorsan
shpejt	gyors
natyrore	természetes
veriut	észak
veriut	északi
veriut	északra
veriut	észak
veriut	északi
ndryshe	más
ndryshe	különböző
ndryshe	eltérő
ndryshe	máskülönben
ndryshe	egyébként
ndryshe	másképpen
ndryshe	másképp
ara	termés
ara	növények
ara	ara
perandori	birodalom
perandori	empire
perandori	uralkodó
perandori	császár
kush	ki
kush	aki
fusha	mezőket
fusha	mezők
fusha	fields
fusha	földek
fusha	mező
fusha	mező
fusha	térségek
fusha	területek
anglisht	angolul
anglisht	angol
forma	formák
forma	formák
forma	nyomtatvány
forma	alakja
forma	forma
forma	formát
forma	alakzat
forma	űrlap
forma	forma
forma	formájában
forma	nyomtatvány
fillimisht	kezdetben
fillimisht	eleinte
fillimisht	eredetileg
muaj	hónap
muaj	hónapokig
muaj	hónapok
muaj	hónap
muaj	hónapja
publike	nyilvános
publike	nyilvánosság
publike	nyilvánosan
publike	publikus
shënuar	jelölt
shënuar	megjelöltek
shënuar	megjelölt
shënuar	megjelölve
shtet	ország
shtet	országban
shtet	állapot
shtet	állami
shtet	állam
demokratike	demokratikus
demokratike	demokrata
veten	magam
veten	magad
filmi	filmet
filmi	mozi
filmi	film
filmi	fólia
filmi	film
veçanërisht	különösen
veçanërisht	különösen
veçanërisht	főleg
veçanërisht	konkrétan
veçanërisht	kifejezetten
veçanërisht	kimondottan
moderne	modern
moderne	korszerű
metra	méter
artit	művészet
artit	art
artit	műalkotás
gjithmonë	mindig
tashmë	már
tashmë	máris
york	yorkban
york	york
york	yorki
kryer	lekötött
kryer	elkövetett
kryer	elkötelezett
postal	irányítószám
gjermani	németország
sur	sur
erdhi	megérkezett
erdhi	megérkeztek
erdhi	jött
dorë	kezét
dorë	kéz
sukses	sikeres
sukses	siker
gjate	hosszú
world	világ
world	world
world	vilag
paris	párizs
paris	párizsi
paris	párizsban
shtatë	hetes
shtatë	hét
shtatë	hetedik
këngë	dalok
këngë	dalokat
këngë	dal
këngë	dalt
këngë	song
megjithëse	habár
megjithëse	bár
megjithëse	habár
megjithëse	bár
vazhdoi	folyamatos
vazhdoi	folytatása
vazhdoi	folytatta
vazhdoi	folytatás
vazhdoi	folytatódott
përmban	tartalmazza
përmban	tartalmaz
përmban	tartalmaznak
targa	rendszám
targa	tányér
targa	lemezek
marrin	kapni
menjëherë	azonnal
gati	kész
robert	robert
robert	róbert
club	klub
club	club
libër	könyv
libër	könyvet
përfundoi	befejeződött
përfundoi	elkészült
përfundoi	befejezett
përfundoi	elkészült
përfundoi	befejezett
përfundoi	kész
mire	jó
sistem	rendszer
sistem	system
des	des
shekulli	évszázad
shekulli	század
periudhë	időszak
periudhë	időtartam
periudhë	periódus
vazhdon	folytatódik
shoqërore	humán
shoqërore	társadalmi
shoqërore	szociális
artikuj	árucikkek
artikuj	cikkek
sotme	ma
shkrimtar	író
ndërkohë	mindeközben
ndërkohë	ezalatt
ndërkohë	időközben
ndërkohë	eközben
ndërkohë	közben
qartë	világos
qartë	tiszta
huaj	idegen
huaj	külföldi
huaj	kül
huaj	külföldiek
përgjatë	mentén
francez	francia
francez	franciák
thjeshtë	egyszerű
thjeshtë	szimpla
thjeshtë	egyszerűen
fshatrat	falvak
vlera	érték
vlera	értékek
vlera	érték
vlera	értéke
sikur	mint
sikur	like
sikur	tetszik
themeluar	alapították
themeluar	alapított
themeluar	alapította
themeluar	megalapozott
themeluar	letelepedett
rol	szerepet
rol	szerep
rol	szerepe
ndërkombëtar	international
ndërkombëtar	nemzetközi
bashkimi	union
bashkimi	unió
bashkimi	szakszervezet
bashkimi	unión
bashkimi	uniós
bashkimi	fúzió
bashkimi	egyesülés
bashkimi	összefonódás
bashkimi	egység
bashkimi	csatlakozik
bashkimi	csatlakozás
lumi	folyami
lumi	folyó
maqedoni	macedónia
golin	gól
golin	cél
toka	föld
toka	föld
toka	földterület
toka	szárazföld
toka	telek
toka	földterületek
raste	ügyek
raste	esetekben
raste	esetek
here	idők
here	időpontok
here	times
here	ideje
here	időpont
here	idő
xxxx	xxxx
filluan	kezdődött
filluan	kezdte
filluan	elkezdődött
shkurtër	rövid
shkurtër	alacsony
shkurtër	röviden
shkurtër	rövid
yyyy	éééé
roman	római
roman	roman
roman	újszerű
roman	regény
william	william
william	vilmos
uefa	uefa
mbetur	megmaradt
mbetur	megmaradó
mbetur	fennmaradó
rruga	utca
rruga	út
rruga	uton
rruga	közúti
ndoshta	talán
ndoshta	talán
ndoshta	valószínű
ndoshta	valószínűleg
kupa	kehely
kupa	poharak
kupa	poharakat
kupa	kupa
kupa	csésze
kupa	cup
kupa	pohár
kupa	bögre
ekonomik	gazdasági
ekonomik	gazdaságos
bukur	gyönyörű
bukur	csinos
bukur	szep
bukur	szép
jean	jean
turke	török
ulët	alacsonyan
ulët	alacsony
periudha	időszak
periudha	időtartam
periudha	periódus
periudha	időszakok
real	real
real	valós
real	igazi
real	valódi
jetojnë	live
jetojnë	élni
jetojnë	élőben
jetojnë	élő
publik	nyilvános
publik	nyilvánosság
publik	nyilvánosan
publik	publikus
pavarur	független
pavarur	önálló
pavarur	függetlenek
pavarur	szabadúszó
ushtria	katonaság
ushtria	katonai
ushtria	hadsereg
ushtria	sereg
ushtria	hadsereg
lind	született
lind	megszületett
lind	lind
fundi	befejezés
fundi	vége
fundi	vég
ndarë	osztva
ndarë	megosztott
ndarë	megosztva
klubi	klub
klubi	club
fakt	tény
kuqe	piros
kuqe	piroska
kuqe	vörös
pasha	pasa
puna	munkahelyi
puna	munka
vdekur	halott
vdekur	halottak
university	university
university	egyetem
www	www
gjeografike	földrajzi
gjeografike	földrajzi
madrid	madrid
madrid	madridi
njësi	egységek
njësi	egység
njësi	egység
njësi	unit
osman	osman
qytetet	városok
qytetet	városok
qytetet	városokat
gazeta	újság
gazeta	lapok
gazeta	újság
gazeta	újságok
gazeta	papír
rritur	felnőtt
rritur	nagykorú
format	formák
format	formátuma
format	formátum
zgjedhur	kijelölt
zgjedhur	kiválasztva
zgjedhur	kiválasztott
anëtarët	tagjai
anëtarët	tagok
anëtarët	tagoknak
anëtarët	képviselők
banorët	lakói
banorët	lakosok
banorët	lakos
banorët	lakói
banorët	lakók
banorët	lakosok
fuqi	energia
fuqi	erő
fuqi	power
fuqi	hatalom
duhej	kellett
duhej	szükséges
punoi	bevált
punoi	dolgozott
punoi	működött
katolike	katolikus
katolike	katolikusok
artikulli	árucikk
artikulli	cikk
shkollë	iskolában
shkollë	iskola
shkollë	suli
seri	sorozat
përbashkët	közös
përbashkët	osztott
përbashkët	megosztotta
përbashkët	megosztott
përbashkët	megosztva
përbashkët	közös
përbashkët	gyakori
përbashkët	ízületi
përbashkët	joint
përbashkët	együttes
përbashkët	közös
akoma	még
akoma	mégis
britanisë	britannia
rezultat	eredmény
fëmijët	gyerekek
fëmijët	kölykök
fëmijët	gyerekek
fëmijët	gyermekeknek
fëmijët	gyermek
fëmijët	gyermekek
profesor	professzor
ngjarje	esemény
ngjarje	rendezvény
ngjarje	események
ngjarje	esemény
ngjarje	rendezvények
mban	tartja
mban	tartja
pika	pontokat
pika	pontok
pika	csepp
pika	pont
pika	point
vendasit	helyiek
vendasit	bennszülöttek
posta	mail
posta	levél
posta	levelek
posta	posta
kaloi	elköltött
kaloi	költött
kaloi	töltött
kaloi	keresztbe
kaloi	elhunyt
lehtë	könnyű
tej	tovább
tej	további
qysh	azóta
qysh	mióta
qysh	mivel
qysh	óta
greqi	görögország
jeton	élni
jeton	élő
jeton	live
jeton	élni
jeton	élőben
jeton	élő
jeton	él
jeton	életek
pjese	részben
pjese	rész
pjese	része
xhamia	mecset
nisur	kezdeményezett
nisur	elindított
nisur	indított
ilire	illír
arrin	megérkezik
arrin	érkezik
arrin	eléri
rëndë	heavy
rëndë	súlyos
rëndë	nehéz
bin	bin
bin	kuka
bin	bab
bin	bini
charles	károly
charles	charles
kurrë	sosem
kurrë	soha
vrarë	meggyilkolták
vrarë	megölte
