медия	media
колекции	collezioni
султана	sultana
султана	sultano
султана	sultan
етика	etico
етика	deontologia
етика	etica
цивилни	civili
цивилни	civile
цивилни	civili
путин	putin
представено	presentate
представено	presentato
представено	inviato
представено	presentati
бит	bit
бит	battuti
бит	battuto
бит	picchiato
бит	picchiata
плод	frutta
плод	fruit
плод	frutto
имението	maniero
имението	manor
езиците	lingue
доктрина	dottrina
еволюцията	evolution
еволюцията	evoluzione
рицар	cavaliere
рицар	cavalieri
неправилно	errato
неправилно	scorretto
неправилно	errata
тото	totò
тото	toto
плаща	paga
плаща	pays
оригинален	originale
оригинален	original
оригинален	originali
католици	cattolici
католици	cattolico
католици	cattolica
католици	cattolici
гревена	grevena
твърд	solidi
твърд	solida
твърд	solido
твърд	duro
твърд	difficile
твърд	hard
твърд	duri
твърд	dura
твърд	rigide
твърд	rigidi
твърд	rigido
твърд	rigida
твърд	rigidità
развит	sviluppati
развит	sviluppata
развит	sviluppate
развит	sviluppato
вавилон	babilonia
вавилон	babylon
умрял	morì
значения	significati
невада	nevada
планети	pianeti
месопотамия	mesopotamia
молекули	molecole
марек	marek
кайзерслаутерн	kaiserslautern
наляво	sinistro
наляво	sinistra
наляво	lasciato
дакота	dakota
радиус	raggio
здрави	sano
здрави	sana
здрави	sani
ориз	riso
ориз	rice
дванадесет	twelve
дванадесет	dodici
подчинени	subordinati
подчинени	subordinato
подчинени	subordinati
подчинени	subordinazione
подчинени	subordinato
подчинени	subordinati
подчинени	subordinata
желязна	iron
желязна	ferro
ястия	pasti
ястия	piatti
същността	essenza
дискове	dischi
дискове	dischi
дискове	cds
дискове	cd
хелзинки	helsinki
анкара	ankara
мирно	pacifici
мирно	pacifico
мирно	pacifica
дървена	legno
ръсел	russel
ръсел	russel
ръсел	russell
прогрес	progressi
прогрес	avanzamento
прогрес	progress
прогрес	progresso
изпратена	inviato
изпратена	inviata
изпратена	inviati
цветни	colorato
човешко	umane
човешко	umano
човешко	umani
човешко	human
човешко	umana
процесите	processi
галерии	gallerie
изпълнен	riempita
изпълнен	riempite
изпълнен	riempiti
изпълнен	riempito
леля	zia
леля	zietta
леля	zia
контузия	lesione
контузия	lesioni
контузия	infortunio
контузия	contusioni
контузия	contusione
скок	salto
скок	salti
скок	salta
скок	saltate
скок	jump
скок	saltare
скок	balzo
цикъла	ciclo
частична	parziali
частична	parziale
люк	luke
люк	luca
съпротивление	resistenza
съпротивление	resistenze
ресторант	ristorante
дева	vergine
дева	deva
андреас	andreas
андреас	andrea
казан	calderone
казан	kazan
слънчеви	sunny
слънчеви	soleggiato
слънчеви	solare
слънчеви	solari
слънчеви	solar
лусия	lucia
победителите	vincenti
победителите	vincitori
въздушно	aerea
въздушно	antenna
въздушно	aria
въздушно	air
арагон	aragona
азиатски	asiatiche
азиатски	asiatici
азиатски	asiatico
азиатски	asiatica
азиатски	asian
умерено	moderato
умерено	moderati
умерено	moderare
умерено	moderata
умерено	moderatamente
анатомия	anatomia
истинска	real
истинска	reali
истинска	reale
истинска	veri
стан	stan
журито	giurati
журито	giuria
журито	giurie
задвижване	propulsione
формиране	formazione
агенцията	agenzia
добави	aggiungere
добави	aggiungi
разработени	sviluppati
разработени	sviluppata
разработени	sviluppate
разработени	sviluppato
сиво	grigio
сиво	grigi
сиво	gray
сиво	grigio
сиво	grigi
условно	condizionato
условно	condizionale
сфери	sfere
установка	lanciatore
календара	calendario
археолог	archeologo
сфорца	sforza
тъмна	scuro
тъмна	dark
тъмна	buio
тъмна	oscurità
състави	compilazione
състави	compila
състави	compilare
състави	composizioni
състави	configurazioni
костите	bones
костите	ossa
слиза	discendente
слиза	decrescente
пръст	dito
пръст	dita
пръст	alluce
параметър	parametro
параметър	parametri
единна	unificato
единна	unificata
единна	unificati
модена	modena
астрономия	astronomia
президентските	presidenziali
президентските	presidenziale
сокол	falcon
сокол	falco
изкуствен	artificiale
изкуствен	artificiali
великден	pasqua
неочаквано	inaspettatamente
неочаквано	inattesa
неочаквано	inaspettata
неочаквано	inaspettato
неочаквано	imprevisti
неочаквано	inatteso
пациенти	pazienti
сейшели	seychelles
морско	marittimi
морско	marittima
морско	marittimo
агенти	agenti
организирано	organizzata
организирано	organizzati
организирано	organizzato
организирано	organizzate
организирано	organizzata
организирано	organizzati
организирано	organizzato
организирано	organizzate
екзарх	esarca
нормандия	normandia
построено	costruite
построено	costruito
построено	costruita
построено	costruiti
спортно	sporting
спортно	sport
остро	tagliente
остро	sharp
остро	taglienti
остро	affilato
остро	acute
остро	acuto
остро	acuta
остро	acuti
стихотворение	poema
стихотворение	poesia
руините	rovine
финландски	finlandesi
финландски	finlandese
дистанция	distanze
дистанция	lontananza
дистанция	distanza
клеопатра	cleopatra
пирамида	piramide
психологията	psicologia
магнус	magno
магнус	magnus
роналд	ronald
катар	qatar
създателите	creatori
тясна	stretta
доминика	dominica
брабант	brabante
бонус	bonus
кеймбридж	cambridge
гренландия	groenlandia
аргумент	argomentazione
аргумент	argomento
спиране	frenata
спиране	frenatura
спиране	alt
синтез	fusion
синтез	fusione
синтез	sintesi
мускули	muscoli
мускули	muscoli
мускули	muscolare
мускули	muscolo
сив	grigio
сив	grigi
сив	gray
сив	grigio
сив	grigi
етапи	fasi
етапи	fasi
етапи	stadi
етапи	tappe
етапи	traguardi
етапи	tappe
комитети	commissioni
комитети	comitati
оливър	oliver
сесия	sessione
придава	allega
вулкана	vulcano
освобождаване	rilascio
освобождаване	release
освобождаване	rilascia
освобождаване	esonero
освобождаване	esenzione
освобождаване	deroghe
освобождаване	esenzioni
железен	ferrosi
железен	ferroso
железен	iron
железен	ferro
ръкопис	manoscritti
ръкопис	manoscritto
чиновник	impiegato
сняг	neve
сняг	snow
записано	registrato
записано	registrate
реалност	realtà
реалност	reality
бестселър	bestseller
безплатно	libera
безплатно	gratis
безплатно	liberi
безплатно	libero
безплатно	free
безплатно	gratuito
интервюта	colloqui
интервюта	interrogatori
интервюта	interviste
ватикана	vaticano
масиви	array
антония	antonia
ванкувър	vancouver
консулски	consolare
жител	residenti
жител	residente
жител	abitante
представления	rappresentazioni
еберхард	eberhard
отказ	rifiutare
отказ	rifiuta
отказ	rifiuto
отказ	negazione
отказ	diniego
отказ	rifiuto
рикардо	riccardo
рикардо	ricardo
навън	fuori
навън	esterno
навън	fuori
навън	out
присъединяване	partecipa
присъединяване	iscriviti
присъединяване	adesione
здравко	zdravko
продажбите	vendite
продажбите	vendita
проконсул	proconsole
мъжко	maschile
мъжко	maschio
мъжко	maschi
убеден	convinto
убеден	persuaso
убеден	convinte
убеден	convinta
убеден	convinti
свидетелство	certificato
свидетелство	attestato
художниците	pittori
покрит	coperti
покрит	coperto
покрит	rivestito
покрит	rivestita
покрит	rivestite
покрит	rivestiti
бележка	nota
бележка	memo
мероприятия	manifestazioni
мероприятия	eventi
брод	brod
бронзови	bronzo
морган	morgana
морган	morgan
охлаждане	raffreddamento
охлаждане	refrigerazione
охлаждане	agghiacciante
пресата	stampa
пресата	premere
пресата	premi
пресата	pressa
пиетро	pietro
доброволно	volontariato
доброволно	volontario
доброволно	volontari
доброволно	volontaria
окото	occhio
окото	eye
костенурки	tartarughe
заменена	sostituita
заменена	rimpiazzato
заменена	sostituiti
заменена	sostituito
преса	stampa
преса	premere
преса	premi
преса	pressa
уайлд	wilde
бета	beta
регистрация	registrazione
регистрация	iscrizioni
регистрация	iscrizione
реймънд	raimondo
мариана	marianna
мариана	marianna
мариана	mariana
сопот	sopot
сключен	conclusi
сключен	concluso
сключен	concluse
ням	scemo
ням	stupido
ням	muti
ням	muta
ням	muto
ням	mute
храсти	cespugli
храсти	arbusti
храсти	cespugli
физическо	fisico
физическо	fisiche
физическо	fisica
физическо	fisici
показване	visualizzazione
показване	display
показване	spettacolo
показване	mostra
показване	show
платна	tele
платна	tela
платна	canvas
платна	vele
ирански	iraniani
ирански	iraniana
ирански	iraniano
про	pro
мориц	moritz
износ	esporta
износ	esportazioni
износ	esportazione
износ	esporta
износ	export
износ	esportare
износ	esportazione
роналдо	ronaldo
марта	marta
марта	marta
марта	martha
кралско	royal
кралско	regio
кралско	reale
рицарите	cavalieri
индекс	indice
лодка	barca
йога	yoga
емигранти	immigranti
емигранти	immigrati
емигранти	emigrati
емигранти	emigranti
платно	tela
платно	canvas
родина	patria
родина	madrepatria
родина	patria
родина	homeland
родина	patria
родина	madrepatria
гласът	voice
гласът	voce
йоханес	johannes
карол	karol
карол	carol
алтернатива	alternativo
алтернатива	alternative
алтернатива	alternativi
алтернатива	alternativa
парична	monetaria
подчертава	sollecitazioni
подчертава	stress
подчертава	evidenzia
тимор	timor
тайните	segreti
лидерите	leader
лидерите	leaders
николаос	nikolaos
бъдещи	futuro
бъдещи	futura
бъдещи	future
бъдещи	futuri
чува	sente
пшеница	frumento
пшеница	grano
баланс	bilancia
баланс	saldo
баланс	equilibrio
баланс	bilanciamento
кучето	cane
свидетел	testimone
свидетел	testimoni
орбитата	orbita
подвид	sottospecie
цвайбрюкен	zweibrücken
организъм	organismo
отпадъци	spreco
отпадъци	rifiuti
отпадъци	scarto
отпадъци	scarti
отпадъци	rifiuti
централа	central
централа	centrale
сватба	matrimonio
сватба	matrimonio
сватба	nozze
сватба	matrimoni
литра	litri
литра	litri
резерв	riserve
резерв	riserva
лицата	volti
лицата	visi
лицата	facce
мъченици	martiri
радванска	radwańska
отделяне	staccare
отделяне	stacca
отделяне	separazione
заслужава	merita
видях	saw
видях	sega
конен	equestre
полезно	utili
полезно	utile
полезно	utile
извършена	eseguito
извършена	eseguiti
извършена	eseguita
способен	capace
способен	capaci
гледам	guardando
гледам	guardare
стивънс	stephens
стивънс	stevens
диапазон	intervallo
диапазон	range
напоследък	recentemente
напоследък	ultimamente
алан	allan
мара	mara
превзет	pretenzioso
убеди	convincere
бийч	faggio
документация	documentazione
последици	conseguenze
последици	implicazioni
последици	effetti
последици	conseguenza
ясна	jasna
пътека	percorso
пътека	tracciato
пътека	sentiero
пътека	sentiero
пътека	trail
учителите	professori
учителите	insegnanti
учителите	docenti
шерлок	sherlock
осман	osman
изстрелване	lancio
изстрелване	lancio
изстрелване	varo
орфей	orfeo
колела	ruote
колела	rotelle
федерална	federal
федерална	federale
федерална	federali
правомощия	potenze
правомощия	powers
правомощия	poteri
правомощия	autorità
вълк	wolf
вълк	lupo
вълк	lupi
слаб	smilzo
слаб	magra
слаб	magro
слаб	debole
слаб	deboli
слаб	sottili
слаб	thin
слаб	magra
слаб	sottile
слаб	magro
способни	capace
способни	capaci
падуа	padova
уейн	wayne
съществувало	esisteva
съществувало	esistiti
съществувало	esistevano
съществувало	esistito
разновидност	varietà
брут	bruto
хърбърт	herbert
екшън	action
екшън	azione
отдих	ricreazione
отдих	rilassamento
отдих	relax
духовен	spirituali
духовен	spirituale
фишер	fisher
фишер	fischer
гръб	schiena
гръб	ritorno
гръб	back
гръб	indietro
гнездото	nidi
гнездото	nido
предприемачи	imprenditori
предприемачи	sviluppatori
предприемачи	appaltatori
предприемачи	contraenti
тетово	tetovo
моцарт	mozart
въстания	rivolte
яйцата	uova
реконструкция	ricostruzione
тухли	mattoni
финалите	finali
затворници	prigionieri
затворници	detenuti
затворници	detenuti
затворници	detenute
дженифър	federica
дженифър	jennifer
правителствата	governi
неа	nea
инфо	info
записана	registrato
записана	registrate
математици	matematici
елин	elin
детройт	detroit
ушите	orecchi
ушите	orecchie
продуктите	prodotti
министрите	ministri
хънт	caccia
хънт	hunt
хънт	cacciare
дарява	dona
херодот	erodoto
проведено	condotti
проведено	condotto
проведено	eseguito
проведено	eseguiti
проведено	eseguita
единични	singoli
единични	singles
единични	singolare
нормална	normale
нормална	normali
нормална	normalità
рая	cielo
рая	heaven
рая	paradiso
рая	paradiso
рая	paradise
политбюро	politburo
съотношение	proporzione
съотношение	proporzione
павлович	pavlovich
съчетание	combinazione
духовно	spirituali
духовно	spirituale
духовно	spiritualmente
частно	privati
частно	privato
частно	privata
частно	private
частно	soldato
разрешава	permette
разрешава	consente
разрешава	autorizza
блато	palude
блато	marsh
блато	palude
блато	palude
илюстрации	illustrazioni
хабсбург	asburgo
хабсбург	habsburg
гризачи	roditore
гризачи	roditori
гризачи	roditori
практикува	praticata
практикува	praticato
укрепления	fortificazioni
дворецът	palazzo
дъска	lavagna
томи	tommy
излъчването	radiodiffusione
излъчването	broadcasting
блата	paludi
блата	bogs
блата	paludi
проектиране	progettazione
проектиране	design
проектиране	progettare
мърфи	murphy
бесарабия	bessarabia
земноводни	anfibi
корен	radici
корен	root
корен	radice
кей	kay
експозиция	esposizione
алпийски	alpina
алпийски	alpini
алпийски	alpino
алпийски	alpine
модерен	moderna
модерен	moderne
модерен	moderni
модерен	modern
модерен	moderno
модерен	modernità
остра	acute
остра	acuto
остра	acuta
остра	acuti
остра	tagliente
остра	sharp
остра	taglienti
остра	affilato
наблизо	vicino
включването	incorporazione
балет	balletti
балет	balletto
трайно	resistente
трайно	duratura
трайно	durevole
трайно	duraturo
трайно	durevoli
трайно	permanentemente
трайно	duratura
трайно	durevole
трайно	duraturo
последователност	coerenza
последователност	sequenza
последователност	consistenza
последователност	coerenza
тънки	sottili
тънки	thin
тънки	magra
тънки	sottile
тънки	magro
излага	espone
мъртъв	morti
мъртъв	morta
мъртъв	morto
мъртъв	dead
петата	tallone
петата	tacco
заряд	addebito
заряд	carica
коло	colo
подправки	stagionatura
подправки	condimento
подправки	condimenti
подправки	spezie
подправки	condimenti
подправки	spezie
подправки	spezia
подправки	spice
разтвор	soluzione
ума	uma
ума	mind
ума	mente
дамаск	damasco
установена	stabilita
установена	stabilito
черво	intestino
черво	intestino
черво	intestinali
черво	colon
хумор	umorismo
хумор	umorismo
интензивно	intensiva
интензивно	intensivo
интензивно	intensivi
интензивно	intensa
интензивно	intensi
интензивно	intense
интензивно	intenso
интензивно	intensamente
популация	popolazione
одобрява	approva
подобрения	upgrade
подобрения	migliorie
подобрения	miglioramenti
подобрения	miglioramenti
подобрения	miglioramento
подобрения	miglioramenti
драган	dragan
организиране	organizzare
организиране	organizzano
организиране	organizza
организиране	organizza
поеми	poesie
поеми	poemi
ужасите	orrori
ужасите	orrore
злото	male
злото	malvagio
злото	evil
силва	silva
премахва	rimuove
възприемат	percepire
майсен	meissen
култ	setta
култ	cult
култ	culto
трафик	traffico
трафик	traffici
трафик	traffico
баку	baku
специфична	specifica
специфична	specifici
специфична	specifico
погребението	funerale
погребението	funerali
рой	roy
живите	living
живите	vivente
живите	vivere
монахиня	nun
монахиня	monaca
монахиня	suora
спонсор	sponsor
остатъци	residuo
остатъци	residui
остатъци	avanzi
остатъци	residui
луиджи	luigi
робство	schiavitù
робство	bondage
робство	schiavitù
остър	tagliente
остър	sharp
остър	taglienti
остър	affilato
остър	acute
остър	acuto
остър	acuta
остър	acuti
династии	dinastie
вестфалия	vestfalia
вестфалия	westfalia
долини	valli
долини	vallate
детство	infanzia
стаята	camera
стаята	stanza
битките	battaglie
струга	struga
подобие	similitudine
подобие	somiglianza
патрон	patrono
патрон	mecenate
патрон	cartuccia
таня	tania
таня	tanya
таня	tania
таня	tanja
увеличение	ingrandimento
увеличение	zoom
увеличение	aumento
увеличение	aumentate
увеличение	aumenta
увеличение	aumentare
увеличение	ingrandimento
възпитание	istruzione
възпитание	educazione
заслужил	meritato
заслужил	guadagnata
заслужил	guadagnati
заслужил	guadagnato
устойчивост	stabilità
устойчивост	sostenibilità
устойчивост	resistenza
устойчивост	resistenze
устойчивост	persistere
устойчивост	persistenza
устойчивост	perseveranza
устойчивост	resilienza
бъркли	berkley
бъркли	berkeley
камери	telecamere
камери	fotocamere
камери	videocamere
експерти	esperti
обичайно	soliti
обичайно	usuale
обичайно	solito
подчинение	obbedienza
подчинение	sottomissione
изключен	disabilitato
изключен	disabili
изключен	disabile
изключен	disconnesso
изключен	escluse
изключен	escluso
изключен	esclusa
изключен	esclusi
изключен	espulsa
изключен	espulso
изключен	espulsi
блокиран	bloccato
блокиран	bloccati
блокиран	bloccata
затруднения	difficoltà
затруднения	difficoltà
приказка	racconto
приказка	favola
приказка	fiaba
приказка	fiabe
приказка	storia
метър	metri
метър	metro
метър	contatore
модификации	modifiche
джан	jan
джан	zhang
саймън	simone
саймън	simon
саймън	simona
свързване	vincolanti
свързване	legante
свързване	vincolante
свързване	connessione
свързване	collegamento
свързване	connessione
свързване	connect
променливи	variabile
променливи	variabili
променливи	variabili
удоволствие	piacere
лийдс	leeds
шумахер	schumacher
плутарх	plutarco
неизвестна	sconosciuto
неизвестна	sconosciuti
неизвестна	sconosciuta
сок	succo
сок	succhi
сок	spremuta
сок	juice
сок	calzino
сок	calza
пейзаж	scenografia
пейзаж	paesaggio
влияе	incide
ивици	strisce
ивици	striscia
базел	basilea
базел	basel
затваря	chiude
гаврил	gavril
клетва	giuramento
покровител	patrono
покровител	mecenate
сблъсъци	scontri
сблъсъци	collisioni
наталия	natalya
наталия	natalia
разделено	divisi
разделено	diviso
разделено	suddiviso
разделено	divise
разделено	suddivisi
кери	carrie
кери	cary
кери	kerry
съветници	consulenti
съветници	consiglieri
съветници	consiglieri
съветници	consiglieri
леонард	leonardo
леонард	leonard
показател	benchmark
показател	indice
показател	indicatore
пробив	breccia
пробив	violazione
комунизма	comunismo
църквите	chiese
домашен	home
домашен	casa
домашен	domestico
домашен	domestica
построи	costruisci
построи	corporatura
построи	build
построи	costruire
кооперация	cooperativa
кооперация	cooperativo
кооперация	cooperative
ален	alain
конкурси	competizioni
конкурси	concorsi
конкурси	concorsi
бук	faggio
германци	tedeschi
компютъра	computer
реализъм	realismo
делегати	delegati
гуам	guam
настояване	insistenza
ботове	bot
повреда	fallimento
повреда	inadempimento
повреда	insuccesso
повреда	danni
повреда	danno
повреда	danneggiamento
повреда	guasto
повреда	malfunzionamento
повреда	malfunzionamenti
оксфорд	oxford
аквитания	aquitania
сет	seth
съдържащ	contenenti
съдържащ	contenente
дива	selvaggi
дива	selvatici
дива	selvaggio
дива	selvatico
дива	wild
дива	selvaggia
дива	diva
девети	nono
девети	nona
двоен	doppio
двоен	doppi
двоен	doppia
археология	archeologia
археология	archeologia
ескадрила	squadriglia
ескадрила	squadrone
шум	rumore
шум	rumorosità
шум	rumori
опитът	esperienze
опитът	experience
опитът	esperienza
психологически	psicologici
психологически	psicologicamente
бенджамин	benjamin
стълб	pilastri
стълб	pilastro
стълб	pole
стълб	palo
заден	retroguardia
заден	posteriori
заден	posteriore
каменица	kamenica
описана	descritti
описана	descritta
описана	descritte
описана	descritto
абдул	abdul
прием	ricezione
прием	accoglienza
прием	reception
прием	ricevimento
светлана	svetlana
пен	penn
специализирана	specializzata
специализирана	specializzato
специализирана	specializzata
специализирана	specializzato
специализирана	specializzati
луизиана	louisiana
сух	dry
сух	asciutto
сух	secchi
сух	secca
сух	secco
кристали	cristalli
сървър	server
хофман	hoffmann
хофман	hoffmann
хофман	hoffman
училищата	scuole
мей	mei
фотограф	fotografo
фотограф	fotografa
лого	logo
лого	loghi
лого	logo
лого	loghi
материалите	materiali
почит	omaggio
почит	tributo
почит	tributi
почит	venerazione
почит	omaggio
атлетика	atletica
съдът	corte
хирургия	chirurgia
отражение	riflessioni
отражение	riflesso
отражение	riflessione
вегас	vegas
влакна	fibre
влакна	fibre
влакна	fibre
влакна	fibra
влакна	fibre
влакна	fibra
бенедикт	benedict
бенедикт	benedetto
поделение	unità
поделение	unit
предложена	offerti
предложена	offerto
предложена	proposti
предложена	proposto
насърчава	incoraggia
насърчава	promuove
признати	riconosciuto
признати	riconosciuta
признати	riconosciuti
признати	riconosciuto
признати	riconosciuta
признати	riconosciuti
признати	riconosciuto
признати	riconosciuti
признати	riconosciuta
швабия	svevia
джонатан	jonathan
отдели	dipartimenti
катя	katia
катя	katia
катя	katya
катя	katja
никита	nikita
неуспешни	soccombente
неуспешни	insuccesso
илюстрация	illustrazioni
илюстрация	illustrazione
романс	romance
романс	romanticismo
дик	cazzi
дик	dick
дъно	bottom
санчес	sanchez
санчес	sánchez
заплахи	minacce
женско	femminili
женско	femminile
женско	femmina
женско	donna
женско	femmine
женско	femminile
интерпретация	interpretazione
щастлив	contento
щастлив	felici
щастлив	felice
щастлив	happy
нина	nina
изтрита	eliminata
изтрита	cancellato
изтрита	soppresso
изтрита	cancellati
изтрита	eliminati
изтрита	eliminato
изтрита	cancellato
изтрита	cancellati
изтрита	cancellata
кухина	cavità
кухина	carie
анонимен	anonimo
предупреждение	avviso
предупреждение	avvertimento
предупреждение	avvertenza
успехите	successi
имущество	proprietà
приключения	avventure
приключения	adventures
приключения	avventure
приключения	adventure
приключения	avventura
спасение	salvezza
секции	sezioni
секции	profilati
доклади	relazioni
доклади	rapporti
вагнер	wagner
олтара	altare
диленбург	dillenburg
нютон	newton
решено	risolti
решено	risolta
решено	risolte
решено	risolto
решено	deciso
решено	decise
решено	decisi
решено	determinato
решено	determinata
оставката	rassegnazione
оставката	dimissioni
винсент	vincent
винсент	vincenzo
реализация	realizzo
реализация	realizzazione
достъпна	accessibile
достъпна	accessibili
достъпна	abbordabili
изключителна	esclusiva
изключителна	esclusivi
изключителна	esclusive
изключителна	esclusività
изключителна	esclusivo
изключителна	straordinarie
изключителна	straordinari
изключителна	straordinario
изключителна	straordinaria
изключителна	eccezionale
изключителна	eccezionale
изключителна	eccezionali
усвояване	assorbimento
шапка	cappello
шапка	cappellino
шапка	hat
татяна	tatiana
татяна	tatyana
карат	azionamenti
парламентарна	parlamentare
сократ	socrates
сократ	socrate
сянка	ombra
сянка	shadow
сянка	ombre
сянка	ombra
сянка	sfumatura
сребърна	argento
сребърна	silver
честта	onore
честта	onore
честта	honor
светло	light
светло	luce
светло	leggero
светло	leggeri
светло	leggera
светло	luminoso
светло	bright
светло	luminosi
светло	luminosa
минск	minsk
рот	roth
героиня	eroina
лисица	volpe
лисица	fox
лисица	volpi
хребет	dorsale
хребет	cresta
хребет	ridge
шварцбург	schwarzburg
синя	blu
синя	blue
синя	azzurri
синя	azzurro
кръгла	tondo
кръгла	rotondo
кръгла	round
ритуали	rituali
ритуали	riti
паунда	sterline
паунда	libbre
изградено	costruite
изградено	costruita
изградено	costruito
изградено	costruiti
титан	titanio
титан	titano
титан	titan
гугъл	google
вдовицата	vedova
магия	stregoneria
магия	magie
магия	magica
магия	magia
магия	magico
магия	magici
магия	magic
палуба	ponte
мусолини	mussolini
ранд	rand
уравнение	equazione
уравнение	equazioni
включване	login
включване	accesso
включване	accedi
включване	includere
включване	abilitare
включване	abilita
включване	inserimento
включване	inclusione
остри	tagliente
остри	sharp
остри	taglienti
остри	affilato
експерт	esperti
експерт	esperto
експерт	esperta
въведени	introdotte
въведени	introdotta
въведени	introdotto
въведени	introdusse
въведени	introdotti
регионално	regionali
регионално	regionale
влакове	treni
алесандро	alessandro
продаден	venduti
продаден	venduto
продаден	venduta
продаден	vendute
уикимедия	wikimedia
равновесие	bilancia
равновесие	saldo
равновесие	equilibrio
равновесие	bilanciamento
равновесие	equilibrio
подробна	dettagliata
подробна	dettagliato
подробна	dettagliati
подробна	dettagliate
процедури	procedure
служителите	impiegati
служителите	dipendenti
съюзи	unioni
съюзи	sindacati
съюзи	alleanze
възли	nodi
възли	nodi
възли	noduli
индивидуално	singolarmente
индивидуално	individualmente
индивидуално	individuo
индивидуално	individuali
индивидуално	singoli
индивидуално	individuale
изразен	espressi
изразен	espresso
изразен	espressa
изразен	espresse
