年	godina
完成	urađen
完成	završeno
完成	urađeno
完成	završeno
完成	potpuna
完成	kompletna
完成	kompletan
白	bijela
白	bijeli
白	bai
音樂	muzika
音樂	muzičkim
音樂	muzičke
音樂	muzički
音樂	muzička
音樂	mjuzikl
音樂	musical
沙	sha
沙	pesak
沙	pijeska
他們	oni
可能	mogući
可能	moguće
分布	distribuciji
分布	distribucija
分布	distribuciju
分布	distribuiran
地區	područja
地區	oblasti
地區	okrug
車	automobil
車	automobile
車	automobili
車	automobila
官	oficire
官	oficir
官	oficirom
梅	maj
梅	mei
中文	kineski
自由	sloboda
自由	sloboda
自由	free
黃	hwang
黃	huang
黃	žuta
獲得	get
光	svjetlost
光	hikari
重要	važnost
重要	važnosti
重要	značaj
重要	važnom
重要	važna
重要	važno
重要	bitan
重要	važnih
重要	bitno
工程	inženjerstvo
工程	radovi
工程	funkcioniše
工程	radi
港	luka
港	port
列	stub
段	duan
最後	last
最後	poslednji
最後	poslednja
最後	posljednja
最後	zadnja
最後	posljednji
提交	dostaviti
提交	podnijela
提交	podnošenje
一般	općenito
一般	generalno
一般	uopšteno
需要	treba
需要	potrebni
需要	potrebno
需要	potrebna
需要	potreban
需要	potrebne
需要	treba
江	rijeka
江	jiang
臺灣	tajvan
最佳	optimalna
最佳	optimum
這個	ove
泰	tae
泰	tai
地方	mjesto
地方	mesta
地方	mjesta
系列	serija
系列	seriji
電視	televizija
登	deng
黑	tamne
黑	dark
黑	mraku
黑	tamna
黑	mračna
黑	crni
黑	crna
花	hana
花	cvijeća
花	flowers
花	cvijeće
花	cvijet
神	allah
神	allaha
神	allahu
神	bog
遊戲	igra
遊戲	igara
遊戲	igre
遊戲	igrama
宗	zong
最高	top
最高	najviša
最高	vrhovni
最高	vrhovno
要求	zahtjevi
要求	zahtjevi
要求	zahtjev
要求	potražnja
要求	zahtjevi
要求	zahtjeva
讓	jean
讓	nek
讓	neka
版本	verzija
版本	izdanja
版本	verzije
發現	našla
發現	pronađen
發現	pronađena
發現	pronašli
發現	pronašao
發現	utvrdila
發現	otkriti
發現	otkriju
發現	otkrili
發現	otkrije
發現	otkriće
語	jezik
只有	samo
內容	sadržaj
內容	sadržaja
最大	max
華	hua
華	wah
製作	proizvodnja
製作	produkcije
製作	produkcija
出生	born
出生	rođen
出生	rođena
出生	rođeni
出生	rođenja
出生	rodila
朱	joo
航空	avijacija
航空	aero
航空	aviokompanija
航空	avio
航空	aviokompanija
航空	avio
航空	airlines
航空	vazduh
數	računaju
數	grof
數	broji
數	broji
數	broj
出版	objavljenog
出版	objavljen
出版	objavljene
出版	objavljeni
出版	objavljena
出版	izdavačka
出版	izdavačke
出版	izdavačkom
出版	objavljivanja
出版	objavljivanje
發展	razvoj
成功	uspješan
成功	uspješnu
成功	uspješne
成功	uspješna
成功	uspješni
成功	uspjeh
堡	utvrđenje
堡	fort
系統	sistem
系統	sistemi
蘭	lan
劉	yoo
劉	liu
劉	lau
班	odred
冠軍	šampion
冠軍	šampion
冠軍	šampioni
問題	problem
問題	pitanje
問題	pitanja
康	kang
海拔	visini
海拔	visina
島	ostrvo
方式	metod
率	stopa
請	molim
名稱	ime
名稱	imena
官方	zvanicno
官方	službeno
官方	zvanično
愛	ljubav
得到	get
平	ravan
平	ravne
平	ping
印度	indija
街道	street
街道	ulice
街道	ulica
街道	ulice
街道	ulica
街道	ulicama
存在	postojanja
存在	postojanje
存在	prisustvo
刪除	deleted
刪除	brisanje
刪除	delecija
刪除	uklanjanju
刪除	ukloni
刪除	izbrisati
設計	dizajn
設計	dizajnira
發行	izdavanje
卡特	carter
群	grupa
負責	odgovorne
負責	odgovorna
負責	odgovorni
負責	odgovornim
負責	odgovoran
服務	usluge
服務	usluga
服務	služe
服務	služiti
服務	služi
服務	služba
服務	servis
機	mašina
任何	bilo
列表	spisak
列表	lista
唐	tang
唐	don
西班牙	španija
頁	stranica
頁	listovi
條	strips
兩	dva
當	kada
超	ultra
超	super
丁	ding
夏	xije
以上	iznad
著名	poznati
著名	poznata
著名	poznat
著名	poznate
著名	slavni
聖	sveti
聖	saint
志	zhi
志	chi
已經	već
梁	zrak
梁	zracima
梁	liang
專輯	album
專輯	albuma
角色	karaktera
角色	karakter
角色	lik
角色	uloga
角色	likovi
角色	uloge
武	takeshi
半	polovina
半	polovinu
半	pola
成員	član
成員	članica
成員	članovi
東京	tokio
新聞	vijest
新聞	vijesti
新聞	news
新聞	novosti
現在	sada
現在	now
現在	sad
劇	drama
後來	kasnije
女性	ženke
女性	ženka
女性	žene
高度	visini
高度	visina
高度	visina
說	kažu
男	mužjak
之前	pre
之前	prije
合作	saradnja
合作	saradnja
合作	sarađivao
合作	sarađuje
門	kapije
門	gate
門	kapiji
門	kapija
門	kapiju
門	vrata
門	vrata
門	doors
卷	roll
卷	rolls
位置	pozicija
位置	položaj
位置	lokacija
活動	aktivnosti
活動	događaja
活動	događaji
活動	dešavanja
活動	manifestacija
活動	događaj
活動	aktivnost
只	samo
歷史	historija
歌曲	pesama
歌曲	pjesme
歌曲	pesme
歌曲	pjesmama
歌曲	pjesama
歌曲	pjesma
點	tačaka
點	tačke
點	tačka
點	tačka
一次	jednom
植物	biljke
植物	biljke
封	feng
封	pečat
皮	koža
非常	veoma
非常	vrlo
通常	obično
通常	obično
形成	formiranje
形成	formirajući
形成	formiranje
形成	formiranja
形成	formacija
比賽	igra
比賽	trka
比賽	rasa
比賽	konkurs
比賽	takmičenje
聯賽	liga
九	devet
學校	škole
學校	škola
完全	potpuno
完全	sasvim
完全	potpuno
信	pisma
信	slova
信	pismo
信	slovo
接受	prihvatanje
接受	prihvatio
接受	prihvaćena
接受	primljeni
接受	primljen
接受	prihvatili
接受	prihvatiti
接受	prihvate
接受	prihvati
書	knjiga
書	knjige
書	knjiga
交通	prijevoz
交通	prevoz
交通	transport
交通	saobraćaj
交通	transport
木	drvena
木	drveni
木	drvene
木	drvenih
木	drvenim
木	drva
木	drvo
討論	diskusija
故事	priča
故事	priče
故事	price
直接	direktni
直接	direktna
直接	direktan
直接	direktno
參與	sudjeluje
參與	učestvuju
參與	učesnice
參與	angažman
參與	učešće
參與	učešće
朗	lang
朗	lon
湖	jezero
根	korijene
根	korijenima
根	korijeni
保留	rezervisan
希望	nada
希望	nade
手	šaka
手	ruke
手	rukama
心	srce
心	srca
心	srcima
巴士	autobus
巴士	autobusa
播放	emitovanje
播放	emitovati
播放	play
播放	igrati
播放	igraju
播放	puštanje
播放	predstave
播放	sviranje
播放	igraju
播放	playing
音	ton
增加	povećanje
增加	porast
增加	povećati
增加	povećava
增加	povećanju
增加	povećava
增加	povećan
增加	povećana
增加	povećane
增加	povećanu
增加	povećanog
角	ugao
角	ugao
角	rt
角	tačka
天文台	opservatorija
這些	ove
丹	dan
丹	den
太	također
太	takođe
太	too
徐	seo
永	krilo
歌	pesama
歌	pjesme
歌	pesme
歌	pjesmama
歌	pjesama
歌	pjesma
美元	dolara
美元	dolar
圖	dijagram
圖	figura
圖	cifra
圖	figure
圖	umjetničko
投票	glasanje
投票	anketa
投票	ankete
灣	inlet
灣	zaliv
民主	demokratija
寺	hram
雖然	iako
雖然	iako
參加	prisustvovati
參加	prisustvuju
參加	sudjeluje
參加	učestvuju
參加	učesnice
參加	prisustvovali
參加	pohađa
特別	posebna
特別	specijalno
特別	specijalni
控制	kontrolisanje
控制	kontrolisati
控制	kontroliše
控制	kontroli
控制	kontrola
控制	kontroliše
控制	kontrolira
蒙	mont
戰	bitka
戰	rat
戰	ratu
電視台	televizija
以下	ispod
然而	međutim
然而	ipak
七	sedam
口	usta
仁	jin
仁	jen
委員會	komisija
編輯	uredi
編輯	uređivanje
編輯	editor
編輯	urednik
資料	podatak
隆	takashi
隆	ryu
青	ching
播出	emitovanje
播出	emitovati
路線	pravci
路線	pravaca
路線	put
路線	ruta
路線	rute
倫	lun
年度	godina
宋	pjesma
附近	blizu
附近	obližnje
歌手	pjevači
歌手	pjevača
歌手	pjevačica
歌手	pjevač
店	radnja
店	shop
店	radnja
店	prodavnica
店	store
二十	dvadeset
組織	organizacija
組織	organizacija
組織	tkiva
組織	tkivo
組織	diviziji
組織	podjela
組織	divizija
分類	klasifikacije
分類	klasifikacija
教授	profesor
盃	kup
源	izvor
八	osam
法國	francuska
除了	osim
文字	tekst
文字	text
民族	nacionalnosti
民族	narodnosti
主席	predsjednik
主席	predsjedavajući
不過	ali
文物	antikviteta
老	stare
老	stara
老	staro
老	stari
女子	žena
世紀	vijek
鐵	željezo
德國	njemačka
票	ulaznice
票	karte
票	ulaznica
票	karta
動畫	anime
打	borba
關係	odnosu
關係	odnosi
能力	nadležnosti
能力	kapacitet
能力	kapaciteti
能力	sposobnosti
能力	sposobnost
能力	kapacitete
能力	kapacitete
佛	budo
少	manje
網站	web
網站	sajtu
網站	sajt
模板	templates
頭	glava
個人	ličnu
個人	ličnim
個人	lične
個人	lična
個人	lično
個人	lični
個人	individualni
個人	individualne
擁有	posjedovanje
擁有	posjedovanja
擁有	vlasništvu
學生	studenti
學生	učenici
學生	student
鎮	grad
南部	južni
南部	jug
語言	jezici
語言	jezike
語言	jezik
模式	šema
模式	obrazac
模式	modu
模式	mode
模式	mod
相關	relevantne
相關	relevantnim
相關	vezani
相關	vezane
決定	odlučuje
決定	odlukom
決定	odluka
決定	odluke
決定	odlukama
決定	odluka
楊	jan
楊	yang
方向	pravci
方向	pravcima
方向	pravaca
方向	smjer
方向	pravac
方向	orijentacija
郭	guo
方法	metod
方法	metoda
方法	metode
影響	utjecaj
影響	udar
影響	uticaji
影響	uticaja
影響	utjecaj
影響	uticaj
影響	uticaji
影響	efekti
影響	uticaja
屬於	pripadale
屬於	pripadao
屬於	pripadala
許多	mnoge
許多	mnogi
第四	četvrta
第四	četvrti
第四	četvrto
第四	četvrtog
第四	četvrtom
秀	soo
死	mrtva
死	mrtvi
死	mrtvo
死	mrtav
自治	autonomiju
自治	samostalnost
自治	autonomija
蘇	tužiti
甚至	čak
開	otvorene
開	otvorena
開	otvoren
開	otvoreno
開	open
見	vidi
見	jie
見	vide
見	vidjeti
見	see
見	vidimo
田	tian
只是	samo
結束	kraj
巴西	brazil
共同	zajednički
共同	zajedničkim
共同	zajedničku
出版社	izdavač
出版社	izdavača
提名	nominacije
提名	nominaciju
提名	nominacija
提名	nominovan
保護	zaštititi
保護	štiti
保護	zaštita
保護	zaštitu
保護	zaštićeni
保護	zaštićen
保護	zaštićena
加上	dodaju
加上	dodati
加上	dodajte
加上	plus
食	jede
獨立	indie
獨立	independent
獨立	nezavisno
獨立	nezavisni
獨立	nezavisna
獨立	nezavisnost
包含	sadrži
距離	udaljenost
社會	društvo
社會	društvima
社會	društva
社會	društava
社會	društvena
社會	društvene
社會	društvenu
社會	socijalna
加拿大	kanada
兩個	dva
公尺	metara
公尺	metra
公尺	metara
還	također
還	takođe
哥	brat
歐洲	evropa
歐洲	evropljanin
歐洲	evropski
像	kao
像	like
鐵路	željeznički
鐵路	željeznice
鐵路	željeznički
鐵路	željeznice
鐵路	željeznica
鐵路	pruga
鐵路	željeznice
居民	stanovništvo
功能	funkcija
功能	karakteristike
功能	funkcionalna
功能	igranih
功能	igrane
功能	funkcionalnost
功能	funkcionalnosti
聯盟	savez
聯盟	unija
聯盟	union
聯盟	liga
聯盟	savez
聯盟	alijansa
聯盟	savezi
聯盟	koalicija
洪	hong
利用	koristimo
利用	upotreba
利用	iskoristi
利用	koristi
利用	koriste
平均	prosječno
平均	prosječne
平均	prosječnom
平均	prosjek
平均	avg
侵	napad
雙	dvostruki
雙	dupla
雙	dvostruko
雙	dvostruke
再次	opet
再次	ponovo
網	web
網	mrežu
網	mreže
網	mreža
網	neto
網	net
施	shi
量	veličina
量	kvantitet
演員	glumaca
演員	glumci
演員	glumica
演員	glumac
亞洲	azijsko
亞洲	azijski
亞洲	azijske
亞洲	azijska
亞洲	azija
全球	globalnom
全球	globalno
全球	globus
全球	globalni
全球	globalno
全部	all
全部	svi
全部	sve
北部	sjever
北部	sjeverna
北部	sjeverni
運動	sportsko
運動	motion
運動	pokretu
運動	sport
運動	pokret
中共	ccp
毛	bruto
毛	mao
草	trava
草	grass
草	trave
草	travi
草	travu
直到	do
名字	ime
地球	zemlja
死亡	smrt
戰爭	rat
戰爭	ratu
戰爭	ratovi
作曲	sastavi
作曲	komponovanje
溪	creek
邦	pong
紅	crvena
唱片	rekord
唱片	rekordno
唱片	bilježe
唱片	rekordnih
安全	osigurati
安全	osigurali
安全	obezbjedi
安全	osigurana
安全	obezbjeđen
玉	jade
學院	akademija
學院	fakultet
學院	koledž
學院	koledža
學院	fakultete
鄉	township
原因	razlozi
原因	razloga
原因	razum
原因	prouzrokovati
原因	uzrok
通過	putem
通過	preko
通過	kroz
通過	proći
通過	pass
管	cijev
管	cijev
強	jaka
強	jaki
選舉	izbori
選舉	izbori
辛	sheen
辛	grijeha
辛	grijeh
辛	xin
漢	han
法律	zakoni
革命	revolucija
革命	revolucije
計劃	plan
計劃	planova
計劃	planove
計劃	planovi
計劃	planira
時代	puta
男性	mužjaci
男性	mužjak
男性	muškarci
形式	oblik
形式	formirati
形式	forma
形式	formi
形式	formiraju
形式	formatu
形式	formata
形式	format
鄭	zheng
鄭	jeong
鄭	jung
基本	basic
蔡	cai
葉	list
單位	jedinice
單位	jedinica
單位	jedinica
修	popravi
科技	tehnologija
科技	tech
青年	omladina
流	protoka
流	protok
流	flow
流	strujanje
流	teku
流	tokove
流	potok
蒙古	mongolski
蒙古	mongolija
結果	ishod
結果	rezultati
結果	rezultat
解放	oslobodilački
解放	oslobođenje
解放	oslobođena
祖	joe
體	tijela
體	tijelo
體	tijelu
體	telo
球隊	timovi
球隊	ekipe
球隊	tim
球隊	ekipa
左	lijevo
戴	dai
戴	nose
自然	prirodno
自然	prirodno
自然	priroda
台北	taipei
澳門	makao
澳門	makao
新的	novi
經濟	ekonomija
經濟	ekonomske
經濟	ekonomska
經濟	ekonomski
經濟	privreda
傑	jie
傑	jay
切	rez
切	smanjila
一起	zajedno
越南	vijetnam
越南	vijetnamski
快速	brzo
快速	brzo
快速	brza
快速	brz
快速	brzi
學	učenje
學	uče
學	nauči
學	uči
學	learn
職業	zanimanja
職業	karijeru
職業	karijere
職業	karijera
職業	profesiji
職業	struke
職業	profesije
職業	karijere
職業	okupacije
職業	okupacija
團	regimenta
團	puk
百	stotinu
百	stotine
百	hundred
百	stotina
廣	wide
廣	široki
廣	široko
廣	široka
廣	široka
廣	široki
廣	širokog
廣	široku
廣	široke
相同	identičan
相同	identične
相同	identični
相同	ista
相同	isti
相同	isto
類	predavanje
兵	vojnik
億	bilion
分鐘	minuta
分鐘	minuta
松	bor
松	pine
發	dlaka
政策	politika
銀	srebro
日期	datum
日期	datira
日期	datuma
日期	datumi
單曲	singl
普通	običnih
普通	obični
普通	običan
普通	običnog
男子	muškarci
共和國	republika
理由	razlozi
理由	razloga
理由	razum
南京	nanking
南京	nanjing
交流	razmjenu
交流	razmjena
總統	predsjednik
標準	kriteriji
標準	standardi
標準	standarde
標準	standarda
標準	kriterij
標準	standardni
排名	rang
排名	rang
排名	rangirana
排名	trećeplasirani
排名	rangirane
表	sto
韓國	korejski
韓國	koreja
行動	akcija
行動	operacija
行動	akcija
行動	radnje
行動	akcije
行動	postupci
行動	postupcima
桑	mulberry
博士	doktor
立法	zakonodavstva
立法	zakonodavstvo
尾	rep
熱帶	tropske
熱帶	tropski
熱帶	tropska
熱帶	tropa
議員	senator
議員	kongresmen
漫畫	strip
漫畫	crtani
漫畫	strip
漫畫	manga
漫畫	crtani
漫畫	cartoon
短	kratko
坑	jama
大型	velika
大型	velikih
大型	veliki
凱	kaj
凱	kai
凱	kay
生物	biološke
生物	biološku
生物	biološki
生物	biološka
生物	biologija
生物	stvorenja
生物	organizmi
生物	organizme
生物	stvorenje
城鎮	grad
城鎮	gradove
城鎮	gradova
城鎮	gradovima
春	proljeće
春	proleće
海軍	mornarica
海軍	pomorski
公路	putevi
公路	ceste
公路	autoputevi
公路	autoputeva
公路	put
公路	autoput
冠	kruna
冠	krunu
作家	pisac
作家	pisci
作家	pisaca
作家	piscima
空	prazan
空	prazna
雪	snijeg
牛	stoku
牛	stoke
牛	krava
牛	bik
火	vatra
攻擊	napadi
攻擊	napad
攻擊	napad
值	vrijednosti
值	vrijednost
十二	dvanaest
新加坡	singapur
琳	lynn
西部	zapadu
西部	zapad
西部	zapadu
西部	zapadna
西部	zapadnim
西部	zapadne
西部	zapadni
土	dirt
土	tlo
土	tlu
早期	ranim
速度	brzina
速度	brzina
合併	spajanje
合併	spoje
合併	spajanje
合併	spajanja
合併	spajanje
合併	konsolidacije
建築	zgrada
建築	izgradnja
建築	građevinarstvo
建築	građevinski
建築	arhitektura
道路	putevi
道路	ceste
道路	put
發表	izdavačka
發表	izdavačke
發表	izdavačkom
發表	objavljenog
發表	objavljen
發表	objavljene
發表	objavljeni
發表	objavljena
低	donjem
低	niže
低	niži
低	niski
低	nizak
低	low
色	boja
色	boji
樂	lok
轉	okrenuti
轉	pretvaranje
轉	turn
轉	pretvoriti
仍然	ipak
來自	od
每年	godišnje
天津	tianjin
技術	tehnički
技術	tehnička
技術	tehnika
技術	tehnologija
技術	tehnike
主任	režiser
主任	direktor
畢業	diplomirao
畢業	matura
畢業	diplomirani
設	setu
設	set
設	postavio
設	postavljeni
機場	aerodrom
機場	aerodromi
威廉	william
威廉	vilim
天主教	katolici
天主教	katolički
天主教	katolička
天主教	katolik
富	bogata
富	bogato
富	bogati
富	bogatim
富	bogat
千	hiljade
千	hiljadu
千	hiljada
芬	fen
大部分	većina
程	cheng
房	sobu
房	soba
房	sobe
柏	por
最早	najraniji
最早	najranije
她的	njen
她的	njena
她的	joj
太平洋	pacifik
太平洋	pacifika
太平洋	pacifički
太平洋	pacifiku
費	takse
費	naknadu
情況	situacija
情況	stanje
最初	prvobitno
最初	isprva
來源	izvor
來源	izvori
來源	izvora
首都	kapital
牌	karte
杯	kup
廣告	ads
廣告	oglašavanje
廣告	oglas
深	dubina
深	dubinu
深	dubine
深	dubini
深	duboka
深	duboke
深	duboko
深	dubok
深	deep
描述	opisati
描述	opisivanje
描述	opis
描述	opise
描述	opisa
皇帝	imperator
侯	hou
域	domen
域	domena
團體	grupe
流行	popularna
流行	popularan
流行	popularni
流行	pop
潘	pam
潘	pan
計畫	plan
列車	voz
列車	vozove
列車	vozovi
列車	vozova
環	ring
環	prsten
環	prstenovi
環	petlja
父	otac
不明	nepoznata
不明	nepoznat
不明	nepoznati
不明	neidentificirani
取代	zamijenio
取代	zamijenjeni
取代	zamijeniti
取代	zamijenit
取代	zamjenu
兄弟	brat
物理	fizika
物理	fizički
物理	fizičko
物理	fizičke
底	dno
右	pravo
右	desno
武器	oružje
武器	oružja
武器	oružje
顯示	pokazujući
顯示	pokazuje
顯示	prikaz
顯示	show
顯示	emisiju
顯示	nastup
顯示	šou
顯示	sou
制度	režimu
制度	režim
報告	izveštaj
報告	izvještaj
報告	javlja
報告	izvještavanje
報告	izvještaje
報告	izvještajima
報告	izveštaji
報告	izvještaji
秒	sekundi
秒	drugi
第五	petom
第五	peta
第五	peto
第五	peti
雲	oblaka
雲	oblaci
雲	oblacima
雲	oblake
雲	oblak
雲	yun
小說	roman
小說	fikcija
風	vjetar
程度	stepenu
程度	stepen
程度	stepena
導演	režiser
導演	direktor
父親	otac
和平	mira
西北	sjeverozapadu
西北	sjeverozapad
產生	generiše
圈	krugovi
圈	krugova
圈	krugovima
圈	kružnica
修改	modificirana
修改	modifikovan
直	pravo
生產	proizvodnja
申請	aplikacije
申請	prijave
申請	primjenu
申請	aplikacija
申請	prijavu
申請	prijavi
申請	aplikativni
申請	prijave
單	single
谷	dolina
魏	wei
巴黎	pariz
家庭	porodice
家庭	porodica
家庭	porodično
流域	nizija
宗教	religija
宗教	vjerski
宗教	vjersko
宗教	vjerskim
宗教	vjerska
宗教	vjerskih
宗教	vjerske
宗教	religija
表演	nastupa
英格蘭	engleska
拜	baj
拜	bye
聯合	zajedničke
當地	lokalno
當地	lokalnom
當地	lokalni
不久	ubrzo
不久	uskoro
作用	uloga
作用	uloge
改革	reforma
改革	reforme
改革	reformi
改革	reformama
藝術	umjetnost
藝術	art
藝術	umjetnost
藝術	umjetnička
藝術	umjetničko
藝術	umjetničkim
藝術	umjetnički
球員	igrač
球員	igrači
教區	parohija
教區	diocese
處理	rukovanje
處理	drškom
處理	obrade
處理	obradu
處理	obradi
先生	sir
先生	ser
建議	savjet
建議	preporuka
建議	preporuke
建議	prijedlozima
建議	prijedlog
建議	preporukom
建議	preporuka
建議	preporuke
建議	prijedlog
旅	brigade
旅	brigada
人員	personal
虎	tigar
超級	super
土地	land
土地	kopnena
土地	zemlja
彭	peng
四川	sichuan
展	izložba
展	izložbe
特色	karakteristike
特色	igranih
特色	igrane
公園	parkovi
包	kesa
包	bag
包	kesica
包	paket
包	bao
包	pakovanje
包	pack
中部	midlands
西南	jugozapadnom
西南	jugozapad
西南	jugozapadne
西南	jugozapadna
韋	wei
翼	krilo
翼	krila
翼	krilima
孔	kong
孔	rupa
麥	mak
盧	lu
盧	lou
十一	jedanaest
研究所	institut
研究所	institutu
研究所	zavod
研究所	instituta
協會	udruženje
協會	asocijacija
主演	glumi
文學	književni
文學	književna
文學	književnost
頻道	kanali
頻道	kanala
頻道	kanale
頻道	kanal
頻道	kanalu
頻道	channel
少年	teen
少年	juniorsko
少年	juniorska
少年	junior
少年	mlađi
舊	stare
舊	stara
舊	staro
