המשלוח	expediere
שנפלו	cazut
שנפלו	cazuta
שנפלו	cazut
חינוכי	educativ
נטע	neta
הורשע	condamnat
דחף	impingere
דחף	impins
דחף	impins
דחף	impinsa
דחף	impuls
דאלאס	dallas
טיול	excursie
טיול	trip
טיול	calatorie
הרווח	profit
הרווח	profitul
קליבלנד	cleveland
כובע	palariile
כובע	palarii
כובע	cap
כובע	pac
כובע	capac
כובע	palarie
כובע	hat
כובע	palarie
כובע	palaria
קורפוס	corpus
הצפנה	criptare
סוני	sony
סוני	sonny
סוני	sunni
בחינם	libera
בחינם	liber
בחינם	liberi
בחינם	free
בחינם	gratuit
לכוון	scopul
רחמים	mila
רחמים	mercy
רחמים	mila
רחמים	mila
רפובליקה	republica
רפובליקה	republica
רומני	romanesc
רומני	roman
רומני	romani
רומני	romana
רומני	romney
ברטון	burton
ברטון	barton
ברטון	breton
זרעים	seminte
זרעים	seminte
נידון	condamnata
נידון	condamnat
נידון	condamnate
נירנברג	nuremberg
מודרניות	modernitate
מודרניות	moderni
מודרניות	moderna
מודרניות	modern
מודרניות	moderne
מודרניות	moderna
בהינתן	dat
חגים	sarbatori
חגים	sarbatori
חגים	sarbatorile
לשדר	transmit
לשדר	transmite
הנחיות	directii
הנחיות	orientari
הנחיות	orientarile
הנחיות	directivele
הנחיות	directive
הנחיות	instructiunile
הנחיות	instructiuni
הנחיות	instructiuni
פסים	dungi
פסים	dungile
חלקיק	particule
חלקיק	particulele
חלקיק	particule
חלקיק	particula
חלקיק	particula
נזקים	daune
נזקים	despagubiri
נזקים	pagube
נזקים	daune
נזקים	pagube
נזקים	avarii
נזקים	stricaciuni
בואנוס	buenos
מני	mani
מני	manny
דגלים	steaguri
דגלים	steagurile
מקל	stick
אטלס	atlas
מעריצים	fani
מעריצים	fanii
מעריצים	ventilatoare
מעריצים	fanilor
מעריצים	suporteri
מנועים	motoarele
מנועים	motoare
מיאמי	miami
מוסוליני	mussolini
קשתות	arcuri
מושבות	colonii
מושבות	coloniile
נרשמה	notat
נרשמה	remarcat
ולס	vals
ולס	fantani
ולס	wells
יריב	rivalul
יריב	rival
יריב	rivala
יריב	adversar
יריב	oponent
יריב	adversar
יריב	adversarul
רצופים	consecutive
רצופים	consecutiv
בקביעות	regulat
בקביעות	constant
פיה	pia
פיה	zana
פיה	zana
פיה	zana
ליון	lyon
ספיידרמן	spiderman
טבלה	tabelul
טבלה	masa
טבלה	masa
טבלה	tabel
טבלה	grafic
טבלה	graficul
טבלה	diagrama
ביתא	beta
נאפולי	neapole
נאפולי	napoli
נאפולי	neapole
נאפולי	napoli
חולי	pacienti
חולי	pacientii
חולי	boala
חולי	boala
ארגן	organizeaza
ארגן	organizeaza
ארגן	organizeaza
ארגן	aranjata
ארגן	aranjate
ארגן	aranjat
הולם	adecvata
הולם	corespunzatoare
הולם	corespunzator
הולם	adecvat
הולם	adecvata
הולם	adecvate
הולם	adecvat
הולם	holm
המונים	multitudine
המונים	masele
המונים	mase
המונים	maselor
מעורר	stimulator
מעורר	stimularea
באפט	buffett
מסת	liturghie
מסת	mass
מסת	masa
מסת	masa
אחיות	surori
אחיות	surorilor
אחיות	surorile
אחיות	nurse
אחיות	asistente
אחיות	infirmiere
הולנדי	olandeza
הולנדי	olandezi
הולנדי	olandez
הולנדי	dutch
יהונתן	jonathan
פין	penis
פין	penisul
פין	fin
פין	finn
האחיות	surori
האחיות	surorilor
האחיות	surorile
מאובנים	fosile
ריאות	lung
ריאות	plaman
ריאות	plamanii
ריאות	plamani
שקר	minciuna
שקר	minciuna
שקר	fals
שקר	falsa
שקר	falsa
שקר	false
נפשי	mintala
נפשי	mentale
נפשי	mental
נפשי	mentala
מציינת	indica
שמקורם	originar
שמקורם	originare
מכסה	capacul
מכסה	capac
מכסה	acoperi
מכסה	acopera
מכסה	coperta
מכסה	coperta
מכסה	cover
מכסה	acoperire
מכסה	contingent
מכסה	cota
מכסה	cota
מכסה	acopera
מכסה	acoperind
התיאור	descriere
התיאור	descrierea
מסייע	ajuta
מסייע	util
מסייע	utila
בונים	castori
שוחררו	lansat
שוחררו	eliberat
שוחררו	eliberata
עבאס	abbas
מעצמות	superputeri
ננסי	nancy
סוללות	bateriile
סוללות	baterii
לאבד	pierzand
לאבד	pierzi
לאבד	pierd
לאבד	pierde
המולדת	patria
המולדת	patria
המולדת	patriei
המולדת	homeland
המולדת	patrie
ליבה	nucleul
ליבה	core
ליבה	miezul
ליבה	miez
ליבה	nucleu
בטי	betty
קדומות	prejudecata
קדומות	prejudiciu
פיצוי	compensare
פיצוי	compensatii
פיצוי	despagubire
פיצוי	compensatie
גשרים	podurile
גשרים	poduri
רכיב	componenta
רכיב	componenta
נוחות	comoditate
נוחות	confort
נוחות	comfort
נוחות	confortul
נוחות	alinare
אורז	ambalare
אורז	orez
השערות	ipoteze
פלסטין	palestina
לנון	lennon
מתקבלת	sustinut
מתקבלת	sustinut
מתקבלת	sustinuta
ברוקולי	broccoli
אלת	zeita
אלת	zeita
מתמטי	matematic
מוקדש	dedicata
מוקדש	dedicate
מוקדש	dedicat
עוזב	plecarea
לאונרדו	leonardo
מבטא	accente
מבטא	accent
מבטא	accentul
הזמנה	rezervare
הזמנה	rezervarea
הזמנה	invita
הזמנה	invita
הזמנה	invitatie
הזמנה	comanda
הזמנה	ordinea
הזמנה	comanda
הזמנה	ordine
הזמנה	ordin
הזמנה	rezervare
הזמנה	rezervarea
הזמנה	invitatie
הזמנה	invitatie
מחברות	caietele
כיתה	clasa
כיתה	clasa
שולמית	shulamit
הקומוניסטים	comunisti
העיקרון	principiul
העיקרון	principiu
אקדח	pistol
אקדח	pistol
אקדח	arma
אקדח	arma
נחמיה	nehemiah
פיסול	sculptura
פיסול	sculptura
פיסול	sculptor
פיסול	sculptura
פיסול	sculptura
נתפסו	prinsa
נתפסו	prins
נתפסו	capturat
נתפסו	capturata
נתפסו	capturate
מבטיח	promit
מבטיח	promite
אבירי	galant
הגבלות	restrictii
הגבלות	limite
הגבלות	limitele
הרייך	reich
קברים	morminte
קברים	mormintele
קברים	graves
קברים	morminte
שהו	sho
הכה	hit
הכה	lovit
הכה	loveste
דמוקרטי	democrata
דמוקרטי	democratice
דמוקרטי	democratica
דמוקרטי	democrat
דמוקרטי	democratic
דמוקרטי	democrat
דמוקרטי	democrata
מתחרים	competitori
מתחרים	concurenti
מתחרים	concurentii
מתחרים	concurente
אסד	assad
אסד	asad
ליברמן	lieberman
ספציפיים	specific
ספציפיים	specifica
ספציפיים	specifice
חוקיים	juridice
חוקיים	legale
חוקיים	juridic
חוקיים	legala
חוקיים	legal
האנס	hans
הזדמנויות	oportunitati
הבלקן	balcani
הבלקן	balcanii
חובות	datoriile
חובות	datorii
חובות	indatoriri
כומר	reverend
כומר	reverendul
כומר	popa
כומר	preot
כומר	preotul
להתפטר	demisioneze
להתפטר	demisioneaza
ערפאת	arafat
ביו	bio
ביו	biografia
ביו	biografie
הוותיקן	vaticanul
הוותיקן	vaticanului
הוותיקן	vatican
נמשכת	atrasa
נמשכת	atras
נמשכת	atrase
גרינברג	greenberg
צלילים	sunetele
צלילים	sunete
היופי	frumusete
היופי	frumusete
היופי	frumusetea
מורי	maury
מורי	murray
סיקור	acoperire
סיקור	acoperirea
פלילי	infractor
פלילי	criminala
פלילי	criminal
פלילי	penal
קומה	etajul
קומה	etaj
קומה	podea
לדחות	amana
לדחות	amana
לייק	lacul
לייק	lake
לייק	lac
המסמך	documentul
המסמך	document
בדיעבד	retrospectiv
חיסול	eliminare
חיסול	eliminarea
שותפה	partenere
שותפה	partenera
שותפה	partenerul
שותפה	partener
שותפה	asociat
שותפה	asociaza
שותפה	asociata
במימון	finantate
במימון	finantat
נסיגה	retragere
נסיגה	retragerea
נסיגה	retragere
נסיגה	retragerea
נסיגה	sevraj
פר	per
רפורמה	reformei
רפורמה	reforma
רפורמה	reforma
הומו	homo
הומו	homosexual
הומו	homo
הומו	gay
מעשים	acte
מעשים	deeds
מעשים	actiunile
מעשים	actiuni
רבן	rabban
אחסון	stocare
אחסון	depozitarea
אחסון	depozit
אחסון	depozitare
אובייקט	obiect
אובייקט	obiectul
אובייקט	obiectele
אובייקט	obiecte
ביג	mare
ביג	mari
ביג	big
גלן	glen
גלן	glenn
הארט	hart
תורמים	donatorii
תורמים	donatori
תורמים	donatorilor
תורמים	colaboratori
תורמים	contribuabili
תורמים	colaboratorii
עוקב	urmaritor
עוקב	adept
עוקב	urmaritori
עוקב	urmarire
עוקב	urmarire
עוקב	urmarirea
מחווה	tributul
מחווה	omagiu
מחווה	tribut
מחווה	gest
מחווה	omagiu
מושפע	influentat
מושפע	influentat
מושפע	afectate
מושפע	afectat
מושפע	afectata
מושפע	afectata
פיק	pic
גלילי	cilindrica
גלילי	cilindric
לאונרד	leonard
מסורתיים	traditional
מסורתיים	traditionale
מסורתיים	traditional
מסורתיים	traditional
מסורתיים	traditionala
מלאך	inger
מלאך	inger
מלאך	angel
מהפכה	revolutie
מהפכה	revolutia
מהפכה	revolutia
מהפכה	revolutie
צוואר	gat
צוואר	gat
צוואר	gatul
רול	rola
רול	roll
חשף	descoperit
חשף	dezvaluit
חשף	dezvaluita
חשף	dezvaluit
חשף	dezvaluita
חשף	dezvaluit
מיטשל	mitchell
מיטשל	mitchel
מייצגים	reprezinta
מייצגים	reprezinta
מייצגים	reprezentand
לפתע	brusc
קולומבוס	columbus
קולומבוס	columb
מסים	impozitele
מסים	impozite
מסים	taxe
מסים	taxele
אמינות	credibilitatea
אמינות	credibilitate
אמינות	fiabile
אמינות	fiabila
אמינות	fiabilitate
אמינות	fiabilitatea
אמינות	autenticitate
אמינות	autenticitatea
נוסחה	formula
נוסחה	formula
קדושה	sacre
קדושה	sacru
קדושה	sacra
קדושה	sacra
קדושה	sfant
קדושה	sfanta
קדושה	sfinte
קדושה	sfant
קדושה	sfantul
קדושה	sfantul
קדושה	saint
המלאכה	atelier
המלאכה	atelierul
נעורים	tinerete
נעורים	tineret
נעורים	tineretul
דירה	plate
דירה	plat
דירה	apartamentul
דירה	apartament
לאופולד	leopold
ולטר	walther
ולטר	walter
השחר	dawn
השחר	zorii
השחר	zori
ליב	liv
ליב	lib
השקעה	investitii
השקעה	investitie
השקעה	investitie
השקעה	investitii
יוטיוב	youtube
אבירים	cavalerilor
אבירים	cavaleri
אבירים	cavalerii
בבלי	babiloniana
ממונה	superior
ממונה	superioare
ממונה	superioara
ממונה	superiori
פורה	productiv
פורה	productiva
פורה	fertila
פורה	fertil
פורה	prolific
פורה	fructuoasa
אלגברה	algebra
אלגברה	algebra
ראיונות	interviurile
ראיונות	interviuri
פטרוס	petru
פטרוס	peter
הווה	cadou
הווה	prezente
הווה	prezentul
הווה	prezent
הווה	prezenta
דלתות	usi
דלתות	usi
דלתות	usi
סכר	dam
סכר	baraj
סכר	barajul
תעודה	certificat
תעודה	certificatul
גולדמן	goldman
אוריאל	uriel
המלווה	companion
אירוח	ospitalitatea
אירוח	ospitalitate
אירוח	gazduire
אירוח	gazduirea
טורקית	turcesc
טורקית	turc
טורקית	turci
טורקית	turca
הכרזה	anuntul
הכרזה	anunt
הכרזה	anunt
הכרזה	anuntul
ירה	shot
ירה	impuscat
ירה	impuscat
ירה	concediata
ירה	concediat
גרפי	grafic
גרפי	grafica
גולדה	golda
החופים	plajele
החופים	plaje
חוש	simt
חוש	sens
איירון	fier
איירון	fierul
אנונימי	anonima
אנונימי	anonim
אנונימי	anonime
דרווין	darwin
אולמות	sali
אולמות	sali
שרירים	muschi
שרירים	muschii
שרירים	muschi
שרירים	muschi
שרירים	musculare
טובי	toby
מוג	moog
גבעות	dealurile
גבעות	hills
גבעות	coline
גבעות	dealuri
היידן	hayden
היידן	haydn
כתום	orange
כתום	portocala
כתום	portocaliu
כתום	portocalie
הלוואי	doresc
פלוס	plus
האירוויזיון	eurovision
דודה	matusa
דודה	matusa
דודה	matusa
בלוג	blog
בלוג	blogul
בלוג	blogging
השלם	completa
השלם	completa
השלם	complete
השלם	complet
מתמטיקאים	matematicieni
להפיץ	raspandirea
להפיץ	raspandire
להפיץ	raspandit
קה	becca
מחליטה	decide
ולנסיה	valencia
ניגריה	nigeria
מסייעת	ajuta
טורקי	torquay
טורקי	turcesc
טורקי	turc
טורקי	turci
טורקי	turca
פנייה	pena
פנייה	pena
מימד	dimensiune
מימד	dimensiunea
ייל	yale
פלישה	invazia
פלישה	invazie
פתאום	brusc
טרנר	turner
נלחמו	luptat
שקול	prudent
שקול	prudenta
דוחה	bruta
דוחה	brut
מימוש	implementarea
מימוש	implementare
מימוש	rascumpere
ברברוסה	barbarossa
הנחות	reduceri
הנחות	ipotezele
הנחות	presupuneri
הנחות	ipoteze
האורך	lungime
האורך	lungimea
מרפא	vindecator
מרפא	vindecatoare
מרפא	leac
מרפא	cure
מרפא	vindeca
מרפא	cura
נייד	mobile
נייד	mobil
נייד	mobila
נייד	portabil
נייד	portabile
קשורות	legate
חשבונות	facturile
חשבונות	facturi
חשבונות	conturi
חשבונות	conturile
רכיבים	componente
רכיבים	componentele
רכיבים	ingrediente
רכיבים	ingredientele
איימי	amy
נרכש	dobandite
נרכש	dobandita
נרכש	dobandit
נרכש	achizitionat
נרכש	cumparata
נרכש	cumparat
נרכש	achizitionat
נבון	inteligent
נבון	inteligenta
נבון	intelept
ונצואלה	venezuelean
ונצואלה	venezuela
ונצואלה	venezuela
תפילות	rugaciuni
תפילות	rugaciunile
אמנויות	arte
טכניים	tehnica
טכניים	tehnice
טכניים	tehnic
שומרים	garzi
שומרים	paznici
שומרים	gardienii
שומרים	gardieni
הרקולס	hercules
הרקולס	hercule
גופות	cadavre
גופות	organisme
גופות	corpuri
גופות	trupuri
גופות	cadavre
שמורות	rezervata
שמורות	rezervat
שמורות	rezervate
פלסטיק	plastice
פלסטיק	plastic
פלסטיק	plasticul
פלסטיק	plastic
צמצום	reducere
צמצום	reducerea
צמצום	reducerea
צמצום	reducand
צמצום	inguste
צמצום	ingusta
צמצום	restrange
צמצום	ingust
הזוכים	invingatori
מנור	conac
מנור	manor
מרגלית	margalit
בטח	sigur
קלט	intrare
חינם	libera
חינם	liber
חינם	liberi
חינם	free
חינם	gratuit
ריגול	spionaj
ריגול	spion
ריגול	spionul
ריגול	spionajul
ריגול	spionaj
עשן	fum
סדנאות	ateliere
סדנאות	atelierele
מקסים	maxim
מקסים	fermecator
מקסים	fermecatoare
קסטיליה	castilia
רעות	rau
רעות	bad
רעות	rau
רעות	rea
החלפה	comutator
החלפה	comutare
החלפה	comuta
החלפה	schimb
החלפה	schimbul
החלפה	schimb
החלפה	swap
החלפה	comertul
החלפה	comert
חזן	cantor
חזן	hazan
העקרונות	principiile
העקרונות	principii
פקודות	comenzi
פקודות	ordine
פקודות	ordinele
פקודות	comenzi
זיקה	afinitate
מינימלי	minima
מינימלי	minime
מינימלי	minim
בודדות	singuratic
בודדות	singur
אונו	ono
חימום	caldura
חימום	heat
חימום	caldura
חימום	caldura
חימום	incalzire
חימום	incalzire
מוכנה	pregatit
מוכנה	gata
וינסנט	vincent
הקלטה	inregistrare
הקלטה	inregistrarea
להתנגד	rezista
להתנגד	rezista
לחסל	elimina
יפים	frumoase
יפים	frumoasa
יפים	frumos
יפים	frumoasa
קיצונית	radical
קיצונית	radicale
קיצונית	radicala
קיצונית	extrema
קיצונית	extrem
קיצונית	extrema
קיצונית	extreme
מולדת	patria
מולדת	patriei
מולדת	homeland
מולדת	patrie
זוגי	cupluri
זוגי	cuplurile
זוגי	cuplurilor
דתות	religiile
דתות	religii
רוקח	farmacistul
רוקח	farmacist
יוטה	utah
אצבעות	degetele
אצבעות	degete
מאלו	malo
אישורים	aprobari
אישורים	aprobarile
אישורים	confirmari
אישורים	permise
אישורים	permisele
מקדוניה	macedonia
תוקן	reparate
תוקן	reparata
תוקן	reparat
תוקן	fixa
תוקן	fix
תוקן	reparat
תוקן	fixat
תוקן	corectate
תוקן	corectata
תוקן	corectat
רויאל	regal
רויאל	regala
רויאל	royal
נחיתה	debarcarea
נחיתה	aterizarea
נחיתה	debarcare
נחיתה	aterizare
גלם	raw
גלם	crud
יצרני	productiv
יצרני	productiva
יצרני	producatori
יצרני	producatorii
יוזמה	initiativa
יוזמה	initiativa
יוזמה	initiativa
ביולוגיה	bio
ביולוגיה	biografia
ביולוגיה	biografie
ביולוגיה	biologie
ביולוגיה	biologia
אבטחה	securitate
אבטחה	securitatea
אבטחה	paza
אבטחה	paza
מתכנן	planificare
מתכנן	planificarea
מתכנן	planificator
נתקלו	intalnite
נשאו	carat
הגה	carma
מרשימה	impresionant
מרשימה	impresionanta
זכריה	zaharia
מתוכנן	programata
מתוכנן	programat
מתוכנן	programate
מתוכנן	planificate
מתוכנן	planuit
מתוכנן	planificat
מתוכנן	planificata
מתוכנן	proiectat
מתוכנן	proiectata
מתוכנן	conceput
מתוכנן	proiectate
מתוכנן	concepute
הוחלפו	inlocuit
הוחלפו	inlocuita
הוחלפו	inlocuite
נדירה	rari
נדירה	rar
נדירה	rara
נדירה	rare
נדירה	rara
תחליף	substitut
תחליף	inlocuieste
תחליף	inlocui
טרומן	truman
אינסוף	infinit
אינסוף	infinite
אינסוף	infinita
אינסוף	infinit
שוד	jaf
שוד	jaful
יוהנס	johannes
שליטי	conducatori
שליטי	conducatorii
זן	zen
זן	specii
זן	specie
זן	specia
הריין	rin
הידרו	hidro
ניירות	hartii
ניירות	acte
המציא	inventate
המציא	inventat
שנאה	urat
שנאה	urii
שנאה	ura
שנאה	ura
שנאה	urasc
שנאה	ura
שנאה	ura
אפריקאי	africani
אפריקאי	africana
אפריקאי	africane
אפריקאי	african
פרדי	freddie
פרדי	freddy
סחורות	marfuri
סחורות	bunuri
סחורות	marfuri
סחורות	marfuri
טלסקופ	telescopul
טלסקופ	telescop
אסי	assi
קרניים	raze
קרניים	razele
קרניים	coarnele
קרניים	coarne
עומס	sarcina
עומס	incarca
עומס	supraincarcare
המחוקקת	legislativ
המחוקקת	legislative
המחוקקת	legislativa
המחוקקת	legislatura
מעבורת	naveta
מעבורת	naveta
מעבורת	feribotul
מעבורת	feribot
מעבורת	bac
אדיר	minunat
אדיר	super
האר	har
נספו	pierit
טומי	tommy
אום	umm
עותק	copia
עותק	copiere
עותק	copie
עותק	copiaza
קיסרי	imperiale
קיסרי	imperiala
קיסרי	imperial
תקפה	valabil
תקפה	valabile
תקפה	valid
תקפה	valabila
תקפה	valida
גופה	body
גופה	organism
גופה	corp
גופה	corpul
גופה	trup
גופה	cadavru
אוהדי	fani
אוהדי	fanii
אוהדי	ventilatoare
אוהדי	fanilor
אוהדי	suporteri
פיוטר	piotr
משקה	bea
משקה	bautura
משקה	bautura
עממי	folk
ואחריו	urmate
ואחריו	urmarit
ואחריו	urmat
ואחריו	urmarita
דיר	deir
תהילה	faima
תהילה	faima
תהילה	fame
תהילה	glorie
תהילה	glory
אחורה	inapoi
אחורה	inapoi
אחורה	back
אחורה	spate
סיפק	furnizat
סיפק	furnizata
סיפק	furnizate
סיפק	furnizat
סיפק	aprovizionat
סיפק	furnizata
סיפק	furnizate
פלשו	invadata
פלשו	invadat
תעסוקה	angajare
הסוגים	tipuri
הסוגים	tipurile
משלים	complementare
משלים	complementar
משלים	complementara
אחרונים	ultimele
אחרונים	ultima
אחרונים	ultimul
אחרונים	last
אחרונים	recente
אחרונים	recent
אחרונים	recenta
אחרונים	recenta
הדנובה	dunare
הדנובה	dunarea
הדנובה	dunarii
דרשה	predica
דרשה	predica
ראשונית	preliminare
ראשונית	preliminar
ראשונית	preliminara
ארנון	arnon
ספנסר	spencer
ספנסר	spenser
נור	nur
נור	noor
דנים	daneza
דנים	danez
דנים	danes
דנים	danezi
דנים	discutarea
דנים	denim
בוגרת	adulti
בוגרת	adult
בוגרת	adulta
בוגרת	matura
בוגרת	matur
בוגרת	maturi
בוגרת	mature
אחיינו	nepotul
אחיינו	nepot
אחיינו	nepoate
שייכות	relevanta
שייכות	relevanta
שייכות	apartinand
שייכות	apartin
טכנולוגית	tehnologica
טכנולוגית	tehnologic
הגלריה	galerie
הגלריה	galeria
פאן	tigaie
פאן	pan
עונשין	penalty
עונשין	pedeapsa
עונשין	pedeapsa
עונשין	penalizare
קון	con
קני	kenny
סעיפים	clauzele
סעיפים	clauze
הפער	decalaj
הפער	gap
שהתגלה	descoperite
שהתגלה	descoperita
שהתגלה	descoperit
להביס	infrangere
להביס	infrangerea
אנטוניוס	antony
אנטוניוס	antoniu
אנטוניוס	antonius
חוט	fir
חוט	sarma
חוט	sarma
חוט	fir
חוט	firul
עיתונאית	ziarista
עיתונאית	jurnalistul
עיתונאית	jurnalist
עיתונאית	jurnalista
עיתונאית	ziarist
בלוך	bloch
מסוק	elicopter
מסוק	elicopterul
הרצועה	lesa
הרצועה	curea
הרישיון	licenta
הרישיון	licenta
הרישיון	licenta
דשא	iarba
דשא	iarba
פרידה	adio
פרידה	frida
טונות	tone
התמקד	axat
התמקד	concentrat
התמקד	concentrata
מעצב	designer
סטטיסטיקה	statistici
סטטיסטיקה	statistica
סטטיסטיקה	statisticile
סטטיסטיקה	statistica
סטטיסטיקה	statistici
סטטיסטיקה	statistica
סטטיסטיקה	statistica
מבצעית	operationala
מבצעית	operationale
מבצעית	operational
חתך	taie
חתך	taiat
חתך	incizie
חתך	incizia
דטרויט	detroit
גלוי	vizibila
גלוי	vizibile
גלוי	vizibil
הקוונטים	cuantic
הקוונטים	cuantice
הקוונטים	cuantica
הסוחר	negustor
הסוחר	comerciant
דיגיטלי	digitala
דיגיטלי	digitale
דיגיטלי	digital
אסטרטגית	strategica
אסטרטגית	strategice
אסטרטגית	strategic
צירים	balamale
צירים	travaliu
לכפות	impuna
לכפות	impun
לכפות	impune
תצפיות	observatii
עוזרת	asistent
הוקי	hockey
הוקי	hochei
בפנים	interior
בפנים	inauntru
חרדה	nerabdator
חרדה	anxietatea
חרדה	anxietate
חרדה	groaza
פער	decalaj
פער	gap
בסיני	sinai
טורים	coloanele
טורים	coloane
סבב	rotire
סבב	rotatie
שריד	relicva
שמור	salveaza
שמור	salvati
שמור	salveaza
שמור	tine
שמור	pastrati
שמור	pastreaza
עמותה	asociatia
עמותה	asociatia
עמותה	asociatie
עמותה	asocierea
עמותה	asociere
הדלת	usa
הדלת	usa
הדלת	usa
הדלת	usa
טכניקה	tehnica
טכניקה	tehnica
