το	را
μεγαλύτερο	بزرگتر
μεγαλύτερο	پیرتر
μεγαλύτερο	بزرگتر
μεγαλύτερο	بزرگتر
μεγαλύτερο	بزرگتری
εκείνη	اون
εκείνη	او
χώρες	کشورها
χώρο	فضای
χώρο	فضا
χώρο	فضایی
χώρο	فاصله
σχολή	مدرسه
σχολή	مکتب
τρία	سه
χαρακτηριστικά	مشخصات
χαρακτηριστικά	ویژگیها
χαρακτηριστικά	ویژگیهای
όρος	ترم
όρος	اجل
όρος	اصطلاح
όρος	کوه
όρος	طور
όρος	شرط
όρος	شرایط
ιδρύθηκε	بنیان
βασιλιάς	پادشاه
βασιλιάς	کینگ
βασιλιάς	شاه
παιδιά	پسران
παιδιά	پسرها
παιδιά	پسرا
παιδιά	کودکان
παιδιά	فرزندان
παιδιά	اطفال
βραβείο	جایزه
βραβείο	جایزه
αρχαία	کهن
αρχαία	باستانی
αρχαία	باستان
τι	چی
τι	چه
χρονιά	سال
παραγωγή	تولید
ηθοποιός	بازیگر
ηθοποιός	actress
ηθοποιός	هنرپیشه
ηθοποιός	بازیگر
ηθοποιός	actor
ελληνικά	یونان
ελληνικά	یونانی
δυνάμεις	قدرتهای
δυνάμεις	نیروهای
δυνάμεις	نیروهایی
γαλλία	فرانس
γαλλία	فرانسه
ελληνικό	یونان
ελληνικό	یونانی
ευρώπη	اروپای
ευρώπη	اروپا
δεκαετία	دهه
δεκαετία	میلادی
γνωστό	دانسته
γνωστό	معلوم
παγκόσμιο	سراسری
παγκόσμιο	جهانی
παγκόσμιο	گلوبال
βιβλίο	کتاب
βιβλίο	book
βιβλίο	کتابی
διάστημα	فاصله
διάστημα	فضای
διάστημα	فضا
διάστημα	فضایی
διάστημα	فاصله
οικογένεια	فامیل
οικογένεια	خانوادگی
οικογένεια	خانواده
πέντε	پنج
πέντε	فایو
παραπάνω	فراز
υπουργός	وزیر
υπουργός	وزیری
σεζόν	فصل
πρότυπο	model
πρότυπο	مدل
πρότυπο	استاندارد
αριθμός	عدد
αριθμός	شمارۀ
αριθμός	شماره
θάνατο	مرگ
εταιρεία	گروهان
εταιρεία	شرکت
εταιρεία	company
εταιρεία	کمپانی
σώμα	بدن
σώμα	بدنی
σώμα	بدنه
σώμα	جسم
σώμα	body
σώμα	لشگر
σώμα	تفنگداران
πρωτεύουσα	پایتخت
πρωτεύουσα	سرمایه
παράλληλα	موازی
σύνολο	مجموع
σύνολο	کلا
σύνολο	کل
γνωστή	دانسته
γνωστή	معلوم
κατάσταση	وضعیت
κατάσταση	وضعیت
κατάσταση	موقعیت
κατάσταση	شرط
κατάσταση	شرایط
νησί	آیلند
νησί	جزیره
επίπεδο	تراز
επίπεδο	لول
επίπεδο	سطح
επιτυχία	کامیابی
επιτυχία	موفق
επιτυχία	موفقیتهای
επιτυχία	success
επιτυχία	موفقیت
γερμανία	آلمان
άλλους	دیگران
άλλους	دیگر
πίσω	عقب
πίσω	پشت
πίσω	باز
πίσω	برگشت
δημιουργία	ایجاد
δημιουργία	آفرینش
δημιουργία	ایجاد
δημιουργία	خلقت
αρχή	شروع
αρχή	آغاز
αρχή	ابتدای
αρχή	آغاز
αρχή	اصل
αρχή	تسلط
αρχή	سلطه
άδεια	گواهینامه
άδεια	مجوز
άδεια	جواز
άδεια	اجازه
άδεια	مجوز
άδεια	اجازه
άδεια	خالی
άδεια	تهی
σου	سو
επιπλέον	اضافی
περισσότερα	دیگر
περισσότερα	بیشتر
ανάπτυξη	توسعه
ανάπτυξη	رشد
φάση	مرحله
φάση	فازی
φάση	فاز
αυτόν	او
συγγραφέας	نویسنده
συγγραφέας	مؤلف
συγγραφέας	نویسندۀ
συγγραφέας	نویسنده
άγιος	اگیواس
άγιος	قدیس
άγιος	سن
γ΄	iii
γ΄	سوم
τραγούδι	آواز
τραγούδι	خوانندگی
τραγούδι	نغمه
τραγούδι	ترانه
τραγούδι	اهنگ
τραγούδι	آهنگ
τραγούδι	آواز
κόρη	دختر
πάλι	دوباره
επαρχία	ولایت
επαρχία	استان
ιωάννης	جان
ιωάννης	یوحنا
ιωάννης	یوانیس
θεσσαλονίκη	سالونیک
αγγλικά	انگلیسی
αγγλικά	english
άλλοι	دیگران
άλλοι	دیگر
κέρδισε	برنده
κέρδισε	پیروز
κέρδισε	برد
κέρδισε	وون
βασίλειο	فرمانروایی
βασίλειο	پادشاهی
σκοπό	مقصود
σκοπό	هدفی
συνολικά	مجموع
συνολικά	کلا
συνολικά	کل
γνωστός	دانسته
γνωστός	معلوم
γνωστός	اشنا
πληροφορίες	اطلاعات
πληροφορίες	اطلاعات
πληροφορίες	معلومات
εθνικό	نشنال
εθνικό	ملی
καριέρα	حرفه
καριέρα	شغل
ποτέ	هیچوقت
ποτέ	هرگز
τέλη	اجرت
τέλη	مزد
τέλη	دستمزد
τέλη	شهریه
πλευρά	کنار
πλευρά	پهلو
πλευρά	طرف
διάφορες	گوناگون
πρόγραμμα	برنامۀ
πρόγραμμα	پروگرام
πρόγραμμα	برنامه
πρόγραμμα	برنامه
πρόγραμμα	زمانبندی
πρόγραμμα	برنامه
χιλιόμετρα	مایل
χιλιόμετρα	مایلز
χιλιόμετρα	کیلومتر
χιλιόμετρα	کیلومتر
κάτοικοι	ساکنین
κάτοικοι	یاران
άρθρα	مقالات
άρθρα	مقاله
γεώργιος	جورجیوس
γεώργιος	جرج
γεώργιος	گئورگ
γεώργιος	جورج
τύπου	پرس
τύπου	فشار
τύπου	تیپ
τύπου	نوع
τύπου	تایپ
δημοκρατία	جمهوری
δημοκρατία	دمکراسی
δημοκρατία	دموکراسی
πόλεμος	جنگ
πόλεμος	جنگی
εφημερίδα	روزنامه
μικρό	کوچک
μικρό	small
μικρό	کوچکی
μικρό	اسمال
μικρό	اندکی
μικρό	کوچک
μικρό	کم
μικρό	لیتل
μικρό	کوچولو
τόπος	محل
τόπος	مکانی
τόπος	مکان
τόπος	جای
τόπος	جایی
τόπος	محل
τόπος	مکان
συγκεκριμένα	خاص
συγκεκριμένα	مشخص
είδη	گونه
είδη	گونههای
πηγή	مبدأ
πηγή	متن
πηγή	منبع
κάποιος	یکی
κάποιος	کسی
ιταλία	ایتالیا
πατέρας	پدری
πατέρας	پدر
κατηγορίες	اتهامی
κατηγορίες	اتهامات
κατηγορίες	اتهام
κατηγορίες	اتهاماتی
ποδόσφαιρο	soccer
ποδόσφαιρο	فوتبال
ποδόσφαιρο	football
ποδόσφαιρο	فوتبال
θέσεις	مواضع
θέσεις	موقعیتهای
θέσεις	پستها
θέσεις	صندلی
περισσότερες	دیگر
περισσότερες	بیشتر
έκταση	دامنه
έκταση	منطقه
έκταση	مساحت
έκταση	ناحیه
γενικά	عموما
γενικά	عموماً
γενικά	عمومی
γενικά	ژنرال
γενικά	جنرال
σημαντικό	مهمند
σημαντικό	مهم
νίκη	برنده
νίκη	پیروز
νίκη	برد
νίκη	پیروزی
νίκη	پیروز
νίκη	فتح
μικρή	کوچک
μικρή	small
μικρή	کوچکی
μικρή	اسمال
μικρή	اندکی
μικρή	کوچک
μικρή	کم
μικρή	لیتل
μικρή	کوچولو
έτη	سالهای
έτη	سالها
έτη	سال
πατέρα	پدری
πατέρα	پدر
αμερικανός	آمریکایی
αμερικανός	امریکایی
αμερικανός	امریکن
αμερικανός	آمریکن
τελικό	نهائی
τελικό	نهایی
τελικό	پایانی
τελικό	آخرین
τελικό	فاینال
πάντα	always
πάντα	همیشه
συγκρότημα	band
συγκρότημα	بند
συγκρότημα	گروه
συγκρότημα	پیچیده
συγκρότημα	هرات
παραγωγής	تولید
ίσως	شایدم
ίσως	شاید
επόμενη	بعدی
επόμενη	next
στιγμή	لحظه
στιγμή	گشتاور
μήνες	ماهها
μήνες	ماه
μήνες	ماهه
μήνες	ماههای
αποτελείται	متشکل
αποτελείται	سروده
θεωρία	نظریه
θεωρία	تئوری
θεωρία	فرضیه
ύψος	ارتفاع
ύψος	ارتفاعی
ύψος	بلندی
ύψος	قد
ύψος	ارتفاع
ύψος	height
πολλοί	بسیار
όλοι	همه
όλοι	همه
όλοι	همه
τώρα	اکنون
τώρα	الان
τώρα	حالا
προπονητής	coach
προπονητής	دلیجان
προπονητής	مربیگری
προπονητής	مربی
θέατρο	تئاتر
θέατρο	theater
θέατρο	سینماها
θέατρο	تئاتر
σημαντική	مهمند
σημαντική	مهم
ημέρα	روز
ημέρα	روزی
διάφορα	متفرقه
επέστρεψε	بازگشت
επέστρεψε	بازگشته
παρέμεινε	ماند
θέματα	موضوعات
θέματα	موضوعاتی
θέματα	مسائل
στάδιο	ورزشگاه
στάδιο	مرحله
στάδιο	صحنه
στάδιο	استیج
χωριά	روستاها
χωριά	روستاهای
επίθεση	حمله
επίθεση	تهاجم
επίθεση	حمله
επίθεση	تجاوز
επίθεση	یورش
πληθυσμός	جمعیت
πληθυσμός	جمعیتی
λέξη	سخن
λέξη	کلمه
λέξη	واژه
λέξη	کلام
προβλήματα	مسائلی
προβλήματα	مسائل
προβλήματα	مشکلات
έχοντας	داشتن
δύναμη	قوت
δύναμη	نیرو
δύναμη	قدرت
δύναμη	استحکام
δύναμη	زور
δύναμη	اجباری
δύναμη	نیرو
δύναμη	اجبار
δύναμη	قدرت
δύναμη	پاور
δύναμη	توان
δύναμη	power
δύναμη	قدرتش
επανάσταση	انقلابی
επανάσταση	انقلاب
τύπος	پرس
τύπος	فشار
τύπος	فرمول
τύπος	تیپ
τύπος	نوع
τύπος	تایپ
εκατομμύρια	میلیون
εκατομμύρια	میلیونی
εκατομμύρια	ملیون
πορεία	دوره
μέση	وسطی
μέση	میدل
μέση	میانی
μέση	میانه
μέση	وسط
μέση	متوسط
μέση	میانگین
μέση	کمر
πρόβλημα	مشکل
πρόβλημα	مسئله
πρόβλημα	مشکلی
πρόβλημα	مشکل
πρόβλημα	دردسر
πρόβλημα	زحمت
άνω	بالایی
άνω	آپر
άνω	فوقانی
νερό	آب
αγωνίστηκε	جهاد
τοπική	محلی
περιφέρεια	منطقه
περιφέρεια	ناحیه
περιφέρεια	استان
περιφέρεια	منطقۀ
περιφέρεια	منطقه
περιφέρεια	ناحیه
περιφέρεια	بخش
παρουσία	حضورش
παρουσία	حضور
μητέρα	مادر
μητέρα	مادری
έξι	شش
έξι	سیکس
έξι	شیش
δομή	ساختار
δομή	سازه
παρίσι	paris
παρίσι	پاریسی
παρίσι	پاریس
έγραψε	نوشتم
κατασκευή	تولید
κατασκευή	ساخت
κατασκευή	سازندگی
κατασκευή	ساختمان
κατασκευή	ایجاد
κατασκευή	ساختن
περιέχει	حاوی
περιπτώσεις	موارد
ημέρες	روزها
ημέρες	روزگار
ημέρες	روزهایی
ημέρες	روزای
ημέρες	روزهای
μαρία	ماریا
μερικές	بعضیها
μερικές	برخی
τιμή	قیمتش
τιμή	بهای
τιμή	پرایس
τιμή	بهایی
τιμή	قیمتی
τιμή	قیمت
διαδικασία	فرایند
διαδικασία	پروسه
διαδικασία	فرآیند
διαδικασία	روند
διαδικασία	مراحل
διαδικασία	رویه
διαδικασία	روند
κοινό	حضار
κοινό	مخاطب
διαγραφή	حذف
απογραφή	سرشماری
συλλογή	مجموعۀ
συλλογή	مجموعه
τρίτη	سومین
τρίτη	سومی
τρίτη	سوم
παρακάτω	زیر
ναός	پرستشگاه
ναός	عبادتگاه
ναός	معبد
ναός	تمپل
βοήθεια	توفیق
βοήθεια	کمک
απόσταση	مسافت
απόσταση	فاصله
απόσταση	گستره
απόσταση	گسترۀ
νέων	جوانی
νέων	جوانان
αμέσως	فوراً
αμέσως	فورا
αμέσως	بلافاصله
αναφορά	گزارش
αναφορά	ارجاع
αναφορά	مرجع
δράση	کنش
δράση	اکشن
δράση	اقدام
δράση	عمل
λιγκ	لیگ
απλά	فقط
γιώργος	گیورگوس
γιώργος	جرج
γιώργος	گئورگ
γιώργος	جورج
γιώργος	جورجیوس
κανείς	هیچکس
γεγονότα	حقایق
γεγονότα	رویدادهای
γεγονότα	رویدادها
γεγονότα	حوادث
γεγονότα	اتفاقات
σύντομο	کوتاه
σύντομο	کوتاهی
σύντομο	خلاصه
σύντομο	مختصر
κράτος	حالت
κράτος	استیت
κράτος	دولت
κράτος	وضعیت
κράτος	ایالت
κωνσταντίνος	کنستانتین
στρατό	لشگر
στρατό	ارتش
στρατό	ارتشی
στρατό	سپاه
στρατό	لشکر
αγία	قدیس
αγία	سن
αποτελέσματα	نتایج
αποτελέσματα	نتیجه
αποτελέσματα	نتایجی
ιστορικό	زمینه
ιστορικό	تاریخچه
ιστορικό	تاریخ
σπίτι	خانه
σπίτι	وطن
σπίτι	خونه
σπίτι	آغازه
σπίτι	خانه
τζον	جان
τζον	یوحنا
τζον	jon
αρκετές	چندین
τμήματα	تقسیمات
τμήματα	بخشها
τμήματα	قطعه
τμήματα	بخشهای
τμήματα	بخشها
λειτουργία	کارکرد
λειτουργία	تابع
λειτουργία	حالت
λειτουργία	عملیات
λειτουργία	عمل
βιβλία	کتابها
βιβλία	کتاب
βιβλία	کتابهای
κείμενο	متن
γραμμή	خط
σχέδιο	پروژه
σχέδιο	حواله
σχέδιο	پیشنویس
σχέδιο	درفت
σχέδιο	دیزاین
σχέδιο	طرح
σχέδιο	طراحی
σχέδιο	تدبیر
σχέδιο	پلان
σχέδιο	نقشه
βουλευτής	عضو
βουλευτής	عضوی
γη	زمین
γη	خشکی
γη	land
γη	سرزمین
χρήστες	کاربران
ξανά	دوباره
αυτοί	اونا
αυτοί	اونها
αυτοί	آنها
αυτοί	ایشان
χρήστης	کاربر
θάλασσα	دریا
θάλασσα	دریای
θάλασσα	بحر
καλύτερη	بهتر
καλύτερη	بهترش
χρήστη	کاربر
πληθυσμού	جمعیت
πληθυσμού	جمعیتی
εξουσία	تسلط
εξουσία	سلطه
εξουσία	قدرت
εξουσία	پاور
εξουσία	توان
εξουσία	power
εξουσία	قدرتش
καλοκαίρι	تابستان
καλοκαίρι	سامر
καλοκαίρι	تابستون
καλοκαίρι	تابستانی
παράδοση	تحویل
παράδοση	زایمان
παράδοση	تسلیم
παράδοση	سنت
παράδοση	رسم
άνδρες	مردانی
άνδρες	مردها
άνδρες	مردان
δίνει	میدهد
όσκαρ	اسکار
όσκαρ	اسکار
ακριβώς	دقیقا
ακριβώς	دقیقأ
ακριβώς	دقیقاً
γυναίκα	زن
γυναίκα	زنی
γυναίκα	نسوان
γυναίκα	زن
γυναίκα	مؤنث
γυναίκα	مونث
γυναίκα	ماده
γυναίκα	زن
γυναίκα	همسر
γυναίκα	عیال
γυναίκα	wife
κλπ	غیره
περιοδικό	مجله
κατάλογος	فهرست
κεντρική	مرکزی
κεντρική	سنترال
κεντρική	مرکز
γλώσσες	زبانهای
γλώσσες	زبانها
γλώσσες	زبان
νησιά	جزایر
χρώμα	رنگ
χρώμα	رنگها
χρώμα	رنگ
διεθνής	اینترنشنال
διεθνής	بینالمللی
διεθνής	جهانی
αμερική	آمریکای
αμερική	امریکا
αμερική	آمریکا
γυναίκες	زنانی
γυναίκες	زنها
γυναίκες	زنان
μονή	صومعه
κύρια	main
κύρια	اصلی
κύρια	ماین
πρότυπα	استانداردها
πρότυπα	استانداردهای
μικρά	کوچک
μικρά	small
μικρά	کوچکی
μικρά	اسمال
σχέσεις	رابطه
σχέσεις	روابط
σχέσεις	روابط
εμφάνιση	نمایش
εγκυκλοπαίδεια	دانشنامه
αυτοκρατορία	امپراطوری
αυτοκρατορία	امپایر
αυτοκρατορία	امپراتوری
ώρες	ساعتها
ώρες	ساعتهای
ώρες	ساعات
ώρες	ساعت
συνθήκες	معاهدات
συνθήκες	وضعیتهای
συνθήκες	شرایط
συνθήκες	شرایطی
συνθήκες	شرایط
μελέτη	تحصیل
μελέτη	مطالعه
σχολείο	مدرسه
σχολείο	مکتب
ειδικά	مخصوصا
ειδικά	بخصوص
υλικό	مواد
υλικό	مصالح
κάστρο	قصر
κάστρο	کاستل
κάστρο	کستل
κάστρο	قلعه
κάστρο	کسل
κάστρο	کاسترو
δυτικά	وست
δυτικά	باختر
δυτικά	غرب
δυτικά	غربی
δυτικά	وسترن
