έλλη	elija
αρένα	arēna
μπιν	bin
μπιν	pupas
μπιν	pupu
κίνητρα	motivācija
κίνητρα	motivācijas
κίνητρα	stimulus
κίνητρα	stimuli
κίνητρα	stimuls
κίνητρα	stimula
κίνητρα	motīvus
κίνητρα	motīvi
δεσμοί	saites
δεσμοί	saites
δεσμοί	links
δεσμοί	obligācijas
δαχτυλίδι	gredzens
ολοκληρωμένο	integrētu
ολοκληρωμένο	integrētas
ολοκληρωμένο	integrēta
ολοκληρωμένο	integrētā
ολοκληρωμένο	integrēts
ολοκληρωμένο	integrēti
νύχτες	naktis
ανακωχή	pamiers
ανακωχή	pamiera
ανακωχή	pamiers
ψηφιακά	ciparu
ψηφιακά	digitālā
ψηφιακά	digitālais
νέλσον	nelsons
διαλύματα	šķīdumi
διαλύματα	risinājumi
ανιψιός	krustdēls
κλήση	saukt
κλήση	aicina
κλήση	zvanot
πρόνοιας	labturība
πρόνοιας	labklājība
έπαυλη	muižā
παντρεμένη	precējusies
παντρεμένη	precējies
ενδοχώρα	iekšzemē
ενδοχώρα	iekšzemes
ενδοχώρα	kontinentālo
ουίλιαμς	williams
χιόνι	sniega
χιόνι	sniegs
χιόνι	sniegu
μοναχούς	mūki
αυστριακοί	austrieši
ανατομία	anatomija
σχεδιασμένο	projektēta
σχεδιασμένο	projektēts
σχεδιασμένο	konstruēti
σχεδιασμένο	plānotais
σχεδιασμένο	plānota
σχεδιασμένο	plānoto
σχεδιασμένο	plānots
σχεδιασμένο	plānotie
σχεδιασμένο	plānotās
δαπάνες	izdevumi
μπαχρέιν	bahreina
γένη	ģinšu
δίδασκε	iemācīja
δίδασκε	mācīja
έτοιμος	gatavi
έτοιμος	gatava
έτοιμος	gatavs
έτοιμος	gatavas
συνεχόμενα	pastāvīgi
συνεχόμενα	nepārtraukti
εξασφαλίζει	nodrošina
επικίνδυνο	bīstamas
επικίνδυνο	bīstams
επικίνδυνο	bīstama
επικίνδυνο	bīstamā
επικίνδυνο	bīstami
επικίνδυνο	bīstamas
επικίνδυνο	bīstams
επικίνδυνο	bīstami
επικίνδυνο	bīstama
επικίνδυνο	bīstamie
υπέφερε	cietuši
υπέφερε	cietusi
υπέφερε	cieta
υπέφερε	cietis
επιπλοκές	komplikācijas
επιπλοκές	komplikācija
επιπλοκές	komplikācijas
επιπλοκές	sarežģījumi
δρομολόγια	maršruti
δρομολόγια	ceļi
δρομολόγια	maršrutus
δρομολόγια	maršrutus
ντεπορτίβο	deportivo
όρκο	zvērestu
όρκο	zvērestu
προειδοποίηση	brīdinājums
έβδομο	septītā
έβδομο	septītais
νοημοσύνη	izlūkošanas
νοημοσύνη	intelekts
ανησυχία	nemiers
ανησυχία	bažas
ιστούς	audus
ιστούς	audiem
ιστούς	audi
επιλέγει	atlasa
επιλέγει	izraugās
επιλέγει	izvēlas
οκλαχόμα	oklahoma
πάχος	biezums
θάρρος	drosme
θάρρος	drosmi
ενεργός	aktīvais
ενεργός	aktīvs
ενεργός	aktīvi
ενεργός	aktīva
ενεργός	aktīvā
αδύνατη	neiespējams
αδύνατη	neiespējami
αδύνατη	neiespējama
αερολιμένας	lidosta
αερολιμένας	lidostā
αερολιμένας	lidostas
προσάρτηση	aneksija
δεσμός	savienošana
δεσμός	savienošanas
δεσμός	saikne
δεσμός	saite
δεσμός	obligācija
δεσμός	obligācijas
σεξ	sekss
σεξ	dzimums
περιοδείες	ekskursijas
περιοδείες	braucienos
άλφα	alfa
άλφα	alfa
εχθρός	pretinieks
εχθρός	ienaidnieks
εχθρός	pretiniekam
νεολιθική	neolīta
γκαμπόν	gabonas
γκαμπόν	gabona
πρόοδος	progress
συγγνώμη	piedodiet
συγγνώμη	žēl
συγγνώμη	piedod
συγγνώμη	atvainojiet
λογοκρισία	cenzūru
μικτή	jaukti
μικτή	jauktie
μικτή	jaukts
μικτή	sajaukts
μικτή	jaukta
οφέλη	ieguvumi
οφέλη	pabalsti
οφέλη	ieguvums
οφέλη	labumi
εξετάζει	izskata
γκόγια	goija
σοφοκλή	sofokls
κανονισμούς	regulas
κέντρων	centri
κέντρων	centrus
αναστολή	apturēt
αναστολή	apturēšana
αναστολή	suspensijas
αναστολή	suspensija
αναστολή	kavēšana
αναστολή	apturēts
αναστολή	apturēta
αναστολή	apturēti
ομιλίες	runas
ομιλίες	runās
διέκοψε	pārtraukts
συνεργάτη	partnera
συνεργάτη	partneri
συνεργάτη	partneris
συνεργάτη	partnerim
κίνητρο	motivācija
κίνητρο	motivācijas
κίνητρο	stimuls
κίνητρο	stimula
χάρολντ	harold
βουδαπέστη	budapeštas
ανταρκτική	antarktikas
ανταρκτική	antarktīda
αλάτι	sāls
σιτάρι	kvieši
σιτάρι	kviešu
άστρο	astro
διάσωση	glābšana
διάσωση	glābšanas
πινακίδες	plates
πινακίδες	plātnes
πινακίδες	plāksnes
πινακίδες	pazīmes
πινακίδες	zīmes
γκλεν	glens
γκλεν	glenns
μονάρχης	monarhs
δούλευε	strādāja
μελωδία	melodija
μελωδία	melodiju
μυστήριο	noslēpumainā
μάνα	māte
μάνα	mātes
τοιχογραφία	fresco
τοιχογραφία	freska
διαδοχικές	secīgi
διαδοχικές	secīgas
τιμά	godā
ουρανός	debesis
ουρανός	sky
ουρανός	debesis
μειώσει	samazinātu
μειώσει	samazina
μειώσει	jāsamazina
μειώσει	samazināt
μόλυνση	piesārņojuma
μόλυνση	piesārņojums
μόλυνση	inficēšanās
μόλυνση	infekcija
μόλυνση	infekcijas
μόλυνση	piesārņojums
δημοσιότητα	reklāma
δημοσιότητα	publicitāte
ιατρικό	medicīnas
ιατρικό	medicīniskā
προθέσεις	nolūki
προθέσεις	nodomi
μπουρούντι	burundi
ταυτόχρονη	vienlaicīga
ταυτόχρονη	vienlaikus
ταυτόχρονη	vienlaicīga
λιθίου	litija
λιθίου	litiju
τυχαίο	nejauši
τυχαίο	nejauša
τυχαίο	gadījuma
τυχαίο	nejaušības
τυχαίο	izlases
τυχαίο	nejauši
τυχαίο	nejauša
τυχαίο	nejaušas
πολιτισμούς	kultūras
λεωνίδα	leonīds
μαλάουι	malāvija
επιθετική	agresīvi
επιθετική	agresīva
σιδηροδρόμων	dzelzceļš
σιδηροδρόμων	dzelzceļš
άχρωμο	bezkrāsains
άχρωμο	bezkrāsas
άχρωμο	bezkrāsaina
αφρικανική	āfrikas
σπουδαιότητα	svarīgums
σπουδαιότητα	nozīmīgums
παρατηρητές	novērotāji
παρατηρητές	novērotājus
παρατηρητές	novērotājiem
παρατηρητές	novērotājas
κέλυφος	shell
κέλυφος	čaulas
μπάρτον	burton
έντι	edijs
έντι	eddy
φάσο	faso
πορτρέτα	portretus
κάρτες	kārtis
κάρτες	kartes
κάρτες	kartītes
πληρώσει	maksāt
πληρώσει	atalgojums
πληρώσει	maksā
πληρώσει	samaksa
πληρώσει	samaksāt
ελίτ	elite
ελίτ	elites
μύτη	deguna
μύτη	deguns
μύτη	degunu
έπαθλο	balva
έπαθλο	balvu
ναυτικός	jūrnieks
ναυτικός	jūrnieks
ναυτικός	jūrnieks
ναυτικός	mariner
ιερή	svēta
απολιθώματα	fosilijas
βασιλεύς	king
βασιλεύς	karalis
βασιλεύς	ķēniņš
μις	garām
μις	pietrūkst
μις	miss
μις	jaunkundze
ουράς	aste
ουράς	astes
ιός	vīrusu
ιός	vīrusa
ιός	vīrusam
ιός	vīruss
ενώνει	vieno
ενώνει	pievienojas
μαχητικό	cīnītājs
επίπεδη	plakana
επίπεδη	vienotas
επίπεδη	plakanas
όντα	būtnes
γιατρό	ārsts
πάμπλο	pablo
σαντ	smilts
σαντ	smilšu
σαντ	smiltis
σαντ	sant
τοπικός	vietējie
τοπικός	vietējā
τοπικός	vietējais
τοπικός	lokāla
τοπικός	lokālā
βίαια	vardarbīgi
βίαια	vardarbīgi
βίαια	vardarbīgu
επηρεάζεται	ietekmēts
επηρεάζεται	ietekmējis
επηρεάζεται	ietekmēts
επηρεάζεται	skartas
επηρεάζεται	ietekmēta
επηρεάζεται	ietekmēti
επηρεάζεται	skarti
ξενοδοχεία	viesnīcas
ξενοδοχεία	viesnīcās
ξενοδοχεία	viesnīcu
ξενοδοχεία	viesnīcām
συγκριτικά	salīdzinošo
συγκριτικά	salīdzinošā
συγκριτικά	salīdzinoši
πρώιμο	priekšlaicīga
πρώιμο	priekšlaicīgas
πρώιμο	priekšlaicīgu
πρώιμο	priekšlaicīgi
πρώιμο	pāragri
αποθήκη	noliktavā
αποθήκη	noliktava
αποθήκη	uzglabāšana
αποθήκη	glabāšana
εντέρου	zarnu
εντέρου	zarnas
νιγηρίας	nigērijas
νιγηρίας	nigērija
νιγηρίας	nigērijā
ζωές	dzīvības
σημάδι	parakstīt
σημάδι	zīme
μοριακό	molekulārā
ψήφισμα	rezolūcija
ψήφισμα	izšķirtspēja
υπουργών	ministriem
υπουργών	ministri
συνταγματαρχών	pulkveži
αποφευχθεί	izvairīties
αποφευχθεί	nepieļaut
βρύση	krāna
ενδιαφέρεται	ieinteresēts
ενδιαφέρεται	interesē
ενδιαφέρεται	interesenti
ενδιαφέρεται	ieinteresēti
ενδιαφέρεται	ieinteresēta
ώθηση	vilces
εξασφαλίζοντας	nodrošinot
λας	las
βικτώρια	viktorija
βικτώρια	viktorijas
λευκορωσία	baltkrievija
πλέγμα	režģi
λένινγκραντ	leningrad
ντιέγκο	djego
απεικονίζονται	izpildījumā
πρώτον	pirmais
πρώτον	pirmā
πρώτον	pirmās
πρώτον	pirmie
πρώτον	pirma
πρώτον	vispirms
δημοσιογραφία	žurnālistikas
ρυθμίσεις	konfigurācija
ρυθμίσεις	iestatījumi
ρυθμίσεις	uzstādījumi
δένδρα	kokiem
δένδρα	kokus
δένδρα	koki
δεκτός	pieņemts
δεκτός	pieņemta
δεκτός	pieņemti
κολύμβηση	peldvietu
κολύμβηση	peldēties
κολύμβηση	peldēšana
κολύμβηση	peldēšanas
υπερβαίνει	pārsniedz
καλοκαίρια	vasaras
δουλεία	verdzības
δουλεία	verdzība
δουλεία	verdzības
αναλύσεις	analīzes
αναλύσεις	analīze
νηπιαγωγείο	bērnudārzs
νηπιαγωγείο	bērnudārza
νηπιαγωγείο	bērnudārzu
χρέος	parāds
χρέος	parādu
μειωμένη	samazināta
μειωμένη	pazemināts
μειωμένη	samazināts
μειωμένη	samazinājās
μειωμένη	samazinātas
μειωμένη	samazināta
μειωμένη	samazināts
μειωμένη	samazināti
υπεύθυνοι	atbildīgais
υπεύθυνοι	atbildīgs
υπεύθυνοι	atbildīga
υπεύθυνοι	atbildīgā
υπεύθυνοι	atbildīgās
μαρούσι	maroussi
βαυαρία	bavārijas
βαυαρία	bavārijā
βαυαρία	bavārijas
εγκαταλείπει	pamet
νεκρή	mirusi
νεκρή	miris
νεκρή	beigts
νεκρή	miruši
σεβίλλη	sevilla
σεβίλλη	seviljā
άσυλο	patvērums
άσυλο	patvēruma
άσυλο	patvērumu
κέρδος	peļņa
κέρδος	guvums
σιέρα	sierra
πολωνός	poļu
πολωνός	polijas
θησαυρός	dārgumi
θησαυρός	dārgums
χάος	haoss
κλαδιά	zariņiem
κλαδιά	filiāles
κλαδιά	zarus
λεπτή	plānas
σουηδός	zviedru
σουηδός	zviedrijas
υιοθέτηση	pieņemšana
υιοθέτηση	adopcija
σινά	sinaja
αυτιά	ausis
ηγεμονία	hegemoniju
κατάρ	katara
ευρεσιτεχνίας	patents
μαλαισία	malaizijā
μαλαισία	malaizija
μαλαισία	malaizijas
μηχανήματα	iekārtas
μηχανήματα	mehānismi
μηχανήματα	tehnika
μηχανήματα	mašīnas
μηχανήματα	mašīnas
πληροφορική	informātikas
ερμηνεύει	interpretē
ποντίκι	pele
ποντίκι	peles
μίλερ	millere
πυκνό	koncentrēts
πυκνό	blīvs
ύφασμα	audumu
ύφασμα	audums
ύφασμα	auduma
ύφασμα	audums
συμβουλή	konsultācijas
συμβουλή	padoms
συμβουλή	ieteikumi
συμβουλή	tip
συμβουλή	padoms
συμβουλή	gals
σφάλματα	kļūdas
σφάλματα	kļūdas
καραμανλής	karamanlis
συντελεστή	koeficients
προσευχή	lūgšanu
προσευχή	lūgšanas
άνταμς	adams
μεσημέρι	pusdienlaikā
μεσημέρι	pusdienlaikam
μεσημέρι	pusdienlaikā
ήξερε	zināja
ήξερε	zināju
ήξερε	zināji
ήξερε	pazina
θυγατρική	meitasuzņēmums
διαφυγής	evakuācijas
διαφυγής	izbēgt
διαφυγής	aizbēgt
ρομπ	rob
σουηδική	zviedru
σουηδική	zviedrijas
τρένο	vilciena
τρένο	vilciens
τρένο	vilcienu
αιθιοπίας	etiopijas
κιριμπάτι	kiribati
βολιβία	bolīvija
κύκλοι	aprindās
κύκλοι	aprindas
κύκλοι	cikli
μεσαίο	vidū
μεσαίο	tuvie
μεσαίο	vidējie
μεσαίο	vidēja
μεσαίο	vidējs
κάμερον	cameron
θεώρηση	vīzas
θεώρηση	vīzas
θεώρηση	vīzu
φόβος	baiļu
φόβος	bailes
φόβος	bailēs
κολωνία	ķelnē
κολωνία	ķelni
κολωνία	ķelnes
βαθμίδα	līmenis
κατασκευαστές	izgatavotāji
κατασκευαστές	veidotāji
κατασκευαστές	ražotāji
κατασκευαστές	izgatavotāji
προωθεί	veicina
περίχωρα	nomalē
αρχικώς	sākumā
αρχικώς	sākotnēji
αρχικώς	sākotnēji
καζάν	kazaņas
κατάθλιψη	nomākts
κατάθλιψη	depresijas
κατάθλιψη	depresija
κατάθλιψη	depresiju
φανερό	acīmredzama
φανερό	acīmredzams
φανερό	acīmredzami
ουδετερότητα	neitralitāte
ουδετερότητα	neitralitāti
επιβάλει	uzlikt
επιβάλει	uzspiest
λοιπά	pārējie
λοιπά	citi
λοιπά	cits
λοιπά	citādi
λοιπά	citas
άλεν	alens
αλεξέι	aleksejs
όραση	redze
όραση	redzējums
όραση	vīzija
όραση	redze
παρατηρητή	novērotājas
παρατηρητή	novērotājs
παρατηρητή	novērotāju
παρατηρητή	novērotāja
παρατηρητή	novērotājam
βαρβάρα	varvara
εκδηλώθηκε	izpaudās
χρήστο	christo
σκληρός	nežēlīgi
σκληρός	nežēlīga
σκληρός	cieto
σκληρός	smagi
σκληρός	cietās
σκληρός	grūti
σκληρός	cietais
σκληρός	grūta
διπλωμάτες	diplomātiem
κατανοητό	sapratis
κατανοητό	saprata
κατανοητό	saprotams
κατανοητό	saprotami
κατανοητό	saprotama
κατανοητό	saprotamas
κλάδοι	filiāles
κλάδοι	zarus
κλάδοι	sektoriem
κλάδοι	nozares
κλάδοι	sektori
αλβανική	albāņu
αλβανική	albānijas
αναγκαίο	nepieciešami
αναγκαίο	nepieciešama
αναγκαίο	nepieciešams
προαγωγή	veicināšana
προαγωγή	popularizēšana
προαγωγή	veicināšanas
επιβίωση	izdzīvo
επιβίωση	izdzīvot
επιβίωση	izdzīvošanu
επιβίωση	dzīvildze
επιβίωση	izdzīvošana
επιβίωση	izdzīvošanas
λιλ	lil
λιλ	lilles
εξαιρετικό	lielisks
εξαιρετικό	izcila
εξαιρετικό	izcili
εξαιρετικό	izcils
εξαιρετικό	izsmalcināts
αισθήματα	emocijām
αισθήματα	emocijas
αισθήματα	jūtām
αισθήματα	sajūtas
αισθήματα	jūtas
εκδότες	izdevēji
εκδότες	izdevējiem
εκδότες	redaktoriem
ομάν	omāna
πρόσθεση	pievienošana
πρόσθεση	pievienošana
φίλτρο	filtrē
φίλτρο	filtru
φίλτρο	filtrs
φίλτρο	filtrēt
φίλτρο	mikstūra
ηγούμενος	abats
ομπάμα	obamas
ομπάμα	obama
καγκελάριος	kanclere
προσέλαβε	nolīga
καραϊβική	karību
μεταμόρφωση	transformācija
μεταμόρφωση	pārveidošanās
μεταμόρφωση	pārveidošana
μεταμόρφωση	transformācijas
μεταμόρφωση	pārveide
μεταμόρφωση	pārveidot
θεμελιώδη	fundamentāli
κίεβο	kijevas
κίεβο	kijevā
πραγματοποίηση	realizētu
συμβάν	starpgadījums
συμβάν	incidentu
συμβάν	incidents
συμβάν	negadījums
συμβάν	atgadījums
συμβάν	notikums
βρείτε	atrodi
βρείτε	meklēt
βρείτε	atrast
διαμαρτυρίες	protestus
διαμαρτυρίες	protesti
δίωξη	vajāšana
δίωξη	vajāšanu
δίωξη	vajāšanas
δίωξη	kriminālvajāšanu
κλασικά	klasika
κλασικά	klasikas
κλασικά	klasiskais
κλασικά	klasisko
κλασικά	klasiskā
κλασικά	klasisks
κλασικά	klasika
κλασικά	klasiska
κλασικά	klasisks
δυναμικά	dinamiski
δυναμικά	dinamiskais
δυναμικά	dinamiskā
δυναμικά	dinamika
δυναμικά	dinamiska
δυναμικά	dinamisks
δυναμικά	dinamiski
ήθη	morāli
άντι	endija
άντι	andi
άντι	endijs
τεχνικός	tehniķis
χτύπησε	hit
τέρας	zvērs
τέρας	briesmonis
κατακτητές	iekarotāji
οπαδός	sekotājs
μεμβράνη	plēve
μεμβράνη	filma
μεμβράνη	plēves
μεμβράνη	membrānas
μεμβράνη	membrānu
εισιτήριο	biļete
βεβαιότητα	noteiktība
βεβαιότητα	noteiktību
παράλληλες	paralēla
παράλληλες	paralēli
παράλληλες	paralēlas
παράλληλες	paralēlā
αλφαβητική	alfabēta
αλφαβητική	alfabētiskā
αποκαλύπτεται	atklājas
αποκαλύπτεται	atklāj
αποκαλύπτεται	atklājās
αποκαλύπτεται	atklāja
πέταξε	lido
πέταξε	lidot
πέταξε	lidoja
αριζόνα	arizona
τίτο	tito
αύριο	rīt
αιγύπτιοι	ēģiptieši
λίνκολν	linkolns
ιόντων	jonu
μεταφέρονται	transportē
μεταφέρονται	transportēts
μεταφέρονται	pārvadāti
συντελεστής	koeficients
συντελεστής	likme
συντελεστής	faktoram
συντελεστής	koeficients
συντελεστής	faktoru
συντελεστής	faktors
μισά	puses
μισά	pusi
κληρικός	garīdzniekam
διευθύνσεις	adreses
επιβεβαιώθηκε	apstiprināts
επιβεβαιώθηκε	apstiprināja
επιβεβαιώθηκε	apstiprinātas
επιβεβαιώθηκε	apstiprināta
επιβεβαιώθηκε	apstiprināti
παλέρμο	palermo
ρητορική	retorika
ρητορική	retorisku
ποταμούς	upēm
ποταμούς	upēs
ποταμούς	upes
διαφορική	starpība
πρύτανης	rektors
εβραϊκό	ebreju
εβραϊκό	ebreju
δημιουργό	radītāju
δημιουργό	radītājs
δημιουργό	radītāja
φόρους	nodokļi
ακριβείς	precīzi
ακριβείς	precīzs
ακριβείς	precīzi
ακριβείς	precīza
ακριβείς	precīzs
ευγενή	cēli
δίδυμο	duo
δίδυμο	dvīņu
ουάσιγκτον	vašingtonas
πατέρες	tēviem
πατέρες	tēvi
γαλάζιο	zilais
γαλάζιο	zils
γαλάζιο	zila
γαλάζιο	zilā
γαλάζιο	azure
οικολογία	ekoloģiju
πτώμα	ķermeņa
πτώμα	ķermenis
πτώμα	līķi
πτώμα	līķis
ερωμένη	mīļākais
διασπορά	dispersijas
διασπορά	dispersijas
διασπορά	izplatīšana
καύση	dedzināt
καύση	dedzināšana
καύση	sadegšanas
καύση	sadedzināšana
καύση	dedzināšana
καύση	degšanas
καύση	dedzināšanas
καύση	sadedzināšanu
καύση	sadedzināšana
λετονίας	latvija
υπόγειο	pazemē
υπόγειο	pazemes
υπόγειο	pagrabu
υπόγειο	pagrabs
υπόγειο	pagrabā
ποινές	sankcijas
ποινές	sodi
ποινές	teikums
αντίστροφο	apgriezto
αντίστροφο	apgriezti
αντίστροφο	reversā
αντίστροφο	atpakaļgaitā
αντίστροφο	reversās
ίντερνετ	interneta
ίντερνετ	internets
παρέχοντας	nodrošināšana
πεκίνο	pekinas
πεκίνο	pekinā
πεκίνο	pekinas
ανοίγματα	atveres
ανοίγματα	atveru
κρύο	saaukstēšanās
κρύο	auksts
κρύο	auksti
κρύο	aukstā
κρύο	aukstums
ψηφοφόροι	vēlētāji
ψηφοφόροι	vēlētājiem
ψηφοφόροι	vēlētājus
διάλογος	dialogu
διάλογος	dialogs
διάλογος	dialogs
φορώντας	mugurā
τατζικιστάν	tadžikistāna
τατζικιστάν	tadžikistānas
σάιμον	simons
ύπαιθρο	lauki
ύπαιθρο	laukos
χαλκό	vara
χαλκό	varš
ουρουγουάης	urugvaja
ουρουγουάης	urugvajas
χαρακτηρισμός	apzīmējums
χαρακτηρισμός	raksturojums
τρύπες	caurumi
άμμο	smilts
άμμο	smilšu
άμμο	smiltis
αποθήκες	noliktavām
αποθήκες	noliktavas
πλάσμα	plazma
πλάσμα	plasma
πλάσμα	plazmā
πλάσμα	plazmas
πλάσμα	būtne
πλάσμα	radījums
κλειδιά	taustiņi
κλειδιά	atslēgas
ισλαμικό	islāma
δικαστής	tiesnesis
δικαστής	tiesnese
φρούρια	forts
δυνατά	skaļi
μήκη	garumi
τοπολογία	topoloģija
πολωνοί	poļu
πολωνοί	polijas
πολωνοί	poļu
πολωνοί	poļi
πράσινοι	zaļo
πράσινοι	zaļie
άξονες	asis
άξονες	asis
αυτοκινητόδρομος	autoceļa
αυτοκινητόδρομος	autoceļš
αυτοκινητόδρομος	šoseja
αυτοκινητόδρομος	šosejas
αυτοκινητόδρομος	šoseja
βίβλο	bībele
πιέτρο	pietro
μπρόντγουεϊ	brodvejas
κάθετη	vertikāls
κάθετη	vertikālais
κάθετη	vertikāli
κάθετη	vertikālas
κάθετη	vertikālā
βίκτωρ	viktor
βίκτωρ	viktors
βίκτωρ	viktors
πράσινα	zaļas
πράσινα	zaļa
πράσινα	zaļā
πράσινα	zaļš
πράσινα	zaļi
θιβέτ	tibetas
θιβέτ	tibetiešu
θιβέτ	tibetas
θιβέτ	tibetā
υποσχέθηκε	solīts
υποσχέθηκε	apsolīja
υποσχέθηκε	solīja
σχεδιαστές	dizaineri
σχεδιαστές	plānotāji
λευκορωσίας	baltkrievu
λευκορωσίας	baltkrievijas
προσωπικός	personiska
προσωπικός	personīgie
προσωπικός	personīgais
προσωπικός	personīgā
προσωπικός	personīga
αναλογίες	proporcijās
αναλογίες	proporcijas
αναλογίες	koeficienti
δωρεές	ziedojumi
δωρεές	ziedojumus
δωρεές	ziedojumiem
ακριβές	precīzi
ακριβές	precīzs
ακριβές	precīzi
ακριβές	precīza
ακριβές	precīzs
ακριβές	precīzi
ακριβές	precīzs
ακριβές	precīzas
ακριβές	precīza
μεσοποταμία	mezopotāmijā
νοσοκομεία	slimnīcas
νοσοκομεία	slimnīcās
νοσοκομεία	slimnīcām
καρδινάλιος	kardināls
επώνυμα	uzvārdi
παραδοσιακός	tradicionāls
παραδοσιακός	tradicionālie
παραδοσιακός	tradicionālais
παραδοσιακός	tradicionālā
παραδοσιακός	tradicionālo
παραδοσιακός	tradicionāli
αποφασιστική	izšķiroša
αποφασιστική	izšķirošā
αποφασιστική	izšķirošs
αποφασιστική	izšķirošais
επιλεγμένα	izvēlētais
επιλεγμένα	izraudzīts
επιλεγμένα	izvēlēts
επιλεγμένα	izvēlēta
προτιμήσεις	iestatījumi
προτιμήσεις	preferences
προτιμήσεις	atvieglojumi
έλξης	vilces
έλξης	piesaiste
ψήφισαν	nobalsoja
ψήφισαν	balsoju
ψήφισαν	balsoja
τσώρτσιλ	churchill
ομαλή	gludas
ομαλή	gludi
ομαλή	netraucētu
ομαλή	raiti
ομαλή	gluda
εξυπηρέτηση	apkalpošana
εξυπηρέτηση	serviss
εξυπηρέτηση	apkalpošana
εξυπηρέτηση	pakalpojumu
εξυπηρέτηση	dienests
εξυπηρέτηση	pakalpojums
τζέρι	džerijs
παραμύθια	fairytales
παραμύθια	pasakas
ρούζβελτ	rūzvelts
κανόνια	lielgabali
κανόνια	lielgabalu
γάμους	kāzas
γάμους	laulības
μελετήσει	pētīta
μελετήσει	pētīts
μελετήσει	pētītas
φαινομενικά	šķietami
παρασκευάζεται	ražoti
παρασκευάζεται	izgatavota
παρασκευάζεται	izgatavots
παρασκευάζεται	izgatavo
παρασκευάζεται	ražots
γλυκά	saldumi
γλυκά	saldumus
γλυκά	konfektes
γλυκά	saldumu
γλυκά	saldais
γλυκά	salds
γλυκά	saldā
αδριατική	adrijas
ολόκληρα	vesels
ολόκληρα	veseli
ολόκληρα	veselas
ολόκληρα	vesela
μονπελιέ	monpeljē
εκπομπών	emisijas
εκπομπών	emisija
εκπομπών	emisijas
εκπομπών	emisiju
εκπομπών	emisija
φλοιό	mizu
φλοιό	miza
φλοιό	mizas
φλοιό	garoza
ιντερτότο	intertoto
ανώνυμη	anonīmi
ανώνυμη	anonīma
ανώνυμη	anonīmā
ανώνυμη	anonīms
ομιλητές	runātāji
εισοδήματος	ienākumus
εισοδήματος	ienākums
εισοδήματος	ienākuma
εισοδήματος	ienākumi
εισοδήματος	ieņēmumi
μετανάστευσε	emigrēja
μεγαλώνει	aug
μεγαλώνει	audzēšanas
