של	شيل
העולם	عالم
העולם	العالمي
העולם	الدنيا
העולם	العالم
העולם	world
העיר	تاون
העיר	بلدة
העיר	المدينة
העיר	البلدة
העיר	المدينه
העיר	مدينة
העיר	المدينة
העיר	سيتي
במהלך	اثناء
במהלך	خلال
כן	حاضر
כן	اجل
כן	بلى
כן	نعم
כן	اجل
כן	نعم
שנים	السنين
שנים	اعوام
שנים	سنين
שנים	السنوات
שנים	سنوات
אף	الانف
אף	انف
רבים	كثير
רבים	العديد
רבים	الكثيرون
רבים	كثيرون
רבים	الكثير
רבים	جمع
רבים	الجمع
אבל	لكن
אבל	بس
אבל	ولكن
בה	لها
בה	هي
אביב	ابيب
אביב	ربيع
אביב	الربيع
במאי	قد
במאי	ماي
במאי	مايو
במאי	ايار
במאי	مديرة
במאי	مدير
במאי	المديرة
במאי	المدير
במאי	المخرج
במאי	مخرج
שנה	عام
שנה	العام
שנה	السنه
שנה	سنة
שנה	سنه
שנה	السنة
שנה	السنين
שנה	اعوام
שנה	سنين
שנה	السنوات
שנה	سنوات
נולד	ولد
נולד	تولد
נולד	مولود
נולד	يولد
נולד	ولدت
הערות	الملاحظات
הערות	ملاحظات
הערות	تعليقات
הערות	التعليقات
חלק	جزء
חלק	الجزء
חלק	سلسة
חלק	سلس
חלק	ناعمة
חלק	ناعم
חלק	السلس
לפני	قبل
אחת	احد
אחת	واحدة
אחת	واحد
אחת	واحده
ביולי	يوليو
ביולי	تموز
שוליים	هامشية
שוליים	هامش
שוליים	الهامشية
שוליים	هامش
שוליים	الهامش
להיות	كونك
באוקטובר	اكتوبر
בשם	سميت
בשם	مسمى
אותה	لها
אותה	هي
החל	بدء
החל	البدء
הרב	هيرب
הרב	عشبة
ארצות	بلدان
ארצות	البلدان
ארצות	الدول
מן	المن
בינואר	يناير
במרץ	المسيرة
במרץ	مارس
במרץ	مسيرة
במרץ	اذار
ראש	راسي
ראש	راس
ראש	الراس
ראש	راش
ראש	رش
חיים	الحياة
חיים	الحياه
חיים	حياة
חיים	life
המאה	قرن
המאה	القرن
בנובמבר	نوفمبر
בדצמבר	ديسمبر
לי	ليي
לי	لي
לי	لى
תל	تل
בבית	المنزل
בבית	الوطن
בבית	منزل
בבית	البيت
ערך	القيمة
ערך	قيمة
בפברואר	فبراير
בפברואר	شباط
אלו	هؤلاء
אלו	هذه
זמן	وقت
זמן	الزمن
זמן	الوقت
זמן	زمن
זמן	الزمان
אחר	اخرى
בני	بينى
בני	ابن
בני	بني
בני	الابن
בעיקר	غالبا
אתר	الاثير
אתר	اثير
ללא	بدون
שונים	مختلف
שונים	مختلفة
שונים	مختلفا
שונים	مختلفين
שונים	شتى
אדם	شخص
אדם	الشخص
אדם	ادم
אדם	ادام
אדם	انسان
אדם	بشري
אדם	بشرية
אדם	الانسان
אדם	رجل
אדם	man
אדם	مان
אדם	الرجل
כלל	القاعدة
כלל	قاعدة
עוד	المزيد
עוד	اكتر
עוד	اكثر
עוד	مزيد
דבר	الشيء
דבר	كلام
דבר	الحديث
דבר	الكلام
דבר	التحدث
אחרים	اخرى
אחרים	اخرون
אחרים	اخرين
אחרים	الاخرون
ספר	الكتاب
ספר	كتاب
ספר	باربر
ספר	الحلاق
ספר	حلاق
ספר	اخبر
נגד	ضد
לה	لها
לה	هي
זכה	فاز
זכה	وون
אחרי	بعدما
אחרי	بعد
הן	هم
הן	انهم
יום	اليوم
יום	يوم
יום	نهار
אלה	هؤلاء
אלה	هذه
אלה	ايلا
אלה	الهة
אלה	الالهة
כיום	حاليا
ירושלים	القدس
המדינה	الولاية
המדינה	دولة
המדינה	ولاية
המדינה	الحالة
המדינה	الدولة
מקום	المكان
מקום	مكان
מקום	المكان
מאוד	جدا
יהודים	اليهودية
יהודים	يهودية
יהודים	يهودي
יהודים	يهود
יהודים	اليهود
רבות	كثير
רבות	العديد
רבות	الكثيرون
רבות	كثيرون
רבות	الكثير
כמה	البعض
כמה	بعض
מטר	الاقدام
מטר	اقدام
מטר	القدم
מטר	قدم
מטר	القدمين
מטר	متر
מטר	متر
מטר	امتار
מטר	عداد
מטר	المتر
מטר	متر
מטר	العداد
מטר	مترا
מטר	متر
מטר	امتار
דרך	عبر
דרך	فيا
דרך	عبر
דרך	خلال
דרך	طريقه
דרך	الطريق
דרך	طريقة
דרך	الطريقة
שנת	عام
שנת	العام
שנת	السنه
שנת	سنة
שנת	سنه
שנת	السنة
יכול	يمكن
יכול	يستطيع
יכול	يمكن
יכול	يم
באמצעות	عبر
באמצעות	فيا
בעלי	الزوج
בעלי	زوجي
בעלי	زوج
יחד	سويا
יחד	سوية
יחד	معا
בשל	المستحقة
פרס	ثواب
פרס	الجائزة
פרס	جائزة
פרס	الجائزة
פרס	جائزة
ראו	راو
דוד	دود
דוד	عمو
דוד	عمي
דוד	عم
דוד	العم
דוד	ديفيد
דוד	داود
דוד	ديفد
דוד	دايفيد
דוד	دافيد
בעל	بعل
בעל	الزوج
בעל	زوجي
בעל	زوج
שלה	لها
שלה	هي
בנוסף	زايد
בנוסף	زائد
בנוסף	بالاضافة
תחת	مؤخرة
תחת	الحمار
תחת	حمار
תחת	مؤخرة
תחת	تحت
תמונה	صورة
תמונה	الصورة
תמונה	photo
תמונה	صورة
תמונה	الصورة
תמונה	صورة
תמונה	الصورة
תמונה	الصوره
תמונה	صوره
כתב	المراسل
כתב	مراسل
כתב	كتبت
עצמו	نفسه
הקבוצה	مجموعة
הקבוצה	المجموعة
הערך	القيمة
הערך	قيمة
היום	اليوم
רבי	الحاخام
מי	من
מי	اللي
למרות	بالرغم
אחרות	اخرون
אחרות	اخرين
אחרות	الاخرون
אותם	هم
החברה	مجتمع
החברה	المجتمع
החברה	الجمعية
החברה	شركه
החברה	شركة
החברה	الشركة
החברה	رفقة
המלחמה	حرب
המלחמה	الحرب
שונות	مختلف
שונות	مختلفة
שונות	مختلفا
שונות	مختلفين
שונות	المتنوعة
שונות	متنوع
שונות	متنوعة
הארץ	الارض
מערכת	نظام
מערכת	النظام
מערכת	المنظومة
תאריך	موعد
תאריך	الموعد
תאריך	التاريخ
תאריך	تاريخ
בלבד	فقط
עבר	الماضى
עבר	ماضي
עבר	ماض
עבר	الماضي
עבר	انتقلت
עבר	تحركت
עבר	مرت
אפשר	مكن
אפשר	تمكين
אפשר	السماح
אפשר	اسمح
נוסף	اضاف
נוסף	اضيف
נוסף	اضيفت
מרכז	مركزية
מרכז	سنترال
מרכז	الوسطى
מרכז	وسط
מרכז	مركزي
מרכז	سنتر
מרכז	المركز
מרכז	المنتصف
מרכז	الوسط
מרכז	مركز
מרכז	المركز
מרכז	مركز
שימוש	الاستعمال
שימוש	الاستخدام
שימוש	استعمال
שימוש	باستعمال
שימוש	استعمال
שימוש	استخدام
שימוש	باستخدام
שימוש	استعمل
שימוש	الاستعمال
שימוש	استخدام
שימוש	الاستخدام
שימוש	استخدم
שיש	الرخام
רוב	معظم
רוב	الاكثر
רוב	اغلب
רוב	روب
רוב	الاغلبية
רוב	اغلبية
רוב	الغالبية
כולל	شاملة
כולל	شامل
כולל	يشمل
כולל	يتضمن
כולל	تتضمن
כולל	تشمل
כולל	شملت
כולל	المدرجة
כולל	شمل
כולל	مدرج
גדול	كبيرة
גדול	الكبير
גדול	كبيرة
גדול	كبيره
גדול	كبير
גדול	عظيم
גדול	عظيمة
גדול	العظيم
ישראלים	اسرائيلي
ישראלים	اسرائيلية
ישראלים	الاسرائيلي
ישראלים	الاسرائيلية
מאז	منذ
מאז	مند
יהודי	اليهودية
יהודי	يهودية
יהודי	يهودي
יהודי	يهودا
יהודי	يهود
יהודי	اليهودي
יהודי	يهودي
סוג	نوع
סוג	النوع
סוג	نوع
ראשון	الاحد
ראשון	ريشون
ראשון	اول
ראשון	اولا
ראשון	الاول
ראשון	الاولى
מידע	info
מידע	المعلومات
מידע	معلومات
מידע	الاعلام
מידע	المعلومات
מידע	معلومات
מידע	البيانات
מידע	بيانات
ערכים	قيم
ערכים	القيم
ערכים	مداخل
ערכים	مدخلات
ערכים	المدخلات
אנשים	اشخاص
אנשים	اناس
אנשים	الاشخاص
אנשים	الناس
אנשים	ناس
קובץ	ملف
קובץ	الملف
דקות	الدقائق
דקות	دقائق
חבר	صديق
חבר	الصديق
חבר	صديقي
חבר	خليل
חבר	حبيب
חבר	الخليل
חבר	الصديق
צריך	حاجة
צריך	الحاجة
צריך	ينبغي
ויקיפדיה	ويكيبيديا
בת	الابنة
בת	البنت
בת	بنت
בת	ابنة
בת	بيث
השם	اسم
השם	الاسم
בתוך	داخل
בתוך	للداخل
בתוך	داخلي
בתוך	بالداخل
בתוך	الداخل
בתוך	ضمن
האדם	شخص
האדם	الشخص
כאן	هنا
מול	مول
לעתים	احيانا
הכנסת	الكنيست
הכנסת	كنيس
וגם	ايضا
וגם	كمان
הים	البحر
הים	بحر
השיר	سونغ
השיר	الاغنيه
השיר	اغنيه
השיר	الاغنية
השיר	اغنية
בזמן	بينما
חדש	جديد
חדש	جدد
חדש	جديدة
חדש	الجديد
השלישי	ثالثا
השלישי	iii
השלישי	ثالثا
השלישי	الثالثة
השלישי	ثالث
השלישי	الثالث
השלישי	ثالثة
משה	موسى
משה	موشي
גרמניה	الالمانية
גרמניה	المان
גרמניה	الالماني
גרמניה	المانيا
גרמניה	الماني
גרמניה	المانية
גרמניה	المانيا
יורק	يورك
הממשלה	الحكومة
הממשלה	الحكومات
הממשלה	حكومة
יהודה	يهوذا
יהודה	جودا
מעל	اعلاه
ארץ	بلد
ארץ	البلاد
ארץ	بلاد
ארץ	البلد
ארץ	ارض
ארץ	اراض
ארץ	الارض
ארץ	الاراضي
ארץ	الارض
כלי	الاداة
כלי	اداة
צרפת	وفرنسا
צרפת	فرانس
צרפת	فرنسا
הרבה	الكثير
הרבה	كثير
הרבה	العديد
הרבה	الكثيرون
הרבה	كثيرون
הרבה	الكثير
הרבה	ماتش
אתה	انت
אתה	انتي
נמצא	وجد
נמצא	خلصت
נמצא	وجدت
טוב	خير
טוב	الخير
טוב	طيب
טוב	جيد
טוב	بخير
אי	الجزيرة
אי	جزيرة
ילדים	الاولاد
ילדים	الاطفال
ילדים	اطفال
ילדים	الاطفال
ילדים	اطفال
שלושה	three
שלושה	ثلاثة
שלושה	ثلاث
שלושה	ثلاثه
הגיע	وصل
הגיע	وصلت
הגיע	جيت
הגיע	جاء
אירופה	اوروبا
אירופה	اوربا
אירופה	يوروبا
אירופה	الاوروبي
אירופה	الاوروبية
המלך	ملك
המלך	كينغ
המלך	الملك
המלך	كينج
כמעט	تقريبا
מיליון	مليون
מיליון	المليون
מיליון	مليونا
יצחק	ايزاك
יצחק	اسحاق
האלבום	الالبوم
האלבום	البوم
יוסף	جوزيف
כוח	قوة
כוח	القوة
כוח	قوة
כוח	القوة
כוח	قوة
כוח	طاقة
כוח	الطاقة
כוח	القوة
כוח	السلطة
נפטר	المتوفي
נפטר	المتوفى
הלהקה	فرقة
הלהקה	الفرقة
מלך	ملك
מלך	كينغ
מלך	الملك
מלך	كينج
מקור	الاصل
מקור	اصل
מקור	المصدر
מקור	مصدر
מקור	منقار
תוכנית	البرنامج
תוכנית	برنامج
תוכנית	الخطة
תוכנית	خطة
תוכנית	البرنامج
תוכנית	برنامج
בתי	الابنة
בתי	البنت
בתי	بنت
בתי	ابنة
נראה	نظرات
נראה	النظرات
נראה	يبدو
לגבי	حول
לגבי	بشان
לגבי	بخصوص
לגבי	عن
וב	ويب
פעם	مرة
פעם	مره
משתמש	باستعمال
משתמש	استعمال
משתמש	استخدام
משתמש	باستخدام
משתמש	مستخدم
משתמש	المستخدم
משתמש	مستعمل
משתמש	المستعمل
קיבל	استقبل
קיבל	تلقت
קיבל	استلام
קיבל	وردت
קיבל	ورد
קיבל	قبلت
קיבל	مقبولة
עקב	تالون
עקב	المستحقة
עקב	كعب
עקב	الكعب
נשים	نساء
נשים	المراة
נשים	النساء
מונה	مونيه
מונה	منى
מונה	مونا
במיוחד	وخاصة
במיוחד	خاصة
במיוחד	خصوصا
במיוחד	بالاخص
האימפריה	الامبراطورية
האימפריה	امبراطورية
עדיין	لسه
מים	الماء
מים	ماء
מים	مياه
מים	المياه
כוחות	سلطات
כוחות	القوى
כוחות	الصلاحيات
פעולה	اكشن
פעולה	العمل
פעולה	الاجراء
פעולה	اجراء
פעולה	الحركة
ניו	نيو
נכון	صح
נכון	يمين
נכון	الحق
נכון	صحيح
נכון	حق
נכון	حقيقي
נכון	صحيح
חוק	القانون
חוק	قانون
חוק	law
חיפה	حيفا
יחידה	وحدة
יחידה	الوحدة
העונה	موسم
העונה	الموسم
שוב	مجددا
שוב	ثانية
יעקב	يعقوب
יעקב	جيكوب
יעקב	جاكوب
יעקב	ياكوف
מדינות	دول
מדינות	الولايات
מדינות	الدول
מדינות	بلدان
מדינות	البلدان
מדינות	الدول
הבית	المنزل
הבית	الوطن
הבית	منزل
הבית	البيت
הבית	المنزل
הבית	منزل
הבית	هاوس
הבית	البيت
תודה	شكر
תודה	اشكرك
תודה	شكرا
לב	القلب
לב	قلبا
לב	قلب
מפקד	قائد
מפקד	القائد
שלוש	three
שלוש	ثلاثة
שלוש	ثلاث
שלוש	ثلاثه
שלום	شالوم
שלום	سلام
שלום	السلام
שלום	الو
שלום	مرحبا
אזור	الاقليم
אזור	اقليم
אזור	منطقة
אזור	المنطقة
אזור	منطقة
אזור	المنطقة
אזור	مساحة
אזור	المساحة
אזור	منطقة
אזור	المنطقة
פעמים	تايمز
פעמים	اوقات
פעמים	المرات
פעמים	التايمز
פעמים	مرات
פעמים	الاوقات
קבוצות	الجماعات
קבוצות	المجموعات
קבוצות	مجموعات
קבוצות	الفرق
קבוצות	فرق
המשחק	لعبة
המשחק	مباراة
המשחק	المباراة
המשחק	اللعبة
האי	الجزيرة
האי	جزيرة
האי	هال
האי	هاي
סרט	الفيلم
סרט	فيلم
סרט	الفلم
סרט	الفيلم
סרט	فيلم
בגלל	لان
בגלל	لانه
בגלל	عشان
בגלל	لانني
בגלל	بسبب
בגלל	لاني
המפלגה	حفلة
המפלגה	الطرف
המפלגה	حزب
המפלגה	حفل
המפלגה	الحزب
בעבר	سابقا
האחרון	الاخيرة
האחרון	اخر
האחרון	اخير
האחרון	تدوم
האחרון	الاخير
קרב	معركة
קרב	باتل
קרב	المعركة
קצר	قصيرة
קצר	القصير
קצר	قصير
קצר	شورت
קצר	موجزة
קצר	موجز
קצר	مختصر
ימים	الايام
ימים	ايام
בהמשך	تحت
בהמשך	ادناه
בר	الحانة
בר	حانة
בר	شريط
בר	البار
בר	بار
צבא	عسكرية
צבא	العسكري
צבא	الجيش
צבא	عسكري
צבא	الجيش
צבא	جيش
ים	البحر
ים	بحر
החיים	الحياة
החיים	الحياه
החיים	حياة
החיים	life
הפך	صارت
צה	تسي
משחק	لعبة
משחק	مباراة
משחק	المباراة
משחק	اللعبة
משחק	اللعب
משחק	يلعب
משחק	التمثيل
משחק	بالنيابة
משחק	تمثيل
ראשי	راسي
ראשי	راس
ראשי	الراس
ראשי	رئيس
ראשי	الرئيس
ראשי	الزعيم
ראשי	الابتدائي
ראשי	الابتدائية
ראשי	ابتدائي
הזמן	وقت
הזמן	الزمن
הזמן	الوقت
הזמן	زمن
הזמן	الزمان
למעשה	بالحقيقة
אברהם	ابراهيم
אברהם	ابراهام
נבחר	مختار
נבחר	المختار
נבחר	مختار
נבחר	مختارة
נבחר	اختير
נבחר	المختار
מדי	مادي
מדי	ايضا
לרוב	غالبا
פעילות	النشاط
פעילות	نشاط
שטח	الميدان
שטח	حقل
שטח	الحقل
שטח	ميدان
שטח	التضاريس
שטח	مساحة
שטח	المساحة
שטח	منطقة
שטח	المنطقة
מאוחר	اواخر
מאוחר	تاخر
מאוחר	متاخرة
מאוחר	متاخر
דף	صفحة
דף	الصفحة
קולנוע	الفيلم
קולנוע	فيلم
קולנוע	الفلم
קולנוע	الافلام
קולנוע	افلام
קולנוע	سينما
קולנוע	السينما
קשר	اتصال
קשר	الاتصال
קשר	للاتصال
קשר	اتصال
קשר	الاتصال
קשר	التواصل
קשר	عقدة
קשר	العقدة
אחרת	والا
פני	بيني
קודם	اول
קודם	اولا
קודם	الاول
קודם	الاولى
עיר	تاون
עיר	بلدة
עיר	المدينة
עיר	البلدة
עיר	المدينه
עיר	مدينة
עיר	المدينة
עיר	سيتي
לצד	جانب
לצד	جنب
לצד	الجانب
ידוע	المعروفة
ידוע	معلوم
ידוע	معروف
ידוע	معروفة
ידוע	المعروف
הופעות	الانطباعات
הופעות	الانطباع
הופעות	المظاهر
הופעות	حفلات
תקופה	الفترة
תקופה	فترة
ספרים	كتب
ספרים	الكتب
קטן	صغيره
קטן	صغير
קטן	صغر
קטן	صغيرة
קטן	الصغير
קטן	قليل
קטן	القليل
למד	تعلمت
למד	درست
למד	يتعلم
למד	تعلم
למד	تتعلم
למד	التعلم
למד	تعلموا
ברית	الحلف
ברית	تحالف
ברית	التحالف
ברית	حلفاء
ברית	الحلفاء
היהודי	يهودا
היהודי	يهود
היהודי	اليهودي
היהודי	يهودي
תשע	تسع
תשע	nine
תשע	تسعة
פחות	اقل
ישראלי	اسرائيلي
ישראלי	اسرائيلية
ישראלי	الاسرائيلي
ישראלי	الاسرائيلية
משרד	المكتب
משרד	مكتب
משרד	المنصب
שיחק	لعبت
מעבר	انتقال
מעבר	انتقالية
מעבר	الانتقال
מעבר	مرور
איך	ازاي
איך	شلون
איך	كيف
גרסאות	متغيرات
גרסאות	المتغيرات
גרסאות	اصدارات
גרסאות	الاصدارات
זהב	ذهبي
זהב	الذهبي
זהב	ذهبية
זהב	ذهبي
זהב	جولد
זהב	غولد
זהב	ذهب
זהב	الذهب
עולם	عالم
עולם	العالمي
עולם	الدنيا
עולם	العالم
עולם	world
יד	اليد
יד	يد
יד	يدا
מדינה	بلد
מדינה	البلاد
מדינה	بلاد
מדינה	البلد
מדינה	الولاية
מדינה	دولة
מדינה	ولاية
מדינה	الحالة
מדינה	الدولة
ארגון	منظمة
ארגון	المنظمة
ארגון	التنظيم
ארגון	منظمة
ארגון	المنظمة
ארגון	التنظيم
ארגון	تنظيم
לכתוב	كتابة
לכתוב	اكتب
לכתוב	الكتابة
שונה	مختلف
שונה	مختلفة
שונה	مختلفا
שונה	مختلفين
שונה	المعدل
שונה	معدل
שונה	تعديل
שונה	معدلة
גדולה	كبيرة
גדולה	الكبير
גדולה	كبيرة
גדולה	كبيره
גדולה	كبير
גדולה	عظمة
גדולה	العظمة
קשה	بجد
קשה	صعب
קשה	صعبة
קשה	صعب
קשה	صعبة
קשה	قاسي
קשה	صعب
קשה	صعبة
אור	خفيف
אור	الخفيفة
אור	ضوء
אור	النور
אור	فاتح
אור	نور
צבי	غزال
צבי	ايل
צבי	الغزال
צבי	الغزلان
צבי	غزال
לדוגמה	مثال
לדוגמה	المثال
אוכלוסייה	السكان
בעברית	العبرية
הקהילה	مجتمع
הקהילה	المجتمع
הקהילה	الجماعة
כנגד	ضد
קיים	موجود
קיים	قائم
שלי	لي
שלי	ملكي
שלי	الالغام
שלי	لغم
שלי	منجم
שלי	اللغم
דומה	مشابهة
דומה	مماثل
דומה	مماثلة
דומה	مشابه
דומה	الدوما
דין	دين
דין	العميد
דין	عميد
שכן	الجار
שכן	الجار
שכן	جار
שכן	جارة
מחוז	مقاطعة
מחוז	المقاطعة
מחוז	مقاطعة
מחוז	المحافظة
מחוז	الاقليم
מחוז	محافظة
מחוז	اقليم
מחוז	المقاطعة
מחוז	المنطقة
מחוז	المقاطعة
מחוז	منطقة
ימי	الايام
ימי	ايام
תואר	بدرجة
תואר	درجة
תואר	الدرجة
סדרת	مسلسل
סדרת	سلسلة
סדרת	السلسلة
סדרת	مسلسلات
למצוא	جد
למצוא	العثور
למצוא	ايجاد
מבין	افهم
מבין	فاهم
מבין	فهم
מבין	تفهم
נקרא	دعا
נקרא	اتصلت
פשוט	بسيطه
פשוט	بسيط
פשוט	البسيط
פשוט	بسيطة
פשוט	مجرد
פשוט	فقط
עבודה	الوظيفة
עבודה	وظيفة
עבודה	الشغل
עבודה	شغل
עבודה	عمل
עבודה	العمل
עבודה	اعمل
עבודה	عمل
חשוב	هام
חשוב	مهمة
חשוב	مهم
חשוב	المهم
כיוון	اتجاه
כיוון	الاتجاه
שלמה	شلومو
שלמה	سليمان
תבנית	نمط
תבנית	النمط
תבנית	قالب
תבנית	القالب
תבנית	نسق
תבנית	الشكل
תבנית	تنسيق
אמריקאים	امريكية
אמריקאים	امريكيون
אמריקאים	امريكي
אמריקאים	الامريكي
אמריקאים	الاميركيين
אמריקאים	امريكيون
הפועל	فعل
הפועל	الفعل
אפריקה	افريقيا
נחשב	نظر
דרום	جنوبي
דרום	جنوبية
דרום	جنوب
דרום	جنوبي
דרום	جنوبا
דרום	الجنوب
דרום	جنوب
דרום	ساوث
זכויות	حقوق
זכויות	الحقوق
אולי	لربما
אולי	ربما
עלה	ورقة
לקבל	نقبل
לקבל	تقبل
לקבל	قبول
לקבל	اقبل
לקבל	احصل
לקבל	الحصول
לקבל	احضر
מבנה	الهيكل
מבנה	هيكل
מבנה	بنية
להשתמש	استعمل
להשתמש	الاستعمال
להשתמש	استخدام
להשתמש	الاستخدام
להשתמש	استخدم
העליון	العليا
לקראת	نحو
בברכה	رحبت
בברכה	المخلص
בברכה	نرحب
בברכה	ترحيب
בברכה	الترحيب
בסיס	القاعدة
בסיס	قاعدة
בסיס	اساس
בסיס	الاساس
מין	الجنسانية
מין	جنس
מין	الجنس
מין	الانواع
מין	مين
לשעבר	سابق
לשעבר	السابق
משנה	مسالة
משנה	المسالة
משנה	مسائل
משנה	المسائل
אינטרנט	الشبكة
אינטרנט	الويب
אינטרנט	ويب
אינטרנט	الانترنت
אינטרנט	انترنت
נקודות	النقاط
נקודות	نقط
נקודות	نقاط
נקודות	النقاط
נקודות	نقاط
נקודות	بقع
נקודות	البقع
קבוצה	مجموعة
קבוצה	المجموعة
קבוצה	الفريق
קבוצה	فريق
הקרב	معركة
הקרב	باتل
הקרב	المعركة
שירים	القصائد
שירים	قصائد
שירים	اغان
שירים	الاغاني
שירים	اغاني
התנועה	المرور
עת	وقت
עת	الزمن
עת	الوقت
עת	زمن
עת	الزمان
הר	ماونتن
הר	جبل
הר	الجبل
הר	جبل
הר	ماونت
הרי	هارى
הרי	هاري
תפקיד	الدور
תפקיד	دور
למה	ليش
למה	لماذا
למה	لما
נולדה	ولد
נולדה	تولد
נולדה	مولود
נולדה	يولد
נולדה	ولدت
שמות	اسماء
שמות	الاسماء
יחסית	نسبيا
הקמת	الانشاء
שערים	البوابات
שערים	غيتس
שערים	بوابات
שערים	بوابات
שערים	اهداف
שערים	الاهداف
שערים	الغايات
מערכות	نظم
מערכות	الانظمة
מערכות	النظم
מערכות	انظمة
שנייה	ثانيا
שנייה	الثانيه
שנייה	تاني
שנייה	الثاني
שנייה	الثانية
שנייה	ثاني
שנייה	sec
ליצור	يخلق
ליצור	خلق
ליצור	انشاء
ליצור	انشئ
מטרים	متر
מטרים	امتار
מטרים	مترا
מטרים	متر
מטרים	امتار
אמריקה	امريكا
אמריקה	اميركا
ליד	بالقرب
ליד	قرب
שר	شار
שר	تشار
שר	شير
שר	شير
שר	غناء
שר	يغني
שר	اغني
שר	تغني
שר	الغناء
שר	وزير
שר	وزيرة
שר	الوزيرة
שר	الوزير
קו	سطر
קו	السطر
קו	الخط
קו	خط
סוף	نهاية
סוף	النهاية
כסף	فلوس
כסף	نقود
כסף	اموال
כסף	المال
כסף	مال
כסף	فضي
כסף	الفضة
כסף	فضة
כסף	سيلفر
כסף	فضية
תמונות	الصور
תמונות	صور
תמונות	الصور
תמונות	صور
תמונות	الصور
תמונות	صور
ספרי	اخبر
תת	غواصة
תת	الغواصة
תת	فرعي
תת	الباطن
נשיא	رئيس
נשיא	الرئيس
נשיא	رؤساء
נשיא	الرئيسان
נשיא	الرؤساء
מוזיקה	موسيقى
מוזיקה	موسيقي
מוזיקה	music
מוזיקה	الموسيقى
חדשים	جديد
חדשים	جدد
חדשים	جديدة
חדשים	الجديد
מצב	الوضع
מצב	الحالة
מצב	حالة
מצב	مود
מצב	النمط
מצב	الوضع
מצב	نمط
מצב	الوضع
מצב	الموقف
מצב	الحالة
מצב	حالة
מצב	شرط
מצב	الحالة
מצב	الشرط
היסטוריה	التاريخ
היסטוריה	تاريخ
שינוי	التغير
שינוי	تغيير
שינוי	التغيير
שינוי	غير
שינוי	تغير
ביקורת	الانتقاد
ביקורת	انتقادات
ביקורת	انتقاد
ביקורת	الانتقادات
ביקורת	نقد
ביקורת	النقد
ביקורת	نقد
ביקורת	المراجعة
ביקורת	استعراض
ביקורת	الاستعراض
ביקורת	مراجعة
חודשים	الاشهر
חודשים	شهورا
חודשים	الشهور
חודשים	اشهر
חודשים	شهور
אבן	ستون
אבן	حجر
אבן	الحجارة
אבן	حجارة
אבן	الحجر
שחקן	مشغل
שחקן	اللاعب
שחקן	لاعب
שחקן	player
שחקן	الممثل
שחקן	فاعل
שחקן	ممثل
משפט	محاكمة
משפט	المحاكمات
משפט	المحاكمة
משפט	محكمة
משפט	المحكمة
משפט	المحاكم
משפט	جملة
משפט	الجملة
אמריקאי	امريكية
אמריקאי	امريكيون
אמריקאי	امريكي
אמריקאי	الامريكي
חצי	شبه
חצי	نصف
חצי	النصف
הארגון	منظمة
הארגון	المنظمة
הארגון	التنظيم
סרטים	الافلام
סרטים	افلام
סרטים	الافلام
סרטים	افلام
הבא	التالية
הבא	القادم
הבא	التالي
הבא	التالى
משפחה	عائلي
משפחה	عائلة
משפחה	الاسرة
משפחה	اسرة
משפחה	العائلة
במקביל	مواز
במקביל	بالتوازي
במקביל	متوازية
