topovi	senapang
klopi	berdetik
klopi	bangku
klopi	bangku
klopi	bench
vredno	berbaloi
vredno	bernilai
vredno	worth
vredno	layak
konvencija	konvensyen
mad	sewel
mad	giler
mad	mad
šef	bos
šef	boss
delitve	divisyen
delitve	pembahagian
absolutno	mutlak
poraba	perbelanjaan
poraba	pengeluaran
poraba	pemakaian
žleze	kelenjar
žleze	kelenjar
zadetkov	hits
zadetkov	hit
merila	kriteria
desetletju	dekad
jajca	telor
jajca	telur
jajca	bebola
jajca	zakar
pretirano	melampau
nord	nord
zemljišča	land
zemljišča	tanah
zemljišča	darat
zemljišča	kontang
povezovanje	networking
povezovanje	rangkaian
povezovanje	penyepaduan
povezovanje	berpaut
povezovanje	menyambung
prizori	adegan
globine	kedalaman
odkrit	menemui
#ffffff	#ffffff
koles	basikal
col	col
flote	armada
nationalcaps	nationalcaps
kandidata	calon
kandidata	calon
kandidata	candidate
dvojna	double
dvojna	ganda
frankov	francs
križišče	persimpangan
križišče	persilangan
križišče	junction
križišče	simpang
križišče	simpang
igralce	pemain
england	england
england	inggeris
palice	bar
palice	sticks
palice	tongkat
palice	kelab
palice	tongkat
palice	joran
moška	men
moška	jantan
moška	male
puščava	gurun
zmožnost	keupayaan
zmožnost	kemampuan
zmožnost	kebolehan
zmožnost	keupayaan
zmožnost	kemampuan
harvey	harvey
metka	gretel
metka	peluru
metka	bullet
podpis	penandatangan
podpis	menandatangan
podpis	tandatangan
melodije	melodies
melodije	alunan
neapelj	napoli
vzorca	sample
vzorca	sampel
larry	larry
termin	terma
termin	pelantikan
termin	temujanji
robin	robin
lesena	wooden
lesena	kayu
lesena	wood
datotek	fail
samodejno	auto
samodejno	automatik
samodejno	automatic
samodejno	automatik
wallace	wallace
preprečili	dicegah
preprečili	dielakkan
pozitivni	positive
pozitivni	positif
nedavno	terkini
nedavno	terbaharu
piramida	piramid
vesoljska	ruang
vesoljska	space
vesoljska	angkasa
ricardo	ricardo
eur	eur
žagar	jigsaw
zvočni	audible
slava	kemasyhuran
slava	fame
slava	kemegahan
slava	glory
slava	kemuliaan
slava	keagungan
madžari	hungarians
odločno	sangat
sočasno	serentak
sočasno	serentak
moto	motto
moto	moto
moto	moto
duševno	mental
duševno	mental
nasprotoval	ditentang
allan	allan
ekip	pasukan
ekip	teams
lokacijo	lokasi
lokacijo	location
valovi	gelombang
valovi	ombak
zvezno	persekutuan
populacija	penduduk
populacija	populasi
zamenjava	swap
zamenjava	pengganti
zamenjava	penggantian
zamenjava	pengganti
zamenjava	penggantian
kače	ular
kače	snake
kače	ular
skoki	jumps
skoki	melompat
skoki	lompat
skoki	jumping
delavce	pekerja
napadalec	penyerang
napadalec	penyerang
srbijo	serbia
čustveno	emosional
čustveno	beremosi
čustveno	emosional
saturn	saturn
saturn	zuhal
encima	enzim
verjame	berkeyakinan
postanek	persinggahan
tokio	tokyo
dream	mimpi
dream	dream
germain	germain
matt	matt
pérez	pérez
slovenia	slovenia
alexandre	alexandre
centralne	pusat
oscar	oscar
ronnie	ronnie
uefa	uefa
vlaken	fibre
vlaken	gentian
preprečil	digagalkan
mansell	mansell
propad	doom
propad	runtuhan
propad	runtuh
propad	kejatuhan
turistične	pelancong
turistične	tourist
ngc	ngc
clarke	clarke
krona	mahkota
krona	crown
uran	uranium
uran	uranus
celično	selular
resnica	benar
resnica	true
resnica	kebenaran
bruhanje	muntah
bruhanje	muntah
arheologi	archaeologists
dodana	ditambah
funtov	sugi
funtov	pon
odziva	respon
tesla	tesla
sloj	lapisan
padli	fallen
padli	jatuh
viktorija	victoria
izbruhnila	meletus
akcija	action
akcija	tindakan
akcija	aksi
akcija	laga
tiska	tekan
tiska	akhbar
ščiti	melindungi
ščiti	perisai
ščiti	perisainya
vickers	vickers
luknje	lubang
waffen	waffen
game	gamma
game	gama
andre	andre
andre	andré
ban	ban
ban	larangan
opredeljuje	mentakrifkan
opredeljuje	takrifkan
ema	emma
ema	ema
doktorat	kedoktoran
doktorat	phd
listina	piagam
pljuč	paru
pljuč	lung
pljuč	paru
nasprotnikov	lawan
altlink	altlink
krizo	krisis
silver	perak
léon	léon
planine	ganang
planine	banjaran
planine	pergunungan
navzven	luaran
agent	agen
agent	ejen
agent	agent
vstaja	pemberontakan
vstaja	insurrection
vzpostavitev	penubuhan
vzpostavitev	pendirian
priznana	diiktiraf
priznana	dikenalpasti
priznana	diakui
priznana	dikenali
priznana	diakui
priznana	diiktiraf
upokojen	bersara
upokojen	pencen
pre	pre
pre	pra
kalibra	calibre
jason	jason
guillaume	guillaume
danny	danny
skrajno	ekstrem
skrajno	melampau
ravna	flat
instrument	instrumen
delec	cebisan
delec	zarah
nationalgoals	nationalgoals
negativna	negative
negativna	negatif
konzulat	konsulat
konzulat	perunding
učitelji	guru
izkoristek	efficacy
izkoristek	kecekapan
zatočišče	berteduh
zatočišče	sanctuary
zatočišče	perlindungan
brod	brod
zaposlitve	jobs
zaposlitve	pekerjaan
sivo	kelabu
sivo	kelabu
sivo	grey
sod	barrel
sod	tong
prizor	adegan
prizor	scene
vlakna	fibre
vlakna	gentian
vlakna	serat
vlakna	gentian
vlakna	fiber
vlakna	gentian
izdelani	direka
keramike	seramik
tarča	sasaran
tarča	target
panis	panis
arizona	arizona
zmogljivosti	capacities
zmogljivosti	kapasiti
zmogljivosti	keupayaan
zmogljivosti	kemampuan
spektra	spektrum
santo	santo
dvoboj	berlawan
objavlja	menerbitkan
liverpool	liverpool
meč	pedang
upanje	harapan
upanje	harap
upanje	hope
grumman	grumman
avtomobilska	automotif
indeks	indeks
spoštovanje	hormat
spoštovanje	respect
chapelle	chapelle
arheološki	arkeologi
kraški	karst
definira	mentakrifkan
definira	takrifkan
eksplozije	letupan
eksplozije	letupan
demokratična	demokratik
marin	marin
preostale	baki
preostale	berbaki
razvite	dikembangkan
razvite	dibangunkan
moralno	moral
negativni	negative
negativni	negatif
razni	category
kalif	khalifah
kalif	caliph
zadovoljstvo	kepuasan
zadovoljstvo	keseronokan
zadovoljstvo	kesenangan
predpisi	peraturan
predpisi	rules
predpisi	peraturan
usmerjeno	diarah
hribi	ganang
hribi	banjaran
hribi	pergunungan
hribi	hills
oblačil	pakaian
igrišče	playground
administrator	pentadbiran
administrator	pentadbir
klasifikacija	pengelasan
klasifikacija	klasifikasi
licenca	lesen
licenca	lesen
ska	ska
tisoče	ribuan
tisoče	beribu
ločitev	perceraian
ločitev	bercerai
ločitev	cerai
ločitev	pemisahan
ločitev	perpisahan
meritev	pengukuran
meritev	measurement
mine	lombong
mine	mines
patent	paten
opiše	menghuraikan
župnijo	mukim
župnijo	jemaah
župnijo	paroki
tommy	tommy
obiskala	melawat
obiskala	dilawati
obiskala	dilawat
bra	bh
bra	bra
bra	coli
videm	udine
težavah	kesukaran
doris	doris
auf	auf
hawker	hawker
tower	tower
tower	menara
odvisni	bergantung
dodajanje	tambahan
dodajanje	menambahkan
dodajanje	menambah
dodajanje	add
serena	serena
potrebovali	diperlukan
potrebovali	needed
običajna	biasa
običajna	normal
vroče	hot
vroče	panas
por	por
por	leek
komercialni	komersial
komercialni	komersil
trio	trio
izbire	pilihan
manjšine	minoriti
manjšine	minoriti
duhovni	rohani
erwin	erwin
mišica	muscle
mišica	otot
sredozemlju	mediterranean
algoritem	algoritma
preberite	baca
posamezno	individual
posamezno	individu
posamezno	followers
kmetije	ladang
možni	munasabah
možni	kemungkinan
hudson	hudson
ohranjeno	dikekalkan
doherty	doherty
blake	blake
zlom	patah
zlom	fracture
razglasi	isytihar
razglasi	declare
jezo	kemarahan
jezo	amarah
youthclubs	youthclubs
suhoj	sukhoi
geometrija	geometri
geometrija	geometri
geometrija	geometrik
iraku	iraq
strategije	strategi
ogljik	carbon
ogljik	karbon
elektro	electro
sekundarni	secondary
sekundarni	sekunder
preboj	diperluaskan
človeška	manusia
človeška	human
novosti	inovasi
novosti	kemaskini
novosti	update
oklep	armor
oklep	armor
oklep	armour
zaščitna	pelindung
ugotovitve	pengamatan
ugotovitve	temuan
leseni	wooden
geografski	geografi
barvni	warna
barvni	colour
barvni	warna
otroštva	childhood
definicije	takrifan
pastir	gembala
pastir	pengembala
odkrivanje	pengesanan
pravoslavne	ortodoks
samostojnost	alash
samostojnost	autonomi
samostojnost	kemerdekaan
enrico	enrico
sinove	sons
receptorjev	receptors
industrijska	industri
industrijska	industrial
industrijska	perindustrian
putnam	putnam
standardna	piawai
standardna	standard
encimi	enzim
dassault	dassault
loke	arches
loke	busur
nmi	nmi
tokovi	arus
tokovi	aliran
tokovi	mengalir
platon	plato
lisica	fox
lisica	rubah
kalcijev	kalsium
pogovori	bercakap
pogovori	perbualan
pogovori	temuduga
pogovori	bincang
pogovori	bercakap
nazionale	nazionale
jajčeca	telor
jajčeca	telur
valle	valle
languedoc	languedoc
dramatikov	playwrights
pištola	pistol
pištola	senapang
pištola	pistol
pištola	gun
regionalni	serantau
richardson	richardson
razširjeni	enlarged
razširjeni	dilanjutkan
razširjeni	extended
razširjeni	dipanjangkan
razširjeni	kembang
prijateljstvo	persahabatan
kancler	canselor
kancler	kanselor
alternative	alternatif
alternative	alternatif
industries	industries
industries	industri
pozni	terlewat
pozni	mendiang
pozni	late
pozni	lambat
pozni	larut
pogledi	paparan
pogledi	pandangan
pogledi	views
magnus	magnus
sorodniki	sepupu
sorodniki	kerabat
podjetnik	usahawan
policist	pegawai
policist	perwira
policist	officer
bradley	bradley
mostovi	jambatan
marseille	marseille
marseille	marseille
lastna	sendiri
posredovanje	penghantaran
posredovanje	pemajuan
posredovanje	pengantaraan
posredovanje	campur
zaključek	penyempurnaan
zaključek	pelengkapan
zaključek	penutupan
zaključek	kesimpulan
razstavi	pameran
lucas	lucas
gibson	gibson
terme	spa
terme	terme
moon	bulan
moon	moon
organizirano	terurus
organizirano	disusun
organizirano	tersusun
organizirano	terurus
organizirano	terancang
dama	lady
dama	dame
jezikovno	linguistik
jezikovno	bahasa
nadal	nadal
ščit	perisai
ščit	perisainya
achille	achille
hčere	daughters
dodekaeder	dodecahedron
programiranje	pengaturcaraan
izpostavljenost	dedahan
biološki	biologi
#ffcc	#ffcc
powell	powell
utrdbo	fort
mdr	mdr
ted	ted
fam	fam
imenovanja	temujanji
emilio	emilio
slab	buruk
slab	teruk
nature	natura
izbris	pemadaman
izbris	memadam
izbris	pembatalan
izbris	delete
biologijo	biologi
roku	roku
dedek	atok
dedek	datuk
dedek	atuk
dedek	datuk
đoković	djokovic
ustavil	dihentikan
ustavil	terhenti
alpinist	mountaineer
opremljen	dilengkapi
epizode	episod
epizode	episod
izidi	hasil
izidi	keputusan
izidi	hasil
fisher	fisher
porto	porto
označen	ditandakan
označen	tagged
označen	ditanda
označen	ditag
realno	real
realno	realistik
trinajst	thirteen
casa	casa
virusi	virus
virusi	virus
snega	salji
snega	salji
mach	mach
leteči	terbang
leteči	flying
hitra	laju
reynolds	reynolds
priporoča	saranan
ekonomska	ekonomi
zastrupitve	keracunan
warren	warren
komunikacija	komunikasi
rick	rick
commons	commons
alkohol	arak
alkohol	alkohol
kras	crassus
terry	terry
osebje	kakitangan
osebje	kakitangan
osebje	staf
osebje	staff
zbrane	dikumpulkan
zbrane	dikumpul
jelka	pokok
izvajalci	operator
izvajalci	kontraktor
izvajalci	pelaku
izvajalci	penghibur
mile	mile
toto	toto
rolling	rolling
rolling	bergolek
dodatki	additives
dodatki	bonus
dodatki	supplements
dodatki	suplemen
dodatki	aksesori
dodatki	appendices
mass	jisim
dušo	jiwa
dušo	soul
bih	bih
simetrija	simetri
lakote	kebuluran
lakote	hunger
lakote	berlapar
bertrand	bertrand
zaščitena	terlindung
zaščitena	dilindungi
kvalifikacije	kelayakan
pari	pasangan
pari	pairs
pari	pari
irana	iran
turbina	turbin
aktivist	aktivis
dominik	dominik
sen	sen
hrbet	belakang
hrbet	punggung
chaplin	chaplin
bach	bach
tonumber	tonumber
skriva	menyorok
televizija	televisyen
osvojitev	penaklukan
rena	rhine
rena	reno
poj	sing
poj	nyanyi
gena	gena
deveto	kesembilan
pomanjkljivosti	deficiencies
pomanjkljivosti	kecacatan
pomanjkljivosti	kelemahan
člena	artikel
upravnik	pengurus
upravnik	manager
upravnik	warden
gilles	gilles
uspešnica	terlaris
uspešnica	laris
resnico	kebenaran
strup	venom
strup	racun
strup	berbisa
strup	racun
ignacij	ignatius
preživi	survive
živčni	nervous
živčni	gementar
novinarjev	wartawan
geoffrey	geoffrey
zadaj	belakang
zadaj	punggung
zadaj	rear
zadaj	belakang
izhajala	bertangkai
opisi	descriptions
predavanj	ceramah
patrese	patrese
poskusil	dicuba
poskusil	mencuba
pooblastila	pengendorsan
pooblastila	kuasa
pooblastila	mandat
guido	guido
violinist	violinist
udeležili	dihadiri
udeležili	menghadiri
najmanjša	minima
najmanjša	minimum
najmanjša	terkecil
metalec	pelancar
kneževine	principalities
navade	tabiat
con	con
vittorio	vittorio
religija	agama
častniki	pegawai
častniki	perwira
pravokotno	serenjang
groba	kasar
groba	kubur
seme	biji
seme	benih
seme	biji
seme	benih
seme	semai
seme	seed
verigo	jirah
verigo	rantai
izboljša	meningkatkan
izboljša	improve
poznavanje	keakraban
poznavanje	ilmu
poznavanje	pengetahuan
duncan	duncan
hansen	hansen
horst	horst
poznano	familiar
poznano	akrab
ujel	tertangkap
preiskave	siasatan
preiskave	penyiasatan
preiskave	penyelidikan
preiskave	inquiries
preiskave	pertanyaan
preiskave	siasatan
štirinajst	fourteen
nameščeni	dipasang
dramo	drama
jürgen	jürgen
jürgen	jurgen
bin	bin
minute	minit
gerard	gerard
uničiti	musnahkan
identiteto	identiti
mehansko	mekanikal
mehansko	mekanik
mehansko	mechanical
izjavo	kenyataan
izjavo	statement
izjavo	penyata
poštna	pos
police	dasar
police	rak
thierry	thierry
manageryears	manageryears
demokratične	demokratik
dano	diberikan
dano	diberi
demokracije	democracies
klobuk	hat
klobuk	topi
photo	photo
photo	foto
uspehi	kejayaan
izobraževalno	pendidikan
greene	greene
varuje	melindungi
pierce	menembusi
japonci	jepun
objavljeni	diterbitkan
nikdar	never
elektroni	elektron
škotske	scotland
škotske	scotland
leona	leona
robertson	robertson
postavljeno	dibesarkan
postavljeno	dibangkitkan
postavljeno	dinaikkan
budistični	budha
budistični	buddha
potniški	penumpang
sonja	sonja
umetni	buatan
angeli	malaikat
članstvo	keahlian
bruselj	brussels
razmišljanje	pemikiran
razmišljanje	berfikir
razmišljanje	fikirkan
umetne	buatan
prisilil	dipaksa
prisilil	terpaksa
sesalcev	mammalian
julie	julie
širitev	pembesaran
širitev	perluasan
širitev	pengembangan
legend	lagenda
legend	lagenda
legend	legend
malmö	malmö
dimenzije	dimensi
volji	mood
oblikovan	berbentuk
porta	porta
ayrton	ayrton
klein	klein
zob	gigi
cesarica	maharani
wiener	wiener
petja	berdikir
petja	nyanyian
petja	menyanyi
petja	bernyanyi
petja	nyanyian
opisan	dihuraikan
opisan	digambarkan
opisan	diterangkan
lennon	lennon
vijak	skru
žita	dedak
žita	cereals
podaljšana	dilanjutkan
podaljšana	extended
podaljšana	dipanjangkan
podaljšana	memanjang
prispel	tiba
prispel	arrived
kde	kde
christoph	christoph
spencer	spencer
dar	dar
marta	marta
marta	martha
sadje	berbuah
sadje	buah
sadje	buah
sadje	fruits
jevgenij	yevgeny
presenetljivo	surprisingly
presenetljivo	mengejutkan
presenetljivo	memeranjatkan
trditve	assertions
trditve	mendakwa
trditve	tuntutan
trditve	hujah
avtomobilski	automotif
čop	ponytail
sara	sarah
sara	sara
sara	cera
nizki	rendah
nizki	low
plodovi	buah
plodovi	fruits
priljubljeno	popular
priljubljeno	favourite
priljubljeno	kegemaran
priljubljeno	trend
priljubljeno	trending
priljubljeno	tren
priljubljeno	kegemaran
priljubljeno	kesayangan
priljubljeno	kesukaan
dale	dale
jay	jay
jarek	parit
jarek	parit
jarek	parit
premera	diameter
kampanje	kempen
kampanje	kempen
zasnovana	direka
doseženo	dijangkau
doseženo	dicapai
doseženo	dicapai
doseženo	dicapai
simbolizira	melambangkan
posamezna	individu
posamezna	followers
motive	motif
rjavo	brown
stosur	stosur
dukla	dukla
prehrani	nutrisi
prehrani	pemakanan
prehrani	nutrition
nielsen	nielsen
obremenitev	muatkan
obremenitev	memuatkan
obremenitev	loading
obremenitev	debit
roll	roll
roll	gulung
čelo	dahi
čelo	kening
čelo	selo
čelo	cello
zavrne	menolak
zavrne	tolak
zavrne	reject
tekmovanj	kejohanan
pojave	fenomena
gašper	henry
lola	lola
slavi	kemegahan
slavi	glory
slavi	kemuliaan
slavi	keagungan
lesen	wooden
sklical	bersidang
blog	blog
jpl	jpl
ettore	ettore
vrtovi	gardens
potrjuje	menegaskan
potrjuje	mengesahkan
vožnje	memandu
vožnje	pemanduan
vožnje	driving
eugen	eugen
imunski	kebal
imunski	immune
imunski	imun
danijel	daniel
stresa	stres
stresa	stress
einstein	einstein
linz	linz
simone	simone
castro	castro
senator	senator
vincenzo	vincenzo
podružnica	subsidiari
podružnica	cawangan
izpostavljeni	terdedah
podvozje	chassis
podvozje	casis
kmečka	petani
betty	betty
križišču	persimpangan
križišču	persilangan
križišču	simpang
kirche	kirche
najdlje	terpanjang
alabama	alabama
odstranjevanje	pembuangan
odstranjevanje	pelupusan
odstranjevanje	membuang
odstranjevanje	pembuangan
odstranjevanje	penyingkiran
zaman	sia
prefekt	prefect
prefekt	residen
giulio	giulio
siegfried	siegfried
sodobnost	kemodenan
bomba	bomb
bomba	bom
scene	adegan
navidezni	maya
navidezni	virtual
neill	neill
mera	mera
mera	kadar
mera	rate
sulfat	sulfat
tito	tito
izdelane	manufactured
izmenjavo	pertukaran
izmenjavo	exchange
deseti	kesepuluh
prezbiterij	chancel
dim	dim
dim	kelam
dim	redup
dim	asap
obred	upacara
obred	ritual
veronika	veronika
veronika	veronica
skale	batuan
skale	rocks
označeno	ditandakan
označeno	tagged
označeno	ditanda
označeno	ditag
označeno	ditandakan
označeno	ditanda
catherine	catherine
razlage	pentafsiran
razlage	penjelasan
odkrito	jujur
medicinsko	medik
medicinsko	perubatan
realna	realistik
mejah	sempadan
puščavi	gurun
zajec	arnab
vezan	terikat
vezan	diikat
zheng	zheng
twin	kembar
twin	twin
disciplina	disiplin
disciplina	displin
soproga	pasangan
soproga	isteri
soproga	wife
dorothy	dorothy
teoretik	theorist
lars	lars
malta	pengilang
malta	malta
cona	zon
zaupanje	kepercayaan
zaupanje	keyakinan
zaupanje	kepercayaan
zaupanje	trust
široki	lebar
široki	luas
konstruktor	pembina
prejeti	menerima
prejeti	diterima
izginila	menghilang
izginila	menghilang
primerjavo	perbandingan
primerjavo	membandingkan
diska	cakera
diska	discus
zgleda	looks
garcia	garcia
haas	haas
vrhovi	kemuncak
vrhovi	puncak
testiranje	cubaan
testiranje	percubaan
testiranje	testing
selena	selenium
selena	selena
navdušen	teruja
navdušen	kagum
navdušen	terkesan
navdušen	teruja
nakup	pembelian
nakup	beli
nakup	buy
nakup	belian
nakup	membeli
bishop	biskop
bishop	bishop
brauchitsch	brauchitsch
modrosti	hikmat
modrosti	kebijaksanaan
modrosti	hikmah
nacional	nacional
cepivo	vaksin
ozračje	atmosfera
ozračje	suasana
gospodarstvu	memegang
gospodarstvu	holding
kocke	kiub
kocke	dadu
curtis	curtis
hladno	sejukkan
hladno	sejuk
sls	sls
prvenec	debut
čebele	lebah
encimov	enzim
sud	sud
sužnji	budak
rgb	rgb
ravnotežje	imbangan
ravnotežje	baki
ravnotežje	keseimbangan
desetletij	dekad
desetletij	berdekad
zmanjšati	mengurangkan
zmanjšati	kurangkan
jamie	jamie
spore	spora
spore	pertikaian
spore	pertelingkahan
spore	perselisihan
minuto	minit
pojasnjuje	menjelaskan
pastor	pastor
piper	piper
ust	mulut
ust	mulut
telefon	phone
telefon	telefon
telefon	telephone
telefon	telefon
razmnoževanje	pendaraban
razmnoževanje	pembiakan
pojasnil	dijelaskan
pojasnil	menjelaskan
priznan	diiktiraf
priznan	dikenalpasti
priznan	diakui
priznan	dikenali
priznan	diakui
priznan	diiktiraf
urbana	urban
lah	lah
kovanci	syiling
kovanci	coin
kovanci	syiling
možgani	otak
možgani	brain
možgani	otak
marcello	marcello
kontrole	kawalan
prazen	kosong
prazen	kosong
usposabljanja	latihan
usposabljanja	training
omenil	mention
omenil	sebutan
stroji	mesin
stroji	jentera
stroji	mesin
izboljšati	meningkatkan
izboljšati	improve
foster	foster
organizirana	terurus
organizirana	disusun
organizirana	tersusun
organizirana	terurus
organizirana	terancang
turnbull	turnbull
dean	dean
junaki	heroes
junaki	pahlawan
junaki	wira
poteze	moves
premikanje	menggerakkan
premikanje	memindah
premikanje	bergerak
premikanje	gerakan
premikanje	pergerakan
vreden	berbaloi
vreden	bernilai
vreden	worth
vreden	layak
vreden	layak
ujetništvu	tertawan
storia	storia
čevljev	kasut
povabilo	jemput
povabilo	undangan
povabilo	jemputan
rotor	rotor
protokol	protokol
prepovedi	ban
prepovedi	larangan
prepovedi	bans
nizek	rendah
nizek	low
kronanje	pertabalan
kronanje	pengecutan
žogo	bola
žogo	bebola
hodi	berjalan
hodi	walking
hodi	walk
hodi	berjalanlah
martini	martini
pisatelji	penulis
pel	sang
hčerki	daughters
duhovne	rohani
romain	romain
temna	gelap
hollywood	hollywood
pekingu	beijing
zidovi	tembok
zidovi	dinding
šesta	keenam
kentucky	kentucky
lepi	cantik
lepi	indah
lepi	handsome
chiron	chiron
sonata	sonata
zaposlene	pekerja
istván	istván
jelen	rusa
houston	houston
sullivan	sullivan
centralno	pusat
centralno	centrally
ohrani	kekalkan
ohrani	mengekalkan
ohrani	maintain
sanj	mimpi
sanj	impian
sanj	dreams
sigismund	sigismund
dram	dram
farra	farra
antibiotiki	antibiotik
leseno	wooden
leseno	kayu
leseno	wood
petrov	petrov
gene	gen
trupa	bangkai
označeni	ditandakan
označeni	tagged
označeni	ditanda
označeni	ditag
označeni	ditandakan
označeni	ditanda
sporno	dipertikaikan
sporno	kontroversi
subjekt	subjek
subjekt	entiti
apr	apr
leslie	leslie
kuga	wabak
žile	urat
daljnogled	teropong
daljnogled	teleskop
daljnogled	moor
specifični	spesifik
specifični	specific
specifični	tertentu
rane	luka
trdne	pepejal
trdne	pejal
trdne	padu
profesionalno	profesional
profesionalno	professional
branilec	defender
valentina	valentina
valentina	valentino
švico	switzerland
plesni	acuan
obrti	kraf
akt	akta
akt	act
akt	lakonan
akt	bertindak
spremljanje	pemantauan
spremljanje	memantau
spremljanje	pantau
spremljanje	monitor
spremljanje	pemantau
demokracija	demokrasi
wang	wang
hmcs	hmcs
leipzig	leipzig
stefano	stefano
dežja	hujan
okrogle	pusingan
okrogle	bulat
nika	nika
nika	nica
uporabljeno	diguna
uporabljeno	digunakan
four	empat
four	four
zaposlena	busy
zaposlena	sibuk
oxfordu	oxford
čista	tulen
čista	murni
čista	pure
biološke	biologi
zmaja	kite
deseto	kesepuluh
flora	flora
nevarna	merbahaya
nevarna	berbahaya
ante	ante
montgomery	montgomery
brezovica	brezovica
pekel	neraka
pekel	neraka
trgovanje	niaga
trgovanje	perdagangan
trgovanje	trade
trgovanje	trading
epizoda	episod
aluminij	aluminium
aluminij	aluminium
flota	armada
osmanskega	kcmg
kanadsko	kanada
akademski	akademik
popotnik	musafir
popotnik	pelancong
popotnik	musafir
popotnik	traveller
popotnik	pengembara
moment	momen
moment	moment
semen	biji
semen	benih
standardi	piawaian
standardi	standard
garden	kebun
garden	keroh
garden	garden
garden	taman
težavo	masalah
težavo	problem
težavo	masaalah
brezplačno	free
kandidatov	calon
televizijo	televisyen
glenn	glen
glenn	glenn
marussia	marussia
odkrita	menemui
odkrita	dikesan
bližje	closer
obraza	muka
obraza	wajah
produkti	produk
fjodorovič	fyodorovich
magister	magister
berry	berry
željko	željko
železna	besi
železna	iron
razkol	perpecahan
strehe	bumbung
strehe	atap
strehe	bumbung
