ve	en
güney	suid
almanya	duitsland
değil	nie
kuzey	noorde
kuzey	noord
kuzey	noordelike
kuzey	northern
çeşitli	verskeidenheid
çeşitli	allerlei
çeşitli	diverse
çeşitli	verskeie
çeşitli	verskeie
açıklama	opskrif
açıklama	verduideliking
açıklama	uitbreidings
team	span
ortaya	vertoon
ortaya	onthul
fransa	frankryk
ingilizce	engels
olmak	synde
olmak	becoming
olmak	bein
amerika	amerika
amerika	vsa
el	hand
başka	else
burada	hier
yok	beweeg
yok	reflekteer
gol	meer
gol	doelwit
gol	doelwitte
gol	doele
ana	hoof
ana	ana
ana	moeder
ana	ma
suyu	sap
özellikle	besonder
özellikle	veral
ilköğretim	elementêre
birleşik	vereenselwig
birleşik	vereenigde
birleşik	united
birleşik	verenigde
ödülü	beloning
ödülü	prys
ödülü	toekenning
altyapı	infrastruktuur
yerine	eerder
yerine	pleks
yerine	oordra
yerine	spasie
gün	dag
geçen	deurkom
geçen	aangee
doğu	oos
doğu	oosterse
doğu	orient
süre	tyd
süre	tydstip
süre	duur
süre	tydperk
süre	tydsduur
sabit	steady
sabit	reggemaak
sabit	konstante
sabit	stabiel
sabit	stable
sabit	stabiele
eğitim	oefening
eğitim	opvoeding
eğitim	opvoedkunde
eğitim	onderwys
eğitim	opleiding
eğitim	onderrig
eğitim	opvoedkundige
su	water
sırasında	tydens
sırasında	gedurende
uluslararası	internasionaal
uluslararası	internasionale
olur	ontvou
yaklaşık	oor
yaklaşık	benaderde
yaklaşık	ongeveer
alman	duits
alman	duitsers
az	bietjie
az	minder
millî	nasionale
millî	national
millî	nasionaal
kaynak	bronne
kaynak	bron
kaynak	hulpbron
kaynak	hulpbronne
kaynak	welding
ali	ali
paşa	pasha
ligi	liga
görev	plig
görev	taak
görev	missie
görev	sending
halk	peoples
halk	openbare
halk	openbaar
halk	publieke
halk	publiek
halk	mense
tv	televisie
onun	haar
yine	weer
ekonomisi	ekonomie
ekonomisi	ekonomies
yılı	jaar
telefon	foon
telefon	phone
telefon	telefoon
yeniden	weer
yeniden	herbou
içme	gedrink
içme	drinking
içme	drink
etki	impact
etki	impak
etki	invloed
etki	beïnvloed
etki	effek
ben	ben
sezon	seisoen
john	johannes
john	john
albüm	album
albüm	albums
ingiliz	brit
ingiliz	brits
ingiliz	engels
puan	punt
puan	gekeurde
puan	rated
puan	gegradeer
puan	uraan
puan	punte
nedeniyle	weens
nüfus	bevolking
nüfus	populasie
batı	wes
batı	westerse
batı	western
batı	westelike
altında	onderaan
tür	genre
tür	tipe
tür	tik
tür	spesie
tür	spesies
amerikan	amerikaans
amerikan	american
amerikan	amerikaanse
savaş	slag
savaş	veldslag
savaş	oorlog
savaş	combat
savaş	veg
tekrar	weer
tekrar	herhaal
anadolu	anatolië
anadolu	asië
söz	belowe
söz	woord
rağmen	spyte
rağmen	spite
rağmen	ondanks
grubu	groep
grubu	groepeer
bgcolor	bgcolor
elde	verkry
elde	verkry
https	https
ait	behoort
ait	hoort
ait	behoort
ait	hoort
kadın	vrou
kadın	vroulik
kadın	wyfie
kadın	vroue
kadın	vrouens
türkçe	engels
türkçe	turkse
türkçe	turkish
wikipedia	wikipedia
kullanıcı	gebruiker
kullanıcı	gebruikernaam
kullanıcı	gebruikers
tam	vol
tam	volle
tam	voltooi
tam	afgehandel
tam	tam
birliği	union
birliği	unie
maç	mac
maç	speletjie
maç	spel
maç	pas
maç	passing
maç	ooreenstem
maç	ooreenstemming
white	white
http	http
roma	rome
at	horse
at	perd
at	gooi
bölüm	hoofstuk
bölüm	division
bölüm	deling
bölüm	episode
bölüm	seksie
bölüm	afdeling
bölüm	deel
bölüm	gedeelte
bölüm	departement
yazar	skrywer
yazar	outeur
yazar	skrywer
yazar	outeur
sıra	rye
sıra	blaai
sıra	ry
sıra	row
ulusal	nasionale
ulusal	national
ulusal	nasionaal
köyü	village
köyü	dorpie
teknik	tegniese
teknik	technique
teknik	tegniek
teknik	tech
nüfusu	bevolking
nüfusu	populasie
deniz	marine
deniz	see
uygun	pas
uygun	geskik
uygun	kwalifiseer
uygun	gerieflike
uygun	gerieflik
uygun	geskikte
uygun	gepas
uygun	toepaslike
bütün	hele
bütün	geheel
yakın	nader
yakın	naby
yakın	toemaak
yakın	sluit
yakın	nabye
yakın	nabygeleë
yakın	naby
dört	vier
iç	interior
iç	binneste
iç	sug
iç	drank
iç	drankie
club	klub
ingiltere	engeland
ingiltere	england
from	van
from	vanuit
from	vanaf
alt	laer
alt	kleinletters
alt	verlaag
alt	sagter
alt	elektrisiteit
alt	sub
alt	bodem
alt	onder
alt	onderkant
alt	bottom
alt	beat
alt	ritme
alt	klop
fransız	frans
fransız	franse
mehmet	mehmet
belediye	munisipaliteit
stadyumu	stadion
sonucu	consequence
rusya	rusland
genellikle	meestal
genellikle	gewoonlik
genellikle	tipies
space	spasie
com	com
bar	balk
bar	bar
bar	kroeg
bar	pub
bar	kroeg
sonunda	uiteindelik
parti	party
parti	feesvieringe
parti	partytjie
pek	pek
erkek	mans
erkek	manne
erkek	manlike
erkek	mannetjie
erkek	man
beyaz	white
bölge	streek
bölge	gebied
bölge	distrik
bölge	sone
bölge	omgewing
bölge	gebied
bölge	oppervlakte
bölge	area
italya	italië
onu	hom
onu	haar
hava	weer
hava	air
hava	lug
verilen	gegee
çünkü	want
çünkü	oorsaak
çünkü	saak
çünkü	veroorsaak
birkaç	paar
birkaç	klomp
il	provinsie
dönem	termyn
dönem	periode
dönem	semester
açık	skoonmaak
açık	skoon
açık	ope
açık	oopmaak
açık	oop
futbolcu	sokkerspeler
insan	man
insan	menslik
insan	mens
merkez	hoofkwartier
merkez	sentrale
merkez	sentraal
merkez	sentreer
merkez	gesentreer
merkez	sentreer
düşük	lae
altın	goue
altın	golden
altın	goud
neden	hoekom
neden	waarom
bin	blik
bin	duisend
genç	jonger
genç	jonk
genç	jong
genç	jeug
dışında	behalwe
dışında	except
dışında	uitgesonderd
kır	breek
kır	blaaskans
nowrap	nowrap
stadyum	stadion
ülke	country
ülke	land
dil	tale
dil	tong
pozisyon	standpunte
pozisyon	posisies
mustafa	mustafa
dahil	ingesluit
dahil	insluit
dahil	ingesluit
dahil	insluitende
dahil	insluitend
an	oomblik
iş	werk
iş	job
iş	werkie
iş	werk
iş	jobs
iş	werksgeleenthede
iş	werke
iş	betrekkings
iş	poste
iş	besigheid
bölümü	seksie
bölümü	afdeling
bölümü	departement
ili	governorate
gelir	inkomste
gelir	inkomste
kullanım	gebruik
kullanım	gebruik
sanat	kunste
sanat	kuns
arasındaki	tussen
üçüncü	derde
bunu	dit
bunu	hierdie
bunu	dié
bunu	dat
bunu	wat
bunu	dai
sonraki	volgende
ele	verower
güzel	mooi
güzel	goeie
güzel	goed
güzel	lekker
güzel	oulike
güzel	nice
güzel	mooi
güzel	pretty
güzel	lieflik
web	web
çocuk	seun
çocuk	seuntjie
çocuk	kinder
çocuk	kind
çocuk	kinders
çocuk	kind
sinema	fliek
sinema	rolprent
sinema	flieks
sinema	rolprente
sinema	movies
sinema	cinema
askeri	militêre
örneğin	voorbeelde
örneğin	voorbeeld
üst	boonste
üst	bokant
üst	bo
üst	hoogs
paris	parys
kara	kara
kara	swart
kara	grond
oyun	speletjies
oyun	gaming
oyun	speletjie
oyun	spel
oyun	speletjies
oyun	wedstryde
oyun	toneelstuk
oyun	speel
beraber	gekuier
beraber	saam
sırada	volgende
york	york
şablon	voorbeelde
şablon	patroon
aday	applikant
aday	aansoeker
aday	nominated
aday	kandidaat
milyon	miljoen
milyon	miljoene
top	cannon
top	kanon
top	bokant
top	bo
top	hoogs
top	bal
hakem	skeidsregter
hakem	ref
ay	maand
ay	maande
ay	maan
imparatorluğu	ryk
internet	web
internet	internet
herhangi	enige
tiyatro	drama
tiyatro	teater
tiyatro	teater
oldukça	heel
bey	bey
kazandı	wins
kazandı	gewen
kültür	kultuur
kültür	kulturele
kültür	kulture
karar	besluit
karar	besluit
karar	besluite
tarih	datum
tarih	geskiedenis
tarih	history
ilçe	provinsie
ilçe	county
ilçe	distrik
temel	fondament
temel	basiese
temel	basies
temel	basic
temel	basiese
konu	onderwerp
konu	onderwerp
bağlantı	konneksie
bağlantı	kontak
bağlantı	skakel
çin	china
çin	sjina
ünlü	bekende
ünlü	beroemd
ünlü	famous
ünlü	beroemde
spor	verslae
spor	sport
spor	sportsoort
spor	sportsoorte
spor	sport
kalan	oorblywende
kalan	oor
meslek	beroep
meslek	besetting
sultan	sultana
sultan	sultan
iran	iran
iran	persies
iran	persiese
telif	kopiereg
telif	copyrighted
ahmet	ahmed
çıktı	afvoer
ispanya	spanje
php	php
bile	selfs
izmir	smyrna
sosyal	maatskaplike
sosyal	sosiale
sosyal	sosiaal
cm	duime
cm	duim
japonya	japan
japonya	japannees
ün	bekendheid
ün	fame
geldi	gearriveer
geldi	aangekom
liste	lyste
isbn	isbn
caps	caps
oy	stem
oy	stemme
geniş	wyd
geniş	breed
geniş	broad
ev	tuis
ev	huistoe
ev	tuisblad
ev	huis
ev	house
ev	huis
önceki	voor
önceki	before
mısır	egipte
mısır	mielies
mısır	koring
mısır	mielie
mısır	egiptiese
rus	russies
rus	russiese
yarı	halfway
yarı	semi
yarı	half
afrika	africa
afrika	afrika
afrika	afrikaanse
afrika	afrikaan
afrika	afrika
afrika	african
hareket	mosie
hareket	motion
hareket	beweging
hareket	beweeg
hareket	movement
hareket	beweging
adil	redelik
bölgesi	streek
bölgesi	gebied
kontrol	kontrole
kontrol	beheer
kontrol	check
kontrol	tsjeggië
kontrol	kontroleer
sahibi	eienaar
bilim	wetenskap
william	willem
william	william
sistemi	lêerstelsel
sistemi	sisteem
sistemi	stelsel
başarılı	suksesvol
başarılı	suksesvolle
başarılı	suksesvol
başarılı	sukses
başarılı	suksesvol
çoğu	meeste
çoğu	mees
ordu	militêre
ordu	weermag
ordu	leër
ordu	army
verdi	verdi
yaşayan	leef
yaşayan	tuiste
profesyonel	professioneel
profesyonel	professionele
profesyonel	professionals
süper	super
süper	heerlike
süper	koel
süper	afkoel
süper	cool
hiç	beweeg
hiç	reflekteer
hiç	nooit
hiç	never
hiç	omkeer
hiç	ooit
ngc	ngc
ifade	express
ifade	stelling
ifade	testimony
ifade	uitdrukking
şey	ding
rol	rol
islam	islamitiese
islam	islam
rapor	rapporteer
yerel	lokale
yerel	plaaslike
yerel	plaaslik
yönetim	bestuur
yönetim	administrasie
yönetim	governance
video	video
video	videos
kurulan	daargestel
kurulan	vasgestel
kurulan	gevestig
kurulan	gestig
beş	vyf
altı	sesde
altı	ses
final	finale
final	finaal
forma	eenvormige
forma	uniform
forma	jersey
dizi	reeks
dizi	series
dizi	skikking
şeklinde	gevormde
şeklinde	shaped
gerekli	nodige
gerekli	essentials
gerekli	vereiste
gerekli	benodigde
gerekli	benodig
gerekli	vereis
gerekli	noodsaaklike
gerekli	essential
iklim	klimaat
ayrı	geskeide
ayrı	geskei
ayrı	afsonderlike
ayrı	aparte
ayrı	apart
veri	data
şampiyonası	championships
şampiyonası	championship
yerleşim	skikking
yerleşim	uitleg
kariyeri	loopbaan
adet	menstruasie
adet	periode
yaz	skryf
yaz	somer
kuvvetleri	magte
tespit	opsporing
tespit	opgespoor
tespit	bespeur
tespit	ondersoek
göz	blaai
göz	snuffel
göz	onaktiewe
göz	oë
göz	oog
mö	moo
televizyon	televisie
galatasaray	liverpool
sezonu	seisoen
yayın	uitgesaai
yayın	uitsending
yayın	uitsaai
yayın	publisering
fenerbahçe	fenerbahçe
karasal	terrestriële
durum	situasie
durum	voorwaarde
durum	kondisie
yıldız	stellar
yıldız	asterisk
yıldız	ster
yıldız	star
yıldız	sterre
gelenek	tradisies
gelenek	tradisie
nasıl	hoe
idi	idi
tip	tipe
tip	tik
city	stad
mücadele	bakleiery
mücadele	fighting
mücadele	veg
mücadele	stryd
mücadele	struggle
mücadele	sukkel
yeri	location
yeri	ligging
yardımcı	assistent
yardımcı	adjunk
yıllık	maandelikse
yıllık	jaarlikse
yıllık	yearbook
kız	susters
kız	meisie
kız	girl
cumhuriyet	commonwealth
cumhuriyet	republican
cumhuriyet	republiek
bağımsız	indie
bağımsız	independent
bağımsız	onafhanklike
bağımsız	onafhanklik
bağımsız	selfstandige
bunlar	daardie
bunlar	diegene
yanlış	verkeerd
yanlış	verkeerd
yanlış	verkeerde
yanlış	vals
al	neem
al	tree
al	vat
al	kry
kurulu	bord
kurulu	geïnstalleer
kurulu	geinstalleer
msj	msg
gerçek	regte
gerçek	egte
gerçek	waar
gerçek	true
gerçek	feit
gerçek	waarheid
ses	klank
ses	stem
ses	oudio
ses	geraas
ses	volume
david	dawid
david	david
rock	rock
milli	nasionale
milli	national
milli	nasionaal
milli	milli
kitap	bespreek
kitap	boek
kitap	boeke
uefa	uefa
temsil	verteenwoordiging
temsil	random
temsil	represent
temsil	verteenwoordig
temsil	vertoë
ten	vel
world	wêreld
ödülleri	belonings
ödülleri	toekennings
ödülleri	toekenings
with	mee
with	met
saat	horlosies
saat	vakansie
saat	uur
saat	horlosie
güneş	son
güneş	sonskyn
güneş	solar
yazarı	skrywer
yazarı	outeur
san	san
haline	word
haline	geword
kaldı	oorblywende
kaldı	oor
iii	iii
bakanı	minister
geçti	verby
geçti	geslaag
modern	modern
modern	moderne
siyasi	politieke
benzer	soortgelyke
benzer	soortgelyk
krallık	koninkryk
doğal	natuurlike
inşa	gebou
inşa	bou
inşa	konstrueer
doğdu	gebore
yeterli	voldoende
yeterli	voldoende
ortak	vennote
ortak	vennoot
ortak	maat
ortak	lewensmaat
ortak	metgesel
michael	michael
londra	londen
türü	genre
türü	tipe
türü	tik
başkanlığı	presidensie
göç	migreer
göç	emigrasie
göç	exodus
göç	verskuiwing
göç	migrasie
göç	immigrasie
james	jakobus
james	james
as	ase
as	skoonskip
as	ace
as	aas
bakanlığı	ministry
bakanlığı	ministerie
bakanlığı	hoofgebou
kurulmuştur	daargestel
kurulmuştur	vasgestel
kurulmuştur	gevestig
logo	logo
logo	kenteken
logo	logos
örnek	voorbeeld
örnek	voorbeelde
örnek	voorbeeld
kemal	kamal
kemal	kemal
durumu	voorwaarde
durumu	kondisie
israil	israel
kırmızı	rooi
yönetmen	direkteur
yönetmen	regie
yönetmen	gerig
yönetmen	filmmaker
ön	voorkant
ön	voor
ön	front
tamamen	heeltemal
atatürk	atatürk
tipi	tipe
tipi	tik
tipi	blizzard
araştırma	navrae
araştırma	navorsing
orijinal	oorspronklik
orijinal	oorspronklike
avusturya	oostenryk
yardım	help
yardım	hulp
serbest	vrylaat
serbest	vrystelling
serbest	gratis
serbest	vry
serbest	free
serbest	vrygestel
serbest	gelos
değer	waardes
değer	werd
değer	waarde
oranı	gradeer
oranı	tarief
oranı	beoordeel
oranı	ratio
oranı	verhouding
şarkıcı	sangeres
şarkıcı	sanger
şarkıcı	singer
destek	ondersteuning
destek	ondersteun
destek	steun
destek	bystand
destek	rugsteun
destek	ondersteun
katıldı	bygewoon
katıldı	aangesluit
bugün	vandag
single	enkel
hafta	week
hafta	vakansie
hafta	weke
ekonomik	ekonomiese
ekonomik	ekonomie
ekonomik	ekonomies
adam	guy
adam	adam
adam	man
it	deurstuur
it	stoot
kendisi	haarself
etkili	doeltreffende
etkili	doeltreffend
etkili	invloedryke
etkili	effektief
yayınları	publikasies
resmî	amptelik
resmî	amptenaar
resmî	amptelike
nehri	rivier
hizmet	dienste
hizmet	dien
hizmet	bedien
hizmet	diens
düzenlenen	behou
güçlü	sterker
güçlü	sterk
güçlü	powerful
güçlü	kragtige
güçlü	aangedryf
arası	tussen
asya	asiese
asya	asiatiese
asya	asië
girdi	ingevoer
girdi	ingevoerde
girdi	inskrywing
sayı	nommer
sayı	getalle
sayı	getal
çalışma	studeer
çalışma	bestudeer
çalışma	studie
çalışma	werk
yıllar	jare
hukuk	reg
hukuk	wet
roman	romeinse
roman	roman
roman	fiksie
ilan	advertensie
başlık	headline
başlık	opskrif
başlık	opskrif
başlık	lêername
robert	robert
sürekli	heeltyd
sürekli	aaneenlopende
kral	heer
kral	king
kral	koning
sonrasında	aftermath
sonrasında	na
sonrasında	nadat
sonrasında	ná
sonrasında	agterna
hatta	selfs
aile	familie
aile	gesin
metre	meter
metre	meter
metre	meter
basketbol	basketball
basketbol	basketbal
kullanımı	gebruik
kullanımı	gebruik
vardı	moes
sovyet	sov
bursa	bursa
kıbrıs	cyprus
ticaret	trading
ticaret	besigheid
ticaret	verruil
ticaret	handel
üzerinden	via
can	kan
can	klok
can	klokkie
kardeş	suster
kardeş	broer
kardeş	binneste
benim	myne
belli	sekere
belli	obvious
öldü	gesterf
öldü	oorlede
öldü	dooie
öldü	dood
hızlı	vinniger
hızlı	vinnig
hızlı	vinnige
hızlı	speedy
hızlı	spoed
yabancı	alien
yabancı	uitheemse
yabancı	vreemdeling
yabancı	buitelander
yabancı	buitelandse
yabancı	foreign
yabancı	vreemdelinge
der	der
yerli	domestic
yerli	huishoudelike
yerli	indiër
yerli	indiese
yerli	lokale
yerli	plaaslike
yerli	plaaslik
yerli	inheemse
yerli	plaaslik
ağır	swaar
oynadı	gespeel
kiralık	huur
ticari	kommersiële
ticari	kommersieel
aslında	eintlik
avustralya	australië
enerji	energie
yunan	griekse
yunan	hellenic
zaten	alreeds
zaten	reeds
madalya	medalje
madalya	medals
mevcut	beskikbaar
mevcut	hede
mevcut	tans
mevcut	voordra
mevcut	teenwoordig
mevcut	bestaande
yarışması	wedstryd
yarışması	kompetisie
akdeniz	mediterreense
azerbaycan	azerbeidjan
güç	sterkte
güç	force
güç	forseer
güç	krag
güç	dwing
güç	krag
güç	elektrisiteit
ileri	vorentoe
ileri	ahead
ileri	moeiliker
ileri	gevorderde
ileri	gevorderd
ileri	vorentoe
yüzyıl	eeue
yüzyıl	eeu
hakları	regte
sol	gelaat
sayfası	blad
sayfası	bladsy
çalışmalar	studeer
çalışmalar	studies
italyan	italiaanse
italyan	italiaans
değişiklik	verander
değişiklik	veranderings
değişiklik	verander
değişiklik	wysig
saha	terrein
saha	veld
beşiktaş	beşiktaş
tur	toer
tur	tour
japon	japannese
japon	japannees
dili	tong
dili	dili
yüzey	oppervlaktes
yüzey	oppervlak
başkan	president
başkan	chairman
ek	optel
ek	byvoeging
ek	addisionele
ek	bykomende
ek	byvoegsel
konusu	onderwerp
metal	metaal
metal	metale
maddeler	stowwe
yaygın	gemeen
yaygın	common
yaygın	gemeenskaplike
kulübü	klub
tanımlar	definisies
fark	spotted
fark	gevlekte
fark	kennisgewing
fark	verskil
şampiyon	champ
şampiyon	kampioen
şampiyon	champions
yunanistan	griekeland
ölüm	dood
bizans	byzantium
bizans	bisantynse
radyo	radio
hasan	hassan
hasan	hasan
bölgede	streek
kanada	kanada
kanada	canada
ilçesi	distrik
gitar	kitaar
yayınlanan	gepubliseer
arap	arab
arap	arabies
arap	arabiese
arap	arabic
posta	posgeld
yalnızca	slegs
yalnızca	net
yapı	struktuur
kendini	jouself
eyalet	staat
eyalet	deelstaat
eyalet	provinsie
eyalet	toestand
eyalet	spasie
not	nota
not	aantekeninge
not	notas
güncelleme	opdateer
güncelleme	opgedateer
güncelleme	update
hüseyin	hoesein
hüseyin	hussain
sanatçı	kunstenaars
sanatçı	kunstenaar
tartışma	besprekings
tartışma	bespreking
tartışma	dispuut
tartışma	geskil
tartışma	betoog
tartışma	argument
tartışma	debate
tartışma	debat
kapak	toemaak
kapak	omslag
kapak	omhulsel
kapak	hatch
paul	paulus
paul	paul
barış	vrede
düşünüyorum	denke
yaşam	lewe
black	swart
ibrahim	ibrahim
ibrahim	abraham
mevcuttur	beskikbaar
kanal	kanaal
kanal	kanale
kanal	kanaal
para	geld
para	coins
para	munte
para	muntstukke
para	muntstuk
para	coin
kötü	sleg
kötü	boos
kötü	bose
kötü	wicked
geçmişi	agtergrond
kızı	dogter
genelde	gewoonlik
festivali	fees
festivali	fest
yahudi	joodse
yahudi	joods
yahudi	judeo
yahudi	jode
çalışmaları	studeer
çalışmaları	studies
normal	gereelde
normal	normale
normal	normal
normal	normaal
sona	sona
han	khan
han	han
gerek	nood
gerek	benodig
sayfa	blad
sayfa	bladsy
karşısında	regoor
karşısında	oorkant
isim	werkwoord
isim	naam
isim	benoem
isim	gebruikernaam
uzay	spasie
pop	pops
pop	pop
sonrası	na
sonrası	nadat
sonrası	ná
rowspan	rowspan
mezun	gegradueer
mezun	klaargemaak
mezun	gegradueerdes
mezun	alumni
mezun	graduation
mezun	graduate
berlin	berlyn
hale	hale
george	george
jean	jean
derece	grade
derece	graad
gece	aand
gece	aande
gece	nag
emin	emin
united	vereenigde
united	united
united	verenigde
kent	kent
charles	karel
charles	charles
muhammed	mohammad
muhammed	mohammed
muhammed	muhammed
muhammed	mohamed
bilgiler	informasie
bilgiler	inligting
von	von
herschel	herschel
çift	dubbel
çift	dubbele
çift	paartjie
olay	voorval
olay	insident
olay	aktiwiteite
olay	geleentheid
çalışan	werknemer
çalışan	werknemers
çalışan	werksaam
peter	petrus
peter	peter
trabzon	trabzon
suriye	sirië
dolayısıyla	ergo
sonuç	resultate
sonuç	uitslae
sonuç	uitslag
sonuç	resultaat
sonuç	aangaan
kişisel	persoonlik
kişisel	persoonlike
yüzde	persentasie
yüzde	persent
halen	steeds
halen	nogsteeds
site	webwerf
site	webtuiste
site	werkskerm
sınıf	klaskamer
sınıf	klas
seçildi	elected
seçildi	verkose
seçildi	gekose
seçildi	gekies
seçildi	gemerk
yapılmış	gemaak
oyunları	speletjies
oyunları	wedstryde
general	herhaal
general	algemene
general	generaal
antik	antique
antik	antieke
yukarıda	bo
yukarıda	upstairs
yapmak	toelae
teşekkürler	dankie
hollanda	rotterdam
hollanda	amsterdam
hollanda	nederlande
hollanda	netherlands
hollanda	nederland
hollanda	holland
yana	kant
geleneksel	tradisioneel
geleneksel	tradisionele
kazanan	winner
kazanan	wenner
savunma	verdediging
savunma	defence
savunma	verdediging
savunma	verdedigende
yedi	sewe
yedi	sewende
belediyesi	munisipaliteit
polonya	pole
yaş	ouderdom
yapıldı	gemaak
yapıldı	voltooi
yapıldı	gedoen
yapıldı	klaar
yoğun	intensiewe
yoğun	besig
yoğun	intens
yoğun	intense
park	park
park	parkering
isveç	swede
siyasetçi	politikus
edebiyat	literêre
edebiyat	letterkunde
edebiyat	literatuur
müzesi	museum
et	vleis
