mirno	békésen
hana	hannah
hana	hanna
hana	hana
paralelne	párhuzamos
paralelne	párhuzamosan
uspona	ups
piero	piero
hitchcock	hitchcock
crkava	templomok
tokio	tokió
tokio	tokiói
tokio	tokyo
gibson	gibson
himne	himnuszt
himne	himnusz
kraća	rövidebb
kepler	kepler
primaju	kapni
ole	ole
vjerovatnoća	valószínűsége
vjerovatnoća	valószínűség
krilima	szárnyai
krilima	szárnyakat
krilima	szárnyak
krilima	szárny
lakši	könnyebb
lakši	könnyebben
lakši	egyszerűbb
uništava	elpusztít
uništava	pusztít
vozi	vezetni
vozi	vezess
vozi	meghajtó
rado	örömmel
rado	rado
disney	disney
meti	megcélzott
meti	célzott
tehnološki	technológiai
napulj	nápolyi
napulj	nápoly
napetosti	felhalmozódása
bonaparte	bonaparte
ahmet	ahmet
prijem	felvételi
prijem	fogadás
prijem	recepció
prijem	befogadás
prijem	vétel
rekli	said
rekli	mondta
gilles	gilles
blato	iszap
blato	sár
stavi	rakd
stavi	tedd
pravna	jogi
pravna	legális
pravna	törvényes
postanu	váljon
detektiv	nyomozó
detektiv	detektív
italia	italia
norme	norma
norme	norm
obnovljen	megújult
administrator	adminisztrátor
administrator	ügyvezető
administrator	ügyintéző
administrator	tisztviselő
javier	javier
povod	alkalom
društava	társadalmak
bek	beck
depresija	depresszió
uzorka	mintavétel
uzorka	minta
senna	senna
nih	nih
španci	spanyolok
maksimum	legfeljebb
maksimum	maximum
maksimum	maximális
dec	dec
pješak	gyalogos
pješak	gyalog
hronološki	időrendi
imajući	viselő
imajući	megtartása
imajući	tartása
zubi	fogat
zubi	fogak
ted	ted
formirane	kialakult
formirane	alakított
formirane	alakult
opticaju	forgalomba
brad	brad
obroncima	lejtő
obroncima	lejtőkön
tunela	alagutak
tunela	alagút
posmatra	megfigyelési
posmatra	megfigyelés
posmatra	megfigyelni
posmatra	órák
posmatra	nézni
posmatra	nézem
posmatra	nézi
laurie	laurie
zabrana	tilalom
suárez	suárez
komunistička	kommunisták
komunistička	kommunista
znamenitosti	tereptárgyak
markus	markus
nezadovoljstvo	elégedetlenség
nezadovoljstvo	nemtetszését
nezadovoljstvo	elégedetlenség
talas	hullám
sierra	sierra
bush	bush
bush	bokor
upada	razzia
upada	rajtaütés
pjevao	sang
pjevao	énekelt
pjevao	énekeltem
slab	gyenge
slab	gyengék
hitovi	találat
alexis	alexis
banda	banda
krista	krista
jelo	tál
jelo	edény
pilota	pilóták
hiv	hiv
koplja	spears
koplja	javelin
lakers	lakers
pušenje	dohányzó
pušenje	dohányzás
ilirska	illír
churchill	churchill
direktan	közvetlen
direktan	direct
direktan	közvetlenül
direktan	egyenes
siciliji	sicilia
okoliša	környezetvédelmi
okoliša	környezet
okoliša	környezeti
allahu	isten
théâtre	théâtre
boli	fáj
otkrije	felfedje
otkrije	felfedni
otkrije	felfedezés
otkrije	felfedezni
otkrije	felfedezése
kum	keresztapa
papua	pápua
kriterij	kritérium
hamza	hamza
stepa	sztyeppe
pijanist	zongorista
misty	misty
misty	ködös
iznose	összegek
administracija	adminisztráció
administracija	közigazgatás
administracija	ügyintézés
administracija	igazgatás
čarobnjak	mágus
čarobnjak	varázsló
suđenja	perek
suđenja	kísérletek
suđenja	próbák
tragovima	nyomok
tragovima	nyomokat
tragovima	lépéseket
tragovima	lépések
tragovima	léptek
theodor	theodor
paz	paz
ikona	ikon
glad	éhínség
glad	éhezés
glad	éhínség
glad	éhezés
glad	éhség
parc	parc
planirana	tervezett
planirana	megtervezett
access	belépés
access	hozzáférést
access	hozzáférés
emitira	adások
stalnih	tartósan
stalnih	kitartó
stalnih	nonstop
proizlazi	felmerül
principi	alapelvei
principi	elvek
principi	alapelvek
izgubi	veszít
izgubi	veszteni
izgubi	veszíteni
homer	homer
republikanska	republikánusok
republikanska	republikánus
gan	gunn
bruto	bruttó
classic	klasszikus
classic	classic
alel	allél
gandhi	gandhi
jednaki	egyenlők
jednaki	egyenlőek
jednaki	egyenlő
izdavanje	kiállító
izdavanje	kibocsátó
hubble	hubble
einstein	einstein
civilna	civil
civilna	polgári
civilna	civil
civilna	polgári
teritorijalna	területi
mine	aknák
stabilan	stabil
stabilan	istálló
emily	emily
ferenc	ferenc
nosača	fuvarozó
nosača	szállító
nosača	hordozó
dođu	gyere
operacijama	műveletek
operacijama	üzemeltetés
hepburn	hepburn
ribolov	halászat
ribolov	halászati
ribolov	horgászat
naboj	töltés
siva	ősz
siva	gray
siva	szürke
siva	ősz
siva	grey
siva	szürke
kane	kane
šupljina	üreg
pokrivaju	fedezze
pokrivaju	címlap
pokrivaju	fedezni
pokrivaju	fedő
pokrivaju	borító
osmi	nyolcadik
hamlet	hamlet
bekr	bakr
wimbledon	wimbledon
udata	házas
udata	házasok
skladištenje	tároló
skladištenje	tárolás
skladištenje	raktár
idejama	eszmék
idejama	ötletek
obnovio	megújult
ponuda	ajánlat
ponuda	ajánlatot
ekspedicija	expedíció
rumunski	román
rumunski	románia
rumunski	romániai
tvorac	alkotó
tvorac	teremtő
studijama	vizsgálatok
studijama	tanulmányok
budizam	buddhizmus
čovječnosti	emberség
čovječnosti	emberiség
potpuna	komplett
potpuna	teljes
potpuna	teljessé
kasiopeja	cassiopeia
logos	logók
princeton	princeton
izdavačke	kiadás
izdavačke	kiadó
izdavačke	közzététel
arheološka	régészeti
levi	levi
mečeva	gyufa
mečeva	egyezés
mečeva	egyezik
brz	gyorsan
brz	gyors
javi	javi
leslie	leslie
uzorak	mintavétel
uzorak	minta
melbourne	melbourne
vjerskim	vallásos
vjerskim	vallás
vjerskim	vallási
odabran	kijelölt
odabran	kiválasztva
odabran	kiválasztott
izvrši	végrehajtani
izloženi	kitett
basic	alap
basic	alapvető
wallis	wallis
držala	tartott
držala	tartották
držala	tartottak
gómez	gómez
kornjača	teknőc
kornjača	teknős
čeljusti	karmai
čeljusti	karmok
jabuke	almát
jabuke	alma
jedinstveno	egyedülálló
jedinstveno	páratlan
jedinstveno	egyedi
uzimajući	szed
tajno	titokban
ravnoteža	egyensúly
ravnoteža	egyensúlyi
jutro	reggel
jutro	reggelt
roosevelt	roosevelt
arg	arg
pokrenuta	elindított
pokrenuta	indított
deutsche	deutsche
auguste	auguste
roberts	roberts
vista	vista
lociran	található
kontinentalno	belvízi
jednakost	egyenlőséget
jednakost	egyenlőség
advokat	ügyvéd
advokat	jogász
advokat	ügyvéd
shell	héj
shell	shell
shell	kagyló
mehanika	mechanika
mehanika	szerelők
fer	fer
fer	vásár
fer	korrekt
fer	tisztességes
fer	fair
fer	igazságos
prolaza	folyosó
ltd	kft
gradonačelnika	polgármesteri
naizgled	látszólag
nazvane	megnevezett
svjestan	tudatában
svjestan	tisztában
objavljivanje	kiadvány
objavljivanje	közzététel
sony	sony
avanture	kaland
avanture	kalandjai
avanture	kalandok
organska	organikus
organska	szerves
trend	trend
trend	tendencia
bogovima	istenek
pažljivo	óvatosan
uništenja	pusztulás
uništenja	pusztítás
uništenja	megsemmisítés
ramos	ramos
baka	baka
baka	nagyi
baka	nagymama
vjerska	vallásos
vjerska	vallás
vjerska	vallási
utvrđenje	erőd
utvrđenje	fort
zagradi	zárójelben
dominantni	domináns
logika	logika
logika	logikai
wesley	wesley
proizvedena	gyártottak
proizvedena	előállított
proizvedena	gyártott
ubijena	meggyilkolták
ubijena	megölte
ubijena	meggyilkolt
ubijena	megölt
ubijena	megölte
vene	erek
rastao	megnőtt
rastao	nőtt
moldavija	moldovai
moldavija	moldova
motivima	motívumok
vlažnost	nedvesség
vlažnost	páratartalom
vlažnost	pára
šalju	küldj
šalju	küld
šalju	küldeni
alge	alga
hebrejski	héber
rect	rect
augustin	augustin
pivo	sör
pivo	sört
enciklopedije	enciklopédia
granate	kagylókat
granate	kagylók
šerif	seriff
smallville	smallville
ograničenje	határ
ograničenje	korlátozás
ograničenje	határérték
ograničenje	limit
ograničenje	korlát
kukuruz	kukorica
turner	turner
psihologija	pszichológiai
psihologija	pszichológia
geometrija	geometria
pravno	jogilag
pravno	törvényesen
pravno	legálisan
alfons	alfonso
libija	líbia
klarinet	klarinét
prebačen	átadott
einar	einar
nog	nog
pazin	pazin
sistematski	módszeresen
sistematski	szisztematikusan
jamie	jamie
izložena	kitett
specifičnosti	mutatók
specifičnosti	jellemzők
specifičnosti	jellemzői
specifičnosti	tulajdonságok
nafta	kőolaj
nafta	ásványolaj
željeznički	sín
željeznički	vasút
željeznički	vasúti
željeznički	vasútvonal
željeznički	vasút
željeznički	vasúti
luz	luz
orbitala	hibridizáció
šesnaest	tizenhat
sarađivao	együttműködött
sarađivao	együttműködni
bomba	bomba
lloyd	lloyd
kuba	kubában
kuba	kuba
elektronska	elektronikusan
elektronska	elektronikus
dole	lefelé
dole	le
dole	lent
instrumente	eszközök
instrumente	műszerek
zapošljava	foglalkoztat
zapošljava	alkalmaz
iure	jure
nestala	hiányzik
nestala	eltűnt
nestala	hiányzó
odsustvo	hiányában
odsustvo	távollét
tragova	lábnyom
tragova	lábnyomok
slobodi	lazán
slobodi	laza
spomenut	említett
ponedjeljak	hétfőn
ponedjeljak	hétfő
arhitektonski	építészet
arhitektonski	építészeti
px}}	px}}
ofanziva	sértő
ofanziva	támadó
geometrijski	geometria
geometrijski	geometriai
postotak	százalék
postotak	százalékban
panama	panama
spriječi	megelőzni
spriječi	megelőzése
datumi	dátumok
datumi	időpontok
tajvan	tajvani
tajvan	tajvan
panzer	panzer
izložen	kitett
kenneth	kenneth
izdavača	kiadók
carska	birodalmi
carska	császári
tame	sötétség
tame	szelíd
počast	becsület
počast	megtiszteltetés
počast	tribute
ozbiljne	komoly
ozbiljne	súlyos
nuklearni	nukleáris
prisiljeni	kényszer
prisiljeni	kényszerített
prisiljeni	erőltetett
hronika	krónikák
hronika	chronicle
prezentacija	megjelenítés
prezentacija	bemutatása
prezentacija	bemutató
metan	metán
dubai	dubai
friends	barátokkal
friends	barátok
friends	barátaim
friends	ismerősök
kancelar	kancellár
born	született
born	megszületett
poplave	árvíz
ukrajinci	ukránok
demokratija	demokrácia
vivo	vivo
schmidt	schmidt
reforma	reformok
reforma	reform
usmjeren	rendezte
usmjeren	rendezett
usmjeren	irányított
profesionalne	szakmai
profesionalne	profi
profesionalne	professzionális
andersson	andersson
doors	ajtó
doors	ajtók
doors	ajtókat
znajući	tudván
znajući	ismerve
znajući	tudva
talasi	hullám
talasi	hullámok
pobunjenika	felkelők
pobunjenika	lázadók
pobunjenika	felkelő
pobunjenika	lázadók
pobunjenika	lázadó
hronologija	idővonal
lane	lane
lane	sáv
sljedbenici	követői
zalihe	kellékek
zalihe	ellátmányt
zalihe	ellátás
zalihe	készletek
zalihe	ellátmány
baterije	telepek
baterije	elem
baterije	akkumulátorok
baterije	elemek
delfin	delfin
delfin	delfinek
crtež	vázlat
crtež	rajza
crtež	rajz
crtež	rajzol
grah	bab
grah	bab
grah	babot
plata	plata
darwin	darwin
oklopnih	páncélos
oklopnih	páncélozott
inteligencija	értelem
inteligencija	hírszerzés
inteligencija	intelligencia
hassan	hassan
memorija	memória
memorija	emlék
memorija	emlékezet
memorija	emlékek
dizel	dízel
dizel	diesel
dizel	gázolaj
izgubiti	veszteni
izgubiti	veszíteni
strategije	stratégiák
noviji	újabb
trave	fű
trave	füvet
sirius	sirius
karbonat	karbonát
unix	unix
romi	romák
romi	roma
ključanja	forr
planova	cselszövő
planova	tervek
dem	dem
laboratorija	labor
laboratorija	laboratórium
laboratorija	laboratóriumi
laboratorija	laboratórium
laboratorija	labor
doza	dózisok
doza	adagok
doza	adagot
doza	dózis
doza	adagolás
doza	adag
robovi	szolgák
robovi	rabszolgák
din	din
din	dean
din	dékán
svuda	mindenütt
svuda	mindenhol
obnovu	felújítás
obnovu	helyreállítási
obnovu	helyreállítása
obnovu	rehabilitáció
obnovu	rehabilitációs
ključa	kulcs
ključa	kulcsokat
ključa	kulcsok
senegal	szenegál
receptore	receptorok
chase	hajsza
chase	üldözés
chase	chase
sergei	sergei
sergei	szergej
otrov	méreg
otrov	méreg
sutra	holnap
pogodan	illő
pogodan	alkalmas
pogodan	megfelelő
konzul	konzul
autorska	copyright
diane	diane
zahtjevi	kérelmek
zahtjevi	kéri
zahtjevi	kérések
zahtjevi	követelmény
zahtjevi	előírások
zahtjevi	követelmények
zahtjevi	követel
zahtjevi	követelés
zahtjevi	követelések
zahtjevi	igények
mostovi	hidak
mostovi	hidakat
opremljen	felszerelve
opremljen	felszerelt
povuče	visszavonják
bon	bon
počeci	kezdetek
nasilje	erőszak
nasilje	erőszakos
povećane	fokozott
povećane	emelkedett
povećane	megnövelt
povećane	megnőtt
povećane	megnövekedett
povećane	nőtt
nekako	valahogy
tooltip	tooltip
poljaci	lengyelek
tehnička	műszaki
tehnička	technikai
beskonačno	végtelen
beskonačno	végtelenül
everton	everton
adp	adp
wells	wells
fran	fran
dalmacija	dalmácia
fragmenti	töredékek
kate	kate
abo	abo
procjenu	értékelés
move	mozgás
baterija	akkumulátor
baterija	elem
baterija	elemmel
socijalno	társadalmilag
blogs	blogok
kuvajt	kuvait
puk	ezred
spontano	spontán
spontano	spontán
uništi	elpusztítani
sveukupno	átfogó
sveukupno	összességében
promocija	kinevezés
promocija	előléptetés
promocija	előmozdítása
promocija	kiemelés
promocija	promóciós
ispunjava	kitölti
ispunjava	betölti
ispunjava	tölt
gvatemala	guatemala
individualne	egyén
individualne	egyéni
sfere	gömbök
oštećenje	kár
oštećenje	károsodás
oštećenje	kárt
oštećenje	sérülés
palo	palo
stanislav	stanislav
uspješnu	sikeres
uspješnu	sikeresen
afrička	afrikai
slavni	híres
slavni	híresség
samir	samir
rum	rumot
rum	rum
moderno	divatos
antigeni	antigének
antigeni	antigén
marx	marx
oktavijan	octavianus
deklaracija	nyilatkozat
deklaracija	nyilatkozata
alpsko	alpesi
honduras	honduras
vole	vole
eriksson	eriksson
spasi	mentés
spasi	megmenteni
spasi	mentése
fan	ventilátor
fan	rajongó
fan	fan
fan	fanni
ppm	ppm
ein	ein
muller	müller
hrom	króm
hrom	króm
caroline	caroline
svile	selyem
drive	vezetni
drive	vezess
drive	meghajtó
barij	bárium
direktni	közvetlen
direktni	direct
direktni	közvetlenül
direktni	egyenes
instalacija	telepítés
instalacija	létesítmény
instalacija	telepítés
instalacija	telepíteni
instalacija	telepítése
primirje	fegyverszünet
poteškoće	nehézségekkel
poteškoće	nehézségek
poteškoće	nehézségei
poteškoće	nehézség
služiti	szolgálni
uran	uránusz
dell	dell
vođen	vezérelt
vođen	irányított
mrtvi	halott
mrtvi	halottak
reaktora	reaktorok
krleža	krleža
stepenu	fokozat
stepenu	diploma
stepenu	fok
šok	megrázó
šok	megdöbbentő
šok	sokkoló
šok	sokk
dijalekt	dialektus
čudovišta	szörnyek
julian	julian
koper	koper
meša	mesa
take	vedd
abdullah	abdullah
cvjeta	virágozni
oksidacije	oxidációs
neill	neill
slavio	ünnepel
slavio	ünneplés
slavio	ünnepelni
utisak	benyomást
utisak	benyomás
infrastruktura	infrastruktúra
helij	hélium
građanin	polgár
građanin	állampolgár
građanin	polgárok
niš	niš
čitava	egészben
čitava	egész
dodajte	hozzáadás
dodajte	hozzáadása
camille	camille
giorgio	giorgio
mašinski	mechanikai
mašinski	mechanikus
pčela	méh
pčela	méhecske
cole	cole
siemens	siemens
izmir	izmirben
parkovi	parkok
parkovi	parks
kolonijalne	gyarmati
vilnius	vilnius
selby	selby
formata	formátuma
formata	formátum
angelo	angelo
neslaganja	nézeteltérések
neslaganja	nézeteltérés
imuni	immunis
neda	ned
lorenzo	lorenzo
trovanja	mérgezés
izumio	fantázia
sihr	varázs
sihr	magic
sihr	varázslat
sihr	mágia
plivanju	úszó
plivanju	úszás
plivanju	úszni
masi	tömeg
razvijao	fejlődő
razvijao	fejlesztése
razvijao	fejlett
razvijao	fejlesztett
razvijao	kifejlesztett
razvijao	kidolgozott
biblije	bibliát
inicijativa	kezdeményező
inicijativa	kezdeményezés
urbana	városi
žiri	esküdtek
žiri	esküdtszék
žiri	esküdt
ragbi	rögbi
havaji	hawaii
federalni	szövetségi
prepreka	akadályokat
prepreka	akadály
prepreka	akadályok
prepreka	akadály
preglednik	böngésző
baptiste	baptiste
lancaster	lancaster
birmingham	birmingham
xvii	xvii
mogućnostima	lehetőségek
proton	proton
commons	commons
protoka	flow
protoka	áramlás
takmičar	versenyző
takmičar	versenytárs
detalje	részletek
detalje	részleteket
soko	sólyom
soko	hawk
soko	sólyom
soko	héja
vega	vega
hunter	hunter
hunter	vadász
louvre	louvre
vlasništva	tulajdonjog
vlasništva	tulajdonosi
ujedinjena	united
ujedinjena	egyesült
srednjim	közepes
bacač	dobó
bacač	korsó
nordijska	skandináv
nordijska	északi
emisiju	mutasd
emisiju	show
kasparov	kasparov
wide	széles
prost	prost
mama	mama
mama	mami
mama	anyu
mama	anyu
mama	anya
kariba	karibi
platforma	platform
césar	césar
namjere	szándékai
namjere	szándék
namjere	szándék
namjere	szándéka
spojena	egyesített
menadžera	kezelők
menadžera	vezetők
sposobni	képes
rogers	rogers
robu	árucikkek
robu	áruk
robu	javak
robu	áru
joachim	joachim
pereira	pereira
olivier	olivier
hat	kalap
hat	sapka
hat	kalapot
lucija	lucia
doze	dózisok
doze	adagok
garda	őr
garda	garda
drveni	fából
promijenjen	megváltozott
promijenjen	változott
desi	desi
desetine	tízes
desetine	tucatnyi
desetine	pontszám
ciudad	ciudad
običnih	közönséges
običnih	hétköznapi
potvrdila	megerősített
potvrdila	megerősítve
potvrdila	megerősítette
potvrdila	igazolt
claudio	claudio
stavljen	rakd
stavljen	tedd
sekcije	szakaszok
sekcije	szelvény
odobrio	engedélyezett
odobrio	jóváhagyott
tragedija	tragédia
anđeo	angelina
anđeo	angyal
anđeo	angel
anđeo	angyalka
branislav	branislav
kent	kent
joel	joel
betty	betty
pojavljivanja	látszat
lim	lim
algoritam	algoritmust
algoritam	algoritmus
bande	bandák
bande	banda
luna	luna
mrtva	halott
mrtva	halottak
imenovana	kijelölt
imenovana	kinevezett
kreiranje	létrehozása
kreiranje	létrehozása
kreiranje	létrehozva
preostala	megmaradt
preostala	megmaradó
preostala	fennmaradó
republikanske	republikánusok
republikanske	republikánus
poslanici	hírnökök
poslanici	apostolok
poslanici	törvényhozók
oluje	viharok
oksidi	oxid
kopnena	föld
kopnena	földterület
kopnena	szárazföld
kopnena	telek
kopnena	földterületek
kopnena	talaj
flora	flora
signale	jelek
signale	jelzések
signale	jeleket
violina	hegedű
trgovaca	árusok
narode	népek
milwaukee	milwaukee
anglo	anglo
bavili	jegyesek
bavili	eljegyzés
raj	raj
raj	paradicsom
raj	mennyország
raj	paradise
intervencije	beavatkozás
intervencije	intervenciós
intervencije	intervenció
slava	dicsőség
uvid	betekintést
blizak	szoros
blizak	közel
blizak	bezárása
blizak	közeli
stručni	szakember
stručni	szakértő
minus	mínusz
uzrokujući	okoz
širokog	tág
širokog	széles
pobijedi	win
pobijedi	nyerni
pobijedi	győzelem
pobijedi	nyerj
bundeslige	bundesliga
menadžment	menedzsment
menadžment	irányítás
menadžment	vezetőség
menadžment	gazdálkodás
menadžment	irányítási
bubanj	dob
poklon	ajándék
graf	graf
jod	jód
carla	carla
ekvivalent	egyenértékű
ekvivalent	megfelelője
kompletna	komplett
kompletna	teljes
kompletna	teljessé
moon	hold
moon	holdon
moon	holdat
