что	อะไร
должности	จุดยืน
должности	ตำแหน่ง
должности	โพสต์
семьи	ตระกูล
семьи	ครอบครัว
семьи	family
военный	กองทัพ
военный	ทหาร
английский	อังกฤษ
числа	ตัวเลข
числа	หมายเลข
создание	สร้าง
азии	เอเชีย
азии	บอล
азии	เอเชีย
актриса	actress
писать	เขียน
корпус	คอร์ป
членов	สมาชิก
позиции	จุดยืน
позиции	ตำแหน่ง
речь	สุนทรพจน์
жена	ภริยา
жена	ภรรยา
жена	เมีย
альбомы	อัลบั้ม
вики	wiki
центральной	เซ็นทรัล
правительство	ราชการ
правительство	รัฐบาล
знак	ป้าย
знак	ลงชื่อ
знак	เซ็น
энциклопедия	สารานุกรม
энциклопедия	encyclopaedia
поэт	กวี
революции	ปฏิวัติ
спб	spb
заместитель	ปลัด
парк	จอด
парк	สวน
уровня	ระดับ
уровня	เลเวล
возможности	โอกาส
возможности	โอกาส
позволяет	อนุญาต
ран	แผล
ран	บาดแผล
фамилия	สกุล
фамилия	นามสกุล
оставить	ทิ้ง
начальник	หัวหน้า
брат	น้อง
писал	เขียน
могу	สามารถ
могу	สา
цвета	สี
цвета	สี
цвета	สีสัน
цвета	สี
цвета	สีสัน
цвета	สี
победы	ชัยชนะ
середине	มิด
единицы	ยูนิต
единицы	หน่วย
единицы	ยูนิต
единицы	หน่วย
интервью	interview
интервью	สัมภาษณ์
интервью	สัมภาษณ์
путь	พาธ
путь	วิธี
путь	ทาง
путь	วิถี
путь	หนทาง
новое	นิว
новое	ใหม่
бывший	อดีต
книг	หนังสือ
шоу	โชว์
шоу	แสดง
республика	สาธารณรัฐ
участок	พล็อต
участок	วางแผน
темп	จังหวะ
фильмов	ภาพยนตร์
служил	เสิร์ฟ
организация	องค์กร
организация	องค์การ
организация	มโน
организация	องค์กร
организация	องค์การ
красного	แดง
красного	เรด
события	เหตุการณ์
события	กิจกรรม
изменения	เปลี่ยนแปลง
изменения	เปลี่ยนแปลง
изменения	เปลี่ยน
производство	ผลิต
производство	ผลิต
прежде	ก่อน
играл	เล่น
море	ชายทะเล
море	ทะเล
век	ศตวรรษ
сети	ตาข่าย
гитара	กีตาร์
гитара	กีต้าร์
гражданство	สัญชาติ
гражданство	พลเมือง
вице	รอง
научный	วิทยาศาสตร์
стиль	สไตล์
назад	กลับ
военных	กองทัพ
военных	ทหาร
границы	ขอบเขต
границы	พรมแดน
границы	ขอบ
границы	กรอบ
границы	ชายแดน
учился	ศึกษา
городов	เมือง
городов	นคร
процесс	กระบวนการ
скорость	ความเร็ว
скорость	ความเร็ว
суда	เส้นเลือด
похоронен	ฝัง
музыка	มิวสิค
музыка	เพลง
музыка	ดนตรี
текста	ข้อความ
факультет	คณาจารย์
факультет	คณะ
политики	การเมือง
пик	รูป
пик	พีค
создан	สร้าง
любой	ใดๆ
память	memory
национальная	national
национальная	ชาติ
пост	โพสต์
пост	โพส
карл	คาร์ลอ
карл	คาร์ล
край	ขอบ
край	edge
тела	body
тела	ร่าง
тела	กาย
тела	ร่างกาย
тела	ร่างกาย
общество	สังคม
явно	ชัด
вида	beef
польши	โปแลนด์
польши	โปแลนด์
часов	ชั่วโมง
виды	ชนิด
виды	ประเภท
первоначально	เดิมที
исследований	ศึกษา
исследований	ค้นคว้า
исследований	วิจัย
начиная	เริ่ม
международный	international
международный	นานาชาติ
международный	สากล
происхождения	ต้นทาง
происхождения	ที่มา
происхождения	กำเนิด
минимальная	minimal
минимальная	น้อย
взгляд	จ้อง
памяти	memory
куда	ที่ไหน
сделал	ทำ
сделал	ทำให้
профиль	โปรไฟล์
пример	ตัวอย่าง
средний	กลาง
средний	เฉลี่ย
средний	กลาง
президиума	presidium
мастер	อาจารย์
промышленности	อุตสาหกรรม
уровень	ระดับ
уровень	เลเวล
русская	รัสเซีย
бассейн	สระ
бассейн	pool
бассейн	พูล
оба	ทั้ง
средства	กองทุน
украина	ยูเครน
материалы	เนื้อหา
материалы	วัสดุ
материалы	วัตถุดิบ
материалы	วัสดุ
контракт	สัญญา
приток	inflow
объектов	วัตถุ
солдат	ทหาร
солдат	ทหาร
линия	เส้น
линия	บรรทัด
линия	line
программа	โปรแกรม
научная	วิทยาศาสตร์
советская	โซเวียต
территория	อาณาเขต
власть	อำนาจ
власть	power
власть	พลังงาน
власть	พลัง
славы	เกียรติยศ
разные	ต่าง
месяцев	เดือน
растений	โรงงาน
растений	ต้นไม้
растений	พืช
слева	ซ้าย
слева	เหลือ
языки	ภาษา
содержит	บรรจุ
озеро	ทะเลสาบ
дорога	ถนน
дорога	road
монастырь	วัด
монастырь	อาราม
принято	ถ่าย
газеты	หนังสือพิมพ์
переулок	ตรอก
переулок	เลน
переулок	ซอย
переулок	ตรอก
написано	เขียน
начали	เริ่ม
форме	ฟอร์ม
точно	เป๊ะ
чемпионы	แชมเปี้ยน
упоминается	mentions
итоги	ผลลัพธ์
карьеры	อาชีพ
карьеры	อาชีพ
константин	constantin
суд	ศาล
суд	สำนัก
основных	เมเจอร์
основных	หลัก
морской	นาวิก
германия	เยอรมนี
помощь	ช่วย
постоянно	คงที่
постоянно	ถาวร
позиция	จุดยืน
позиция	ตำแหน่ง
позиция	ท่าที
позиция	attitude
позиция	ทัศนคติ
стороне	ด้าน
стороне	ไซด์
стороне	ข้าง
закон	กฎหมาย
закон	กฎ
сми	สื่อ
радио	วิทยุ
иностранных	ต่างด้าว
ответ	ตอบ
цвет	สี
цвет	สีสัน
цвет	สี
списки	รายการ
систем	ระบบ
комплекс	ปม
комплекс	complex
функции	ฟังก์ชัน
функции	คุณสมบัติ
состояние	สถานะ
состояние	สถานภาพ
состояние	สภาพ
состояние	รัฐ
состояние	เงื่อนไข
состояние	สภาพ
общая	สามัญ
общая	ทั่วไป
муниципалитет	เทศบาล
модели	รุ่น
модели	โมเดล
модели	รุ่น
меньше	น้อย
минут	นาที
животных	สัตว์
сен	เซน
сен	เสน
сен	เซ็น
сен	แซน
сен	นักบุญ
сен	เซนต์
создать	สร้าง
красный	แดง
красный	เรด
конец	จบ
конец	end
конец	ยุติ
проблема	ปัญหา
мужчины	ผู้ชาย
мужчины	men
мужчины	ชาย
мужчины	บุรุษ
матери	มารดา
слов	คำ
слов	ลมปาก
бой	ศึก
бой	รบ
бой	สงคราม
бой	ต่อสู้
бой	สู้
написать	เขียน
внутри	ภายใน
победу	ชัยชนะ
департамент	แผนก
департамент	กรม
отсутствие	ขาด
австралии	ออสเตรเลีย
австралии	australia
австралии	ออสเตรเลีย
император	จักรพรรดิ
статистика	สถิติ
статистика	สถิติ
киев	kyiv
предложение	ประโยค
предложение	เสนอ
дела	กรณี
равно	เท่ากับ
модель	โมเดล
модель	รุ่น
мэр	เทศมนตรี
получить	รับ
второе	วินาที
предлагаю	เสนอ
книгу	หนังสือ
книгу	สมุด
культура	วัฒนธรรม
фото	รูป
фото	ภาพถ่าย
фото	รูปภาพ
фото	ภาพถ่าย
фото	รูปภาพ
округе	มณฑล
округе	เปรม
индии	อินเดีย
индии	อินเดีย
золотая	golden
золотая	โกลเด้น
золотая	ทองคำ
золотая	ทอง
золотая	โกลด์
золотая	ทองคำ
точка	ดอท
точка	dot
точка	จุด
точка	point
точка	ชี้
точка	จุด
точка	ประเด็น
районы	เขต
районы	บริเวณ
районы	พื้นที่
йорк	ยอร์ก
йорк	ยอร์ค
иметь	มี
газета	หนังสือพิมพ์
силу	บังคับ
силу	แรง
артист	ศิลปิน
артист	จิตรกร
семья	ตระกูล
семья	ครอบครัว
семья	family
озера	ทะเลสาบ
северная	อุดร
северная	เหนือ
северная	เหนือ
крупных	ใหญ่
народов	ชนชาติ
сообщение	จดหมาย
сообщение	ข้อความ
связь	สื่อสาร
связь	สื่อสาร
связь	โทรคมนาคม
изначально	เดิมที
родилась	เกิด
принять	รับ
принять	เอา
принять	ยอมรับ
лица	ใบหน้า
словарь	ศัพท์
словарь	พจนานุกรม
председателя	ประธาน
крупные	ใหญ่
художники	ศิลปิน
дочери	ลูกสาว
дочери	ธิดา
мост	สะพาน
мост	บริดจ์
большие	ใหญ่
большие	บิ๊ก
большие	ใหญ่
большие	big
страниц	เพจ
страниц	หน้าที่
страниц	หน้า
оао	jsc
проблем	ปัญหา
сообщества	ชุมชน
сообщества	ชุมชน
бригады	กองพล
бразилии	บราซิล
бразилии	บิ
бразилии	บิท
бразилии	บราซิล
бразилии	บิว
групп	กลุ่ม
частей	อะไหล่
тема	หัวข้อ
тема	ธีม
тема	หัวข้อ
жан	ยีน
жан	จีน
жан	ฌอง
замок	ล็อก
замок	ล็อค
замок	ปราสาท
мин	เหมือง
мин	min
мин	มิน
италия	อิตาลี
италия	อิตาลี่
согласен	ยินยอม
корабль	เรือ
корабль	ยาน
военные	กองทัพ
военные	ทหาร
видео	วีดีโอ
видео	วิดีโอ
видео	วีดีโอ
видео	วิดีโอ
ссылку	ลิงก์
ссылку	ลิงค์
предприятия	ธุรกิจ
теория	ทฤษฎี
георгий	georgi
георгий	จอร์จ
