ngc	एनजीसी
francuski	फ़्रांसीसी
francuski	फ्रांसीसी
francuski	फ्रेंच
ekipe	क्रू
ekipe	टीम
ekipe	टीमों
kluba	क्लब
kluba	क्लबों
igra	गेम
igra	खेल
ekipa	टीम
ekipa	टोली
ekipa	दल
ekipa	क्रू
primjer	इंस्टैंस
primjer	उदाहरण
primjer	उदाहरण
tijelo	जिस्म
tijelo	बॉडी
tijelo	शरीर
tijelo	देह
fifa	फीफा
onda	फिर
onda	तब
nešto	कुछ
tijela	जिस्म
tijela	बॉडी
tijela	शरीर
tijela	देह
tijela	लाशें
web	वेबसाइट
web	जालस्थल
web	वेब
mnogi	कई
mnogi	अनेक
malo	malo
malo	छोटे
malo	छोटा
malo	लिटिल
malo	छोटी
rad	कार्यालय
rad	काम
rad	कार्य
ispod	नीचे
joj	उसे
joj	उसका
joj	उसकी
joj	उसके
vlast	डोमिनियन
vlast	पावर
vlast	शक्ति
vlast	सरकार
vlast	सरकारी
red	क्रम
red	ऑर्डर
red	आदेश
red	अनुक्रम
nacionalni	राष्टीय
nacionalni	राष्ट्रीय
nacionalni	नेशनल
jato	गुच्छ
jato	क्लस्टर
jato	झुण्ड
novembar	नवंबर
novembar	नवम्बर
kup	कोपा
kup	कप
veći	बड़ा
veći	वृहद
veći	बड़ा
veći	बडे
san	ड्रीम
san	सपने
san	ख्वाब
san	स्वप्न
san	सपना
san	सान
san	सैन
ćelije	कक्ष
ćelije	कोशिकाएं
članak	लेख
članak	आलेख
pravo	सीधी
pravo	सीधे
pravo	सीधा
pravo	सही
ovdje	यहां
ovdje	यहा
ovdje	यहाँ
unutar	अन्दर
unutar	भीतर
unutar	अंदर
van	वान
van	वैन
snage	ताकत
snage	सामर्थ्य
snage	मजबूती
snage	शक्ति
nova	नोवा
počeo	शुरू
počeo	प्रारंभ
engleski	english
engleski	अंग्रेज
engleski	अंग्रेजी
engleski	अंग्रेज़ी
razvoj	विकास
mnoge	कई
mnoge	अनेक
džamija	मस्जिद
džamija	मस्जिदों
džamija	मस्जिदे
oblik	आकृति
oblik	आकार
oblik	फ़ॉर्म
oblik	प्रपत्र
oblik	फॉर्म
oblik	फार्म
oblik	रूप
živi	सजीव
živi	जीना
živi	जीवनदान
jedinica	इकाइयों
jedinica	इकाईयाँ
jedinica	यूनिट
jedinica	इकाइयाँ
jedinica	इकाई
jedinica	यूनिट
jedinica	इकाई
jedinica	ईकाई
njen	उसे
njen	उसका
njen	उसकी
njen	उसके
dobro	good
dobro	अच्छे
dobro	गुड
dobro	शुभ
dobro	जुर्माना
dobro	ठीक
poznata	ज्ञात
poznata	मशहूर
poznata	प्रसिद्ध
ruka	भुजा
govori	बोलती
govori	बोलें
govori	बोलो
čvor	नोड
čvor	बहुविकल्पी
čvor	बेनाम
čvor	सरनेम
čvor	उपनाम
čvor	गांठ
moguće	संभवतः
moguće	संभव
moguće	संभावित
mali	छोटे
mali	छोटा
mali	छोटी
mali	छोटे
mali	छोटा
mali	लिटिल
mali	छोटी
mali	किड
mali	बच्चा
mali	माली
otvoreno	खुलकर
otvoreno	खुला
otvoreno	ओपन
otvoreno	खोलें
stanje	परिस्थिति
stanje	स्थिति
stanje	हालात
stanje	हालत
stanje	स्थिति
stanje	शर्त
stanje	कंडीशन
odnosu	रिश्ता
odnosu	सम्बन्ध
odnosu	संबंध
razgovor	वार्तालाप
pjesme	गाने
pjesme	गीत
pjesme	गीतों
gornji	ऊपरी
gornji	upper
gornji	अपर
verzija	वर्जन
verzija	संस्करण
link	लिंक
link	कड़ी
iznad	अरदास
iznad	ऊपर
historija	इतिहास
general	जनरल
general	साधारण
general	सामान्य
francuska	फ्रांस
francuska	फ़्रांस
charles	चार्ल्स
kraj	अंत
kraj	समाप्ति
kraj	समाप्त
selo	गांव
selo	गाँव
pomoć	सहायता
pomoć	मदद
pomoć	सहायता
okrug	लैन
okrug	काउंटी
okrug	शायर
okrug	जिला
okrug	डिस्ट्रिक्ट
okrug	जिलाध्यक्ष
okrug	ज़िला
tekst	पाठ
tekst	टेक्स्ट
porodice	परिवारों
dnk	dna
dnk	डीएनए
trenutno	फिलहाल
otac	चचा
otac	बाप
otac	father
otac	पिता
njegovo	उसकी
njegovo	उसका
njegovo	उसके
bolesti	बीमारियाँ
bolesti	रोगों
more	सागर
more	समुद्र
ostale	अन्य
osnovu	आधारित
osnovu	आधार
itd	आदि
itd	etc
itd	इत्यादि
isto	समान
isto	वही
djevica	कन्या
djevica	वर्जिन
nagrade	पुरस्कार
nagrade	पुरस्कारों
nagrade	ईनाम
nagrade	इनाम
nagrade	पुरस्कार
nagrade	पुरस्कार
nagrade	इनाम
nagrade	पुरस्कार
ćelija	कक्ष
ćelija	सेल
ćelija	कोशिका
riječ	वर्ड
riječ	शब्द
svjetski	दुनिया
svjetski	विश्व
svjetski	जग
svjetski	संसार
valign	valign
žene	औरतों
žene	स्त्रियाँ
žene	महिलाएँ
žene	महिलाएं
žene	महिलाओं
proces	प्रक्रिया
proces	प्रक्रम
poznati	मशहूर
poznati	प्रसिद्ध
poznati	प्रसिद्ध
pobjednik	विजेता
odnosi	सम्बन्ध
odnosi	संबंध
umjesto	बजाय
umjesto	बल्कि
umjesto	बजाय
luka	लूका
luka	पोर्ट
luka	बंदरगाह
luka	बंदरगाहों
boje	रंग
boje	रंग
boje	रंगों
boje	रंग
ivan	इवान
igre	गेम्स
igre	गेम
igre	खेल
različitih	भिन्न
različitih	अलग
različitih	किस्में
daje	देता
niz	क्रम
niz	अनुक्रम
glumac	अभिनेता
glumac	एक्टर
glumac	कर्ता
ono	ओनो
hrvatski	क्रोएशियाई
html	html
html	एचटीएमएल
lav	सिंगापूर
lav	शेर
lav	सिंह
lav	leo
car	त्सार
windows	विंडोज़
windows	खिड़कियाँ
beograd	बेलग्रेड
nauka	विज्ञान
ratu	युद्ध
strani	पार्श्व
strani	तरफ
strani	पक्ष
strani	विदेश
strani	विदेशी
carstvo	साम्राज्य
šest	छः
šest	छक्का
šest	छह
stari	ओल्ड
stari	पुराने
stari	पुरानी
stari	पुराना
stari	वृद्ध
stari	बूढ़ा
stari	यार
der	der
robert	राबर्ट
robert	रॉबर्ट
metara	मीटर
metara	मीटर
članaka	लेख
članaka	आलेख
von	वॉन
von	वोन
političar	राजनीतिज्ञ
političar	राजनेता
oblasti	एटलस
oblasti	क्षेत्र
oblasti	क्षेत्रों
napisao	लिखी
napisao	लिखा
napisao	लिखा
pisac	रचनाकार
pisac	राइटर
pisac	लेखक
takmičenje	प्रतिस्पर्धा
takmičenje	प्रतियोगिता
takmičenje	प्रतियोगिता
snaga	ताकत
snaga	सामर्थ्य
snaga	मजबूती
snaga	शक्ति
vlade	सरकारों
vlade	सरकारें
most	ब्रिज
most	पुल
most	सेतु
površina	सतह
osnovan	स्थापित
osnovan	संस्थापित
izvor	स्रोत
izvor	स्त्रोत
izvor	सोर्स
funkcija	फंक्शन
funkcija	फ़ंक्शन
funkcija	प्रकार्य
funkcija	फलन
funkcija	फंक्शन्स
funkcija	कृत्यों
igrač	खिलाड़ी
vjerovatno	शायद
vjerovatno	संभवतः
james	जेम्स
sjedište	मुख्यालय
čovjek	मनुष्य
čovjek	मानव
čovjek	इंसान
roman	रोमन
roman	उपन्यास
roman	अनोखा
promjene	परिवर्तन
promjene	परिवर्तन
promjene	बदलाव
promjene	बदलें
njihove	उनकी
njihove	इनकी
njihove	उनका
njihove	उनके
treći	तृतीय
treći	तीसरे
treći	तीसरा
ranije	पहले
joseph	जोसफ
joseph	यूसुफ
joseph	जोसेफ
slike	छवियाँ
slike	चित्र
slike	पिक्चर्स
slike	तस्वीरें
slike	छवि
slike	छवियां
slike	छवियाँ
slike	चित्र
slike	बिंब
istraživanja	अनुसंधान
istraživanja	शोध
različite	विभिन्न
jezero	झील
igrama	गेम्स
igrama	गेम
igrama	खेल
veze	कनेक्शन
veze	कनेक्शन्स
colspan	colspan
mark	मार्क
mark	चिह्नित
članovi	सदस्य
članovi	सदस्यों
dužina	लम्बाई
dužina	लंबाई
serija	श्रेणी
uključuje	शामिल
vrijednosti	मानों
vrijednosti	मान
vrijednosti	लायक
dao	दी
dao	दिया
završio	सम्पन्न
završio	समाप्त
rock	शैल
rock	रॉक
rock	चट्टान
djelo	पुन्य
frederick	फ्रेडरिक
odmah	तुरन्त
odmah	फौरन
odmah	तुरंत
odmah	तत्काल
george	जॉर्ज
george	जार्ज
čime	बनाने
čime	बनाना
vojska	मिलिट्री
vojska	सैनिक
vojska	फौजी
vojska	सैन्य
vojska	आर्मी
vojska	फ़ौज
vojska	सेना
vojska	फौज
vidi	देख
vidi	देखें
vidi	देखिए
vidi	देखो
vidi	dekh
crkva	गिरजाघर
crkva	चर्च
crkva	गिरिजाघर
pjesma	गीत
pjesma	गाना
pjesma	सोंग
počela	शुरू
počela	प्रारंभ
sedam	सात
brzo	त्वरित
brzo	क्विक
brzo	जल्दी
brzo	तीव्र
brzo	फास्ट
brzo	फ़ास्ट
brzo	तेज
brzo	तेज़
brzo	जल्दी
relativno	अपेक्षाकृत
pjesama	गाने
pjesama	गीत
pjesama	गीतों
knjige	पुस्तकें
knjige	पुस्तकों
knjige	किताबें
knjige	किताबे
dosta	काफी
dosta	पर्याप्त
ubrzo	जल्द
vladavine	शासन
vladavine	शासनकाल
pripadnost	संबद्ध
michael	माइकल
sjeverna	उत्तरी
voda	वाटर
voda	पानी
voda	जल
njihov	उनकी
njihov	इनकी
njihov	उनका
njihov	उनके
porodica	फैमिली
porodica	परिवार
jean	जाँ
jean	जां
stanovništvo	निवासी
stanovništvo	निवासियों
stanovništvo	निवासी
stanovništvo	निवासियों
dobila	मिली
dobila	मिला
dobila	प्राप्त
rezultatom	अंक
rezultatom	स्कोर
polja	फ़ील्ड्स
polja	फील्ड्स
polja	फ़ील्ड
njena	उसे
njena	उसका
njena	उसकी
njena	उसके
zemlja	देश
zemlja	भूमि
zemlja	land
zemlja	लैंड
zemlja	जमीन
zemlja	पृथ्वी
zemlja	धरती
savez	यूनियन
savez	संघ
savez	गठबंधन
poznate	ज्ञात
poznate	मशहूर
poznate	प्रसिद्ध
iza	पीछे
wisconsin	विस्कॉन्सिन
smrt	निधन
smrt	मोत
smrt	मृत्यु
smrt	मौत
program	प्रोग्राम
program	कार्यक्रम
program	कार्यक्रम
glavna	मुख्य
glavna	मेन
glavna	प्रमुख
kraljica	रानी
kraljica	महारानी
vrijednost	मूल्य
vrijednost	मान
osobe	व्यक्ति
osobe	व्यक्तियों
jedinice	इकाइयों
jedinice	इकाईयाँ
jedinice	यूनिट
jedinice	इकाइयाँ
jedinice	इकाई
škola	विद्यालय
škola	school
škola	स्कूल
gradova	कस्बों
izabran	चुनी
izabran	निर्वाचित
funkcije	फंक्शन्स
funkcije	कृत्यों
slovenija	स्लोवेनिया
slovenija	स्लोवेनियाई
gore	बदतर
društva	समाजों
početka	आरंभ
početka	प्रारंभ
lista	सूची
jeste	किया
jeste	yes
jeste	हाँ
jeste	हां
jeste	यस
naročito	विशेषकर
you	आपको
you	आप
you	तुम
igrao	निभाई
harry	हैरी
sebe	खुद
možda	शायद
možda	शायद
možda	संभवतः
ibn	इब्ने
ibn	इब्न
jezera	झीलें
jezera	झीलों
crkve	नियाज़
isti	समान
isti	वही
pobjeda	विजय
pobjeda	विन
pobjeda	जीत
svaka	प्रत्येक
boja	रंग
boja	रंग
majka	maa
majka	माँ
porijekla	उद्गम
porijekla	मूल
porijekla	उत्पत्ति
mala	छोटे
mala	छोटा
mala	लिटिल
mala	छोटी
mala	माला
površine	सतह
rekao	बताया
rekao	बताई
sela	गावों
sela	गांवों
premijer	प्रीमियर
potom	फिर
potom	तब
proglašen	नामित
organizacija	संगठन
organizacija	संगठन
marija	मारिया
marija	मरिया
peter	पीटर
arena	एरिना
došao	आया
došao	आये
došao	आए
javlja	रिपोर्टिंग
lewis	लेविस
lewis	लुईस
njihova	उनकी
njihova	इनकी
njihova	उनका
njihova	उनके
početak	आरंभ
početak	प्रारंभ
početak	शुरुआत
početak	आरम्भ
početak	शुरूआत
škole	विद्यालय
škole	स्कूल
škole	स्कूलों
skoro	लगभग
paul	पाल
paul	पॉल
sarajeva	साराजेवो
italijanski	इतालवी
cara	त्सार
cara	कारा
turnir	टूर्नामेंट
filozof	दार्शनिक
filozof	पारस
širom	आरपार
datum	तारीख
datum	तारीख़
datum	दिनांक
datum	तिथि
kuća	घर
kuća	मकान
kuća	हाउस
albuma	एलबम
albuma	एल्बम
novo	नोवो
wiki	विकी
wiki	विकिपीडिया
wiki	विकि
wiki	विक
zapravo	दरअसल
neko	किसी
dovoljno	काफी
dovoljno	पर्याप्त
str	str
kupa	शंकु
kupa	कोन
stvari	बातों
stvari	चीजें
stvari	चीज़ें
stvari	बातें
stvari	बाते
objavio	घोषित
velikih	बड़े
velikih	बड़ा
velikih	बड़ी
velikih	विशाल
velikih	बड़े
velikih	बड़ा
velikih	बड़ी
velikih	बिग
velikih	महान
velikih	बड़ा
velikih	ग्रेट
srbi	serbs
uspio	कामयाब
uspio	प्रबंधित
posljednji	अंतिम
posljednji	आखरी
posljednji	आखिरी
posljednji	पिछला
lat	लात्स
mogućnost	सम्भावना
srbija	सर्बिया
poznato	ज्ञात
poznato	परिचित
gitara	गिटार
prostor	अंतरिक्ष
prostor	समष्टि
prostor	जगह
prostor	स्पेस
tačka	स्पॉट
tačka	बिंदु
tačka	डॉट
tačka	बिन्दु
tačka	बिंदु
tačka	बिन्दु
tačka	पॉइंट
tačka	पाइंट
cilj	उद्देश्य
cilj	गोल
cilj	ध्येय
cilj	लक्ष्य
www	www
sveti	संत
sveti	पवित्र
sveti	पावन
univerzitet	विश्वविद्यालय
univerzitet	यूनिवर्सिटी
univerzitet	विश्वविद्यालयों
termin	पद
termin	मुलाकात
termin	नियुक्ति
pennsylvania	पेन्सिलवेनिया
proizvodi	उत्पाद
kvalifikacije	योग्यता
kvalifikacije	योग्यता
bivši	पूर्व
crna	काले
crna	काला
crna	ब्लैक
zapadu	पश्चिम
zapadu	वेस्ट
zapadu	पश्चिमी
muzika	संगीत
muzika	म्यूज़िक
seriji	श्रेणी
status	स्टेटस
status	स्थिति
status	प्रस्थिति
status	औकात
tamo	वहाँ
tamo	वहां
tamo	वहा
tamo	वहीँ
muslimani	मुसलमानो
muslimani	मुसलमान
plemena	जनजातियों
plemena	कबीले
plemena	जनजाति
kapacitet	क्षमता
ostrvo	आइलैंड
ostrvo	द्वीप
ostrvo	इस्ला
ribe	मीन
ribe	फिश
ribe	मछली
internet	इंटरनेट
internet	इन्टरनेट
internet	अंतरजाल
gradovi	शहर
gradovi	शहरों
aleksandar	अलेक्जेंडर
