morris	morris
arusaadav	begrepen
arusaadav	begrijpelijke
arusaadav	begrijpelijk
lõpmatu	oneindig
lõpmatu	oneindige
struve	struve
osatähtsus	intensiteit
dean	dean
dean	decaan
seisukohad	weergaven
seisukohad	standpunten
britid	britten
sakslane	duits
sakslane	duitse
sergio	sergio
liikuva	mobile
liikuva	mobiel
põõsas	struik
põõsas	bush
põõsas	bosje
põõsas	struik
mozart	mozart
puudel	poedel
presley	presley
mehitatud	bemand
mehitatud	bemande
vaidlused	geschillen
lugemine	lezen
lugemine	gelezen
lugemine	lees
lugemine	lezen
lugemine	lectuur
lugemine	reading
lugemine	lezing
vertikaalselt	verticaal
henning	henning
parimat	best
parimat	beste
marin	marin
alonso	alonso
peidetud	verstopt
peidetud	verborgen
dünaamika	dynamics
dünaamika	dynamiek
dünaamika	dynamic
dünaamika	dynamiek
dünaamika	dynamische
dünaamika	dynamisch
domeeni	domein
muhammad	muhammad
muhammad	mohammed
edukad	succesvol
edukad	geslaagde
edukad	geslaagd
edukad	succesvolle
tutvustab	introduceert
kinnine	gesloten
kinnine	afgesloten
federico	federico
lászló	lászló
kirjuta	schrijven
kirjuta	schrijf
tüüringi	thüringen
täpsus	nauwkeurigheid
täpsus	precisie
täpsus	nauwkeurigheid
täpsus	juistheid
kombinatsioon	combinatie
christie	christie
üliõpilane	leerling
üliõpilane	student
hapnikku	zuurstof
hapnikku	zuurstofgehalte
vöö	riem
vöö	gordel
maalitud	geverfd
maalitud	beschilderd
maalitud	geschilderd
arizona	arizona
komi	komi
segatud	mixed
segatud	vermengd
segatud	gemixt
segatud	gemengde
segatud	gemengd
segatud	gemengd
kadi	kadi
valley	vallei
juhani	juhani
armin	armin
tunnis	uurloon
mars	mars
vennaskonna	studentenvereniging
vennaskonna	broederschap
väljuvad	uitgaand
väljuvad	uitgaande
kõrgused	hoogten
kõrgused	hoogtes
kõrgused	heights
lõigatud	knippen
lõigatud	cut
lõigatud	snijden
põhjendatud	onderbouwd
põhjendatud	gerechtvaardigd
epitsenter	epicentrum
samoa	samoaanse
samoa	samoa
seksuaalne	seksuele
seksuaalne	seksueel
juurdepääs	toegang
juurdepääs	toegankelijkheid
juurdepääs	bereikbaarheid
igavene	eeuwige
igavene	eeuwig
ootamatu	onverwachts
ootamatu	onverwacht
ootamatu	onverwachte
bayern	bayern
rääkides	sprekend
rääkides	spreken
madu	slangen
madu	slang
madu	snake
madu	serpent
madu	slang
tükk	stuk
tükk	stukje
tasakaal	saldo
tasakaal	balans
tasakaal	evenwicht
tasakaal	evenwicht
mateeria	materie
ühised	gemeenschappelijk
ühised	vaak
olend	wezen
olend	schepsel
neutraalne	neutrale
neutraalne	neutraal
inspiratsiooni	inspiratie
discovery	ontdekking
discovery	ontdekkingen
discovery	discovery
omavalitsused	gemeenten
petri	petri
sööt	feed
sööt	voeder
sööt	voeden
sööt	lokaas
sööt	aas
piero	piero
tüür	roer
liitrit	liter
liitrit	liter
mootorid	motors
mootorid	motoren
mootorid	motoren
läbipaistev	doorzichtig
läbipaistev	doorzichtige
läbipaistev	transparant
läbipaistev	transparante
läbipaistev	doorzichtig
potentsiaali	potentieel
potentsiaali	potentie
potentsiaali	potentiële
leslie	leslie
keiserlik	keizerlijk
keiserlik	keizerlijke
keiserlik	imperial
lineaarne	lineaire
lineaarne	lineair
illustratsioonid	illustraties
traadita	draadloos
muda	slib
muda	modder
mõõtmine	meting
mõõtmine	meten
mõõtmine	opmeten
mõõtmine	metingen
mõõtmine	meting
mõõtmine	meten
mõõtmine	metingen
mõõtmine	opmeten
krull	krull
lõhna	geur
lõhna	reuk
lõhna	ruiken
lõhna	ruik
lõhna	geur
õnnetus	ongeval
õnnetus	ongeluk
õnnetus	ongelukje
suurused	maten
kommunismi	communisme
babüloonia	babylonische
semper	semper
tragöödia	tragedie
meeli	zintuigen
eeldused	aannames
eeldused	veronderstellingen
eeldused	hypothesen
eeldused	aannamen
václav	václav
valdkond	domein
valdkond	gebied
valdkond	oppervlakte
konkurentsi	concurrentie
konkurentsi	mededinging
konkurentsi	competitie
vulgaris	vulgaris
vicente	vicente
liu	liu
johansson	johansson
jälgib	monitors
jälgib	monitoren
marge	marge
stein	stein
pen	pen
arendab	ontwikkelt
ungarlased	hongaren
germain	germain
kommentaar	reactie
kommentaar	comment
kommentaar	opmerking
kommentaar	commentaar
sean	sean
shanghai	shanghai
shanghai	sjanghai
armastaja	minnaar
armastaja	lover
armastaja	liefhebber
armastaja	geliefde
orange	sinaasappel
orange	oranje
sõnaraamat	woordenboek
tuld	brand
tuld	vuren
tuld	vuur
viimasena	laatste
ilmaliku	seculiere
odavam	goedkoopste
odavam	goedkoper
odavam	goedkopere
edge	rand
edge	edge
kiili	dragonfly
individuaalne	individu
individuaalne	individueel
myspace	myspace
robot	robot
geneetiliselt	genetisch
pilv	wolk
pilv	cloud
pilv	wolken
litsents	rijbewijs
litsents	licentie
litsents	rijbewijs
litsents	licentie
litsents	vergunning
kristlus	christendom
java	java
opel	opel
nero	nero
pakkumise	tender
pakkumise	offerte
säilitab	behoudt
säilitab	behoudt
säilitab	onderhoudt
thorpe	thorpe
mir	mir
konsul	consul
allavoolu	stroomafwaarts
rõõm	genoegen
rõõm	plezier
rõõm	genot
rõõm	joy
rõõm	blijdschap
rõõm	vreugde
olümpia	olympic
olümpia	olympisch
dünaamiline	dynamic
dünaamiline	dynamiek
dünaamiline	dynamische
dünaamiline	dynamisch
owen	owen
järg	vervolg
seen	schimmel
thor	thor
agentuuri	bureau
agentuuri	agentschap
sang	sang
sang	zongen
sang	zong
sang	gezongen
terav	sharp
terav	scherp
terav	scherpe
foorum	forum
luuletus	gedicht
väidetud	geclaimd
väidetud	opgeëist
väidetud	claimde
väidetud	beweerde
väidetud	geclaimde
orto	ortho
traditsioonilised	traditioneel
traditsioonilised	traditionele
sõnumid	boodschappen
sõnumid	berichten
timothy	timothy
cat	poes
cat	kat
kajastab	reflecteert
kajastab	weerspiegelt
gnu	gnu
faktid	feiten
täpsed	nauwkeurig
täpsed	nauwkeurigheid
täpsed	accuraat
täpsed	accurate
pete	pete
diameeter	diameter
gloria	gloria
kursused	cursussen
suomen	suomen
constantin	constantin
horisontaalselt	horizontaal
suurenemine	verhoging
suurenemine	vergroten
suurenemine	verhoog
suurenemine	verhogen
suurenemine	stijging
triinu	ella
vassiljev	vasiliev
léon	léon
strauss	strauss
institutsioonid	instellingen
romantiline	romantische
romantiline	romantisch
romantiline	romanticus
uhke	fier
uhke	proud
uhke	trotse
uhke	trots
uhke	fancy
uhke	sjiek
kirjutades	typen
haruldased	zeldzame
haruldased	zelden
haruldased	zeldzaam
vista	vista
kohvi	koffie
marianne	marianne
tegija	maker
jeemeni	jemen
jeemeni	jemenitische
jeemeni	jemenitische
omar	omar
pinnas	bodem
pinnas	grond
kodakondsus	nationaliteit
kodakondsus	burgerschap
kodakondsus	staatsburgerschap
ajavahemik	tijdvak
ajavahemik	periode
giulio	giulio
standardid	normen
standardid	standaarden
standardid	standaards
allveelaev	onderzeeër
allveelaev	duikboot
albumid	albums
pühendunud	gewijd
pühendunud	toegewijde
pühendunud	toegewijd
pühendunud	gewijd
pühendunud	toegewijde
pühendunud	toegewijd
pühendunud	opgedragen
pühendunud	geëngageerde
pühendunud	begaan
pühendunud	toegewijd
pühendunud	vastgelegde
pühendunud	gepleegd
tselluloosi	cellulose
liigitada	classificeren
liigitada	indelen
tasapisi	traag
tasapisi	langzaam
romano	romano
resolutsioon	resolutie
andrzej	andrzej
philadelphia	philadelphia
oulu	oulu
mürgine	toxische
mürgine	toxisch
mürgine	giftig
mürgine	giftig
väärt	worth
väärt	waard
tapmine	slachten
tapmine	slachten
tapmine	slachting
tapmine	slacht
tapmine	moorden
esa	ese
esa	esr
esa	esa
read	rijen
read	lijnen
michele	michele
korsika	corsicaanse
korsika	corsica
kaksteist	twelve
kaksteist	twaalf
histoloogia	histologie
ekspert	deskundige
ekspert	expert
ökoloogiline	ecologisch
ökoloogiline	ecologische
sool	zout
jung	jung
müük	verkopen
müük	verkoop
müük	uitverkoop
müük	verkopen
müük	verkoop
vähendamine	verlaging
vähendamine	reductie
vähendamine	vermindering
vähendamine	reduceren
smithi	smith
smithi	smid
smart	slimme
smart	slim
smart	smart
loobunud	afgezworen
viljakas	vruchtbare
viljakas	vruchtbaar
viljakas	vruchtbare
viljakas	vruchtbaar
hell	zachtaardig
hell	zacht
kokkupõrge	impact
kokkupõrge	inslag
kokkupõrge	effect
kokkupõrge	botsing
kokkupõrge	aanvaring
kokkupõrge	botsing
kokkupõrge	aanrijding
paber	paper
paber	papier
alasti	naakt
alasti	naakte
alasti	naakt
alasti	naakte
sammas	column
sammas	zuil
sammas	kolom
sammas	zuil
sammas	pilaar
sammas	pijler
mitt	handschoen
maatriks	matrix
neljandaks	vierde
neljandaks	fourth
parameeter	parameter
žanr	genre
stella	stella
oskuste	vaardigheden
oskuste	vaardigheid
oskuste	kunde
otsustanud	besloot
otsustanud	besloten
otsustanud	besliste
sinised	blue
sinised	blauw
sinised	blauwe
schultz	schultz
lapselaps	kleindochter
lapselaps	kleinkind
lapselaps	kleinzoon
wales	wales
elbe	elbe
uuem	nieuwere
uuem	nieuwer
hani	goose
hani	gans
hani	ganzen
hani	hani
hani	han
rex	rex
territoriaalne	territoriale
territoriaalne	territoriaal
jeffersoni	jefferson
bengali	bengalen
bengali	bengaalse
harrison	harrison
maia	maia
mehaanilise	mechanisch
ümbritsev	omringende
chicagos	chicago
turba	turf
turba	veen
hävitatud	vernietigd
hävitatud	vernietigde
hävitatud	vernield
hävitatud	verwoest
hävitatud	uitgeroeid
karistuse	bestraffing
karistuse	straf
karistuse	straffen
liigitus	indeling
liigitus	classificatie
hävitamine	verwoesten
hävitamine	vernietigen
hävitamine	vernietig
hävitamine	verwoesting
hävitamine	vernietiging
hävitamine	destructie
hävitamine	vernieling
korrus	vloer
korrus	verdieping
korrus	floor
õiglane	rechtvaardig
õiglane	rechtschapen
õiglane	eerlijke
õiglane	redelijk
õiglane	fair
õiglane	eerlijk
pööre	twist
pööre	turn
pööre	draaien
pööre	draai
pööre	beurt
sõitja	passagier
sõitja	reiziger
sõitja	bewoner
astrofüüsik	astrofysicus
kuru	passeren
kuru	pass
kliendi	klant
kliendi	afnemer
kliendi	client
kliendi	klant
kliendi	opdrachtgever
kliendi	cliënt
katoliiklased	katholieken
pidulik	feestelijke
pidulik	feestelijk
võrreldav	vergelijkbaar
võrreldav	vergelijkbare
phillips	philips
phillips	phillips
kaas	deksel
nurgakivi	hoeksteen
lennata	fly
lennata	vliegen
lennata	vlieg
lõpetatud	voltooid
lõpetatud	invullen
lõpetatud	complete
lõpetatud	compleet
lõpetatud	voltooid
lõpetatud	voltooide
lõpetatud	afgerond
lõpetatud	ingevuld
lõpetatud	voltooid
lõpetatud	afgewerkt
lõpetatud	klaar
lõpetatud	afgewerkte
alumiiniumi	aluminium
yves	yves
ted	ted
kümmekond	dozijn
abt	abt
möödub	passeert
möödub	pasjes
tõlked	vertalingen
camille	camille
claus	claus
meeldis	bemind
meeldis	hield
meeldis	geliefd
liides	interface
liides	raakvlak
toll	inch
toll	tol
toll	douane
tammeka	eiken
tammeka	eik
tammeka	oak
kaaslased	metgezellen
cook	kook
cook	koken
cook	kok
cook	cook
stressi	stress
varad	activa
amy	amy
kive	steentjes
kive	stones
kive	stenen
kive	rotsen
kive	stenen
zürichi	zürich
brüssel	brussel
kaltsiumi	calcium
gonzález	gonzález
sigmund	sigmund
berni	bern
ahven	baars
suurendatud	toegenomen
suurendatud	verhoogd
suurendatud	verhoogde
laienenud	ontsluiting
laienenud	verwijd
laienenud	uitgebreid
laienenud	vergrote
laienenud	vergroot
töölised	werkers
töölised	werkenden
töölised	arbeiders
töölised	werknemers
flash	flits
flash	flitsen
flash	flash
flash	flitser
göteborgi	göteborg
projektid	projecten
june	juni
june	june
parasvöötme	gematigde
parasvöötme	gematigd
gérard	gérard
konsooli	console
siena	siena
verner	verner
verona	verona
singapuri	singapore
rühmitus	groeperen
rühmitus	groepering
rühmitus	gegroepeerd
käsitöö	handwerk
käsitöö	ambacht
käsitöö	handgemaakt
käsitöö	handgemaakte
käsitöö	ambacht
käsitöö	ambachten
religioosne	religieuze
religioosne	religieus
muljet	imponeren
vincenzo	vincenzo
ülekanne	transmissie
ülekanne	overplaatsing
ülekanne	transfer
ülekanne	overdracht
ülekanne	overdragen
ülekanne	uitzending
ülekanne	uitgezonden
ülekanne	uitzenden
mõjud	uitwerkingen
mõjud	effecten
mõjud	gevolgen
arvud	figuren
arvud	cijfers
määr	tarief
opositsioon	tegenstand
opositsioon	oppositie
irene	irene
leidmine	vinden
üheksas	negende
fourier	fourier
mošee	moskee
benito	benito
valentina	valentina
mõistab	begrijpt
revolutsiooniline	revolutionair
revolutsiooniline	revolutionaire
mitmekesine	gevarieerd
mitmekesine	divers
joonia	ionische
tervishoid	gezondheid
tervishoid	gezondheidszorg
käimine	dating
käimine	daten
bauer	bauer
pidulikult	plechtig
näita	toon
näita	tonen
näita	weergeven
näita	show
budism	boeddhisme
koguma	verzamelen
koguma	verzamel
laenatud	leende
laenatud	geleende
laenatud	geleend
tunnistama	erken
tunnistama	erkennen
ruumiline	ruimtelijk
magma	magma
raudteede	spoorlijnen
raudteede	spoorwegen
sektor	sector
enterprise	enterprise
enterprise	onderneming
keskmised	medium
keskmised	middellange
keskmised	middelgrote
keskmised	middelgroot
keskmised	gemiddelden
joone	line
joone	lijn
sõnum	bericht
sõnum	boodschap
sõnum	berichtje
tiigid	vijvers
beethoven	beethoven
arenema	evolueren
teadis	wisten
teadis	wist
cura	cura
tipu	hoekpunt
città	città
augusta	augusta
bio	bio
biokeemia	biochemie
nielsen	nielson
nielsen	nielsen
fra	fra
jános	jános
hobused	paarden
rongi	trein
rikkus	rijkdommen
rikkus	rijkdom
rikkus	rijkdom
rikkus	verpest
rikkus	geruïneerd
etendus	toon
etendus	tonen
etendus	weergeven
etendus	show
marshalli	marshall
kvalifikatsioon	kwalificaties
kvalifikatsioon	kwalificatie
kvalifikatsioon	kwalificaties
koondatud	geaggregeerde
intensiivsus	intensiteit
marss	mars
springer	springer
teave	gegevens
teave	informatie
signaale	seinen
signaale	signalen
ridades	rangen
ridades	gelederen
kõrgele	high
kõrgele	hoog
kõrgele	hoge
dakota	dakota
rey	rey
dresdeni	dresden
katastroofi	catastrofe
katastroofi	ramp
katastroofi	rampspoed
katastroofi	rampen
muusikal	muzikale
muusikal	musical
muusikal	muzikaal
nigeri	niger
satelliit	satelliet
rick	rick
poom	boem
poom	boom
astronaut	astronaut
unenägu	droom
unenägu	dromen
unenägu	dream
suundumused	tendensen
suundumused	trends
herakles	hercules
herakles	hercule
aspekte	aspecten
vastastikku	wederzijds
lootes	hoopt
lootes	hopen
lootes	hopend
mässulised	opstandelingen
andersen	andersen
firmad	bedrijven
michelangelo	michelangelo
võti	key
võti	sleutel
võti	toets
väljatöötamine	uitwerking
väljatöötamine	ontwikkelen
välised	extern
välised	uitwendig
välised	externe
välised	buitenkant
võõras	vreemdeling
võõras	vreemde
tuttav	vertrouwd
tuttav	bekend
tuttav	kennismaking
tuttav	kennis
madalamad	lager
madalamad	lagere
baltimore	baltimore
päevik	tijdschrift
päevik	journal
päevik	dagboek
päevik	dagboek
platvorm	perron
platvorm	platform
paradigma	paradigma
nähtavad	zichtbaar
nähtavad	zichtbare
emilia	emilia
metallica	metallica
pidu	feest
pidu	partij
pidu	feestje
pidu	party
meeleolu	humeur
meeleolu	stemming
sata	sata
sidus	coherent
sidus	samenhangend
sidus	coherente
alternatiiv	alternatief
alternatiiv	alternatieve
alternatiiv	plaatsvervanger
alternatiiv	afwisselen
hiv	hiv
tarn	tarn
disainitud	ontworpen
geneetika	genen
geneetika	genetica
gov	gov
adolph	adolph
täitnud	voldaan
täitnud	vervulde
täitnud	vervuld
täitnud	nagekomen
ingel	engel
ingel	angel
ingel	engeltje
kohane	toepasselijk
kohane	geschikt
kohane	passende
kohane	passend
kohane	gepast
enrico	enrico
vangistatud	gevangengezet
vangistatud	gevangengenomen
vangistatud	gevangen
vangistatud	gevangengenomen
vangistatud	gevangen
vaatas	bekeken
vaatas	gekeken
vaatas	keek
rev	rev
akna	venster
akna	raam
maximus	maximus
meelega	opzettelijk
meelega	bewust
meelega	expres
meelega	doelbewust
samsung	samsung
clemente	clemente
variandid	varianten
hüüdnime	bijnaam
hüüdnime	roepnaam
hüüdnime	nickname
pühak	heilige
craig	craig
honda	honda
florence	florence
reporter	verslaggeefster
reporter	verslaggever
reporter	journaliste
reporter	journalist
reporter	reporter
geoloogiline	geologische
geoloogiline	geologisch
geoloogiline	geologisch
hampshire	hampshire
jutud	verslagen
jutud	verhalen
jutud	verhaaltjes
atmosfäär	sfeer
atmosfäär	atmosfeer
atmosfäär	dampkring
lahinguid	veldslagen
lahinguid	gevechten
sissetulek	inkomen
sissetulek	inkomsten
ületanud	overschrijding
ületanud	overschreden
ületanud	overtroffen
lame	plat
elena	elena
loata	onbevoegd
loata	ongeoorloofd
loata	onbevoegd
loata	onbevoegde
loata	ongeoorloofd
brand	brand
brand	merk
brand	brandmerk
augustin	augustin
võrgus	online
kasutamata	ongebruikte
kasutamata	ongebruikt
hunter	hunter
hunter	jager
nõutud	aangevraagd
nõutud	aangevraagde
nõutud	verzocht
nõutud	gevraagd
nõutud	opgevraagd
nõutud	gevraagde
nõutud	vereiste
nõutud	vereist
moodul	module
han	han
chapelle	chapelle
täide	luizen
mungad	monniken
sauna	sauna
ameeriklane	amerikaan
ameeriklane	amerikaans
ameeriklane	amerikaanse
hinnad	prijzen
diktaator	dictator
meta	meta
lane	laan
lane	lane
armastatud	geliefde
armastatud	geliefd
eesistuja	voorzitter
ragnar	ragnar
canterbury	canterbury
kulu	kosten
kulu	kostprijs
kulu	cost
ettepanekuid	voorstellen
tagajärg	gevolg
tagajärg	consequentie
julge	gedurfd
julge	vet
julge	gewaagd
julge	brutaal
julge	moedig
julge	moedige
julge	durf
julge	durven
julge	gewaagde
julge	gewaagd
julge	gedurfd
julge	gedurfde
tasane	plat
mune	eieren
mune	eitjes
mõjuvõimu	empowerment
mõjuvõimu	emancipatie
konkreetsete	specifiek
konkreetsete	specifieke
olli	olli
voyager	voyager
jõulud	kerstmis
jõulud	kerst
jõulud	christmas
jõulud	kerstfeest
plus	plus
baltica	baltica
nõbu	neef
nõbu	nicht
nõbu	nichtje
nõbu	neef
klaviatuuri	toetsenbord
klaviatuuri	keyboard
ökosüsteemi	ecosysteem
aurora	noorderlicht
aurora	aurora
kirgiisi	kirgizische
stanislav	stanislav
spencer	spencer
kõneleja	speaker
kõneleja	luidspreker
kõneleja	spreker
kõneleja	prater
kõneleja	spreker
terminoloogia	terminologie
nokk	snavel
hirv	herten
hirv	hert
jefferson	jefferson
tunnel	tunnel
mahajäetud	achtergelaten
mahajäetud	verlaten
kiired	stralen
bagdadi	bagdad
leib	brood
lendavad	vliegend
lendavad	vliegen
isabel	isabel
edvard	edvard
secret	geheim
secret	secret
laagris	kamp
snake	slangen
snake	slang
snake	snake
avaldus	statement
avaldus	verklaring
väiksemaks	kleiner
väiksemaks	kleinere
kontor	bureau
kontor	kantoor
oskus	vaardigheden
oskus	vaardigheid
oskus	kunde
emily	emily
aldo	aldo
väljendus	uitdrukking
väljendus	expressie
kattis	bestreken
kattis	gedekt
kattis	bedekt
kattis	overdekt
kattis	gedekte
kahur	kanonnen
kahur	kanon
esitus	presentatie
esitus	prestaties
esitus	optredens
esitus	uitvoeringen
esitus	voorstellingen
tuletõrje	brandbestrijding
paas	vasten
tervist	gezondheid
toodang	produktie
toodang	productie
dante	dante
bordeaux	bordeaux
nuku	popje
nuku	doll
nuku	pop
nuku	poppetje
stsenaarium	scenario
õigustada	rechtvaardigen
kaar	arc
kaar	arch
kaar	boog
skp	bnp
skp	bbp
oranž	sinaasappel
oranž	oranje
ideaalne	perfect
ideaalne	perfecte
ideaalne	ideal
ideaalne	ideaal
leedulased	litouwers
ani	ani
serv	rand
serv	edge
muster	patroon
castle	kasteel
identiteet	identiteit
zhang	zhang
geoffrey	geoffrey
zhou	zhou
rõivas	kledingstuk
par	par
ainulaadne	unique
ainulaadne	unieke
ainulaadne	uniek
algataja	initiator
algataja	initiator
algataja	initiatiefnemer
algataja	aanstichter
sissetung	invasie
sissetung	inbreuk
vastuluure	contraspionage
avastamise	opsporing
avastamise	detectie
altari	altaar
magneesiumi	magnesium
mona	mona
grey	grijze
grey	grijs
grey	grey
teresa	teresa
teresa	theresia
luca	luca
oskused	vaardigheden
oskused	skills
oskused	vaardigheden
oskused	vaardigheid
oskused	kunde
solomon	salomon
solomon	solomon
solomon	salomo
intervall	interval
oklahoma	oklahoma
leopard	luipaard
osaka	osaka
rikkumise	schending
rikkumise	inbreuk
rikkumise	overtreding
rikkumise	inbreuken
kusagil	ergens
vastused	reacties
vastused	antwoorden
vastused	antwoorden
tundeid	gevoelens
hannah	hannah
trotski	trotski
esitamine	onderwerping
esitamine	inzending
esitamine	indiening
põhjavee	grondwater
järjekord	wachtrij
järjekord	orde
järjekord	bestellen
järjekord	order
järjekord	bestelling
geneetik	geneticus
motoriseeritud	gemotoriseerde
franklini	franklin
karistus	penalty
karistus	straf
karistus	sanctie
karistus	bestraffing
karistus	straf
karistus	straffen
montgomery	montgomery
kuulnud	hoorde
kuulnud	gehoord
aspekt	facet
aspekt	aspect
benedict	benedict
benedict	benedictus
filter	filter
filter	filteren
lindi	bandje
lindi	plakband
lindi	tape
terje	terje
milton	milton
vinci	vinci
pol	pol
pan	pan
reguleeritud	gereglementeerde
reguleeritud	gereguleerd
reguleeritud	gereglementeerd
reguleeritud	geregeld
lendu	vlucht
augsburgi	augsburg
stephan	stephan
abstraktne	abstracte
abstraktne	abstract
plaanitud	gepland
plaanitud	geplande
valle	valle
puudused	gebreken
puudused	tekortkomingen
puudused	tekortkomingen
puudused	zwaktes
puudused	zwakheden
puudused	tekortkomingen
todd	todd
olympic	olympic
olympic	olympisch
wilde	wilde
leiba	brood
kontserdid	concerten
newcastle	newcastle
õpetlane	geleerde
volinik	commissaris
pioneer	pioneer
pioneer	pionier
pioneer	pioniers
ravenna	ravenna
tapab	doodt
arendus	ontwikkeling
raskused	moeilijkheidsgraad
raskused	moeilijkheden
raskused	moeilijkheid
raskused	moeilijkheden
sotsialismi	socialisme
grupid	groepen
nael	nagel
nael	spijker
nürnbergi	neurenberg
eraldunud	losgemaakt
eraldunud	vrijstaand
eraldunud	losgekoppeld
eraldunud	vrijstaande
veerand	kwart
veerand	kwartaal
veerand	kwartje
püssi	geweer
irl	irl
konstrueeritud	gebouwd
konstrueeritud	geconstrueerd
anglikaani	anglicaanse
mix	mengen
mix	mix
mix	mixen
mix	meng
vari	shadow
vari	schaduw
grete	grete
derek	derek
vesinik	waterstof
usd	usd
reed	riet
reed	reed
motiiv	motief
motiiv	motief
motiiv	kenmerk
motiiv	functie
usbeki	oezbeekse
björn	bjorn
björn	björn
veebisait	website
adobe	adobe
oswald	oswald
galileo	galileo
liigne	excessief
liigne	buitensporig
liigne	overmatig
liigne	overdreven
liigne	buitensporige
kuuli	bullet
kuuli	kogel
evelyn	evelyn
serblased	serviërs
serblased	serven
rabas	veen
rabas	moor
nahka	huid
nahka	skin
hõim	stam
haydn	haydn
tiiger	tijger
tiiger	teigetje
rostovi	rostov
sood	moerassen
sood	moerassen
bahreini	bahrein
vega	vega
küljed	zijden
küljed	zijkanten
küljed	kanten
winkler	winkler
nõude	claim
nõude	claimen
nõude	opeisen
võimed	capaciteiten
võimed	powers
võimed	bevoegdheden
võimed	krachten
vastukaaluks	tegenwicht
küllastunud	verzadigd
küllastunud	verzadigde
ever	ever
ever	ooit
raoul	raoul
kile	film
mägismaa	hoogland
mägismaa	highlands
mägismaa	hooglanden
cohen	cohen
rauno	rauno
oodatud	verwachtte
oodatud	verwacht
oodatud	verwachte
kartis	vreesde
kartis	gevreesd
kartis	gevreesde
marilyn	marilyn
osake	deeltje
osake	deeltjes
sara	sara
zeus	zeus
energeetika	energie
act	handelen
act	act
anto	anto
häda	wee
häda	onheil
häda	ramp
parandab	verbetert
parandab	corrigeert
chang	chang
horst	horst
walt	walt
harmoonia	harmonie
harmoonia	harmony
harmoonia	harmonischen
suhtumist	attitude
suhtumist	houding
suhtumist	houdingen
mahler	mahler
muld	bodem
muld	grond
muld	vuil
muld	bodems
