年	ano
屬	género
屬	gênero
魚	peixes
魚	peixe
波	onda
波	acenar
波	wave
回	costas
回	volta
回	voltar
無	nenhum
無	nenhuma
吉	kat
你	tu
你	você
你	vc
方	fang
話	dialeto
話	dialecto
東	oriente
東	leste
東	east
東	dong
英國	inglaterra
英國	england
周	semana
周	semanas
周	zhou
周	chow
石	shi
石	stone
石	pedra
石	pedras
事件	incidente
事件	incidentes
事件	eventos
事件	acontecimentos
事件	acontecimento
事件	evento
建立	criação
建立	estabelecimento
建立	construir
建立	construa
建立	build
建立	constrói
生活	vivos
生活	living
生活	vivendo
生活	viver
生活	vida
生活	life
派	empada
派	tarte
派	torta
派	pie
教育	educacionais
教育	educação
教育	educacional
教育	educativo
教育	educação
教育	ensino
車站	estação
之後	após
之後	after
之後	depois
萬	wan
國際	internacional
國際	international
國際	internacionais
獎	prémios
獎	premiação
獎	awards
獎	prêmios
獎	prémio
獎	premio
獎	prêmio
獎	prémio
獎	prêmio
完成	terminei
完成	terminou
完成	acabado
完成	concluído
完成	terminado
完成	terminada
完成	acabamento
完成	concluir
完成	finalizar
完成	terminar
完成	termine
完成	feito
完成	completa
完成	completos
完成	complete
完成	completo
白	brancos
白	branco
白	white
白	brancas
白	branca
白	bai
音樂	music
音樂	música
音樂	musica
音樂	músicas
音樂	musical
音樂	musicais
沙	sha
沙	areia
沙	shah
沙	xá
他們	eles
他們	elas
可能	possivel
可能	possíveis
可能	possível
分布	distribuições
分布	repartição
分布	distribuição
分布	distribuídas
分布	distribuída
分布	distribuiu
分布	distribuído
分布	distribuídos
地區	áreas
地區	distrito
地區	area
地區	área
車	carro
車	automóvel
車	automóveis
車	carros
官	oficial
官	agente
官	policial
梅	may
梅	maio
梅	pode
梅	mei
中文	chineses
中文	chinesa
中文	chinês
自由	liberdade
自由	liberdades
自由	freedom
自由	liberdade
自由	liberty
自由	livre
自由	grátis
自由	free
自由	gratuito
黃	wong
黃	hwang
黃	huang
黃	amarelo
黃	amarelos
黃	amarela
獲得	apanha
獲得	obtenha
獲得	receba
獲得	obter
光	light
光	luz
光	leve
光	hikari
重要	importancia
重要	importância
重要	importante
重要	importantes
工程	engenharia
工程	funciona
工程	obras
工程	trabalhos
工程	works
工程	trabalha
港	porto
港	harbour
列	colunas
列	coluna
段	duan
最後	último
最後	últimas
最後	last
最後	últimos
最後	última
提交	apresentação
提交	envio
提交	finalização
提交	submissão
提交	submeter
提交	enviar
提交	submetido
一般	geralmente
經	sutra
需要	need
需要	preciso
需要	precisa
需要	necessidade
需要	precisei
需要	necessário
需要	necessária
需要	precisava
需要	precisa
需要	necessidades
需要	necessita
江	rio
江	jiang
臺灣	taiwan
臺灣	formosa
臺灣	taiwan
這個	este
這個	esta
這個	isso
這個	isto
這個	essa
這個	esse
泰	tae
泰	tai
地方	lugar
地方	place
地方	local
地方	sítio
地方	locais
地方	lugares
地方	sítios
系列	series
系列	série
系列	séries
電視	televisão
登	deng
黑	dark
黑	escura
黑	sombrio
黑	escuro
黑	preta
黑	black
黑	preto
黑	negro
黑	pretas
花	hana
花	flores
花	flor
花	flower
神	deus
遊戲	game
遊戲	jogo
遊戲	games
遊戲	jogos
宗	zong
清	qing
最高	topo
最高	top
最高	supremo
最高	suprema
要求	exigência
要求	requisito
要求	exigências
要求	requisitos
要求	prescrições
要求	demandas
要求	exigências
要求	pedir
要求	solicitação
要求	pedido
要求	solicitar
要求	procura
要求	exigir
要求	demanda
要求	solicitações
要求	requisições
要求	pedidos
讓	jean
讓	deixe
讓	deixa
版本	versão
版本	edições
版本	versões
發現	encontrada
發現	encontrados
發現	achado
發現	encontraram
發現	encontrado
發現	descubra
發現	descobre
發現	descobrir
發現	descubram
發現	descobertas
發現	descoberta
發現	discovery
語	língua
語	idioma
語	linguagem
只有	só
只有	apenas
只有	somente
只有	unicamente
內容	conteúdos
內容	teor
內容	conteúdo
最大	max
最大	máx
華	hua
華	wah
製作	produção
製作	produções
出生	born
出生	nascido
出生	nascida
出生	nasceu
出生	parto
出生	nascimento
朱	zhu
朱	joo
航空	aviação
航空	aero
航空	airlines
航空	ar
航空	air
數	conde
數	conte
數	count
數	contagem
數	contagem
數	contando
數	contar
數	número
數	numero
出版	publicados
出版	publicou
出版	publicadas
出版	publicada
出版	publicado
出版	publicar
出版	edição
出版	publicação
出版	publicando
出版	publicação
發展	desenvolvimento
發展	evolução
成功	sucesso
成功	sucessos
成功	êxito
成功	sucesso
面積	area
面積	área
堡	forte
堡	fortaleza
堡	fort
系統	system
系統	sistema
系統	sistemas
蘭	lan
蘭	ian
劉	yoo
劉	liu
劉	lau
班	squad
班	pelotão
班	esquadrão
冠軍	campeão
冠軍	champ
冠軍	campeão
冠軍	campeã
冠軍	champion
冠軍	campeões
冠軍	champions
問題	problemas
問題	problema
問題	questão
問題	pergunta
問題	questões
問題	perguntas
康	kang
海拔	altitude
海拔	elevação
島	ilha
島	ilhas
島	ilha
島	isle
方式	método
率	taxa
率	classifique
名稱	nome
名稱	nomes
官方	oficialmente
愛	amor
愛	love
愛	amo
得到	apanha
得到	obtenha
得到	receba
得到	obter
平	ping
印度	índia
印度	india
街道	rua
街道	street
街道	ruas
街道	subdistrito
存在	existência
存在	presença
刪除	excluído
刪除	excluída
刪除	suprimido
刪除	eliminados
刪除	eliminado
刪除	excluídos
刪除	excluindo
刪除	apagar
刪除	apagando
刪除	eliminação
刪除	exclusão
刪除	apagamento
刪除	supressão
刪除	remova
刪除	remover
刪除	eliminar
刪除	apagar
刪除	excluir
刪除	apaga
刪除	eliminar
設計	desenhos
設計	designs
設計	projetos
設計	concepção
設計	desenho
設計	design
設計	desenho
設計	projecção
發行	emissão
卡特	carter
卡特	cárter
群	grupo
群	agrupar
命名	nomear
負責	responsável
負責	responsáveis
服務	serviços
服務	sirva
服務	servir
服務	serve
服務	servi
服務	serve
服務	serviço
機	maquinas
機	máquina
機	maquina
任何	qualquer
列表	lista
列表	listar
唐	tang
唐	don
西班牙	espanha
頁	páginas
條	tiras
兩	duas
兩	two
兩	dois
當	quando
當	when
超	ultra
超	super
丁	ding
夏	xia
以上	acima
著名	famosa
著名	famosas
著名	famosos
著名	famoso
聖	santo
聖	saint
聖	santa
志	zhi
志	chi
已經	já
已經	ja
梁	feixe
梁	trave
梁	viga
梁	leung
梁	liang
梁	feixes
梁	vigas
專輯	álbum
專輯	album
專輯	álbuns
專輯	álbuns
角色	carácter
角色	caractere
角色	personagem
角色	caracter
角色	caráter
角色	papel
角色	caracteres
角色	carateres
角色	personagens
角色	cargos
角色	papeis
角色	funções
角色	papéis
武	takeshi
赫	hyuk
半	metade
半	meia
半	meio
半	half
成員	membro
成員	sócios
成員	membros
東京	tokyo
東京	tóquio
新聞	novidades
新聞	noticias
新聞	notícia
新聞	notícias
現在	agora
劇	drama
劇	dramas
後來	depois
女性	fêmeas
女性	mulheres
女性	mulher
女性	fêmea
女性	feminino
女性	mulheres
高度	altitude
高度	altura
說	dizer
說	say
說	digam
說	diga
說	diz
男	macho
男	masculino
之前	antes
合作	colaboração
合作	cooperação
合作	coopera
合作	cooperar
門	portão
門	portal
門	gate
門	porta
門	portas
卷	rola
卷	rolar
卷	role
卷	roll
卷	rolo
卷	rolos
卷	rola
卷	rolls
位置	posição
位置	localização
活動	atividades
活動	actividades
活動	eventos
活動	acontecimentos
活動	acontecimento
活動	evento
活動	atividades
活動	atividade
活動	actividade
只	só
只	apenas
只	somente
只	unicamente
歷史	historia
歷史	história
歌曲	músicas
歌曲	canções
歌曲	songs
歌曲	canção
歌曲	song
點	pontos
點	ponto
點	dot
點	ponto
點	point
一次	outrora
一次	once
植物	plantas
植物	usinas
植物	plantar
植物	planta
植物	plant
植物	usina
封	feng
封	foca
封	lacre
封	selo
皮	couros
皮	couro
非常	muito
通常	geralmente
通常	normalmente
通常	habitualmente
通常	usualmente
通常	normalmente
形成	formando
形成	formação
比賽	game
比賽	jogo
比賽	raça
比賽	corrida
比賽	race
比賽	concurso
比賽	competição
聯賽	league
聯賽	liga
九	nove
九	nine
學校	escolas
學校	escola
完全	totalmente
完全	completamente
完全	totalmente
完全	completamente
信	cartas
信	letras
信	letra
信	carta
期間	periodo
期間	período
接受	aceitação
接受	aceitos
接受	aceites
接受	aceitado
接受	aceite
接受	aceita
接受	aceito
接受	aceitamos
接受	aceite
接受	aceito
接受	aceitar
接受	aceita
書	livro
書	reservar
書	livros
書	livros
交通	transportes
交通	transporte
交通	trânsito
交通	tráfego
交通	transportes
交通	transporte
木	madeiras
木	madeira
討論	discussões
討論	discuta
討論	discutir
討論	discute
故事	story
故事	história
故事	histórias
直接	directa
直接	direta
直接	diretos
直接	direct
直接	direto
直接	diretamente
直接	directamente
參與	participando
參與	participar
參與	noivado
參與	interação
參與	envolvimento
參與	participação
參與	envolvimento
參與	participação
朗	lang
朗	lon
湖	lago
根	raízes
根	raiz
根	root
根	raíz
根	raízes
保留	reservas
保留	reservada
保留	reservadas
保留	reservados
保留	reservado
保留	reserva
保留	reservas
希望	esperança
希望	hope
希望	esperanças
手	mão
手	hand
手	mãos
心	heart
心	coração
心	corações
心	copas
心	hearts
巴士	autocarro
巴士	ônibus
巴士	autocarros
巴士	autocarros
巴士	ônibus
播放	difusão
播放	emissão
播放	radiodifusão
播放	transmissão
播放	jogar
播放	joga
播放	play
播放	jogue
播放	reproduzir
播放	reprodução
播放	joga
播放	jogadas
播放	jogar
播放	tocando
播放	jogando
播放	brincando
音	consoante
音	tons
音	tone
增加	aumente
增加	aumentem
增加	aumento
增加	aumentar
增加	aumenta
增加	aumentar
增加	aumentando
增加	crescente
增加	aumentos
增加	aumenta
增加	aumentado
增加	aumentados
增加	aumentou
增加	aumentada
角	canto
角	cantinho
角	cantos
角	recanto
角	esquina
角	angle
角	ângulo
角	angulares
角	angular
角	cape
角	cabo
角	capa
角	ponto
角	point
天文台	observatórios
天文台	observatório
耶	oba
這些	estes
這些	essas
這些	estas
這些	esses
丹	dan
太	também
太	demais
徐	seo
徐	tsui
永	asa
永	wing
永	yong
歌	músicas
歌	canções
歌	songs
歌	canção
歌	song
美元	dolares
美元	dólares
美元	dólar
霍	huo
圖	diagrama
圖	gráfico
圖	grafo
圖	tabela
圖	gráfico
圖	figura
圖	figure
投票	votação
投票	voto
投票	vote
投票	votem
投票	votar
投票	votação
投票	votando
投票	votações
投票	voto
投票	votar
投票	enquete
投票	sondagem
灣	angra
灣	enseada
灣	enseada
灣	cove
灣	baia
灣	baía
灣	bay
民主	democracia
寺	temple
寺	templo
雖然	embora
雖然	embora
參加	comparecer
參加	participando
參加	participar
參加	atendente
特別	especial
特別	special
特別	especiais
控制	controle
控制	control
控制	controlo
控制	comandos
控制	controlos
控制	controles
蒙	mont
戰	battle
戰	batalha
戰	guerra
戰	war
戰	guerras
電視台	televisão
以下	abaixo
七	sete
七	seven
口	boquinha
口	mouth
口	boca
口	foz
口	bocas
仁	jin
仁	jen
委員會	comissão
編輯	edit
編輯	edita
編輯	editar
編輯	edite
編輯	editando
編輯	edição
編輯	editor
編輯	editora
資料	data
資料	dados
隆	takashi
隆	ryu
青	ching
青	qing
青	tsing
播出	difusão
播出	emissão
播出	radiodifusão
播出	transmissão
路線	rotas
路線	itinerários
路線	percursos
路線	rota
路線	percurso
倫	lun
年度	ano
宋	canção
宋	song
附近	perto
附近	próximo
附近	imediações
歌手	cantoras
歌手	cantores
歌手	cantora
歌手	singer
歌手	cantor
店	loja
店	conservar
店	loja
店	armazenar
二十	twenty
二十	vinte
組織	organização
組織	organização
組織	tecidos
組織	tecido
組織	divisão
分類	classificações
分類	classificar
分類	classificação
教授	professor
教授	professora
盃	xícara
盃	copa
盃	taça
盃	chávena
盃	copo
源	fonte
源	origem
八	oito
八	eight
法國	franca
法國	frança
除了	excepto
除了	exceto
文字	texto
民族	etnia
民族	nacionalidades
主席	presidente
主席	presidente
不過	mas
文物	artefatos
文物	artefactos
文物	antiguidades
文物	relíquias
老	antiga
老	velho
老	antigo
老	velha
老	velhos
女子	mulher
選	palheta
選	picareta
選	pick
選	escolhe
世紀	século
世紀	century
鐵	ferro
德國	alemanha
票	passagens
票	ingressos
票	bilhetes
票	ingresso
票	bilhete
動畫	anime
動畫	animes
打	luta
打	briga
打	combate
打	lute
打	fight
關係	relações
關係	relacionamentos
關係	relação
關係	relações
關係	relacionamentos
關係	relacionamento
關係	relação
能力	competências
能力	capacidade
能力	habilidade
能力	capacidade
能力	capacidades
能力	capacidade
佛	buda
佛	buddha
少	menos
少	menos
網站	website
網站	site
網站	sítio
網站	site
網站	sites
網站	websites
模板	modelos
模板	modelo
頭	head
頭	cabeça
頭	cabeças
個人	personal
個人	pessoal
個人	pessoais
個人	indivíduo
個人	individual
個人	individuais
擁有	posse
擁有	possessão
擁有	possuir
擁有	propriedade
學生	alunos
學生	estudantes
學生	aluno
學生	aluna
學生	estudante
學生	student
鎮	vila
鎮	cidade
南部	sulistas
南部	sulista
南部	sul
南部	southern
南部	meridional
南部	sul
南部	south
語言	linguas
語言	idiomas
語言	línguas
語言	língua
語言	idioma
語言	linguagem
模式	modos
模式	padrão
模式	padrões
模式	mode
模式	modalidade
模式	modo
相關	pertinente
相關	relevante
相關	pertinentes
相關	relevantes
相關	relacionados
相關	relacionada
相關	relacionadas
相關	relacionado
決定	decide
決定	decisão
決定	decisões
楊	jan
楊	yang
楊	yeo
方向	direcções
方向	direções
方向	indicações
方向	direção
方向	direcção
方向	orientação
郭	guo
方法	metodologias
方法	método
方法	métodos
影響	impact
影響	impacte
影響	impacto
影響	impactos
影響	impactos
影響	impactes
影響	influencia
影響	influência
影響	influências
影響	influenciar
影響	efeitos
影響	influências
屬於	pertencia
屬於	pertencesse
屬於	pertenceu
屬於	pertenciam
許多	muitos
許多	muitas
第四	quarta
秀	soo
死	morta
死	morto
死	mortos
死	dead
自治	autonomia
蘇	sue
開	abre
開	aberto
開	abra
開	abrir
開	aberta
開	open
見	veja
見	vê
見	ver
田	tian
只是	só
只是	apenas
結束	end
結束	final
結束	terminar
結束	fim
巴西	brazil
巴西	brasil
共同	comum
共同	frequentes
共同	common
共同	frequente
出版社	editor
出版社	editora
出版社	editoras
出版社	editores
提名	nomeações
提名	nomeação
提名	nomeados
提名	indicado
提名	nomeado
提名	nomeada
保護	proteger
保護	proteção
保護	protegendo
保護	proteja
保護	protejam
保護	proteger
保護	protege
保護	proteção
保護	protecção
保護	protegida
保護	protegidas
保護	protegidos
保護	protegido
加上	adicione
加上	adiciona
加上	add
加上	adicionar
加上	plus
食	comendo
食	comer
獨立	indie
獨立	independent
獨立	independentes
獨立	independente
獨立	independência
獨立	independence
包含	contém
距離	distância
距離	distâncias
距離	distancia
距離	distâncias
社會	society
社會	sociedade
社會	sociedades
社會	sociais
社會	social
加拿大	canadá
加拿大	canada
兩個	duas
兩個	two
兩個	dois
公尺	contadores
公尺	metros
公尺	medidores
公尺	medidor
公尺	contador
公尺	métrica
公尺	metros
還	igualmente
還	também
哥	irmão
哥	irmao
哥	brother
歐洲	europa
歐洲	europeu
歐洲	europeia
歐洲	europeias
像	like
像	curta
像	como
鐵路	ferroviário
鐵路	carril
鐵路	ferrovia
鐵路	ferroviária
鐵路	ferrovias
鐵路	ferrovia
鐵路	ferrovias
居民	residentes
居民	moradores
功能	função
功能	funções
功能	características
功能	funcionalidades
功能	funcional
功能	funcionais
功能	característica
功能	funcionalidade
功能	funcionalidades
功能	funcionalidade
聯盟	union
聯盟	união
聯盟	league
聯盟	liga
聯盟	aliança
聯盟	alliance
聯盟	alianças
聯盟	coligação
聯盟	coalizão
洪	hung
洪	enforcado
洪	hong
利用	uso
利用	usar
利用	use
利用	utilizar
利用	utilização
最終	eventualmente
平均	médio
平均	média
平均	média
侵	assalto
侵	agressão
侵	transgressão
雙	duplicar
雙	dupla
雙	duplo
雙	dobro
再次	novamente
網	web
網	teia
網	network
網	rede
網	net
網	líquido
網	líquidos
網	rede
施	shi
量	quantidades
量	quantidade
演員	gesso
演員	elenco
演員	actores
演員	atores
演員	atriz
演員	actriz
演員	ator
演員	actor
亞洲	asiáticas
亞洲	asiática
亞洲	asiático
亞洲	asiáticos
亞洲	ásia
全球	globalmente
全球	globo
全球	globe
全球	global
全球	globais
全部	todas
全部	tudo
全部	todos
北部	norte
北部	north
北部	norte
北部	setentrional
北部	northern
運動	desporto
運動	esportes
運動	desportos
運動	moção
運動	motion
運動	movimento
運動	desporto
運動	esporte
運動	movimentação
運動	movimentos
運動	movimento
中共	pcc
中共	cpc
中共	pcc
中共	ccp
毛	bruta
毛	nojento
毛	gross
毛	brutos
毛	bruto
毛	mao
草	capim
草	grama
草	erva
草	relva
直到	ate
直到	até
名字	nome
地球	earth
地球	terra
死亡	death
死亡	morte
戰爭	guerra
戰爭	war
戰爭	guerras
戰爭	wars
戰爭	guerras
作曲	compor
作曲	compõe
作曲	compor
溪	creek
溪	riacho
邦	pong
邦	pongue
紅	vermelhas
紅	vermelha
紅	vermelho
紅	vermelhos
紅	red
唱片	registro
唱片	recorde
唱片	gravar
唱片	record
安全	seguros
安全	cofre
安全	seguro
安全	segura
安全	seguro
安全	segura
玉	jade
學院	academy
學院	academia
學院	faculdade
學院	colégio
學院	college
學院	universidade
學院	colégios
學院	faculdades
勝	sheng
豪	howe
原因	motivos
原因	razões
原因	razão
原因	motivo
原因	causa
原因	cause
通過	via
通過	através
通過	through
通過	passe
通過	passar
通過	passa
通過	pass
管	tubo
管	cano
管	cachimbo
管	pipe
管	canos
管	tubo
管	tube
強	forte
強	strong
強	fortes
選舉	eleição
選舉	eleições
選舉	eleição
選舉	eleições
辛	sheen
辛	pecado
辛	pecar
辛	sin
辛	xin
漢	han
法律	lei
法律	direito
法律	law
法律	leis
法律	leis
革命	revolution
革命	revolução
革命	rotações
革命	revoluções
計劃	plano
計劃	plan
計劃	planejar
計劃	planos
時代	vezes
時代	tempos
時代	times
男性	machos
男性	macho
男性	masculino
男性	men
男性	homens
目的	objectivos
形式	formar
形式	forma
形式	formulário
形式	formato
形式	formatar
形式	formatação
鄭	zheng
鄭	jeong
鄭	jung
基本	básicas
基本	básica
基本	basic
基本	básico
基本	básicos
蔡	tsai
蔡	cai
蔡	choy
蔡	chae
葉	folhas
葉	folha
葉	yip
單位	unidades
單位	unidade
惠	megumi
修	corrigir
修	arranjar
修	consertar
修	conserta
科技	tecnologia
科技	tecnologias
科技	tech
青年	jovens
青年	juventude
流	streaming
流	caudal
流	flow
流	fluxo
流	riachos
流	fluxos
流	fluxo
流	stream
蒙古	mongol
蒙古	mongóis
蒙古	mongólia
蒙古	mongólia
結果	desfecho
結果	resultado
結果	resultados
結果	resultado
結果	resultado
教	ensinando
教	ensino
教	ensinar
教	ensina
教	ensine
教	ensinar
解放	emancipação
解放	libertação
解放	liberação
解放	liberada
解放	libertado
解放	libertada
解放	liberado
解放	libertados
祖	joe
體	body
體	corpo
球隊	equipas
球隊	equipes
球隊	times
球隊	team
球隊	equipa
球隊	time
球隊	equipe
昌	cheong
左	esquerdo
左	left
左	esquerda
左	partiu
戴	dai
戴	veste
戴	vestir
戴	desgaste
自然	naturalmente
自然	naturais
自然	natural
自然	natureza
台北	taipei
澳門	macau
澳門	macau
新的	novo
新的	novas
新的	novos
新的	novidade
新的	nova
經濟	economia
經濟	econômico
經濟	econômica
經濟	economia
傑	jie
傑	jay
切	corta
切	cut
切	corte
切	cortar
一起	juntos
一起	juntas
越南	vietname
越南	vietnam
越南	vietnã
越南	vietnamitas
越南	vietnamita
權	kwon
快速	rápido
快速	rápido
快速	fast
學	aprender
學	aprendizado
學	aprendizagem
學	aprendendo
學	aprenda
學	aprender
學	aprende
職業	ocupações
職業	profissões
職業	carreira
職業	profissão
職業	carreiras
職業	carreira
職業	ocupação
職業	profissão
團	regimento
百	hundred
百	cem
百	centena
廣	wide
廣	ampla
廣	amplo
廣	vasto
廣	ampla
廣	amplo
相同	idênticas
相同	idêntica
相同	idêntico
相同	idênticos
相同	mesma
相同	mesmo
相同	mesmos
類	turma
類	classe
類	aula
兵	soldado
億	bilhão
億	bilhões
分鐘	acta
分鐘	minutos
分鐘	actas
分鐘	minuto
分鐘	minute
松	pinheiro
松	pine
松	pinho
發	hair
發	cabelos
發	pêlo
發	cabelo
超過	exceda
超過	excedendo
政策	política
政策	políticas
銀	prateado
銀	silver
銀	prata
日期	data
日期	datas
單曲	singles
單曲	individuais
單曲	solteiros
普通	ordinário
普通	vulgar
普通	ordinária
鰭	barbatanas
鰭	fin
鰭	barbatana
男子	men
男子	homens
共和國	república
理由	motivos
理由	razões
理由	razão
理由	motivo
南京	nanquim
南京	nanking
南京	nanquim
南京	nanjing
交流	troca
交流	câmbio
交流	intercâmbio
交流	trocas
交流	intercâmbios
交流	intercâmbio
總統	presidente
公分	centímetro
標準	critérios
標準	critério
標準	normas
標準	padrões
標準	critério
標準	estandarte
標準	norma
