атланта	atlanta
платон	platon
платите	salaire
платите	salaires
платите	salaires
значителни	substantielle
значителни	substantiel
оружја	armements
оружја	armes
оружја	armement
администратори	administrateurs
администратори	administrateurs
стандардни	norme
стандардни	standard
решено	résolus
решено	résolues
решено	résolu
решено	résolue
решено	résolus
решено	résolues
решено	résolu
решено	résolue
прсти	orteils
прсти	doigts
рангиран	classés
рангиран	classées
рангиран	classé
арѓеш	argeș
означи	étiquette
означи	tag
означи	balise
марсел	marcel
клод	claude
бордо	bordeaux
фока	phoque
фока	sceau
фока	phoques
парма	parme
стабилна	stabilité
стабилна	écurie
стабилна	stables
стабилна	stable
занимавал	pratiqué
занимавал	pratiquées
занимавал	pratiquée
лекари	médecins
лекари	docteurs
лекари	médecins
натриум	sodique
натриум	sodium
албрехт	albrecht
поинаку	différentes
поинаку	différente
поинаку	différents
поинаку	différent
поинаку	différemment
наставник	professeur
наставник	enseignante
наставник	enseignant
наставник	institutrice
групирани	regroupé
групирани	groupés
групирани	groupé
групирани	groupées
групирани	regroupés
квалитети	qualités
далас	dallas
банско	bansko
моторот	moteur
мото	devise
мото	moto
дрвена	piquet
слободан	slobodan
признал	avoué
признал	confessé
колорадо	colorado
зимбабве	zimbabwe
тереза	thérèse
тереза	teresa
тереза	theresa
студијата	etude
студијата	étudier
студијата	étude
кејп	cape
кејп	cap
сегмент	niches
сегмент	niche
сегмент	créneau
сегмент	segment
патрон	patron
патрон	mécène
патрон	patronne
службеник	clerc
службеник	greffier
службеник	commis
роди	naître
роди	né
роди	naissance
роди	née
роди	born
роди	roddy
војводина	voïvodine
телевизиската	télévisé
црево	tuyau
црево	boyau
црево	intestin
црево	intestins
темите	sujets
темите	thèmes
јута	utah
јута	jutta
типична	typiques
типична	typique
кристали	cristaux
кисела	alcalins
кисела	alcalines
кисела	alcalin
кисела	alcaline
магазин	revue
магазин	magazine
магазин	magasine
седмиот	septième
седмиот	seventh
сезонски	saisonniers
сезонски	saisonnier
сезонски	saisonnière
аргумент	argumentation
аргумент	dispute
аргумент	argument
аргумент	arguments
колонизација	colonisation
колонизација	colonialisme
сали	sully
сали	sulli
сали	sally
секција	section
плеј	playoff
плеј	playoffs
плеј	éliminatoires
воспаление	inflammatoire
воспаление	inflammation
воспаление	inflammations
максимум	maximale
максимум	maximal
максимум	maximales
максимум	maximum
фил	phil
течности	liquides
течности	fluides
предниот	antérieure
предниот	antérieur
охајо	ohio
јакоб	jakob
јакоб	jacob
нејзе	her
ломбардија	lombardie
бакар	cuivre
мерења	mesures
усвоено	adoptées
усвоено	adoptée
усвоено	adopté
усвоено	adoptés
варираат	varient
варираат	varie
известување	consultatif
известување	notification
индивидуи	particuliers
индивидуи	individus
индивидуи	individuels
жица	fils
жица	fil
педесет	cinquante
педесет	fifty
андер	ander
нормални	normale
нормални	normaux
нормални	normales
нормални	normal
адријан	adrien
адријан	adrian
дрим	drin
бангладеш	bangladesh
измислен	imaginaire
измислен	imaginaires
бронза	bronze
хепберн	hepburn
цигари	cigarettes
цигари	cigares
цигари	cigare
цигари	clope
цигари	cigarette
цигари	cigarettes
заклучи	écluse
заклучи	serrure
заклучи	verrouiller
заклучи	verrou
синоним	synonyme
синоним	synonyme
синоним	synonymes
велосипед	bicyclette
велосипед	vélo
велосипед	bicyclettes
велосипед	vélo
велосипед	bicyclette
судијата	magistrat
судијата	juger
судијата	juge
судијата	arbitres
судијата	arbitrer
судијата	arbitre
сандерленд	sunderland
опозиција	opposition
дизајнер	designer
дизајнер	styliste
дизајнер	dessinateur
дизајнер	concepteur
дизајнер	créateur
екран	screen
екран	ecran
екран	écran
роза	rose
роза	rosé
роза	rosa
роза	roza
ејми	amy
ејми	ame
водопади	chutes
водопади	tombe
водопади	falls
водопади	chutes
водопади	cascades
потпис	signature
пронајдена	trouvée
пронајдена	trouvé
пронајдена	trouvées
пронајдена	retrouvé
пронајдена	trouvés
волт	walt
дискриминација	discrimination
дискриминација	discriminations
наслови	manchettes
наслови	titres
ага	aga
куско	cusco
куско	cuzco
произведе	produire
произведе	produisent
одделно	séparément
одделно	distinct
одделно	séparés
одделно	séparé
одделно	séparées
одделно	séparer
судска	judiciaire
убијци	assassins
убијци	tueurs
убијци	assassins
убијци	meurtriers
убијци	assassins
убијци	meurtriers
магдалена	madeleine
магдалена	magdalena
данскиот	danoises
данскиот	danois
данскиот	danoise
осудени	condamnée
осудени	condamné
осудени	condamnés
осудени	condamnée
осудени	condamné
осудени	condamnés
просториите	locaux
кирибати	kiribati
монро	monroe
патувал	parcourus
патувал	voyagé
патувал	parcouru
патувал	voyageait
патувал	voyagé
изгубени	perdu
изгубени	perdues
изгубени	perdue
изгубени	lost
изгубени	perdus
етички	éthiques
етички	éthique
стрес	contrainte
стрес	stress
стрес	stressé
лукас	lucas
лукас	lukas
фотографијата	photo
секаде	partout
тибет	tibet
заработи	gagnez
заработи	gagner
заработи	mériter
автономни	autonomes
автономни	autonomie
автономни	autonome
паралелни	parallèlement
паралелни	parallèles
паралелни	parallèle
линкови	liens
мара	mara
новела	novella
прослава	célébrations
прослава	célébration
сок	jus
сок	juice
родно	indigènes
родно	natif
родно	indigène
родно	autochtone
кану	canoë
кану	canot
номинирана	nominée
номинирана	nominé
номинирана	désignés
александра	alexandra
александра	aleksandra
симетрија	symétrique
симетрија	symétrie
физиологија	physiologie
оперски	opéra
злото	diaboliques
злото	mal
злото	evil
злото	diabolique
беркли	berkley
беркли	berkeley
архив	archivage
архив	archiver
архив	archive
архив	archives
архив	archives
накратко	brièvement
возови	trains
изабела	isabella
изабела	isabelle
изабела	isabelle
плато	plateau
опции	options
хасан	hassan
хасан	hasan
хасан	hassan
жупа	župa
корисна	utile
корисна	utiles
корисна	instructif
преведени	traduites
преведени	traduits
преведени	traduite
преведени	traduit
жолти	jaunes
жолти	jaune
испраќање	envoyant
испраќање	envoi
богатства	trésors
богатства	richesse
богатства	richesses
умерено	moyennement
умерено	modérément
соберат	rassembler
фрески	fresques
јон	ion
јон	ionique
јон	ions
отиде	allé
босански	bosniaques
босански	bosniaque
партизани	partisans
ракометна	handball
сахара	sahara
раѓа	naître
раѓа	né
раѓа	naissance
раѓа	née
раѓа	born
наводнување	irrigation
наводнување	arrosage
должности	fonctions
должности	devoirs
сфати	compris
сфати	comprenez
сфати	comprendre
сфати	comprends
хром	chrome
хром	chromé
хром	chrome
лед	verglas
лед	ice
лед	glace
електронско	électroniques
електронско	electronique
електронско	électronique
опстанок	survie
опстанок	survivre
демо	démonstration
демо	demo
демо	démo
демо	démos
доза	dosage
доза	posologie
доза	dose
доза	doses
доза	posologie
доза	dose
воздушни	antenne
воздушни	aérien
воздушни	aérienne
извршната	exécutable
германци	allemands
намибија	namibie
спроведена	mené
гласа	vote
гласа	votes
гласа	voix
бронзен	bronze
викенд	weekend
заменета	commuée
заменета	remplacé
заменета	remplacée
заменета	remplacées
заменета	remplacés
фабрики	usines
емирати	émirats
емирати	emirats
емирати	emirates
минимум	minimales
минимум	minimum
минимум	minimal
минимум	minimale
минимум	minimums
недоволно	insuffisante
недоволно	insuffisant
недоволно	insuffisance
недоволно	insuffisantes
недоволно	insuffisants
универзален	universal
универзален	universels
универзален	universelle
универзален	universel
спортист	athlètes
спортист	athlète
ангола	angola
поглавје	chapitre
намален	diminué
намален	diminuée
намален	réduit
намален	réduite
намален	réduites
вигинс	wiggins
достигнат	atteints
достигнат	atteint
достигнат	portée
достигнат	atteindre
стотина	hundred
стотина	centaine
стотина	cent
стотина	centaines
стотина	centaine
алтернативен	suppléant
алтернативен	alterner
кемал	kemal
видлива	visible
видлива	visibles
сведочи	témoigne
сведочи	témoigne
сведочи	témoigner
откриваат	dévoiler
откриваат	révéler
откриваат	révèlent
вратен	retourné
вратен	retournés
вратен	retournée
просечен	moyen
просечен	moyennes
просечен	moyenne
ќерамиди	toiture
ќерамиди	toitures
инка	inca
инка	incas
инка	entonnoir
ротација	rotation
ротација	rotation
ротација	tourner
ротација	pivoter
тенкови	réservoirs
тенкови	chars
тенкови	citernes
тенкови	cuves
загрозен	menacées
загрозен	menacée
загрозен	menacés
загрозен	menacé
загрозен	menacés
загрозен	menacée
загрозен	menacé
загрозен	menacées
човечко	humaine
човечко	humains
човечко	humain
опен	ouverte
опен	ouvrez
опен	ouvert
опен	ouverture
опен	ouvrir
публикации	publications
теодора	theodora
заболување	maladie
заболување	maladies
прстени	bagues
прстени	anneaux
воведува	introduit
практики	pratiques
младоста	jeunesse
младоста	jeunes
болки	souffrance
болки	douleur
болки	peine
болки	douleurs
академска	académiques
академска	universitaire
академска	universitaires
академска	académique
практична	pratique
тврдејќи	argumenter
тврдејќи	revendication
тврдејќи	réclamer
тврдејќи	affirmant
тврдејќи	prétendant
тврдејќи	revendiquer
панама	panama
панама	panamá
театарска	théâtrale
театарска	théâtral
мастерс	masters
мастерс	capitaines
мастерс	maîtres
каталонија	catalogne
галиција	galice
сенка	shadow
сенка	ombre
сенка	ombres
сенка	ombre
сенка	ombrage
сенка	abat
сенка	teinte
привилегии	privilège
привилегии	privilèges
привилегии	privilèges
привилегии	privilège
подигнат	érigée
подигнат	érigés
подигнат	érigées
подигнат	érigé
донесувањето	adoptant
донесувањето	promulguer
витези	knights
витези	chevaliers
витези	paladins
скијање	ski
брест	brest
анастасија	anastasia
оман	oman
диригент	conducteur
супстанции	substance
супстанции	substances
вечери	dîners
вечери	soirs
вечери	soirées
гнездо	nids
гнездо	nest
гнездо	nid
пфалц	palatinat
кралско	royale
кралско	royal
кралско	royales
кралско	royaux
кралско	impérial
кралско	impériale
кралско	impérialiste
кралско	imperial
резерват	réserve
резерват	réserver
религиозна	religieux
религиозна	religieuses
религиозна	religieuse
топлината	chaleur
математичари	mathématiciens
вага	balance
фрази	phrases
фрази	expressions
лорен	lorraine
лорен	lauren
лорен	loren
кнежевство	principauté
кози	chèvres
кози	caprins
кози	chèvre
установа	facilité
карибите	caraïbes
карибите	antilles
карибите	caraïbe
теологија	théologique
теологија	théologie
исклучоци	exceptions
исклучоци	exception
исклучоци	dérogations
оператор	exploitant
оператор	opérateur
јачина	intensités
јачина	intensité
јачина	ampleur
јачина	magnitude
јачина	grandeur
утрински	matin
утрински	morning
утрински	matinée
утрински	matinale
неуспешен	infructueuses
носејќи	portant
носејќи	roulements
преовладува	prévaut
наша	notre
наша	nos
наша	nôtre
наша	nôtres
грмушки	buissons
грмушки	brousse
грмушки	bush
грмушки	buissons
грмушки	buisson
сегменти	segments
ремо	remo
зајак	lièvre
зајак	lapins
зајак	rabbit
зајак	lapin
доволна	suffisamment
доволна	assez
наставници	professeurs
наставници	enseignants
наставници	enseignant
лош	méchant
лош	bad
лош	mal
лош	mauvaise
лош	mauvais
кал	boue
кал	kal
кал	cale
кал	cal
дан	dan
дан	dunne
дан	dunn
дан	dun
соочи	visage
соочи	face
помало	moindre
урбана	urbain
урбана	urbaines
урбана	urbains
шести	sixth
шести	sixième
предизвик	gageure
предизвик	challenge
предизвик	contestation
предизвик	défi
малтер	mortier
малтер	mortiers
исполнети	satisfaites
исполнети	accomplie
исполнети	remplies
творба	articuler
творба	articulation
матеј	matthew
матеј	mathieu
матеј	matthieu
претседателството	présidence
ријана	rihanna
пенали	pénalités
пенали	peines
пенали	pénalité
пенали	sanctions
радиус	rayon
радиус	radius
незадоволство	mécontentement
незадоволство	mécontentement
незадоволство	mécontentement
незадоволство	insatisfaction
свештеникот	priest
свештеникот	prêtre
свештеникот	curé
предизвикувајќи	étincelles
предизвикувајќи	causant
предизвикувајќи	déclenchement
празни	vides
празни	vider
празни	vide
шефот	chef
шефот	boss
шефот	patron
шефот	patronne
четворица	quatre
гледајќи	regardant
гледајќи	regarder
пластика	plastique
пластика	plastiques
пластика	plastique
пластика	plastiques
јемен	yémen
уран	uranus
обоени	peintes
обоени	peinte
обоени	peint
обоени	peints
обоени	coloré
обоени	colorée
обоени	coloré
обоени	colorée
обоени	colorés
портрети	portraits
алба	alba
идентификува	identifie
божиќ	noël
божиќ	noel
алгебра	algèbre
боби	bobby
ранети	blessé
ранети	blessée
ранети	blessées
ранети	blessés
роси	rossi
учествуваше	participé
мештаните	locaux
покриен	couvert
покриен	couvertes
покриен	couverte
покриен	recouvert
покриен	couverts
точна	exacte
точна	précises
точна	précis
точна	exacte
точна	exactement
точна	exact
точна	exactes
точна	exact
точна	corriger
точна	corrigez
точна	correct
точна	correcte
подот	cosse
подот	pod
подот	etage
подот	étage
подот	sol
подот	plancher
обемот	volume
дипломат	diplomates
дипломат	diplomate
месопотамија	mésopotamie
должноста	devoir
пури	cigare
пури	cigares
пури	cigares
пури	cigare
инцидент	incident
инцидент	incidents
работеше	fonctionné
работеше	travaillé
вторник	mardi
вирус	virus
добиток	bovins
добиток	bétail
посредник	intermédiaire
посредник	intermédiaires
посредник	médiateur
посредник	médiateurs
посредник	médiatrice
траат	dure
состаноци	rencontres
состаноци	réunions
сиромаштија	pauvreté
геолошки	géologiques
геолошки	géologique
шер	shere
шер	sher
шер	cher
алмати	almaty
разгледува	considérant
обележани	marquées
обележани	marquée
обележани	marqué
обележани	marqués
курсеви	cours
фокус	focus
фокус	concentrer
дејан	dejan
конкретни	spécifiques
конкретни	spécifique
конкретни	concret
конкретни	concrètes
конкретни	béton
супстанца	substance
наназад	arriéré
наназад	reculer
лејди	madame
лејди	dame
рап	rappeur
рап	rappeurs
рап	rap
скали	échelles
скали	escalier
скали	escalier
скали	escaliers
скали	escalier
раководители	directeurs
раководители	gestionnaires
раководители	dirigeants
раководители	cadres
раководители	exécutifs
раководители	dirigeants
ресурсите	ressources
очекувања	attentes
примарна	primaire
примарна	primaires
времетраење	duree
времетраење	durée
лесна	facile
лесна	faciles
лесна	easy
лесна	facilité
лесна	léger
лесна	légèreté
лесна	légère
лесна	légères
мадагаскар	madagascar
едрене	edirne
праќа	envoie
типични	typiques
типични	typique
пејџ	paige
џордан	jordanie
џордан	jourdain
џордан	jordanienne
џордан	jordan
постоечки	existantes
постоечки	existant
постоечки	existants
јапонска	japonais
јапонска	japonaise
јапонска	japonaises
џузепе	giuseppe
џејсон	jason
извршат	commettre
вегас	vegas
статистичка	statistique
големини	grandeurs
големини	tailles
големини	taille
признат	reconnu
признат	reconnues
признат	reconnue
признат	reconnus
признат	reconnu
признат	reconnues
признат	reconnue
признат	reconnus
остро	fortement
остро	tranchant
остро	pointu
остро	sharp
формирано	formés
формирано	formé
формирано	formées
формирано	formée
атракција	attraits
атракција	attraction
атракција	attirance
атракција	attirer
атракција	attrait
параметар	paramètre
експлоатација	exploitation
експлоатација	prospection
експлоатација	exploration
конечен	définitif
конечен	finale
конечен	final
конечен	définitive
пештери	grotte
пештери	caves
пештери	grottes
пештери	cavernes
андалузија	andalousie
вишок	excédentaires
вишок	excédent
вишок	surplus
вишок	excédents
вишок	redondant
вишок	superflu
вишок	excès
вишок	excédentaires
вишок	excédent
стенфорд	stanford
нормандија	normandie
нормандија	normande
нормандија	normandie
изложеност	exposition
антропологија	anthropologie
хаити	haiti
хаити	haïti
свадба	mariage
свадба	noces
свадба	mariages
крајбрежјето	quais
оценка	marquer
оценка	score
оценка	partition
сони	sony
сони	sonny
сони	fiston
нирнберг	nuremberg
изолација	isolation
изолација	isolement
ралф	ralph
самуил	samuel
следна	prochain
следна	suivante
следна	suivant
следна	prochaine
следна	next
стравот	peur
стравот	fear
стравот	crainte
стравот	craintes
почитува	respecte
почитува	respects
ритуали	rituels
интензитет	intensités
интензитет	intensité
обнови	restaurer
обнови	restaure
обнови	rétablir
обнови	renouvelle
обнови	renouveler
обнови	renouvellement
промовирање	promotion
промовирање	promouvoir
поразена	vaincu
поразена	vaincus
поразена	vaincu
поразена	défaite
поразена	battu
поразена	vaincus
поразена	vaincue
упатува	références
согорување	combustion
согорување	incinération
заседа	embuscade
континуирано	continuellement
континуирано	continue
континуирано	ininterrompu
континуирано	continu
континуирано	continus
континуирано	continuellement
факултети	collèges
факултети	facultés
берде	börde
евиденција	enregistrements
евиденција	records
евиденција	bûche
индиректно	indirectes
индиректно	indirecte
индиректно	indirects
индиректно	indirect
индиректно	indirectement
индиректно	indirectement
спротивни	divergentes
спротивни	divergente
спротивни	divergent
спротивни	opposé
спротивни	opposée
спротивни	contraire
спротивни	opposés
кралевите	rois
кралевите	kings
пеколот	hell
пеколот	enfer
сознанија	constatations
сознанија	conclusions
тениско	tennis
протест	protestation
протест	protestations
протест	contestation
протест	protester
протест	manifestation
рајот	paradis
рајот	heaven
рајот	cieux
рајот	ciel
панорама	panorama
панорама	panoramique
опасни	dangereux
опасни	dangereuse
опасни	dangereuses
почина	morte
почина	décédé
почина	mort
ангели	anges
ангели	angels
еми	emmy
среда	mercredi
среда	mercredis
врат	nuque
врат	cou
врат	encolure
собири	rassemblements
играчки	jouet
играчки	jouets
медичи	médicis
масовни	masse
масовни	messe
масовни	massifs
масовни	massif
масовни	massive
масовни	massives
групна	multijoueur
групна	groupe
ник	nick
ник	nic
ник	nik
идол	idol
идол	idole
витамин	vitamine
витамин	vitamines
одби	décliné
одби	refusée
одби	refusé
одби	refusées
одби	refusés
одби	refusé
одби	refusée
одење	marche
одење	marcher
одење	randonnées
одење	randonnée
одење	trekking
граѓанин	citoyenne
граѓанин	citoyen
материјална	matériel
материјална	matériaux
материјална	matériau
комесар	commissaire
комесар	commissaire
професионалец	professionnels
професионалец	professionnelle
професионалец	professionnel
професионалец	professionnelles
професионалец	pro
декларацијата	déclaration
религиски	religieux
религиски	religieuses
религиски	religieuse
припаѓал	appartenait
припаѓал	appartenaient
припаѓал	appartenu
брегови	rivages
брегови	rives
индекси	indices
мајмуни	singes
спартак	spartacus
спартак	spartak
докторат	doctorat
докторат	doctorat
докторат	doctorats
докторат	doctorants
верувањето	croire
верувањето	croyance
моќност	puissance
моќност	pouvoir
артисти	artistes
врзани	lié
врзани	liées
англо	anglo
клун	bec
празен	vides
празен	vider
празен	vide
празен	vide
празен	vierge
празен	blanc
штајнбург	steinburg
протеини	protéines
протеини	protéique
протеини	protéine
тирено	tirreno
мастејн	mustaine
михаел	alain
михаел	michael
михаел	michel
тел	tél
тел	tel
стразбур	strasbourg
предвидување	prédiction
предвидување	prévision
предвидување	prédictions
лил	lil
лил	lille
длабоки	profond
длабоки	profonds
длабоки	deep
длабоки	profonde
барбара	barbara
осло	oslo
пристигнува	arriver
пристигнува	arrivant
пристигнува	arrive
пристигнува	entrants
пристигнува	entrant
армстронг	armstrong
цветови	fleurs
руси	russes
бесплатно	gratuit
бесплатно	gratuits
бесплатно	free
бесплатно	gratuitement
бесплатно	libre
милтон	milton
задоволи	satisfont
задоволи	satisfaire
фрлање	jeter
припаѓале	appartenait
припаѓале	appartenaient
припаѓале	appartenu
гари	garry
гари	gary
милошевиќ	milosevic
базен	piscine
базен	pool
капацитети	équipements
капацитети	installations
капацитети	capacités
капацитети	lieux
грос	dégoûtant
грос	gross
грос	brut
грос	brutes
грос	brute
грос	groß
рус	rus
учествуваа	vedette
учествуваа	recommandés
учествуваа	vedettes
учествуваа	participé
одраз	reflètent
одраз	refléter
одраз	reflet
одраз	réflexion
одраз	reflets
шарлот	charlotte
ататурк	atatürk
хумор	humour
хумор	humeur
хумор	humour
работничка	travailleur
работничка	travailleuse
работничка	ouvrier
католици	catholiques
наклон	incliner
наклон	inclinaison
утро	matin
утро	morning
утро	matinée
утро	matinale
мис	mademoiselle
мис	miss
мис	melle
мис	mlle
сооднос	ratio
реми	remy
реми	rémy
реми	remi
реми	rémi
претставништво	représentation
пазарите	marchés
планетите	planete
планетите	planètes
клајн	klein
атлетико	atletico
атлетико	atlético
кафеава	brown
кафеава	marron
кафеава	bruns
кафеава	brun
кафеава	brunes
кафеава	brune
уганда	ouganda
брана	dam
брана	barrage
брана	digue
украси	parures
украси	ornements
украси	décorations
привремена	provisoire
привремена	temporaires
привремена	temporaire
привремена	température
привремена	intérimaire
привремена	temp
привремена	intérim
драстично	radicalement
адријатико	adriatico
неопходни	nécessaires
неопходни	nécessaire
половината	taille
половината	moitié
половината	demi
изолирани	isolées
изолирани	isolés
изолирани	isolée
изолирани	isolé
откри	révélés
откри	révélé
откри	dévoilé
откри	révélées
откри	révélée
френклин	franklin
бродовите	navires
бродовите	vaisseaux
бродовите	bacs
бродовите	ferries
бродовите	transbordeurs
бродовите	traversiers
предупредување	alerte
предупредување	avertissement
предупредување	avertissements
кршење	violation
кршење	infraction
кршење	brisant
кршење	cassant
кршење	rompre
кршење	rupture
кршење	briser
кршење	smashing
