tudi	همچنین
mesa	گوشته
mesa	گوشت
film	فیلمی
film	فیلم
film	فیلمش
film	سینمایی
film	فیلم
film	film
oktobra	اکتبر
oktobra	october
gre	میرود
občine	شهرهای
občine	دهستانهای
brigada	تشکیلات
brigada	تیپ
brigada	الرسول
vrste	گونه
vrste	گونههای
vrste	انواع
sveta	سوتا
sveta	مقدس
sveta	شورای
sveta	شورا
sveta	انجمن
kako	چطور
svetovna	جهان
svetovna	دنیا
svetovna	جهانی
svetovna	سراسری
svetovna	جهانی
svetovna	گلوبال
marca	مارس
marca	پیشروی
marca	راهپیمایی
sin	پسر
verjetno	احتمالا
verjetno	احتمالاً
pot	راه
pot	مسیر
pot	مسیر
pot	جاده
pot	راه
houten	هوتن
vsi	همه
vsi	همه
vsi	همه
nekateri	بعضیها
nekateri	برخی
avgusta	آگوست
avgusta	آگست
avgusta	اوت
aprila	اپریل
aprila	آوریل
vsebuje	حاوی
vsebuje	حاوی
umrl	بمیرم
umrl	بمیرد
umrl	بمیر
umrl	مرحوم
umrl	درگذشت
večina	اکثر
večina	بیشتر
večina	بیشترین
večina	اکثریت
pogovor	بحثش
pogovor	بحث
pogovor	گفتگو
pogovor	مکالمه
pogovor	گفتگوی
pogovor	حرف
razvoj	توسعه
razvoj	تکامل
razvoj	فرگشت
razvoj	تحول
razvoj	evolution
razvoj	اوولوشن
razvoj	توسعه
velike	بزرگ
velike	درشت
velike	بیگ
velike	big
velike	بزرگ
velike	بزرگی
velike	ولیک
imela	had
uradna	رسمی
album	آلبوم
ampak	ولی
ampak	اما
novembra	نوامبر
napisal	نوشتم
roman	رومان
roman	رومی
roman	رومن
roman	روم
roman	رمان
dobil	شو
števila	اعداد
števila	عدد
števila	اعدادی
kaj	چی
kaj	چه
katero	کدام
katere	کدام
rowspan	rowspan
malo	ملو
poti	مسیرها
poti	راههای
poti	مسیرهای
poti	مسیرها
imenovan	معین
vojska	ارتش
vojska	نظامی
vojska	ارتشی
vojska	لشگر
vojska	ارتش
vojska	ارتشی
vojska	سپاه
vojska	لشکر
vode	آب
vode	آبها
vode	آبهای
italijanski	ایتالیایی
italijanski	ایتالیا
naslov	آدرس
naslov	نشانی
znan	دانسته
znan	معلوم
znan	مشهور
znan	مشهوره
znan	معروف
mora	باید
robert	رابرت
robert	روبرت
robert	robert
robert	روبر
pisatelj	نویسنده
dni	روزها
dni	روزگار
dni	روزهایی
dni	روزای
dni	روزهای
močno	قوی
močno	توانا
močno	نیرومند
močno	پرقدرت
močno	قدرتمند
običajno	نرمال
običajno	عادی
običajno	معمولی
običajno	طبیعی
običajno	معمولا
običajno	معمولا
običajno	معمولاً
običajno	معمول
običajno	همیشگی
slovensko	اسلوونیایی
slovensko	اسلوونی
igrah	بازیهای
igrah	بازیها
igrah	بازی
najprej	اول
najprej	ابتدا
najprej	نخستین
vir	مبدأ
vir	متن
vir	منبع
vir	منبع
svet	جهان
svet	دنیا
svet	جهانی
svet	شورای
svet	شورا
svet	انجمن
jean	ژان
valign	valign
william	ویلیام
nove	تازه
nove	نو
nove	جدید
nove	نیو
angleški	انگلیسی
angleški	english
okrog	اطراف
okrog	حوالی
politik	سیاستمدار
politik	سیاستهای
vsak	هر
vsak	هرکدوم
vsak	هریک
novi	تازه
novi	نو
novi	جدید
novi	نیو
novi	نووی
posebej	مخصوصا
posebej	بخصوص
predstavlja	معرف
ruski	روس
ruski	روسیه
ruski	روسی
#aaa	#aaa
pozneje	دیرتر
pozneje	بعدها
pozneje	بعدا
pozneje	بعداً
bolezni	ناخوشی
bolezni	مرضی
bolezni	بیماری
bolezni	بیماری
bolezni	بیماریهای
bolezni	بیماریها
bolezni	بیماری
cerkve	کلیساها
cerkve	کلیساهای
jezik	زبون
jezik	زبان
jezik	زبان
nekatere	بعضیها
nekatere	برخی
velik	بیگ
velik	big
velik	بزرگ
velik	بزرگی
san	san
san	سن
san	سان
bataljon	گردان
februarja	فوریه
njimi	آنها
njimi	آنان
njen	تختی
njen	او
oblast	اوبلاست
anton	آنتون
klub	باشگاه
klub	چماق
klub	کلاب
klub	کلوب
klub	کلوپ
sedež	صندلی
kraj	محل
kraj	مکانی
kraj	مکان
kraj	جای
kraj	جایی
članek	مطلب
članek	مقالۀ
članek	مقاله
slovenskega	اسلوونیایی
slovenskega	اسلوونی
oče	بابا
oče	پدر
oče	پدری
oče	پدر
igralec	بازیکن
igralec	هنرپیشه
igralec	بازیگر
igralec	actor
toda	ولی
toda	اما
popolnoma	کاملا
popolnoma	کلا
vasi	روستاها
vasi	روستاهای
vasi	روستای
vasi	دهکده
vasi	ویلیج
vasi	روستا
papež	پاپ
papež	پوپ
list	برگی
list	برگ
list	ورقه
list	برگه
različne	گوناگون
povprečna	متوسط
povprečna	میانگین
tretji	سومین
tretji	سومی
tretji	سوم
zveza	رابطه
martin	مارتن
martin	مارتین
nemčija	آلمان
povprečno	متوسط
povprečno	میانگین
njih	آنها
njih	آنان
konec	پایان
colspan	colspan
vrh	بالا
vrh	top
vrh	تاپ
vrh	اوج
vrh	فاعل
vrh	وره
vrh	اوج
vrh	قله
mogoče	شایدم
mogoče	شاید
hitro	سریع
hitro	سریع
hitro	روزه
hitro	تند
hitro	بسرعت
imeli	had
podatki	اطلاعات
podatki	معلومات
starost	عصر
starost	age
starost	سنی
starost	سن
ženske	زنانی
ženske	زنها
ženske	زنان
nemško	آلمان
nemško	آلمانی
pomembno	مهمند
pomembno	مهم
franc	فرنسیس
franc	فرانسیس
naprej	جلو
srbsko	صرب
srbsko	صربی
britanski	بریتانیایی
britanski	بریتانیا
david	داوید
david	داود
david	داوود
david	دیوید
david	david
cesar	امپراتور
cesar	امپراطور
cesar	سزار
škof	اسقف
škof	بیشاپ
zveze	رابطه
zveze	روابط
reke	ریور
reke	رود
reke	رودخانه
reke	رودهای
reke	ریورز
reke	رودها
včasih	گاهی
evropi	اروپای
evropi	اروپا
šolo	مدرسه
šolo	مکتب
oblike	شکلها
oblike	شکلهای
oblike	شکل
paul	پائول
paul	پال
paul	پل
paul	پاول
york	یورک
type	تیپ
type	نوع
type	تایپ
zgodovina	تاریخچه
zgodovina	تاریخ
enote	واحدها
italija	ایتالیا
program	برنامۀ
program	پروگرام
program	برنامه
program	برنامه
ljudje	انسانها
ljudje	بشر
ljudje	افراد
ljudje	مردمان
ljudje	آدمها
ljudje	مردم
igre	بازیهای
igre	بازیها
igre	بازی
hkrati	همزمان
znani	دانسته
znani	معلوم
znani	مشهور
znani	مشهوره
znani	معروف
območje	منطقه
območje	زون
območje	منطقه
območje	مساحت
območje	ناحیه
podobno	مشابه
vojaški	ارتش
vojaški	نظامی
vojaški	ارتشی
zadnji	آخری
zadnji	لست
zadnji	واپسین
zadnji	آخرین
zadnji	اخرین
zlasti	مخصوصا
zlasti	بخصوص
spletna	online
spletna	برخط
spletna	آنلاین
enota	یگان
enota	یکای
enota	واحد
enota	یکا
com	com
leti	پرواز
leti	پروازهای
leti	پروازها
letalo	هواپیمای
letalo	هواگرد
letalo	هواپیمای
letalo	هواپیمایی
letalo	هواپیما
letalo	هواپیمای
letalo	طیاره
prostor	فضای
prostor	فضا
prostor	فضایی
prostor	فاصله
silla	سیلا
silla	شیلا
ferrari	فراری
pravi	میگه
pravi	میگوید
francija	فرانس
francija	فرانسه
ustanovljena	بنیان
ustanovljena	تمکین
williams	ویلیامز
podjetje	گروهان
podjetje	شرکت
podjetje	company
podjetje	کمپانی
pride	آید
družine	خانواده
univerze	دانشگاههای
univerze	دانشگاهها
skupino	گروهبندی
skupino	گروپ
skupino	گروه
središče	سنتر
središče	مرکزش
središče	مرکز
središče	سنتر
središče	مرکز
pet	پت
pet	پنج
pet	فایو
izraz	ترم
izraz	اجل
izraz	اصطلاح
izraz	تجلّی
izraz	عبارت
živali	جانوران
živali	حیوانات
živali	حیوانی
živali	حیوانات
živali	جانوران
živali	حیوان
moč	قوت
moč	نیرو
moč	قدرت
moč	استحکام
moč	قدرت
moč	پاور
moč	توان
moč	power
moč	قدرتش
potrebno	لازم
potrebno	ضروری
potrebno	واجب
znana	دانسته
znana	معلوم
znana	مشهور
znana	مشهوره
znana	معروف
otrok	جیگر
otrok	عزیزم
otrok	بچه
otrok	کید
otrok	کودک
otrok	کودکان
otrok	فرزند
otrok	بچه
sedaj	اکنون
sedaj	الان
sedaj	حالا
glavno	main
glavno	اصلی
glavno	ماین
kraljestvo	فرمانروایی
kraljestvo	پادشاهی
vrsta	صف
vrsta	تیپ
vrsta	نوع
vrsta	تایپ
vrsta	گونه
vrsta	گونههای
avtor	مؤلف
avtor	نویسندۀ
avtor	نویسنده
položaj	موضع
položaj	موقعیت
položaj	وضعیت
položaj	موقعیت
james	جیمز
james	خامس
prej	پیش
znanosti	علمی
znanosti	علم
znanosti	علوم
znanosti	علوم
nov	تازه
nov	نو
nov	جدید
nov	نیو
pesnik	poet
pesnik	شاعری
pesnik	شاعر
osebe	اشخاص
osebe	افراد
osebe	مردمان
osebe	آدمها
osebe	مردم
gospodinjstvo	خانوار
imelo	had
obdobje	دوره
obdobje	دورهای
obdobje	پریود
obdobje	دورۀ
država	کانتری
država	کشوری
država	کشور
država	مملکت
država	ییلاق
država	حالت
država	استیت
država	دولت
država	وضعیت
država	ایالت
nikoli	هیچوقت
nikoli	هرگز
metrov	متری
metrov	متر
metrov	متر
zdaj	اکنون
zdaj	الان
zdaj	حالا
skupno	مجموع
skupno	کلا
skupno	کل
skupno	مفصل
umetnosti	arts
umetnosti	هنر
umetnosti	هنرهای
umetnosti	art
umetnosti	هنر
umetnosti	آرت
večji	بزرگتر
večji	بزرگتر
večji	بزرگتری
duhovnik	راهب
duhovnik	کاهن
duhovnik	کشیش
duhovnik	کشیشی
številne	بیشماری
takoj	فوراً
takoj	فورا
takoj	بلافاصله
most	پل
most	پلی
andrej	آندری
andrej	آندری
andrej	اندرو
besede	کلمات
besede	واژه
njena	تختی
njena	او
telesa	بدن
telesa	بدنی
telesa	بدنه
telesa	جسم
telesa	body
telesa	اجساد
charles	شارل
charles	چارلز
sveti	درخشیدن
sveti	بدرخش
sveti	درخشش
sveti	قدیس
sveti	سن
sveti	مقدس
vsako	هر
park	park
park	پارک
njej	او
george	جرج
george	گئورگ
george	جورج
uporaba	استعمال
uporaba	کاربرد
sovjetska	شوروی
igra	بازی
igra	گیم
london	لندن
london	london
oblika	شکل
oblika	فرم
oblika	شکل
oblika	قالب
oblika	قالبی
mest	شهرها
mest	شهرها
znotraj	داخل
znotraj	درون
znotraj	درونت
lastnosti	مشخصات
lastnosti	ویژگیها
lastnosti	ویژگیهای
lastnosti	ویژگیها
lastnosti	ویژگیهای
top	کانن
top	بالا
top	top
top	تاپ
top	اوج
top	فاعل
knjige	کتابها
knjige	کتاب
knjige	کتابهای
črni	مشکی
črni	سیاه
črni	سیاهی
črni	بلک
družina	فامیل
družina	خانوادگی
družina	خانواده
oznaka	کد
oznaka	برچسب
oznaka	تگ
oznaka	برچسب
nemška	آلمان
nemška	آلمانی
vodil	led
vodil	رفاقت
južni	جنوب
južni	جنوبی
šola	مدرسه
šola	مکتب
pomoč	کمکهای
pomoč	توفیق
pomoč	کمک
prebivalci	ساکنین
prebivalci	یاران
deli	قطعات
deli	عورت
društvo	اجتماع
društvo	جامعه
društvo	انجمن
najboljši	بهترین
najboljši	بهتر
najboljši	best
največji	بزرگترین
vojaška	ارتش
vojaška	نظامی
vojaška	ارتشی
severni	شمالی
severni	نورث
severni	شمال
severni	شمالی
severni	شمال
slike	تصاویر
slike	عکسها
slike	عکس
slike	پیکچرز
slike	تصاویر
slike	عکسها
slike	عکس
michael	میکائیل
michael	مایکل
sur	سور
rodil	متولد
rodil	زاده
blizu	نزدیکی
blizu	نزدیک
njeno	تختی
okrožje	شهرستان
okrožje	کانتی
okrožje	منطقه
okrožje	ناحیه
okrožje	بخش
pregled	خلاصۀ
pregled	خلاصه
pregled	مرور
pregled	بازبینی
pregled	بازدید
pregled	کنکور
pregled	معاینه
večje	بزرگتر
večje	بزرگتر
večje	بزرگتری
finska	فنلاند
finska	فنلاندی
finska	فنلاند
organizacije	سازمانها
organizacije	سازمانهای
največ	max
največ	مکس
največ	ماکس
največ	بیشینه
največ	اکثر
največ	بیشتر
največ	بیشترین
vojsko	لشگر
vojsko	ارتش
vojsko	ارتشی
vojsko	سپاه
vojsko	لشکر
stoji	قیام
stoji	ایستاده
stoji	ایستادن
stoji	حایل
muzej	موزه
thomas	توماس
thomas	تامس
thomas	توما
last	ویژگی
last	دارایی
last	ملک
last	اموال
last	مالکیت
navadno	معمولا
osebno	شخصی
osebno	شخصا
osebno	شخصاً
sile	نیروهای
sile	نیروهایی
gori	سوزاندن
gori	سوختن
gori	برنز
gori	سوختگی
letala	هواپیمای
letala	هواگرد
letala	هواپیماهای
letala	هواپیماها
oblasti	مسئولین
oblasti	مقامات
oblasti	مسئولان
net	تور
net	net
ostal	موندن
ostal	ماندن
ostal	اقامت
ostal	ماند
ostal	درنگ
cesarstva	فرمانروایان
nazaj	عقب
nazaj	پشت
nazaj	باز
nazaj	برگشت
profesor	پروفسور
profesor	پرفسور
šole	مدارس
šole	مدرسه
šole	مکتب
hitrost	سرعت
hitrost	سرعت
dolgo	طولانی
dolgo	لانگ
dolgo	دراز
prišel	آمد
študij	مطالعات
pokal	فنجان
pokal	جامی
pokal	کاپ
pokal	جام
spet	دوباره
hrvaška	کروات
hrvaška	کرواسی
dovolj	کافیه
gora	قرا
gora	کوهستانی
gora	کوهی
gora	کوه
gora	کوهستان
file	فیله
des	des
des	دس
mercedes	mercedes
mercedes	مرسدس
ret	ret
stoletje	قرن
stoletje	قرنه
stoletje	سده
vpliv	ضربه
vpliv	اصابت
vpliv	برخوردی
vpliv	برخورد
vpliv	تاثیر
vpliv	تأثیر
vpliv	نفوذ
vodo	آب
ustanovil	بنیان
nagrade	ثواب
nagrade	اجر
nagrade	پاداش
nagrade	جوایز
nagrade	جوایز
morda	شایدم
morda	شاید
postane	گردد
skladatelj	مؤلف
skladatelj	composer
skladatelj	آهنگساز
obliko	شکل
obliko	فرم
obliko	شکل
severno	شمالی
severno	نورث
severno	شمال
severno	شمالی
severno	شمال
enako	ایضا
enako	همون
enako	برابر
enako	مساوی
skupnosti	جوامع
skupnosti	اجتماعات
skupnosti	اجتماع
skupnosti	ملتی
skupnosti	جامعه
skupnosti	انجمن
skupnosti	امت
milijonov	میلیون
milijonov	میلیونی
milijonov	ملیون
medaljo	مدال
področja	نواحی
področja	مناطق
društva	جوامع
smrt	مرگ
france	فرانس
france	فرانسه
smeri	جهت
smeri	مسیرها
voda	آب
podjetja	شرکتها
podjetja	شرکتهای
podjetja	احزاب
podjetja	شرکتها
angleško	انگلیسی
angleško	english
uradno	رسمی
uradno	رسما
glavna	main
glavna	اصلی
glavna	ماین
delovanje	عملیات
delovanje	عمل
omogoča	اجازۀ
renault	رنو
izvor	خاستگاه
izvor	مبدأ
izvor	منشأ
izvor	مبدا
vsem	همه
zakon	حقوق
zakon	قانون
zakon	ازدواج
barve	رنگ
barve	رنگها
barve	رنگها
barve	رنگهای
barve	رنگها
barve	رنگ
barve	نقاشی
družba	اجتماع
družba	جامعه
družba	انجمن
družba	گروهان
družba	شرکت
družba	company
družba	کمپانی
prišlo	آمد
filozof	فیلسوف
telo	بدن
telo	بدنی
telo	بدنه
telo	جسم
telo	body
korpus	لشگر
korpus	تفنگداران
splošno	عموما
splošno	عموماً
splošno	عمومی
splošno	ژنرال
splošno	جنرال
world	جهان
world	دنیا
world	جهانی
reki	ریور
reki	رود
reki	رودخانه
visoko	والا
visoko	رفیع
visoko	بلند
posebno	مخصوص
posebno	ویژه
posebno	خاص
posebno	استثنایی
posebno	خاصه
reference	مراجع
dal	دال
meri	هدفگیری
meri	meri
ustanovljen	بنیان
ustanovljen	تمکین
cesta	جاده
večkrat	مرتباً
kariere	حرفه
kariere	شغل
enot	واحدها
ameriška	آمریکایی
ameriška	امریکایی
ameriška	امریکن
ameriška	آمریکن
les	الوار
les	چوبی
les	وود
les	چوب
les	لیس
les	له
les	les
les	لز
les	لس
les	الوار
pomen	معنای
pomen	معنی
pomen	معنا
energije	انرژی
naslednji	بعدی
naslednji	next
mark	مارک
reka	ریور
reka	رود
reka	رودخانه
joseph	یوسف
joseph	یوزف
joseph	ژوزف
joseph	جوزف
aleksander	اسکندر
aleksander	الکساندر
louis	لویی
louis	لوئی
znano	دانسته
znano	معلوم
znano	آشنای
znano	آشنا
znano	اشنا
znano	آشناست
itd	غیره
skupini	گروهها
družbe	شرکتها
družbe	شرکتهای
družbe	احزاب
družbe	جوامع
vojaško	ارتش
vojaško	نظامی
vojaško	ارتشی
stari	رفیق
stari	پیر
stari	قدیمی
stari	قدمت
stari	کهنه
doma	خانه
doma	وطن
doma	خونه
doma	آغازه
albuma	آلبوم
otok	آیلند
otok	جزیره
zmanjšanje	کاهش
zmanjšanje	کاهش
zmanjšanje	تقلیل
zmanjšanje	کاهی
zmanjšanje	کاهش
zbirka	مجموعۀ
zbirka	مجموعه
vrednosti	مقادیر
vrednosti	ارزشها
člani	اعضای
člani	اعضا
oba	هردو
mali	اندکی
mali	کوچک
mali	کم
mali	لیتل
mali	کوچولو
mali	مالی
različica	نسخۀ
različica	نسخه
različica	variant
znanstveno	علمی
motor	موتور
motor	دوچرخه
motor	موتور
motor	موتورسیکلت
motor	موتوری
motor	موتور
hans	هانس
pomemben	مهمند
pomemben	مهم
marija	ماری
marija	مریم
marija	مری
marija	ماریا
značilnosti	مشخصات
značilnosti	ویژگیها
značilnosti	ویژگیهای
sovjetski	شوروی
cesarstvo	امپراطوری
cesarstvo	امپایر
cesarstvo	امپراتوری
grof	شمارش
vodja	لیدر
vodja	رهبر
južno	جنوب
južno	جنوبی
južno	ساوت
južno	جنوب
južno	جنوبی
sil	سیل
besedilo	متن
besedilo	شعر
besedilo	شعرای
svg	svg
dobi	شو
model	model
model	مدل
elst	الست
richard	ریچارد
razred	رده
razred	ردۀ
razred	کلاس
razred	طبقاتی
razred	class
razred	کلاسی
zgodovino	تاریخچه
zgodovino	تاریخ
ozemlje	قلمروی
ozemlje	قلمرو
kadar	وقتی
kadar	چون
dirka	نژاد
dirka	مسابقه
divizije	تقسیمات
divizije	بخشها
človek	انسان
človek	مَرد
človek	مرد
kitara	گیتار
dom	خانه
dom	وطن
dom	خونه
dom	آغازه
dom	دام
uspešno	موفق
uspešno	رستگار
dokler	تا
znak	امضا
znak	امضاء
znak	علامت
mati	مادر
mati	مادری
celje	تسلیه
univerza	دانشگاه
univerza	qom
alt	alt
alt	الت
alt	آلت
objavil	پست
knjižnica	کتابخانه
odkril	کشف
vlade	دولتی
vlade	حکومت
vlade	دولت
vlade	دولتها
vlade	دولتهای
trije	سه
slikar	نقاش
zbor	همخوان
zbor	کورس
rezultati	نتایج
rezultati	نتیجه
rezultati	نتایجی
pomembna	مهمند
pomembna	مهم
zlato	زرین
zlato	طلایی
zlato	گلدن
zlato	طلائی
zlato	طلای
zlato	gold
zlato	طلا
zlato	طلایی
zlato	گلد
zlato	زرین
pravice	حقوق
namen	قصدش
namen	قصد
namen	مقصود
namen	هدفی
kriegsmarine	کریگسمارینه
mclaren	مکلارن
polje	فیلد
polje	حوزه
polje	پولیه
polje	پلج
začetek	شروع
začetek	آغاز
začetek	ابتدای
začetek	آغاز
sama	تنهایی
sama	تنها
točk	نقاط
točk	امتیاز
odprto	باز
spremembe	تغییرات
spremembe	اصلاحات
spremembe	تغییر
race	اردک
moški	مردانی
moški	مردها
moški	مردان
moški	مذکر
moški	نر
moški	انسان
moški	مَرد
moški	مرد
srednji	وسطی
srednji	میدل
srednji	میانی
srednji	میانه
srednji	وسط
sestavi	نگارش
sestavi	سرودن
sestavi	انشاء
sestavi	ترکیب
rim	رُم
rim	رم
rim	روم
alfa	آلفا
stanje	وضعیت
stanje	وضعیت
stanje	موقعیت
stanje	حالت
stanje	استیت
stanje	دولت
stanje	وضعیت
stanje	ایالت
stanje	شرط
stanje	شرایط
rusija	روسیه
obdobja	دوران
anglija	انگلستان
anglija	انگلیس
