yang	јанг
antara	меѓу
pelajar	студенти
pelajar	ученици
pelajar	студентите
pelajar	студентски
pelajar	ученик
pelajar	ученичка
pelajar	студент
utara	северно
utara	север
utara	северот
utara	северен
utara	северна
syarikat	корпорација
syarikat	компанија
syarikat	претпријатија
syarikat	компании
raya	раја
beberapa	неколку
jumlah	суми
jumlah	количини
jumlah	сума
jumlah	износ
jumlah	количество
jumlah	вкупно
jumlah	вкупен
jumlah	тотал
jumlah	вкупна
republik	републиканец
republik	републиканска
republik	републикански
republik	републиканци
republik	република
republik	republic
republik	републиката
kumpulan	група
kumpulan	групно
kumpulan	групни
kumpulan	групна
kumpulan	групи
tentera	воена
tentera	војска
tentera	војници
tentera	армија
tentera	војска
amerika	американска
amerika	американски
amerika	американец
amerika	америка
amerika	amerika
amerika	америка
turki	мисирка
turki	турција
turki	турците
turki	турци
turki	турска
turki	турско
turki	турски
turki	турскиот
baru	ново
baru	нов
baru	нови
baru	нова
buah	бобинки
buah	овошје
buah	плод
buah	овошна
buah	овошје
buah	плодови
jawa	јава
jawa	java
bawah	дното
bawah	долен
bawah	дно
bawah	под
hari	ден
hari	денови
hari	дена
google	гугл
google	google
pemain	играчи
pemain	играчот
pemain	играч
melayu	малајски
kerajaan	кралство
kerajaan	царство
kerajaan	царство
kerajaan	империја
kerajaan	царство
kerajaan	влада
sama	еднакво
sama	еднаков
sama	еднакви
sama	истите
sama	истото
sama	исто
sama	исти
sama	ист
sama	иста
iran	иранците
iran	иранци
iran	иран
iran	иранските
iran	иранскиот
iran	ирански
ahli	членка
ahli	член
ahli	членки
ahli	членовите
ahli	членови
poskod	postcode
kedua	второ
kedua	втор
kedua	втори
kedua	втората
kedua	втора
pasukan	трупи
pasukan	војници
pasukan	екипи
pasukan	тимови
pasukan	трупи
pasukan	трупа
pasukan	екипа
pasukan	тим
islam	исламски
islam	исламска
islam	ислам
islam	исламот
mana	мана
mana	каде
ketua	шеф
ketua	главен
ketua	шефот
ketua	началник
ketua	претседавач
ketua	претседавачот
masa	времето
masa	време
lagu	песна
lagu	песни
style	стил
tengah	тенгку
tengah	средина
tengah	среден
jerman	германски
jerman	герман
jerman	германска
jerman	germany
jerman	германија
jerman	германци
jerman	германците
jalan	road
jalan	пат
utama	главни
utama	главен
utama	главна
utama	главното
utama	примарна
utama	примарно
utama	примарен
banyak	многумина
salah	неточно
salah	неточни
salah	погрешно
salah	погрешна
apabila	кога
bahagian	дивизија
bahagian	поделба
bahagian	рез
bahagian	оддел
bahagian	отсек
bahagian	секција
bahagian	делови
bahagian	секции
bahagian	дел
menggunakan	користење
menggunakan	користејќи
lagi	повторно
lagi	одново
lagi	пак
lagi	уште
lagi	повеќе
jenis	тип
jenis	типови
sungai	реки
sungai	риверс
sungai	реките
sungai	река
sungai	ривер
sungai	реката
kota	град
kota	градско
kota	градот
kota	градски
jepun	јапонија
jepun	јапан
jepun	јапонско
jepun	јапонска
jepun	јапонски
anak	дете
ada	таму
ada	ада
tanah	ланд
tanah	копно
tanah	земјиште
tanah	тло
tanah	почва
tanah	поседи
national	национални
national	национална
national	национален
national	национално
bersama	взаемна
bersama	заеднички
bersama	взаемно
bersama	заедно
dikenali	препознаат
dikenali	призната
dikenali	признат
dikenali	препознаен
dikenali	позната
dikenali	познати
dikenali	познат
dikenali	препознатлив
dikenali	препознатливо
hanya	само
sebelum	пред
air	вода
air	воден
air	води
air	воздух
air	ер
air	air
sepanyol	шпанија
sepanyol	шпански
sepanyol	шпанско
sepanyol	шпанска
raja	раја
raja	крал
raja	кинг
raja	кралот
perang	војна
perang	војни
wanita	дами
wanita	дамите
wanita	жената
wanita	жено
wanita	жена
wanita	жени
wanita	женски
wanita	жените
kuala	сливот
kuala	куала
sistem	систем
sistem	системи
pulau	pulau
pulau	островот
pulau	остров
team	екипа
team	тим
provinsi	покраина
provinsi	провинција
provinsi	покраината
provinsi	покраини
provinsi	провинции
kanak	дете
termasuk	вклучени
termasuk	вклучено
termasuk	вклучувајќи
termasuk	inclusive
termasuk	вклучува
pendidikan	образовна
pendidikan	образовен
pendidikan	образовни
pendidikan	едукативна
pendidikan	образование
pendidikan	едукација
musim	сезона
musim	сезони
penduduk	жителите
penduduk	жители
penduduk	популација
penduduk	население
kini	сега
semasa	актуелни
semasa	тековната
semasa	моментална
semasa	сегашна
semasa	тековна
semasa	додека
carian	претреси
carian	пребарување
carian	барај
cest	cest
kemudian	потоа
kemudian	тогаш
serbia	србија
serbia	срби
serbia	србите
serbia	српска
serbia	српски
tiga	тројца
tiga	три
tiga	тројка
keseluruhan	преглед
keseluruhan	севкупно
keseluruhan	општо
keseluruhan	цела
keseluruhan	целина
tinggi	високиот
tinggi	висок
tinggi	висока
tinggi	хај
tinggi	високо
tinggi	high
tinggi	повисоко
tinggi	повисок
tinggi	повисока
tinggi	повисоки
tinggi	висина
guru	наставник
guru	професорка
guru	наставничка
guru	учител
guru	професор
guru	учители
guru	наставниците
guru	наставници
czech	чешкиот
czech	чешки
czech	чешка
wikipedia	википедија
melalui	виа
melalui	преку
melalui	via
melalui	низ
melalui	преку
setiap	секоја
setiap	секое
setiap	секој
setiap	секоја
menteri	министер
menteri	министерката
menteri	министерка
menteri	министри
menteri	министрите
semua	сите
bulan	месечина
bulan	месечева
bulan	месечината
bulan	месеци
bulan	месецот
bulan	месец
bulan	месечно
bulan	месечен
kapal	медиумот
kapal	медиум
kapal	брод
kapal	бродови
kapal	бродовите
kecil	малечко
kecil	мала
kecil	мал
kecil	мали
kecil	мало
kecil	ситна
taman	парк
taman	park
taman	градината
taman	градина
taman	паркс
taman	паркови
taman	парковите
album	албум
album	албуми
azerbaijan	азербејџан
azerbaijan	азербејџански
new	ново
new	нов
new	нови
new	нова
club	клуб
mukim	парохија
eropah	европа
eropah	европски
eropah	европско
eropah	европска
inggeris	англија
inggeris	англиски
gambar	слика
gambar	слики
gambar	фотографии
gambar	слики
batu	камења
batu	камени
batu	камен
batu	стон
batu	бату
batu	рок
batu	камен
batu	карпа
buku	книги
rumah	дом
rumah	дома
rumah	домот
rumah	home
rumah	куќи
rumah	куќа
rumah	хаус
bola	bola
bola	топка
bola	бал
bola	топката
bola	топче
kedudukan	позиција
kedudukan	положба
kedudukan	пласман
kedudukan	позиционирање
huruf	букви
huruf	писма
huruf	писмо
huruf	буква
itali	италија
itali	италијанска
itali	италијански
itali	италијанецот
itali	италијанец
laporan	пријави
laporan	извештај
laporan	пријавување
laporan	извештаите
laporan	извештаи
laporan	известува
data	податок
data	податоци
flag	знамиња
china	кина
china	кинески
pusat	центри
pusat	центри
pusat	централно
pusat	централен
pusat	централа
pusat	централна
pusat	средина
pusat	центар
pusat	средина
pusat	центар
sultan	султан
sultan	султанот
country	земја
country	држава
country	кантри
paling	повеќето
paling	најмногу
rasmi	официјално
rasmi	службен
rasmi	службено
rasmi	официјална
murid	апостоли
murid	студенти
murid	ученици
murid	студентите
kali	кали
bersatu	обединето
bersatu	обединет
bersatu	обединета
bersatu	соединети
bersatu	јунајтед
bersatu	обединета
bersatu	обединето
bersatu	обединети
masih	сеуште
masih	уште
masih	сепак
naib	заменик
naib	пороци
naib	вице
anjing	куче
anjing	кучиња
mula	почни
mula	почеток
mula	старт
semula	повторно
semula	одново
semula	пак
awal	рано
awal	ран
pelakon	глумци
pelakon	актери
pelakon	глумица
pelakon	актерка
pelakon	глумец
pelakon	актер
terhadap	против
peta	мап
peta	карта
peta	мапа
peta	мапата
peta	мапи
peta	мапите
peta	maps
bentuk	облик
bentuk	форма
pernah	некогаш
pernah	некад
bin	држач
bin	бин
waktu	времето
waktu	време
mendapat	добива
kereta	автомобил
kereta	кола
kereta	автомобилите
kereta	автомобили
kereta	коли
kereta	воз
kuasa	моќи
kuasa	овластувања
kuasa	ингеренции
kuasa	моќ
kuasa	власт
kuasa	моќност
clubnat	clubnat
sejarah	историски
sejarah	историско
sejarah	историска
sejarah	историја
walaupun	иако
walaupun	иако
report	пријави
report	извештај
masjid	џамиите
masjid	џамии
masjid	џамија
sendiri	сами
sendiri	сама
sendiri	сам
sendiri	сопствени
sendiri	сопствено
sendiri	сопствена
sendiri	сопствен
piala	трофеј
piala	чашка
piala	куп
piala	шолја
piala	пехар
pecahan	слом
pecahan	дропки
pecahan	расипување
pecahan	фракција
pecahan	делче
kira	кира
kira	пресмета
kira	пресметување
kira	пресметува
pilihan	избор
pilihan	опционално
pilihan	изборно
agama	религија
agama	верски
agama	религиозен
agama	религиски
agama	религиозно
agama	религиозна
agama	религии
agama	религиите
pos	поз
pos	објава
pos	објавата
pos	пост
pos	објави
pos	поштенски
jakarta	џакарта
universiti	универзитети
universiti	универзитет
antarabangsa	international
antarabangsa	меѓународна
antarabangsa	интернационална
antarabangsa	меѓународни
antarabangsa	меѓународен
kuno	древни
kuno	древно
kuno	античка
kuno	древна
kuno	антички
namun	сепак
namun	сепак
tiada	ниеден
tiada	никој
tiada	ниедна
parti	партиски
parti	партиска
parti	забава
parti	журка
parti	партија
parti	партиите
parti	партии
parti	забави
bermula	почна
bermula	започна
bermula	почнал
bermula	почнаа
bermula	започнува
bermula	почнува
bermula	почнувам
bermula	почнувајќи
bermula	почетна
bermula	започнува
bermula	почнува
para	пара
pula	пула
pelbagai	повеќекратни
pelbagai	повеќекратна
pelbagai	повеќекратен
pelbagai	мулти
pelbagai	разни
kadar	стапка
kadar	стапките
kadar	стапки
bukan	не
perak	перак
perak	сребрено
perak	сребрен
perak	сребрена
perak	сребро
perak	сребрени
meter	метар
meter	метри
meter	мерач
meter	метар
meter	метри
abdul	абдул
asia	азиско
asia	азиски
asia	азиска
asia	азија
burung	птица
burung	птиците
burung	птици
september	септември
bukit	букит
bukit	брдо
bukit	ридот
bukit	hill
bukit	хил
bukit	рид
diri	себе
diri	себеси
diri	самиот
diri	себе
diri	себеси
diri	самиот
kepelbagaian	разновидност
kepelbagaian	разновидноста
kepelbagaian	разновидност
kepelbagaian	диверзификација
kepelbagaian	варијанта
jantina	полови
jantina	пол
jantina	полот
jantina	половите
jantina	секс
januari	јануари
pokok	дрво
pokok	стебло
pokok	стебла
pokok	дрвја
pokok	дрва
pokok	дрвца
jun	џун
jun	јуни
jun	џун
bar	барови
bar	решетки
bar	бар
bar	bar
perdana	прајм
pentadbiran	администратор
pentadbiran	governorate
pentadbiran	администрација
pentadbiran	администратори
pentadbiran	администраторите
ibu	мамо
ibu	мама
ibu	мајка
ibu	мајко
ibu	мајката
ibu	мајка
cina	кина
cina	кинески
ogos	дек
ogos	август
ogos	аугуст
datuk	дедовци
datuk	дедо
datuk	дедото
datuk	прадедо
datuk	дедо
nombor	број
nombor	броеви
nombor	бројки
siri	серија
siri	серии
siri	siri
mungkin	можеби
mungkin	можеби
rakyat	фолк
rakyat	народен
rakyat	народна
rakyat	народните
rakyat	народни
rakyat	народ
rakyat	луѓе
jpg	jpg
bahan	состојки
bahan	материјална
bahan	материјал
bahan	материјали
lama	лама
imagesize	imagesize
populasi	популација
populasi	население
april	април
empat	four
empat	четри
empat	четири
empat	четворица
kode	шифра
kode	код
ideologi	идеологија
ideologi	идеологии
muzik	музика
mac	мек
mac	mac
mac	мак
mac	марш
mac	март
biasa	вообичаени
biasa	вообичаеното
biasa	обично
biasa	вообичаено
biasa	вообичаен
biasa	редовна
biasa	регуларен
biasa	регуларно
biasa	редовни
biasa	редовен
biasa	регуларни
bangunan	градба
bangunan	зграда
bangunan	градење
bangunan	градби
bangunan	згради
pesawat	летала
pesawat	авионски
pesawat	авиони
pesawat	авионски
pesawat	авион
manusia	човечко
manusia	човек
manusia	човечки
manusia	човечка
irst	irst
mei	мајски
mei	мај
mei	меј
mei	меи
november	ноември
sekitar	околу
sekitar	наоколу
british	британски
british	британска
british	британскиот
berjaya	успешните
berjaya	успешни
berjaya	успешно
berjaya	успешна
berjaya	успешен
berjaya	успешно
berjaya	успех
berjaya	успеси
hidup	живот
hidup	life
hidup	животот
anugerah	дар
anugerah	поклон
anugerah	подарок
anugerah	награда
anugerah	награди
lumpur	кал
johor	џохор
juta	милион
juta	милиони
location	локација
mampu	способно
mampu	способен
mampu	способни
mampu	способна
arab	арап
arab	арапски
arab	арапска
arab	арабија
arab	арапски
arab	арапи
arab	арапите
biasanya	обично
biasanya	типично
pembangunan	развој
membaca	чита
membaca	четиво
membaca	читањето
membaca	читање
disember	декември
lahir	родено
lahir	роди
lahir	роден
lahir	родени
lahir	раѓа
lahir	раѓање
lahir	раѓањето
perlawanan	совпаѓања
perlawanan	натпревари
perlawanan	отпорност
perlawanan	отпорот
perlawanan	отпор
peringkat	редовите
peringkat	редови
selangor	селангор
politik	политика
politik	политички
politik	политичко
politik	политичка
united	соединети
united	јунајтед
united	обединета
united	обединето
united	обединети
julai	јули
tanpa	без
label	етикета
label	натпис
udara	воздух
udara	ер
udara	air
gunung	планинска
gunung	планински
gunung	планина
gunung	маунт
gunung	планината
gunung	монтирање
majlis	совет
majlis	прилика
majlis	пригода
oktober	октомври
sukan	sport
sukan	спорт
sukan	спортови
sukan	спортски
sukan	спорт
kebanyakan	повеќето
kebanyakan	најмногу
seri	серија
seri	серии
seri	сери
asal	потекло
sahaja	само
tentang	околу
tentang	за
norway	норвешкиот
norway	норвешки
norway	норвешка
norway	норвешка
sebahagian	делумна
sebahagian	делумен
sebahagian	делумно
apa	апа
diterbitkan	објавена
diterbitkan	објавени
diterbitkan	објавено
diterbitkan	објавен
hak	права
mata	очи
mata	окото
mata	око
mata	мата
masyarakat	општество
masyarakat	друштва
masyarakat	општества
masyarakat	општествата
terbaik	најдобар
terbaik	најдобро
terbaik	најдобри
terbaik	најдобра
terbaik	бест
isbn	исбн
terdiri	составено
terdiri	составен
terdiri	составена
terdiri	составени
membentuk	формирање
membentuk	формирајќи
membentuk	обликувањето
membentuk	обликување
membentuk	дотерување
singapura	сингапур
abad	абад
abad	век
ketinggian	висина
ketinggian	височина
ketinggian	хајтс
ketinggian	височини
ketinggian	подигнување
ketinggian	висина
liga	лиги
liga	лига
liga	лига
korea	корејците
korea	корејски
korea	кореа
korea	кореја
keluarga	семејствата
keluarga	фамилии
keluarga	семејства
keluarga	семејство
keluarga	фамилијарно
keluarga	фамилијарна
keluarga	фамилија
watak	карактер
watak	лик
watak	знак
watak	ликови
watak	карактери
watak	знаци
sumber	извор
sumber	ресурсот
sumber	ресурс
sumber	ресурси
sumber	ресурсите
sumber	ресурси
sumber	извори
mengikut	следува
menyebabkan	предизвикува
membawa	носење
membawa	носејќи
membawa	усогласување
pejabat	функционери
pejabat	канцелариите
pejabat	канцеларии
pejabat	канцеларија
saint	светец
saint	свети
saint	сеинт
saint	света
menerima	примањето
menerima	добивајќи
menerima	примање
menerima	примаме
menerima	добивањето
menerima	примаат
menerima	прими
menerima	прифаќа
dasar	политики
dasar	политика
anda	вие
anda	ти
anda	тебе
anda	си
aras	арас
aras	нивоа
aras	ниво
februari	фебруари
februari	февруари
kata	вели
kata	кажува
kata	ката
ramai	гужви
ramai	гужва
ramai	преполни
terkenal	реномирани
terkenal	прочуен
kementerian	министерство
kurang	помалку
kurang	помалце
ahmad	ахмад
aircraft	летала
aircraft	авионски
dewan	совет
juara	првак
juara	шампион
juara	champion
juara	прваци
juara	шампиони
juara	шампионите
sering	често
sering	честопати
australia	австралиска
australia	австралиски
australia	австралија
web	web
web	веб
web	пајажина
aceh	ацех
kerja	работа
kerja	дело
kerja	работно
dibina	изграден
dibina	изградена
dibina	изградени
dibina	изградено
dibina	изграден
dibina	изградени
dibina	изградено
panas	згодна
panas	жешка
panas	жешко
panas	жешки
panas	топла
panas	топлина
panas	жештина
reference	референца
reference	референтна
group	група
group	групно
group	групни
group	групна
alam	alam
alam	природа
alam	природата
http	http
kelas	класи
kelas	настава
kelas	часови
kelas	клас
kelas	класа
rendah	ниско
rendah	ниски
rendah	ниска
rendah	низок
kod	шифра
kod	код
kod	шифри
kod	кодови
bumi	земја
bumi	земјата
bumi	земјо
bumi	земјани
ketiga	трета
ketiga	трет
ketiga	трето
ketiga	трети
ketiga	третиот
panjang	должина
panjang	лонг
panjang	долги
panjang	долго
panjang	долга
bidang	полиња
bidang	поле
lima	лима
lima	пет
lima	петмина
lima	five
kelab	клуб
kelab	клубови
welcome	добредојдовте
welcome	добредојде
welcome	добродојде
video	video
video	видео
video	видеа
api	оган
api	пожар
api	api
api	пламен
api	пламен
api	пламени
sri	сри
sri	шри
umum	општи
umum	општа
umum	општо
umum	генерал
owl	був
owl	буф
owl	бувови
keadaan	состојба
keadaan	држава
sarawak	саравак
memberi	давање
cara	начини
cara	кара
perkhidmatan	сервиси
perkhidmatan	услуги
perkhidmatan	служби
perkhidmatan	услуги
perkhidmatan	служба
perkhidmatan	сервис
perkhidmatan	услуга
unit	единици
unit	единица
sangat	многу
sangat	остро
sangat	силно
persekutuan	сојуз
persekutuan	алијанса
persekutuan	алијансата
persekutuan	федерација
persekutuan	федерацијата
persekutuan	федерално
persekutuan	федерални
persekutuan	сојузниот
persekutuan	сојузи
persekutuan	алијанси
makanan	храна
ekonomi	економија
ekonomi	економски
ekonomi	економско
ekonomi	економска
ekonomi	економија
versi	верзија
versi	верзии
sementara	привремено
sementara	привремена
sementara	привремен
sementara	привремени
haiwan	животни
haiwan	животинско
haiwan	животно
haiwan	животински
sabah	сабах
penting	важна
penting	битно
penting	важно
penting	битен
penting	важни
penting	основно
penting	суштински
penting	основни
merah	црвен
merah	црвена
merah	црвено
merah	црвени
seni	уметност
seni	уметности
seni	уметност
seni	арт
seni	уметничко
seni	уметноста
perlu	треба
perlu	потреба
latd	latd
sekali	еднаш
longd	longd
sdn	sdn
stesen	станица
stesen	станици
latns	latns
longew	longew
polis	полицаец
polis	полицијата
polis	полиција
polis	полицајци
muda	младите
muda	млад
muda	јанг
muda	young
muda	млади
muda	млада
kelantan	келантан
amat	екстремно
amat	исклучително
fail	датотеки
fail	датотека
serangan	нападите
serangan	напади
serangan	напад
serangan	атак
serangan	напад
putih	бело
putih	бели
putih	бел
putih	бела
putih	вајт
berbeza	различен
berbeza	различно
berbeza	поинакво
berbeza	различна
berbeza	поинаку
berbeza	поинаков
berbeza	разликуваат
berbeza	варира
haji	хаџ
sains	науката
sains	наука
sains	науки
sains	науки
gol	автогол
gol	цел
gol	гол
melaka	малака
hasil	исходи
hasil	резултати
hasil	принос
penyanyi	пеачи
penyanyi	пејачи
penyanyi	пејачка
penyanyi	пеач
penyanyi	пејач
penyanyi	сингер
permainan	игра
permainan	игри
awam	јавно
awam	јавни
awam	јавен
awam	јавна
awam	јавност
awam	public
muhammad	мухамед
badan	тело
tempatan	локално
tempatan	локален
tempatan	локално
tempatan	локални
tempatan	локална
tempatan	мештаните
kejohanan	натпреварувања
kejohanan	натпревари
kejohanan	шампионат
kejohanan	првенство
kejohanan	шампионски
kejohanan	турнир
berasal	потекнуваат
berasal	потекнува
berasal	произлегува
berasal	изведени
berasal	добиени
com	com
com	ком
komuniti	заедници
komuniti	заедница
belanda	холандија
belanda	холандија
belanda	дач
belanda	холандска
belanda	холандскиот
belanda	холандски
menunjukkan	покажувајќи
menunjukkan	покажување
menunjukkan	индицира
kaki	нога
kaki	стапала
kaki	нозе
kaki	стопала
kaki	нога
kaki	стапало
kaki	нозете
kaki	нозе
nepal	непал
nepal	непалскиот
cinta	љубов
cinta	љубовта
bermain	свирење
bermain	играње
bermain	свири
belakang	позади
belakang	зад
belakang	грб
belakang	назад
belakang	задна
belakang	заден
pengguna	корисници
pengguna	кориснички
pengguna	корисник
pengguna	корисникот
tempoh	времетраење
tempoh	траење
tempoh	период
tempoh	period
tempoh	периоди
popular	популарно
popular	популарен
popular	популарни
popular	популарна
maklumat	инфо
maklumat	информации
maklumat	информација
maklumat	информации
hitam	црн
hitam	црна
hitam	црно
hitam	црни
hitam	црнец
shah	шах
kemudiannya	потоа
kemudiannya	тогаш
kemudiannya	покасно
kemudiannya	подоцна
memberikan	давање
pegawai	офицери
pegawai	полицајци
pegawai	офицер
pegawai	полицаец
akhirnya	конечно
akhirnya	најпосле
warna	бои
warna	боја
warna	бои
warna	боја
city	град
city	градско
city	градот
city	градски
penggunaan	употреба
penggunaan	користење
hampir	речиси
hampir	скоро
terbesar	најголемо
terbesar	најголем
terbesar	најголема
terbesar	најголемо
terbesar	најголема
terbesar	најголема
terbesar	најголемо
latm	latm
longm	longm
program	програм
program	програма
program	програма
program	програми
perkataan	изреки
perkataan	збор
perkataan	зборови
jawatankuasa	комитет
jawatankuasa	комитетот
jawatankuasa	комисија
seed	семе
terengganu	теренгану
parlimen	парламентарни
parlimen	парламентарно
parlimen	парламентарна
parlimen	парламентарен
parlimen	парламентот
parlimen	парламент
london	london
london	лондон
london	лондонски
menyertai	приклучуваат
menyertai	здружување
menyertai	приклучување
sesetengah	некои
tenggara	југоисточен
tenggara	југоисточно
tenggara	југоисток
tenggara	југоисточна
hutan	шуми
hutan	шума
hutan	вудс
hutan	шуми
hutan	шума
hutan	шумски
contoh	примерок
contoh	пример
contoh	примери
bintang	ѕвезден
bintang	ѕвезда
bintang	ѕвездички
bintang	ѕвезди
dikeluarkan	издаден
dikeluarkan	издадена
dikeluarkan	издадени
dikeluarkan	издадено
dikeluarkan	отстранета
dikeluarkan	отстранет
dikeluarkan	отстранети
dikeluarkan	пуштен
dikeluarkan	пуштени
dikeluarkan	ослободен
spesies	врсти
spesies	видови
diadakan	одржана
diadakan	одржан
diadakan	одржа
diadakan	задржан
sekarang	сега
sudah	веке
sudah	веќе
pengarah	режисер
pengarah	директор
pengarah	директори
pengarah	режисери
world	ворлд
world	world
world	свет
world	светот
world	свету
fifa	фифа
pantai	плажа
pantai	бич
pantai	плажи
pertempuran	борби
pertempuran	битки
pertempuran	битките
pertempuran	борба
pertempuran	битка
afrika	африка
afrika	африканска
afrika	африкански
sembilan	сембилан
sembilan	деветмина
sembilan	nine
sembilan	девет
jam	часови
jam	саати
jam	час
jam	часовникот
jam	часовник
drama	драмски
drama	драма
drama	драми
istilah	терминологија
masing	односно
kedah	кедах
top	top
top	топ
top	врвот
portal	портали
portal	порталот
portal	портал
masalah	проблем
masalah	проблеми
masalah	неволја
masalah	проблем
masalah	проблеми
john	јован
john	џон
mati	умри
mati	мртво
mati	мртов
mati	мртви
mati	мртва
mengandungi	содржи
eest	eest
eet	eet
merujuk	мислејќи
berkenaan	применливи
ali	али
pelajaran	поука
pelajaran	лекции
pelajaran	лекција
ikan	риби
ikan	фиш
ikan	риба
pinang	pinang
membantu	помагање
membantu	помагајќи
membantu	помага
membantu	помагаат
membantu	помага
membantu	помагаат
membantu	помош
berbanding	споредено
khas	специјалитети
khas	типично
khas	типичен
khas	типична
khas	типични
rusia	руска
rusia	руски
rusia	руско
rusia	русија
rusia	руси
rusia	русите
padang	паданг
keputusan	одлука
keputusan	одлуки
keputusan	одлуките
keputusan	резултати
bandaraya	град
bandaraya	градско
bandaraya	градот
bandaraya	градски
bandaraya	градови
single	синглови
single	поединечно
single	единствена
single	сингл
single	самец
imej	images
imej	слики
imej	слика
purata	просечен
purata	просечни
purata	просечно
purata	просек
purata	просечна
purata	avg
malam	вечер
malam	нок
malam	ноќ
malam	night
rom	римска
rom	римски
rom	римјанин
rom	роман
rom	римско
rom	рим
rom	ром
jaya	џаја
tambahan	дополнително
tambahan	дополнителни
tambahan	дополнителна
tambahan	додатни
tambahan	дополнителен
tambahan	екстра
tambahan	додаток
tan	тон
tan	тан
tan	тен
tan	ton
tan	тон
empayar	империи
empayar	царство
empayar	империја
bebas	независни
bebas	независна
bebas	независен
bebas	независно
hal	ствар
hal	хал
laluan	патека
industri	индустрии
industri	индустрија
industri	индустри
industri	индустрија
industri	индустриски
industri	индустриско
industri	индустриска
proses	процес
proses	процесот
proses	процеси
pusingan	полнења
pusingan	рунди
pusingan	круга
pusingan	куршуми
pusingan	округла
pusingan	круг
pusingan	рунда
jawatan	положби
jawatan	позиции
jawatan	објави
jawatan	позиција
jawatan	положба
tak	не
tak	так
tenaga	енергија
tenaga	енергетска
tenaga	енерџи
tenaga	energy
tenaga	енергетика
tenaga	моќ
tenaga	власт
tenaga	моќност
teknologi	технологиите
teknologi	технологии
teknologi	технологија
mencapai	достигнува
mencapai	достигне
mencapai	постигнување
mencapai	постигнувањето
mencapai	остварување
mencapai	остварувањето
bangsa	нација
melebihi	надмина
persatuan	здруженија
persatuan	асоцијации
persatuan	здружение
persatuan	асоцијација
model	модели
model	манекенки
model	модел
slovakia	словачкиот
slovakia	словачки
slovakia	словачка
slovakia	словачка
diberikan	дадена
diberikan	дадени
diberikan	дадено
diberikan	даден
england	англија
minit	минути
minit	минута
dipanggil	повика
tun	tun
sesuatu	нешто
kanada	канада
