kuģniecības	کشتیرانی
izplešanās	انبساط
izplešanās	بسط
jāņu	چله
skaistas	زیباست
skaistas	زیبا
skaistas	خوشگل
skaistas	قشنگ
skaistas	خوشگل
skaistas	خوشگله
skaistas	خیلی
cietā	توپر
cietā	یکدست
cietā	جامد
pagalmā	حیاط
sargs	گاردین
sargs	نگهبانی
sargs	گارد
sekunžu	ثانیه
ivo	ایوو
slovēņu	اسلونیایی
slovēņu	اسلوونیایی
slovēņu	اسلوونی
spriedumu	قضاوت
spriedumu	حکم
spriedumu	قضاوتی
spriedumu	داوری
termini	شروط
termini	اصطلاحات
termini	شرایط
prūsija	پروس
izņēmumi	استثنا
mantijas	ردا
mantijas	ردای
stratēģiskā	راهبردی
stratēģiskā	استراتژیک
konstante	ثابت
konstante	دائم
konstante	مداوم
motīvi	انگیزش
pastāvēšana	وجود
skautu	پیشاهنگ
atkārtot	تکرار
paulu	پائولو
mīksts	ملایم
mīksts	نرمه
mīksts	نرمی
mīksts	سافت
mīksts	نرم
kampaņa	لشکرکشی
kampaņa	کمپین
konts	حساب
slikta	فقیران
slikta	فقیر
slikta	فقیری
slikta	بیچاره
slikta	bad
slikta	بد
zina	میداند
zina	داند
netieši	غیرمستقیم
dzirde	شنوایی
pelēkās	گری
pelēkās	خاکستری
rafaels	رافائل
lūkas	دریچه
lūkas	هچ
piekrīt	میپذیرد
piekrīt	پذیرد
viedokļi	نظرات
viedokļi	عقاید
viedokļi	عقیده
viedokļi	نماها
viedokļi	بازدیدهای
viedokļi	نماهای
efekti	تأثیرات
efekti	تاثیرات
efekti	اثرات
efekti	آثار
ternopiļas	ترنوپیل
pole	قطب
pole	تیرک
spējīgi	توانایی
spējīgi	لایق
spējīgi	قادر
spējīgi	توانا
admirālis	آدمیرال
admirālis	دریاسالار
zasulauka	دپو
noteikšana	آشکارسازی
noteikšana	تشخیص
noteikšana	عزم
jaunība	جوانی
jaunība	جوانان
sat	نشسته
sat	نشستم
sat	نشست
sat	نشستند
sat	بلندای
gilmors	گیلمور
rezervē	رزرو
rezervē	ذخیره
serbijā	صربستان
pārvarēt	ذلت
viesis	مهمان
viesis	میهمان
limited	محدود
ētika	اخلاقیات
ētika	اخلاق
aspekti	دیدگاه
aristotelis	ارسطو
panama	پاناما
demokrātija	دمکراسی
demokrātija	دموکراسی
migrācija	وطن
migrācija	مهاجرت
dzīvokļu	یت
atkarīgi	وابسته
atkarīgi	معتاد
tvaiku	بخار
tvaiku	استیم
fidži	فیجی
ēnā	سایه
coca	کوکا
goes	میرود
trūkumi	معایب
trūkumi	کمبودهای
līdzsvaru	میزان
līdzsvaru	تعادل
līdzsvaru	توازن
līdzsvaru	موازنه
pārliecināts	قانع
pārliecināts	متقاعد
interwiki	interwiki
visaugstākā	بالاترین
astotais	هشتم
astotais	هشتمین
bagātību	بخت
bagātību	فال
bagātību	ثروت
inovāciju	نوآوری
uzbrucēji	حمه
uzbrucēji	تخلفات
slepkava	قاتل
grunts	تهش
grunts	مفعول
grunts	پایین
grunts	باتوم
tumšs	دارک
tumšs	تاریک
tumšs	تیره
rtu	rtu
pārbauda	بررسی
pārbauda	وارسی
pārbauda	تأیید
pārbauda	بررسی
ženēvā	ژنو
patiesība	راست
patiesība	حقیقی
patiesība	درست
patiesība	true
patiesība	حقیقتی
patiesība	واقعیت
patiesība	حقیقت
patiesība	حق
ila	ایلا
ieņēmumi	درامد
ieņēmumi	فاکتور
ieņēmumi	درآمدی
ieņēmumi	درآمد
ieņēmumi	درآمد
iegūšana	کسب
iegūšana	استخراج
dārzi	باغ
dārzi	بوستان
dārzi	باغها
statujas	مجسمه
bordo	بردو
bordo	برگندی
atļauta	مجاز
atļauta	مجاز
audzes	احداث
atkarīgas	وابسته
lada	لادا
saņemšanas	رسید
sakramento	ساکرامنتو
veikala	فروشگاه
veikala	خرید
veikala	فروشی
veikala	مغازه
veikala	shop
velns	شیطان
velns	گه
velns	گوه
zinu	بدانند
zinu	بدانید
zinu	زی
taizemes	تایلندی
taizemes	تای
taizemes	تایلند
pērtiķi	میمونها
aizstāt	لغو
aizstāt	جایگزینی
aizstāt	جایگزین
godalgas	جوایز
pārbaudi	بررسی
benzola	بنزن
slavenais	مشهور
slavenais	مشهوره
slavenais	معروف
testa	آزمون
testa	آزمایش
testa	تست
gatavi	اماده
gatavi	آماده
kirils	کیریل
izplatīt	توزیع
amerika	آمریکای
amerika	امریکا
amerika	آمریکا
matricu	ماتریکس
matricu	ماتریس
vērtīga	ارزشمند
toni	لحن
toni	تون
sabrukšanas	پوسیدگی
emocijas	احساسات
emocijas	عاطفه
emocijas	هیجانی
emocijas	احساسات
audzināšanas	والدین
palestīnā	فلسطین
palestīnā	فلسطینی
izlaist	اسکیپ
izlaist	پرش
bezkrāsains	colourless
atklājumi	کشفیات
atklājumi	اکتشافات
zilonis	فیله
zilonis	فیل
zilonis	فیلی
pakļaut	افشا
izstrādājumi	مقالات
izstrādājumi	مقاله
izstrādājumi	محصولاتی
izstrādājumi	محصولات
izstrādājumi	مقدمات
misūri	میزوری
gatava	اماده
gatava	آماده
apstrāde	گرداندن
apstrāde	پردازش
apstrāde	پردازی
apstrāde	درمانش
apstrāde	معالجه
apstrāde	درمان
profesionālais	حرفهای
ķirurģijas	جراحی
silva	سیلوا
traucē	مزاحم
kampaņā	لشکرکشی
kampaņā	کمپین
zināja	دانستم
galerijas	گالری
galerijas	نگارخانه
galerijas	gallery
alise	آلیس
tops	بالا
tops	top
tops	تاپ
tops	اوج
tops	فاعل
cukuru	شکری
cukuru	قند
cukuru	شکر
uzlabojumi	بهبودی
uzlabojumi	بهبود
uzlabojumi	اصلاحات
bruņas	زره
bruņas	زره
eksports	صادرات
src	src
melodija	ملودی
psihologs	روانشناس
čīle	شیلی
īstenībā	راستش
īstenībā	درواقع
atļaujas	مجوزهای
atļaujas	مجوزها
zosu	غاز
zosu	گوس
zosu	غاز
partneris	همکار
partneris	شریک
studio	studio
studio	استودیو
studio	استدیو
dūmu	دودی
dūmu	دود
dūmu	دوده
pensijā	بازنشستگی
pensijā	بازنشست
pensijā	بازنشسته
pensijā	بازنشسته
piesārņojums	آلودگی
piesārņojums	ناپاکی
piesārņojums	آلودگی
polis	قطب
polis	تیرک
valstsvīrs	زمامدار
taivānas	تایوان
kaza	بز
kaza	بزه
kaza	بزغاله
kaza	گوت
shēmu	طرحواره
neue	نویه
klīniskā	بالینی
voyager	وویجر
zunda	سوندا
modelēšanas	مدلسازی
android	android
android	اندروید
mogiļevas	موگیلف
jpeg	jpeg
kopsavilkums	خلاصۀ
kopsavilkums	خلاصه
sūnu	ماس
sūnu	خزه
kļūdaini	کاذب
kļūdaini	دروغین
kļūdaini	نادرست
kļūdaini	غلط
kļūdaini	باطل
hormonu	هورمون
alenia	آلنیا
spīdumu	براق
iekaisuma	التهابی
alma	الما
alma	آلما
robinsons	رابینسون
luksemburgā	لوکزامبورگ
vāclavs	ونتسل
lidija	لیدیا
kadrs	قاب
kadrs	چارچوب
kadrs	فریم
ierobežots	محدود
ierobežots	ممنوع
pas	pas
mika	میکا
nometnēm	اردوگاه
apģērbs	لباس
apģērbs	پوشاک
apģērbs	لباسها
apģērbs	لباس
apģērbs	لباسهای
proza	نثر
internets	اینترنت
internets	اینترنتی
tieslietas	عدالت
tieslietas	عدل
tieslietas	حقوق
tieslietas	قانون
taisnība	راست
taisnība	حقیقی
taisnība	درست
taisnība	true
mūki	راهبان
procedūru	رویه
procedūru	روند
pārbūve	بازسازی
filiāles	شعبه
filiāles	شاخه
datoram	رایانه
datoram	کامپیوتر
nbc	nbc
sals	یخی
sals	فراست
potenciāls	بالقوه
potenciāls	پتانسیل
billijs	بیلی
alternatīva	جایگزین
proyears	proyears
palmas	نخل
palmas	خرمایی
stabila	پایدار
maratons	ماراتن
maratons	ماراتون
obj	obj
izpildīta	تمامیت
izpildīta	تحقق
uzturēties	بمان
uzturēties	بمانی
uzturēties	ماندن
uzturēties	بمانم
uzturēties	بمانید
pētījuma	تحصیل
pētījuma	مطالعه
psiholoģija	روانشناسی
musulmaņiem	مسلمان
musulmaņiem	مسلمانان
musulmaņiem	مسلمانها
volejbola	والیبال
iejaukšanās	مداخلات
iejaukšanās	پارازیت
iejaukšanās	دخالت
iejaukšanās	مداخله
iejaukšanās	تداخل
iejaukšanās	دخالت
iejaukšanās	مداخله
einšteins	اینشتین
einšteins	انیشتین
garša	مزه
batista	باتیستا
būtība	فروهر
būtība	گوهر
būtība	اسانس
kobe	کوبه
kobe	کوبی
elbas	البه
iegūtā	بدست
iegūtā	اکتسابی
ameriku	آمریکای
ameriku	امریکا
ameriku	آمریکا
ideoloģija	ایدئولوژی
uzsvars	تأکید
uzsvars	تاکید
sadales	توزیع
karsts	گرم
karsts	داغ
siemens	زیمنس
kalējs	آهنگری
kalējs	آهنگر
eksperiments	آزمایش
moto	شعار
vesela	کل
nils	نیلز
brālim	برادر
brālim	داداش
sintēzi	سنتز
win	برنده
win	پیروز
win	برد
desmitgades	دهه
desmitgades	دهه
desmitgades	میلادی
nodevas	شهریه
nodevas	تکالیف
nodevas	وظایف
ilgstošu	پایدار
ilgstošu	پاینده
konstitucionālā	مشروطه
maķedonija	مقدونیه
frankfurtē	فرانکفورت
plain	ساده
bavārijā	باواریا
bavārijā	بایرن
pilnas	پر
pilnas	کاملش
pilnas	سرشار
pilnas	فول
pilnas	پره
morāli	اخلاق
morāli	اخلاقیات
morāli	اخلاقی
morāli	اخلاق
pilota	خلبان
pilota	راهبری
litru	لیتر
litru	لیتر
litru	لیتر
virtuves	آشپزخانه
anti	ضد
hotspur	هاتسپر
pārveido	تبدیلهای
hello	الو
hello	سلام
arhīvā	آرشیو
arhīvā	بایگانی
uzsvēra	مشخص
uzsvēra	استرس
ilgstoša	پایدار
ilgstoša	پاینده
zālīte	گرس
zālīte	علف
zvērestu	نذر
zvērestu	نذری
zvērestu	قسم
zvērestu	سوگند
amatpersona	رسمی
amatpersona	افسر
amatpersona	سرکار
met	مَت
fenerbahçe	باشگاه
pelnu	آش
pelnu	اش
pelnu	خاکستر
stabu	دکل
stabu	mast
alberto	آلبرتو
ievietoja	پست
dibinātāja	بنیانگذار
dibinātāja	موسس
slēgtas	بسته
gvinejas	گینه
gvinejas	گینه
vārtsarga	دربان
samoa	ساموآ
algas	حقوق
algas	اجرت
algas	دستمزد
algas	اجر
algas	مزد
ilustrācija	تصویرسازی
scalemajor	scalemajor
montāža	مجلس
montāža	مجمع
montāža	محفل
scenārijs	احداث
scenārijs	سناریوی
scenārijs	سناریو
balkānos	بالکان
oficiāls	صوری
oficiāls	رسمی
ģipša	گچ
ģipša	گچی
pārtika	غذایی
pārtika	خوراک
pārtika	غذا
pārtika	غذاها
pārtika	غذاهای
depresijas	افسردگی
depresijas	فرورفتگی
depresijas	رکود
džūlija	جولی
džūlija	جولیا
upuris	قربانی
upuris	فدا
upuris	ذبح
upuris	فداکاری
upuris	قربانی
pievienošanās	الحاق
plotarea	plotarea
paolo	پائولو
bendžamins	بنجامین
bendžamins	بنیامین
vislas	ویستولا
brālības	انجمن
lūgums	درخواست
pirts	حمام
pirts	سونا
iekšējie	interior
iekšējie	داخلی
iekšējie	درونی
iekšējie	داخلی
iekšējie	درونی
dibināšana	تشکیل
jacques	ژاک
slaveno	مشهور
slaveno	مشهوره
slaveno	معروف
žurka	موش
astrahaņas	آستراخان
paņēmiens	تکنیک
ekonomiskais	اقتصادی
volejbols	والیبال
edīte	ادیت
edīte	ادیث
edīte	ایدیت
ņūtons	نیوتون
ņūtons	نیوتن
henri	آنری
festivālos	جشنهای
purna	پوزه
pretoties	مقاومت
ostām	بنادر
saprotu	فهم
saprotu	درک
kapenes	گورها
veicināšanas	ترویج
veicināšanas	ارتقاء
veicināšanas	ترفیع
veicināšanas	تبلیغ
veicināšanas	ارتقای
veicināšanas	ارتقا
membrānas	غشای
membrānas	غشاء
strūklaka	فواره
strūklaka	سرچشمه
strūklaka	چشمه
iebildumu	اعتراض
iebildumu	اعتراضی
korekcijas	اصلاح
korekcijas	اصلاحات
korekcijas	تنظیمات
motīvs	ویژگی
galapagu	گالاپاگوس
čečenijas	چچن
pieauguši	بزرگسال
pieauguši	بالغ
pieauguši	بزرگسالان
abhāzijas	آبخاز
ātrākais	سریعترین
varoņiem	قهرمانان
kustas	حرکات
anime	انیمه
vētru	استورم
vētru	توفان
vētru	طوفان
beringa	برینگ
dziedāt	بخون
dziedāt	بخونید
dziedāt	آواز
dziedāt	خوانندگی
sapnis	دریم
sapnis	خواب
sapnis	رویا
sapnis	رؤیا
sapnis	رویای
sapnis	رؤیای
china	چین
hanna	هنا
tokijas	توکیو
krogs	میخانه
krogs	میکده
pakistāna	پاکستان
fiksēta	ثابت
fiksēta	معین
turkiem	ترکهای
turkiem	ترکها
žalgiris	žalgiris
klātbūtne	حضورش
klātbūtne	حضور
apvienoties	ادغام
apvienoties	متحد
priekšrocība	برتری
priekšrocība	مزیت
mizas	بارک
mizas	پارس
mizas	پیل
neskaidra	مبهم
neskaidra	نامشخص
neskaidra	یقین
ideoloģijas	ایدئولوژی
metiens	لیتر
variantiem	مشتقات
izturību	بنیه
benetton	benetton
obligāta	الزامی
obligāta	اجباری
obligāta	واجب
obligāta	اجباری
pievērsa	درو
cff	cff
kazahstāna	قزاقستان
konsultants	مشاور
konsultants	مشاور
jirgens	یورگن
stratēģija	استراتژی
stratēģija	راهبرد
esperanto	اسپرانتو
visums	کائنات
visums	کیهان
visums	گیتی
freds	فرد
ibc	ibc
patiesības	حقیقتی
patiesības	واقعیت
patiesības	حقیقت
patiesības	حق
savākt	جمع
liene	رومینا
rehabilitācijas	اعاده
rehabilitācijas	نوسازی
rehabilitācijas	توانبخشی
larus	larus
paplašināšanās	گسترش
paplašināšanās	انبساط
paplašināšanās	بسط
autocad	اتوکد
pārkāpums	رخنه
pārkāpums	نقض
vēsturiska	تاریخی
žēlastības	بخشش
žēlastības	رحمت
žēlastības	رحمتی
vads	سن
sadursme	برخورد
sadursme	تصادم
sadursme	کلش
sadursme	برخورد
izplatīties	پخش
izplatīties	گسترده
ssh	ssh
samazināta	خواص
grauzēju	جوندگان
grauzēju	جونده
ābolu	سیب
ābolu	apple
ābolu	اپل
uzņēmēja	میزبان
jūtama	احساس
ņikita	نیکیتا
birža	معاوضه
birža	تبادل
birža	مبادله
masters	اساتید
masters	استادان
masters	اربابان
masters	مسترز
tora	تورا
atoms	اتم
indra	ایندرا
arkādijs	آرکادی
standarti	استانداردها
standarti	استانداردهای
