die	на
engels	английски
engels	bulgarian
engels	англичани
party	парти
party	party
party	купон
party	партия
desember	декември
maart	март
alle	всички
alle	всичко
augustus	август
augustus	аугуст
gevolg	последва
februarie	февруари
nou	сега
meeste	повечето
gebore	родени
gebore	роден
gebore	родена
provinsie	провинцията
provinsie	провинция
provinsie	окръг
provinsie	графство
provinsie	щат
provinsie	държава
provinsie	държавно
universiteit	университет
universiteit	university
universiteit	университета
lewe	живот
lewe	живота
lewe	life
lewe	лайф
lewe	животът
vier	четири
vier	четирима
vier	празнува
vier	празнуват
vier	празнуване
vier	празнуваме
vier	празнуват
vier	празнуваме
november	ноември
franse	френско
franse	французи
franse	френска
franse	френски
franse	французин
dood	смърт
dood	смъртта
dood	мъртви
dood	мъртва
dood	мъртъв
amptelike	официален
amptelike	официално
amptelike	официална
koning	крал
koning	кинг
koning	кралят
koning	цар
koning	краля
der	дер
dieselfde	същият
dieselfde	същата
dieselfde	същото
wêreld	свят
wêreld	света
volgende	следващо
volgende	следващ
volgende	следваща
geleë	разположена
geleë	разположен
geleë	разположени
geleë	разположено
miljoen	милион
aantal	количество
plaaslike	локална
plaaslike	местна
plaaslike	локално
plaaslike	местно
plaaslike	местни
plaaslike	местен
regs	правилно
dikwels	често
internasionale	международно
internasionale	международен
internasionale	интернешънъл
internasionale	международни
internasionale	международна
eie	собствен
eie	собствена
eie	собствено
eie	собствени
voëls	птички
voëls	птиците
voëls	птици
eers	първи
eers	първо
pretoria	претория
steeds	още
groep	група
groep	групово
groep	групиране
groep	групова
stel	задаване
stel	комплект
stel	набор
sluit	затваряне
sluit	близко
sluit	близо
sluit	близки
frankryk	франция
naby	близко
naby	близо
naby	наблизо
hoofstad	столица
hoofstad	капитал
hoofstad	капитали
hoofstad	столицата
verwys	посочено
verwys	отнася
state	държави
state	щати
water	вода
water	водата
einde	завърши
einde	довърши
einde	довърша
einde	край
duitsland	германия
regering	правителство
elke	всяка
elke	всеки
elke	всяко
kaap	нос
kaap	кейп
kaap	кабо
kaap	наметало
dae	дни
dae	дена
wanneer	когато
wanneer	кога
oorlog	войната
oorlog	война
laaste	последно
laaste	последен
laaste	последни
laaste	последна
politieke	политическа
politieke	политически
politieke	политическо
besluit	решава
besluit	решението
besluit	решение
besluit	решено
besluit	решете
ryk	империята
ryk	емпайър
ryk	империя
ryk	рич
ryk	богато
ryk	богат
ryk	богата
ryk	богати
sommige	някои
gewoonlik	обикновенно
gewoonlik	обикновено
gewoonlik	нормално
gewoonlik	обикновено
afrikaans	африканс
geskiedenis	историята
geskiedenis	история
vis	риби
vis	фиш
vis	риба
plaas	фермата
plaas	ферма
plaas	стопанство
plaas	post
plaas	публикация
plaas	публикуване
plaas	пост
wikipedia	уикипедия
wetenskaplike	учен
wetenskaplike	научни
wetenskaplike	научен
wetenskaplike	научно
ontwikkel	разработена
ontwikkel	развит
ontwikkel	разработени
ontwikkel	разработен
ontwikkel	развитите
ontwikkel	развита
ontwikkel	развиване
ontwikkel	развиват
lande	държави
lande	страни
seun	момче
seun	момченце
seun	синко
seun	сине
seun	син
algemene	обща
algemene	общи
algemene	генерал
verskillende	различна
verskillende	различно
verskillende	различни
verskillende	различен
europa	европа
stadion	стадион
stadion	стадиона
belangrike	важно
belangrike	важен
belangrike	важни
belangrike	важна
kinders	деца
kinders	децата
kinders	деца
neem	вземете
neem	вземи
vertaal	преведа
vertaal	преведете
munisipaliteit	община
tans	сега
tans	понастоящем
tans	подарък
tans	настояще
tans	присъстващи
republiek	република
kort	кратко
kort	къса
kort	кратка
kort	късо
kort	кратък
self	селф
verder	допълнително
mens	човешка
mens	човешко
mens	човек
mens	човешки
plek	място
ongeveer	приблизително
binne	вътрешно
binne	вътре
swart	пукнатина
swart	черни
swart	черно
swart	черна
swart	черен
europese	европейско
europese	европейски
europese	европеец
europese	европейска
moontlik	възможно
moontlik	възможен
moontlik	възможна
moontlik	възможни
selfs	дори
selfs	даже
gehou	хареса
gehou	харесали
gehou	харесал
tydperk	времетраене
tydperk	продължителност
maande	месеца
maande	месеци
maande	месеците
skool	училището
skool	школа
skool	училище
per	пер
vroeë	ранни
vroeë	рано
vroeë	ърли
familie	семейство
familie	семейството
voorkom	предотврати
voorkom	предотвратяване
voorkom	предотвратяват
mag	май
geneem	взет
geneem	взето
geneem	взети
hoe	как
eiland	острова
eiland	island
eiland	остров
eiland	островът
eiland	айлънд
volg	коловоз
volg	писта
volg	пистата
volg	следвайте
soms	понякога
engeland	англия
johannes	йоханес
johannes	джон
johannes	йоан
vyf	пет
sonder	без
johannesburg	йоханесбург
ontwerp	проектиране
ontwerp	дизайн
aarde	земно
aarde	земята
aarde	земен
aarde	земя
gee	дай
paar	няколко
paar	малцина
rol	роля
rol	рол
rol	ролка
vrou	жената
vrou	жена
vrou	жена
vrou	съпруга
vrou	съпругата
gebiede	териториите
gebiede	територии
gebiede	райони
gebiede	зони
gebiede	площи
gebiede	области
derde	трети
derde	трета
derde	трето
dag	денят
dag	ден
john	джон
john	йоан
moderne	модерно
moderne	модерни
moderne	модерна
moderne	съвременно
moderne	модерен
moderne	съвременен
woord	дума
president	президентът
president	президент
president	председател
koninkryk	кралство
koninkryk	царство
tale	езиците
tale	езици
ontvang	получаване
ontvang	получено
ontvang	получена
ontvang	получен
ontvang	получени
ontvang	получаване
ontvang	получаващи
bly	блай
bly	остани
amerika	америка
hoewel	макар
webwerf	уебсайт
webwerf	сайт
staat	щат
staat	държава
staat	държавно
staat	лист
staat	листове
staat	чаршаф
weens	дължима
weens	дължими
vandag	днеска
vandag	днес
daardie	тези
ekonomiese	икономическа
ekonomiese	икономическо
ekonomiese	икономически
aanvaar	приета
aanvaar	приети
aanvaar	прие
aanvaar	прието
aanvaar	приет
aanvaar	приеми
aanvaar	приемете
aanvaar	приемам
hou	запази
geskryf	писмено
geskryf	написана
geskryf	написано
geskryf	писмен
geskryf	писмена
geskryf	изгорена
geskryf	изгорени
geskryf	изгорено
geskryf	изгорял
geskryf	изгорен
hele	цялата
hele	цяла
hele	цял
hele	цялото
bevat	съдържа
skrywer	писателка
skrywer	сценарист
skrywer	писател
skrywer	автор
see	сенека
see	море
see	морето
verander	отмяна
verander	отмени
verander	промени
verander	промените
verander	изменения
verander	промени
verander	смяна
verander	промяна
bereik	достигнат
bereik	достигне
bereik	достигане
bereik	постигнато
bereik	достигнат
bereik	достигната
russiese	руснак
russiese	руски
russiese	руснаци
russiese	руска
russiese	руско
weg	надалеч
weg	далеч
inwoners	пребиваващи
inwoners	обитатели
inwoners	жители
beteken	означава
man	съпруг
man	човече
man	човек
man	мъж
huis	дом
huis	домашен
huis	вкъщи
huis	house
huis	къща
huis	къщата
huis	хаус
besoek	впечатление
besoek	посетете
besoek	визита
besoek	посещение
besoek	посетиха
besoek	посети
besoek	посетих
administratiewe	административно
administratiewe	административен
administratiewe	административна
administratiewe	административни
drieë	тройки
bekende	прочут
bekende	известни
bekende	прочута
bekende	известна
bekende	известен
gespeel	играха
gespeel	играл
rusland	русия
kerke	църкви
kerke	църквите
rooi	червени
rooi	ред
rooi	червена
rooi	червен
rooi	червени
rooi	червено
skryf	пиши
skryf	напишете
skryf	пишете
skryf	изгори
skryf	гори
skryf	изгаряне
wie	кой
visse	риби
suidelike	южен
suidelike	южни
suidelike	южна
romeinse	римски
romeinse	римлянин
romeinse	роман
romeinse	римска
alhoewel	макар
gekry	намерено
gekry	намерени
gekry	открит
gekry	намерена
gekry	намерен
gekom	пътувал
hoë	висок
hoë	висока
hoë	високи
hoë	високо
sterk	силни
sterk	силен
sterk	силно
sterk	силна
africa	африка
londen	london
londen	лондон
reeks	серия
reeks	поредица
reeks	сериал
reeks	серии
eilande	острови
eilande	островите
belangrikste	първична
belangrikste	първични
belangrikste	първичен
belangrikste	първично
speel	играе
speel	играй
speel	свири
speel	игра
speel	възпроизвеждане
speel	играе
speel	свирене
speel	играят
wel	еее
bou	изграждане
bou	построи
gelei	led
gelei	доведе
stigting	основаването
stigting	образуване
stigting	формиране
stigting	формация
gegee	дадени
gegee	дадена
gegee	дадено
beskryf	опиша
beskryf	описвам
beskryf	опишете
streek	район
streek	регион
streek	област
streek	регионален
streek	регионално
streek	регионални
streek	регионална
gesien	видян
gesien	виждал
gesien	видяна
gesien	видяно
rivier	ривър
rivier	река
rivier	реката
mees	повечето
jan	ян
jan	джан
ses	шестима
ses	шест
grond	почви
grond	почва
grond	земи
grond	земя
grond	земя
spesies	видове
spesies	вид
beroep	професия
png	png
verklaar	обявени
verklaar	обявено
verklaar	обявена
verklaar	обявен
verklaar	декларирани
gedoen	готово
gedoen	направено
gedoen	сторено
lede	членове
lede	членовете
george	джордж
iii	ііі
iii	iii
meter	метър
meter	метра
meter	метри
meter	метри
historiese	историческа
historiese	исторически
historiese	историческо
historiese	историческа
historiese	исторически
historiese	историческо
nederland	нидерландия
nederland	нидерландски
nederland	холандия
minister	министър
span	тийм
span	отбор
span	отбора
span	екип
span	team
ontwikkeling	развитие
ontwikkeling	разработване
ontwikkeling	разработка
dele	части
frans	френско
frans	французи
frans	френска
frans	френски
frans	французин
distrik	окръг
distrik	област
distrik	район
gewen	уон
gewen	спечели
god	господ
god	бог
japan	япония
pad	пътят
pad	път
pad	road
pad	пътя
oorlede	умрял
oorlede	умряла
militêre	военно
militêre	военен
militêre	военна
militêre	военни
inligting	информация
inligting	информиране
paul	пол
paul	паул
veroorsaak	причинено
veroorsaak	причинени
veroorsaak	причинена
veroorsaak	причинявайки
veroorsaak	причиняване
ontdek	открийте
ontdek	открие
ontdek	откриване
oorspronklike	оригинални
oorspronklike	оригинал
oorspronklike	оригинално
oorspronklike	оригинална
oorspronklike	оригинален
katolieke	католическа
katolieke	католическо
katolieke	католик
katolieke	католици
katolieke	католичка
keiser	императорът
keiser	император
keiser	императора
boek	тефтер
boek	книга
artikels	изделия
artikels	статии
artikels	артикули
artikels	секции
artikels	участъци
artikels	раздели
opgerig	издигнат
opgerig	издигната
opgerig	построени
opgerig	конструирани
opgerig	изградено
aanvanklik	първоначално
sowel	двете
sowel	еее
goed	добър
goed	добро
goed	добре
goed	еее
kalender	календар
kalender	календара
wet	закон
wet	act
wet	акт
beide	двете
goeie	добър
goeie	добро
goeie	добре
val	капка
val	хвърли
val	есента
val	падане
val	есен
vsa	сащ
vsa	usa
hendrik	хендрик
beheer	контролиране
beheer	контрол
http	http
terug	назад
terug	обратно
terug	гръб
min	мин
min	min
predikant	духовенството
gevind	намерено
gevind	намерени
gevind	открит
gevind	намерена
gevind	намерен
verkies	услуга
omgewing	среда
omgewing	зона
omgewing	площ
omgewing	област
omgewing	район
lid	член
voormalige	бивши
voormalige	бивш
voormalige	бивша
park	парк
park	park
grens	границата
grens	граница
grens	гранична
skeidsregter	рефер
skeidsregter	съдия
skeidsregter	арбитър
data	дейта
data	данни
jong	млада
jong	младо
jong	млади
jong	йънг
jong	млад
noorde	северно
noorde	север
noorde	северна
buite	отвън
buite	навън
buite	открито
buite	външен
invloed	влияние
ouderdom	възраст
diens	услуга
diens	служба
diens	сервиз
diens	обслужване
diens	услуги
blou	сини
blou	блу
blou	синьо
blou	син
blou	синя
blou	расте
blou	растат
blou	мъгла
noordelike	североизточна
noordelike	североизток
noordelike	северни
noordelike	северен
noordelike	северна
vind	открийте
vind	намиране
vind	намерете
vind	намери
vind	намеря
woorde	думите
woorde	думи
verkiesing	изборите
verkiesing	избори
verbind	свързани
verbind	свързан
verbind	свързано
verbind	свързана
verbind	връзка
verbind	свързване
verbind	свържете
geval	случай
geval	дело
geval	кейс
geval	случаят
geval	каса
unie	профсъюз
unie	съюз
unie	съюза
unie	юниън
griekse	гръцки
griekse	гръцко
griekse	грък
griekse	гръцка
behoort	принадлежи
behoort	принадлежат
sterre	искри
sterre	спаркс
sterre	пръти
sterre	барове
sterre	решетки
sterre	решетките
sterre	звездички
sterre	звездите
sterre	звезди
natal	натал
jou	вашият
jou	твоят
jou	твоя
jou	твоята
slag	битката
slag	битка
slag	сражения
slag	битки
slag	битките
deelstaat	щат
deelstaat	държава
deelstaat	държавно
oseaan	океан
son	сън
son	слънце
help	помощ
museum	музей
want	защото
probeer	опитай
probeer	опитайте
bome	дърветата
bome	дървета
bome	дръвчета
gemeentes	енории
voltooi	завършена
voltooi	завършени
voltooi	завършен
voltooi	завършено
voltooi	завърши
voltooi	довърши
voltooi	довърша
voltooi	готово
voltooi	направено
voltooi	сторено
voltooi	пълна
voltooi	пълно
voltooi	завършен
voltooi	пълен
voltooi	завършено
kilometer	километър
kilometer	километра
kilometer	километри
kilometer	километри
stelsel	система
stelsel	системата
stelsel	системни
raad	съвет
raad	съвети
raad	съветът
raad	съвет
raad	съвета
dorpe	градове
dorpe	градовете
dorpe	градчета
gebly	живели
gebly	живял
stede	градове
stede	градовете
klub	club
klub	клуб
klub	клубът
vader	баща
vader	татко
ster	звезден
ster	звезда
almal	всички
almal	всичко
almal	всички
almal	всеки
australië	австралия
vanuit	от
skakel	връзка
skakel	линк
skakel	повикване
skakel	обаждане
skakel	хипервръзка
genus	род
weke	седмици
lyk	изглежда
york	йорк
generaal	обща
generaal	общи
generaal	генерал
sint	синт
vergadering	заседание
vergadering	среща
vergadering	съвещание
vergadering	събрание
vergadering	срещата
orde	ред
orde	поръчка
loop	разходка
loop	вървя
loop	ходене
nooit	никога
antieke	древни
antieke	древен
antieke	древно
antieke	древна
musiek	music
musiek	музиката
musiek	музика
willem	вилем
willem	уилям
rooms	стаите
rooms	стаи
uitgawe	изданието
uitgawe	издание
verkry	придобит
verkry	придобита
verkry	придобити
verkry	придобие
william	уилям
verkoop	продава
verkoop	продаден
verkoop	продадена
verkoop	продадено
verkoop	продадени
verkoop	продава
verkoop	продаване
verkoop	продажба
voël	птиче
voël	бърд
voël	птичка
voël	птица
sjina	порцелан
sjina	китай
sjina	чайна
dien	служи
james	джеймс
italië	италия
duits	германец
duits	германски
duits	немски
duits	немска
duits	германска
vierde	четвърта
vierde	четвърто
vierde	четвърти
lei	води
lei	олово
groei	израстване
groei	растеж
groei	ръст
gestel	задаване
gestel	комплект
gestel	набор
eerder	вместо
foto	снимка
foto	снимката
foto	фото
gevestig	установен
gevestig	установена
gevestig	установени
gevestig	установено
verloor	изгубено
verloor	изгубени
verloor	изгубена
verloor	загубен
verloor	загуби
verloor	изгубен
sewe	седем
sewe	седма
handel	търговия
handel	търговско
oorspronklik	първоначално
oorspronklik	оригинални
oorspronklik	оригинал
oorspronklik	оригинално
oorspronklik	оригинална
oorspronklik	оригинален
voorbeeld	мостра
voorbeeld	проба
voorbeeld	извадка
voorbeeld	примерна
voorbeeld	пример
voorsitter	стол
voorsitter	столче
voorsitter	столът
sterf	умри
sterf	умирай
nederlands	холандец
nederlands	нидерландски
nederlands	дъч
nederlands	холандски
verskil	разликата
verskil	разлика
sentraal	централно
sentraal	централен
sentraal	централа
sentraal	централни
sentraal	централна
oppervlakte	зона
oppervlakte	площ
oppervlakte	област
oppervlakte	район
bevestig	потвърдено
bevestig	проверено
bevestig	проверен
bevestig	проверена
bevestig	проверени
bevestig	потвърждение
bevestig	потвърждавам
bevestig	потвърждаване
bevestig	потвърди
crystal	кристъл
crystal	кристална
crystal	кристал
crystal	кристално
bepaal	решително
bepaal	определени
bepaal	решителна
bepaal	решени
bepaal	решителен
bepaal	решено
bepaal	определя
indiese	индианец
indiese	индиец
indiese	индийско
indiese	индийски
indiese	индийска
klas	клас
klas	класа
lughawe	бункер
lughawe	летището
lughawe	летище
louis	louis
louis	луи
louis	луис
vertoon	разкриване
vertoon	разкрие
vertoon	показване
vertoon	показани
vertoon	показано
colspan	colspan
altyd	винаги
lig	светло
lig	светлина
lig	светлината
txt	txt
punt	дот
punt	точка
vroue	жени
vroue	жените
kant	ръба
kant	ръб
kant	страна
kant	страничен
betrokke	сгодени
betrokke	ангажирани
betrokke	сгоден
betrokke	сгодена
wou	издирван
wou	търсен
rome	рим
week	седмицата
week	седмица
reg	закон
stadium	стадий
stadium	сцена
stadium	етап
stadium	сцената
prof	проф
vervaardig	произведени
vervaardig	произведена
vervaardig	произведен
vervaardig	произведено
geskep	създадени
geskep	създадено
geskep	създадена
geskep	създаде
geskep	създаден
elizabeth	елизабет
parys	парис
parys	париж
openbare	публично
openbare	публични
openbare	публична
openbare	обществено
openbare	публичен
openbare	обществени
oud	старо
oud	стари
oud	стар
oud	стара
beskikbaar	наличен
beskikbaar	налично
beskikbaar	налични
beskikbaar	налична
dui	посочете
akteur	актьор
sentrale	централно
sentrale	централен
sentrale	централа
sentrale	централни
sentrale	централна
totale	общо
totale	общ
totale	обща
behaal	постижение
behaal	постижения
behaal	постигането
natuurlike	натурални
natuurlike	естествени
natuurlike	естествена
natuurlike	естествен
bied	оферта
bied	офертата
bied	предложение
bied	предлагане
bied	предложи
amptelik	официален
amptelik	официално
amptelik	официална
indië	индия
loopbaan	кариера
skep	създаване
skep	създайте
olimpiese	олимпик
olimpiese	олимпийски
dogter	дъще
dogter	дъщеря
dra	носи
dra	носене
dra	допринесе
hoof	основни
hoof	основна
hoof	главна
hoof	главен
hoof	главни
druk	преса
druk	натиснете
druk	натисни
druk	пресата
druk	напрежение
druk	натиск
druk	налягане
verteenwoordig	представени
verteenwoordig	представена
verteenwoordig	представлява
verteenwoordig	представляват
boeke	книгите
boeke	книги
meestal	предимно
meestal	главно
geplaas	публикуван
geplaas	публикувано
albei	двете
etniese	етническа
etniese	етническо
etniese	етнически
kus	крайбрежие
kus	бряг
gepubliseer	живи
gepubliseer	жива
gepubliseer	live
gepubliseer	жив
gepubliseer	живей
gepubliseer	публикувани
gepubliseer	публикуван
gepubliseer	публикувана
gepubliseer	публикувано
super	super
super	супер
kuns	арт
kuns	изкуството
kuns	art
kuns	изкуство
bring	донеси
geld	пари
geld	парите
verdere	допълнително
maria	мери
maria	мария
leier	лидер
leier	водач
boom	трий
boom	дървото
boom	дръвче
boom	дърво
rolprent	филмова
rolprent	филм
rolprent	филм
rolprent	лента
westelike	западна
westelike	западни
westelike	западен
westelike	западните
westelike	уестърн
westelike	western
kanada	канада
tradisionele	традиционно
tradisionele	традиционен
tradisionele	традиционна
tradisionele	традиционни
national	национална
national	национални
national	национален
national	национално
verdeel	разделение
verdeel	раздели
verdeel	разделяй
verdeel	разделяне
pole	полша
beweging	движение
beweging	придвижване
beweging	движение
russies	руснак
russies	руски
russies	руснаци
russies	руска
russies	руско
russies	тунис
russies	луизиана
gelê	положени
japannese	японско
japannese	японска
japannese	японци
japannese	японец
japannese	японски
diere	животни
diere	животните
punte	точки
kulturele	културни
kulturele	културен
kulturele	културно
kulturele	културна
beperk	ограничено
beperk	ограничена
beperk	ограничен
beperk	ограничени
beperk	лимит
beperk	граница
beperk	ограничаване
beperk	ограничение
beperk	ограничено
beperk	ограничена
beperk	limited
beperk	ограничен
beperk	ограничени
liggaam	тялото
liggaam	тяло
liggaam	телесно
wen	победи
wen	печеля
wen	спечели
wen	печелиш
wen	победа
basis	основа
basis	база
verlaat	излизане
verlaat	изход
verlaat	напускане
white	бяла
white	бели
white	бял
white	бяло
red	спасяване
spanje	испания
magte	сили
geraak	незасегнати
geraak	засегната
geraak	засегнато
geraak	засегнат
geraak	засегнати
goewerneur	управител
goewerneur	губернатор
kultuur	култура
charles	чарлз
charles	чарлс
charles	шарл
heilige	сейнт
heilige	свети
heilige	светица
heilige	светец
heilige	свято
heilige	свети
heilige	свята
kaart	карта
kaart	картата
oorsprong	произход
david	дейвид
david	давид
kennis	позната
kennis	познати
kennis	запознанство
kennis	познат
kennis	познаване
kennis	знания
kennis	познания
kennis	знание
kennis	познание
parlement	парламента
parlement	парламентът
parlement	парламент
groen	грийн
groen	зелено
groen	зелен
groen	зелена
groen	зелени
sosiale	социално
sosiale	социален
sosiale	социални
sosiale	социална
geboue	сгради
bloemfontein	блумфонтейн
daarom	затуй
daarom	следователно
gebring	доведен
gebring	доведе
gebring	доведени
trek	дърпай
stem	гласувайте
stem	вот
stem	гласуване
stem	гласът
stem	глас
energie	енергия
energie	energy
energie	енергетика
von	фон
boere	фермери
boere	бур
boere	фермер
boere	фармър
prys	цена
prys	награда
prins	княз
prins	принц
prins	принс
prins	принцът
ligging	местоположение
ligging	място
ligging	местонахождение
ligging	локация
gestuur	изпратена
gestuur	изпратено
gestuur	изпратен
gestuur	изпратени
broer	братко
broer	брат
studente	студенти
studente	ученици
gemeenskap	общество
gemeenskap	обществото
gemeenskap	общност
gemeenskap	общността
berg	планински
berg	планина
berg	планината
berlyn	берлин
oppervlak	повърхност
oppervlak	повърхността
agter	зад
bronne	източници
bronne	източник
beleid	политиката
beleid	полица
beleid	политика
port	пристанище
port	пристанището
port	порт
album	албум
beweeg	преместване
beweeg	движение
beweeg	местене
beweeg	преместване
voorheen	досега
vertrek	отпътуване
vertrek	заминаване
vertrek	тръгване
egipte	египет
egipte	празно
egipte	празен
egipte	празни
egipte	празна
iets	нещо
brittanje	британия
brittanje	великобритания
meerderheid	мнозинство
meerderheid	мнозинството
meerderheid	мажоритарен
com	com
com	ком
asië	азия
verskaf	предоставят
verskaf	предоставено
verskaf	предоставен
verskaf	предоставени
verskaf	осигурени
verskaf	предоставена
verskaf	доставена
verskaf	доставено
verskaf	предоставена
verskaf	доставки
verskaf	снабдяване
verskaf	предлагане
verskaf	доставка
lees	четете
lees	прочетете
lees	чета
lees	чети
lees	прочети
lees	четене
lees	чета
lees	четенето
lees	четене
sir	сър
webtuiste	уебсайт
webtuiste	сайт
onderwys	обучение
onderwys	образование
onderwys	възпитание
vinnig	бързо
vinnig	бърз
periode	период
agt	осем
lengte	дължина
manier	начин
goue	златен
goue	златни
goue	златно
goue	златна
buitelandse	чужди
buitelandse	чуждестранни
buitelandse	чужд
buitelandse	чужда
buitelandse	чужденец
aangebied	предложени
aangebied	предложен
aangebied	предложена
aangebied	предложено
aangebied	представяме
ingesluit	включени
ingesluit	включено
ingesluit	включена
ingesluit	включен
ingesluit	включват
ingesluit	включване
tipe	вид
tipe	тип
peter	петър
peter	питър
peter	петер
verskeidenheid	разнообразие
verskeidenheid	многообразие
verskeidenheid	разнообразие
verskeidenheid	сорт
verskeidenheid	разновидност
poskode	цип
poskode	зип
poskode	ципа
stemme	гласове
stemme	вот
biskop	бишъп
biskop	бишоп
biskop	епископ
duidelik	ясно
duidelik	очевидно
leiding	намеквайки
leiding	насоки
iemand	някой
anders	различна
anders	различно
anders	различни
anders	различен
politikus	политици
politikus	политик
proses	процес
tree	вземете
tree	вземи
toon	хвърляне
pas	годен
pas	годни
pas	мач
pas	съвпадение
alias	псевдоним
massa	масов
massa	меса
massa	маса
massa	литургия
massa	масово
voorgestel	предложен
voorgestel	предложени
voorgestel	предложено
besit	владение
besit	обсебване
besit	притежание
besit	притежаване
vorige	минали
vorige	минало
gesê	каза
gesê	саид
plekke	места
spaanse	испанци
spaanse	испанска
spaanse	испанско
spaanse	испански
argitek	архитект
res	почивка
lewer	дроб
ekonomie	икономика
ekonomie	икономия
ekonomie	икономика
mark	пазарна
mark	пазар
mark	пазарен
mark	марк
mark	отбелязване
den	роб
den	робиня
getroud	женени
getroud	женена
getroud	омъжена
getroud	женен
spesie	видове
spesie	вид
hoogte	ръст
hoogte	височина
suidwes	югозапад
suidwes	югозападна
lae	пластове
lae	слоеве
lae	долно
lae	ниско
lae	ниски
lae	нисък
lae	ниска
gelderland	гелдерланд
namibië	намибия
sake	каузи
sake	причини
sake	причинява
dinastie	династия
dinastie	династията
verwerf	печелят
verwerf	заслужил
verwerf	спечелени
verwerf	заслужи
verwerf	заслужено
onafhanklikheid	независимост
verower	завладее
verhouding	съотношение
verhouding	коефициент
verhouding	връзка
verhouding	взаимоотношения
verhouding	отношения
admin	админ
admin	администратор
gekies	избрана
gekies	избрано
gekies	избрани
gekies	избран
gedeelte	порция
gedeelte	част
hoog	висок
hoog	висока
hoog	високи
hoog	високо
hoog	висок
hoog	висока
hoog	високи
waarde	стойност
