baptistu	baptista
izdalīt	elosztása
ipv	ipv
plazmas	plazma
horvātija	horvátország
disciplīnās	tudományágak
zara	branch
zara	ág
pētījums	tárgyalás
pētījums	vizsgálat
pētījums	tanulmányok
pētījums	tanulás
pētījums	tanulmány
derīgas	fit
derīgas	fitt
nelsons	nelson
rasels	russel
rasels	russell
halles	halle
irbe	partridge
pretiniekiem	ellenfelek
pierāda	bizonyítja
nesaskaņas	nézeteltérés
nesaskaņas	nézeteltérések
nesaskaņas	nézeteltérés
nesaskaņas	viszály
magnētisko	mágneses
tuvāko	legközelebbi
iziešanas	kilépés
iziešanas	kilépő
iziešanas	kijárat
krusa	üdvözlégy
krusa	éljen
fords	ford
deivs	dave
ķēde	lánc
ķēde	áramkör
silīcija	szilícium
silīcija	szilikon
vatikāna	vatikáni
vatikāna	vatikán
apmaiņa	csere
apmaiņa	cserék
demonstrācijas	tüntetés
demonstrācijas	tüntetések
niedres	nádas
usb	usb
deviņu	kilences
deviņu	kilenc
veiksmīgu	sikeres
veiksmīgu	sikeresen
england	anglia
england	england
england	angliai
poznaņas	poznań
dievi	istenek
vera	vera
semjuels	samuel
petrovs	petrov
pretinieks	ellenség
pretinieks	ellenfél
pretinieks	ellenfele
tārtiņš	lile
dziļāk	mélyebben
dziļāk	mélyebbre
dziļāk	mélyebb
nodrošināta	biztosított
nodrošināta	biztosított
konstruktors	konstruktor
liktenis	végzet
liktenis	sors
liktenis	végzet
liktenis	sors
vdk	kgb
drīzumā	hamarosan
drīzumā	nemsokára
drīzumā	közelgő
sēklu	vetőmag
sēklu	mag
gaļa	húsok
gaļa	hús
gaļa	húst
sietlas	seattle
smiltis	homok
pievienoti	hozzáadott
pievienoti	felvéve
pievienoti	csatolt
pievienoti	csatolva
pievienoti	mellékelt
demokrātijas	demokráciák
tuvo	tompított
tuvo	múló
tumša	sötét
liepu	linden
novēro	megfigyelni
dzejā	vers
papua	pápua
varoņi	hősök
hip	hip
hip	csípő
gēnu	gén
gēnu	gene
romeo	romeo
romeo	rómeó
zobenu	kard
sesks	menyét
sesks	görény
bērnība	gyermekkori
bērnība	gyerekkorom
bērnība	gyermekkorom
bērnība	gyerekkori
departamentā	részleg
departamentā	megye
amatniecības	kézműves
amatniecības	kézműves
euro	euró
euro	euróban
euro	euro
uzņemti	beiratkozott
dvēsele	lélek
dvēsele	soul
dvēsele	lelkem
dvēsele	lelked
atļauj	megengedi
atļauj	lehetővé
ericsson	ericsson
atsauca	visszavonta
smags	heavy
smags	súlyos
smags	nehéz
smags	súlyos
bronza	bronz
artis	artis
migla	köd
migla	pára
migla	ködös
migla	köd
krava	terhelés
krava	rakomány
krava	szállítmány
krava	rakomány
iekšzemē	belvízi
iekšzemē	belföldön
sēž	ül
sēž	ül
sēž	ülve
sēž	ülök
ieguldījums	járulék
ieguldījums	hozzájárulás
ieguldījums	beruházás
ieguldījums	beruházások
ieguldījums	befektetések
ieguldījums	befektetés
ieguldījums	befektetési
runu	beszéde
runu	beszéd
militāri	katonaság
militāri	katonai
militāri	hadsereg
redakcija	verzió
redakcija	változat
somālijas	szomália
somālijas	szomáliai
somālijas	szomália
somālijas	szomáliai
sadaļas	szakaszok
sadaļas	szelvény
advokātu	jogász
advokātu	ügyvéd
darbnīca	műhely
rīku	felszerelés
rīku	gear
ženēvas	genfi
zemesraga	canaveral
meksika	mexikó
pusvadītāju	félvezető
skudru	hangyák
zirgam	lovas
zirgam	ló
pozitīvi	pozitívak
pozitīvi	pozitív
atzīmēta	megjelöltek
atzīmēta	megjelölt
čeļabinskas	cseljabinszk
mednieki	vadászok
vērsts	rendezte
vērsts	rendezett
vērsts	irányított
vērsts	orientált
mantas	cucc
mantas	cuccok
vilces	vontató
vilces	tolóerő
izteiktas	kifejezett
pierādījumu	bizonyíték
pierādījumu	bizonyítás
kristietība	kereszténység
dzēšanu	törlés
izvairās	elkerüli
stiprs	erős
stiprs	erősek
zoo	állatkert
zoo	állatkertben
olimpiāde	olimpia
olimpiāde	olimpia
nulle	nulla
nulle	zéró
nulle	zero
aprīkots	felszerelve
aprīkots	felszerelt
aprīkots	felszerelve
aprīkots	felszerelt
disney	disney
zaļas	zöld
lists	liszt
elza	elsa
zum	zum
ņem	vedd
alianse	szövetség
etc	stb
apkārtmērs	kerület
apkārtmērs	kerülete
arābi	arabok
raktuves	aknák
raktuves	enyém
kāpnes	létra
kāpnes	létra
kāpnes	létrák
kāpnes	lépcsők
kāpnes	lépcső
kāpnes	lépcsőn
gana	ghána
vesels	egészben
vesels	egész
virsbūves	karosszéria
virsbūves	felépítmény
virsbūves	holttestek
virsbūves	hullák
virsbūves	testek
virsbūves	szervek
parametrs	paraméter
parametrs	paraméterek
militārie	katonaság
militārie	katonai
militārie	hadsereg
dzīvoklī	lakás
dzīvoklī	apartman
iestāšanās	csatlakozás
leļļu	bábu
leļļu	báb
leļļu	babaház
vistas	tyúk
vistas	tyúkok
vistas	tyúk
vistas	csirke
vistas	csirke
vistas	csirkék
īpatņu	egyedek
īpatņu	példányok
deklarācija	nyilatkozat
deklarācija	nyilatkozata
islandē	izlandi
islandē	izland
savādāk	máskülönben
savādāk	egyébként
savādāk	másképpen
savādāk	másképp
pjedestāla	pódium
pjedestāla	talapzatot
autonomijas	autonómia
paradīzes	paradicsom
paradīzes	mennyország
paradīzes	paradise
vēsturisks	történelmi
vēsturisks	történelmi
vēsturisks	történeti
panorāma	panorama
atmosfēra	légkör
atmosfēra	atmoszféra
atmosfēra	hangulat
eva	eva
eva	éva
eva	egt
astoņiem	nyolc
mobilais	mobilos
mobilais	mobile
mobilais	mobil
inovācijas	innováció
inovācijas	innovációk
inovācijas	innováció
inovācijas	innovációs
dītrihs	dietrich
bolīvijas	bolíviai
seju	arcát
seju	arc
seju	arca
pārvaldnieks	menedzser
pārvaldnieks	vezető
pārvaldnieks	kezelő
pārvaldnieks	igazgató
dem	dem
primārais	elsődleges
primārais	primer
apkārtējā	környezeti
darījumu	tranzakció
darījumu	ügylet
diplomu	oklevél
diplomu	diploma
krastus	shores
bono	bono
brūss	bruce
tunelis	alagút
harju	harju
peldētājs	úszó
čigānu	cigány
čigānu	cigány
šekspīra	shakespeare
konkrēti	konkrétan
konkrēti	kifejezetten
konkrēti	kimondottan
pastāvīgā	állandó
pastāvīgā	végleges
pastāvīgā	tartós
pastāvīgā	maradandó
beidzies	lejárt
fiat	fiat
ceturtdaļfinālā	negyeddöntőbe
gregorijs	gregory
gregorijs	gergely
trans	trans
trans	transz
vārnas	varjak
atdalīta	külön
bundeslīgas	bundesliga
atzītas	felismert
atzītas	elismert
atzītas	felismert
atzītas	elismert
ekspedīcijā	grincs
skolēniem	tanulók
žils	jules
džims	jim
asambleja	közgyűlés
asambleja	gyűlés
asambleja	szerelvény
kāzas	esküvők
kāzas	esküvő
kāzas	esküvőn
kāzas	esküvőre
zane	zane
vidējs	közepes
tehniski	technikailag
tehniski	gyakorlatilag
mēģinājumu	próba
mēģinājumu	próbára
žogs	kerítés
žogs	kerítést
flāmu	flamand
gazprom	gazprom
silts	meleg
silts	melegen
karogi	zászlók
gārnis	kócsag
gārnis	gém
rita	rita
četrdesmit	negyven
disciplīnas	tudományágak
stadijas	szakaszok
delfi	delphi
pamiers	fegyverszünet
pamiers	fegyverszünet
pamiers	tűzszünet
pamiers	fegyverszünet
linu	len
akmeņi	stones
akmeņi	kövek
akmeņi	kövek
akmeņi	sziklák
honda	honda
abba	abba
aes	aes
signālus	jelek
signālus	jelzések
signālus	jeleket
sodīts	büntetést
mati	haj
mati	szőr
senas	ősi
senas	ős
senas	ókori
eric	eric
eric	erik
budistu	buddhista
džeralds	gerald
donalds	donald
irāka	irak
irāka	iraki
biologs	biológus
anita	anita
jeruzalemes	jeruzsálem
dens	dan
neparasti	szokatlan
bioloģiskā	biológiai
vienalga	mindegy
vienalga	mindegy
piektajā	ötödik
tipisks	jellemző
tipisks	tipikus
tipisks	jellegzetes
niedru	reed
vēlu	későn
vēlu	késő
vēlu	késve
piesaistīja	vonzott
piesaistīja	vonzódik
vienoties	egyetértek
hipotēze	hipotézis
hipotēze	feltevés
hipotēze	feltételezés
hipotēze	elmélet
platumā	szélessége
platumā	szélesség
manuels	manuel
dienvidi	dél
dienvidi	délre
dienvidi	déli
ražoti	termelt
ražoti	gyártott
ražoti	előállított
ražoti	gyártottak
ražoti	előállított
ražoti	gyártott
medībās	vadászik
medībās	vadászat
medībās	vadászik
medībās	vadászni
medībās	vadász
abinieku	kétéltű
lūiss	lewis
paaugstināta	fokozott
paaugstināta	emelkedett
paaugstināta	megnövelt
paaugstināta	megnőtt
paaugstināta	megnövekedett
paaugstināta	nőtt
zviedriem	svédek
pieraksts	előfizetés
locītavas	ízületek
mao	mao
trīspadsmit	tizenhárom
trīspadsmit	thirteen
drošu	biztonságos
drošu	biztonságban
drošu	széf
drošu	biztonság
sēru	gyász
fantāzijas	fantasy
fantāzijas	fantázia
fantāzijas	fantáziák
lauksaimniecība	gazdálkodás
lauksaimniecība	tenyésztés
lauksaimniecība	mezőgazdasági
lauksaimniecība	mezőgazdaság
apzināti	tudatosan
apzināti	szándékosan
apzināti	szándékosan
apzināti	tudatosan
apzināti	szándékos
apzināti	szándékosan
ievads	bevezetés
ievads	bevezetése
ievads	bevezető
čaulas	héj
čaulas	shell
čaulas	kagyló
čaulas	kagylókat
čaulas	kagylók
laikus	időszerű
dziļu	mélyreható
ana	ana
kopīgas	közös
kopīgas	osztott
kopīgas	megosztotta
kopīgas	megosztott
kopīgas	megosztva
senioru	nyugdíjasok
senioru	végzősök
milzīga	hatalmas
milzīga	óriási
milzīga	masszív
milzīga	hatalmas
lāci	medve
lāci	bear
lāci	mackó
lāci	maci
pagrīdes	sétányon
radošo	alkotó
radošo	kreatív
sūtīt	küldj
sūtīt	küld
sūtīt	küldeni
iekšējais	belső
iekšējais	belseje
iekšējais	belső
iekšējais	belső
sandra	sandra
pārtraukums	szünet
pārtraukums	törés
pārtraukums	megszakítás
pārtraukums	megszakítás
slēpjas	elbújt
slēpjas	bujkál
ķirurgs	sebész
dzīvesveidu	életmód
dzeltenais	sárgák
dzeltenais	sárga
silver	silver
silver	ezüst
augumu	termetű
augumu	magassága
augumu	magasság
oriģinālā	eredeti
peldēšanas	úszó
peldēšanas	úszás
peldēšanas	úszni
pētnieku	kutató
pētnieku	kutatói
sacenšas	versenyezni
sacenšas	versengő
kristāliska	kristályos
rasu	faji
kritēriji	kritérium
kritēriji	szempontok
kritēriji	kritériumok
mareks	marek
svītras	csíkos
siltāks	melegszik
siltāks	melegebb
zēns	fiú
palestīniešu	palesztin
paskaidrojumi	magyarázat
paskaidrojumi	magyarázatot
sargā	őrzi
brīvs	betöltetlen
brīvs	ingyenes
brīvs	ingyen
brīvs	free
brīvs	szabad
bagātīgi	bőséges
bagātīgi	bőségesen
pazuda	eltűnt
pazuda	eltünt
iegādāts	megvásárolt
iegādāts	vásárolt
iegādāts	beszerzett
peldēšana	úszó
peldēšana	úszás
peldēšana	úszni
golden	golden
golden	arany
alejas	galériák
līdakas	pike
izstrādāti	fejlett
izstrādāti	fejlesztett
izstrādāti	kifejlesztett
izstrādāti	kidolgozott
katastrofas	katasztrófák
vienādojumu	egyenlet
organisms	élőlény
organisms	organizmus
sudānas	szudáni
sudānas	szudán
plānota	ütemezett
plānota	tervezett
plānota	megtervezett
slēgt	zár
slēgt	zárat
slēgt	lakat
hēlija	hélium
#ff	#ff
bayer	bayer
piepilsētas	külvárosi
strēlnieki	íjászok
sadalīšanas	boncolás
sadalīšanas	megosztási
piesaistīt	vonzzák
piesaistīt	vonzza
piesaistīt	vonz
kopija	másolat
kopija	másolatot
pievienotas	csatolt
pievienotas	csatolva
vīrusu	vírus
vīrusu	vírusos
vīrusu	vírussal
vīrusu	vírus
būtiskas	elengedhetetlen
būtiskas	nélkülözhetetlen
būtiskas	lényeges
būtiskas	alapvető
laikapstākļi	időjárás
izpratni	megértés
izpratni	egyetértés
izpratni	megértő
izpratni	megértést
laima	lyme
laima	lime
sulu	juice
sulu	gyümölcslé
sulu	lé
starptautisks	transznacionális
asamblejas	közgyűlés
asamblejas	gyűlés
asamblejas	szerelvény
sēdes	ül
sēdes	ülve
sēdes	ülök
sēdes	találkozók
sēdes	ülésein
sēdes	ülései
sēdes	ülések
sēdes	megbeszélések
sēdes	meghallgatások
sēdes	meghallgatás
bot	botok
vienādojums	egyenlet
pateikt	mondd
mākslīgā	mesterséges
akli	vakon
akli	vak
akli	vakok
akli	vakon
pierre	pierre
regulāra	rendszeresen
regulāra	rendszeres
regulāra	normál
uzlabo	javítása
uzlabo	javul
uzlabo	fokozza
uzlabo	javítja
uzlabo	javul
uzlabo	javítása
plāksnes	rendszám
plāksnes	tányér
plāksnes	lemezek
plāksnes	tányér
plāksnes	lemez
plāksnes	tányért
garīgais	spirituális
garīgais	szellemi
garīgais	lelki
džonijs	johnny
džonijs	jonny
aptieka	gyógyszertárban
aptieka	gyógyszertár
ronis	fóka
ronis	pecsét
ronis	seal
cēzara	cézár
cēzara	caesar
oksīdu	oxid
juridiski	jogilag
juridiski	törvényesen
juridiski	legálisan
absolūti	abszolút
civilā	civil
civilā	polgári
civilā	civil
civilā	polgári
misisipi	mississippi
atrisināt	megoldott
atrisināt	megoldotta
atrisināt	megoldva
atrisināt	megoldani
atrisināt	megoldani
nvs	cis
nvs	hitelintézetek
datori	számítógép
datori	számítógépek
reģistrētas	bejegyzett
reģistrētas	regisztrált
reģistrētas	nyilvántartott
ieiet	belép
drošība	biztonsági
drošība	biztonság
drošība	biztonsági
drošība	biztonság
atkarību	függőség
procesora	cpu
procesora	feldolgozó
atcelt	lemondani
talantu	tehetséges
talantu	tehetség
zīmēšanas	rajza
zīmēšanas	rajz
zīmēšanas	rajzol
piens	tejjel
piens	tej
piens	tejet
avīzē	újság
īsāks	rövidebb
civilās	civil
civilās	polgári
civilās	civil
civilās	polgári
precīzs	pontos
precīzs	precíz
precīzs	pontos
precīzs	pontos
diplomātiskās	diplomáciai
diplomātiskās	diplomata
reperis	rapper
trauku	tál
trauku	edény
luna	luna
lerijs	larry
parakstīšanas	aláírás
rīki	eszközök
rīki	szerszám
rīki	szerszámok
rīki	fogaskerekek
zonās	zónák
zonās	övezetek
intervijā	interjú
rīkles	torka
rīkles	torok
rīkles	torkát
garāka	magasabbak
garāka	magasabb
toyota	toyota
apturēta	felfüggesztett
atzīmē	megjegyzések
atzīmē	feljegyzések
atzīmē	jegyzetek
atzīmē	jegyzet
aicina	hívás
aicina	hív
aicina	meghívó
aicina	felkéri
aicina	meghívókat
aicina	meghívás
skaitļošanas	számítástechnikai
aizliegums	tilalom
aizliegums	tilalom
aizliegums	tilalmak
klārks	clarke
klārks	clark
koncepciju	elképzelés
koncepciju	koncepció
koncepciju	fogalom
vienmērīgi	egyenletesen
vienmērīgi	egységesen
vienmērīgi	egyenletesen
vienmērīgi	egyenletes
ieroci	fegyver
ieroci	pisztoly
slepkavību	gyilkosság
las	las
gaga	gaga
samazinājies	bukott
samazinājies	elesett
samazinājies	elutasított
samazinājies	elutasítva
šūmahers	schumacher
grenlandes	grönlandi
grenlandes	grönland
normandijas	normandia
garšu	íze
step	lépés
step	lépcső
veikalā	műhely
veikalā	üzlet
veikalā	bolt
veikalā	vásárlás
pašreizējie	áramlat
pašreizējie	jelenlegi
pašreizējie	aktuális
procedūras	eljárás
procedūras	eljárások
atlikušās	megmaradt
atlikušās	megmaradó
atlikušās	fennmaradó
tuberkulozes	tuberkulózis
skeleta	csontváz
jostas	övek
jostas	öv
porsche	porsche
bazilika	basil
bazilika	bazilika
dala	osztva
dala	megosztott
dala	megosztva
izcili	kiváló
izcili	kiemelkedő
izcili	kimagasló
izcili	kiváló
apvienotais	egyesített
līknes	görbe
līknes	görbék
joahims	joachim
zebiekste	menyét
konfederāciju	államszövetség
salīdzināt	összehasonlítani
salīdzināt	összehasonlítás
salīdzināt	összehasonlítása
tiesneši	bírók
tiesneši	zsűri
tiesneši	bírák
rex	rex
aģents	ügynök
žurnāliste	újságíró
romans	római
romans	roman
pārklājas	átfedések
pārklājas	átfedés
elektriskais	villamos
elektriskais	villany
elektriskais	elektromos
ieee	ieee
palīdzot	segít
atpazīt	felismeri
atpazīt	felismerni
atpazīt	felismerhető
atpazīt	elismerik
atpazīt	felismerni
made	készítette
made	készült
made	tett
uzrakstīts	megírva
uzrakstīts	írásbeli
uzrakstīts	írta
uzrakstīts	írott
taisnstūra	téglalap
taisnstūra	téglalap
taisnstūra	négyszögletes
ita}}	ita}}
deklarācijas	nyilatkozatok
ūdenskritums	vízesés
personība	személyazonosság
personība	személyazonosságát
personība	identitás
personība	személyiség
personība	személyisége
personība	egyéniség
intensīva	intenzív
intensīva	igényes
intensīva	heves
intensīva	intenzív
maņu	szenzoros
pēcnācējiem	utódok
ieslodzījuma	börtönbüntetés
ērti	kényelmes
ērti	kényelmes
amsterdamas	amsterdam
amsterdamas	amszterdam
amsterdamas	amszterdami
modifikācija	módosítás
modifikācija	módosítást
gudrības	bölcsesség
mute	szád
mute	száj
ziemeļi	észak
ziemeļi	északi
ziemeļi	északra
sarkani	piros
sarkani	piroska
sarkani	vörös
optisko	optikai
sauss	szárazon
sauss	száraz
noliktava	raktár
noliktava	raktárban
sazināties	kapcsolatfelvétel
sazināties	kapcsolattartó
sazināties	kontakt
sazināties	érintkezés
sazināties	kapcsolat
sazināties	kapcsolatba
sazināties	kommunikálni
praksi	gyakorlás
praksi	edzés
praksi	gyakorlat
nodoklis	kötelesség
nodoklis	vám
nodoklis	adó
nodoklis	adózás
nodoklis	adók
hop	hop
dāma	királynő
dāma	queen
dāma	dáma
dāma	királyné
dāma	hölgy
ražotāji	gyártói
ražotāji	gyártók
ražotāji	producerek
ražotāji	termelők
ražotāji	gyártói
ražotāji	gyártók
solis	lépés
solis	lépcső
iedzīvotājs	rezidens
iedzīvotājs	lakos
vērts	érdemes
vērts	megéri
vērts	worth
vērts	érdemes
vērts	méltó
kuģniecības	hajózás
kuģniecības	szállítás
kuģniecības	hajózási
vakuuma	porszívó
vakuuma	vákuum
hipotēzi	hipotézis
hipotēzi	feltevés
hipotēzi	feltételezés
hipotēzi	elmélet
apvienojas	egyesülni
apvienojas	egyesülő
palikusi	bal
palikusi	balra
apsūdzēja	vádlott
apsūdzēja	megvádolt
florida	floridai
florida	floridában
florida	florida
florida	floridába
matricas	mátrix
kopenhāgenā	koppenhága
kopenhāgenā	koppenhágai
visilgāk	leghosszabb
luhanskas	luhanszk
izīrēts	bérelt
finansiāli	anyagilag
finansiāli	pénzügyileg
kaķiem	macskák
kaķiem	cicák
arheologs	régész
laulība	házasság
laulība	házasságot
ieviešana	végrehajtás
ieviešana	végrehajtására
ieviešana	megvalósítás
manipulatoru	manipulátor
gaz	gaz
uzskaitītas	felsorolt
nigērijas	nigériai
profesore	professzor
prefektūra	prefektúra
iecirknis	rekesz
tcp	tcp
muti	szád
muti	száj
gmbh	gmbh
agrākā	leghamarabb
agrākā	legkorábbi
agrākā	legkorábban
fails	fájl
fails	file
fails	akta
redakcijas	változatok
slovēnija	szlovénia
copa	copa
peldēt	úszik
peldēt	úszás
peldēt	úszni
solaris	solaris
obama	obama
apdares	befejezés
apdares	befejezése
organizētas	szervezett
marie	marie
marie	mária
lībekas	lübeck
īzaks	isaac
dārzos	kertek
veicinātu	foster
veicinātu	előmozdítása
pelēkas	ősz
pelēkas	grey
pelēkas	szürke
pērkons	villám
pērkons	mennydörgés
sabruka	összeesett
sabruka	összeomlott
inspektors	felügyelő
inspektors	ellenőr
ķirzakas	gyíkok
dejotāja	táncos
dejotāja	táncosnő
olimpiskajā	olimpiai
luters	luther
vāgners	wagner
kursos	tanfolyam
kursos	tanfolyamok
tuksnesis	sivatag
atzīti	felismert
atzīti	elismert
atzīti	felismert
atzīti	elismert
teritoriālais	területi
dziļš	mély
piesaista	vonzza
piesaista	vonz
piesaista	vonzzák
piesaista	vonzza
piesaista	vonz
žaunu	gill
dana	dana
dārziņš	kert
dārziņš	kertje
dārziņš	garden
dārziņš	kertben
silvija	sylvia
izpildītāji	előadók
izpildītāji	előadók
izpildītāji	művészek
pavlovs	pavlov
sausā	szárazon
sausā	száraz
pacientiem	páciensek
pacientiem	betegek
asp	asp
vienādu	egységes
vienādu	egyenruhás
vienādu	egyenruha
izzūd	eltűnik
vadims	vadim
mini	mini
sekcija	részleg
sekcija	szakasz
sekcija	szekció
sekcija	öböl
sekcija	bay
adams	adams
ethernet	ethernet
digitālā	digitális
bioloģija	biológia
eļļa	olaj
eļļa	kőolaj
eļļa	olajjal
eļļa	olajat
frakcija	frakció
saturēt	tartalmaznak
bahs	bach
interjers	dekoráció
atbalstītāji	támogatók
atbalstītāji	támogatói
definīcija	meghatározás
definīcija	meghatározása
labāks	jobb
labāks	jobban
palīgā	segíteni
palīgā	segítség
dzīvsudraba	mercury
dzīvsudraba	higany
fiksēts	rögzített
fiksēts	fix
fiksēts	rögzítve
mākslīgais	mesterséges
lādiņu	lövedék
cieņu	méltóság
cauna	marten
paplašināta	meghosszabbított
paplašināta	kiterjesztett
paplašināta	kibővített
paplašināta	kibővített
paplašināta	bővült
paplašināta	kiterjesztett
paplašināta	kibővített
veselas	egészben
veselas	egész
falco	falco
frakciju	frakció
biļetes	jegyek
biļetes	jegyeket
biļetes	jegy
dimantu	gyémánt
dimantu	diamond
izplatīšanās	terjesztés
izplatīšanās	eloszlás
izplatīšanās	elosztás
izplatīšanās	forgalmazási
izplatīšanās	elosztása
izplatīšanās	forgalmazás
izplatīšanās	terjed
izplatīšanās	terjed
atveres	nyílások
nikolass	nicholas
nikolass	miklós
gadījuma	random
gadījuma	véletlenszerű
gadījuma	véletlen
gadījuma	alkalmi
gadījuma	laza
gadījuma	hétköznapi
amerikāņi	amerikaiak
tīra	tisztán
tīra	tiszta
tīra	tisztítja
tīra	takarít
tīra	tiszta
tīra	clean
baumas	szóbeszéd
baumas	pletykák
baumas	szóbeszéd
baumas	pletyka
izabella	isabel
izabella	izabella
izabella	isabella
izabella	isabelle
prāga	prága
prāga	prágai
nieres	vese
nieres	vesét
nieres	vese
pasākuma	mérték
pasākuma	intézkedés
patērē	fogyasztott
patērē	elfogyasztott
patērē	fogyasztanak
patērē	fogyaszt
zālamana	salamon
zālamana	solomon
apsūdzēts	vádlott
apsūdzēts	megvádolt
reklāma	nyilvánosság
reklāma	hirdetési
reklāma	hirdetések
reklāma	hirdetés
reklāma	reklám
vikingi	vikingek
sidnejas	sydney
munīcijas	lőszer
munīcijas	lőszerek
munīcijas	lőszert
plānā	terv
muguru	vissza
mūris	wall
mūris	fali
mūris	falat
mūris	fal
apzīmējumi	fogalmak
apzīmējumi	feltételek
apzīmējumi	kifejezések
apzīmējumi	legendák
apzīmējumi	legendája
apzīmējumi	legenda
porto	porto
polo	póló
polo	polo
polo	vízilabda
laivas	csónak
laivas	hajók
ģenētiski	genetikailag
svētdienas	vasárnap
svētdienas	vasárnaponként
vasalis	hűbéres
eksperimenti	kísérletezik
eksperimenti	kísérletek
eksperimenti	kísérletezés
ievada	bevezető
clippers	clippers
leonards	leonard
atpūta	szabadidő
atpūta	kikapcsolódás
atpūta	szabadidő
atpūta	pihenés
atpūta	többi
atpūta	pihenő
nirnbergas	nürnberg
dzemdes	méh
dzemdes	méh
saimnieki	masters
saimnieki	mesterek
saimnieki	házigazdák
saimnieki	szervezők
gods	becsület
gods	megtiszteltetés
gods	becsület
gods	megtiszteltetés
skaļi	hangosan
skaļi	hangos
skaļi	hangosan
algu	fizetés
algu	bér
