மற்றும்	og
முக்கிய	viktig
பல்வேறு	variasjon
பல்வேறு	ymse
பல்வேறு	diverse
இருந்த	var
திரைப்படங்கள்	kino
திரைப்படங்கள்	filmer
பிற	andre
பிற	annet
பிற	annen
அவர்கள்	them
அவர்கள்	dem
அவர்கள்	de
அவர்கள்	they
மொழி	språk
முறை	metoden
முறை	metode
முறை	prosedyre
முறை	prosedyren
முறை	modus
முறை	mode
கோயில்	tempelet
கோயில்	tempel
கோயில்	temple
விருது	utmerkelse
விருது	award
பொதுவாக	generell
பொதுவாக	generelt
பொதுவாக	general
அக்டோபர்	oktober
அக்டோபர்	october
அக்டோபர்	okt
அக்டோபர்	oct
செய்து	engasjert
செய்து	begått
செய்து	forpliktet
தன்	hans
தன்	sin
தன்	kaster
தொடர்ந்து	holde
தொடர்ந்து	behold
தொடர்ந்து	hold
தொடர்ந்து	keep
இரண்டாம்	sekund
இரண்டாம்	andre
இரண்டாம்	second
இரண்டாம்	sekundær
சென்னை	chennai
வரும்	kommer
வரும்	coming
மே	mai
மே	may
ஒவ்வொரு	every
ஒவ்வொரு	hver
ஒவ்வொரு	hvert
ஒவ்வொரு	hver
ஒவ்வொரு	hvert
மட்டுமே	berre
மட்டுமே	only
மட்டுமே	bare
மட்டுமே	kun
வரலாறு	historikk
வரலாறு	history
வரலாறு	historie
பகுதியில்	areal
பகுதியில்	område
பகுதியில்	området
பகுதியில்	area
நூல்கள்	bøker
பின்	nål
பின்	pin
பின்	etter
பின்	after
பின்	etterpå
பின்	efter
பின்	attende
பின்	back
பின்	tilbake
பின்	rygg
இல்லை	ikke
இல்லை	not
இல்லை	ikkje
நவம்பர்	november
அதிக	high
அதிக	rus
அதிக	høy
அதிக	høyt
அதிக	høgt
காலத்தில்	punktum
காலத்தில்	perioden
காலத்தில்	periode
மிக	svært
மிக	very
மிக	meget
மிக	veldig
மிக	tannpine
மிக	tannverk
நான்கு	fire
நான்கு	four
பிறகு	deretter
பிறகு	så
பிறகு	da
பிறகு	senere
பிறகு	seinere
பிறகு	seinare
பிறகு	etter
பிறகு	after
பிறகு	etterpå
பிறகு	efter
அரசியல்	politikk
அரசியல்	politisk
பகுதி	delvis
பகுதி	areal
பகுதி	område
பகுதி	området
பகுதி	area
பகுதி	region
பகுதி	del
பகுதி	segment
பகுதி	innslag
பற்றி	om
பற்றி	angående
பற்றி	omtrent
ஆறு	sekser
ஆறு	seks
ஆறு	six
ஆறு	elven
ஆறு	river
ஆறு	elv
மீண்டும்	igjen
இங்கிலாந்து	england
காலம்	sesong
காலம்	sesongen
காலம்	årstid
காலம்	punktum
காலம்	perioden
காலம்	periode
காலம்	tid
காலம்	klokkeslett
காலம்	gang
நிலை	stilling
நிலை	posisjon
நிலை	stat
நிலை	staten
நிலை	delstater
நிலை	state
நிலை	tilstand
நிலை	delstat
நிலை	niva
நிலை	nivå
நிலை	nivået
நிலை	level
ஒரே	same
ஒரே	samme
போர்	krigen
போர்	krig
பொருள்	materiell
பொருள்	materiale
பொருள்	produkt
பொருள்	produktet
பொருள்	objektet
பொருள்	objekt
பொருள்	gjenstand
பொருள்	object
பொருள்	synonymer
பொருள்	emne
பொருள்	fag
பொருள்	subjekt
அறிவியல்	vitenskap
அறிவியல்	naturvitenskap
பேச்சு	tale
பேச்சு	talen
பேச்சு	snakkes
பேச்சு	snakk
பேச்சு	talk
இதனால்	med
இதனால்	with
அனைத்து	alle
அனைத்து	alt
அனைத்து	all
கல்வி	utdannelse
கல்வி	utdanning
ஏப்ரல்	apr
ஏப்ரல்	april
உலக	verdens
உலக	world
உலக	verden
உலக	global
உலக	globalt
கே	homser
கே	homofile
கே	homofil
கே	gay
முடியும்	kan
முடியும்	can
கீழ்	down
கீழ்	ned
கீழ்	nedover
கீழ்	nede
கீழ்	senk
கீழ்	nedre
கீழ்	lavere
கீழ்	under
கீழ்	nederst
கீழ்	bottom
கீழ்	bunnen
கீழ்	bunn
இடம்	spisested
இடம்	place
இடம்	sted
இடம்	beliggenhet
இடம்	sted
இடம்	lokalisering
இடம்	lokasjon
இடம்	posisjon
இடம்	plassering
இடம்	rom
இடம்	space
இடம்	verdensrommet
இடம்	plass
செப்டம்பர்	september
பேர்	andre
பெரும்	flott
பெரும்	supert
பெரும்	flotte
பெரும்	kjempefint
பெரும்	uforskammet
சி	chi
நாடுகள்	landene
நாடுகள்	land
தொகுதி	album
தொகுதி	albumene
தொகுதி	systemet
தொகுதி	system
தொகுதி	modul
கிழக்கு	east
கிழக்கு	øst
கிழக்கு	orienten
கிழக்கு	orient
கிழக்கு	østlig
கிழக்கு	øst
அமைப்பு	oppsett
அமைப்பு	konfigurasjon
அமைப்பு	konfigurering
அமைப்பு	systemet
அமைப்பு	system
அமைப்பு	innstilling
அமைப்பு	innstillingen
அமைப்பு	organisasjon
அமைப்பு	organisasjonen
அமைப்பு	struktur
அளவு	mengde
அளவு	beløp
அளவு	mengde
அளவு	antall
அளவு	kvantitet
அளவு	skalaen
அளவு	målestokk
அளவு	skala
அளவு	størrelse
அளவு	størrelsen
மற்ற	andre
மற்ற	annet
மற்ற	annen
இந்து	hindu
இந்து	hinduer
இவற்றையும்	desse
இவற்றையும்	disse
தற்போது	now
தற்போது	nå
பாடல்	sang
பாடல்	låt
பாடல்	sangen
பாடல்	song
உண்டு	tilgjengelige
உண்டு	tilgjengeleg
உண்டு	ledig
உண்டு	tilgjengelig
உண்டு	har
உண்டு	ha
வாழும்	bodd
வாழும்	levende
இருக்கிறது	tilgjengelige
இருக்கிறது	tilgjengeleg
இருக்கிறது	ledig
இருக்கிறது	tilgjengelig
நிறுவனம்	firma
நிறுவனம்	selskap
நிறுவனம்	kompani
நிறுவனம்	bedrift
நிறுவனம்	arbeidsgiver
நிறுவனம்	organisasjon
நிறுவனம்	organisasjonen
நிறுவனம்	organisasjon
நிறுவனம்	organisasjonen
நபர்கள்	mennesker
நபர்கள்	personer
நபர்கள்	personar
நபர்கள்	folk
காலனி	koloni
காலனி	kolonien
மேற்கு	west
மேற்கு	vest
மேற்கு	vesten
மேற்கு	vestlig
மேற்கு	vest
மேற்கு	vestlige
மேற்கு	western
தலைவர்	president
தலைவர்	presidenten
தலைவர்	leder
முதலில்	første
முதலில்	først
முதலில்	forst
முதலில்	first
சார்ந்த	relativ
சார்ந்த	relativt
சார்ந்த	relative
சார்ந்த	slektning
சார்ந்த	baserte
சார்ந்த	basert
மேல்	øverst
மேல்	top
மேல்	toppen
மேல்	overdel
மேல்	topp
நாடு	fedreland
நாடு	landet
நாடு	land
நாடு	country
மட்டும்	berre
மட்டும்	only
மட்டும்	bare
மட்டும்	kun
அடிப்படையில்	utgangspunktet
அடிப்படையில்	grunnlag
அடிப்படையில்	basis
எண்	telle
எண்	greve
எண்	tell
எண்	tall
எண்	nummer
எண்	number
எண்	antall
குறிப்பிட்ட	uttalt
குறிப்பிட்ட	uttalte
குறிப்பிட்ட	spesifisert
குறிப்பிட்ட	oppgitt
குறிப்பிட்ட	angitte
குறிப்பிட்ட	angitt
குறிப்பிட்ட	spesifikk
குறிப்பிட்ட	spesifikt
குறிப்பிட்ட	spesifikke
செய்ய	make
செய்ய	lage
செய்ய	gjøre
சிறிய	lite
சிறிய	small
சிறிய	små
சிறிய	smått
சிறிய	liten
சிறிய	lille
சிறிய	lite
சிறிய	liten
வேறு	andre
வேறு	annet
வேறு	annen
மார்ச்	marsjer
மார்ச்	march
மார்ச்	marsj
மார்ச்	mars
மார்ச்	marsjere
நிலையில்	betingelsen
நிலையில்	betingelse
நிலையில்	tilstand
நிலையில்	stand
நிலையில்	scenen
நிலையில்	stage
பெண்	jente
பெண்	jenta
பெண்	woman
பெண்	kvinne
பெண்	hunkjønn
பெண்	kvinnelige
பெண்	hunn
பெண்	kvinne
பெண்	female
பெண்	kvinnelig
வெற்றி	vellykket
வெற்றி	suksessen
வெற்றி	suksess
வெற்றி	vinner
வெற்றி	seiere
வெற்றி	vinner
வெற்றி	vinne
வெற்றி	vinnende
வெற்றி	vinnes
வெற்றி	vunnet
வெற்றி	won
வெற்றி	vant
வெற்றி	seier
வெற்றி	seieren
வெற்றி	victory
வெற்றி	vinner
வெற்றி	vinne
வெற்றி	win
வெற்றி	vinn
இணைப்பு	forbindelse
இணைப்பு	tilkobling
இணைப்பு	link
இணைப்பு	kobling
இணைப்பு	lenke
இணைப்பு	vedlegg
திரைப்படம்	movie
திரைப்படம்	film
திரைப்படம்	film
வகை	kategori
வகை	kategorien
வகை	skriv
வகை	typen
வகை	type
வகை	modus
வகை	mode
ஐந்து	fem
ஐந்து	five
அதே	same
அதே	samme
சிறப்பு	fremhevet
சிறப்பு	featured
சிறப்பு	spesielt
சிறப்பு	special
சிறப்பு	spesiell
சிறப்பு	spesielle
சிறப்பு	spesial
தமிழர்	tamiler
விட	than
விட	enn
சுமார்	om
சுமார்	angående
சுமார்	omtrent
என்பதை	hvorvidt
கட்டுரைகள்	artikler
படி	lest
படி	lese
படி	les
படி	read
படி	skritt
படி	steg
படி	trinn
மனித	menneskelig
பெரும்பாலும்	almost
பெரும்பாலும்	nesten
பெரும்பாலும்	ofte
பெரும்பாலும்	hovedsakelig
பெரும்பாலும்	mest
கட்சி	parti
கட்சி	fest
கட்சி	feste
கட்சி	party
பொது	common
பொது	felles
பொது	vanlig
பொது	offentleg
பொது	offentlige
பொது	offentlig
பொது	generell
பொது	generelt
பொது	general
கல்லூரி	college
கல்லூரி	høgskole
கல்லூரி	høyskole
இசை	music
இசை	musikk
முறையில்	modus
முறையில்	mode
நாட்டின்	fedreland
நாட்டின்	landet
நாட்டின்	land
நாட்டின்	country
மத்திய	central
மத்திய	sentral
மத்திய	sentralt
மில்லியன்	million
மில்லியன்	millioner
நகரம்	city
நகரம்	byen
நகரம்	poststed
நகரம்	by
எந்த	noen
எந்த	any
எந்த	hvilket
எந்த	hvilken
எனப்படும்	ringte
எனப்படும்	kalles
எனப்படும்	ringt
எனப்படும்	kalt
நீர்	vann
செய்யும்	gjør
இணைந்து	join
விக்கிப்பீடியா	wikipedia
சென்று	gone
சென்று	gått
சென்று	borte
பார்க்க	skjønner
பார்க்க	see
பார்க்க	se
பார்க்க	sjå
அணி	matrise
அணி	matrix
அணி	lag
அணி	laget
அணி	team
எழுதிய	skriftlige
எழுதிய	skrevet
எழுதிய	skrev
எழுதிய	skreiv
நிலையம்	stasjon
நிலையம்	holdeplass
தொடர்பான	relatert
தொடர்பான	relaterte
மீட்டர்	meter
மீட்டர்	meter
இடத்தில்	spisested
இடத்தில்	place
இடத்தில்	sted
கோவில்	tempelet
கோவில்	tempel
கோவில்	temple
மாதம்	måneden
மாதம்	måned
மதுரை	madurai
ஆய்வு	studere
ஆய்வு	studie
ஆய்வு	forskning
ஆய்வு	research
வட	nordover
வட	north
வட	nord
குறைந்த	lesser
குறைந்த	lavest
குறைந்த	dårligst
குறைந்த	laveste
குறைந்த	lavmål
குறைந்த	lav
குறைந்த	lavt
குறைந்த	low
குறைந்த	lave
குறைந்த	færre
குறைந்த	less
குறைந்த	mindre
டிசம்பர்	desember
டிசம்பர்	dec
முன்	front
முன்	foran
முன்	pre
முன்	before
முன்	før
வாழ்க்கை	liv
வாழ்க்கை	livet
வாழ்க்கை	life
சனவரி	januar
புனித	fy
புனித	hellig
புனித	hellige
இரண்டாவது	sekund
இரண்டாவது	andre
இரண்டாவது	second
இரண்டாவது	sekundær
ஆங்கிலம்	engelsk
அங்கு	der
தொழில்	bedriften
தொழில்	business
தொழில்	virksomhet
தொழில்	bedrift
தொழில்	industri
தொழில்	bransje
தொழில்	yrke
தொழில்	profesjon
பழைய	gammelt
பழைய	old
பழைய	gammel
பழைய	gammal
பழைய	gamle
பழைய	eldre
ஆண்டுகள்	ar
ஆண்டுகள்	årevis
ஆண்டுகள்	år
குறிப்பாக	især
குறிப்பாக	spesielt
குறிப்பாக	spesiellt
குறிப்பாக	særlig
குறிப்பாக	især
குறிப்பாக	spesielt
குறிப்பாக	spesiellt
குறிப்பாக	særlig
குறிப்பாக	spesielt
குறிப்பாக	spesifikt
குறிப்பாக	spesielt
பார்க்கவும்	besøke
பார்க்கவும்	besøk
பார்க்கவும்	watch
துறை	avdeling
துறை	department
துறை	departement
துறை	port
துறை	havn
குறிக்கும்	peker
கடல்	marinesoldat
கடல்	marine
கடல்	sjøs
கடல்	sea
கடல்	hav
கடல்	havet
கடல்	hav
கடல்	ocean
போல	som
போல	liker
போல	like
இதற்கு	for
சிறு	lite
சிறு	small
சிறு	små
சிறு	smått
சிறு	liten
சிறு	mindreårig
சிறு	mindre
சிறு	minor
தென்	syd
தென்	syden
தென்	sør
தென்	south
உயர்	high
உயர்	rus
உயர்	høy
உயர்	høyt
உயர்	høgt
உயர்	luxe
உயர்	deluxe
வடக்கு	nordover
வடக்கு	north
வடக்கு	nord
ஆட்சி	kingdom
ஆட்சி	kongedømme
ஆட்சி	regelen
ஆட்சி	regel
ஆட்சி	styring
ஆட்சி	regjeringstid
மக்களின்	mennesker
மக்களின்	personer
மக்களின்	personar
மக்களின்	folk
நோய்	sykdom
தேர்தல்	valget
உற்பத்தி	produksjonen
உற்பத்தி	produksjon
உற்பத்தி	produksjon
ஆக	aug
வந்தது	ankom
வந்தது	kommet
வந்தது	ankommet
கலை	kunster
கலை	art
கலை	kunst
தங்கள்	sine
தங்கள்	deres
சமூக	sosialt
சமூக	sosiale
சமூக	sosial
போல்	bol
போல்	som
போல்	liker
போல்	like
தர	kvalitet
தர	kvaliteten
நூற்றாண்டு	århundre
அவருடைய	hans
அவருடைய	sin
உலகின்	verdener
உலகின்	worlds
அமெரிக்கா	amerika
அமெரிக்கா	america
அமெரிக்கா	amerika
பகுதிகளில்	områder
பகுதிகளில்	områdene
வந்து	come
வந்து	kom
பரிசு	premie
பரிசு	gaven
பரிசு	gave
பிரிவு	kategori
பிரிவு	kategorien
பிரிவு	divisjon
பிரிவு	seksjonen
பிரிவு	seksjon
பிரிவு	delen
உடல்	body
உடல்	legeme
உடல்	kropp
உடல்	kroppen
உடல்	lik
இவர்கள்	desse
இவர்கள்	disse
கூட	even
கூட	selv
கூட	tilogmed
கூட	sjølv
கூட	òg
கூட	også
கூட	óg
கூட	too
கூட	også
எழுத்தாளர்	forfatter
எழுத்தாளர்	skribent
குழு	gruppe
குழு	gruppen
இலக்கிய	litteratur
இலக்கிய	litterære
இலக்கிய	litterær
விளையாட்டு	spilling
விளையாட்டு	sport
விளையாட்டு	idretter
விளையாட்டு	idrett
விளையாட்டு	spill
விளையாட்டு	kampstart
விளையாட்டு	game
விளையாட்டு	sport
விளையாட்டு	idrett
உறுப்பினர்கள்	medlemmer
உறுப்பினர்கள்	medlemmene
உறுப்பினர்கள்	medlemer
இறப்பு	døden
இறப்பு	død
இறப்பு	death
இறப்பு	dødsstraff
இறப்பு	dødelighet
அடி	fot
அடி	føtter
அடி	slo
அடி	sio
அடி	treff
துணை	partner
துணை	partneren
துணை	kompanjong
துணை	støtter
துணை	støtte
துணை	brukerstøtte
துணை	support
துணை	vice
துணை	sub
துணை	stedfortreder
துணை	fullmektig
பதிப்பு	edition
பதிப்பு	utgaven
பதிப்பு	utgave
பதிப்பு	versjonen
பதிப்பு	versjon
சொல்	sier
சொல்	si
சொல்	seie
சொல்	say
சொல்	ord
சொல்	word
சொல்	æresord
சொல்	fortelle
சொல்	fortell
தெற்கு	syd
தெற்கு	syden
தெற்கு	sør
தெற்கு	south
கட்டுரை	essay
கட்டுரை	artikkel
கட்டுரை	artikkelen
கட்டுரை	sammensetning
கட்டுரை	komposisjon
கட்டுரை	artikler
வட்டம்	sirkel
சராசரி	gjennomsnittet
சராசரி	gjennomsnitt
சராசரி	gjennomsnittlige
சராசரி	gjennomsnittlig
சராசரி	mener
சராசரி	meiner
சராசரி	mean
தொலைக்காட்சி	tv
தொலைக்காட்சி	fjernsyn
முன்னாள்	tidligere
எண்ணிக்கை	telle
எண்ணிக்கை	greve
எண்ணிக்கை	tell
எண்ணிக்கை	hyppighet
எண்ணிக்கை	frekvens
தவிர	ekskluderer
தவிர	ekskludere
தவிர	utenom
தவிர	untatt
தவிர	unntatt
நடிகர்	aktør
நடிகர்	skuespiller
பாடல்கள்	sanger
பாடல்கள்	songs
இன்று	today
இன்று	idag
சட்டம்	ramme
சட்டம்	jus
சட்டம்	loven
சட்டம்	lov
சட்டம்	juridiske
சட்டம்	juridisk
சட்டம்	lovlig
சட்டம்	akt
சட்டம்	handle
சட்டம்	act
அருகில்	nært
அருகில்	near
அருகில்	nær
அருகில்	nærheten
நேரம்	tid
நேரம்	klokkeslett
நேரம்	gang
முதலாவது	første
முதலாவது	først
முதலாவது	forst
முதலாவது	first
நாம்	let
நாம்	la
நாம்	lets
நாம்	lar
மூலமாக	via
மூலமாக	gjennom
மூலமாக	through
மூலமாக	igjennom
உணவு	mat
குறித்து	om
குறித்து	angående
குறித்து	omtrent
பெப்ரவரி	februar
பகுதிகள்	segmenter
பகுதிகள்	komponenten
பகுதிகள்	komponent
பகுதிகள்	regioner
பகுதிகள்	delene
பகுதிகள்	deler
பகுதிகள்	områder
பகுதிகள்	områdene
நிறுவனங்கள்	organisasjoner
நிறுவனங்கள்	bedrifter
நிறுவனங்கள்	selskaper
ஜனவரி	januar
எழுத்தாளர்கள்	forfattere
நல்ல	flinke
நல்ல	flink
நல்ல	godt
நல்ல	dyktig
நல்ல	god
நல்ல	bra
அடுத்த	nestemann
அடுத்த	neste
அடுத்த	next
படம்	bildet
படம்	bilde
படம்	photo
படம்	foto
படம்	bilete
படம்	bilde
படம்	biletet
படம்	bildet
படம்	bilde
பாதுகாப்பு	forsvar
பாதுகாப்பு	defense
பாதுகாப்பு	trygt
பாதுகாப்பு	safe
பாதுகாப்பு	trygge
பாதுகாப்பு	trygg
பாதுகாப்பு	beskyttelse
பாதுகாப்பு	trygghet
பாதுகாப்பு	sikkerhet
பாதுகாப்பு	sikkerheten
பாதுகாப்பு	trygghet
பாதுகாப்பு	sikkerhet
தஞ்சாவூர்	thanjavur
தந்தை	far
தந்தை	fader
தந்தை	father
தந்தை	pater
பங்கு	rolle
பயன்படுத்தி	bruke
பயன்படுத்தி	bruker
அவர்களின்	sine
அவர்களின்	deres
செய்த	lagd
செய்த	made
செய்த	laget
நியூ	niue
பதிவு	inntrykk
பதிவு	registrering
பதிவு	registrer
பதிவு	register
பதிவு	registrere
பதிவு	rekord
பதிவு	record
பதிவு	registrering
பதிவு	påmelding
பதிவு	vognkort
பதிவு	post
பதிவு	innlegget
பதிவு	innlegg
ஐரோப்பிய	europeiske
ஐரோப்பிய	europeisk
ஐரோப்பிய	european
முழுவதும்	fullt
முழுவதும்	helt
முழுவதும்	fullstendig
முழுவதும்	full
முழுவதும்	fullt
முழுவதும்	fult
முழுவதும்	mett
முழுவதும்	komplett
முழுவதும்	fullføre
முழுவதும்	fullført
பயனர்	brukeren
பயனர்	bruker
பயனர்	brukar
தொடர்	seriemorder
தொடர்	fortsett
தொடர்	fortsette
தொடர்	fortsett
போன்றவை	etc
போன்றவை	osv
ஜூன்	jun
ஜூன்	juni
ஜூன்	june
வழியாக	via
உறுப்பினர்	medlem
உறுப்பினர்	medlemmet
உறுப்பினர்	medlemskap
உறுப்பினர்	klient
உறுப்பினர்	kunde
ஆசிரியர்	redaktør
ஆசிரியர்	editor
ஆசிரியர்	lærer
ஆசிரியர்	læremester
ஆசிரியர்	lærerinne
ஆசிரியர்	forfatter
ஆஃப்	off
ஆஃப்	av
முக்கியமான	viktig
முக்கியமான	kritisk
முக்கியமான	kritiske
தொடர்பு	kontakte
தொடர்பு	kontakt
தொடர்பு	contact
செய்தார்	did
செய்தார்	gjorde
ஜூலை	juli
ஜூலை	july
ஆற்றல்	energi
கிலோ	kilo
வேலை	arbeid
வேலை	arbeide
வேலை	jobbe
வேலை	jobb
வேலை	jobber
வேலை	jobben
வேலை	job
வேலை	jobb
இருக்கலாம்	kansje
இருக்கலாம்	kanskje
சமய	religiøst
சமய	religiøse
சமய	religiøs
பணி	jobben
பணி	job
பணி	jobb
பணி	arbeid
பணி	arbeide
பணி	jobbe
பணி	jobb
பணி	jobber
பணி	oppgave
கதை	hendelse
கதை	story
கதை	historie
அதிகமாக	såvidt
அதிகமாக	knapt
அதிகமாக	vidt
இடையே	mellom
பட்டம்	avslutningen
பட்டம்	eksamen
பட்டம்	grad
பட்டம்	drage
பட்டம்	kite
வழி	trail
வழி	sti
வழி	veg
வழி	måte
வழி	way
அப்போது	deretter
அப்போது	så
அப்போது	da
விடுதலை	frigjøring
விடுதலை	frihet
ஆகஸ்ட்	august
தேதி	årstall
தேதி	dato
தேதி	date
பிறந்த	fødsel
பிறந்த	fødselen
இன்னும்	og
இன்னும்	forsatt
இன்னும்	framleis
இன்னும்	fremdeles
இன்னும்	likevel
இன்னும்	fortsatt
ஜான்	john
ஜான்	jon
ஜான்	jaan
அடுத்து	nestemann
அடுத்து	neste
அடுத்து	next
சேவை	servise
சேவை	tjeneste
சேவை	service
கருத்து	kommentar
கருத்து	tilbakemeldinger
கருத்து	tilbakemelding
கருத்து	feedback
கருத்து	tilbakekobling
கருத்து	tema
காரணம்	årsak
காரணம்	fornuft
காரணம்	grunn
காரணம்	sak
காரணம்	årsak
காரணம்	forårsake
தனி	menig
தனி	privat
தனி	enerom
தனி	private
தனி	separat
தனி	skill
தனி	atskilt
தனி	skille
அவருக்கு	ham
அவருக்கு	him
நீண்ட	lenge
நீண்ட	lang
நீண்ட	lange
நீண்ட	lengter
நீண்ட	long
பள்ளி	skolen
பள்ளி	skole
பள்ளி	skulen
பள்ளி	skule
மகன்	sønn
மகன்	son
சர்வதேச	international
சர்வதேச	internasjonalt
சர்வதேச	internasjonale
சர்வதேச	internasjonal
எல்லா	alle
எல்லா	alt
எல்லா	all
பொருட்கள்	gjenstander
பொருட்கள்	objekter
பொருட்கள்	elementer
பொருட்கள்	varer
பொருட்கள்	elementer
பொருட்கள்	gjenstander
பொருட்கள்	produkter
பொருட்கள்	produktene
பொருட்கள்	forsyninger
மின்	elektrisk
என்றால்	means
என்றால்	innebærer
என்றால்	betyr
என்றால்	middel
ஏழு	seven
ஏழு	syv
ஏழு	syver
ஏழு	sju
நடைபெற்ற	held
நடைபெற்ற	holdt
