και	oraz
αποτέλεσμα	wynik
αποτέλεσμα	efekt
αποτέλεσμα	skutek
οκτωβρίου	październik
οκτωβρίου	października
ιανουαρίου	styczeń
ιανουαρίου	stycznia
ιανουαρίου	styczniu
σεπτεμβρίου	wrzesień
σεπτεμβρίου	września
νοεμβρίου	listopada
νοεμβρίου	listopadzie
νοεμβρίου	listopad
αγώνες	dopasowania
αγώνες	mecze
αγώνες	zapałki
αγώνες	mecze
αγώνες	gier
αγώνες	gry
ταινίες	folie
ταινίες	filmy
ταινίες	filmy
μέσω	via
μέσω	poprzez
μέσω	przez
μαρτίου	marzec
μαρτίου	marca
μαρτίου	marsz
γεννήθηκε	urodzony
γεννήθηκε	urodzona
γεννήθηκε	urodzone
ιουνίου	czerwca
ιουνίου	june
ιουνίου	czerwiec
αυτές	tych
αυτές	te
πολλά	wielu
πολλά	wiele
απριλίου	kwietnia
απριλίου	april
απριλίου	kwiecień
τρεις	trzy
αυγούστου	sierpnia
αυγούστου	augusta
αυγούστου	august
αυγούστου	sierpień
έργα	działa
έργα	prace
έργα	dziala
έργα	projektów
έργα	projekty
δεκεμβρίου	grudzień
δεκεμβρίου	grudnia
δεκεμβρίου	grudniu
χρήση	wykorzystanie
χρήση	użyć
χρήση	użyj
πρόεδρος	przewodniczący
πρόεδρος	prezes
πρόεδρος	prezydent
πρόεδρος	przewodnicząca
πρόεδρος	prezydenci
πολιτική	polityka
πολιτική	polityki
πολιτική	polityka
πολιτική	politycy
πολιτική	polityki
ακόμη	nadal
ακόμη	wciąż
ακόμη	jeszcze
μας	nasz
μας	nasza
μας	nasi
μας	nasze
μας	our
εκλογές	wybory
εκλογές	wyborach
εκλογές	wyborów
εκλογές	wybory
εκλογές	wyborów
μέλη	posłowie
μέλη	członkowie
μέλη	członkom
μέλη	członków
μέλη	członkami
τελικά	ostatecznie
τελικά	ewentualnie
τελικά	wreszcie
τελικά	nareszcie
μέλος	członka
μέλος	członkowskie
μέλος	członkiem
μέλος	członek
εποχή	epoka
εποχή	epoki
εποχή	era
εποχή	sezonie
εποχή	sezon
εποχή	epoka
εποχή	era
εποχή	ery
χωριό	wiosce
χωριό	wioska
χωριό	village
χωριό	wioski
χωριό	wieś
αρχικά	początkowo
αρχικά	pierwotnie
αρχικά	początkowo
αρχικά	pierwotnie
αρχικά	inicjały
περίοδος	okres
δήμος	gmina
κύπελλο	puchar
κύπελλο	kubek
κύπελλο	kielich
κύπελλο	cup
ζωή	zycie
ζωή	life
ζωή	życia
ζωή	dożywocie
ζωή	życie
ζωή	zoe
έδρα	siedziba
έδρα	siedzenie
έδρα	siedziba
έδρα	siedzenia
περιλαμβάνει	zawiera
περιλαμβάνει	obejmuje
μεγάλο	duża
μεγάλο	duży
μεγάλο	dużych
μεγάλο	duże
μεγάλο	duża
μεγάλο	duże
μεγάλο	big
μεγάλο	wielka
μεγάλο	duży
μεγάλο	wielki
βάση	baza
βάση	podstawa
βάση	base
βάση	bazy
βάση	podstawa
βάση	podstawie
βάση	podstawy
κέντρο	środek
κέντρο	centrum
κέντρο	center
κέντρο	ośrodek
κέντρο	centrum
κέντρο	ośrodek
κέντρο	centre
γεννήσεις	narodziny
φεβρουαρίου	luty
φεβρουαρίου	lutego
κάτι	coś
κοντά	blisko
κοντά	niedaleko
κοντά	zamknij
κοντά	blisko
κοντά	pobliżu
κοντά	niedaleko
μορφή	postać
μορφή	forma
μορφή	formularz
μορφή	formy
μορφή	formularza
μορφή	formatu
μορφή	formacie
μορφή	format
χρόνο	czasu
χρόνο	czas
κόμμα	przyjęcie
κόμμα	partia
κόμμα	partii
κόμμα	impreza
κόμμα	imprezy
κόμμα	przecinek
γιατί	bo
γιατί	ponieważ
γιατί	dlaczego
ρόλο	rollo
ρόλο	rola
ρόλο	rolę
ρόλο	roli
ρόλο	role
άλμπουμ	album
άλμπουμ	albumu
άλμπουμ	płyta
άλμπουμ	albumy
άλμπουμ	albumów
επειδή	bo
επειδή	ponieważ
έκδοση	wydanie
έκδοση	wyd
έκδοση	edycja
έκδοση	wersja
έκδοση	wersji
έκδοση	wersję
γκολ	bramki
γκολ	cele
γκολ	celów
γκολ	bramek
γκολ	bramka
γκολ	gol
γκολ	cel
αρχές	władzom
αρχές	władze
αρχές	organy
αρχές	zasady
αρχές	zasadami
γύρω	okolice
γύρω	dookoła
συνήθως	zazwyczaj
συνήθως	zwykle
συνήθως	przeważnie
ονομασία	nazwisko
ονομασία	imię
ονομασία	nazwa
ονομασία	oznaczenie
ονομασία	wyznaczenie
κοινότητα	społeczność
κοινότητα	społeczności
κοινότητα	wspólnoty
κοινότητα	wspólnota
τελευταία	ostatnio
τελευταία	ostatnie
τελευταία	last
τελευταία	ostatni
τελευταία	ostatnia
τελευταία	ostatnio
έκανε	zrobił
έκανε	wykonane
έκανε	made
έκανε	zrobione
ξεκίνησε	rozpoczęte
ξεκίνησε	rozpoczęto
ξεκίνησε	rozpoczęty
ξεκίνησε	zaczął
κυβέρνηση	rządowe
κυβέρνηση	rząd
κυβέρνηση	rządowy
πρώτος	pierwszy
πρώτος	pierwsze
πρώτος	najpierw
πρώτος	pierwsza
πήρε	zabrał
πήρε	wzięła
πήρε	wziął
κάνει	zrobione
ηπα	stany
ηπα	ameryka
ηπα	usa
ανάμεσα	między
ανάμεσα	pomiędzy
δεύτερη	druga
δεύτερη	drugi
δεύτερη	drugie
γλώσσα	język
γλώσσα	język
γλώσσα	języku
γιος	synu
γιος	syn
μάχη	bitwa
μάχη	battle
μάχη	bitwie
μάχη	bitwy
μάχη	walka
μάχη	zwalczanie
μάχη	walce
μάχη	zwalczania
μάχη	walki
μάχη	walka
μάχη	walcz
πανεπιστήμιο	uniwersytety
πανεπιστήμιο	uniwersytetu
πανεπιστήμιο	university
πανεπιστήμιο	uczelnia
πανεπιστήμιο	uniwersytet
όλες	wszystkie
όλες	wszystko
όλες	all
όλες	wszyscy
κάποια	niektóre
κάποια	niektórzy
κάποια	trochę
δείτε	patrz
δείτε	zobacz
δείτε	zegarek
δείτε	obserwuj
πόλεμο	wojnę
πόλεμο	wojna
πόλεμο	wojny
πόλεμο	war
συχνά	często
συχνά	czesto
συχνά	często
περιοχές	regiony
περιοχές	rejony
περιοχές	regionów
περιοχές	tereny
περιοχές	obszary
περιοχές	obszarach
περιοχές	powierzchnie
πρώην	były
πρώην	poprzedni
πρώην	dawne
πρώην	poprzednie
παράδειγμα	przykładowy
παράδειγμα	przykładowe
παράδειγμα	przykład
άρθρο	artykułu
άρθρο	artykul
άρθρο	artykuł
εικόνα	rysunek
εικόνα	obrazek
εικόνα	obraz
εικόνα	zdjęcie
εικόνα	zdjecie
εικόνα	obrazek
εικόνα	obraz
εικόνα	wizerunek
έλαβε	otrzymała
έλαβε	otrzymana
έλαβε	otrzymano
έλαβε	otrzymany
έλαβε	otrzymane
επίσημη	oficjalne
επίσημη	oficjalna
επίσημη	urzędnik
επίσημη	urzędowym
επίσημη	oficjalnie
επίσημη	oficjalny
επίσημη	formalne
επίσημη	formalny
επίσημη	formalnie
κατοίκους	mieszkańców
κατοίκους	mieszkańcy
κατοίκους	rezydentów
κατοίκους	mieszkańców
κατοίκους	mieszkańcy
πηγές	źródła
πηγές	źródeł
βόρεια	północnej
βόρεια	północ
βόρεια	north
βόρεια	północ
βόρεια	północna
βόρεια	północne
βόρεια	północnej
βόρεια	północny
πόλεις	miasta
πόλεις	miejscowości
πόλεις	miasteczka
πόλεις	miasta
ιδιαίτερα	zwłaszcza
ιδιαίτερα	szczególnie
ιδιαίτερα	zwłaszcza
ιδιαίτερα	szczególnie
αγώνα	wyścig
αγώνα	rasy
αγώνα	race
αγώνα	rasa
αγώνα	mecz
αγώνα	dopasowanie
αγώνα	walka
αγώνα	walcz
γεγονός	wydarzenie
γεγονός	wydarzenia
γεγονός	zdarzenie
γεγονός	fakt
σελίδα	stronę
σελίδα	stronie
σελίδα	page
σελίδα	strona
σελίδα	strony
θέμα	temat
θέμα	motywu
θέμα	motyw
θέμα	temat
θέμα	przedmiot
θέμα	obiekt
θέμα	podmiot
ηλικία	wieku
ηλικία	age
ηλικία	wiek
χρησιμοποιείται	stosowane
χρησιμοποιείται	wykorzystane
χρησιμοποιείται	użyte
χρησιμοποιείται	używana
χρησιμοποιείται	używany
χρησιμοποιείται	używane
πρώτα	pierwszy
πρώτα	pierwsze
πρώτα	najpierw
πρώτα	pierwsza
μέγεθος	wielkość
μέγεθος	rozmiary
μέγεθος	rozmiar
θεωρείται	rozpatrywane
θεωρείται	rozważane
θεωρείται	badanym
εδώ	tutaj
νότια	południowa
νότια	południowej
νότια	southern
νότια	południowe
νότια	południe
σημείο	punkt
σημείο	pkt
σημείο	point
σχέση	relacje
σχέση	związku
σχέση	relacja
σχέση	stosunki
σχέση	związek
περίπτωση	case
περίπτωση	sprawa
περίπτωση	przypadek
νέο	nowości
νέο	nowe
νέο	nowość
νέο	nowy
νέο	nowa
ήδη	juz
ήδη	już
έτος	roku
έτος	rok
σχεδόν	prawie
σχεδόν	niemal
σχεδόν	prawie
ένωση	union
ένωση	związek
ένωση	unia
ένωση	unii
ένωση	skojarzenia
ένωση	stowarzyszenia
ένωση	association
ένωση	stowarzyszenie
περισσότερο	more
περισσότερο	bardziej
περισσότερο	więcej
βασιλιά	king
βασιλιά	króla
βασιλιά	kinga
βασιλιά	król
εκκλησία	kościoła
εκκλησία	kościół
εκκλησία	church
εκδόσεις	publikacji
εκδόσεις	wydawnictwa
εκδόσεις	publikacje
μουσείο	muzeum
μουσείο	museum
πολιτικός	polityk
πολιτικός	polityka
πολιτικός	politycy
συμμετοχή	zaangażowanie
συμμετοχή	udział
συμμετοχή	uczestnictwa
συμμετοχή	uczestnictwo
συμμετοχή	udział
δυο	dwie
δυο	dwóch
δυο	dwa
μεγαλύτερη	większa
μεγαλύτερη	większe
μεγαλύτερη	większy
μεγαλύτερη	większej
μεγαλύτερη	starsza
μεγαλύτερη	starsze
μεγαλύτερη	starsi
μεγαλύτερη	starszy
μεγαλύτερη	większy
μεγαλύτερη	większa
μεγαλύτερη	większe
μεγαλύτερη	większy
μεγαλύτερη	większa
μεγαλύτερη	większego
μεγαλύτερη	większe
πέθανε	die
πέθανε	zmarł
ανά	per
μουσική	muzyka
μουσική	music
μουσική	muzyki
κόσμο	cosmo
κόσμο	świat
κόσμο	swiat
κόσμο	świata
κόσμο	świecie
κόσμο	world
άτομα	osoby
άτομα	ludzi
άτομα	osoby
άτομα	people
άτομα	ludzie
δεύτερο	druga
δεύτερο	drugi
δεύτερο	drugie
είδος	rodzaj
είδος	wpisz
είδος	typ
είδος	gatunki
είδος	gatunek
μεγαλύτερο	starsza
μεγαλύτερο	starsze
μεγαλύτερο	starsi
μεγαλύτερο	starszy
μεγαλύτερο	większy
μεγαλύτερο	większa
μεγαλύτερο	większe
μεγαλύτερο	większy
μεγαλύτερο	większa
μεγαλύτερο	większego
μεγαλύτερο	większe
εκείνη	ona
χώρες	krajów
χώρες	kraje
χώρο	przestrzeni
χώρο	kosmos
χώρο	przestrzeń
σχολή	szkoły
σχολή	szkoła
εναντίον	przeciwko
εναντίον	przeciw
τρία	trzy
χαρακτηριστικά	cechy
χαρακτηριστικά	charakterystyka
χαρακτηριστικά	właściwości
χαρακτηριστικά	cechy
χαρακτηριστικά	funkcje
χαρακτηριστικά	właściwości
χαρακτηριστικά	atrybuty
χαρακτηριστικά	atrybutów
όρος	termin
όρος	kadencja
όρος	określenie
όρος	mount
όρος	góra
όρος	warunek
όρος	stan
ιδρύθηκε	założone
ιδρύθηκε	założony
ιδρύθηκε	założona
βασιλιάς	king
βασιλιάς	króla
βασιλιάς	kinga
βασιλιάς	król
παιδιά	boys
παιδιά	chłopcy
παιδιά	chłopaki
παιδιά	dzieci
παιδιά	dzieciaki
παιδιά	faceci
παιδιά	chłopaki
παιδιά	dzieci
βραβείο	nagrodę
βραβείο	nagroda
βραβείο	nagrody
βραβείο	wyróżnienie
βραβείο	nagrodę
βραβείο	nagroda
βραβείο	nagrody
άρχισε	rozpoczęte
άρχισε	rozpoczęto
άρχισε	rozpoczęty
άρχισε	zaczął
φαίνεται	wygląda
φαίνεται	wygląd
αρχαία	starożytny
αρχαία	starożytnych
αρχαία	starożytni
αρχαία	starożytna
αρχαία	starożytne
μήκος	długość
μήκος	długości
κυκλοφόρησε	zwolnione
κυκλοφόρησε	wydane
κυκλοφόρησε	wydany
κυκλοφόρησε	zwolniony
κυκλοφόρησε	wydana
τι	jakie
τι	co
συμμετείχε	uczestniczyło
συμμετείχε	uczestniczył
συμμετείχε	udział
συμμετείχε	uczestniczyły
συμμετείχε	uczestniczyła
χρονιά	roku
χρονιά	rok
παραγωγή	produkcji
παραγωγή	produkcja
ηθοποιός	aktorka
ηθοποιός	aktorki
ηθοποιός	aktorką
ηθοποιός	aktora
ηθοποιός	aktor
ούτε	ani
ελληνικά	grecki
ελληνικά	grecka
ελληνικά	grecja
ελληνικά	greckie
δυνάμεις	uprawnienia
δυνάμεις	moce
δυνάμεις	uprawnień
δυνάμεις	powers
δυνάμεις	kompetencje
δυνάμεις	mocne
δυνάμεις	sił
δυνάμεις	siły
γαλλία	francji
γαλλία	francja
γαλλία	france
ελληνικό	grecki
ελληνικό	grecka
ελληνικό	grecja
ελληνικό	greckie
δεκαετία	dekady
δεκαετία	dekadę
γνωστό	znani
γνωστό	znany
γνωστό	znana
γνωστό	znane
παγκόσμιο	globalny
παγκόσμιο	global
παγκόσμιο	globalna
παγκόσμιο	globalnego
παγκόσμιο	globalne
βιβλίο	książkę
βιβλίο	książka
βιβλίο	książki
βιβλίο	księga
διάστημα	odstęp
διάστημα	przerwa
διάστημα	przedział
διάστημα	przestrzeni
διάστημα	kosmos
διάστημα	przestrzeń
οικογένεια	rodzina
οικογένεια	rodziny
οικογένεια	rodzinne
οικογένεια	rodzinka
οικογένεια	rodzinnie
μέτρα	środki
μέτρα	miary
σημαίνει	środki
σημαίνει	oznacza
πέντε	pięciu
πέντε	pięć
παραπάνω	wyżej
παραπάνω	ponad
παραπάνω	powyżej
υπουργός	ministrze
υπουργός	ministrowie
υπουργός	minister
σεζόν	sezonie
σεζόν	sezon
πρότυπο	wzór
πρότυπο	model
πρότυπο	modelka
πρότυπο	wzorzec
πρότυπο	szablon
πρότυπο	szablonu
πρότυπο	standardowy
πρότυπο	standardowa
πρότυπο	norma
πρότυπο	standardowe
πρότυπο	standard
αριθμός	numer
αριθμός	liczba
θάνατο	śmierci
θάνατο	death
θάνατο	śmierć
εταιρεία	towarzystwo
εταιρεία	kompania
εταιρεία	firma
εταιρεία	firmy
εταιρεία	spółka
εταιρεία	przedsiębiorstwo
σώμα	body
σώμα	ciało
σώμα	nadwozia
σώμα	ciała
σώμα	korpus
σώμα	korpusu
πρωτεύουσα	kapitał
πρωτεύουσα	stolica
πρωτεύουσα	kapitału
πρωτεύουσα	stolicy
πρωτεύουσα	capital
παράλληλα	równolegle
παράλληλα	równoległy
παράλληλα	równoległego
παράλληλα	równoległych
παράλληλα	równoległe
σύνολο	całkowita
σύνολο	ogółem
σύνολο	suma
σύνολο	łącznie
γνωστή	znani
γνωστή	znany
γνωστή	znana
γνωστή	znane
κατάσταση	status
κατάσταση	statusu
κατάσταση	sytuacje
κατάσταση	sytuacji
κατάσταση	sytuacja
κατάσταση	warunek
κατάσταση	stan
νησί	wyspy
νησί	wyspa
νησί	island
επίπεδο	poziom
επίπεδο	poziomie
επίπεδο	poziomu
επιτυχία	sukces
επιτυχία	sukcesu
επιτυχία	sukcesów
επιτυχία	sukcesy
επιτυχία	powodzenie
γερμανία	niemcami
γερμανία	niemcy
άλλους	inne
άλλους	pozostałe
άλλους	inni
πίσω	back
πίσω	wstecz
πίσω	powrót
δημιουργία	tworzy
δημιουργία	stwórz
δημιουργία	tworzyć
δημιουργία	utwórz
δημιουργία	tworzenie
δημιουργία	tworzenia
δημιουργία	utworzenie
δημιουργία	stworzenie
αρχή	start
αρχή	rozpoczęcie
αρχή	zacznij
αρχή	początek
αρχή	początku
αρχή	poczatek
αρχή	początek
αρχή	zasada
αρχή	autorytet
αρχή	władza
αρχή	organ
άδεια	licencja
άδεια	licencji
άδεια	licencje
άδεια	zezwolenie
άδεια	pozwolenie
άδεια	licencja
άδεια	licencje
άδεια	licencji
άδεια	zezwolenie
άδεια	pozwolenie
άδεια	puste
άδεια	pusta
άδεια	pusto
άδεια	pusty
σου	sue
επιπλέον	dodatkowa
επιπλέον	dodatkowe
επιπλέον	dodatkowy
περισσότερα	more
περισσότερα	bardziej
περισσότερα	więcej
ανάπτυξη	rozwój
ανάπτυξη	rozwoju
ανάπτυξη	opracowywanie
ανάπτυξη	opracowanie
ανάπτυξη	rozwój
ανάπτυξη	wzrostu
ανάπτυξη	wzrost
φάση	etap
φάση	faza
φάση	fazy
αυτόν	go
συγγραφέας	autor
συγγραφέας	pisarz
συγγραφέας	autor
συγγραφέας	autora
συγγραφέας	autorka
άγιος	ajos
άγιος	święty
άγιος	święta
άγιος	saint
θάνατοι	zmarli
θάνατοι	zgony
γ΄	iii
τραγούδι	śpiewanie
τραγούδι	śpiewać
τραγούδι	śpiew
τραγούδι	śpiewa
τραγούδι	śpiewam
τραγούδι	piosenka
τραγούδι	piosenki
τραγούδι	utwór
τραγούδι	pieśń
τραγούδι	song
κόρη	córka
κόρη	córeczka
πάλι	ponownie
πάλι	znowu
επαρχία	województwo
επαρχία	prowincji
επαρχία	prowincja
ιωάννης	jan
ιωάννης	johna
ιωάννης	janek
ιωάννης	john
ιωάννης	jana
ιωάννης	joanis
θεσσαλονίκη	salonikach
αγγλικά	angielski
αγγλικά	anglik
άλλοι	inne
άλλοι	pozostałe
άλλοι	inni
κέρδισε	win
κέρδισε	wygrana
κέρδισε	wygraj
κέρδισε	wygrać
κέρδισε	wygrane
κέρδισε	won
κέρδισε	wygrał
βασίλειο	królestwie
βασίλειο	królestwa
βασίλειο	królestwo
σκοπό	celu
σκοπό	cel
σκοπό	przeznaczenie
συνολικά	całkowita
συνολικά	ogółem
συνολικά	suma
συνολικά	łącznie
συνολικά	ogólnie
συνολικά	ogólnej
γνωστός	znani
γνωστός	znany
γνωστός	znana
γνωστός	znane
γνωστός	znajomość
πληροφορίες	info
πληροφορίες	informacje
πληροφορίες	informacja
πληροφορίες	informacje
πληροφορίες	informacja
εθνικό	krajowa
εθνικό	krajowe
εθνικό	national
εθνικό	narodowy
εθνικό	krajowy
εθνικό	krajowych
καριέρα	kariera
καριέρα	kariery
καριέρα	karierę
ποτέ	nigdy
ποτέ	kiedykolwiek
ποτέ	ever
τέλη	opłata
τέλη	honorarium
τέλη	opłaty
τέλη	opłat
τέλη	opłaty
πλευρά	side
διάφορες	różnych
διάφορες	różne
διάφορες	rozmaite
πρόγραμμα	programu
πρόγραμμα	program
πρόγραμμα	programy
πρόγραμμα	grafik
πρόγραμμα	rozkład
πρόγραμμα	harmonogram
πρόγραμμα	programu
πρόγραμμα	program
χιλιόμετρα	miles
χιλιόμετρα	kilometrów
χιλιόμετρα	mile
χιλιόμετρα	kilometry
χιλιόμετρα	mil
χιλιόμετρα	kilometry
χιλιόμετρα	kilometrów
χιλιόμετρα	przebiegu
χιλιόμετρα	przebieg
χιλιόμετρα	kilometry
χιλιόμετρα	kilometrów
κάτοικοι	mieszkańców
κάτοικοι	mieszkańcy
κάτοικοι	rezydentów
κάτοικοι	mieszkańców
κάτοικοι	mieszkańcy
άρθρα	wyroby
άρθρα	artykułów
άρθρα	artykuły
γεώργιος	jeorjos
γεώργιος	jerzego
γεώργιος	jerzy
γεώργιος	grzegorz
γεώργιος	george
τύπου	prasa
τύπου	prasie
τύπου	naciśnij
τύπου	prasy
τύπου	rodzaj
τύπου	wpisz
τύπου	typ
δημοκρατία	republiki
δημοκρατία	republika
δημοκρατία	demokracji
δημοκρατία	demokracja
πόλεμος	wojnę
πόλεμος	wojna
πόλεμος	wojny
πόλεμος	war
εφημερίδα	gazety
εφημερίδα	gazeta
εφημερίδα	gazetę
μικρό	małych
μικρό	mały
μικρό	małe
μικρό	niewielkie
μικρό	mała
μικρό	male
μικρό	małe
μικρό	little
μικρό	mało
μικρό	mały
μικρό	mała
τόπος	miejsce
τόπος	lokalizacja
τόπος	położenie
ονομάζεται	zwane
ονομάζεται	zwana
ονομάζεται	dzwonił
ονομάζεται	nazywany
συγκεκριμένα	szczególne
συγκεκριμένα	konkretne
συγκεκριμένα	specyficzne
συγκεκριμένα	konkretnie
συγκεκριμένα	specjalnie
είδη	gatunki
είδη	gatunek
πηγή	źródło
πηγή	źródła
κάποιος	ktoś
κάποιος	ktoś
πρωταθλήματα	championships
ιταλία	włochy
πατέρας	ojcze
πατέρας	ojciec
κατηγορίες	opłat
κατηγορίες	ładunki
κατηγορίες	opłaty
κατηγορίες	kategorii
κατηγορίες	kategorie
αναφέρει	wzmianki
αναφέρει	wspomina
ποδόσφαιρο	football
ποδόσφαιρο	futbol
θέσεις	stanowiska
θέσεις	pozycje
θέσεις	postów
θέσεις	stanowiska
θέσεις	posty
θέσεις	fotele
θέσεις	siedzenia
περισσότερες	more
περισσότερες	bardziej
περισσότερες	więcej
έκταση	zakres
έκταση	teren
έκταση	powierzchnia
έκταση	obszarze
έκταση	obszar
γενικά	ogólnie
γενικά	ogólnej
γενικά	generalnie
γενικά	ogólnie
γενικά	generał
γενικά	ogólny
γενικά	ogólnie
γενικά	ogólna
γενικά	ogólne
σημαντικό	ważne
σημαντικό	wazne
σημαντικό	ważny
σημαντικό	ważna
νίκη	win
νίκη	wygrana
νίκη	wygraj
νίκη	wygrać
νίκη	zwycięstwa
νίκη	zwycięstwo
νίκη	wygraną
νίκη	wygrywa
