から	از
通信	مکاتبه
通信	ارتباط
通信	ارتباطات
通信	مکاتبه
通信	ارتباطی
通信	ارتباطات
通信	مخابرات
通信	آیات
俳優	بازیگران
俳優	بازیگر
俳優	actress
俳優	هنرپیشه
俳優	بازیگر
俳優	actor
スペシャル	مخصوص
スペシャル	ویژه
スペシャル	خاص
スペシャル	استثنایی
スペシャル	خاصه
少年	پسر
少年	boy
病院	بیمارستان
病院	بیمارستانی
病院	بیمارستان
病院	بیمارستانها
結婚	ازدواج
個人	شخصی
個人	شخصی
個人	فرد
区間	فاصله
銀行	بانکداری
銀行	بنک
銀行	بانک
研究所	موسسه
研究所	مؤسسه
研究所	انستیتو
主に	اساسا
主に	عمدتاً
主に	عمدتاً
学園	gakuen
彼女	اون
彼女	او
ニュース	اخبار
ニュース	نیوز
ニュース	خبر
ニュース	خبری
ニュース	اخباری
その他	دیگر
その他	غیره
その他	دیگران
その他	دیگر
ソフト	ملایم
ソフト	نرمه
ソフト	نرمی
ソフト	سافت
ソフト	نرم
文学	ادبیات
文学	literature
能力	توانایی
能力	قابلیت
なし	هیچکدام
なし	بى
なし	بدون
江戸	ادو
学者	ادیب
学者	پژوهشگر
学者	عالمان
学者	دانشمندان
学者	علمای
学者	محققان
国内	اهلی
空港	فرودگاه
空港	فرودگاههای
空港	فرودگاهها
ヨーク	یورک
高速	سریع
高速	روزه
高速	تند
言語	زبانهای
言語	زبانها
言語	زبان
言語	زبان
設計	دیزاین
設計	طرح
設計	طراحی
韓国	کره
リリース	نشر
ベスト	جلیقه
ベスト	بهترین
ベスト	بهتر
ベスト	best
現代	معاصر
会議	کنفرانس
会議	همایش
会議	جلسات
会議	ملاقات
会議	جلسه
会議	دیدار
バンド	band
バンド	بند
バンド	گروه
追加	افزودن
追加	الحاق
追加	پیوستن
成功	موفق
成功	رستگار
成功	کامیابی
成功	موفق
成功	موفقیتهای
成功	success
成功	موفقیت
移動	حرکت
移動	حرکت
オリンピック	المپیک
国民	نشنال
国民	ملی
国民	ملت
国民	ملتی
ファン	هواداران
ファン	هوادارن
ファン	طرفداران
ファン	بادبزن
ファン	طرفدار
ファン	پنکه
ファン	فن
すべて	همه
山口	یاماگوچی
運動	مشق
運動	ورزش
運動	تمرین
運動	جنبش
運動	تحرک
運動	نهضت
環境	محیطهای
発足	افتتاحیه
大きな	بیگ
大きな	big
大きな	بزرگ
大きな	بزرگی
競技	مسابقه
競技	رقابت
競技	رقابتهای
競技	رقابتها
会長	جوبالند
ヨーロッパ	اروپای
ヨーロッパ	اروپا
紹介	معرفی
紹介	مقدمه
紹介	اشنایی
紹介	آشنایی
形式	فرم
形式	شکل
工場	کارخانجات
工場	کارخانه
相手	حریفی
相手	رقیب
相手	حریف
戦闘	رزم
戦闘	کارزار
戦闘	بتل
戦闘	نبرد
戦闘	مقابله
戦闘	نبرد
労働	کارگری
労働	کارگر
労働	کارگری
労働	کارگر
労働	زایمان
事務所	اداره
事務所	دفتر
限定	محدود
作戦	عملیات
作戦	عمل
オリジナル	اصالت
オリジナル	اصیل
オリジナル	اصلی
オリジナル	اوریجینال
可能性	امکانات
可能性	امکان
可能性	ممکن
可能性	احتمال
可能性	امکان
種類	تیپ
種類	نوع
種類	تایپ
種類	انواع
文字	شخصیت
文字	نویسه
文字	نویسه
協力	همکاری
指導	هدایت
指導	رهنمود
判断	داوری
判断	قضاوت
判断	حکم
判断	حاکمیت
判断	قضاوت
判断	حکم
判断	قضاوتی
判断	داوری
連邦	فدراسیون
ネット	تور
ネット	net
ネット	تورها
共和国	جمهوری
引退	بازنشسته
引退	بازنشست
引退	بازنشسته
部門	وزارت
部門	اداره
部門	بخش
産業	صنعت
産業	صنایع
決勝	نهائی
決勝	نهایی
決勝	پایانی
決勝	آخرین
決勝	فاینال
系統	نسب
誕生	تولدها
誕生	تولد
誕生	birth
誕生	ولادت
指揮	فرمان
レース	نژاد
レース	مسابقه
レース	مسابقه
静岡	شیزوئوکا
郵便	نامۀ
郵便	نامه
神奈川	کاناگاوا
岡山	اوکایاما
埼玉	سایتاما
カップ	cups
カップ	جامی
カップ	قدح
カップ	فنجان
カップ	جامی
カップ	کاپ
カップ	جام
ラン	اجرا
レイ	پرتو
移転	انتقال
移転	جابجایی
ほぼ	تقریباً
ほぼ	تقریبا
ほぼ	نزدیک
ほぼ	نمانده
交差点	چهارراه
交差点	تقاطع
イベント	رویدادهای
イベント	رویدادها
イベント	حوادث
イベント	اتفاقات
イベント	رویداد
イベント	واقعه
イベント	رخداد
異なる	متفاوت
神戸	کوبه
神戸	کوبی
カー	کر
出典	منابع
出典	مبدأ
出典	متن
出典	منبع
ほとんど	تقریباً
ほとんど	تقریبا
ほとんど	نزدیک
ほとんど	نمانده
行動	رفتاری
行動	سیرت
行動	رفتار
行動	رفتاری
行動	رفتار
行動	رفتاری
重要	مهمند
重要	مهم
プロジェクト	پروژه
プロジェクト	پروژههای
九州	kyūshū
九州	کیوشو
電車	قطار
電車	قطارها
電車	متقاضیان
電車	قطاری
電車	قطار
建築	architecture
建築	معماری
クラス	کلاس
クラス	کلاسهای
クラス	کلاسها
クラス	رده
クラス	ردۀ
クラス	کلاس
クラス	طبقاتی
クラス	class
クラス	کلاسی
導入	معرفی
導入	مقدمه
導入	اشنایی
導入	آشنایی
全体	کل
タイ	تایلند
タイ	تای
普通	معمولی
普通	نرمال
普通	عادی
普通	معمولی
普通	طبیعی
一人	یکی
一人	یگانه
一人	یک
長野	ناگانو
舞台	مراحل
舞台	مرحله
舞台	صحنه
舞台	استیج
スペイン	اسپانیای
スペイン	اسپانیا
意見	نظر
意見	پندار
意見	گمان
意見	نظرات
意見	عقاید
意見	عقیده
再び	دوباره
発見	کشف
発見	اکتشاف
発見	دیسکاوری
発見	کشف
鈴木	سوزوکی
ローマ	رومان
ローマ	رومی
ローマ	رومن
ローマ	روم
ローマ	رُم
ローマ	رم
ローマ	روم
ローマ	roma
ローマ	روما
保護	محافظت
保護	محافظت
保護	حفاظت
保護	پناه
保護	محافظت
少女	دختری
少女	دختر
少女	girl
試験	کنکور
試験	معاینه
試験	امتحان
試験	معاینه
試験	آزمون
試験	امتحانات
多数	بسیار
多数	بیشماری
反対	مخالف
きく	ets
作家	نویسندگان
作家	نویسنده
作家	مؤلف
作家	نویسندۀ
作家	نویسنده
地球	زمین
方法	متد
方法	روش
特徴	مشخصات
特徴	ویژگیها
特徴	ویژگیهای
特徴	ویژگی
ベース	پایه
ベース	مبنا
ベース	پایگاه
ベース	بیس
ベース	باس
男性	مذکر
男性	نر
男性	مردانی
男性	مردها
男性	مردان
男性	انسان
男性	مَرد
男性	مرد
ケース	پرونده
ケース	کیس
ケース	مورد
ケース	موارد
子供	کودکان
子供	فرزندان
子供	اطفال
子供	کودک
子供	کودکان
子供	فرزند
子供	بچه
福島	فوکوشیما
大臣	وزیر
大臣	وزیری
大臣	وزرا
大臣	وزیران
大臣	وزرای
オープン	باز
コーナー	گوشه
取締役	director
取締役	کارگردان
人気	عامه
人気	محبوبه
人気	محبوب
人気	محبوبیت
評価	ارزیابی
評価	ارزیابی
評価	نرخ
評価	ارزیابی
説明	شرح
説明	شرح
説明	مشخصات
説明	توصیف
装備	تجهیزات
装備	وسایل
ドル	دلار
ドル	دالر
投票	رای
投票	رای
雑誌	مجله
熊本	کوماموتو
グランド	گرند
グランド	گراند
学科	وزارت
学科	اداره
学科	بخش
パー	پر
パー	par
専用	وقف
登録	ثبات
佐藤	ساتو
田中	تاناکا
ステージ	مراحل
ステージ	مرحله
ステージ	صحنه
ステージ	استیج
沖縄	اوکیناوا
ゲスト	مهمان
ゲスト	میهمان
ゲスト	میهمانان
ゲスト	میهمان
ゲスト	مهمانان
学生	دانشجویان
学生	محصل
学生	شاگرد
学生	دانشجو
言葉	سخن
言葉	کلمه
言葉	واژه
言葉	کلام
言葉	کلمات
言葉	واژه
教会	کلیساها
教会	کلیساهای
教会	کلیسا
教会	چرچ
教会	کلیسای
内閣	کابینه
内閣	کابینت
整備	نگهداشت
整備	نگهداری
主張	مطالبه
主張	ادعا
主張	ادعای
主張	اظهارنامه
ロック	قفل
ロック	سنگی
ロック	صخره
ロック	راک
事故	حادثه
事故	تصادفی
事故	تصادف
事故	تصادفات
事故	حوادث
分類	مقوله
分類	دسته
状況	شرایط
状況	وضعیتهای
状況	وضعیت
状況	موقعیت
状況	شرایطی
状況	شرایط
中村	ناکامورا
家族	فامیل
家族	خانوادگی
家族	خانواده
距離	مسافت
距離	فاصله
距離	فواصل
表現	نمایندگی
表現	تجلّی
表現	عبارت
表現	لاماسو
仙台	سندای
新しい	تازه
新しい	نو
新しい	جدید
新しい	نیو
ホール	سوراخ
ホール	حفره
ホール	گودال
ホール	هال
ホール	تالار
体重	وزنش
体重	وزنه
体重	وزن
血液	خونی
血液	خون
同意	رضایت
同意	موافقت
同意	موافق
同意	توافق
これらの	اینها
これらの	اینا
由来	خاستگاه
由来	مبدأ
由来	منشأ
由来	مبدا
平均	متوسط
平均	میانگین
平均	بدجنس
平均	میانگین
事実	حقایق
店舗	فروشگاه
店舗	ذخیره
カテゴリ	مقوله
カテゴリ	دسته
メートル	متری
メートル	متر
メートル	متر
メートル	متر
芸術	arts
芸術	هنر
芸術	هنرهای
芸術	art
芸術	هنر
芸術	آرت
複数	چندگانه
複数	چندین
複数	جمع
観光	گردشگری
観光	توریست
観光	گردشگری
観光	جهانگرد
観光	توریستی
観光	گردشگر
観光	گردشگری
観光	گردش
観光	سیاحت
取得	مطالبه
取得	ادعا
取得	ادعای
取得	بازیابی
取得	واکشی
王国	فرمانروایی
王国	پادشاهی
電話	تلفن
刑事	کارگاه
刑事	کارآگاه
刑事	کاراگاه
レコード	ضبط
レコード	رکوردز
秋田	آکیتا
上記	فراز
トップ	بالا
トップ	top
トップ	تاپ
トップ	اوج
トップ	فاعل
付近	نزدیکی
付近	نزدیک
リン	فسفر
輸送	انتقال
輸送	ترابری
岐阜	گیفو
飛行	پروازی
飛行	پرواز
長崎	ناگازاکی
メイン	main
メイン	اصلی
メイン	ماین
メイン	مین
メイン	ماین
メイン	ابتدایی
メイン	اصلی
メイン	اولیه
ロード	بارگذاری
ロード	بار
札幌	ساپورو
ワールド	جهان
ワールド	دنیا
ワールド	جهانی
美術	art
美術	هنر
美術	آرت
息子	پسران
息子	فرزندان
息子	پسر
制度	موسسه
制度	مؤسسه
ツアー	تور
ツアー	tour
ツアー	تور
ツアー	تورهای
スタジオ	studio
スタジオ	استودیو
スタジオ	استدیو
市民	شهروندان
市民	تابعیت
市民	شهروندی
市民	همشهری
市民	شهروند
市民	شهروندی
松本	ماتسوموتو
同じく	همچنین
自然	طبیعی
自然	natural
自然	سرشت
自然	طبیعت
マイル	مایل
マイル	مایلز
マイル	مایل
組合	انجمنهای
生徒	دانشجویان
生徒	مردمک
生徒	محصل
生徒	شاگرد
生徒	دانشجو
ギター	گیتار
コース	دوره
防衛	دفاعی
防衛	دفاع
鹿児島	کاگوشیما
変化	تغییر
アナウンサー	منادی
アナウンサー	بانگ
タイプ	تیپ
タイプ	نوع
タイプ	تایپ
議会	مجلس
議会	پارلمان
石川	ایشیکاوا
パリ	paris
パリ	پاریسی
パリ	پاریس
南部	نامبو
南部	جنوب
南部	جنوبی
経験	تجربه
経験	تجربه
延長	گسترده
延長	افزونه
延長	پسوند
ランド	رند
ランド	خشکی
ランド	land
ランド	سرزمین
条件	شرطی
条件	معیار
条件	معیارهای
条件	وضعیتهای
条件	شرایط
条件	شرط
条件	شرایط
伝説	افسانه
伝説	اسطوره
ロンドン	لندن
ロンドン	london
フリー	free
フリー	آزادی
フリー	رایگان
フリー	آزاده
フリー	آزاد
競走	نژاد
競走	مسابقه
競走	مسابقه
高橋	تاکاهاشی
デジタル	رقمی
デジタル	digital
デジタル	دیجیتالی
デジタル	دیجیتال
山田	یامادا
台湾	تایوان
ポジション	موضع
ポジション	موقعیت
ポジション	مواضع
ポジション	موقعیتهای
インド	هند
インド	هندوستان
吉田	یوشیدا
名誉	شرافتی
名誉	عزت
名誉	گرامی
名誉	عزت
名誉	شرافت
名誉	شرف
名誉	افتخار
ソング	نغمه
ソング	ترانه
ソング	اهنگ
ソング	آهنگ
ソング	آواز
ライン	خط
履歴	تاریخچه
履歴	تاریخ
方向	جهت
方向	مسیرها
方向	جهت
方向	قبله
方向	جهت
法律	حقوق
法律	قانون
法律	قوانین
提案	پیشنهاد
提案	پیشنهادهای
提案	پیشنهادات
提案	پیشنهادی
提案	پیشنهاد
提案	تلقین
提案	خواستگاری
提案	فرمایشات
シティ	شهری
シティ	شهر
シティ	سیتی
効果	اثر
効果	جلوه
効果	تأثیر
効果	تأثیرات
効果	تاثیرات
効果	اثرات
効果	آثار
ミュージック	موسیقی
ミュージック	موزیک
ヶ月	ماهها
ヶ月	ماه
ヶ月	ماهه
ヶ月	ماههای
毎日	هروز
解説	تفسیری
解説	تفسیر
解説	شرح
解説	شرح
解説	مشخصات
解説	توصیف
レギュラー	منظم
職業	شغل
職業	کار
職業	ایوب
職業	مستمر
職業	حرفه
職業	شغلی
職業	شغل
職業	اشغال
製品	فرآورده
製品	محصول
製品	ضرب
製品	حاصل
製品	محصولاتی
製品	محصولات
太郎	تارو
速度	سرعت
速度	سرعت
角川	کادوکاوا
改正	بازبینی
近く	نزدیکی
近く	نزدیک
電子	الکترون
電子	الکترونی
電子	الکترونهای
電子	الکترون
電子	الکترونها
アイドル	بیکار
アイドル	طاغوت
アイドル	بُت
更新	بهروز
配信	تحویل
配信	زایمان
配信	پخش
配信	مخابره
山本	یاماموتو
はじめ	هاجیمه
仕事	شغل
仕事	کار
仕事	ایوب
仕事	کار
仕事	کاری
連盟	کنفدراسیون
政策	سیاست
政治家	سیاستمداران
