par	za
komanda	momčad
komanda	reprezentacija
komanda	tim
izlases	slučajni
izlases	random
izlases	slučajna
izlases	nasumično
martā	ožujka
martā	ožujak
martā	marš
amerikāņu	američki
amerikāņu	american
amerikāņu	amerikanac
amerikāņu	američka
lietuvas	litvanski
novembrī	studenog
novembrī	studeni
augustā	kolovoz
augustā	kolovoza
augustā	august
dienas	dane
dienas	danima
dienas	dana
dienas	dani
dienas	dnevno
dienas	svakodnevno
dienas	dnevna
dienas	dnevni
reizi	jednom
jūnijā	lipanj
jūnijā	june
jūnijā	lipnja
armijas	armije
armijas	vojske
armijas	vojska
armijas	armija
klubs	klub
klubs	club
cilvēku	ljudski
com	com
sākās	počelo
salas	otočje
salas	otoci
salas	otoke
salas	otoka
līgas	ligu
līgas	liga
līgas	league
hokeja	hokej
hokeja	hokeju
decembrī	prosinac
decembrī	prosinca
decembrī	prosincu
ezers	jezero
ezers	jezera
ezers	lake
dzelzceļa	željeznicom
francijas	francuski
francijas	francuzi
iespējams	eventualno
iespējams	moguć
iespējams	mogući
iespējams	moguce
iespējams	moguće
septembrī	rujna
septembrī	rujan
gadus	godine
gadus	godinama
gadus	godina
baltijas	baltiku
impērijas	carstva
oktobrī	listopada
oktobrī	listopad
oktobrī	oktobar
daļas	djelovi
daļas	dijelovi
izmanto	korištene
izmanto	korišteno
izmanto	korišten
austrumu	istočna
austrumu	istočno
austrumu	istok
austrumu	istočni
austrumu	istočna
austrumu	istočno
kultūras	usjeve
kultūras	usjevi
kultūras	kulture
rietumu	west
rietumu	zapad
rietumu	zapadno
rietumu	zapadna
rietumu	zapadni
rietumu	western
dzimums	spol
dzimums	seks
dzimums	seksa
dzimums	sex
tagad	sada
tagad	sad
vairākas	nekoliko
baznīcas	crkve
baznīcas	crkva
auto	auto
auto	automobil
auto	kola
auto	kamion
auto	automatski
baznīca	crkva
dzīvo	uživo
dzīvo	live
visas	sve
visas	svi
livonijas	livonski
aprīlī	april
aprīlī	travanj
aprīlī	travnja
sporta	sportski
sporta	sport
sporta	sportski
sporta	sportovi
sporta	sport
svg	svg
mājaslapa	sajt
zelta	zlatni
zelta	zlatna
zelta	zlatne
zelta	zlatno
zelta	zlatna
zelta	zlato
zelta	zlatni
zelta	gold
zelta	zlata
franču	francuski
franču	francuzi
mājas	domovi
mājas	domove
mājas	kuće
mājas	kolibi
mājas	koliba
mājas	kućica
mājas	doma
mājas	kući
mājas	dom
for	za
diskusija	rasprava
diskusija	rasprave
diskusija	raspravu
diskusija	diskusija
citi	drugi
citi	drugo
citi	druga
citi	ostali
citi	drugi
citi	druge
viņam	mu
viņam	njega
viņam	njemu
viņam	ga
nba	nba
februārī	veljače
gandrīz	skoro
gandrīz	gotovo
tāpēc	stoga
krastā	obale
krastā	obali
krastā	shore
krastā	obala
krastā	obalu
pasta	mail
pasta	pošta
albums	album
longs	longus
lauku	ruralnim
prezidents	predsjednik
prezidents	predsjednica
gadi	godine
gadi	godinama
gadi	godina
karalis	kralju
karalis	kralj
karalis	king
nodarbošanās	okupacije
nodarbošanās	zanimanje
galvenokārt	većinom
galvenokārt	uglavnom
galvenokārt	uglavnom
galvenokārt	primarno
galvenokārt	prvenstveno
stacijas	stanica
stacijas	postaja
stacijas	stanice
politiķis	političar
politiķis	političara
šeit	evo
šeit	ovdje
universitātes	sveučilišta
universitātes	fakultet
universitātes	sveučilište
iii	iii
darba	radni
darba	radna
darba	radno
darba	radim
republikas	republike
republikas	republika
republikas	republikama
būtu	bi
gadiem	godine
gadiem	godinama
gadiem	godina
apgabals	županije
apgabals	okrugu
apgabals	okrug
apgabals	županija
apgabals	kotar
apgabals	okrugu
apgabals	okrug
apgabals	područje
apgabals	oblast
darbības	operacije
darbības	operacija
darbības	aktivnosti
darbības	postupci
darbības	radnje
darbības	akcije
darbības	djela
britu	britanski
britu	britanska
britu	britanci
britu	britanac
pilsētu	urbana
pilsētu	gradove
pilsētu	gradova
pilsētu	gradovi
cilvēki	ljudi
ezera	jezero
ezera	jezera
ezera	lake
vārti	kapije
vārti	gates
vārti	prolaz
vārti	kapija
kārlis	kārlis
kārlis	charles
kārlis	karlo
kārlis	karl
kārlis	carl
izlase	uzorak
izlase	uzorci
izlase	odabir
tur	tamo
viņi	oni
īpaši	osobito
īpaši	posebno
īpaši	naročito
īpaši	pogotovo
īpaši	specijalno
īpaši	posebno
īpaši	posebni
īpaši	poseban
īpaši	posebna
dienvidu	južni
dienvidu	južna
dienvidu	južnoj
dienvidu	jugu
dienvidu	južno
dienvidu	jug
partija	tulum
partija	zabava
partija	stranka
partija	party
informācija	informacija
informācija	podaci
informācija	informacije
kluba	klub
kluba	club
dzimusi	rođeni
dzimusi	rođen
dzimusi	rođena
teritorijas	teritorije
teritorijas	teritorija
teritorijas	područja
rajons	odsjek
rajons	odjel
rajons	podjela
rajons	divizija
rajons	okrugu
rajons	okrug
balvu	nagrada
medaļu	medalju
medaļu	medalja
medaļu	orden
lielā	velika
lielā	veliki
lielā	velike
lielā	veliko
pirmās	prvo
pirmās	prvi
ielas	ulice
ielas	ulica
ielas	ulicama
katoļu	katolici
katoļu	katolička
katoļu	katolički
katoļu	katolik
visi	svi
visi	sve
visi	svi
visi	svima
visi	svi
sistēmas	sistem
sistēmas	sustav
sistēmas	sustavi
sistēmas	sistemi
latvija	latviji
pusē	strana
līga	ligu
līga	liga
līga	league
mūsdienu	moderni
mūsdienu	moderna
mūsdienu	moderan
mūsdienu	moderne
mūsdienu	moderno
mūsdienu	suvremena
mūsdienu	suvremene
mūsdienu	suvremeni
divi	dva
nāves	smrt
nāves	smrti
pieder	posjeduje
padomes	vijeća
padomes	vijeće
padomes	vijeća
aleksandrs	aleksandr
aleksandrs	aleksandar
aleksandrs	aleksandra
aleksandrs	alexander
augusts	kolovoz
augusts	kolovoza
augusts	august
augusts	augustus
galvenais	main
galvenais	glavni
galvenais	glavno
galvenais	glavna
galvenais	tipka
galvenais	ključ
top	top
top	vrh
amerikas	američki
amerikas	american
amerikas	amerikanac
amerikas	američka
tādēļ	stoga
universitāte	fakultet
universitāte	sveučilište
uzvarēja	osvojio
uzvarēja	pobijedio
uzvarēja	pobjedio
nodaļa	poglavlje
liela	velika
liela	veliki
liela	velike
liela	veliko
liela	super
dabas	prirodna
dabas	prirodni
dabas	prirodne
dabas	prirodno
club	klub
club	club
nhl	nhl
ieņēma	uzeo
vairāki	nekoliko
vairāki	višestruko
vairāki	višestruki
savienības	unija
savienības	union
savienības	unije
savienības	sindikat
stacija	stanica
stacija	postaja
vidū	sredina
vidū	srednja
vidū	srednji
psr	ssr
rakstnieks	spisateljica
rakstnieks	pisac
universitātē	fakultet
universitātē	sveučilište
pats	sebe
pats	sebi
zviedrijas	švedski
ziemeļos	sjeverno
ziemeļos	sjeverna
ziemeļos	sjever
dienvidos	jugu
dienvidos	južno
dienvidos	jug
virs	iznad
dziesmas	pjesme
dziesmas	pesme
sieviešu	ženska
sieviešu	ženka
sieviešu	žensko
zem	ispod
zem	ispod
zem	pod
zem	ispod
maskavas	moskvu
maskavas	moskvi
maskavas	moskva
sākotnēji	izvorno
piedalījies	sudjelovalo
piedalījies	sudjelovao
piedalījies	sudjelovala
piedalījies	sudjelovali
tieši	direktno
tieši	izravno
filma	film
filma	film
filmas	filmovi
filmas	filmovi
filmas	filmove
filmas	kino
atkal	ponovo
atkal	opet
devās	otišao
autors	autor
zeme	zemlja
zeme	zemlja
zeme	kopno
zeme	land
zeme	zemljište
zeme	tlo
labi	pa
labi	dobro
labi	dobar
dibināta	utemeljena
dibināta	utemeljen
dibināta	osnovao
dibināta	osnovan
dibināta	osnovana
ķermeņa	body
ķermeņa	telo
ķermeņa	tijelo
sasniedza	postignut
vēlēšanās	izbore
vēlēšanās	izbori
vēlēšanās	izbore
vēlēšanās	izbori
igaunijas	estonski
stadions	stadion
karš	rat
karš	rata
iedzīvotāji	stanovnici
iedzīvotāji	stanovnici
iedzīvotāji	stanovnika
iedzīvotāji	stanari
iedzīvotāji	građani
iedzīvotāji	građanima
iedzīvotāji	stanovništvo
iedzīvotāji	populacija
saules	sunca
saules	sunce
saules	solarni
vācijā	njemačka
vācijā	njemačkoj
laiks	vreme
laiks	vrijeme
saņēma	primljena
saņēma	primio
saņēma	primljen
saņēma	primljeno
ģimenē	obitelji
ģimenē	porodica
ģimenē	obitelj
ģimenē	familija
valstis	države
valstis	drzava
valstis	stanja
valstis	države
valstis	zemljama
valstis	zemlje
uzsāka	pokrenula
uzsāka	pokrenuta
saeimas	sejm
skolas	škole
skolas	skole
skolas	skola
skolas	školski
skolas	školska
skolas	škola
vasaras	summers
vasaras	ljeta
diena	dan
diena	dana
austrumos	istočna
austrumos	istočno
austrumos	istok
temperatūra	temperatura
temperatūra	temperature
temperatūra	temperature
kopumā	sveukupno
kopumā	ukupno
spēlēja	igrao
aktieris	glumac
aktieris	glumca
ciema	selu
ciema	selo
darbi	radovi
darbi	radi
darbi	poslovi
vēstures	povijest
vēstures	istorija
kalnu	planine
kalnu	planinu
kalnu	planina
spēļu	gaming
jūlijs	julius
jūlijs	julije
jūlijs	srpnja
jūlijs	juli
jūlijs	srpanj
jūlijs	jula
aizsardzības	zaštitni
aizsardzības	obrana
aizsardzības	odbrana
čempionāts	prvenstvo
sava	save
sava	sava
datums	spoj
datums	datum
izveidota	stvoreni
izveidota	stvoreno
izveidota	stvorena
izveidota	stvoren
izveidota	stvorio
visiem	svi
visiem	sve
visiem	svi
visiem	svima
visiem	svi
bgcolor	bgcolor
strādāja	radila
strādāja	uspjelo
ēka	grade
ēka	zgrada
ēka	zgradi
sistēma	sistem
sistēma	sustav
vadītājs	upravitelj
vadītājs	menadžer
vadītājs	voditelj
vadītājs	vozač
vadītājs	lider
vadītājs	vođa
vadītājs	glavu
vadītājs	glava
caur	via
caur	putem
caur	kroz
kam	kam
colspan	colspan
kārtas	rundi
kļūst	dobivanje
kļūst	uzimajući
ievēlēts	izabran
ietilpst	pokriva
ietilpst	uključuje
ēkas	grade
ēkas	zgrada
ēkas	zgradi
ēkas	građevine
ēkas	zgrade
pašā	paša
janvāris	siječanj
janvāris	siječnja
karjeru	karijeri
karjeru	karijeru
karjeru	karijera
grupu	grupa
vēsturē	povijest
vēsturē	istorija
darbojās	funkcionirao
darbojās	djelovao
uzņēmums	društvo
uzņēmums	drustvo
uzņēmums	tvrtka
uzņēmums	kompanija
uzņēmums	uspostavljanje
uzņēmums	osnivanje
uzņēmums	uspostavu
uzņēmums	uspostava
uzņēmums	enterprise
rindās	redove
tēvs	otac
tēvs	oce
der	odgovara
der	pristaje
der	uklapa
der	paše
vārdu	riječ
vārdu	rijec
dēls	sinko
dēls	sine
dēls	sin
basketbola	košarka
basketbola	košarku
lielākais	najveći
lielākais	najveće
lielākais	najveća
lielākais	najveci
lielākais	najveći
lielākais	najveci
lielākais	najveći
lielākais	najveće
čempionāta	prvenstvo
sudraba	srebro
sudraba	srebrni
sudraba	silver
vārds	naziv
vārds	ime
teritorija	teritoriji
teritorija	teritorij
teritorija	teritorija
teritorija	područje
teritorija	oblast
futbolists	nogometaš
cilvēka	ljudski
sākas	počinje
sākas	započinje
sākas	počinje
sākas	počinje
netālu	blizu
ventspils	ventspils
rietumos	west
rietumos	zapad
rietumos	zapadno
svars	utege
svars	težina
svars	težinu
režisors	direktor
režisors	redatelj
režisors	direktore
spānijas	španjolci
spānijas	španjolski
zviedru	švedski
osmaņu	otomanskog
labākais	najbolji
labākais	najbolje
labākais	najbolja
radio	radio
administratīvais	administrativne
darbojas	operativni
darbojas	operira
visvairāk	najviše
visvairāk	većina
visvairāk	najvise
otrais	drugi
otrais	drugo
otrais	druga
dziesma	pjesma
dziesma	pesma
kaujas	bitku
kaujas	boj
kaujas	bitka
galvenā	main
galvenā	glavni
galvenā	glavno
galvenā	glavna
eest	eest
viņas	joj
viņas	nju
vojevodiste	vojvodstvo
itālijas	talijanska
itālijas	talijan
itālijas	talijanski
koka	drvena
koka	drva
koka	wood
koka	drvo
isbn	isbn
brīvības	slobode
brīvības	sloboda
brīvības	slobodu
karjeras	karijeri
karjeras	karijeru
karjeras	karijera
karjeras	karijere
miera	mir
pavadonis	satelitski
pavadonis	satelitska
pavadonis	satelit
pavadonis	mesec
pavadonis	mjesec
bijusi	bio
jūnijs	lipanj
jūnijs	june
jūnijs	lipnja
katru	svaki
katru	svaka
www	www
tiesnesis	sudac
tiesnesis	sudi
karā	rat
karā	rata
sala	ostrvo
sala	island
sala	otok
marts	mar
marts	ožujka
marts	ožujak
marts	marš
izglītības	poučno
izglītības	obrazovne
izglītības	obrazovni
studijas	studiji
studijas	studija
studijas	studio
valdības	vlada
valdības	vlade
valdības	vladama
valdības	vlade
veids	vrsta
veids	tip
saraksts	lista
saraksts	popis
ukrainas	ukrajinski
uzskatīts	smatra
vasarā	ljeto
vasarā	ljeta
daudzi	mnoge
daudzi	mnogi
daugavas	daugava
starptautiskā	international
starptautiskā	međunarodna
starptautiskā	međunarodni
maijs	svibanj
maijs	may
maijs	svibnja
karaļa	royal
karaļa	kraljevsko
karaļa	kraljevski
karaļa	kraljevska
prezidenta	predsjednički
būs	will
būs	hoce
ebreju	židovski
ebreju	židov
ebreju	hebrejski
agrāk	prethodno
agrāk	ranije
indijas	indijanac
indijas	indijski
indijas	indijanci
indijas	indijska
indijas	indija
indijas	indije
indijas	indiji
nedaudz	neznatno
attēlā	figura
izmaiņas	izmjene
izmaiņas	promjene
izmaiņas	promjena
izmaiņas	promijeni
cet	sev
somijas	finska
somijas	finski
albuma	album
atklāja	otkriveno
atklāja	otkriven
atklāja	otkrivena
guva	zabio
guva	postigao
sezonu	sezone
sezonu	sezona
robežas	granice
robežas	granice
robežas	rubovi
robežas	granica
robežas	granice
robežas	granica
robežas	granice
robežas	ograničenja
eet	eet
medaļas	medalje
medaļas	odličja
pēdējā	zadnji
pēdējā	posljednje
pēdējā	zadnje
pēdējā	posljednja
pēdējā	posljednji
dienu	dan
dienu	dana
dienā	dan
dienā	dana
dienā	dnevno
dienā	svakodnevno
dienā	dnevna
dienā	dnevni
periods	razdoblje
periods	period
dalībnieks	sudionik
vēsture	povijest
vēsture	istorija
bijušais	bivši
platība	područje
platība	oblast
poļu	poljska
poļu	poljski
poļu	poljaci
karaspēks	marinci
karaspēks	marince
karaspēks	vojnici
karaspēks	trupe
liels	velika
liels	veliki
liels	velike
liels	veliko
liels	super
zināms	znan
zināms	poznat
zināms	poznata
zināms	poznato
zināms	poznati
teātra	teatar
teātra	kazalište
aiz	iza
aktrise	glumica
apdzīvota	naseljena
februāris	veljače
filmu	film
kārta	okrugli
kārta	okruglo
kārta	okrugla
kārta	runda
tirdzniecības	marketing
tirdzniecības	trgovina
pastāv	postojati
grieķu	grk
grieķu	grčki
cilvēks	osobi
cilvēks	osoba
cilvēks	osobe
cilvēks	ljudski
cilvēks	covjek
cilvēks	čovjek
cilvēks	čovek
brālis	brate
brālis	brat
parks	parka
parks	park
sacensībās	natjecanjima
sacensībās	natjecanja
sacensībās	takmičenja
lapa	list
lapa	stranicu
lapa	stranica
lapa	stranice
darbība	operacija
darbība	aktivnosti
darbība	aktivnost
uzbrucējs	napadač
uzbrucējs	napadač
uzbrucējs	striker
bronzas	brončana
not	reg
spēj	sposoban
spēj	sposobno
spēj	sposobni
spēj	sposobna
karogs	zastava
zemi	zemlja
zemi	zemlja
zemi	kopno
zemi	land
zemi	zemljište
dažas	neke
dažas	neki
māte	majko
māte	majka
vidēji	prosječan
vidēji	prosječno
vidēji	prosjek
vidēji	prosječni
vidēji	prosječna
vidēji	prosjeka
vidēji	razmeđi
ministru	ministarskoj
kategorijas	kategorije
kategorijas	kategorija
ledus	leda
ledus	led
ledus	ice
septembris	rujna
septembris	rujan
tālāk	dalje
treneris	trener
treneris	treneru
vadīja	vodio
kāds	što
kāds	sta
kāds	šta
kāds	neko
kāds	netko
kāds	nekoga
līnijas	crte
līnijas	linije
ķīnas	kinezi
ķīnas	kinesko
ķīnas	kineski
ķīnas	kinez
ķīnas	kineska
krasta	obale
krasta	obali
krasta	shore
krasta	obala
krasta	obalu
paziņoja	najavio
paziņoja	objavio
paziņoja	najavili
žanrs	žanr
šobrīd	trenutačno
šobrīd	trenutno
japānas	japanci
japānas	japanski
japānas	japanac
japānas	japanska
japānas	japansko
komandieris	zapovjednik
dzīvi	life
dzīvi	zivot
dzīvi	život
dzīvi	uživo
dzīvi	live
uzvaru	pobjeda
jauna	novo
jauna	nova
jauna	novi
augstākā	vrhovni
augstākā	najviša
džons	ivan
džons	john
novembris	studenog
novembris	studeni
rowspan	rowspan
izveidots	utvrđeno
izveidots	uspostavljen
izveidots	uspostavljena
izveidots	osnovan
izveidots	stvoreni
izveidots	stvoreno
izveidots	stvorena
izveidots	stvoren
izveidots	stvorio
skolā	skola
skolā	školski
skolā	školska
skolā	škola
jūlija	srpnja
jūlija	juli
jūlija	srpanj
jūlija	jula
pulka	pukovnije
pulka	pukovnija
pulka	puk
valdība	vlada
valdība	vlade
mazāk	manje
paša	vlastiti
paša	posjedovati
impērija	empire
impērija	carstva
impērija	carstvo
impērija	imperija
sevi	self
sevi	sebe
decembris	prosinac
decembris	prosinca
decembris	prosincu
decembris	dec
kļuvis	postati
aprīlis	apr
aprīlis	april
aprīlis	travanj
aprīlis	travnja
pārstāv	zastupa
pārstāv	predstavlja
pārstāv	predstavljaju
reizēm	nekad
reizēm	ponekad
pār	preko
sistēmu	sistem
sistēmu	sustav
lapas	lišće
lapas	stranice
sākot	počinje
īpašības	karakteristike
īpašības	svojstva
daži	neke
daži	neki
darbs	job
darbs	posao
darbs	radna
darbs	radni
darbs	rad
darbs	posao
darbs	radno
darbs	radni
darbs	radna
darbs	radno
darbs	radim
oktobris	listopada
oktobris	listopad
oktobris	oktobar
grāmatas	knjige
muzejs	muzej
vārdi	imena
vārdi	riječi
vārdi	reči
vārdi	rijeci
šie	ovi
šie	ove
miljoni	milijun
miljoni	milijuni
titulu	barjak
dažādas	drukčije
dažādas	drugačiji
dažādas	drugačija
dažādas	drugačije
dažādas	razno
dažādas	razni
turku	tursko
turku	turski
grāmatu	knjiga
sezona	sezone
sezona	sezona
spēlētājs	igrač
spēlētājs	player
meža	šuma
meža	šume
meža	forest
spēle	igra
atsauces	preporuke
atsauces	reference
atsauces	reference
vairāku	višestruko
vairāku	višestruki
png	png
kāda	što
kāda	sta
kāda	šta
pāri	pari
pāri	parova
pāri	povrijediti
pāri	povrijeđen
pāri	par
rezultāts	ishod
rezultāts	rezultat
armija	vojska
armija	armija
upe	rijeke
upe	river
upe	rijeci
upe	rijeka
dzīvnieku	životinja
biedrības	asocijacije
biedrības	udruge
biedrības	društva
biedrības	društava
teātrī	teatar
teātrī	kazalište
pēteris	petre
pēteris	peter
pēteris	petra
pēteris	petar
viņiem	ih
viņiem	im
viņiem	njih
daļēji	djelomično
daļēji	djelomični
daļēji	djelomično
daļēji	djelomično
vienības	jedinice
vienības	entiteta
izdots	izdana
izdots	izdano
turklāt	nadalje
puses	polovice
puses	zabave
puses	stranke
oficiāli	službeno
oficiāli	zvanično
augu	biljke
augu	biljka
lielais	velika
lielais	veliki
lielais	velike
lielais	veliko
gaismas	svjetlo
gaismas	svijetlo
gaismas	svjetlost
gaismas	svijetla
gaismas	svjetla
sāk	počinje
sāk	počinje
kauss	kupa
kauss	pehar
kauss	šalica
kauss	kup
albumu	album
mūsu	naše
mūsu	naš
mūsu	naša
mūsu	naši
mūsu	nase
mūsu	nasi
mūsu	naše
mūsu	naš
mūsu	naša
mūsu	nase
iepriekš	prethodno
āfrikas	afrički
āfrikas	afrička
cilvēkiem	ljudi
kaujā	bitku
kaujā	boj
kaujā	bitka
lomu	uloga
lomu	ulozi
lomu	uloge
lielbritānijas	britanski
lielbritānijas	britanska
lielbritānijas	britanci
lielbritānijas	britanac
okeāna	okean
okeāna	ocean
karjera	karijeri
karjera	karijeru
karjera	karijera
karjera	karijere
karjera	kamenolom
karjera	kamenolomu
nodrošina	osigurava
nodrošina	pruža
nodrošina	osigurava
divus	dva
piezīmes	primjedbe
piezīmes	note
piezīmes	bilješke
piezīmes	promatranja
piezīmes	opažanja
piezīmes	zapažanja
piezīmes	komentarima
piezīmes	komentari
piezīmes	komentare
piezīmes	komentara
formas	oblici
formas	oblike
formas	oblici
formas	forme
zemnieku	seljak
ieguvis	nabavio
ieguvis	stekao
izņemot	osim
izņemot	isključujući
raksti	članke
raksti	članci
palika	ostala
palika	ostao
https	https
pašu	vlastiti
pašu	posjedovati
pašu	isti
pašu	ista
pašu	isto
johans	johann
johans	johan
goda	časti
goda	čast
goda	počasni
mācību	nastava
mācību	trening
mācību	obuka
mācību	treniranje
sabiedrības	korporacija
sabiedrības	korporacije
sabiedrības	društva
sabiedrības	društava
muiža	manor
uzvaras	pobjeda
uzvaras	pobjede
uzvaras	pobjeda
uzvaras	pobeda
uzvaras	pobjede
andrejs	andrej
dzejnieks	pjesnika
dzejnieks	pjesnik
vienmēr	uvek
vienmēr	uvijek
roberts	roberts
roberts	robert
roberts	roberte
pili	castle
pili	dvorac
pili	zamak
valstīm	države
valstīm	zemljama
valstīm	zemlje
balva	trofej
balva	nagrade
balva	nagrada
balva	nagrada
pirmie	prvo
pirmie	prvi
kanādas	kanadska
kanādas	kanadski
putnu	ptica
putnu	bird
okupācijas	okupacije
okupācijas	zanimanje
loceklis	članica
loceklis	clan
loceklis	član
austrālijas	australski
ministrs	ministar
ministrs	ministre
ministrs	ministrica
pasažieru	putnik
pasažieru	putnika
kamēr	dok
organizācijas	organizacije
izdevās	uspio
izdevās	uspjelo
izdevās	uspio
minēta	spominje
minēta	spominjanje
abi	oboje
abi	abi
punkti	tačke
punkti	točke
punkti	točkice
punkti	tačke
punkti	bodova
punkti	točke
punkti	bodovi
satur	sadrži
centrā	centar
centrā	centar
centrā	središte
centrā	sredina
drīz	uskoro
