மற்றும்	và
குறைந்த	ít
குறைந்த	giảm
டிசம்பர்	dec
முன்	pre
முன்	trước
வாழ்க்கை	đời
புனித	thánh
ஆகியவை	vis
இரண்டாவது	giây
அங்கு	kia
அங்கு	đó
தொழில்	ngành
தொழில்	nghề
பழைய	cũ
பழைய	tuổi
பழைய	già
ஆண்டுகள்	chèo
ஆண்டுகள்	năm
பார்க்கவும்	khách
பார்க்கவும்	thăm
பார்க்கவும்	xem
பார்க்கவும்	pass
துறை	sở
துறை	khu
துறை	cảng
துறை	cổng
துறை	port
குறிக்கும்	bôi
கடல்	marine
கடல்	biển
கடல்	biển
போல	như
போல	thích
போல	like
இதற்கு	cho
சிறு	nhỏ
சிறு	nhỏ
சிறு	minor
தென்	nam
உயர்	cao
உயர்	deluxe
உயர்	xịn
வடக்கு	bắc
ஆட்சி	luật
மக்களின்	người
வந்தது	đến
வந்தது	tới
கலை	art
தங்கள்	nhị
போல்	bol
போல்	như
போல்	thích
போல்	like
அவருடைய	ngành
உலகின்	worlds
அமெரிக்கா	châu
அமெரிக்கா	mỹ
வந்து	đến
பரிசு	tặng
பிரிவு	loại
பிரிவு	division
பிரிவு	phần
உடல்	thân
உடல்	body
இவர்கள்	những
கூட	chính
கூட	cũng
கூட	quá
கூட	khoáng
கூட	too
குழு	group
குழு	nhóm
விளையாட்டு	gaming
விளையாட்டு	game
விளையாட்டு	chơi
விளையாட்டு	sport
இறப்பு	chết
அடி	feet
அடி	chân
அடி	mét
அடி	trúng
அடி	đánh
துணை	phó
துணை	vice
துணை	sub
துணை	phó
பதிப்பு	edition
பதிப்பு	phiên
பதிப்பு	bản
சொல்	nói
சொல்	tràng
சொல்	lời
சொல்	từ
சொல்	nói
சொல்	bảo
தெற்கு	nam
வட்டம்	tròn
வட்டம்	lượn
தொலைக்காட்சி	tv
தொலைக்காட்சி	tivi
முன்னாள்	cựu
எண்ணிக்கை	đếm
எண்ணிக்கை	chunk
தவிர	trừ
நடிகர்	diễn
இன்று	nay
சட்டம்	khung
சட்டம்	luật
சட்டம்	act
அருகில்	gần
நேரம்	gian
நேரம்	thời
முதலாவது	trước
முதலாவது	đầu
நாம்	để
நாம்	kệ
மூலமாக	qua
மூலமாக	via
மூலமாக	qua
உணவு	mat
குறித்து	khoảng
குறித்து	về
குறித்து	ban
பெப்ரவரி	tháng
பகுதிகள்	vùng
பகுதிகள்	phần
நல்ல	tốt
நல்ல	hay
நல்ல	ngon
அடுத்த	kế
அடுத்த	tiếp
அடுத்த	kit
படம்	ảnh
படம்	photo
படம்	foto
படம்	ảnh
படம்	nh
படம்	hình
படம்	ảnh
பாதுகாப்பு	an
பாதுகாப்பு	ninh
தஞ்சாவூர்	thanjavur
தந்தை	cha
அவர்களின்	nhị
செய்த	chế
நியூ	niue
பதிவு	album
பதிவு	đăng
முழுவதும்	say
முழுவதும்	full
முழுவதும்	đầy
பயனர்	dùng
தொடர்	serial
போன்றவை	etc
போன்றவை	vv
ஜூன்	tuấn
ஜூன்	jun
ஜூன்	june
வழியாக	qua
வழியாக	via
ஆசிரியர்	thầy
ஆஃப்	off
ஆஃப்	tắt
முக்கியமான	trọng
தொடர்பு	lạc
ஆற்றல்	lượng
கிலோ	kilo
வேலை	nghề
வேலை	việc
பணி	nghề
பணி	việc
பணி	task
கதை	truyện
கதை	chuyện
அதிகமாக	khan
இடையே	giữa
பட்டம்	diều
வழி	trail
வழி	đường
அப்போது	rồi
விடுதலை	do
ஆகஸ்ட்	august
தேதி	ngày
பிறந்த	sinh
இன்னும்	và
இன்னும்	côn
இன்னும்	vẫn
ஜான்	gioan
ஜான்	john
ஜான்	jon
ஜான்	jan
ஜான்	jaan
அடுத்து	kế
அடுத்து	tiếp
அடுத்து	kit
கருத்து	luận
கருத்து	thái
காரணம்	chi
காரணம்	chi
தனி	tư
தனி	skill
நீண்ட	boing
நீண்ட	lâu
நீண்ட	dài
நீண்ட	long
பள்ளி	trường
பள்ளி	học
மற்றொரு	khác
மகன்	trai
மகன்	nhi
மகன்	son
எல்லா	hết
பொருட்கள்	tượng
பொருட்கள்	mục
பொருட்கள்	supplies
மின்	điện
ஏழு	seven
ஏழு	bảy
நடைபெற்ற	chức
முன்னர்	trước
கா	khà
கா	kha
அத்துடன்	cũng
முழு	say
முழு	full
முழு	đầy
முதன்மை	nắp
முதன்மை	top
முதன்மை	đỉnh
முதன்மை	chính
முதன்மை	chính
முதன்மை	main
மணி	mani
மணி	tiếng
மணி	giờ
மணி	chuông
மணி	bell
தொகுப்பு	gói
தொலைவில்	xa
தொலைவில்	xa
தொலைவில்	phí
திருமணம்	marry
திருமணம்	cưới
திருமணம்	cưới
நீங்கள்	các
நீங்கள்	cac
நீங்கள்	bạn
நீங்கள்	anh
நீங்கள்	cô
பொதுவான	chung
பொதுவான	công
பொதுவான	tướng
பொதுவான	chung
சமயம்	đạo
எதிராக	dũng
எதிராக	chống
காஞ்சிபுரம்	kancheepuram
ஸ்ரீ	shree
ஸ்ரீ	sri
ஸ்ரீ	shri
விட்டு	bỏ
பக்கம்	page
பக்கம்	trang
அதிகம்	cao
அதிகம்	thêm
நாட்கள்	ngày
மாற்றம்	đổi
மாற்றம்	thay
இறுதி	end
இறுதி	kết
இறுதி	final
இணைய	internet
வகைகள்	loại
ஒருநாள்	odi
இயற்கை	chích
தலைமை	sếp
வேதியியல்	hóa
வேதியியல்	lờ
புகழ்	fame
புகழ்	khen
முன்பு	trước
அதிகமான	cao
அதிகமான	đa
அதிகமான	max
கீழே	down
கீழே	xuống
கீழே	dưới
கீழே	dưới
கீழே	bậc
கீழே	đáy
கீழே	bottom
பிப்ரவரி	tháng
செய்தி	truyện
செய்தி	chuyện
செய்தி	tin
உதவி	cứu
உதவி	giúp
பிரெஞ்சு	pháp
மலை	núi
உடன்	với
உடன்	bằng
வெவ்வேறு	reel
வெவ்வேறு	khác
படைகள்	buộc
விழுப்புரம்	viluppuram
என்ன	gì
பால்	paul
பால்	sữa
பால்	milk
பால்	milky
வீரர்கள்	binh
அழைக்கப்படும்	goi
மிகப்பெரிய	lớn
மிகப்பெரிய	huge
கணினி	hệ
நவீன	ngầu
நவீன	tuyệt
நவீன	mát
நவீன	cool
தொகுதிகள்	chặn
மாநிலம்	bang
திருவண்ணாமலை	tiruvannamalai
வருகின்றன	đến
வருகின்றன	tới
தேர்வு	chọn
தேர்வு	chọn
தேர்வு	đặt
பலர்	nhiều
ஊர்	phố
அல்ல	không
அல்ல	ko
நோபல்	nobel
திருநெல்வேலி	tirunelveli
முடிவு	end
முடிவு	kết
முடிவு	quả
பத்து	mười
கிடைக்கும்	rảnh
வானூர்தி	aviation
தோற்றம்	style
தோற்றம்	xem
தோற்றம்	nhìn
தோற்றம்	nhê
தோற்றம்	tìm
வயது	tuổi
சிங்	singh
சிங்	xing
இதழ்கள்	petals
தனிப்பட்ட	tư
தனிப்பட்ட	unique
பொழுது	khi
சோவியத்	soviet
தேவை	thiết
தேவை	ấp
தேவை	cần
தேவை	wanted
சக்தி	lượng
சக்தி	sục
சக்தி	lực
அவர்களது	nhị
போரில்	battle
போரில்	trận
போட்டி	thủ
போட்டி	khớp
உட்பட	gồm
ஏறத்தாழ	sắp
ஏறத்தாழ	gần
ஏறத்தாழ	hầu
மாகாணம்	tỉnh
க்கு	cho
முந்தைய	trước
முந்தைய	trước
கடலூர்	cuddalore
இயக்கம்	motion
இயக்கம்	thao
முனைவர்	phd
உரை	chữ
குறிப்பு	note
குறைவான	low
குறைவான	thấp
குறைவான	bớt
குறைவான	ít
குறைவான	giảm
கடந்த	qua
கடந்த	past
கடந்த	cuối
ஆண்	buồng
ஆண்	đực
ஆண்	nam
ஆண்	hãm
உங்கள்	của
உரிமை	quyền
இல்லாத	free
இல்லாத	rảnh
அடங்கும்	gồm
அடங்கும்	kèm
வடிவம்	hình
வடிவம்	form
வடிவம்	format
வாழ்ந்த	kiêng
பிரதேசம்	pradesh
ஒன்றை	xả
ஒன்றை	một
ஒன்றை	one
பயிற்சி	luyện
பயிற்சி	training
கோட்டை	castle
கோட்டை	đài
கோட்டை	fort
உயிர்	đời
தீவுகள்	đảo
காந்தி	gandhi
எழுத்து	script
எழுத்து	viết
எழுத்து	ghi
விளக்கம்	tả
வேலூர்	vellore
சூரிய	solar
எழுதி	burner
எதிரான	dũng
எதிரான	chống
எட்டு	tám
எட்டு	eight
உலகம்	giới
உலகம்	globe
ஏனெனில்	vì
சேலம்	salem
சாதாரண	plain
சாதாரண	chuẩn
சாதாரண	thường
கூடுதல்	cục
கூடுதல்	extra
இந்தி	hindi
தாய்	thái
தாய்	tai
தாய்	mẹ
தடை	cấm
தடை	ban
தடை	cấm
தடை	hủy
தடை	ngắt
விமான	aviation
இப்போது	giờ
இப்போது	ngay
தெலுங்கு	telugu
குழந்தை	baby
குழந்தை	bé
குழந்தை	nhóc
குழந்தை	bé
குழந்தை	kid
குழந்தை	con
கண்டு	tìm
விக்கி	wiki
விக்கி	vicky
சிங்கப்பூர்	singapore
மையம்	locus
மையம்	tâm
மையம்	centre
காட்சி	xem
காட்சி	hiện
காட்சி	show
காட்சி	cảnh
காட்சி	xem
காட்சி	view
வங்கி	ngân
வங்கி	bank
சங்கம்	sangam
பயணம்	du
பயணம்	tý
பயணம்	lượt
பயணம்	trip
தீவு	đảo
தில்லி	delhi
ஒளி	châm
ஒளி	đèn
ஒளி	nhạt
சாலை	đường
சாலை	road
கொழும்பு	colombo
பிள்ளை	pillai
பிள்ளை	pillay
அனைத்தும்	hết
அனைத்தும்	hết
சிவகங்கை	sivaganga
இங்கே	đây
ஒலிம்பிக்	olympic
ஒலிம்பிக்	olympic
ஒலிம்பிக்	olympics
மலேசிய	malaysia
தேனி	theni
மாவட்டங்கள்	quận
உருவாக்கப்பட்டது	tạo
எவ்வாறு	bao
வெள்ளை	trắng
வெள்ளை	white
வெள்ளை	bạch
சுற்றி	khoảng
சுற்றி	vòng
எப்படி	bao
பில்லியன்	tỷ
பில்லியன்	tỉ
பில்லியன்	tỷ
பில்லியன்	tỉ
பேரரசு	empire
ஆராய்ச்சி	bê
தளம்	miền
தளம்	website
தளம்	site
தளம்	base
விழா	festival
விழா	lễ
பக்கத்தில்	page
பக்கத்தில்	trang
சங்க	sangam
சங்க	sanga
முன்னணி	foreground
அடையாளம்	tag
அடையாளம்	thẻ
அடையாளம்	identity
அடையாளம்	vẽ
குறியீடு	code
குறியீடு	mã
செயல்	hàm
செயல்	thao
மன்னன்	king
மன்னன்	guy
மன்னன்	vua
பயன்பாடு	app
சொந்த	chính
வார்ப்புரு	mẫu
காதல்	love
காதல்	yêu
இவன்	ivan
எடுத்துக்	taken
எடுத்துக்	bắt
எடுத்துக்	chụp
எடுத்துக்	lấy
எடுத்துக்	bắt
எடுத்துக்	chụp
எடுத்துக்	jest
கனடா	canada
அனைவரும்	hết
வில்லியம்	william
பெயர்கள்	tên
அணு	nguyên
அணு	atom
பின்பு	rồi
சரியான	hảo
சரியான	đúng
உருவாக்கப்பட்ட	tạo
மருத்துவம்	thuốc
கிராமம்	làng
தாக்குதல்	assault
தாக்குதல்	công
கேரள	kerala
மதிப்பு	giá
கருவிகள்	cụ
படை	buộc
மனைவி	vợ
மனைவி	vơ
மனைவி	vk
அஞ்சல்	mail
அஞ்சல்	evolution
அஞ்சல்	thư
அஞ்சல்	zip
உதவும்	cứu
உதவும்	giúp
சொற்கள்	lời
வெளியீடு	release
வெளியீடு	nhả
வெளியீடு	xuất
எதிர்	ngược
வெளியே	ra
வெளியே	tứ
வானொலி	đài
வானொலி	radio
கிராமங்கள்	làng
மீன்	cá
மீன்	tơ
போதும்	đủ
மஞ்சள்	vàng
மஞ்சள்	nhát
மலேசியா	malaysia
கிலோமீட்டர்	km
கொள்ளும்	feud
கிட்டத்தட்ட	sắp
கிட்டத்தட்ட	gần
கிட்டத்தட்ட	hầu
கடைசி	cuối
குரு	guru
ஆனாலும்	nhưng
படத்தில்	photo
படத்தில்	foto
படத்தில்	ảnh
எதிர்ப்பு	vây
எதிர்ப்பு	cự
ஒன்பது	chín
வான்	wan
வான்	trù
வான்	van
சிறப்பாக	tuyệt
சிறப்பாக	nhất
நன்கு	chà
நன்கு	ừm
பேராசிரியர்	prof
தனியார்	tư
தூத்துக்குடி	thoothukkudi
தரவு	dữ
பஞ்சாப்	punjab
நம்பிக்கை	tin
நம்பிக்கை	mong
நம்பிக்கை	xoa
மரபு	heredity
மும்பை	mumbai
விற்பனை	bán
விற்பனை	bán
விற்பனை	marketing
விற்பனை	bán
விற்பனை	lô
விற்பனை	bán
விற்பனை	lô
விற்பனை	sale
வருடம்	năm
மேலே	nắp
மேலே	top
மேலே	đỉnh
மேலே	trên
ஏற்கனவே	đã
அம்மன்	amman
கடன்	credit
கடன்	gmail
கடன்	vay
கடன்	nợ
கடன்	vay
இக்	ọe
விலை	price
விலை	giá
செய்திகள்	tin
சோதனை	test
சோதனை	thử
திண்டுக்கல்	dindigul
பிபிசி	bbc
யாழ்ப்பாணம்	jaffna
உருவாக்க	tạo
அவர்களுக்கு	them
அவர்களுக்கு	cói
அவர்களுக்கு	chúng
அவர்களுக்கு	họ
அரசன்	symposiachrus
அரசன்	monarch
அரசன்	king
அரசன்	guy
அரசன்	vua
கை	tay
பறவைகள்	chim
புதுக்கோட்டை	pudukkottai
குறிப்புகள்	tips
குறிப்புகள்	mẹo
பெண்களின்	girls
பெண்களின்	gái
ஜே	bum
ஜே	jay
இயக்குனர்	trương
நாகப்பட்டினம்	nagapattinam
திருச்சிராப்பள்ளி	tiruchirapalli
தொடக்கம்	startup
தொடக்கம்	khởi
பூங்கா	viên
பூங்கா	park
இளம்	trẻ
இளம்	young
அருகே	gần
உயர்ந்த	cao
காவல்	cảnh
குடும்பம்	đình
திருவள்ளூர்	thiruvallur
எழுதினார்	viết
வலது	phải
வலது	đúng
இராகம்	raga
மாலை	tối
மாலை	eva
மாலை	eve
எடுத்து	taking
எடுத்து	lấy
எடுத்து	bắt
எடுத்து	chụp
சிவப்பு	đỏ
நடைபெற்றது	chức
முஸ்லிம்	muslim
இன்றும்	nay
இரத்த	máu
இரத்த	huyết
சிவன்	sivan
சிவன்	shiva
ஜார்ஜ்	george
அவள்	cổ
சுவாமி	swami
சுவாமி	swamy
வரிசை	serial
வரிசை	hàng
காற்று	gió
கான்	khan
இரவு	đêm
அவரின்	ngành
நேரங்களில்	lần
நேரங்களில்	times
தாம்	dham
வழக்கு	case
தளத்தில்	website
தளத்தில்	site
கவிதை	thơ
கவிதை	thơ
இதுவரை	xa
அறிக்கை	cáo
விருதுநகர்	virudhunagar
பணம்	tiền
பணம்	tien
பணம்	cash
உண்மையான	real
உண்மையான	thực
உண்மையான	thật
உண்மையான	thiệt
உண்மையான	thật
உண்மையான	đúng
மரம்	gỗ
மரம்	củi
மரம்	cây
சீனா	china
உண்மையில்	thực
உண்மையில்	thực
உண்மையில்	thật
கவிஞர்	thơ
சுதந்திர	lập
சுதந்திர	do
செய்தல்	making
வடிவமைப்பு	format
திராவிட	dravidian
திராவிட	dravida
வெப்பநிலை	nhiệt
இன்னொரு	khác
நிலையை	status
கப்பல்	tàu
கப்பல்	ship
அறிமுகம்	khoảng
அறிமுகம்	về
அறிமுகம்	ban
கோயம்புத்தூர்	coimbatore
வரி	line
வரி	dòng
வரி	thuế
மாறாக	thà
குரல்	voice
குரல்	giọng
இயக்குநர்	trương
ஜேம்ஸ்	james
புள்ளி	beat
புள்ளி	chấm
புள்ளி	điểm
இணைப்புக்கள்	xích
இணைப்புக்கள்	links
டேவிட்	david
இயங்கும்	chạy
புராணம்	puranas
புராணம்	legend
நிகழ்ச்சி	xem
நிகழ்ச்சி	hiện
நிகழ்ச்சி	show
நாமக்கல்	namakkal
வண்ணம்	nhuộm
வண்ணம்	màu
வண்ணம்	mầu
வண்ணம்	màu
நிலையங்கள்	salon
நிலையங்கள்	trạm
பரப்பளவு	loạt
பரப்பளவு	vực
பரப்பளவு	vùng
வழக்கம்	thường
குறைவாக	low
குறைவாக	thấp
குறைவாக	bớt
குறைவாக	ít
குறைவாக	giảm
செ	điếc
பாகிஸ்தான்	pakistan
பாகிஸ்தான்	pakistan
பாகிஸ்தான்	pakistani
சற்று	hơi
அங்கே	kia
அங்கே	đó
இன	xáo
வசதி	comfort
முயற்சி	thử
கதைகள்	narratives
கதைகள்	truyện
கதைகள்	tin
அரபு	arab
இவற்றை	những
பிரான்சு	pháp
ஈரோடு	erode
படங்கள்	ảnh
படங்கள்	ảnh
ஆயிரம்	nghìn
ஆயிரம்	ngàn
வார்ப்புருக்கள்	templates
வார்ப்புருக்கள்	mẫu
இனம்	breed
இனம்	đua
இனம்	nhung
புரிந்து	hiểu
புரிந்து	hieu
திருவாரூர்	thiruvarur
ரூபாய்	rupees
ரூபாய்	rupee
ரூபாய்	rupee
கூட்டு	union
கூட்டு	hợp
கூட்டு	add
கூட்டு	thêm
கூட்டு	sum
அண்ணா	anna
பணிகள்	jobs
தேவி	devi
நிலம்	đáp
யார்	ai
யார்	who
மண்டலம்	loạt
மண்டலம்	tần
மண்டலம்	vùng
மண்டலம்	zone
மண்டலம்	múi
மண்டலம்	vùng
குற்றம்	huệ
குற்றம்	tội
கிருஷ்ணகிரி	krishnagiri
அன்னை	mẹ
இரட்டை	double
இரட்டை	đôi
இரட்டை	twin
இரட்டை	song
இரட்டை	kép
இரட்டை	dual
வீடு	nhà
வீடு	ốc
வீடு	nhà
சந்தை	chợ
தலை	đầu
தலை	đàu
தலை	head
உரிமைகள்	quyền
நீ	các
நீ	cac
நீ	bạn
நீ	anh
நீ	cô
கிராம	làng
திறந்த	download
திறந்த	mở
திறந்த	má
கோட்பாடு	thuyết
மாதிரி	sample
மாதிரி	mẫu
மாதிரி	vết
மாதிரி	vệt
மாதிரி	trails
மாதிரி	model
குமார்	kumar
கட்டி	bướu
பிரதான	chính
பிரதான	main
கன்னியாகுமரி	kanyakumari
வழங்கி	phục
வழங்கி	server
ராஜா	raja
ராஜா	king
ராஜா	guy
ராஜா	vua
கடுமையான	mẫn
கடுமையான	nặng
எண்ணெய்	nhớt
எண்ணெய்	dầu
பொருட்களை	đồ
பொருட்களை	stuff
வானியல்	astronomy
மாற்று	switch
மாற்று	chuyển
மாற்று	đổi
மாற்று	thay
இணையதளம்	website
வாழ்ந்து	sống
வாழ்ந்து	living
மழை	rain
மழை	mưa
தெரிகிறது	trông
கார்பன்	carbon
கார்பன்	cacbon
தோன்றும்	splash
நான்காவது	mùng
பேருந்து	bus
வழக்கமாக	thuồng
வழக்கமாக	thường
விதி	phạn
விதி	luật
தெரு	phố
தெரு	street
இறைவன்	huân
யூ	yoo
கண்	eye
கண்	mắt
மகள்	gái
தேசியக்	gạt
மூல	gốc
மூல	tác
இடது	trái
எல்லாம்	hết
எல்லாம்	hết
நிலையான	chuẩn
நிலையான	standard
சிறப்பான	cống
தோல்	da
தோல்	skin
தோல்	da
கூடுதலாக	cục
கூடுதலாக	extra
கால்	chân
கால்	bò
கால்	foot
கால்	bộ
கால்	quý
ஆர்வம்	vốn
ஆர்வம்	lãi
மூத்த	sr
மூத்த	senior
நினைவு	ức
தூய	sạch
பவுல்	foul
கவிதைகள்	thơ
வாய்ப்பு	hội
மத்தியில்	giữa
சிதம்பரம்	chidambaram
மருந்து	thuốc
மா	mª
மா	xoài
மா	mango
ஏன்	sao
தொலைபேசி	đt
ரவி	ravi
முருகன்	murugan
சின்னம்	icon
எண்கள்	số
ஏரி	hồ
பாடிய	soong
பாடிய	sung
சிலை	idol
சிலை	tượng
வெள்ளி	fri
வெள்ளி	bạc
இலத்தீன்	latin
சோழன்	chola
நேரடி	sống
நேரடி	live
நேரடி	direct
நேரடி	trực
சுற்றுலா	tour
சுற்றுலா	tours
கிராமத்தில்	làng
நமது	plr
புலிகள்	tigers
புலிகள்	hổ
அவர்களை	them
அவர்களை	cói
அவர்களை	chúng
அவர்களை	họ
அனுமதி	hẹn
அனுமதி	phép
ராமநாதபுரம்	ramanathapuram
ஆதி	adi
மைல்	miles
மைல்	phít
மைல்	km
மைல்	dặm
மைல்	dặm
வளரும்	mọc
உடலில்	thân
உடலில்	body
பக்க	bên
பக்க	phe
பக்க	trang
சான்	chan
சான்	trần
சான்	san
அமிலம்	axit
அமிலம்	acid
அமிலம்	axít
விண்டோஸ்	windows
பாண்டியன்	pandian
கூட்டமைப்பு	federation
உத்தரப்	uttar
விலங்குகள்	vật
மறு	chối
மறு	huỷ
மனிதன்	human
மனிதன்	người
மனிதன்	man
மாணவர்	bmi
கடந்து	tan
பச்சை	lục
கரூர்	karur
நகராட்சி	municipality
