сараево	sarajeve
психологията	psychológia
психологията	psychológie
магнус	magnus
роналд	ronald
катар	katar
създателите	tvorcovia
създателите	tvorcov
създателите	tvorcovia
тясна	úzka
тясна	úzky
тясна	úzke
доминика	dominika
брабант	brabant
бонус	bonus
кеймбридж	cambridge
гренландия	grónsko
гренландия	grónska
аргумент	argument
аргумент	argumentácia
спиране	zastavenia
спиране	zastavenie
спиране	brzdenia
спиране	brzdenie
спиране	zastaviť
синтез	fúzia
синтез	syntézu
синтез	syntézy
мускули	svalstvo
мускули	svaly
мускули	svalov
мускули	svaly
мускули	sval
мускули	svalov
мускули	svalstvo
сив	gray
сив	sivé
сив	sivá
сив	sivý
сив	šedá
сив	šedá
сив	sivý
сив	grey
сив	šedé
сив	sivá
сив	sivé
етапи	fázy
етапи	fázy
етапи	štádiá
етапи	etapy
етапи	fázach
етапи	míľniky
людмила	ľudmila
комитети	výborov
комитети	výbory
оливър	oliver
сесия	relácia
сесия	sedenie
сесия	zasadnutie
придава	prikladá
вулкана	sopka
освобождаване	prepustiť
освобождаване	uvoľniť
освобождаване	uvoľnenie
освобождаване	prepustenie
освобождаване	výnimka
освобождаване	oslobodenie
освобождаване	oslobodenia
освобождаване	výnimky
членство	členstvo
членство	členstva
железен	železný
железен	železných
железен	železné
железен	železný
железен	železo
железен	železné
железен	iron
железен	železa
ръкопис	rukopis
чиновник	úradník
сняг	snehu
сняг	snehulienka
сняг	sneh
сняг	sneženie
сняг	snow
записано	nahraté
записано	zaznamenaný
записано	zaznamenané
записано	zaznamenaná
реалност	skutočnosť
реалност	realita
реалност	realitu
реалност	reality
бестселър	bestseller
безплатно	voľné
безплатно	slobodný
безплатно	volne
безплатно	free
безплатно	voľný
интервюта	rozhovory
интервюта	pohovory
ватикана	vatikán
масиви	polí
антония	antonia
курорти	rezorty
курорти	strediská
курорти	stredísk
ванкувър	vancouver
жител	obyvateľ
жител	bydlisko
жител	obyvateľa
жител	obyvateľ
представления	vystúpenia
представления	výkony
представления	predstavenia
еберхард	eberhard
отказ	odmietnuť
отказ	zamietnuť
отказ	odmietnutie
отказ	zamietnutie
отказ	odmietnutia
отказ	popieranie
рикардо	riccardo
рикардо	ricardo
навън	vonku
навън	vonka
навън	mimo
навън	vonku
навън	von
навън	out
присъединяване	pripojiť
присъединяване	pristúpenie
присъединяване	pristúpenia
продажбите	predaje
продажбите	predaja
продажбите	tržby
продажбите	predaj
проконсул	prokonzul
мъжко	samec
мъжко	mužské
мъжко	muž
мъжко	mužský
убеден	presvedčený
убеден	presvedčená
убеден	presvedčení
свидетелство	osvedčenie
свидетелство	potvrdenie
свидетелство	certifikát
свидетелство	osvedčenia
художниците	maliarov
покрит	zakryté
покрит	kryté
покрит	pokryté
покрит	pokrytý
покрит	pokrytý
покрит	potiahnuté
покрит	obalené
покрит	potiahnutý
бележка	poznámku
бележка	poznámka
мероприятия	udalostí
мероприятия	podujatia
мероприятия	udalosti
брод	brod
бронзови	bronz
морган	morgan
охлаждане	chladenie
охлаждане	chladiace
охлаждане	chladenia
охлаждане	chladiaci
охлаждане	chladenie
охлаждане	chladenia
пресата	stlačiť
пресата	tlač
пресата	stlačte
пресата	tlače
пресата	tlači
пиетро	pietro
доброволно	dobrovoľné
доброволно	dobrovoľná
доброволно	dobrovoľný
окото	oka
окото	eye
окото	oku
окото	okom
окото	oko
костенурки	korytnačky
костенурки	korytnačky
заменена	nahradený
заменена	nahradená
заменена	vymenené
заменена	nahradené
преса	stlačiť
преса	tlač
преса	stlačte
преса	tlače
преса	tlači
уайлд	wilde
бета	beta
регистрация	registrácie
регистрация	registrácia
регистрация	registráciu
реймънд	raymond
мариана	marianna
мариана	mariana
сопот	sopot
сключен	uzatvorená
ням	hlúpy
ням	pozastaviť
ням	vypnúť
ням	nemý
храсти	kríky
храсти	kríky
физическо	fyzické
физическо	fyzická
физическо	fyzikálne
физическо	fyzický
показване	zobraziť
показване	zobrazenie
показване	ukázať
показване	zobraziť
показване	predstavenie
показване	ukáž
платна	plátna
платна	plátno
платна	plachty
ирански	iránsky
ирански	iránskeho
про	pro
про	profi
мориц	moritz
износ	export
износ	vývoz
износ	export
износ	exportovať
износ	vývoz
роналдо	ronaldo
марта	marta
марта	marta
марта	martha
кралско	kráľovská
кралско	royal
кралско	kráľovský
кралско	kráľovské
рицарите	rytierov
рицарите	rytieri
индекс	index
лодка	lodi
лодка	čln
лодка	loď
йога	joga
емигранти	prisťahovalcom
емигранти	prisťahovalcov
емигранти	prisťahovalci
емигранти	imigrantov
емигранти	emigrantov
платно	plátno
родина	vlasti
родина	vlasť
родина	vlasti
родина	vlasť
гласът	hlas
гласът	hlasové
йоханес	johannes
карол	karol
карол	carol
алтернатива	alternatíva
алтернатива	alternatívne
алтернатива	alternatívna
алтернатива	alternatívny
парична	menový
парична	peňažná
парична	peňažný
парична	menové
парична	menová
подчертава	zdôrazňuje
подчертава	najdôležitejšie
тимор	timor
тайните	tajomstvá
тайните	tajnosti
тайните	tajomstvo
тайните	tajomstva
лидерите	predstavitelia
лидерите	lídri
лидерите	vodcovia
лидерите	vodcov
николаос	nikolaos
бъдещи	budúca
бъдещи	budúcnosti
бъдещи	budúcnosť
бъдещи	budúce
чува	počuje
пшеница	pšenica
пшеница	pšenicu
пшеница	pšenice
баланс	zostatok
баланс	rovnováha
баланс	vyváženie
баланс	saldo
баланс	rovnováhu
баланс	vyváženosť
кучето	psíka
кучето	psa
кучето	psík
кучето	psie
кучето	pes
свидетел	svedka
свидетел	svedok
орбитата	orbitu
подвид	poddruh
цвайбрюкен	zweibrücken
организъм	organizmus
организъм	organizmu
отпадъци	odpad
отпадъци	odpady
отпадъци	plytvanie
отпадъци	odpady
централа	centrálne
централа	central
централа	centrálna
централа	stredná
централа	centrálny
централа	veliteľstvo
централа	štáb
централа	sídlo
централа	ústredie
сватба	manželstva
сватба	sobáš
сватба	manželstvo
сватба	svadobná
сватба	svadba
сватба	sobáš
сватба	svadobné
сватба	svadbu
сватба	svadby
литра	litre
литра	litrov
литра	litra
литра	litre
резерв	rezervy
резерв	rezerv
резерв	rezerva
резерв	rezervovať
резерв	rezervy
резерв	rezerve
лицата	tváre
лицата	tvárí
мъченици	mučeníkov
радванска	radwańská
отделяне	odpojiť
отделяне	odpojenie
отделяне	oddeľovanie
отделяне	oddelenie
заслужава	zaslúži
видях	pílu
видях	videli
видях	videla
видях	videl
конен	jazdecké
полезно	užitočný
полезно	užitočné
полезно	užitočná
полезно	užitočný
полезно	užitočné
полезно	užitočná
извършена	vykonávané
извършена	vykonaná
способен	schopný
способен	schopná
способен	schopné
гледам	pozerá
гледам	pozerať
гледам	pozerám
траките	tráci
стивънс	stephens
стивънс	stevens
диапазон	rozsah
диапазон	rozpätie
диапазон	rozsahu
напоследък	nedávno
алан	allan
мара	mara
убеди	presvedčiť
бийч	bukové
документация	dokumentáciu
документация	dokumentácia
документация	dokumentácie
последици	následky
последици	dôsledky
последици	dopady
последици	dôsledky
последици	efekty
последици	účinky
последици	vplyvy
последици	dôsledok
последици	následok
ясна	jasna
пътека	cestu
пътека	trasa
пътека	cesta
пътека	chodník
пътека	bežecký
пътека	stopu
пътека	chodník
пътека	stopa
учителите	učitelia
учителите	učiteľov
шерлок	sherlock
осман	osman
изстрелване	spustenie
изстрелване	spúšťanie
изстрелване	štart
изстрелване	spustenie
изстрелване	spustiť
орфей	orpheus
колела	kolieska
колела	kolesá
федерална	federálny
федерална	federálne
федерална	federálna
правомощия	právomoci
правомощия	autorita
правомощия	právomoc
правомощия	orgán
правомощия	úrad
вълк	vlk
вълк	wolf
слаб	chudý
слаб	slabý
слаб	slabá
слаб	slabé
слаб	slabí
слаб	tenké
слаб	tenká
слаб	štíhly
слаб	tenký
способни	schopný
способни	schopná
способни	schopné
падуа	padua
уейн	wayne
съществувало	existovali
съществувало	existovala
съществувало	existoval
съществувало	existovalo
разновидност	odrodu
разновидност	rôznorodosť
разновидност	odrody
разновидност	odroda
нашия	naši
нашия	naše
нашия	náš
нашия	naša
нашия	nase
брут	brutus
хърбърт	herbert
екшън	akcie
екшън	akcia
екшън	akčné
отдих	oddych
отдих	rekreáciu
отдих	zmiernenie
отдих	oddych
отдих	relax
духовен	duchovný
духовен	duchovného
духовен	duchovné
фишер	fisherová
фишер	fisher
фишер	rybár
фишер	fischer
гръб	chrbát
гръб	späť
гръб	back
гръб	naspäť
гнездото	hniezdo
гнездото	hniezda
предприемачи	podnikatelia
предприемачи	vývojárov
предприемачи	dodávatelia
предприемачи	dodávateľov
тетово	tetovo
моцарт	mozart
въстания	povstania
яйцата	vajcia
яйцата	vajec
яйцата	vajíčka
реконструкция	rekonštrukcia
реконструкция	rekonštrukcie
тухли	tehly
финалите	finále
затворници	zajatcov
затворници	väzňami
затворници	väzňov
затворници	väzni
затворници	väzňov
затворници	väzni
дженифър	jennifer
правителствата	vlád
правителствата	vlády
правителствата	vládam
неа	nea
инфо	info
инфо	informácie
записана	nahraté
записана	zaznamenaný
записана	zaznamenané
записана	zaznamenaná
математици	matematici
елин	elin
детройт	detroitu
детройт	detroite
ушите	uši
ушите	ušami
ушите	uší
продуктите	výrobky
продуктите	produkty
продуктите	produktov
министрите	ministrov
министрите	ministri
хънт	lovia
хънт	loviť
хънт	hunt
хънт	lov
хънт	lovu
дарява	prispeje
дарява	daruje
афера	afére
афера	románik
херодот	herodotos
проведено	vykonávané
проведено	vykonaná
единични	singles
единични	dvojhra
нормална	normálna
нормална	normálne
нормална	normalne
нормална	normálny
нормална	bežný
рая	neba
рая	nebesá
рая	nebo
рая	raja
рая	raj
рая	paradise
политбюро	politbyra
съотношение	pomer
съотношение	pomeru
павлович	pavlovič
съчетание	kombináciu
съчетание	kombinácia
съчетание	kombinácie
съчетание	kombinácii
духовно	duchovný
духовно	duchovného
духовно	duchovné
духовно	duchovne
частно	súkromný
частно	vojak
частно	súkromná
частно	súkromné
разрешава	dovoľuje
разрешава	umožňuje
разрешава	povoľuje
разрешава	povolí
разрешава	povoľuje
стипендия	štipendium
блато	marsh
блато	bog
илюстрации	ilustrácie
хабсбург	habsburg
гризачи	hlodavce
гризачи	hlodavcov
гризачи	hlodavce
гризачи	hlodavcov
практикува	cvičil
укрепления	opevnenia
нарушава	narúša
нарушава	porušujú
нарушава	porušuje
дворецът	paláca
дворецът	palace
дворецът	paláci
дворецът	palác
дъска	rada
дъска	predstavenstvo
дъска	doska
дъска	palube
дъска	board
дъска	doska
дъска	dosku
томи	tommyho
томи	tommy
излъчването	vysielanie
излъчването	vysielať
излъчването	vysielania
блата	močiaroch
проектиране	dizajn
проектиране	navrhovanie
проектиране	konštrukcia
проектиране	design
проектиране	navrhnúť
проектиране	navrhovanie
мърфи	murphy
бесарабия	besarábii
земноводни	obojživelníky
учебници	učebnice
корен	koreň
кей	kay
експозиция	expozície
експозиция	vystavenie
експозиция	ožiarenie
експозиция	expozícia
експозиция	expozíciu
алпийски	alpskom
модерен	moderné
модерен	moderný
модерен	moderná
модерен	módne
остра	akútne
остра	akútny
остра	akútna
остра	ostrý
остра	ostré
остра	ostro
остра	ostrá
наблизо	nablízku
наблизо	neďaleko
наблизо	blízke
включването	zabudovanie
включването	začlenenie
балет	balet
трайно	trvalý
трайно	trvalé
трайно	trvalo
трайно	natrvalo
трайно	trvale
трайно	permanentne
трайно	trvalý
трайно	trvalé
последователност	súlad
последователност	súdržnosť
последователност	postupnosť
последователност	sekvencia
последователност	jednotnosť
последователност	konzistentnosť
последователност	súlad
тънки	tenké
тънки	tenká
тънки	štíhly
тънки	tenký
излага	vystavuje
излага	odhalí
мъртъв	mŕtve
мъртъв	mŕtva
мъртъв	mŕtvi
мъртъв	mŕtvy
мъртъв	dead
петата	päta
заряд	nabiť
заряд	poplatok
коло	colo
подправки	koreniny
подправки	korenie
подправки	korenia
подправки	koreniny
подправки	korenie
подправки	koreniny
подправки	korenie
разтвор	riesenie
разтвор	riešenie
разтвор	roztok
разтвор	riešenia
ума	uma
ума	myseľ
ума	rozum
ума	mysel
ума	nazor
дамаск	damasku
установена	zriadené
установена	zriadená
установена	usadený
черво	črevo
черво	črevá
черво	čreva
черво	črevo
черво	črevo
хумор	humor
хумор	humor
интензивно	intenzívna
интензивно	intenzívny
интензивно	intenzívne
интензивно	intenzívny
интензивно	intenzívna
интензивно	intenzívne
радослав	radoslav
популация	populácia
популация	obyvateľstva
популация	obyvateľstvo
популация	populácie
популация	populáciu
одобрява	schvaľuje
одобрява	schváli
подобрения	zlepšenie
подобрения	zlepšenia
подобрения	vylepšenia
подобрения	vylepšenia
подобрения	zlepšenie
подобрения	zlepšovanie
подобрения	zlepšenia
драган	dragan
организиране	usporiadať
организиране	organizovať
организиране	zorganizovať
организиране	usporiadať
организиране	organizovať
организиране	zorganizovať
организиране	zorganizovanie
организиране	organizovanie
организиране	organizovať
организиране	organizovanie
поеми	básne
ужасите	hrôzy
злото	zlo
злото	zla
злото	zlom
силва	silva
премахва	odstráni
премахва	odstraňuje
възприемат	vnímať
възприемат	vnímajú
майсен	meißen
култ	kult
трафик	premávka
трафик	dopravné
трафик	doprava
трафик	obchodovanie
баку	baku
специфична	špecifické
специфична	konkrétne
специфична	špecifická
специфична	osobitné
специфична	konkrétnych
специфична	špecifický
погребението	pohreb
погребението	pohrebu
рой	roy
рой	roya
живите	žijúci
живите	žijúce
живите	žiť
монахиня	mníška
спонсор	sponzora
спонсор	sponzor
спонсор	sponzorom
остатъци	zvyšky
остатъци	zvyšok
остатъци	zvyšky
остатъци	zvyšky
остатъци	rezíduá
луиджи	luigi
робство	otroctvo
робство	otroctva
робство	otroctvo
робство	otroctva
остър	ostrý
остър	ostré
остър	ostro
остър	ostrá
остър	akútne
остър	akútny
остър	akútna
династии	dynastií
вестфалия	vestfálsko
долини	doliny
долини	údolia
долини	údolí
детство	detstva
детство	detstvo
важи	uplatňuje
важи	platí
стаята	miestnosť
стаята	izbu
стаята	izby
стаята	izba
стаята	miestnosti
битките	boje
битките	bitky
подобие	podobnosť
патрон	patrón
патрон	náplň
патрон	zásobník
патрон	náplne
патрон	náplni
таня	táňa
таня	tanya
таня	tanja
увеличение	priblížiť
увеличение	priblíženie
увеличение	zoom
увеличение	zväčšiť
увеличение	zvýšenia
увеличение	zvýšiť
увеличение	nárast
увеличение	zvýšenie
увеличение	zväčšiť
увеличение	zväčšenie
възпитание	výchova
възпитание	výchova
възпитание	vzdelanie
възпитание	vzdelávanie
възпитание	školstvo
възпитание	výchova
възпитание	výchovu
възпитание	výchovy
заслужил	zarobené
заслужил	zarobil
устойчивост	stabilita
устойчивост	stabilitu
устойчивост	stálosť
устойчивост	udržateľnosť
устойчивост	udržateľnosti
устойчивост	odolnosť
устойчивост	rezistencia
устойчивост	odpor
устойчивост	pretrvávanie
устойчивост	stálosť
устойчивост	vytrvalosť
устойчивост	odolnosť
бъркли	berkeley
камери	kamery
експерти	odborníci
експерти	odborníkov
експерти	expertov
експерти	experti
обичайно	zvyčajný
обичайно	obvyklé
обичайно	zvyčajne
подчинение	poslušnosť
подчинение	predloženie
подчинение	predkladanie
подчинение	podanie
изключен	vypnuté
изключен	odpojené
изключен	vylúčený
изключен	vyňaté
изключен	vylúčená
изключен	vylúčení
изключен	vylúčené
изключен	vylúčený
блокиран	zablokovaný
блокиран	blokované
блокиран	zablokované
затруднения	ťažkosti
затруднения	ťažkostiach
затруднения	náročnosť
затруднения	ťažkosti
затруднения	ťažkostí
приказка	príbeh
приказка	rozprávka
приказка	rozprávka
приказка	rozprávkové
приказка	príbeh
приказка	reportáž
метър	meter
метър	meter
метър	merač
модификации	modifikácie
модификации	úpravy
модификации	zmeny
модификации	modifikácia
джан	jan
джан	ján
джан	zhang
саймън	šimon
саймън	simon
саймън	simona
свързване	záväzná
свързване	záväzný
свързване	väzba
свързване	viazanie
свързване	záväzné
свързване	spojenie
свързване	pripojenie
свързване	zbližovanie
свързване	spájanie
свързване	väzba
