در	uks
تهران	teherani
بازی	mängu
بازی	mäng
بازی	mängud
بازی	mängi
تاریخی	ajalooline
تاریخی	ajalooline
سرشماری	loenduse
سرشماری	loendus
فرانسه	prantsuse
فرانسه	prantsusmaa
جنگ	sõda
باید	peab
دست	käed
دست	käsi
دست	käe
دست	kätt
دست	käe
دست	käega
دست	käsi
شورای	nõukogu
محل	koht
محل	asukoht
های	hai
توابع	funktsioonid
کتاب	raamatu
کتاب	raamat
کتاب	raamatud
آلمان	saksa
آلمان	sakslane
آلمان	saksamaa
سطح	tasemed
سطح	pinnale
سطح	pind
سطح	taseme
سطح	tase
سطح	tasand
اصلی	põhi
اصلی	peamised
اصلی	main
اصلی	peamine
اصلی	originaalne
اصلی	originaal
اصلی	algne
اصلی	primaarne
اصلی	esmane
ساخت	ehitamine
ساخت	ehitus
ساخت	konstruktsioon
ساخت	valmistamine
ساخت	tootmine
المپیک	olympic
المپیک	olümpia
المپیک	olümpiamängud
اول	kõigepealt
اول	esmalt
اول	esimene
سازمان	organisatsioon
سازمان	organisatsioon
سازمان	agentuur
سازمان	agentuuri
سازمان	amet
سه	kolm
کند	teeb
مرکزی	kesksed
مرکزی	kesk
مرکزی	keskosa
مرکزی	keskne
ایالت	riik
ایالت	olek
ایالت	osariik
زنده	elusana
زنده	elus
زنده	elusalt
فارسی	farsi
فارسی	pärsia
بین	oa
بین	bean
بین	uba
بین	vahel
انگلستان	inglismaal
انگلستان	inglismaa
دوم	teine
دوم	teiseks
موسیقی	muusika
گروه	bänd
گروه	ansambel
گروه	rühm
گروه	grupp
گروه	grupis
جایزه	preemia
جایزه	bonus
جایزه	boonus
جایزه	auhinna
جایزه	auhind
جایزه	auhinnaks
جایزه	auhind
بیشتر	enamikul
بیشتر	enamus
بیشتر	enamik
بیشتر	enim
بیشتر	rohkem
جنوبی	lõuna
جنوبی	lõuna
جنوبی	lõunasse
جنوبی	lõunas
روز	päev
روز	päeva
روز	päeval
روز	päev
جمهوری	vabariik
مرگ	surma
مرگ	surm
ولی	aga
ولی	kuid
داد	dodd
آمریکایی	ameeriklane
آمریکایی	ameerika
آمریکایی	american
نقش	rollis
نقش	roll
نقش	rolli
منطقه	regioon
منطقه	piirkond
منطقه	tsoon
منطقه	vöönd
منطقه	ringkond
منطقه	rajoon
منطقه	pindala
منطقه	valdkond
منطقه	piirkond
منطقه	ala
بسیار	väga
بسیار	paljud
بسیار	paljusid
بسیار	palju
بسیار	much
بسیار	palju
اسلامی	islami
بزرگ	suured
بزرگ	suure
بزرگ	suur
بزرگ	suured
بزرگ	big
بزرگ	suure
بزرگ	suur
اروپا	euroopa
اروپا	europe
اروپا	europa
روستایی	maaelu
روستایی	talupoeg
آمار	statistika
فعالیت	tegevus
فعالیت	aktiivsus
اشاره	vihje
زاده	sündis
زاده	sündinud
محمد	mohammad
محمد	muhammad
محمد	mohamed
بریتانیا	suurbritannia
بریتانیا	britannia
بریتانیا	briti
بریتانیا	britannia
مانند	nagu
مانند	meeldib
چند	vähesed
چند	mitme
شمالی	põhi
شمالی	põhja
شمالی	põhjas
شمالی	põhja
شمالی	carolina
آب	vett
آب	vesi
خورشیدگرفتگی	varjutus
ایرانی	pärsia
ایرانی	iraani
اطلاعات	info
اطلاعات	teave
اطلاعات	info
اطلاعات	informatsioon
ایجاد	loo
ایجاد	luua
ایجاد	loomine
ایجاد	looming
ایجاد	loomine
مالک	omanik
مالک	malik
امنیت	turvalisus
امنیت	julgeolek
امنیت	turva
امنیت	julgeoleku
امنیت	turvalisus
امنیت	ohutus
نوع	tüüp
مردم	inimesed
مردم	rahvas
مردم	people
دلیل	põhjus
دلیل	põhjus
روستای	küla
روستای	külas
دور	kaugele
دور	kaugel
دور	eemal
دور	eemale
اولین	evelyn
مربوط	asjakohane
مربوط	asjakohased
مربوط	seonduv
مربوط	seotud
بار	koormus
بار	laadi
بار	laadimine
بار	barr
بار	baar
بار	bar
بار	baari
دریا	meri
دریا	mere
شما	sind
شما	you
شما	sina
شما	sinu
شما	teie
برابر	võrdsed
برابر	võrdne
برابر	võrdub
تولید	valmistamine
تولید	tootmine
تولید	tootmine
تولید	toodang
تولید	tekitada
تپه	hill
تنها	üksinda
تنها	üksi
تنها	ainult
تنها	üksildane
تنها	üksik
علی	ali
شرقی	idas
شرقی	itta
شرقی	ida
شرقی	idamaine
شرقی	ida
یونسکو	unesco
یونسکو	alade
برخی	mõned
میان	vahel
جهان	maailma
جهان	maailm
جام	karikavõistlused
جام	cup
جام	tops
جام	tass
جام	karikas
ها	huh
ارتفاع	kõrgus
ارتفاع	kõrgus
کد	code
کد	kood
کشف	avastatud
کشف	avastasin
کشف	avastas
کشف	avastavad
کشف	avastada
کشف	avasta
کشف	avastama
کشف	discovery
کشف	avastus
کشف	avastamine
حذف	eemaldamine
حذف	kustutamine
حذف	eemaldamine
حذف	eemalda
حذف	kustuta
حذف	kustutamine
تلویزیونی	televiisor
تلویزیونی	televisiooni
تلویزیونی	televisioon
غربی	west
غربی	lääs
غربی	lääne
غربی	läänemaa
غربی	lääne
غربی	western
گرفته	võetud
دوران	perioodid
دوران	ajavahemikud
دوران	ajastu
دوران	era
شامل	kaasatud
شامل	kaasamine
شدن	muutumas
شدن	saamine
بهترین	parima
بهترین	parimad
بهترین	parimat
بهترین	parim
دولت	riik
دولت	olek
دولت	osariik
دولت	valitsus
همراه	liikuv
همراه	liikuva
همراه	mobiil
همراه	mobiilne
همراه	kaasas
چپ	vasak
چپ	vasakule
چپ	vasakul
ایتالیا	italia
ایتالیا	itaalia
ایتالیا	itaalia
صفحه	leht
صفحه	lehekülg
صفحه	page
صفحه	lehekülje
مجلس	parlament
مجلس	assamblee
تحت	all
آغاز	alusta
آغاز	algus
آغاز	start
آغاز	käivita
آغاز	algus
آغاز	alustamine
آغاز	käivitamine
ویکی	wiki
ویکی	vicky
راه	asukoht
راه	rada
راه	way
کشتی	laevu
کشتی	laevad
کشتی	laeva
کشتی	laev
کشتی	maadlus
کشتی	paat
بودند	olid
الگو	muster
الگو	mustri
توجه	tähelepanu
بن	ben
همه	kõik
همه	kõik
همه	kõik
همه	igaüks
کوچک	väikesed
کوچک	väike
کوچک	little
کوچک	väike
کوچک	vähe
کوچک	alaealine
ژاپن	jaapani
ژاپن	jaapan
رسمی	ametlik
رسمی	ametnik
رسمی	ametlik
رسمی	ametliku
اسلام	islam
سپتامبر	september
سپتامبر	septembris
پرونده	case
پرونده	kohtuasi
پرونده	juhtum
پرونده	fail
پرونده	faili
ماه	kuu
ماه	kuud
ماه	kuude
ماه	kuu
ماه	moon
اوت	august
اوت	aug
هزار	tuhat
تابستانی	suvel
تابستانی	suvi
تابستانی	suve
چون	kuna
چون	sest
چون	millal
چون	kui
آوریل	apr
آوریل	aprill
تغییر	muuda
تغییر	muutused
تغییر	muuda
تغییر	muudatus
تغییر	muutus
مجموعه	kogu
مجموعه	kollektsioon
مجموعه	kogumine
سیاسی	poliitilised
سیاسی	poliitiline
شکل	kujund
شکل	kuju
شکل	kujuga
شکل	vormi
شکل	vorm
شکل	joonis
شکل	vormitud
مارس	märts
مارس	mars
مارس	marss
درخواست	palve
درخواست	taotlus
درخواست	päring
کیلومتر	kilomeeter
کیلومتر	kilomeetreid
کیلومتر	kilomeetrit
کیلومتر	kilomeeter
کیلومتر	kilomeetrit
جمله	lause
گردشگری	turism
گردشگری	turist
گردشگری	vaatamisväärsusi
شهری	urban
شهری	omavalitsuste
شهری	linn
شهری	linna
شهری	city
ممکن	võimalikud
ممکن	võimalik
لیگ	league
لیگ	liiga
روسیه	vene
روسیه	venelane
روسیه	venemaa
منابع	allikad
منابع	vahendid
منابع	ressursid
نخستین	kõigepealt
نخستین	esmalt
نخستین	esimene
شاه	king
شاه	kuningas
شاه	kunn
شاه	shah
جنوب	lõuna
جنوب	lõuna
جنوب	lõunasse
جنوب	lõunas
طور	mount
طور	ühendamine
تشکیل	moodustatud
تشکیل	moodustati
تشکیل	moodustamine
تشکیل	moodustumist
فوت	jalg
اکتبر	oktoober
ژوئن	juuni
ژوئن	june
چه	mis
چه	mida
امکان	võimalikud
امکان	võimalik
امکان	võimalus
نویسندگان	autorid
سر	sar
سر	pea
سر	pead
سر	päid
حزب	party
حزب	pidu
حزب	erakond
حزب	peole
ما	meie
فرهنگ	kultuuri
فرهنگ	kultuur
دیگری	teine
قابل	eemaldatav
قابل	eemaldatavad
بدون	ilma
خانه	house
خانه	majja
خانه	maja
خانه	kodu
خانه	koju
خانه	kodus
دسامبر	detsember
موارد	kirjed
موارد	elemendid
موارد	esemed
موارد	juhud
موارد	juhtumid
هند	india
آلبوم	album
آزاد	vabad
آزاد	vaba
آزاد	free
آزاد	tasuta
چاپ	trükkimine
چاپ	trüki
چاپ	trükkimine
علمی	teadus
علمی	teadust
علمی	teaduslikud
علمی	teaduslik
نوامبر	november
نوامبر	novembris
نوامبر	nov
آسیا	aasia
شمال	põhi
شمال	põhja
شمال	põhjas
شمال	põhja
پایان	lõpp
پایان	lõpp
علوم	teadus
علوم	teadust
جان	john
سید	sid
کالیفرنیا	kalifornia
کالیفرنیا	california
قرن	sajandi
قرن	sajand
بازیگر	näitleja
بازیگر	näitlejanna
بازیگر	näitleja
صنایع	industries
صنایع	tööstus
صنایع	tööstuse
صنایع	tootmisharu
گونه	liigid
گونه	liik
کانادا	kanada
کانادا	kanada
اسپانیا	hispaania
اسپانیا	hispaania
زمین	maa
رئیس	ülemus
رئیس	boss
برزیل	brasiilia
برزیل	brasiilia
سبک	hele
سبک	valgus
سبک	valgust
سبک	kerge
سبک	stiil
بالا	top
بالا	ülal
بالا	ülalt
بالا	ülemine
بالا	bala
جدید	uued
جدید	uus
جدید	new
تصویر	pilt
تصویر	pildi
غیر	non
حضور	osalemine
حضور	osavõtt
حضور	kohalolek
حضور	kohalolu
وارد	ward
عضو	parlamendiliige
عضو	liige
عضو	annetus
عضو	annetuse
میراث	pärand
میراث	kultuuripärandi
میراث	pärand
زنان	naised
نظامی	sõjaväe
نظامی	sõjaline
نظامی	sõjalise
نظامی	sõjalised
نظامی	sõjavägi
آذربایجان	aserbaidžaani
آذربایجان	aserbaidžaan
جای	koht
هیچ	iga
چین	lõug
چین	chin
چین	hiina
سیستم	süsteemi
سیستم	süsteem
سیستم	system
ظاهر	välimus
ظاهر	zahir
ادامه	jätka
ادامه	jätkamine
ادامه	jätkub
ادامه	jätkati
ادامه	jätkus
ادامه	jätkuv
ادامه	jätkas
درجه	hinne
درجه	kraadi
درجه	kraadides
درجه	auaste
درجه	kraadi
درجه	kraad
انتخاب	valima
انتخاب	vali
انتخاب	vali
انتخاب	valimine
انتخاب	valima
انتخاب	valik
موجود	saadaval
موجود	kättesaadav
موجود	olemasolevad
موجود	olemasolev
دستی	käsitsi
دستی	käsiraamat
دستی	manuaal
دستی	pihuarvuti
فقط	lihtsalt
اعلام	deklareeritud
اعلام	kuulutatud
اعلام	deklaratsioon
نسبت	suhtarv
نسبت	suhe
اعضای	liikmed
اعضای	parlamendiliikmed
خراسان	khorāsāni
مسابقات	turniiri
مسابقات	turniir
تلفن	telefoni
تلفن	telefon
تلفن	telefoni
تلفن	telefon
داستان	jutt
داستان	lugusid
داستان	lood
داستان	jutud
سوم	iii
سوم	kolmas
سوم	kolmanda
خط	liin
خط	joone
خط	joon
خط	rida
قانون	seadus
قانون	seadused
قانون	eeskiri
قانون	reegel
درگذشت	surid
درگذشت	suri
علت	põhjus
علت	põhjus
مهم	tähtis
مهم	tähtsad
مهم	olulised
مهم	oluline
منبع	allika
منبع	allikat
منبع	allikas
منبع	ressurss
میلیون	mln
میلیون	miljonit
میلیون	miljon
میلیون	miljoni
کمک	abi
کمک	appi
کمک	aidake
جهت	suunad
جهت	juhised
جهت	suund
جهت	orientatsiooni
هوایی	õhu
هوایی	õhku
هوایی	õhk
هوایی	air
حتی	isegi
نمایش	näidatakse
نمایش	näitamine
نمایش	näita
نمایش	etendus
نمایش	show
آمریکای	ameerika
ناحیه	regioon
ناحیه	piirkond
ناحیه	ringkond
ناحیه	rajoon
ناحیه	pindala
ناحیه	valdkond
ناحیه	piirkond
ناحیه	ala
طراحی	design
طراحی	disain
طراحی	kavandamine
طراحی	kujundus
طراحی	kujundamine
آموزش	õpetamine
آموزش	õpetamise
آموزش	koolitus
آموزش	koolitused
آموزش	väljaõpe
آموزش	treeningud
آموزش	haridus
قلعه	loss
قلعه	castle
قلعه	lossi
قلعه	kindlus
ویرایش	edit
ویرایش	muuda
ویرایش	redigeerimine
ویرایش	redigeerimine
حکومت	valitsus
نمایندگان	esindajad
نمایندگان	delegaadid
بازدید	külastatud
بازدید	läbivaatamine
بازدید	ülevaatus
بازدید	läbivaatus
بازدید	külla
بازدید	külastus
بازدید	visiit
بازدید	külastused
بازدید	külas
شیمیایی	keemiline
شیمیایی	keemilised
شیمیایی	kemikaal
شیمیایی	kemikaalid
مساحت	pindala
مساحت	valdkond
مساحت	piirkond
مساحت	ala
ادبیات	kirjandus
موضوع	teema
موضوع	teema
موضوع	subjekti
موضوع	subjekt
شبکه	võrgustike
شبکه	võrk
شبکه	võrgu
شبکه	võrgustik
برنامه	app
برنامه	rakendus
برنامه	programm
برنامه	päevakava
برنامه	ajakava
برنامه	programm
برنامه	programmi
کاربران	kasutajad
تولد	sünnipäevad
تولد	sünnipäeva
تولد	sünnipäev
تولد	sünd
تولد	sünni
تبدیل	teisendamine
تبدیل	teisendamine
تبدیل	muundamise
تبدیل	muuta
تبدیل	ümberkujundamine
تبدیل	muutumine
دریایی	mereväelane
دریایی	merejalaväelane
دریایی	marine
دریایی	mere
سن	sen
سن	age
سن	vanust
سن	vanus
سن	seine
سن	san
سن	pühak
سن	saint
عربی	araabia
عربی	araabia
روش	roche
روش	meetod
بازیکن	mängija
بازیکن	mängijad
رفته	läinud
بودن	olemise
بودن	olemine
نتیجه	tulemus
نتیجه	tulemused
نتیجه	tulemus
نتیجه	järeldus
نتیجه	järeldused
نتیجه	kokkuvõte
انقلاب	revolutsioon
تگزاس	texase
تگزاس	texas
عراق	iraak
شروع	alusta
شروع	algus
شروع	start
شروع	käivita
شروع	alustamine
شروع	käivitamine
هنر	kunst
هنر	art
هنر	kunsti
هنر	kunst
زمینه	tausta
زمینه	taust
قسمت	osas
قسمت	episood
بررسی	kontrollimine
بررسی	kontroll
بررسی	kontrolli
بررسی	check
مدیر	manager
مدیر	juhataja
مدیر	haldur
مدیر	haldur
مدیر	administraator
مدیر	direktor
باز	avamine
باز	ava
باز	avada
باز	avatud
باز	tagasi
ترکیه	kalkun
ترکیه	türgi
ترکیه	türgi
مدال	medal
مدال	medalid
حقوق	palk
حقوق	töötasu
حقوق	seadus
حقوق	seadused
حقوق	õigused
عمومی	üldine
عمومی	avalikkus
عمومی	avalik
عمومی	avalikud
عمومی	üldine
عمومی	kindral
عمومی	üldist
عمومی	üldised
حسین	hossein
حسین	hussein
حسین	hussain
ترجمه	tõlkimine
ترجمه	tõlge
ترجمه	tõlkimine
ترجمه	tõlkida
ترجمه	tõlgi
ترجمه	tõlkimine
دقیقه	minutid
دقیقه	minut
رنگ	värv
رنگ	värvi
رنگ	värvus
رنگ	värv
رنگ	värvi
افزایش	suurenemine
افزایش	suurendamine
افزایش	suurenda
افزایش	suurendamine
افزایش	suureneb
افزایش	suurenenud
افزایش	suurendatud
طبیعی	looduslik
طبیعی	loomulik
طبیعی	naturaalne
طبیعی	looduslikud
طبیعی	normaalne
معروف	kuulsad
معروف	kuulus
مدیریت	haldus
مدیریت	juhtkond
مدیریت	juhtimine
مدیریت	haldamine
گل	gol
گل	lilli
گل	lilled
گل	lill
گل	õis
گل	lilleke
گل	eesmärk
انتشار	difusiooni
انتشار	avaldamise
انتشار	avaldamine
انتشار	avalda
انتشار	avaldab
انتشار	paljundamiseks
انتشار	heide
انتشار	heitmed
انتشار	heitkoguste
ایشان	nad
نیاز	vaja
نیاز	vajadus
نیاز	vajatakse
نیاز	vajalik
نیاز	vaja
نیاز	vajas
نیاز	vajadused
نیاز	vajab
نیاز	nõutud
نیاز	nõutavad
نیاز	vajalik
نیاز	nõutav
توضیح	kommentaari
توضیح	kommentaar
ترکیب	segu
ترکیب	kombineerimine
ترکیب	kombineerida
ترکیب	koosseis
ترکیب	koostis
ترکیب	kombineerimine
ترکیب	kombinatsioon
ترکیب	ühendid
ترکیب	ühend
دریافت	vastuvõtmine
دریافت	vastuvõtt
رشته	nöör
رشته	string
رشته	niit
رشته	lõime
کننده	esitaja
کننده	esineja
موافق	leppis
موافق	kokkulepitud
موافق	nõus
هنری	henry
مواد	uimastid
مواد	narkootikumid
مواد	materjal
مواد	materjalid
درباره	umbes
کارگردانی	suunatud
استرالیا	austraalia
اجتماعی	sotsiaalsed
اجتماعی	sotsiaalne
بانی	bonnie
جریان	aktiivne
جریان	praeguse
جریان	praegune
جریان	voo
جریان	voolu
جریان	vool
جریان	voog
جریان	oja
طریق	via
نویسنده	kirjutaja
نویسنده	kirjanik
نویسنده	autor
ژانویه	jaanuar
کنار	kõrvale
کنار	külg
انرژی	energiat
انرژی	energia
انرژی	energeetika
انتخابات	valimiste
انتخابات	valimised
انتخابات	valimised
حسن	hasan
حسن	hassan
ملیت	kodakondsus
ملیت	rahvus
مه	mai
مه	udu
مه	udu
کسی	keegi
ثانیه	sekundid
ثانیه	sekundit
ثانیه	teine
ثانیه	teiseks
کل	kokku
کل	terve
کل	terved
کل	tervik
کل	tervelt
خان	khan
دکتر	arst
دکتر	arsti
دکتر	doktor
انجمن	nõukogu
انجمن	ühiskond
انجمن	vennaskonna
انجمن	korporatsioon
انجمن	vennaskond
انجمن	ühendus
انجمن	kogukond
انجمن	assotsiatsioon
غرب	west
غرب	lääs
غرب	lääne
توسعه	arendamine
توسعه	arendus
توسعه	areng
توسعه	väljatöötamine
توسعه	arendamine
توسعه	areneb
فصل	peatükk
فصل	hooaeg
معمولاً	tavaliselt
رسید	saavutas
رسید	jõuti
رسید	vastuvõtmine
رسید	saabusid
رسید	saabunud
رسید	saabus
ژوئیه	juuli
شوروی	nõukogude
شوروی	nsv
افغانستان	afganistan
افغانستان	afganistani
ورزش	võimla
ورزش	jõusaal
ورزش	sportlik
ورزش	sport
ورزش	spordiala
ورزش	harjutus
ورزش	sport
ورزش	spordi
معماری	arhitektuur
باند	side
باند	bond
آنجا	seal
پرندگان	linnud
آخرین	viimasena
آخرین	viimane
آخرین	lõplik
پزشکی	meditsiin
پزشکی	meditsiinilised
پزشکی	meditsiiniline
فرهنگی	kultuuri
فرهنگی	kultuur
فرهنگی	kultuurilised
فرهنگی	kultuuriline
تلویزیون	televiisor
تلویزیون	televisiooni
تلویزیون	televisioon
دنیا	maailma
دنیا	maailm
خوانندگان	lauljad
خوانندگان	lugeja
خوانندگان	lugejad
جغرافیای	geograafia
حالت	riik
حالت	olek
حالت	osariik
حالت	režiimi
حالت	režiim
حالت	mode
حالت	meeleolu
حالت	tuju
کوه	mäe
کوه	mägi
کوه	mount
کوه	ühendamine
مقالات	artiklid
عمل	tegevus
عمل	võte
عمل	toiming
عمل	toimimine
عمل	toiming
عمل	operatsioon
عمل	akt
عمل	tegutsema
عمل	act
کره	võid
کره	või
کره	korea
کره	korea
انتقال	edastamine
انتقال	ülekanne
انتقال	edastus
انتقال	üleviimine
انتقال	ülekandmine
انتقال	ülekanne
انتقال	üleandmine
انتقال	ülemineku
انتقال	üleminek
انتقال	vedu
انتقال	transport
فوریه	kiire
فوریه	veebruar
فوریه	fourier
ارائه	tutvustus
ارائه	esitus
ارائه	esitlus
ارائه	esitluse
ارائه	esitusviis
رود	river
رود	jõgi
رود	rod
سیاست	poliitika
سیاست	poliitikast
سیاست	poliitika
سیاست	diplomaatia
فرانسوی	prantsuse
وطن	kodu
وطن	koju
وطن	kodus
وطن	ränne
وطن	rände
نزدیک	peaaegu
نزدیک	lähedal
نزدیک	sulge
نزدیک	lähedal
نزدیک	läheduses
نزدیک	lähedal
دلار	dollari
دلار	dollar
داخلی	sisustus
داخلی	sisemus
داخلی	interjöör
داخلی	sise
داخلی	sisemised
داخلی	sisemine
کاهش	vähenda
کاهش	vähendada
کاهش	vähendamine
کاهش	vähendamise
کاهش	vähenemine
کاهش	vähenda
احمد	ahmed
احمد	ahmad
ده	kümme
ده	ten
ارتش	sõjaväe
ارتش	sõjaline
ارتش	sõjalise
ارتش	sõjalised
ارتش	sõjavägi
ارتش	armee
ارتش	sõjavägi
سایر	sawyer
مشخص	konkreetne
مشخص	spetsiifilised
مشخص	konkreetsete
مشخص	spetsiifiline
مشخص	esile
مشخص	esiletõstmine
مشخص	rõhutatud
گفت	ütles
حاضر	olevik
حاضر	kingitus
اسرائیل	iisraeli
اسرائیل	iisrael
اسرائیل	iisraeli
اسرائیل	iisrael
انسان	inimene
انسان	inimlik
انسان	mehel
انسان	mees
انسان	man
مسجد	masjid
مسجد	mošee
مثل	nagu
مثل	meeldib
شهرها	linnad
شهرها	linnad
سیاه	mustad
سیاه	black
سیاه	musta
سیاه	must
قدرت	jõudu
قدرت	tugevus
قدرت	power
قدرت	võimu
قدرت	võim
قدرت	võimsus
قدرت	jõud
بنا	struktureeritud
نسخه	versioon
نسخه	versiooni
نسخه	retsept
نسخه	retsepti
کم	little
کم	väike
کم	vähe
کم	kam
کم	cam
کم	madal
کم	madala
کم	madalad
خانواده	perekonnad
خانواده	pered
خانواده	pere
خانواده	perekond
میدان	ruudu
میدان	ruut
میدان	väljak
ویژه	erilised
ویژه	special
ویژه	eriline
نیروهای	jõud
حوزه	põld
حوزه	väli
حمله	ründa
حمله	rünnak
حمله	kallaletung
حمله	rünnak
حمله	ründamine
ناسا	nasa
جزیره	saart
جزیره	saar
وزارت	osakond
وزارت	ministeerium
ساختمان	hoone
ساختمان	ehitamine
ساختمان	ehitis
ساختمان	ehitamine
ساختمان	ehitus
ساختمان	konstruktsioon
درام	draama
درام	trumm
درام	trummi
درصد	protsent
درصد	protsent
مهندسی	inseneri
برنده	win
برنده	võida
برنده	võitja
علم	teadus
علم	teadust
علم	teadmised
علم	teadmine
وقتی	millal
وقتی	kui
آبی	sinised
آبی	sinine
اقتصاد	majandus
اقتصاد	majandus
ورزشی	sportlik
ورزشی	sportlik
ورزشی	sportlik
ورزشی	sport
ورزشی	spordiala
ورزشی	sport
ورزشی	spordi
جامعه	ühiskond
جامعه	ühendus
جامعه	kogukond
بازار	bazar
بازار	turgu
بازار	turu
بازار	turg
معرفی	sissejuhatus
معرفی	tutvustas
معرفی	tutvustati
مصر	egiptus
مصر	egiptuse
متن	tekst
متن	teksti
متن	kontekstist
متن	kontekst
متن	konteksti
متن	taust
متن	allika
متن	allikat
متن	allikas
سرعت	kiirus
سرعت	pöörlemiskiirus
سرعت	kiirus
طرف	külg
آمد	saabusid
آمد	saabunud
آمد	saabus
آمد	tuli
دهد	toetused
سابق	endised
سابق	endine
پسر	poiss
پسر	poja
پسر	poeg
دین	religioon
دین	dean
دین	dekaan
رضا	reza
سایت	koduleht
سایت	veebileht
سایت	veebisait
سایت	kodulehekülg
سایت	saidi
سایت	ala
خیلی	väga
