och	oraz
känd	znani
känd	znany
känd	znana
känd	znane
känd	sławne
känd	znana
känd	znany
känd	sławny
känd	sławna
engelska	angielski
engelska	anglik
departement	wydział
departement	departament
departement	dział
departement	ministerstwa
departement	ministerstw
departement	departamentów
departement	działy
departement	ministerstwa
departement	ministerstwo
antal	liczyć
antal	licz
antal	hrabia
antal	numer
antal	liczba
vill	chce
vill	chcesz
vill	chce
des	des
författare	autorzy
författare	autorów
författare	autor
författare	pisarz
författare	pisarzy
författare	pisarze
författare	autor
författare	autora
författare	autorka
wikipedia	wikipedia
los	los
vissa	pewne
vissa	niektóre
vissa	niektórzy
vissa	trochę
cobar	cobar
äldre	starsza
äldre	starszy
äldre	starsza
äldre	starsze
äldre	starsi
äldre	starszy
gamla	stare
gamla	stary
gamla	old
gamla	stara
allt	wszystko
allt	wszystkie
allt	wszystko
allt	all
allt	wszyscy
lag	ekipa
lag	team
lag	drużyny
lag	drużyna
lag	zespół
lag	prawa
lag	prawo
lag	zespoły
lag	zespołów
lag	drużyny
lag	ekipy
johan	jan
johan	johna
johan	janek
johan	john
johan	jana
johan	johan
innebär	środki
innebär	oznacza
diskussion	dyskusja
diskussion	omówienie
diskussion	dyskusji
diskussion	dyskusje
diskussion	dyskusję
vidare	dalszy
vidare	dalsze
medan	podczas
kommuner	gminy
kommuner	gmin
kommuner	gminy
kyrkan	kościoła
kyrkan	kościół
kyrkan	church
punta	punta
iucn	iucn
kullar	mioty
kullar	wzgórza
kullar	hills
black	czarna
black	czarne
black	black
black	czerń
black	czarny
asien	azja
varje	każda
varje	każdy
varje	każda
varje	każdy
bild	rysunek
bild	obrazek
bild	obraz
bild	zdjęcie
bild	zdjecie
bild	obrazek
bild	obraz
bild	wizerunek
france	francji
france	francja
france	france
vik	krotnie
vik	złóż
vik	vik
politiker	polityka
politiker	politycy
politiker	polityki
politiker	politycy
politiker	polityków
politiker	polityk
politiker	polityka
politiker	politycy
göra	make
left	lewy
left	lewo
band	kasety
band	taśmy
band	zespoły
band	opaski
band	band
band	pasmo
band	zespołu
band	zespół
band	taśmy
band	taśma
band	wstążkę
rio	rio
rock	skała
rock	kamień
rock	skały
rock	rock
söderut	południe
sista	sista
sista	ostatnio
sista	ostatnie
sista	last
sista	ostatni
sista	ostatnia
sista	ostateczny
sista	ostateczna
sista	finał
sista	ostateczne
sista	końcowe
george	jerzego
george	jerzy
george	grzegorz
george	george
delar	podziału
delar	udostępnienie
delar	udostępnianie
delar	części
delar	akcje
delar	udostępnienia
delar	udziały
auto	auto
auto	automatyczne
auto	automatycznie
hett	gorąco
hett	hot
hett	gorące
hett	gorąca
hett	gorący
norrut	północnej
norrut	północ
norrut	north
själv	siebie
själv	siebie
åren	lat
åren	lata
höjd	wysokości
höjd	wysokość
höjd	wysokości
höjd	wzrost
höjd	wysokość
säsongen	sezonie
säsongen	sezon
poäng	punkty
poäng	punktów
poäng	wynik
poäng	wyniki
poäng	punkt
poäng	pkt
poäng	point
istället	zamiast
arroyo	arroyo
peking	pekinie
peking	pekinie
tyska	niemiecka
tyska	niemcy
tyska	niemieckim
tyska	niemieckie
tyska	niemiecki
sätt	sposoby
sätt	way
sätt	sposób
egypten	egipt
egypten	egiptu
egypten	egipcie
wadi	wadi
stad	town
stad	miasta
stad	miejscowość
stad	miasto
stad	city
stad	miejscowość
stad	miasta
stad	miasto
norge	norge
norge	norwegia
norge	norwegii
area	teren
area	powierzchnia
area	obszarze
area	obszar
loma	loma
york	jorku
york	jork
york	york
makedonien	macedonii
makedonien	macedonia
peter	piotra
peter	peter
peter	piotruś
peter	piotrze
peter	piotr
franska	francuski
franska	francuska
franska	french
franska	francuskie
vilken	które
vilken	która
vilken	który
dominikanska	dominikany
västerut	zachodnia
västerut	west
västerut	zachodni
västerut	zachód
västerut	westward
kallas	zwane
kallas	zwana
kallas	dzwonił
kallas	nazywany
österut	wschodnie
österut	east
österut	wschód
österut	wschodni
österut	wschodnia
omkring	okolice
omkring	dookoła
göteborg	göteborgu
göteborg	göteborgu
schweiz	szwajcarii
schweiz	szwajcaria
fall	case
fall	sprawa
fall	przypadek
fall	przypadkach
fall	sprawy
fall	przypadki
fall	upadek
fall	jesień
tiden	czasu
tiden	czas
bästa	najlepsza
bästa	najlepszy
bästa	najlepiej
bästa	best
bästa	najlepsze
style	styl
style	style
artikeln	artykułu
artikeln	artykul
artikeln	artykuł
fil	plik
fil	pliku
brasília	brasília
främst	głownie
främst	głównie
källa	źródło
källa	źródła
båda	obydwa
båda	oboje
båda	obie
båda	oba
kabul	kabulu
bergstopp	wzgórzu
malmö	malmö
delas	udostępnił
delas	udostępnione
delas	wspólny
delas	udostępniony
delas	wspólne
slutet	koniec
slutet	end
olympiska	olimpijski
olympiska	olympic
olympiska	olimpijskie
ast	aspat
annan	innych
annan	inne
annan	pozostałe
annan	inny
uppsala	uppsali
isbn	isbn
mätare	metry
mätare	metrów
mätare	liczniki
mätare	wskaźniki
mätare	metr
mätare	metrów
mätare	licznik
mätare	miernik
madrid	madryt
måste	musi
måste	muszą
antarktis	antarktyki
antarktis	antarktyda
erik	eryk
erik	erik
erik	eryk
erik	eric
paul	pawel
paul	paweł
skrev	napisała
skrev	napisali
skrev	pisał
skrev	napisałeś
skrev	napisał
film	filmu
film	film
film	filmy
film	folia
film	film
robert	robert
robert	robercie
serien	szeregi
serien	serie
serien	series
serien	seria
serien	serii
bör	powinien
bör	powinny
bör	powinno
bör	powinna
bra	dobre
bra	dobrze
fem	pięciu
fem	pięć
ryssland	rosja
thomas	tomasz
thomas	tomaszu
thomas	thomas
thomas	tomek
santiago	santiago
deltog	uczestniczył
deltog	uczęszczał
deltog	uczestniczyło
deltog	uczestniczył
deltog	udział
deltog	uczestniczyły
deltog	uczestniczyła
tysk	niemiecka
tysk	niemcy
tysk	niemieckim
tysk	niemieckie
tysk	niemiecki
vilka	kto
vilka	kogo
vilka	who
vilka	które
vilka	która
vilka	który
språk	języki
språk	języków
språk	język
språk	języku
kinesiska	chińczyk
kinesiska	chiny
kinesiska	chińskich
kinesiska	chińska
kinesiska	chiński
kinesiska	chińskie
lappland	laponii
nuvarande	prąd
nuvarande	bieżące
nuvarande	aktualne
nuvarande	bieżący
nuvarande	aktualny
nuvarande	obecny
nuvarande	teraźniejszość
nuvarande	obecni
nuvarande	obecna
nuvarande	prezent
nuvarande	obecne
officiell	oficjalne
officiell	oficjalna
officiell	urzędnik
officiell	urzędowym
officiell	oficjalnie
officiell	oficjalny
källor	źródła
källor	źródeł
stort	duża
stort	duży
stort	dużych
stort	duże
stort	duża
stort	duże
stort	big
stort	wielka
stort	duży
stort	wielki
sång	wokal
sång	śpiewanie
sång	śpiewać
sång	śpiew
sång	śpiewa
sång	śpiewam
sång	piosenka
sång	piosenki
sång	utwór
sång	pieśń
sång	song
amerikanska	amerykańska
amerikanska	american
amerikanska	amerykański
amerikanska	amerykańskie
amerikanska	amerykanin
samband	związku
samband	podłączenie
samband	powiązanie
samband	połączenie
samband	połączenia
samband	korelacji
globalt	globalnie
globalt	globalny
globalt	global
globalt	globalna
globalt	globalnego
globalt	globalne
kroatien	chorwacji
kroatien	chorwacja
egen	własne
egen	własny
egen	własna
egen	zwyczaj
egen	niestandardowych
egen	niestandardowe
egen	własny
pst	pst
pdt	pdt
mestadels	najczęściej
mestadels	przeważnie
mestadels	głównie
kvinnor	samice
kvinnor	kobiet
kvinnor	kobietki
kvinnor	kobiety
kvinnor	damskie
tredje	trzecia
tredje	trzeci
tredje	trzecie
charles	karol
charles	charles
charles	karola
art	sztuka
art	sztuki
art	art
art	sztukę
art	gatunki
art	gatunek
riket	rzesza
riket	rzeszy
wales	walii
david	dawid
david	david
com	com
com	kom
sidan	stronę
sidan	stronie
sidan	page
sidan	strona
sidan	strony
sidan	side
resultat	wykonanie
resultat	skuteczność
resultat	występ
resultat	wydajność
resultat	wydajności
resultat	rezultaty
resultat	wyniki
resultat	rezultat
resultat	efekt
resultat	wynik
gav	dały
gav	dał
når	osiągnie
når	sięga
når	osiąga
ibland	czasami
ibland	czasem
ibland	sporadycznie
ibland	okazjonalnie
dessutom	dodatkowo
enda	jednolitego
enda	single
enda	pojedynczy
enda	singiel
enda	pojedyncze
enda	sole
jabal	dżabal
kända	znani
kända	znany
kända	znana
kända	znane
kända	sławne
kända	znana
kända	znany
kända	sławny
kända	sławna
universitet	uniwersytety
universitet	uniwersytetów
universitet	uczelnie
universitet	uniwersytety
universitet	uniwersytetu
universitet	university
universitet	uczelnia
universitet	uniwersytet
rgb	rgb
libanon	liban
libanon	libanu
paris	paryżu
paris	paryż
kamerun	kamerun
border	granice
border	granicy
border	granica
border	granicę
trots	pomimo
trots	mimo
musik	muzyka
musik	music
musik	muzyki
maria	maryjo
maria	maria
maria	maryja
maria	mary
maria	maryi
maria	mario
maria	marii
maria	maria
tillbaka	back
tillbaka	wstecz
tillbaka	powrót
kung	king
kung	króla
kung	kinga
kung	król
barat	barat
form	kształt
form	kształtu
form	postać
form	forma
form	formularz
form	formy
form	formularza
der	der
fått	otrzymała
fått	otrzymana
fått	otrzymano
fått	otrzymany
fått	otrzymane
historia	historia
historia	story
historia	opowieść
historia	zdarzenie
historia	opowiadanie
historia	historia
historia	historii
historia	historię
nova	nova
dal	dal
dal	doliny
dal	valley
dal	dolina
dal	dolinie
låten	piosenka
låten	piosenki
låten	utwór
låten	pieśń
låten	song
fiji	fidżi
tjeckien	czech
tjeckien	czeski
tjeckien	czeskiej
tjeckien	czeskie
tjeckien	czeska
james	james
james	jakub
james	jamesa
james	jakuba
albumet	album
albumet	albumu
albumet	płyta
samtidigt	jednocześnie
samtidigt	równocześnie
kring	okolice
kring	dookoła
män	samców
män	mężczyzn
män	samce
män	mężczyźni
män	męskie
män	faceci
män	men
män	mężczyźni
lång	wysoka
lång	wysoki
lång	wysokie
lång	długi
lång	długa
lång	długo
lång	długie
lång	long
alger	algierze
alger	alg
alger	wodorosty
gift	jad
gift	jadu
gift	zamężna
gift	żonaty
gift	trucizny
gift	truciznę
gift	trucizna
gift	trujący
album	album
album	albumu
album	płyta
album	albumy
album	albumów
ghar	ghar
ner	dół
innehåller	zawiera
innehåller	zawiera
innehåller	zawierają
innehåller	zawierać
disk	dysk
disk	dysku
räknas	liczy
little	małe
little	little
little	mało
little	mały
little	mała
wilhelm	wilhelm
gånger	razy
gånger	times
gånger	czasy
brook	brook
övriga	innych
övriga	inne
övriga	pozostałe
övriga	inny
övriga	inne
övriga	pozostałe
övriga	inni
professor	profesor
professor	profesorze
km²	km²
las	las
division	podział
division	wydział
division	dywizji
martin	marcin
martin	martin
urval	selekcja
urval	zaznaczenie
urval	wybór
urval	wyboru
urval	dobór
urval	przykładowe
urval	próbka
urval	próbki
urval	próba
city	city
city	miejscowość
city	miasta
city	miasto
totalt	całkowita
totalt	ogółem
totalt	suma
totalt	łącznie
totalt	ogólnie
totalt	ogólnej
alexander	aleksandr
alexander	aleksandra
alexander	aleksander
alexander	alexander
arena	arena
