kostolov	цркви
odolnosť	отпорност
odolnosť	издржливоста
jay	џеј
podobnú	слично
podobnú	сличен
podobnú	слична
podobnú	слични
teórií	теории
záhreb	загреб
leonardo	леонардо
sľuby	ветувања
sľuby	ветува
sľuby	ветувања
sľuby	завети
sľuby	заклетви
vertebrata	vertebrata
súčet	сума
súčet	sum
umiestnenia	поставување
umiestnenia	локации
umiestnenia	поставувања
umiestnenia	локација
formátu	формат
formátu	форматирање
záhrade	градината
záhrade	градина
záujmov	интереси
derby	дерби
derby	дербито
teréne	терен
teréne	терени
robinson	робинсон
zubov	заби
zubov	забите
bela	бела
sierra	сиера
prusko	прусија
portugalský	португалски
case	случај
case	кејс
vlakov	возови
soľ	солт
soľ	солта
soľ	сол
miestni	мештаните
castle	тврдина
castle	замок
zjednotenie	обединување
zjednotenie	обединувачки
väzba	врзат
väzba	обврзувачки
väzba	обврзувачка
väzba	дружење
väzba	старателство
väzba	притвор
väzba	врска
väzba	бонд
tradícia	традицијата
tradícia	традиција
povesti	гласини
abovsko	абауј
nástupcu	наследник
aktuálny	актуелни
aktuálny	тековната
aktuálny	моментална
aktuálny	сегашна
aktuálny	тековна
aktuálny	тематски
katalóg	каталог
katalóg	каталог
nelson	нелсон
rastú	расте
rastú	растат
sčítanie	попис
výklad	интерпретација
výklad	толкување
výklad	толкува
výklad	толкување
znamenal	наменето
znamenal	смислен
znamenal	наменета
znamenal	значеше
výzbroje	вооружување
pozemné	копнени
pozemné	копнен
pohľady	знаменитости
pohľady	погледи
pohľady	ставови
pohľady	прегледи
pohľady	прикази
cestná	road
cestná	пат
zásah	мешање
zásah	интервенции
zásah	интервенција
warner	ворнер
zdravotné	медицински
zdravotné	здравје
chybu	грешка
založiť	базата
založiť	база
jules	жил
jules	џулс
prúdov	потоци
komédia	комедија
watanabe	ватанабе
kresťanov	христијани
angel	ангел
angel	angel
továrne	фабрики
továrne	фабриките
faktor	фактор
litva	литванија
zavraždený	убиена
zavraždený	убиени
zavraždený	убивани
zavraždený	убиен
phil	фил
rob	роб
zastúpené	претставена
zastúpené	претставено
zastúpené	претставени
zastúpené	претставуваше
spôsobujú	предизвикувајќи
spôsobujú	предизвикување
výkonný	извршно
výkonný	извршен
výkonný	извршна
ponúkol	понуди
ponúkol	понудија
ponúkol	понуден
ponúkol	понудено
ponúkol	понудени
ponúkol	понудена
presun	пренос
presun	трансфер
presun	преместување
presun	пренесување
presun	помести
presun	премести
presun	преселба
presun	селење
presun	преместување
presun	движење
presun	движење
carter	картер
poistenie	осигурување
finančne	финансиски
kroky	чекори
zmazať	бришење
zmazať	избриши
bohatý	богата
bohatý	богато
bohatý	богат
bohatý	богати
bohatý	рич
erich	ерих
informatiky	информатика
suchá	сува
suchá	хемиско
suchá	суво
suchá	сув
suchá	исуши
poddruh	подвид
slnečná	соларна
slnečná	соларни
slnečná	сончева
infraštruktúra	инфраструктура
svetom	ворлд
svetom	world
svetom	свет
svetom	светот
svetom	свету
nahrávanie	прикачи
nahrávanie	снимање
nahrávanie	рекорд
nahrávanie	запис
čítať	читај
čítať	читам
čítať	читање
čítať	читајте
čítať	прочитај
čítať	прочитајте
záchranu	спасување
záchranu	спас
záchranu	спасувачки
wood	дрво
wood	дрва
klavirista	пијанист
kabíny	колиби
kabíny	кабини
dutiny	шуплина
dutiny	синусите
dutiny	кариес
mer	mer
schopní	способна
organické	органски
organické	органско
organické	органска
rybníky	езерца
portálu	порталот
portálu	портал
orientačné	индикативни
orientačné	показател
vyvinuli	развиен
skutočné	вистински
skutočné	реално
skutočné	вистинско
skutočné	вистинска
skutočné	реална
skutočné	реал
domény	домени
návštevy	посетители
návštevy	посета
návštevy	посети
návštevy	посети
predstaviť	воведе
predstaviť	замисли
predstaviť	замислете
predstaviť	замислите
citát	цитат
odborov	синдикатите
odborov	синдикати
štvrté	четврто
štvrté	четвртата
štvrté	четвртото
štvrté	четвртиот
štvrté	четврти
štvrté	четврта
jonas	џонас
barry	бери
equus	equus
licencie	лиценци
licencie	лиценци
licencie	лиценца
licencie	лиценцирање
nákladu	карго
nákladu	товар
budovať	изгради
budovať	градење
budovať	градиме
budovať	изградба
hlboké	deep
hlboké	длабок
hlboké	длабока
hlboké	длабоко
hlboké	длабоки
odhad	проценета
odhad	проценет
odhad	проценка
odhad	процени
odhad	процена
odhad	проценуваат
vojnový	војна
folk	фолк
folk	народен
folk	народна
folk	народните
folk	народни
koalície	коалиција
charakteristiky	карактеристики
charakteristiky	карактеристики
briti	британци
briti	британски
briti	британска
briti	британскиот
briti	британците
čínske	кинески
mama	mama
mama	мама
mama	мамо
mama	мама
mama	мајка
mama	мајко
mama	мајката
mama	мајка
mama	мама
zisku	заработка
zisku	профит
zaznamenané	сними
zaznamenané	снимено
zaznamenané	истакна
zaznamenané	констатира
zaznamenané	забележано
prepustený	пуштен
prepustený	пуштени
prepustený	ослободен
prepustený	отпуштен
venuša	венус
venuša	венера
väzení	затвор
centrálne	централно
centrálne	централен
centrálne	централа
centrálne	централна
centrálne	централно
porážku	пораз
budúci	следниот
budúci	следна
budúci	следно
budúci	следни
budúci	следен
harvard	харвард
olympic	олимписки
olympic	олимпик
nepriateľov	непријатели
geometria	геометрија
reprezentácia	застапник
reprezentácia	претставништво
reprezentácia	претставување
reprezentácia	застапеност
priatelia	пријатели
verše	стихови
socialistická	социјалистичка
socialistická	социјалист
socialistická	социјалистичко
socialistická	социјалистички
prince	принцот
prince	принц
vrtuľníky	хеликоптери
vrtuľníky	хеликоптери
titan	титан
cook	кувар
cook	кук
diely	делови
diely	кратења
diely	резови
diely	исекотини
charlotte	шарлот
charlotte	шарлота
počuť	слушне
počuť	слушнат
počuť	слушнете
počuť	слушам
počuť	слушнам
chemicky	хемиски
matthew	матеј
matthew	метју
emanuel	емануел
oskar	оскар
oskar	оскар
predstavenie	изведба
predstavenie	перформанс
predstavenie	перформанси
predstavenie	настап
predstavenie	покажи
predstavenie	прикажи
bohato	богато
vraždy	убиство
vraždy	убиства
vraždy	убиство
vraždy	убиства
podvozok	шасијата
zavedená	воведена
zavedená	воведен
zavedená	воведе
zavedená	воведени
lisa	лиза
lisa	лиса
vybrať	одбери
vybrať	избери
vybrať	изберете
vybrať	селектирај
vybrať	одбери
vybrať	изберете
vybrať	избирање
vybrať	избери
činiteľ	фактор
premenné	променлива
premenné	променливи
premenné	променливата
premenné	променливи
fred	фред
adrian	адријан
adrian	адриан
dvořák	дворжак
štandardy	стандарди
planéte	планет
planéte	планета
planéte	планетата
čisté	net
čisté	нето
čisté	нет
čisté	чисто
čisté	чист
čisté	чиста
čisté	чиста
čisté	чисто
čisté	чисти
čisté	чист
čisté	исчисти
ukončený	прекинат
súbežne	симултано
súbežne	истовремено
súbežne	паралелно
súbežne	паралела
súbežne	паралелен
súbežne	паралелни
súbežne	паралелна
tvrdenia	тврдења
tvrdenia	претензии
tvrdenia	тврди
tvrdenia	наводи
tvrdenia	оптужби
tvrdenia	наводите
tvrdenia	обвинувања
tvrdenia	аргументи
alois	алоис
ručne	рачно
súkromný	приватно
súkromný	приватен
súkromný	приватна
súkromný	приватни
scaleminor	scaleminor
plody	овошје
plody	плод
plody	овошна
plody	овошје
plody	плодови
fórum	форуми
fórum	форум
pestovanie	расте
pestovanie	растат
pestovanie	растечки
pestovanie	садење
pestovanie	одгледување
relácia	седница
relácia	сесија
cooper	купер
nahradená	заменета
nahradená	замени
nahradená	заменети
nahradená	заменето
nahradená	заменет
logiky	логика
pohyby	движења
pohyby	поместува
pohyby	потези
psychológ	психологот
psychológ	психолог
slávnosti	фестивал
slávnosti	свечености
terminológia	терминологија
bytosti	суштества
bytosti	суштества
samice	женките
samice	женка
samice	женско
samice	женски
samice	женска
súradnice	координатен
súradnice	координатите
súradnice	координати
senátu	сенат
senátu	сенатот
grafický	графички
grafický	графичка
grafický	графички
plukovník	полковник
michelangelo	микеланџело
potomkov	потомство
potomkov	подмладок
potomkov	потомци
melbourne	melbourne
melbourne	мелбурн
korunu	круна
agent	агентка
agent	агент
tém	теми
tém	темите
kapitola	поглавје
železo	железно
železo	железото
železo	пегла
železo	железо
spisy	записи
labe	елба
konečný	final
konečný	финална
konečný	конечен
konečný	конечна
efektívne	ефикасно
efektívne	ефикасен
efektívne	ефикасни
efektívne	ефикасно
efektívne	ефективно
efektívne	ефективна
efektívne	ефикасно
efektívne	ефикасен
efektívne	ефикасна
efektívne	ефикасни
efektívne	ефикасно
najnovšie	неодамнешно
najnovšie	неодамнешни
najnovšie	скорешни
najnovšie	неодамнешна
najnovšie	неодамнешните
najnovšie	најнови
najnovšie	најнова
najnovšie	најнови
najnovšie	најнова
najnovšie	најново
poľnohospodárske	земјоделско
poľnohospodárske	земјоделска
poľnohospodárske	земјоделски
poľnohospodárske	земјоделство
podal	предадени
kaplnke	капела
sasko	саксонија
modra	плава
modra	сина
modra	сини
modra	блу
modra	сино
jadrom	суштински
jadrom	јадрото
jadrom	јадро
papiera	хартија
platňa	порција
platňa	чинија
platňa	плочка
spol	соработници
hlasovať	гласање
hlasovať	гласајте
hlasovať	гласај
hlasovať	гласање
liverpool	ливерпул
opravy	корекции
opravy	поправки
opravy	поправки
opravy	поправање
opravy	поправка
dia	dia
mačky	мачки
trestné	злосторник
trestné	кривично
trestné	кривични
trestné	кривична
trestné	криминално
trestné	кривичен
brigády	бригади
brigády	бригада
teológia	теологија
varšave	варшава
ľudský	човечко
ľudský	човек
ľudský	човечки
ľudský	човечка
potrieb	потреби
útek	бегање
útek	бегајќи
útek	бегство
útek	избега
zaťaženie	оптоварување
zaťaženie	товари
zaťaženie	вчитување
tal	тал
vlastnil	сопственост
vlastnil	поседуваше
vlastnil	поседувал
sarah	сара
venované	посветено
československo	чехословачка
spolupracovať	соработуваа
spolupracovať	соработуваат
spolupracovať	соработува
vyhlásenia	изјавите
vyhlásenia	декларации
vyhlásenia	соопштенија
sebastian	себастијан
klaus	клаус
dôsledky	импликации
dôsledky	последиците
dôsledky	последици
chomutov	chomutov
váhy	вага
váhy	тегови
zámer	намера
zámer	намерата
zámer	намера
zámer	намери
zámer	намерата
hladina	ниво
iniciatívy	иницијативи
iniciatívy	иницијатива
symbolov	симболи
mons	монс
empire	царство
empire	империја
vietname	виетнам
piatok	петок
tvarov	облици
tvarov	форми
používateľ	кориснички
používateľ	корисник
používateľ	корисникот
made	направи
made	направени
made	направен
made	made
etapy	фази
pristál	слета
osád	населби
žltý	жолта
žltý	жолти
žltý	жолто
abd	абд
odmietli	одбиена
odmietli	одби
novšie	понови
novšie	понова
jamie	џејми
náčelník	шеф
náčelník	главен
náčelník	шефот
náčelník	началник
sociálny	социјална
sociálny	социјално
sociálny	општествени
porto	порто
rozdielne	различен
rozdielne	различно
rozdielne	поинакво
rozdielne	различна
rozdielne	поинаку
rozdielne	поинаков
rozdielne	спротивни
deutsche	дојче
adresu	адреса
rumunský	романскиот
rumunský	романска
rumunský	романски
lebky	черепи
lebky	череп
lebky	черепот
úseky	секции
priemyselná	индустриски
priemyselná	индустриско
priemyselná	индустриска
pretekár	тркач
kras	карстните
uhlie	јаглен
uhlie	јаглен
abeceda	азбука
komédie	комедија
komédie	комедии
vrh	пелети
kopa	куп
kopa	купче
duchovné	духовна
duchovné	духовни
duchovné	духовен
duchovné	духовно
extra	екстра
vzdať	предадете
vzdať	предавање
snahu	напор
snahu	напори
nárok	тврдење
chýb	грешки
chýb	грешки
chýb	бубачки
medi	бакар
pokryté	прекриена
pokryté	покриени
pokryté	покриено
pokryté	покриен
pokryté	опфатени
poskytnúť	обезбеди
zavedený	воведена
zavedený	воведен
zavedený	воведе
zavedený	воведени
jednotlivcov	поединци
jednotlivcov	индивидуи
jednotlivcov	индивидуалци
archeológ	археологот
archeológ	археолог
archeológ	археолог
organizmus	организам
organizmus	организмот
junior	јуниор
junior	џуниор
junior	junior
životy	животи
životy	живота
frekvencie	фреквенции
frekvencie	фрекфенции
frekvencie	фрекфенција
frekvencie	фреквенција
autobus	автобус
výrobcu	продуцент
výrobcu	производител
výrobcu	производител
výrobcu	произведувач
tisícročia	милениум
prednášky	предавања
ulrich	улрих
akademický	академик
akademický	академски
akademický	академска
návrhov	предлози
návrhov	сугестии
praktické	практичен
praktické	практични
praktické	практична
estadio	estadio
počasie	времето
nominácia	номинација
trio	трио
skúsenosť	искуство
najmladší	најмладиот
najmladší	најмладите
najmladší	најмлад
sklo	стакло
preložené	преведено
preložené	преведени
preložené	преведена
preložené	преведен
disciplíne	дисциплина
wwe	wwe
nešpecifikovaná	неименувани
nešpecifikovaná	неопределен
elektrických	електрично
elektrických	електричен
elektrických	електрицитет
elektrických	електрично
adresy	адреси
family	семејство
family	фамилијарно
family	фамилијарна
family	фамилија
operáciu	операција
operáciu	хирургија
vzdialený	далечното
vzdialený	далечен
vzdialený	далечна
vzdialený	далечни
vzdialený	далечинско
vzdialený	оддалечена
vzdialený	оддалечено
vzdialený	оддалечен
vzdialený	далечински
naučil	научиле
naučil	научив
naučil	научено
naučil	научија
naučil	научено
naučil	учени
naučil	научени
naučil	учеше
existoval	постоеле
existoval	постоела
existoval	постоеше
existoval	постоело
existoval	постоел
existoval	постоеја
porasty	плантажи
dmitrij	димитри
dmitrij	димитриј
pohlavia	полови
pohlavia	пол
pohlavia	полот
pohlavia	половите
pohlavia	секс
wars	војни
dallas	далас
karibiku	карибите
timeaxis	timeaxis
zrýchlenie	забрзување
core	суштински
core	јадрото
core	јадро
paralelne	паралелно
paralelne	паралела
paralelne	паралелен
paralelne	паралелни
paralelne	паралелна
lipa	липа
challenger	предизвикувачот
challenger	предизвикувач
bytov	станови
bytov	бајти
bytov	станови
bytov	апартмани
centrálny	централно
centrálny	централен
centrálny	централа
centrálny	централна
rodičmi	родители
rodičmi	родителите
eddie	еди
ross	рос
média	мултимедија
média	медиуми
fritz	фриц
afganistane	афганистан
afganistane	авганистан
prístupné	пристапна
prístupné	пристапен
rádia	радио
afrických	африканска
afrických	африкански
terminál	терминал
memoriam	memoriam
konstantin	константин
výstupy	исходи
armstrong	армстронг
lekára	лекар
lekára	доктор
lekára	лекар
lekára	докторка
rukopis	ракопис
rukopis	ракописи
rukopis	ракописот
shoemaker	шумахер
projektom	проекти
prózy	проза
margaret	маргарет
samostatnú	самостојно
samostatnú	самостојна
pridáva	додава
nebezpečné	опасен
nebezpečné	опасно
nebezpečné	опасни
nebezpečné	опасна
pristáli	слета
škótsku	шкотска
škótsku	виски
škótsku	скоч
berkeley	беркли
venovaná	посветен
venovaná	посветена
venovaná	посветено
bočné	странична
platnosť	важи
platnosť	валидни
platnosť	валидна
platnosť	валиден
platnosť	валидно
platnosť	валидноста
výchovu	воспитување
child	дете
zostať	останувам
zostať	останување
zostať	остани
polo	polo
polo	поло
sporné	сомнителен
sporné	сомнителна
sporné	сомнителни
sporné	спорни
sporné	спорно
sporné	спорен
sporné	спорни
sporné	спорен
neba	небесата
neba	рај
neba	рајот
baktérie	бактерии
baktérie	бактерија
baktérie	бактериите
baktérie	бактерии
main	главни
main	главен
main	главна
main	главното
grafika	цртежи
grafika	графика
grafika	графики
vodcov	лидерите
vodcov	лидери
vodcov	водачи
estónsko	естонија
sodný	натриум
schopností	способности
medzinárodne	меѓународно
medzinárodne	интернационално
médium	мултимедија
médium	медиуми
médium	видовит
médium	среден
médium	медиум
médium	средно
vyhláška	указ
vyhláška	декрет
vyhláška	декретот
úteku	бегање
úteku	бегајќи
úteku	избеган
úteku	бегалка
geometrie	геометрија
fakticky	фактички
zachránil	зачуван
zachránil	зачувани
zachránil	зачувано
zachránil	зачувана
zachránil	спасен
zachránil	спаси
pravdepodobnosť	веројатности
pravdepodobnosť	шансите
pravdepodobnosť	веројатноста
pravdepodobnosť	веројатност
guide	водич
airbus	ербас
komentár	коментар
komentár	коментирање
komentár	коментари
neskoro	доцна
neskoro	доцни
neskoro	касно
dokázať	демонстрираат
dokázať	демонстрира
dokázať	докаже
vybraný	одбрани
vybraný	избрани
vybraný	избран
vybraný	избрани
vybraný	избрано
vybraný	избрана
vybraný	одбрано
vybraný	избран
zvon	ѕвоно
zvon	бел
zvon	ѕвонче
kult	култ
kult	секта
usb	usb
veží	кули
tajne	тајно
dodáva	доставува
dodáva	испорачува
dodáva	додава
dodáva	снабдува
kryštály	кристали
unit	единица
lightgrey	lightgrey
riadil	возеше
riadil	возел
riadil	возела
príbuzných	роднини
príbuzných	роднините
polomer	радиус
nákladné	скапи
nákladné	товарниот
nechce	сака
užitočné	корисен
užitočné	корисно
užitočné	корисни
užitočné	корисна
športovcov	спортисти
športovcov	спортистите
športovcov	спортисти
športovcov	атлетичари
športovcov	спортистите
dos	дос
terénu	терен
terénu	терени
plemena	сорта
plemena	раса
otázok	прашања
kantónov	кантони
širokú	широки
širokú	широка
širokú	широко
širokú	широка
širokú	широк
širokú	широки
buffalo	бафало
pripravený	спремно
pripravený	спремни
pripravený	подготвен
pripravený	спремна
pripravený	подготвени
pripravený	спремен
chemickej	хемиско
chemickej	хемиски
špecifikácie	спецификации
obnoviť	ресетирање
obnoviť	врати
obnoviť	обнови
obnoviť	враќање
obnoviť	поврати
obnoviť	освежи
obnoviť	освежување
obnoviť	продолжи
vodiča	шофер
vodiča	возачот
vodiča	управувач
vodiča	возач
vajíčka	јајца
zavedené	воведена
zavedené	воведен
zavedené	воведе
zavedené	воведени
zavedené	имплементиран
zavedené	имплементирана
zavedené	спроведени
odborník	стручен
odborník	стручњак
odborník	стручно
odborník	експерт
odborník	специјалист
bordeaux	бордо
sietí	мрежи
sietí	мрежи
matematické	математички
matematické	математичка
magazín	магазин
magazín	списание
vypukla	изби
chápe	сфаќа
chápe	разбира
hrdinovia	јунаци
hrdinovia	херои
bloky	блока
bloky	блокови
táborov	логори
táborov	кампови
predkov	претци
predkov	предци
nikde	никаде
guinea	гвинеја
ralph	ралф
dáma	дама
dáma	лејди
populárna	популарно
populárna	популарен
populárna	популарни
populárna	популарна
drámy	драмски
drámy	драма
pavilón	павилјон
hospodárska	економски
hospodárska	економско
hospodárska	економска
hodnotenia	рецензии
hodnotenia	прегледи
hodnotenia	критики
hodnotenia	рецензија
hodnotenia	гледаност
hodnotenia	рејтинзи
hodnotenia	проценки
hodnotenia	проценки
robotník	работник
robotník	работникот
robotník	работничка
premena	конверзија
premena	метаморфозис
premena	трансформации
premena	трансформација
premena	преобразба
vyriešiť	решавање
vyriešiť	решеност
vyriešiť	решителност
vyriešiť	разреши
vyriešiť	решавање
vyriešiť	реши
mobile	мобилен
mobile	мобилни
mobile	мобиле
živí	храни
živí	жива
živí	живи
živí	жив
pietro	пјетро
roland	роланд
spracovania	процесирање
spracovania	обработка
výslovnosť	изговор
výslovnosť	изговорот
vydávanie	издавање
vydávanie	прашање
vydávanie	издавање
vydávanie	издавачки
vydávanie	објавување
autorka	автор
politikov	политичарите
politikov	политичари
uzavretá	опкружени
uzavretá	затвори
uzavretá	затворен
uzavretá	затворена
uzavretá	затворени
uzavretá	затворено
jeruzalem	ерусалим
stôp	стапала
stôp	нозе
stôp	стопала
stôp	траки
stôp	траги
stôp	трагови
stôp	траги
stôp	трагови
kennedy	кенеди
pilotov	пилоти
pilotov	пилотите
značný	значителен
značný	значителна
odráža	одразува
odráža	одразува
spoločná	заедничка
spoločná	заеднички
spoločná	џоинт
spoločná	здружени
dolu	надолу
dolu	доле
dolu	долу
dolu	подоле
dolu	надоле
progress	прогрес
progress	напредок
obľúbené	омилено
obľúbené	омилени
obľúbené	фаворитот
obľúbené	омилена
obľúbené	омилен
obľúbené	фаворит
obľúbené	популарно
obľúbené	популарен
obľúbené	популарни
obľúbené	популарна
obľúbené	фаворити
obľúbené	омилени
obľúbené	омилено
obľúbené	омилен
obľúbené	омилена
obľúbené	омилени
obľúbené	омилени
kino	кино
kino	киното
kino	кино
značku	бренд
značku	марка
bomba	бомба
aplikácia	апликацијата
aplikácia	примена
aplikácia	апликација
aplikácia	апликацијата
aplikácia	апликација
uplatnenie	применливоста
ázijské	азиско
ázijské	азиски
ázijské	азиска
zástupcu	заменик
štandardný	стандарден
štandardný	стандардно
štandardný	стандард
štandardný	стандардна
štandardný	стандардни
štandardný	стандарден
štandardný	стандардно
psychológie	психологија
zameranie	насочување
zameranie	фокус
zameranie	фокусирање
meter	метар
meter	мерач
meter	метар
príbehov	приказни
príbehov	раскази
príbehov	приказни
jevgenij	евгениј
pozor	внимателно
pozor	внимание
podrobnosti	детали
podrobnosti	детали
podrobnosti	детално
podrobnosti	детаљ
obnovenie	реставрацијата
obnovenie	реставрација
obnovenie	обновување
obnovenie	обнова
metódu	методот
metódu	метод
metódu	метода
malta	малтер
malta	малта
uzol	јазол
uzol	чвор
uzol	јазол
prednosť	приоритетни
prednosť	приоритет
prednosť	приматот
káder	ајатолах
menšiny	малцински
menšiny	малцинство
menšiny	малцинства
menšiny	малцинствата
prietok	тек
prietok	течат
prietok	проток
prevzaté	преземено
prevzaté	сликани
prevzaté	сликано
mŕtvy	мртво
mŕtvy	мртов
mŕtvy	мртви
mŕtvy	мртва
vyrábali	произведена
vyrábali	произведен
leonard	ленард
leonard	леонард
menšiu	помала
menšiu	помало
menšiu	помал
menšiu	помали
algoritmus	алгоритам
ovládanie	контрола
ovládanie	контролира
ovládanie	контроли
ovládanie	контролите
strieborná	сребрено
strieborná	сребрен
strieborná	сребрена
strieborná	сребро
strieborná	сребрени
vchod	влезот
vchod	влез
niesol	носеа
popravený	извршена
popravený	погубени
popravený	погубен
bel	bel
neoficiálne	неофицијален
neoficiálne	неофицијални
neoficiálne	неофицијална
neoficiálne	неофицијално
chicagu	чикаго
chicagu	chicago
tvoj	твојата
tvoj	твојот
tvoj	вашиот
tvoj	ваш
tvoj	твоја
tvoj	твое
tvoj	ваш
tvoj	твој
tvoj	твои
sekundárne	средно
skok	скокни
skok	скок
skok	скокај
zoskupenie	јато
zoskupenie	групирање
gnu	gnu
obmedzenia	ограничувања
obmedzenia	рестрикции
obmedzenia	ограничувања
obmedzenia	граници
obmedzenia	ограничувања
obmedzenia	ограничувања
reakciu	реакција
tisíce	илјадници
nezahŕňa	исклучува
pec	печка
pec	фурна
pec	рерна
pec	пеќ
testovanie	тестирања
testovanie	тестирање
železníc	железници
otvorene	отворено
original	оригинал
ekvivalent	еднакво
ekvivalent	еквивалент
formáte	формат
formáte	форматирање
kapitánom	капетанот
kapitánom	капетане
kapitánom	капетан
šľachtic	благородник
bejzbal	безбол
bejzbal	бејзбол
križovatky	раскрсница
križovatky	крстосница
križovatky	раскрсница
križovatky	премини
križovatky	крстопат
križovatky	крстосница
križovatky	крстопати
hollywood	холивудски
hollywood	холивуд
obchodník	трговец
vegas	вегас
široko	широко
široko	нашироко
rekonštrukcie	реновирање
rekonštrukcie	реконструкција
ken	ken
ken	кен
chaos	хаос
viacej	уште
viacej	повеќе
schneider	шнајдер
collins	колинс
vysielač	предавател
symbolizuje	симболизира
