ve	그리고
geri	뒤로
geri	다시
geri	뒤로
mesaj	텍스트
mesaj	문자
mesaj	문구
mesaj	메시지
mesaj	메세지
mesaj	메시지
elektrik	전력
elektrik	전기
elektrik	전기
elektrik	전기
merkezi	중부
merkezi	센트럴
merkezi	중앙
merkezi	중심
merkezi	센터
merkezi	중앙
merkezi	센터
kısa	짧게
kısa	짧게
kısa	쇼트
kısa	짧은
güney	남부
güney	남방
güney	남부
güney	사우스
güney	남쪽
almanya	독일
kişi	사람
değil	아님
kuzey	북부
kuzey	북쪽
kuzey	노스
kuzey	북부
çeşitli	다양하다
çeşitli	다양체
çeşitli	버라이어티
çeşitli	기타
açıklama	자막
açıklama	문구
açıklama	설명
açıklama	설명
açıklama	설명
açıklama	묘사
team	team
bilgileri	정보
fransa	프랑스
ingilizce	영어
ingilizce	잉글리시
amerika	아메리카
amerika	usa
amerika	미국
el	핸드
burada	여기
burada	여기에
yok	없음
gol	호수
gol	호야
gol	목표
gol	목표
ana	메인
ana	ana
ana	아나
ana	엄마
ana	어머니
suyu	주스
suyu	쥬스
özellikle	특히
özellikle	특히
özellikle	구체적으로
özellikle	특별히
ilköğretim	초등
birleşik	통합
birleşik	united
birleşik	유나이티드
ödülü	보상
altyapı	인프라
yerine	대신
yerine	대신에
yerine	교체
yerine	대체
yerine	바꾸기
gün	하루
gün	데이
geçen	지나가다
geçen	지나가다가
geçen	지나가
geçen	지나가는
geçen	경과
doğu	동부
doğu	이스트
doğu	동쪽
doğu	동양
doğu	오리엔트
doğu	동부
doğu	동방
süre	시간
süre	타임
süre	time
süre	기간
sabit	꾸준히
sabit	고정
sabit	상수
sabit	안정화
sabit	안정환
sabit	안정적
sabit	안정
eğitim	훈련
eğitim	트레이닝
eğitim	교육학
eğitim	교육
eğitim	학력
eğitim	교육
eğitim	튜토리얼
su	물이
su	워터
uluslararası	국제
uluslararası	인터내셔널
olur	발생
yaklaşık	소개
yaklaşık	대략
yaklaşık	대략적인
yaklaşık	대략
alman	독일
alman	독일인
alman	독일어
alman	독일인
az	리틀
millî	국립
millî	내셔널
millî	국민
kaynak	소스
kaynak	원본
kaynak	출처
kaynak	자원
kaynak	리소스
kaynak	자원
kaynak	리소스
kaynak	용접
ali	알리
ali	ali
kullanılan	사용함
kullanılan	사용됨
kullanılan	사용
ligi	동맹
ligi	리그
görev	듀티
görev	의무
görev	작업
görev	할당
görev	미션
görev	선교
halk	민족
halk	공공
halk	공개
halk	공중
halk	국민
halk	사람
halk	명인
halk	사람들
tv	텔레비전
onun	그의
onun	그녀
onun	그녀의
yine	다시
yine	또다시
ekonomisi	경제
yılı	year
yılı	연도
telefon	전화
telefon	전화기
telefon	전화번호
telefon	휴대폰
telefon	전화
telefon	전화기
yeniden	다시
yeniden	또다시
yeniden	재구성
içme	음주
içme	마시기
etki	영향
etki	영향력
etki	임팩트
etki	영향력
etki	영향
etki	효과
sezon	시즌
sezon	계절
albüm	앨범
albüm	음반
albüm	앨범
albüm	음반
ingiliz	브릿
ingiliz	브리티시
ingiliz	영국인
ingiliz	영국
ingiliz	영어
ingiliz	잉글리시
puan	지점
puan	포인트
puan	평가
puan	평가하기
puan	별점
puan	평점
puan	점수
puan	득점
puan	점수
puan	지점
puan	포인트
nüfus	인구
nüfus	인구순
nüfus	인구
batı	서쪽
batı	서부
batı	웨스트
batı	웨스턴
batı	서부
batı	서양
tür	장르
tür	형식
tür	타입
tür	종류
tür	유형
tür	종족
amerikan	아메리칸
amerikan	미국인
savaş	전투
savaş	배틀
savaş	전쟁
savaş	전투
savaş	컴뱃
savaş	싸워라
savaş	싸움
savaş	싸우기
savaş	싸워
savaş	싸우다
tekrar	다시
tekrar	또다시
tekrar	반복한다
tekrar	반복합니다
tekrar	반복
tekrar	다시보기
tekrar	리플레이
tekrar	재생
anadolu	아나톨리아
anadolu	아시아
söz	약속
söz	워드
söz	word
söz	단어
rağmen	불구하고
grubu	그룹
grubu	집단
elde	습득
elde	획득
elde	습득
elde	확보
elde	획득
elde	달성
elde	달성
https	https
ait	소유
kadın	여인
kadın	여자
kadın	여성
kadın	암컷
kadın	여성
kadın	여자들
kadın	여자
kadın	여성
türkçe	영어
türkçe	잉글리시
türkçe	터키식
türkçe	터키어
türkçe	터키
wikipedia	위키백과의
wikipedia	위키백과
kullanıcı	사용자
kullanıcı	사용자
tam	가득
tam	완료
tam	완성
tam	tam
tam	탬버린
birliği	동맹
birliği	연맹
birliği	유니언
birliği	연합
maç	mac
maç	게임
maç	경기
maç	일치하기
maç	일치합니다
maç	매치
maç	일치
white	하얀
white	화이트
white	흰색
white	하얀색
white	하얗게
http	http
roma	로마
roma	로마
at	던지기
bölüm	chapter
bölüm	챕터
bölüm	사단
bölüm	디비전
bölüm	에피소드
bölüm	섹션
bölüm	부분
bölüm	부품
bölüm	파트
bölüm	부서
yazar	작가
yazar	작가
yazar	저자
yazar	제작자
yazar	작성자
ulusal	국립
ulusal	내셔널
ulusal	국민
köyü	빌리지
köyü	마을
teknik	테크니컬
teknik	기술
teknik	기술적
teknik	기법
teknik	기술
teknik	테크
nüfusu	인구
nüfusu	인구순
nüfusu	인구
deniz	마린
deniz	해병대
deniz	바다
uygun	fit
uygun	자격
uygun	편리하다
uygun	편리
uygun	어울리는
yakın	가까워
yakın	근처
yakın	닫기
yakın	닫습니다
yakın	닫아
yakın	근처
listesi	리스트
listesi	목록
listesi	명단
iç	인테리어
iç	내부
iç	한숨
iç	음료
iç	음료수
club	클럽
ingiltere	잉글랜드
from	출신
alt	아래쪽
alt	서브
alt	아래쪽
alt	밑바닥
alt	아래
alt	하단
alt	바닥
alt	beat
alt	이겨
alt	비트
alt	alt
asfalt	아스팔트
fransız	프랑스
fransız	프랑스어
fransız	프렌치
fransız	프랑스인
belediye	시영
stadyumu	경기장
stadyumu	스타디움
rusya	벨라루스
rusya	러시아
genellikle	주로
genellikle	대부분
genellikle	일반적으로
genellikle	보통
genellikle	일반적으로
space	스페이스
space	공간
space	우주
com	com
bar	술집
sonunda	마침내
sonunda	드디어
parti	party
parti	파티
erkek	멘트
erkek	남성
erkek	남자
erkek	남성
erkek	수컷
erkek	남자
erkek	남성
erkek	사람
beyaz	하얀
beyaz	화이트
beyaz	흰색
beyaz	하얀색
beyaz	하얗게
bölge	지방
bölge	지역
bölge	영토
bölge	준주
bölge	지대
bölge	zone
bölge	영역
bölge	구역
bölge	영역
bölge	지역
bölge	면적
italya	이탈리아
onu	그를
onu	그녀
onu	그녀의
hava	날씨
hava	항공
hava	에어
hava	공기
verilen	주어진
çünkü	왜냐면
çünkü	왜냐하면
çünkü	원인
birkaç	몇몇
birkaç	여러개
dönem	용어
dönem	기간
dönem	시대
dönem	주기
dönem	학기
açık	지우기
açık	지우
açık	맑음
açık	오픈
açık	열기
insan	사람
insan	남자
insan	남성
insan	사람
insan	인간
insan	인체
insan	인간인
merkez	본부
merkez	본사
merkez	중부
merkez	센트럴
merkez	중앙
merkez	중심
merkez	센터
merkez	중앙
merkez	센터
düşük	낮은
düşük	낮음
düşük	low
altın	황금
altın	골든
altın	골드
altın	황금
bilinen	알려진
genç	십대
genç	어려
genç	영영
genç	젊은
genç	청년
genç	청소년
genç	젊음
genç	청춘
genç	십대
genç	청소년
dışında	빼고
kır	브레이크
kır	휴식
kır	break
stadyum	경기장
stadyum	스타디움
ülke	나라
ülke	국가
ülke	시골
ülke	컨트리
dil	언어
dil	언어
pozisyon	직위
pozisyon	위치
pozisyon	포지션
pozisyon	직위
pozisyon	입장
pozisyon	포지션
dahil	포함
dahil	포함됨
dahil	포함
dahil	포함
dahil	포함
dahil	포함됨
an	순간
iş	직업
iş	욥기
iş	퇴근
iş	직장
iş	작업
iş	작업
iş	일자리
iş	직업
iş	잡스
iş	업체
iş	사업
iş	비즈니스
bölümü	섹션
bölümü	부서
gelir	소득
gelir	수익
gelir	소득
gelir	수입
kullanım	사용법
kullanım	사용량
kullanım	사용
kullanım	이용하기
kullanım	사용하기
kullanım	사용
kullanım	이용
kullanım	사용하다
sanat	예술
sanat	예술
sanat	미술
sanat	아트
üçüncü	세번째
üçüncü	셋째
bunu	이거
sonraki	다음
sonraki	넥스트
ele	정복
güzel	아름다운
güzel	아름다워
güzel	아름답다
güzel	좋다
güzel	나이스
güzel	예뻐
güzel	사랑스러운
güzel	러블리
web	웹툰
çocuk	boy
çocuk	소년
çocuk	남자아이
çocuk	보이
çocuk	키드
çocuk	아동
çocuk	어린이들
çocuk	자녀
çocuk	어린이
çocuk	아이들
çocuk	아이유
sinema	영화
sinema	영화
sinema	시네마
sinema	영화
askeri	군사
örneğin	예제
örneğin	예시
üst	윗쪽
üst	상위
üst	인기
üst	top
paris	파리
kara	카라
kara	kara
kara	카라라
kara	검은색
kara	검정
kara	검정색
kara	블랙
kara	육지
kara	랜드
oyun	게임
oyun	게이밍
oyun	게임
oyun	경기
oyun	게임
oyun	놀기
oyun	재생
oyun	연주
oyun	플레이
beraber	함께
beraber	같이
sırada	다음
sırada	넥스트
york	요크
şablon	템플릿
şablon	패턴
şablon	템플릿
aday	지원자
aday	후보
aday	후보자
milyon	백만명
milyon	백만
milyon	수백만
top	대포
top	캐넌포
top	캐논
top	인기
top	top
hakem	심판
hakem	ref
ay	개월
imparatorluğu	엠파이어
imparatorluğu	제국
internet	웹툰
internet	인터넷
tiyatro	드라마
tiyatro	연극
tiyatro	극장
tiyatro	영화관
tiyatro	연극
tiyatro	극장
oldukça	상당히
kültür	문화
kültür	문화
karar	판결
karar	의사결정
karar	결정
karar	결심
karar	결정
tarih	날짜
tarih	데이트
tarih	역사
tarih	내역
tarih	히스토리
tarih	기록
temel	파운데이션
temel	재단
temel	기본
temel	기초
temel	베이직
konu	주제
konu	주제
konu	제목
bağlantı	커넥션
bağlantı	연결
bağlantı	접촉
bağlantı	문의
bağlantı	연락처
bağlantı	연락
bağlantı	링크
çin	중국인
çin	중국
çin	차이나
ünlü	유명한
ünlü	유명해
ünlü	유명인
ünlü	유명하다
ünlü	유명
ünlü	연예인
spor	스포츠
spor	스포츠
kalan	남음
meslek	직업
meslek	점령
sultan	술탄
iran	이란
iran	페르시아
iran	페르시아인
iran	페르시안
iran	페르시아어
telif	저작권자
telif	저작권
telif	저작권
ahmet	아흐메드
ahmet	아메드
ahmet	아흐메드
ahmet	아흐마드
çıktı	출력
ispanya	스페인인
ispanya	스페인
php	php
bile	심지어
bile	조차도
sosyal	사교
sosyal	사회주의
sosyal	사회
sosyal	사회적
cm	인치
japonya	재팬
japonya	일본
ün	명성
ün	페임
geldi	도착했다
liste	리스트
liste	목록
liste	명단
liste	리스트
liste	목록
oy	투표
oy	득표
oy	투표
oy	투표
geniş	넓은
geniş	와이드
geniş	넓이
geniş	넓은
geniş	광범위
geniş	광범위한
geniş	대형
geniş	넓은
ev	집에
ev	고향
ev	집으로
ev	가정
ev	하우스
transfer	전송
transfer	전송
önceki	이전
önceki	이전
önceki	전에
mısır	이집트
mısır	옥수수
mısır	이집트
mısır	이집트어
rus	러시아인
rus	러시아어
yarı	하프웨이
yarı	세미
yarı	절반
afrika	아프리카
afrika	아프리카
hareket	모션
hareket	움직임
hareket	움직여
hareket	움직임
hareket	이동
hareket	움직임
hareket	운동
adil	공정
adil	박람회
adil	페어
bölgesi	지방
bölgesi	지역
bölgesi	영토
bölgesi	준주
kontrol	통제
kontrol	제어
kontrol	제어하기
kontrol	컨트롤
kontrol	제어
kontrol	체크
kontrol	확인
kontrol	점검
sahibi	주인
sahibi	소유자
bilim	사이언스
bilim	과학
üreten	제조업
william	윌리엄
sistemi	체계
sistemi	시스템
başarılı	성공적
başarılı	성공함
başarılı	성공
başarılı	성공적인
başarılı	성공적
başarılı	성공적으로
başarılı	성공적
başarılı	성공함
başarılı	성공
çoğu	대부분의
çoğu	대부분
ordu	군사
ordu	육군
ordu	군대
yaşayan	생활
profesyonel	프로페셔널
profesyonel	프로
profesyonel	전문
profesyonel	전문가
profesyonel	프로
profesyonel	전문가
süper	슈퍼
hiç	없음
hiç	절대
hiç	never
hiç	절대로
ngc	ngc
ifade	익스프레스
ifade	성명서
ifade	진술
ifade	증언
ifade	표현
ifade	표현식
rol	역할
rol	역할
islam	이슬람
islam	이슬람교
islam	이슬람주의
islam	이슬람
rapor	신고
rapor	보고서
rapor	보고
kullanılır	사용함
kullanılır	사용됨
kullanılır	사용
yerel	로컬
yerel	현지
yönetim	경영
yönetim	관리
yönetim	행정학
yönetim	거버넌스
video	동영상
video	비디오
video	동영상
video	비디오
kurulan	설립
kurulan	설립
beş	다섯
beş	파이브
altı	여섯
final	피날레
final	기말고사
final	파이널
final	결승전
final	파이널
final	결승전
final	결승
forma	유니폼
forma	저지
dizi	시리즈
dizi	어레이
dizi	배열
dizi	순서
dizi	시퀀스
gerekli	필요함
gerekli	필수
gerekli	필수
iklim	기후학
iklim	기후
ayrı	분리됨
ayrı	별거
ayrı	분리
ayrı	따로따로
ayrı	따로
veri	자료
veri	데이터
şampiyonası	챔피언십
şampiyonası	챔피언쉽
yerleşim	배치
yerleşim	layout
yerleşim	레이아웃
kariyeri	경력
kariyeri	직업
kariyeri	커리어
adet	월경
adet	기간
adet	시대
adet	주기
yaz	쓰기
yaz	글쓰기
yaz	여름
tespit	탐지
tespit	감지
tespit	검출
tespit	감지
tespit	발견됨
tespit	탐지
tespit	감지
göz	탐색
göz	둘러보기
göz	찾아보기
göz	눈빛
televizyon	텔레비전
galatasaray	갈라타사라이
galatasaray	liverpool
galatasaray	리버풀
sezonu	시즌
sezonu	계절
yayın	방송
yayın	출판물
yayın	출판
yayın	게시
yayın	출판
karasal	지상
durum	상태
durum	상황
durum	상황이
durum	조건
yıldız	항성
yıldız	항성
yıldız	스타
gelenek	전통
gelenek	전통
nasıl	어떻게
tip	형식
tip	타입
tip	종류
tip	유형
city	도시
city	시티
mücadele	파이팅
mücadele	싸워라
mücadele	싸움
mücadele	싸우기
mücadele	싸워
mücadele	싸우다
mücadele	투쟁
yeri	위치
yardımcı	조교
yardımcı	조수
yardımcı	보조
yardımcı	부관
yıllık	매년
kız	시스터스
kız	자매들
kız	자매
kız	girl
kız	소녀
cumhuriyet	연방
cumhuriyet	공화당
cumhuriyet	공화국
bağımsız	인디
bağımsız	독립
bağımsız	독립적
yanlış	잘못된
yanlış	거짓
yanlış	가짜
al	take
al	get
al	받기
kurulu	보드
kurulu	게시판
kurulu	이사회
kurulu	설치
kurulu	설치됨
msj	msg
gerçek	진짜
gerçek	리얼
gerçek	레알
gerçek	팩트
gerçek	사실
gerçek	진실
gerçek	진리
ses	소리
ses	사운드
ses	목소리
ses	음성
ses	오디오
ses	소음
ses	잡음
ses	볼륨
david	데이비드
david	다윗
david	데이빗
david	다비드
rock	바위
rock	rock
milli	국립
milli	내셔널
milli	국민
temsil	표현
ten	스킨
ten	피부
world	월드
world	세상
world	세계
ödülleri	보상
ödülleri	수상
ödülleri	어워드
ödülleri	상금
with	함께
saat	시계
saat	시간
saat	시계
saat	클럭
güneş	햇볕
güneş	태양
güneş	햇살이
güneş	햇살
güneş	햇빛
güneş	선샤인
güneş	태양광
güneş	태양
yazarı	작가
yazarı	저자
yazarı	제작자
yazarı	작성자
kaldı	남음
bakanı	장관
modern	모던
modern	현대
modern	근대
modern	근황
siyasi	정치
siyasi	정치적
benzer	비슷함
benzer	유사한
benzer	비슷한
benzer	유사
krallık	왕국
krallık	킹덤
doğal	자연
doğal	천연
inşa	건물
inşa	건축
inşa	빌딩
inşa	빌드
doğdu	born
doğdu	출생
doğdu	탄생
ortak	파트너는
ortak	파트너
ortak	파트너
michael	마이클
michael	미하엘
michael	미카엘
londra	런던
türü	장르
türü	형식
türü	타입
türü	종류
türü	유형
başkanlığı	대통령
göç	이전
göç	이민
göç	이민호
james	제임스
as	에이스
as	에이스
as	ace
kurulmuştur	설립
logo	로고
örnek	표본
örnek	견본
örnek	샘플링
örnek	샘플
örnek	예제
örnek	예시
durumu	상태
durumu	조건
israil	이스라엘
kırmızı	붉은
kırmızı	붉은색
kırmızı	레드
kırmızı	빨간색
kırmızı	빨강
yönetmen	디렉터
yönetmen	감독
yönetmen	감독
tamamen	완전히
tamamen	완전히
atatürk	아타튀르크
tipi	형식
tipi	타입
tipi	종류
tipi	유형
tipi	블리자드
araştırma	문의
araştırma	문의
araştırma	조사
araştırma	연구
orijinal	원본
orijinal	오리지널
orijinal	오리지널
avusturya	오스트리아
yardım	원조
yardım	도움
yardım	도움말
serbest	출시
serbest	발매
serbest	릴리스
serbest	릴리즈
serbest	개봉
serbest	프리스타일
serbest	프리랜서
serbest	free
serbest	무료
serbest	자유
serbest	발매
serbest	개봉
değer	가치관
değer	가치
değer	가치
değer	가치가
değer	가치
oranı	평가
oranı	비율
oranı	비율
şarkıcı	가수
şarkıcı	싱어
destek	지원
destek	지지
destek	후원
destek	백업
katıldı	가입했습니다
bugün	오늘도
bugün	오늘
single	싱글
single	단일
hafta	주일
hafta	일주일
ekonomik	경제
ekonomik	경제
adam	아담
adam	애덤
adam	남자
adam	남성
adam	사람
it	밀어
it	푸시
etkili	효율적
etkili	효과적
yayınları	출판물
resmî	공식
resmî	official
hizmet	서비스
hizmet	서비스
güçlü	stronger
güçlü	강한
güçlü	스트롱
güçlü	강력
güçlü	강력한
güçlü	강력하다
güçlü	전원
asya	아시아
asya	아시아
yolu	경로
yolu	path
girdi	입력
girdi	입력기
girdi	입력하기
girdi	입출력
girdi	항목
sayı	점수
sayı	득점
sayı	숫자
sayı	번호
çalışma	공부해
çalışma	공부하기
çalışma	공부
çalışma	연구
çalışma	퇴근
çalışma	직장
çalışma	작업
yıllar	수년
başlar	시작
hukuk	법칙
hukuk	법률
hukuk	법학
roman	로만
roman	로마
roman	소설
roman	소설
roman	픽션
roman	허구
ilan	광고
başlık	헤드라인
başlık	제목
başlık	헤더
başlık	자막
başlık	문구
başlık	설명
başlık	타이틀
başlık	제목
robert	로버트
sürekli	끊임없이
sürekli	지속적으로
sürekli	지속
sürekli	연속
hatta	심지어
hatta	조차도
aile	가족
aile	가족과
aile	패밀리
metre	미터
metre	미터
metre	미터
metre	미터
basketbol	농구
kullanımı	사용법
kullanımı	사용량
kullanımı	사용
kullanımı	사용하기
kullanımı	이용하기
kullanımı	사용하기
kullanımı	사용
kullanımı	이용
kullanımı	사용하다
sovyet	소련
sovyet	sov
kıbrıs	키프로스
ticaret	상거래
ticaret	커머스
ticaret	상업
ticaret	트레이딩
ticaret	거래
ticaret	무역
ticaret	업체
ticaret	사업
ticaret	비즈니스
ticaret	무역
ticaret	트레이드
üzerinden	비아
üzerinden	via
kardeş	여동생
kardeş	언니
kardeş	누나
kardeş	오빠
kardeş	아우
kardeş	형제자매
benim	광산
belli	특정
belli	명백하다
öldü	사망
öldü	데드
hızlı	빠르다
hızlı	빨라
hızlı	빠름
hızlı	빠른
hızlı	속력
hızlı	속도
hızlı	스피드
yabancı	에이리언
yabancı	외계인
yabancı	이방인
yabancı	외국인
yabancı	외국인
yerli	국내
yerli	토착
yerli	인도인
yerli	인도
yerli	인디언
yerli	로컬
yerli	현지
yerli	네이티브
ağır	무겁게
ağır	무거워
ağır	무거운
ağır	무거움
ağır	무게
kiralık	렌탈
kiralık	임대
kiralık	렌트
kiralık	임대
kiralık	임대료
kiralık	월세
kiralık	임대
kiralık	렌트
ticari	상용
ticari	상업용
ticari	상업
aslında	사실
aslında	실제로
avustralya	오스트레일리아
avustralya	오스트레일리아의
enerji	에너지
yunan	그리스어
yunan	그리스
zaten	이미
zaten	벌써
madalya	메달
madalya	메달
mevcut	현재
mevcut	전류
mevcut	현재
mevcut	선물
mevcut	존재
mevcut	기존
yarışması	콘테스트
yarışması	대회
akdeniz	지중해
azerbaycan	아제르바이잔
güç	체력
güç	강제
güç	포스
güç	파워
güç	전력
güç	권력
ileri	전진
ileri	전달
ileri	앞으로
ileri	ahead
ileri	고급
yüzyıl	세기
hakları	권리
sol	좌파
sol	왼쪽
sayfası	페이지
çalışmalar	공부
italyan	이탈리아
italyan	이탈리아인
italyan	이탈리아어
değişiklik	변화
değişiklik	변경
değişiklik	바뀌기
değişiklik	변화
değişiklik	변경
değişiklik	바꾸기
saha	필드
saha	현장
sık	짜장면
tur	투어
tur	관광
tur	둘러보기
tur	구경
tur	여행
japon	일본어
japon	일본
japon	일본인
dili	딜리
dili	언어
yüzey	표면
yüzey	표면
yüzey	지표면
başkan	회장
başkan	대통령
başkan	회장님
başkan	회장
ek	덧셈
konusu	주제
konusu	제목
metal	메탈
metal	금속
metal	금속
metal	금속
maddeler	물질
yaygın	광범위한
kulübü	클럽
tanımlar	정의
fark	공지
fark	깨달음
fark	차이
fark	차이점
şampiyon	챔프
şampiyon	챔피언
şampiyon	챔피언십
şampiyon	챔피언
şampiyon	챔피언스
şampiyon	챔피언
yunanistan	그리스
ölüm	죽음
ölüm	사망
ölüm	데스
radyo	라디오방송
radyo	라디오
hasan	hassan
bölgede	지방
bölgede	지역
kanada	캐나다
gitar	guitar
gitar	기타
yayınlanan	게시
yayınlanan	출판
yayınlanan	출판됨
arap	아랍인
arap	아랍
arap	아라비아어
arap	아라비아
arap	아랍어
arap	아라비아어
arap	아라비아
posta	우표
posta	편지
posta	메일
posta	우편
posta	우편
yalnızca	단발
yalnızca	오직
yapı	구조물
yapı	구조
eyalet	상태
eyalet	국가
not	노트
not	참고
not	노트
güncelleme	갱신
güncelleme	업데이트
güncelleme	업데이트
hüseyin	후세인
hüseyin	후세인
sanatçı	음악가
sanatçı	예술가
sanatçı	아티스트
sanatçı	아티스트가
sanatçı	음악가
sanatçı	예술가
sanatçı	아티스트
sanatçı	아티스트가
tartışma	토론
tartışma	논의
tartışma	토론
tartışma	논의
tartışma	분쟁
tartışma	논증
tartışma	인수
tartışma	논쟁
tartışma	토론
tartışma	논쟁
kapak	뚜껑
kapak	커버
kapak	덮개
kapak	표지
kapak	해치
paul	파울로스
paul	파울로
paul	바울
paul	파울
baş	헤드
baş	머리
barış	피스
barış	peace
barış	평화
düşünüyorum	생각
yaşam	생명
yaşam	생활
yaşam	라이프
yaşam	인생
black	검은색
black	검정
black	검정색
black	블랙
ibrahim	이브라힘
ibrahim	아브라함
ibrahim	아브라함
ibrahim	에이브러햄
kanal	운하
kanal	채널
kanal	채널
para	머니
para	돈이
para	동전
para	코인
para	반죽을
para	반죽이
para	반죽
para	동전
kötü	bad
kötü	나쁜
kötü	나쁘다
kötü	사악한
kötü	위키드
geçmişi	배경색
geçmişi	배경
kızı	딸이
genelde	보통
festivali	축제
festivali	페스티벌
yahudi	유대인
yahudi	유대교
yahudi	유대인
yahudi	유대인
çalışmaları	공부
normal	정규
normal	보통
