jego	jo
anglii	england
akademii	akademija
hasła	slaptažodis
hasła	slaptažodžio
hasła	slaptažodį
wersji	versijos
wersji	versijų
zachód	vakarų
zachód	vakarai
wyniki	balai
żołnierzy	kareiviai
żołnierzy	kariai
żołnierzy	kariai
walki	kovų
walki	kovoti
jednostki	vienetai
choć	nors
obszar	zona
sędzia	teisėjas
sędzia	arbitražo
sędzia	teisėjas
działania	veiksmas
filmu	filmas
filmu	filmai
prawdopodobnie	tikriausiai
prawdopodobnie	greičiausiai
prawdopodobnie	galimai
wschód	rytų
wschód	rytų
wschodniej	rytų
pułk	pulkas
pułk	pulką
powstania	sukilimas
powstania	sukilimus
prace	darbas
prace	kūriniams
prace	veikia
prace	kūriniai
prace	darbai
prędkość	greitis
prędkość	greičio
kolei	geležinkelis
kolei	geležinkelių
kolei	geležinkeliai
kolei	geležinkeliai
złoty	auksinis
złoty	auksinis
złoty	aukso
złoty	gold
złoty	auksas
gol	gol
klasy	klasės
klasy	klasė
nagroda	atlygis
nagroda	atlygį
nagroda	prizo
nagroda	prizas
nagroda	prizą
nagroda	premija
stał	stovėjo
sił	pajėgos
szkoła	mokykla
szkoła	mokyklos
pułku	pulkas
pułku	pulką
znany	žymi
text	tekstas
raport	ataskaita
lidze	lygos
lidze	lyga
tutaj	čia
tutaj	cia
wody	vandenyse
wody	vandenis
wody	vandenys
drużyny	komanda
drużyny	komandos
drużyny	komandas
matki	motinoms
matki	motinos
matki	motina
podział	sunaikinimo
podział	paskirstymas
podział	kvadratas
siebie	save
siebie	save
siły	force
siły	pajėgos
mistrzostwo	čempionatas
mistrzostwo	čempionato
książę	kunigaikštis
mistrz	kapitonas
mistrz	čempionas
pochodzenia	kilmė
pochodzenia	kilme
ego	ego
wielki	didelės
wielki	dideli
wielki	didysis
wielki	didelis
ulicy	gatvė
ulicy	gatvės
km²	km²
ciała	kūno
ciała	kūnas
ciała	įstaigų
ciała	organai
ciała	kūnai
stacji	stotis
stacji	stoties
stacji	stotys
nic	nieko
nic	nic
rzeki	upės
rzeki	upė
rzeki	upės
rzeki	upių
rzeki	upes
gen	genų
gen	genas
gen	gen
dobrze	gerai
dobrze	geras
dobrze	puikiai
dobrze	gera
hrabstwo	apskritis
david	david
david	deividas
david	dovydas
wydany	išleistas
prawie	beveik
adam	adamas
aktorka	aktorė
dom	domas
dom	namas
razy	kartus
zdjęcia	photography
zdjęcia	fotografijos
zdjęcia	fotografija
zdjęcia	nuotraukos
zdjęcia	foto
zdjęcia	nuotrauka
dyskusji	diskusijos
dyskusji	diskusijas
dyskusji	diskusijos
dyskusji	aptarimas
dyskusji	diskusija
najlepszy	geriausi
najlepszy	geriausia
najlepszy	aukščiausia
najlepszy	geriausios
najlepszy	geriausias
dziś	šiandienos
dziś	šiandien
tom	tomas
tom	tom
podziału	dalintis
podziału	kaupimo
podziału	dalijimasis
obrony	gynyba
obrony	gynybos
obrony	gynyba
obrony	gynybos
grand	grand
języku	kalbos
języku	kalba
kolor	spalva
kolor	spalvos
kolor	spalvų
kolor	spalva
utwór	daina
utwór	dainos
czasem	kartais
linia	linija
premiera	premjera
premiera	premjerą
działacz	aktyvistas
rzecz	daiktas
rzecz	dalykas
ochrony	apsauga
ochrony	apsaugos
łodzi	valties
łodzi	valtis
łodzi	lodzės
rodzina	šeima
rodzina	šeimos
rodzina	šeimyna
ojciec	tėvas
diecezji	diecezija
tadeusz	tado
góry	kalnai
góry	kalnuose
góry	gurai
góry	kalnų
góry	kalnas
towarzystwa	draugiškumo
paweł	paulius
paweł	pawel
występy	pasirodymai
droga	brangi
droga	brangioji
droga	brangus
droga	kelias
droga	kelių
droga	kelio
odległości	atstumai
los	išlikimas
anna	anne
anna	ana
anna	anna
słowo	žodžiai
urząd	tarnyba
urząd	biuro
urząd	biuras
michał	mykolas
tablice	skydai
tablice	lentos
pomocy	pagalbos
pomocy	pagalba
józefa	joseph
wzrost	augimas
wzrost	augimo
krzysztof	christopher
krzysztof	kristupas
university	universitetas
projekt	projekto
projekt	projektas
projekt	projektavimas
projekt	dizaino
projekt	dizainas
dywizji	kvadratas
stanów	narės
nauki	mokslas
nauki	mokslo
wkrótce	greit
wkrótce	greitai
wyborach	rinkimai
wielka	didelės
wielka	dideli
wielka	didysis
wielka	didelis
wielka	velka
wielka	grand
ktoś	kažkas
ktoś	kažkas
marek	marek
marek	markusas
marek	ženklai
drogi	brangi
drogi	brangioji
drogi	brangus
drogi	keliai
drogi	kelias
drogi	kelių
drogi	kelio
mam	gavo
badania	testai
badania	bandymai
badania	bandymai
badania	tyrimai
niemcy	vokietija
piosenki	daina
piosenki	dainos
piosenki	dainas
piosenki	dainos
piosenki	dainų
człowieka	žmonijos
człowieka	žmogaus
człowieka	žmogus
brytyjski	britanijos
brytyjski	britai
brytyjski	britų
produkcja	gamyba
produkcja	gamyba
produkcja	gamybos
produkcja	gamyba
poznań	poznanėje
uss	uss
zawsze	visada
wojna	karas
wojna	karo
wojna	karui
kazimierz	kazimieras
min	min
województwo	provincija
województwo	vaivadija
angielski	anglų
nadal	dar
james	james
james	džeimsas
juniorów	juniors
koło	ratas
koło	rato
północ	vidurnakčio
oddział	būrys
oddział	filialas
oddział	šaka
władysław	vladislav
władysław	vladislovas
administracyjna	administracinis
administracyjna	administracinės
układ	išdėstymo
układ	išdėstymas
układ	susitarimas
układ	susitarimo
układ	išdėstymas
klubie	klubas
linie	eilutės
linie	linijos
katolicki	katalikų
liga	lygos
liga	lyga
premier	premjerą
wrocław	wrocław
role	vaidmenys
role	vaidmenis
kariery	karjera
kariery	karjeros
kariery	karjerai
kariery	karjera
kariery	karjeros
firmy	bendrovė
firmy	įmonė
firmy	bendrovės
firmy	kompanija
firmy	bendrovės
firmy	įmonėse
firmy	bendrovių
tomasz	tomasz
znacznie	gerokai
tysięcy	tūkst
tysięcy	tūkstančiai
granicy	pasienio
wyspy	sala
wyspy	islandija
wyspy	islandijos
wyspy	salos
działa	kūriniams
działa	veikia
działa	kūriniai
działa	darbai
książki	knygos
książki	knygą
książki	knyga
gatunki	rūšis
gatunki	rūšių
gatunki	rūšys
amerykańska	amerikos
black	juodai
black	juodas
black	juodi
black	juoda
mecz	žaidimas
wszystko	viskuo
wszystko	visko
wszystko	viską
wszystko	viskas
teraz	dabar
uwagi	pastabos
uwagi	paaiškinimai
uwagi	stebėjimai
uwagi	pastebėjimai
uwagi	pastabos
uwagi	pastabas
uwagi	komentarai
uwagi	pastabas
uwagi	pastabos
uwagi	komentaruose
generał	bendri
generał	bendra
generał	bendrieji
udało	pavyko
udało	valdoma
udało	valdomi
słowa	žodžiai
wariant	variantai
wariant	variantas
bezpieczeństwa	saugos
bezpieczeństwa	sauga
profesor	profesorius
mecze	atitinka
mecze	žaidimų
mecze	žaidimai
południe	vidurdienį
łącznie	kombinuotosios
duże	didelių
duże	dideli
duże	didelis
duże	didelės
duże	dideli
duże	didysis
duże	didelis
duże	dužė
gimnazjum	gimnazija
xvii	xvii
artykuły	elementų
pasażerów	keleivis
pasażerów	keleivinis
siedziba	sėdynės
siedziba	sėdynė
szybko	greitas
szybko	greita
szybko	greitai
szybko	greitas
szybko	greita
szybko	greiti
szybko	greitai
szybko	greit
szybko	greitai
zawodnik	žaidėjas
zawodnik	kovotojas
galeria	galerija
galeria	galerijoje
pocztowy	pašto
wygrał	laimėjo
love	myliu
love	meile
love	meilės
love	meilė
medalista	medalininkai
ruch	eismas
ruch	judėjimas
tekst	tekstas
studiował	tiriamas
karol	karlas
karol	karl
musi	turi
obraz	dažymas
dowódcy	vadai
instytutu	institutas
temperatura	temperatūrą
temperatura	temperatūra
obejmuje	apima
wojciech	wojciech
batalion	bataliono
drodze	maršrutas
drodze	kelias
drodze	kelių
drodze	kelio
cmentarz	kapinės
cmentarz	graveyard
dzielnicy	rajonas
góra	kalnų
góra	kalnas
góra	gura
aleksander	aleksandras
aleksander	aleksandro
aleksander	alexander
broni	ginklas
broni	ginklai
stopnie	žingsniai
stopnie	reitingus
rozwój	augimas
rozwój	augimo
sieci	tinklai
sieci	tinklai
sieci	tinklų
miejskie	urban
miejskie	miesto
ludność	populiacijos
ludność	populiacijoms
ludność	populiacijų
powieści	romanas
powieści	romanus
instytut	institutas
znaczenie	svarbą
znaczenie	aktualumas
znaczenie	reikalingumas
jezioro	ežeras
śmierć	mirtis
śmierć	mirties
kobiety	moteris
kobiety	moteris
kobiety	patelės
kobiety	moterys
kobiety	moterų
kobiety	patelė
kobiety	moterys
stefan	stephen
królestwa	karalysčių
uczestniczył	dalyvavo
japonii	japonija
japonii	japonijos
zamek	pilis
zamek	pilies
roślin	gamykla
roślin	augaliniai
roślin	augalas
roślin	augalų
przyrody	laukinių
wartości	vertė
franciszek	pranciškus
franciszek	frenki
cmentarzu	kapinės
cmentarzu	graveyard
reżyser	direktorius
producent	gamintojas
producent	gamintojas
stopień	perspektyvas
żona	žmona
nowo	naujai
funkcji	funkcija
vii	vii
festiwalu	festivalis
festiwalu	festivalio
kompozytor	kompozitorius
utwory	dainas
utwory	dainos
utwory	dainų
bydgoszczy	bydgoszcz
nagrodę	atlygis
nagrodę	atlygį
nagrodę	prizo
nagrodę	prizas
nagrodę	prizą
nagrodę	premija
rynku	rinka
aleksandra	aleksandra
aleksandra	aleksandras
aleksandra	aleksandro
aleksandra	alexander
współpracy	bendradarbiavimas
współpracy	bendradarbiavimo
seria	serija
seria	serijos
wiek	amžiaus
wiek	amžius
teatr	teatras
teatr	teatro
teatr	teatre
teatr	teatras
teatr	teatro
teatr	teatre
kto	kas
kto	kurie
charakter	pobūdžio
charakter	gamta
charakter	prigimtis
die	mirti
przestrzeni	kosmosas
walk	kovų
szkół	mokykla
jakie	kas
jakie	ko
jakie	kokie
pomnik	atminimo
pomnik	statula
pomnik	paminklas
wojskowy	karinė
wojskowy	karinis
wojskowy	karinės
głosów	balsai
głosów	balsų
głosów	balsų
minute	minutė
minute	minutę
turniej	turnyras
turniej	turnyro
słownik	žodynėlis
słownik	žodynas
słownik	žodyno
słownik	žodynas
słownik	žodynas
antoni	antanas
antoni	antoni
antoni	antoine
matka	mama
matka	motina
jeziora	ežerai
jeziora	ežerų
jeziora	ežeras
richard	ričardas
wpływ	poveikio
wpływ	įtaka
janusz	jonušas
odcinków	epizodai
finale	finale
finale	finalo
herb	žolių
herb	herbas
usunąć	ištrinti
pałac	pilies
styl	stilius
xiv	xiv
stanowiska	pozicijas
stanowiska	postų
stanowiska	pareigybės
stanowiska	įrašai
stanowiska	stotys
zbigniew	zbigniew
możliwości	galimybės
hala	hala
hala	salėje
hala	salė
poeta	poetas
papież	popiežius
status	būsena
status	statusą
status	būklė
status	būsenos
konstrukcji	konstrukcijos
konstrukcji	struktūras
północy	vidurnakčio
odcinek	atkarpa
zamku	pilis
zamku	pilies
napisał	parašiau
napisał	parašė
napisał	rašė
brat	broli
brat	brolis
azji	azijos
szef	bose
szef	bosas
perkusja	mušamieji
jednakże	tačiau
rzeka	upės
rzeka	upė
połowy	žuvininkystė
połowy	žvejyba
połowy	žvejybos
rock	akmuo
rock	rokas
rock	rock
niemal	beveik
australii	australija
dużo	daug
małe	malė
sukcesy	sėkmė
sukcesy	sėkmės
daniel	daniel
viii	viii
brygady	brigadų
brygady	brigada
służył	tarnavo
służył	vykdė
miesięcy	mėnesiai
jacek	jackie
model	modelis
spotkania	susirinkimai
spotkania	susitikimai
spotkania	posėdžiai
spotkania	encounters
powstanie	sukilimas
powstanie	atsiradimą
mianowany	paskirtas
tour	kelionių
tour	ekskursija
tour	kelione
zakład	lažybų
chociaż	nors
studiów	tyrimai
ukrainy	ukrainoje
ukrainy	ukraina
historyk	istorikas
firma	firma
firma	bendrovė
firma	įmonė
firma	bendrovės
firma	kompanija
armia	armijos
armia	kariuomenė
armia	armija
zabytków	taikikliai
stolicy	kapitalas
stolicy	kapitalo
live	gyva
live	live
live	gyvi
live	gyventi
live	gyvos
szczyt	didžiausia
młodzieży	jaunimo
młodzieży	jaunimas
młodzieży	paaugliai
wydział	departamentas
wydział	kvadratas
wydział	fakulteto
jednostek	vienetai
pamięci	primena
pamięci	prisiminimai
pamięci	pasirodo
oddziały	filialai
oddziały	šakos
oddziały	kariai
uniwersytet	universitetas
jorku	york
united	jungtinės
united	jungtinė
sukces	sėkmė
sukces	sėkmės
oni	jie
powinien	turėtų
pochowany	palaidotas
fakt	faktas
świątyni	šventyklą
tereny	vietovės
narodów	tautos
rekord	rekordas
proszę	prašom
proszę	prašau
organizacja	įstaiga
organizacja	organizacija
medale	medaliai
wielkie	vielkiai
powieść	romanas
powinno	turėtų
otrzymała	gautas
koncert	concerto
koncert	koncerto
koncert	koncertas
praca	darbas
praca	darbas
chwili	akimirką
chwili	momentas
chwili	akimirka
xiii	xiii
marcin	martynas
marcin	malcolm
grzegorz	gregory
grzegorz	grzegorz
radio	radijas
radio	radijo
administracji	administravimas
club	klubas
stowarzyszenia	asociacijos
stowarzyszenia	asociacijoms
stowarzyszenia	asociacijos
stowarzyszenia	asociacija
morza	jūra
morza	jūros
poprzedni	ankstesnė
poprzedni	ankstesnis
poprzedni	ankstesnių
doliny	slėnis
doliny	slėniai
samolot	lėktuvą
samolot	lėktuvas
samolot	lėktuvas
samolot	plokštumos
samolot	orlaivis
samolot	orlaiviai
samolot	lėktuvas
samolot	lėktuve
samolot	lėktuvas
wydana	išleistas
lekkoatleta	sportininkas
znana	žymi
reformy	reformos
lepiej	geresnė
lepiej	geresnis
lepiej	gerėja
lepiej	geriau
orbity	orbitą
klasyfikacja	klasifikavimas
klasyfikacja	klasifikacija
klasyfikacja	rūšiavimas
afryki	afrikos
afryki	afrika
płyta	plokštė
płyta	plokštės
płyta	rekordas
płyta	diskai
płyta	diskas
płyta	disko
zagranicznych	užsienio
zbudowany	statybų
szlak	maršrutas
kolejowe	geležinkelis
śpiew	dainuoja
tradycji	tradicijos
tradycji	tradicijomis
tradycji	tradicija
tradycji	tradicijų
tradycji	tradicijos
tradycji	tradicijų
tradycji	tradicijas
żydów	žydai
lekarz	gydytojo
lekarz	gydytojas
lekarz	gydytojo
lekarz	gydytojas
rośliny	gamykla
rośliny	augaliniai
rośliny	augalas
rośliny	augalų
towarzystwo	visuomenė
towarzystwo	bendrovė
towarzystwo	įmonė
towarzystwo	bendrovės
towarzystwo	kompanija
roman	romos
pas	diržo
pas	diržas
córka	dukra
córka	dukrą
córka	duktė
angeles	miesta
częściowo	dalies
częściowo	dalis
niestety	liūdna
niestety	deja
niestety	deja
adres	adresas
odznaczony	papuošti
hrabia	skaičiuoti
zawodów	profesijų
zawodów	profesijos
zawodów	profesijų
cyklu	ciklas
league	lygos
league	lyga
bitwy	mūšių
kolonia	kolonija
kolonia	kolonija
głosy	balsai
głosy	balsų
głosy	balsų
biblioteka	bibliotekų
biblioteka	bibliotekos
biblioteka	biblioteka
serca	širdies
serca	širdys
serca	širdy
serca	širdies
serca	širdis
łódź	valties
łódź	valtis
łódź	lodzės
imperium	imperija
formy	pelėsiai
dyrektor	direktorius
polaków	lenkai
okręg	apskritis
okręg	rajonas
korpusu	korpusas
maciej	motiejus
rada	rada
encyklopedia	enciklopedija
nocy	naktys
lwowie	lvovo
spis	aplankas
spis	aprašas
spis	aprašo
zwierząt	gyvūnai
zwierząt	gyvuliai
zwierząt	gyvūnų
zwierząt	gyvūnai
zwierząt	gyvuliai
zwierząt	gyvūnas
zwierząt	gyvūno
zwierząt	gyvūnų
man	vyru
man	vyras
man	žmogus
teorii	teorijos
teorii	teorija
spotkań	susirinkimai
spotkań	susitikimai
spotkań	posėdžiai
spotkań	encounters
ulica	gatvė
ulica	gatvės
urodzenia	gimimas
muzyczny	muzikos
panny	mergelės
założony	įkurta
książek	knygos
colspan	colspan
ryszard	ryszard
ryszard	ričardas
godzina	valanda
most	tilto
most	tiltas
teatru	teatras
teatru	teatro
teatru	teatre
zdrowia	sveikata
możliwe	įmanoma
elementy	elementų
elementy	elementai
dziennikarz	žurnalistai
dziennikarz	žurnalistas
człowiek	žmonijos
człowiek	žmogaus
człowiek	žmogus
człowiek	vyru
człowiek	vyras
człowiek	žmogus
ilości	kiekis
teren	vietovės
ngc	ngc
budowa	statyba
zdjęcie	nuotraukos
zdjęcie	foto
zdjęcie	nuotrauka
zdjęcie	nuotrauka
istnienia	buvimas
pomoc	pagalbos
pomoc	pagalba
węgier	vengrijos
wybory	rinkimai
wybory	rinkimų
wybory	rinkimai
metra	metro
diagram	diagramos
diagram	diagrama
awans	skatinimas
awans	propagavimas
awans	skatinimo
uczestnik	dalyvio
uczestnik	dalyvis
las	miškas
las	miško
las	miškas
american	amerikos
wartość	vertė
rowspan	rowspan
mały	malai
gwiazd	žvaigždžių
cesarz	imperatorius
strefa	zona
rzeczy	daiktai
rzeczy	dalykai
katolickiego	katalikų
zespołów	komandos
zespołów	komandas
cesarza	imperatorius
holandii	holland
holandii	olandija
ludwik	louis
ludwik	ludwig
świętych	šventieji
#aaa	#aaa
stadium	stadionas
andrzeja	endriu
don	don
mała	mala
administracyjny	administracinis
administracyjny	administracinės
zbiór	derliaus
zbiór	derliaus
zbiór	derlius
pole	dėžė
pole	langelyje
pole	dėžutė
pole	laukas
piosenka	daina
piosenka	dainos
sekretarz	kancleris
sekretarz	sekretorius
nikt	niekas
york	york
stowarzyszenie	asociacijos
stowarzyszenie	asociacija
papieża	popiežius
gdańsk	gdansko
gdańsk	gdansko
gdańsk	dancigo
ilość	kiekis
lee	li
lee	lee
lee	ly
synagoga	sinagoga
dzielnica	kaimynystės
dzielnica	rajonas
działał	dirbau
działał	dirbo
działał	prekiavo
działał	veikė
istnieją	egzistuoti
louis	louis
goście	lankytojai
goście	lankytojų
goście	svečiai
goście	svečias
joseph	joseph
batalionu	bataliono
największe	didžiausias
championship	čempionatas
championship	čempionato
west	vakarų
west	vakarai
funkcje	funkcija
funkcje	funkcionalumas
funkcje	ypatumai
funkcje	savybės
blisko	uždaryti
blisko	glaudžiai
blisko	užverti
blisko	arti
blisko	netoli
spędził	praleido
spędził	praleistas
spędził	išleista
kampanii	kampanija
kampanii	kampanijos
ciało	kūno
ciało	kūnas
pałacu	pilies
zależności	priklausomybė
zależności	priklausomybės
zależności	priklausomybių
zależności	priklausomybės
berlin	berlynas
pola	laukai
pola	laukas
air	oro
air	oras
pory	poras
telewizji	televizijos
telewizji	televizija
funkcja	funkcija
gwiazdy	žvaigždės
gwiazdy	žvaigždė
gwiazdy	star
gwiazdy	įžymybių
gwiazdy	žvaigždžių
niepodległości	nepriklausomybės
niepodległości	nepriklausomybė
niepodległości	nepriklausomumas
niepodległości	savarankiškumas
duży	didelių
duży	dideli
duży	didelis
duży	didelės
duży	dideli
duży	didysis
duży	didelis
duży	dužai
wilhelm	vilhelmo
nagród	apdovanojimai
nagród	prizų
złota	auksinis
złota	auksinis
złota	aukso
złota	gold
złota	auksas
moc	galios
moc	galia
obozu	stovyklos
obozu	stovykla
paliwa	kuras
paliwa	kuro
paliwa	kuras
mistrzów	čempionai
samolotu	lėktuve
samolotu	lėktuvas
monachium	miuncheno
stary	kis
stary	seni
stary	bičas
stary	senas
stary	stari
festiwal	festivalis
festiwal	festivalio
święty	šventa
święty	švento
ono	ono
hab	hab
odszedł	dingo
dwór	dvuras
dwór	dvaras
studio	studijoje
studio	studija
studio	studio
studio	studijos
energii	energija
energii	energetika
mówi	sako
stany	narės
dział	departamentas
asystent	ass
asystent	asistentas
asystent	padėjėjas
asystent	vedlys
asystent	burtininkas
gdańsku	gdansko
gdańsku	gdansko
asteroid	asteroidas
osiągnięcia	pasiekimai
osiągnięcia	pasiekimų
osiągnięcia	pasiekimus
osiągnięcia	laimėjimai
warto	verta
seminarium	seminarija
seminarium	seminaras
obiektów	objektų
rejon	rajonas
mężczyźni	patinai
mężczyźni	vyrai
książka	knygą
książka	knyga
adama	adama
klasztoru	vienuolyno
klasztoru	vienuolynas
brzegu	kranto
brzegu	krantas
dynastii	dinastija
samolotów	lėktuvai
diecezja	diecezija
township	township
osi	ašys
osi	ašis
osi	ašies
osi	ašis
osi	ašies
wydarzenia	renginiai
wydarzenia	įvykiai
wydarzenia	įvykių
struktura	tekstūra
chce	nori
chce	norit
choroby	ligos
choroby	liga
choroby	ligos
choroby	ligų
lotnictwa	aviacijos
lotnictwa	aviacija
mandat	bilietas
mandat	bilietų
mandat	bilieto
mandat	įgaliojimai
mandat	mandatas
milionów	milijonus
milionów	milijonų
milionów	milijonai
kim	kim
pozwala	leido
problemy	bėda
problemy	bėdos
problemy	problemų
muzyk	muzikantas
samochód	automobilių
wewnątrz	viduje
największy	didžiausias
nauczyciel	mokytoja
techniczne	techninių
powinny	turėtų
pracowników	darbininkai
pracowników	darbuotojai
pracowników	darbininkų
marynarki	laivyno
marynarki	liemenės
marynarki	striukės
marynarki	švarkai
marynarki	striukes
hiszpański	ispanų
hiszpański	ispaniškai
hiszpański	ispanijos
córki	dukros
barwy	spalvos
barwy	dažai
barwy	dažikliai
barwy	spalvų
najlepsza	geriausi
najlepsza	geriausia
najlepsza	aukščiausia
najlepsza	geriausios
najlepsza	geriausias
próby	testai
próby	bandymai
konkurs	eurovizijos
federacji	federacija
federacji	federacijos
kawalerii	kavalerija
policji	policija
policji	policijos
przeniesiony	vežami
przeniesiony	gabenama
life	gyvenimo
life	gyvybės
life	gyvybė
life	gyvenimas
założona	įkurta
filozofii	filosofijos
filozofii	filosofija
inżynier	inžinierius
tradycyjna	tradicinės
tradycyjna	tradiciniai
tradycyjna	tradicinė
powrocie	grįžimas
atak	ataka
atak	puolimą
atak	užpuolimas
juan	juan
gospodarki	ekonomika
założenia	prielaidos
jakub	džeikobas
jakub	james
jakub	džeimsas
jakub	jakub
euro	euras
euro	euro
star	žvaigždės
star	žvaigždė
star	star
najlepiej	pageidautina
najlepiej	geriausi
najlepiej	geriausia
najlepiej	aukščiausia
najlepiej	geriausios
najlepiej	geriausias
stały	nuolatinio
największym	didžiausias
franciszka	pranciškus
inicjatywy	iniciatyvas
inicjatywy	iniciatyvos
biała	biala
kwiaty	gėlės
kwiaty	gėlių
kwiaty	gėlė
king	karalius
odpowiednio	atitinkamai
stara	senas
stara	stara
wyposażenie	įrangos
wyposażenie	įranga
najlepsze	geriausi
najlepsze	geriausia
najlepsze	aukščiausia
najlepsze	geriausios
najlepsze	geriausias
księstwa	kunigaikštystės
straty	nuostoliai
akcja	veiksmas
stałe	kietu
stałe	tvirtas
stałe	konstantos
głosowania	balsai
głosowania	balsų
obiekty	objektų
czasami	kartais
osiedla	gyvenviečių
kapitan	kapitonas
powinna	turėtų
college	koledžas
college	kolegijos
college	kolegija
college	koledžo
archiwum	archyvas
archiwum	archyvai
edukacji	švietimas
