din	od
minoritate	manjina
minoritate	manjinska
minoritate	manjinu
ucraineana	ukrajinski
cadrul	framework
cadrul	okvir
general	general
razboi	rat
razboi	ratu
razboi	rat
razboi	ratu
peste	preko
peste	ribe
romana	rumunski
romana	rimski
romana	rimsko
romana	roman
romana	romana
afla	uče
afla	nauči
afla	uči
afla	learn
inceput	počelo
inceput	počeo
inceput	započeo
inceput	počela
inceput	započela
inceput	počevši
inceput	početak
iii	iii
duce	vojvoda
duce	duce
roman	rumunski
roman	rimski
roman	rimsko
roman	roman
roman	roman
provincia	pokrajina
existand	postojeće
existand	postojećim
existand	postojećih
existand	postojeći
vedere	pogled
wikipedia	wikipedia
specie	vrsta
punct	tačka
punct	tačka
stat	država
unite	ujedinjene
unite	united
unite	ujedinjena
unite	ujedinjeni
moldova	moldavija
atunci	potom
atunci	onda
atunci	tada
atunci	zatim
aceste	ove
secolul	vijek
una	jedan
una	jedna
aceasta	ove
life	život
resedinta	boravka
resedinta	boravka
resedinta	boravka
orasul	grad
orasul	grad
orasul	grad
tot	all
tot	svi
tot	sve
tot	ipak
chiar	čak
facut	made
facut	napravio
facut	napravljena
facut	napravljen
facut	napravila
cunoscute	poznat
cunoscute	poznato
cunoscute	poznata
cunoscute	poznate
film	film
film	film
vorbitori	govornika
vorbitori	govornici
date	datira
date	datuma
date	datumi
date	podatak
trebuie	moraju
trebuie	mora
cunoscuta	poznat
cunoscuta	poznato
cunoscuta	poznata
cunoscuta	poznate
decat	nego
decat	nego
aici	tu
aici	ovde
aici	ovdje
mari	velikih
mari	veliki
mari	mari
mari	morima
zile	dana
fata	ispred
fata	front
fata	licem
fata	suočavaju
fata	suočiti
fata	lice
fata	face
fata	licem
fata	suočavaju
fata	suočiti
fata	lice
fata	face
fata	djevojka
fata	devojka
fata	girl
fata	licem
fata	suočavaju
fata	suočiti
fata	lice
fata	face
fata	djevojka
fata	devojka
fata	girl
fata	licem
fata	suočavaju
fata	suočiti
fata	lice
fata	face
fata	licem
fata	suočavaju
fata	suočiti
fata	lice
fata	face
club	kluba
componente	komponente
ulterior	naknadno
est	istok
est	est
nou	novi
ales	odabrane
ales	izabrao
ales	izabranim
numai	samo
ioan	john
ioan	ioan
ion	ion
rusa	ruski
rusa	ruski
isbn	isbn
populatia	populacija
populatia	populacija
doi	dva
acelasi	ista
acelasi	isti
acelasi	isto
membru	član
membru	članica
numit	nazvana
numit	nazvane
numit	nazvan
numit	proglašen
numit	nazvana
numit	zvao
numit	nazvan
numit	pozvala
descrisa	opisala
descrisa	opisane
descrisa	opisan
descrisa	opisao
oficial	zvanična
oficial	zvaničnik
oficial	zvanične
oficial	zvanični
oficial	službeni
oficial	zvanicno
oficial	službeno
oficial	zvanično
nici	ni
nici	niti
nici	niti
impotriva	protiv
impotriva	protiv
impotriva	protiv
desi	iako
desi	iako
desi	desi
desi	iako
desi	iako
desi	iako
desi	iako
saint	sveti
saint	saint
impreuna	zajedno
impreuna	zajedno
impreuna	zajedno
specia	vrsta
vest	zapadu
vest	zapad
vest	zapadu
vest	zapadna
vest	zapadnim
vest	zapadne
vest	zapadni
italia	italia
italia	italija
putin	malu
putin	malo
putin	mali
putin	mala
putin	putin
inca	ipak
inca	ipak
descoperit	otkriveni
descoperit	otkrivene
descoperit	otkrivena
descoperit	otkriven
descoperit	otkrio
descoperit	otkrili
inainte	napred
inainte	naprijed
inainte	pre
inainte	prije
inainte	napred
inainte	naprijed
inainte	pre
inainte	prije
lemn	drva
lemn	drvo
noi	novi
nicolae	nicholas
nationala	nacionalni
nationala	nacionalna
nationala	nacionalni
nationala	nacionalna
subspecii	podvrsta
statele	države
statele	država
drept	pravo
mod	modu
mod	mode
mod	mod
american	američki
american	amerikanac
fiecare	svaki
fiecare	svaki
fiecare	svaka
prezent	prisutan
casa	kuća
casa	kuća
casa	dom
casa	home
acestea	ove
printre	među
categorie	kategoriju
categorie	kategorija
text	tekst
text	text
bine	dobro
bine	dobar
bine	dobre
bine	ok
http	http
site	sajtu
site	sajt
articole	članaka
articole	članci
articole	predmeta
articole	predmete
articole	stavke
articole	predmeti
alexandru	alexandru
alexandru	aleksandar
alexandru	alexander
unele	neki
milioane	milion
milioane	milioni
milioane	milione
apa	voda
apa	voda
ori	ori
tara	zemlja
tara	zemlja
tara	zemlja
tara	tara
tara	zemlja
tara	zemlja
sate	sela
sate	selima
tarziu	kasni
tarziu	kasno
tarziu	kasni
tarziu	kasno
istoria	historija
maria	marija
maria	maria
cunoscut	poznat
cunoscut	poznato
cunoscut	poznata
cunoscut	poznate
patru	četiri
republica	republika
republica	republika
raul	rijeka
raul	raul
raul	zlo
formata	formirane
formata	formirana
paris	pariz
gheorghe	gheorghe
gheorghe	george
tip	tip
tip	tip
tip	type
premiul	nagrada
premiul	nagrade
putea	može
persoane	osobe
persoane	narod
constantin	konstantin
etc	etc
etc	itd
exemplu	primjer
descriere	caption
descriere	opis
george	george
articol	članak
nascut	born
nascut	rođen
nascut	rođena
nascut	rođeni
nascut	born
nascut	rođen
nascut	rođena
nascut	rođeni
numarul	broj
comitatul	županija
comitatul	okrug
harta	karta
harta	karta
john	john
jos	down
jos	oboren
jos	dole
marea	moru
marea	more
deoarece	jer
aproape	skoro
scris	pisani
scris	napisano
scris	zapisano
scris	napisao
scris	pisan
scris	pisao
raport	izveštaj
raport	izvještaj
echipa	odred
echipa	tim
echipa	ekipa
echipa	tim
echipa	ekipa
diferite	drugačija
diferite	drugačije
diferite	različita
diferite	različito
diferite	različiti
diferite	različitih
baza	baza
baza	baza
special	posebna
special	specijalno
special	specijalni
valea	dolina
comune	zajedničke
ele	oni
stadium	stadion
svg	svg
zona	zona
zona	zonu
zona	zona
zona	zonu
dat	dat
slovenia	slovenija
americii	amerika
satului	selo
imparat	imperator
imparat	imperator
viata	život
viata	život
viata	život
viata	život
viata	život
bun	dobro
bun	dobar
bun	dobre
cet	cet
format	formirane
format	formirana
format	formatu
format	formata
format	format
primit	primio
primit	dobio
primit	dobila
presedinte	predsjednik
presedinte	predsjedavajući
presedinte	predsjednik
presedinte	predsjednik
presedinte	predsjedavajući
langa	blizu
oameni	narod
istoric	historijsko
istoric	historijski
istoric	istorijski
istoric	istoričar
istoric	historičar
istoric	historijska
istoric	historijsko
istoric	historijski
istoric	historija
suprafata	površine
suprafata	površina
suprafata	površine
suprafata	površina
suprafata	površine
suprafata	površina
suprafata	površine
suprafata	površina
suprafata	površine
suprafata	površina
europa	evropa
europa	evropa
universitatea	univerzitet
team	tim
team	ekipa
copii	deca
copii	djeca
copii	djece
copii	djecu
copii	djeca
aproximativ	približnu
aproximativ	približno
aproximativ	približno
lucru	stvar
lucru	rad
cazul	slučaj
romani	rumunski
romani	rumuni
romani	rimljani
romani	romski
romani	romskog
romani	romska
folosit	korištene
folosit	koristi
folosit	korišteno
folosit	korišten
orice	bilo
orice	išta
clubnat	clubnat
ibn	ibn
mihai	mihai
mihai	michael
acum	sada
acum	now
acum	sad
recensamantul	popis
centrul	centar
centrul	centar
reprezinta	predstavlja
reprezinta	predstavljaju
reprezinta	predstavlja
reprezinta	predstavljaju
san	san
san	dojke
teritoriul	teritorije
teritoriul	teritorija
van	van
van	van
ungaria	mađarska
numar	broj
numar	broj
cauza	prouzrokovati
cauza	uzrok
cauza	prouzrokovati
cauza	uzrok
bulgaria	bugarska
engleza	engleski
engleza	engleski
serie	serija
serie	seriji
sua	usa
vechi	stare
vechi	stara
vechi	staro
vechi	stari
muntii	planine
muntii	planina
muntii	planine
muntii	planina
muntii	planine
muntii	planina
limbi	jezici
limbi	jezike
fel	vrsta
fel	vrste
fel	nekako
apelor	vodama
fotbal	nogomet
fotbal	fudbal
fotbal	nogomet
fotbal	fudbala
fotbal	fudbalu
fotbal	football
fotbal	fudbal
regele	king
regele	kralj
fiul	sin
anterior	prethodno
anterior	prethodna
anterior	prethodnim
anterior	prethodni
anterior	prethodno
anterior	prethodnom
anterior	prethodne
noua	novi
noua	devet
noua	novi
evolutia	evolucija
evolutia	evolucija
evolutia	evolucija
viteza	brzina
viteza	brzina
paul	paul
palomar	palomar
orase	gradovi
orase	gradovi
orase	gradove
orase	gradova
orase	gradovima
orase	gradovi
institutul	institut
institutul	institutu
institutul	zavod
satele	sela
satele	selima
lansat	objavljeni
lansat	pušten
lansat	pušteni
lansat	pokrenula
lansat	pokrenut
lansat	lansirana
lansat	pokrenuta
istorice	historijska
istorice	historijsko
istorice	historijski
trecut	prošlost
articolul	članak
multi	mnoge
multi	mnogi
multi	mnoge
multi	mnogi
informatii	informacija
informatii	info
informatii	informacija
informatii	info
informatii	informacija
titlu	headline
titlu	titula
goluri	ciljevi
titlul	titula
album	album
york	jork
york	york
york	yorka
von	von
pagina	page
pagina	stranica
pagina	page
pagina	stranica
imperiul	carstvo
moartea	smrt
armata	vojska
armata	armija
armata	vojska
armata	vojska
armata	armija
forma	oblik
forma	formi
forma	oblik
forma	formirati
forma	forma
forma	formi
forma	formiraju
forma	oblik
forma	formi
forma	oblik
forma	formirati
forma	forma
forma	formi
forma	formiraju
color	boja
color	boji
color	boje
color	boju
color	boja
german	njemački
stefan	stephen
stefan	stefan
stefan	stefan
stefan	stefan
stefan	stephen
stefan	stefan
rolul	uloga
mica	male
mica	mali
mica	mica
mica	mica
des	des
des	često
transilvania	transilvanije
epoca	berbe
epoca	epohe
epoca	epoha
incepand	počevši
incepand	polazna
incepand	počev
incepand	počinje
incepand	počinju
incepand	počevši
incepand	polazna
incepand	počev
incepand	počinje
incepand	počinju
principal	glavne
principal	glavna
principal	glavno
principal	glavni
mici	male
mici	mali
astazi	danas
astazi	danas
robert	robert
eliberare	puštanje
eliberare	oslobađanje
eliberare	oslobodilački
eliberare	oslobođenje
european	evropljanin
european	evropski
mic	male
mic	mali
mic	malu
mic	malo
mic	mali
mic	mala
mic	mic
minore	manja
castigat	osvojen
castigat	pobijedio
castigat	pobijedila
castigat	osvojena
castigat	pobjedio
gen	spol
gen	žanru
gen	genus
gen	gen
com	com
importante	važnom
importante	važna
importante	važno
importante	bitan
importante	važnih
importante	bitno
der	der
aur	zlato
luat	odveden
luat	uzeo
luat	donesena
murit	poginuo
murit	umro
murit	umrlo
murit	umrla
germana	njemački
germana	njemački
orbita	orbitu
orbita	orbiti
orbita	orbitu
orbita	orbiti
rotatie	rotacija
pol	pol
pol	poi
pol	pol
lume	world
lume	svjetski
lume	svijet
local	lokalno
local	lokalnom
local	lokalni
fapt	činjenica
anglia	engleska
politica	politika
politica	politika
politica	politika
politica	politika
devine	postaje
devine	devine
revista	magazin
revista	magazin
asta	ove
asta	toga
vasile	vasile
vasile	basile
profesor	profesor
profesor	nastavnik
profesor	učitelj
planetelor	planete
planetelor	planeta
cinci	pet
acolo	tu
acolo	tamo
lumea	world
lumea	svjetski
lumea	svijet
muzica	muzika
muzica	muzika
situat	lociran
situat	smještena
vol	vol
etnica	etnički
etnica	etnička
buna	dobro
buna	dobar
buna	dobre
centru	centar
centru	centar
alt	alt
istorie	historija
austria	austrija
districtul	okrug
altitudine	visini
altitudine	visina
regatul	kraljevina
regatul	kraljevstvo
contine	sadrži
contine	sadrži
contine	sadrži
activitatea	aktivnost
sultan	sultan
initial	prvobitno
initial	isprva
initial	prvobitno
initial	početni
initial	prvobitno
initial	isprva
initial	prvobitno
initial	prvobitno
initial	isprva
initial	prvobitno
arta	art
arta	umjetnost
arta	art
arta	umjetnost
numeroase	brojne
numeroase	brojni
body	tijela
body	tijelo
body	tijelu
body	telo
imagini	slike
imagini	pictures
imagini	slike
rusia	rusija
spune	kažu
domeniul	domen
scoala	škola
scoala	škola
scoala	škola
scoala	škola
scoala	škola
polonia	poljska
succes	uspjeh
provincie	pokrajina
studii	proučiti
studii	studija
studii	proučavanja
studii	studijama
studii	proučavanja
studii	studije
inclusiv	uključujući
primar	gradonačelnik
primar	primarna
primar	primarni
francez	francuza
francez	francuz
francez	francuski
privind	posmatra
privind	posmatranje
privind	posmatrao
scriitor	pisac
jean	jean
sistemul	sistem
incepe	početak
incepe	start
incepe	početka
ziua	dan
sur	sur
single	single
urmat	praćen
urmat	slijede
urmat	slijedili
razboiul	rat
razboiul	ratu
world	world
world	svjetski
world	svijet
xix	xix
international	međunarodno
international	međunarodni
international	international
international	međunarodno
international	međunarodni
international	international
international	međunarodno
international	međunarodni
international	international
franceza	francuski
franceza	francuski
pare	izgleda
william	william
william	vilim
ministru	ministar
important	važnom
important	važna
important	važno
important	bitan
important	važnih
important	bitno
familie	porodica
familie	porodično
politic	politički
politic	politička
politic	politički
chisinau	kišinjevu
chisinau	kišinjevu
chisinau	kišinjevu
tari	zemljama
tari	zemlje
tari	zemljama
tari	zemlje
functia	funkcija
functia	funkcija
jpl	jpl
lucrari	radovi
lucrari	funkcioniše
lucrari	radi
lucrari	radovi
lucrari	funkcioniše
lucrari	radi
publicat	objavljenog
publicat	objavljen
publicat	objavljene
publicat	objavljeni
publicat	objavljena
mircea	mircea
curs	kurs
probabil	vjerovatno
considerat	smatran
sistem	sistem
politice	politička
politice	politički
sudul	južni
sudul	jug
vreme	vremenska
autor	autor
mediu	okruženju
mediu	okoliš
mediu	sredina
mediu	okolina
mediu	okruženje
mediu	prosječno
mediu	prosječne
mediu	prosječnom
mediu	prosjek
mediu	medium
mediu	srednji
mediu	srednjim
mediu	srednje
mediu	srednja
prea	također
prea	takođe
prea	too
dezambiguizare	čvor
spania	španija
functie	funkcija
functie	funkcija
categoria	kategoriju
categoria	kategorija
nivel	nivo
web	web
top	top
mihail	mihail
mihail	michael
realizat	shvatio
realizat	ostvarili
realizat	ostvareni
realizat	dostignuti
realizat	ostvarena
cartea	knjiga
filme	filmovi
filme	filmova
filme	filmovi
filme	filmova
casatorit	udata
casatorit	oženjen
casatorit	oženio
casatorit	udata
casatorit	oženjen
casatorit	oženio
png	png
muzeul	muzej
city	grad
afluent	pritoka
construit	sagrađena
construit	izgrađena
construit	izgrađeno
construit	izgradio
odata	jednom
lupta	bitka
lupta	borba
lupta	bori
lupta	borba
unit	ujedinjene
unit	united
unit	ujedinjena
unit	ujedinjeni
luni	meseci
luni	mjesecima
luni	ponedjeljak
jucat	igrala
jucat	odigrana
jucat	igrao
jucat	svirao
jucat	odigrano
jucat	odigrali
zone	područja
zone	oblasti
radio	radio
romano	romano
istorica	historijsko
istorica	historijski
istorica	istorijski
istorica	historijska
istorica	historijsko
istorica	historijski
deja	već
monument	spomenik
europene	evropljanin
europene	evropski
dreapta	pravo
dreapta	desno
moment	trenutak
moment	momenat
moment	moment
componenta	komponenta
componenta	komponenta
cantonul	kanton
varsta	uzrast
varsta	godište
varsta	doba
varsta	age
varsta	starost
varsta	uzrast
varsta	godište
varsta	doba
varsta	age
varsta	starost
varsta	uzrast
varsta	godište
varsta	doba
varsta	age
varsta	starost
km²	km²
toti	all
toti	svi
toti	sve
toti	all
toti	svi
toti	sve
ultima	last
ultima	poslednji
ultima	poslednja
ultima	posljednja
ultima	zadnja
ultima	posljednji
origine	porijekla
origine	porijeklo
recensamant	popis
actor	glumac
literatura	književnost
literatura	književnost
anderson	anderson
veche	stare
veche	stara
veche	staro
veche	stari
les	les
participat	učestvovalo
participat	učestvovali
participat	učestvovao
participat	učestvovala
guvernul	vlast
estul	istok
total	ukupno
total	potpuno
japonia	japan
sibiu	sibiu
petru	peter
petru	petar
conte	računaju
conte	grof
conte	broji
conte	conte
alba	alba
alba	bijela
alba	bijeli
bavaria	bavarska
roma	rim
roma	roma
roma	rome
roma	romi
roma	romska
specii	vrsta
cupa	kup
cupa	kup
batalia	bitka
ceva	nešto
membri	članovi
calitate	kvalitet
calitate	kvaliteta
scrie	pisu
scrie	napiši
scrie	pišu
euro	euro
uniunii	savez
uniunii	unija
uniunii	union
scurt	kratko
scurt	kratko
mama	mama
mama	majka
mama	mama
mama	majka
creat	kreirana
creat	stvoreno
creat	stvorena
creat	stvoren
creat	stvorio
campionatul	championship
campionatul	šampionat
campionatul	prvenstvo
del	del
locuri	mesta
locuri	mjesta
locuri	mjesta
manastirea	samostan
manastirea	samostan
america	amerika
produs	proizveo
produs	proizvela
produs	proizvod
produs	produkt
ultimul	last
ultimul	poslednji
ultimul	poslednja
ultimul	posljednja
ultimul	zadnja
ultimul	posljednji
presedintele	predsjednik
presedintele	predsjednik
andrei	andrey
andrei	andrej
andrei	andrei
radu	radu
brazilia	brazil
james	james
declarat	proglašeno
declarat	proglašeni
declarat	proglasile
declarat	proglasio
surse	izvori
surse	izvora
obicei	habitus
compania	kompanija
etnic	etnički
etnic	etnička
echipe	timovi
echipe	ekipe
sezonul	sezona
central	central
central	centralni
central	centralna
dan	dan
dan	den
unii	neki
liga	liga
liga	liga
liga	liga
rol	uloga
loire	loara
india	indija
construita	sagrađena
construita	izgrađena
construita	izgrađeno
construita	izgradio
construita	konstruisana
construita	sagrađena
construita	izgrađena
construita	izgrađeno
construita	izgradio
uniunea	savez
uniunea	unija
uniunea	union
obtinut	ostvarili
obtinut	ostvareni
obtinut	dostignuti
carti	karte
carti	knjige
carti	knjiga
carti	karte
carti	knjige
carti	knjiga
carti	karte
carti	knjige
carti	knjiga
opera	opera
opera	opera
rock	rok
rock	rock
stil	stil
stil	style
pus	stavi
pus	stavila
pus	staviti
pus	stavio
pus	stavljen
video	video
teatru	theater
teatru	pozorište
teatru	pozorište
ziarul	novine
www	www
militara	vojska
post	post
romanesc	rumunski
plus	plus
richard	ričard
richard	richard
china	kina
codul	kod
administratia	uprava
administratia	administracija
fiica	ćerka
fiica	kćerka
fiica	ćerka
fiica	kćerka
scopul	nišani
scopul	svrha
scopul	gol
scopul	cilj
situata	smještena
situata	smještena
grupul	grupa
victor	viktor
victor	victor
michael	michael
londra	london
insula	ostrvo
insula	ostrvo
pozitia	pozicija
pozitia	položaj
pozitia	pozicija
pozitia	položaj
charles	charles
albumul	album
diverse	različite
diverse	različita
diverse	razni
diverse	razne
diverse	raznim
diverse	raznih
diverse	razni
intrat	ušla
intrat	ušli
intrat	ušao
sase	šest
sase	šest
sase	šest
director	režiser
director	direktor
director	direktorij
website	web
militar	vojska
originala	originalni
originala	originalna
originala	prvobitni
originala	originalne
originala	original
originala	originalni
originala	originalna
originala	prvobitni
originala	originalne
originala	original
state	države
state	država
state	država
pop	pop
azi	danas
uneori	ponekad
university	univerzitet
cultural	kulturna
cultural	kulturno
cultural	kulturni
cultural	kulturnih
trimis	poslata
trimis	poslali
trimis	poslao
trimis	poslan
bar	bar
henric	henri
henric	henry
folosite	korištene
folosite	koristi
folosite	korišteno
folosite	korišten
jumatate	polovina
jumatate	polovinu
jumatate	pola
jumatate	polovina
jumatate	polovinu
jumatate	pola
capitala	kapital
capitala	kapital
fizice	fizički
fizice	fizičko
fizice	fizičke
mexico	meksiko
activitate	aktivnost
mesa	meša
sfantul	sveti
sfantul	saint
sfantul	sveti
sfantul	saint
stiinte	nauka
sotia	supruga
sotia	žena
sotia	supruga
sotia	žena
metri	metara
metri	metara
imperiului	carstvo
centrala	central
centrala	centralni
centrala	centralna
centrala	central
centrala	centralni
centrala	centralna
vii	vii
singur	sami
singur	sama
singur	single
singur	lonely
singur	usamljeni
public	javni
public	javnost
public	javna
public	javno
public	javno
nevoie	treba
nevoie	potrebni
nevoie	potrebno
nevoie	potrebna
nevoie	potreban
nevoie	potrebne
oamenii	ljudi
oamenii	narod
caz	slučaj
televiziune	televizija
curtea	sud
probleme	nevolje
probleme	problemi
publice	javni
publice	javnost
publice	javna
publice	javno
regia	usmjeren
regia	režija
regia	režirao
plan	plan
naturale	prirodno
facultatea	fakultet
facultatea	koledž
facultatea	fakultet
facultatea	fakulteta
pamant	zemlja
pamant	land
pamant	kopnena
pamant	zemlja
pamant	zemlja
viena	beč
houten	houten
principale	glavne
principale	glavna
principale	glavno
principale	glavni
prim	prim
arte	umjetnost
alti	ostala
alti	ostale
alti	drugim
alti	drugi
seria	serija
seria	seriji
dezvoltarea	razvoj
dezvoltarea	razvijao
dezvoltarea	razvija
direct	pravo
direct	direktni
direct	direktna
direct	direktan
direct	direktno
sef	načelnik
sef	glavni
sef	šef
sef	načelnik
sef	glavni
sef	šef
palatul	palata
palatul	palača
termenul	mandat
termenul	izraz
termenul	termin
altele	ostala
altele	ostale
altele	drugim
altele	drugi
altele	ostali
altele	drugi
carte	knjiga
auto	auto
africa	afrika
religie	religija
minor	manja
conducerea	menadžment
conducerea	vodstvo
conducerea	vođstvo
asia	azija
final	kraj
final	finale
final	završni
final	konačni
adus	donijeli
adus	doveden
adus	donijela
adus	donio
urmatoarea	sljedeći
urmatoarea	narednu
urmatoarea	sledeći
urmatoarea	slijedeći
parti	dijela
parti	dijelovi
parti	delovi
parti	dijelove
parti	stranaka
parti	stranke
parti	dijela
parti	dijelovi
parti	delovi
parti	dijelove
fratele	brat
membrii	članovi
acord	sporazum
ambele	oboje
teatrul	theater
teatrul	pozorište
teatrul	pozorište
stanga	lijevo
stanga	lijevo
catolici	katolici
press	press
press	štampa
traducere	prevođenje
ludovic	louis
dumnezeu	allah
dumnezeu	allaha
dumnezeu	allahu
dumnezeu	bog
momentul	trenutak
momentul	momenat
momentul	moment
drumul	put
evenimente	događaja
evenimente	događaji
evenimente	dešavanja
district	okrug
und	und
luna	luna
luna	mjesec
luna	moon
luna	mjesec
luna	mjesec
luna	moon
luna	mjesec
publica	javni
publica	javnost
publica	javna
publica	javno
arad	arad
poet	pjesnik
peter	peter
peter	petar
victoria	viktorija
victoria	victoria
fondat	osnovana
fondat	osnovan
fondat	utemeljena
fondat	osnovano
sovietica	sovjetski
nivelul	nivo
rus	ruski
rus	rus
poarta	kapije
poarta	gate
poarta	kapiji
poarta	kapija
poarta	kapiju
poarta	nose
poarta	kapije
poarta	gate
poarta	kapiji
poarta	kapija
poarta	kapiju
martin	martin
observatorul	opservatorija
observatorul	posmatrač
europeana	evropljanin
europeana	evropski
adrian	adrian
https	https
continuat	nastavljena
continuat	nastavila
continuat	nastavljen
continuat	nastavio
pas	korak
spus	rekli
spus	rekao
united	ujedinjene
united	united
united	ujedinjena
united	ujedinjeni
paianjeni	pauci
biserici	crkava
berlin	berlin
proiectului	projekt
proiectului	projekat
lumina	svjetlost
lumina	svjetlost
haute	haute
elemente	predmeta
elemente	predmete
elemente	stavke
elemente	predmeti
elemente	elemenata
elemente	elementima
elemente	elementa
elemente	elemente
elemente	elementi
piatra	stone
piatra	kamen
piatra	kameno
piatra	kameni
piatra	rok
piatra	rock
piatra	stone
piatra	kamen
piatra	kameno
piatra	kameni
piatra	rok
piatra	rock
produse	proizvod
produse	produkt
produse	proizvodi
thomas	thomas
piese	dijela
piese	dijelovi
piese	delovi
piese	dijelove
piata	tržište
piata	tržišta
piata	tržište
piata	tržišta
piata	tržište
piata	tržišta
piata	tržište
piata	tržišta
piata	tržište
piata	tržišta
gasit	našla
gasit	pronađen
gasit	pronađena
gasit	pronašli
gasit	pronašao
gasit	utvrdila
gasit	našla
gasit	pronađen
gasit	pronađena
gasit	pronašli
gasit	pronašao
gasit	utvrdila
folosita	korištene
folosita	koristi
folosita	korišteno
folosita	korišten
afaceri	poslovni
afaceri	poslovanje
vestul	zapadu
vestul	zapad
legatura	veza
legatura	link
legatura	veza
legatura	link
grecia	grčka
liber	free
inseamna	znači
inseamna	znači
pagini	stranica
pagini	listovi
moscova	moskva
comunist	komunistička
comunist	komunistički
britanic	britanski
britanic	britansko
britanic	britanska
britanic	britanske
britanic	britanci
linia	linija
medie	prosječno
medie	prosječne
medie	prosječnom
medie	prosjek
medie	medium
medie	srednji
medie	srednjim
medie	srednje
medie	srednja
medie	mean
sovietice	sovjetski
puterea	snage
puterea	snaga
puterea	power
puterea	vlast
puternic	jaka
puternic	jaki
puternic	moćna
puternic	moćan
oficiala	zvanična
oficiala	zvaničnik
oficiala	zvanične
oficiala	zvanični
oficiala	službeni
oficiala	zvanična
oficiala	zvaničnik
oficiala	zvanične
oficiala	zvanični
oficiala	službeni
pierdut	izgubljeni
pierdut	izgubila
pierdut	izgubljena
pierdut	izgubili
pierdut	izgubio
colspan	colspan
afara	izvan
afara	iz
afara	out
afara	izvan
afara	iz
afara	out
cariera	karijeru
cariera	karijere
cariera	karijera
cariera	karijeru
cariera	karijere
cariera	karijera
cariera	kamenolom
germani	nijemci
