kolář	kolář
jedenáct	jedenaście
kůži	skóry
kůži	skórę
kůži	skóra
léčba	traktowanie
léčba	leczenie
léčba	kuracja
léčba	obróbka
léčba	leczenie
léčba	zabiegi
léčba	zabiegów
prefektura	prefektura
sokolov	sokołow
issn	issn
western	zachodnia
western	zachodni
western	zachodnie
western	western
playoff	playoff
playoff	playoffs
zkušenost	doświadczenia
zkušenost	doświadczenie
komunikační	komunikat
komunikační	komunikacja
komunikační	komunikacji
komunikační	komunikaty
komunikační	łączności
komunikační	komunikacja
komunikační	komunikacji
komunikační	łączność
pátá	piątej
pátá	piąte
pátá	piąta
pátá	piąty
husa	gęsi
husa	gęś
svědomí	sumienie
svědomí	sumienia
cítí	czuje
učit	naucz
učit	ucz
uzavřít	zamknij
uzavřít	blisko
břeclav	brzecław
houby	grzybów
houby	grzyby
houby	grzybki
houby	gąbki
houby	grzyb
houby	grzyby
houby	grzyby
vzorec	wzór
vzorec	formuła
vzorec	wzorzec
vzorec	wzór
sigma	sigma
spravedlnost	sprawiedliwości
spravedlnost	sprawiedliwość
lgbt	lgbt
milion	milion
milion	mln
milion	miliony
slabě	słabo
saxofon	sax
saxofon	saksofon
junior	junior
zabije	zabija
řidič	kierowca
řidič	sterownik
řidič	kierowcy
čtenáři	czytelnicy
čtenáři	czytniki
čtenáři	czytelników
kristus	chryste
kristus	chrystus
varování	ostrzeżenia
varování	ostrzeżenie
varování	ostrzeżenia
náklad	cargo
náklad	ładunek
matt	matt
matt	mat
matt	matta
bmw	bmw
marne	marne
marne	marna
socialistická	socjalistyczna
socialistická	socjalistycznej
položky	elementy
položky	artykuły
položky	pozycji
položky	przedmioty
položky	pozycje
položky	zapisy
položky	wpisy
automobilový	samochodowe
automobilový	samochodowych
ohrožený	zagrożona
ohrožený	zagrożony
ohrožený	zagrożonych
ohrožený	zagrożone
prezidentské	prezydenckie
prezidentské	prezydenckich
prezidentské	prezydencki
zajímavá	interesujące
zajímavá	ciekawe
zajímavá	interesujący
zajímavá	ciekawie
ztrácí	utrata
ztrácí	przegrana
ztrácí	traci
ztrácí	przegra
ztrácí	przegrywa
jerry	jerry
ohio	ohio
jakékoli	jakikolwiek
jakékoli	dowolny
jakékoli	jakiekolwiek
uzavřené	zamkniętych
uzavřené	załączony
uzavřené	zamknięty
uzavřené	nieczynne
uzavřené	zamknięte
uzavřené	zamknięta
nutnost	konieczność
nutnost	konieczności
varšavě	warszawa
zjištěno	wykryto
zjištěno	wykryte
zápasník	zawodnik
zápasník	wojownik
zápasník	myśliwiec
zápasník	zapaśnik
steven	stevena
steven	steven
vodíku	wodór
vodíku	wodoru
ekonomická	gospodarcza
ekonomická	ekonomiczne
ekonomická	gospodarcze
ekonomická	ekonomiczna
ekonomická	ekonomiczny
ekonomická	ekonomiczna
ekonomická	ekonomiczny
ekonomická	ekonomia
ekonomická	ekonomii
ekonomická	ekonomiczny
senát	senatu
senát	senat
indické	indyjskie
indické	indian
indické	indianin
indické	indyjska
indické	indyjski
důvěru	zaufanie
důvěru	zaufania
důvěru	zaufanie
důvěru	trust
sedmé	siódmy
sedmé	siódmego
sedmé	siódmej
sedmé	siódme
sedmé	siódma
irský	irlandczycy
irský	irlandzkie
irský	irlandzki
irský	irlandczyk
irský	irlandzka
afc	afc
ředitelství	dyrekcja
písemné	napisane
písemné	pisemne
písemné	napisano
písemné	zapisane
vzduchem	powietrzu
vyhráli	wygrane
vyhráli	won
vyhráli	wygrał
náhrada	zwrot
náhrada	odszkodowania
náhrada	rekompensata
náhrada	wynagrodzenie
náhrada	odszkodowanie
náhrada	rekompensaty
náhrada	wymiana
náhrada	zastąpienia
náhrada	zastępstwo
náhrada	zastąpienie
účtu	konto
účtu	rachunek
účtu	konta
oznámeno	zgłoszony
oznámeno	zgłoszona
oznámeno	zgłoszone
oznámeno	ogłosił
oznámeno	ogłoszone
oznámeno	ogłosili
oznámeno	ogłoszono
oznámeno	ogłosiła
zjevení	objawienie
zjevení	objawienia
zjevení	rewelacja
zjevení	objawienie
zjevení	zjawy
zjevení	objawienia
domácnosti	domowych
potomků	potomstwa
potomků	potomek
potomků	potomstwo
potomků	potomkowie
potomků	potomków
slezsko	śląsk
philip	filipa
philip	philip
philip	filip
baker	baker
nízký	niska
nízký	niskie
nízký	niski
nízký	low
nízký	nisko
závislost	zależność
závislost	uzależnienie
závislost	zależności
závislost	uzależnienie
závislost	nałóg
závislost	uzależnienia
závislost	zależność
závislost	uzależnienie
závislost	zależności
angel	anioł
angel	aniele
angel	aniołek
angel	angel
nice	ładnie
nice	fajny
nice	fajna
nice	fajne
nice	ładne
předpokladu	założeniu
předpokladu	założenie
předpokladu	założenia
podpořil	wspierany
podpořil	obsługiwany
podpořil	wspierane
podpořil	obsługiwane
floyd	floyd
kuchyně	kuchnia
kuchyně	kuchnia
kuchyně	kuchni
kuchyně	kuchnie
kuchyně	kuchenne
smíchov	smíchov
napadení	napaści
napadení	atak
napadení	napaść
napadení	napad
napadení	napaści
záměrně	celowo
záměrně	umyślnie
záměrně	celowo
záměrně	celowo
záměrně	umyślnie
záměrně	celowo
homo	homo
vítěze	zwycięzca
vítěze	wygrane
vítěze	zwycięzców
vítěze	zwycięzcy
vítěze	zwycięzcami
úhlu	kąt
úhlu	kąta
míč	piłkę
míč	ball
míč	piłka
míč	kula
výslovně	wyraźnie
výslovně	wyraźna
výslovně	wyraźne
výslovně	konkretnie
výslovně	specjalnie
výpočet	obliczanie
výpočet	obliczenia
výpočet	wyliczenie
výpočet	obliczenie
výpočet	wyliczenia
výpočet	obliczenia
výpočet	obliczeń
výpočet	obliczenie
radim	radim
autorka	autor
autorka	autora
autorka	autorka
stanovení	określenie
stanovení	oznaczenie
stanovení	ustalenie
stanovení	oznaczanie
stanovení	określanie
ernest	ernest
hospodářská	gospodarcza
hospodářská	ekonomiczne
hospodářská	gospodarcze
hospodářská	ekonomiczna
hospodářská	ekonomiczny
pouť	pielgrzymka
prezentace	prezentacja
prezentace	prezentacji
prezentace	prezentacje
prezentace	prezentacji
prezentace	prezentacje
objevit	odkryć
objevit	odkrywanie
příchod	dojazd
příchod	przybycie
příchod	przyjazd
par	par
přežil	przeżył
přežil	przetrwał
přežil	przetrwały
são	são
jacob	jacob
jacob	jakuba
jacob	jakub
oprávnění	zezwolenie
oprávnění	pozwolenie
oprávnění	zezwolenie
oprávnění	autoryzacja
oprávnění	pozwolenie
oprávnění	upoważnienie
oprávnění	uprawnienia
oprávnění	pozwolenia
oprávnění	uprawnień
oprávnění	zezwolenia
příze	przędzy
příze	przędza
příze	przędzy
příze	przędza
směry	kierunki
směry	orientacji
verše	wers
dodržování	przestrzeganie
dodržování	zgodność
dodržování	przestrzeganie
dodržování	przestrzegania
teplo	upał
teplo	heat
teplo	ciepło
teplo	gorąco
teplo	ciepła
teplo	ciepła
teplo	ciepło
teplo	ciepły
teplo	ciepła
teplo	ciepło
dobrovolně	dobrowolnie
dobrovolně	dobrowolnie
dobrovolně	dobrowolne
dobrovolně	wolontariat
dobrovolně	dobrowolnie
dobrovolně	dobrowolny
dobrovolně	dobrowolnego
rna	rna
reagovat	reagować
reagovat	zareagować
reagovat	odpowiedz
duševní	duchowy
duševní	duchowego
duševní	duchowym
duševní	duchowej
duševní	duchowe
duševní	psychiczna
duševní	psychiczne
duševní	umysłowe
duševní	psychiczny
duševní	psychicznego
duševní	intelektualnej
dopředu	naprzód
dick	dick
dick	fiut
terapie	terapie
terapie	leczenie
terapie	terapię
terapie	terapii
terapie	terapia
mnich	mnich
mnich	mnicha
mnich	monk
zajat	złapany
zajat	złapana
zajat	złapani
zajat	schwytany
soukromá	private
soukromá	prywatne
soukromá	szeregowy
soukromá	prywatna
soukromá	prywatny
rozpočtu	budżetu
rozpočtu	budżet
úseky	odcinki
úseky	sekcje
musée	musée
ukrajinský	ukraiński
ostřice	turzyca
rychleji	szybszy
rychleji	szybciej
brigády	brygady
brigády	brygada
brigády	brygady
květ	kwiat
květ	kwiat
květ	kwiaty
květ	kwiecie
květ	kwiatek
květ	kwitną
květ	bloom
společenský	towarzyski
společenský	towarzyska
společenský	społeczna
společenský	towarzyskie
společenský	społeczne
společenský	socjalna
společenský	społeczny
společenský	społecznego
bohové	bogowie
bohové	bogów
subjekt	jednostka
subjekt	podmiot
subjekt	istota
subjekt	temat
subjekt	przedmiot
subjekt	obiekt
subjekt	podmiot
oka	oka
oka	eye
oka	oko
čapek	čapek
vazba	wiążący
vazba	wiążące
vazba	wiązanie
vazba	wiążąca
dánská	duńskie
dánská	duński
dánská	duńskim
albánie	albanii
albánie	albania
albánie	albanii
řetězec	sznur
řetězec	łańcuch
řetězec	strun
řetězec	sznurek
řetězec	łańcuchy
řetězec	łańcuch
řetězec	łańcucha
řetězec	łańcuszek
schválení	zatwierdzenia
schválení	homologacji
schválení	aprobaty
schválení	zatwierdzanie
schválení	zatwierdzenia
schválení	homologacji
schválení	zatwierdzenie
rychnov	rychnov
nabídky	oferty
nabídky	przetargi
nabídky	ofert
nabídky	oferty
jordan	jordana
jordan	jordan
symbolů	symboli
symbolů	symbole
bot	bot
bot	buty
bot	buta
bot	but
weber	weber
vstoupit	wejdź
vstoupit	enter
čtvrtí	dzielnice
čtvrtí	dzielnicach
střecha	dach
střecha	dachu
střecha	dach
střecha	dachu
laura	laura
laura	laury
laura	lauro
návštěvy	odwiedziny
návštěvy	gości
návštěvy	odwiedzający
návštěvy	goście
návštěvy	odwiedzających
návštěvy	odwiedziny
návštěvy	wizyty
návštěvy	odwiedzin
návštěvy	wizyt
harris	harrisa
harris	harris
bloky	bloków
bloky	klocki
bloky	bloki
detroit	detroit
součet	sum
součet	sumę
součet	sumy
součet	kwota
součet	suma
jamie	jamie
jamie	jamiego
psí	psie
psí	psy
psí	pies
psí	piesek
psí	psi
skotsko	szkocja
skotsko	szkocji
třebaže	chociaż
třebaže	choć
amd	amd
fred	freda
fred	fred
rangers	rangers
rangers	zwiadowcy
regulace	regulacje
regulace	regulacja
regulace	rozporządzenie
regulace	rozporządzenia
regulace	regulamin
regulace	regulowania
regulace	uregulowanie
regulace	regulacji
rozměrů	proporcje
sektoru	sektor
sektoru	branża
sektoru	sektory
špatný	źle
špatný	bad
špatný	zła
špatný	złe
špatný	zły
přesný	dokładne
přesný	precyzyjnie
přesný	precyzyjne
přesný	dokładny
přesný	dokładna
přesný	dokładne
přesný	dokładna
přesný	dokładny
přesný	dokładne
přesný	dokładny
přesný	dokładna
masaryk	masaryk
organismů	organizmy
organismů	organizmów
příbuzných	krewni
příbuzných	krewnych
rezignaci	rezygnacja
rezignaci	rezygnacji
rezignaci	rezygnację
raymond	raymond
raymond	raymonda
etapa	etap
etapa	faza
etapa	fazy
etapa	nogę
etapa	noga
etapa	etap
etapa	scena
etapa	faza
etapa	etapie
kolonií	kolonii
kolonií	kolonie
kolonií	kolonia
kolonií	kolonii
kolonií	kolonię
všiml	zauważył
všiml	zauważyłem
všiml	zauważyłam
naučil	nauczył
naučil	uczył
litvínov	litvínov
bobby	bobby
plná	pełna
plná	full
plná	pełen
plná	pełne
plná	pełny
efekty	efekty
efekty	skutki
náboženská	religijny
náboženská	religijnych
náboženská	religia
náboženská	religijna
náboženská	religijne
zničil	zniszczony
zničil	zniszczona
zničil	zrujnowany
stvoření	istoty
stvoření	stworzenia
stvoření	stwory
stvoření	istota
stvoření	stwór
stvoření	stworzenie
arsenal	arsenał
arsenal	arsenal
mechanické	mechaniczny
mechanické	mechaniczne
zámky	zamki
bohatá	bogata
bohatá	bogate
bohatá	rich
bohatá	bogaty
ubytování	schroniska
odpovědnost	odpowiedzialności
odpovědnost	zobowiązanie
odpovědnost	odpowiedzialność
odpovědnost	odpowiedzialności
odpovědnost	odpowiedzialność
odpovědnost	obowiązki
odpovědnost	odpowiedzialności
odpovědnost	odpowiedzialność
odpovědnost	odpowiedzialności
odpovědnost	odpowiedzialność
rosa	róża
rosa	rosa
rosa	rosy
rosa	rosa
mtv	mtv
rozvíjet	rozwinąć
šestnáct	szesnaście
šestnáct	sixteen
notre	notre
sainte	sainte
implementace	realizacji
implementace	realizacja
implementace	wdrożenie
implementace	wykonanie
implementace	wdrażanie
head	head
head	głowę
head	głowy
head	glowy
head	głowa
rob	rob
rob	roba
podává	służy
podává	serwuje
provádění	realizacji
provádění	realizacja
provádění	wdrożenie
provádění	wykonanie
provádění	wdrażanie
simona	szymon
simona	simon
simona	simona
sopky	wulkany
hluboce	głęboko
harold	harold
pohřeb	pogrzeb
pohřeb	pochówku
pohřeb	pochówek
pohřeb	pogrzeb
pohřeb	pogrzebu
pohřeb	pogrzeby
pouště	pustynie
pouště	pustyni
pouště	pustynia
rusové	rosjanie
ferrer	ferrer
použité	stosowane
použité	wykorzystane
použité	użyte
použité	używana
použité	używany
použité	używane
mclaren	mclaren
luisa	luisa
nejnovější	najnowsze
nejnovější	najnowsza
nejnovější	najnowszy
nejnovější	najnowsze
nejnovější	ostatnie
nejnovější	najnowszy
žádá	pyta
žádá	prosi
special	specjalna
special	specjalny
special	specjalne
special	wyjątkowy
special	szczególne
stínu	cieniu
stínu	cienia
stínu	shadow
stínu	cień
stínu	odcień
stínu	cienia
stínu	cieniu
stínu	cień
náročné	wymagający
náročné	wymagająca
náročné	wymagających
náročné	wymagające
kompatibilní	zgodna
kompatibilní	zgodny
technologii	technologia
technologii	technologii
technologii	technologie
technologii	technika
lang	lang
clark	clarka
clark	clark
ekonomický	gospodarcza
ekonomický	ekonomiczne
ekonomický	gospodarcze
ekonomický	ekonomiczna
ekonomický	ekonomiczny
ekonomický	ekonomiczna
ekonomický	ekonomiczny
hledal	zgromadziła
hledal	poszukiwana
porážka	ubój
porážka	rzeź
porážka	uboju
porážka	porażki
porážka	klęska
porážka	przegrana
porážka	pokonać
porážka	porażka
obojí	obydwa
obojí	oboje
obojí	obie
obojí	oba
nést	nosić
nést	nieść
lisa	lisy
lisa	lisa
lisa	lisie
jay	jaya
jay	jay
masivu	masyw
eagle	orła
eagle	eagle
eagle	orzeł
naznačuje	sugeruje
naznačuje	wskazuje
andersson	andersson
věřící	wyznawcy
věřící	wierni
věřící	wierzący
věřící	wierzących
věřící	wierzący
rytíři	rycerzy
rytíři	rycerze
rytíři	rycerz
rytíři	rycerze
rytíři	skoczek
rytíři	knight
profesní	zawodowe
profesní	zawodowych
profesní	profesjonalne
profesní	profesjonalna
profesní	profesjonalny
profesní	profesjonalnie
přihlásil	zalogowany
nováček	nowicjusz
výslovnost	wymowa
transportní	transporter
transportní	transportera
transportní	przewoźnik
poražen	pokonany
poražen	zbity
poražen	bita
poražen	bity
poražen	pobity
poražen	pokonany
poražen	pokonał
poražen	pokonani
tvarů	figury
tvarů	kształty
ukončit	koniec
ukončit	end
prsty	palce
prsty	palce
prsty	palcami
prsty	paluszki
vznikající	wschodzących
chráněný	chroniony
chráněný	chroniona
chráněný	chronione
chráněný	zabezpieczone
law	prawa
law	prawo
nejvíc	większość
nejvíc	najczęściej
nejvíc	większości
nejvíc	najbardziej
poznatky	ustalenia
projít	podanie
projít	pass
projít	przepustka
projít	przełęcz
projít	podaj
úvahy	rozważania
úvahy	względy
úvahy	rozważania
úvahy	odbicia
úvahy	refleksje
existovalo	istniał
existovalo	istniały
existovalo	istniała
existovalo	istniało
fungují	działa
fungují	prace
fungují	dziala
kolektivní	zbiorowego
kolektivní	zbiorowe
norman	norman
norman	normana
zničeno	zniszczona
zničeno	zniszczone
zničeno	zniszczony
zničeno	zniszczony
zničeno	zniszczona
zničeno	zrujnowany
rudy	rudy
rudy	ruda
rudy	rudy
rudy	rudy
hosté	gości
hosté	goście
klima	klimat
obr	gigant
obr	olbrzymie
obr	olbrzymi
obr	olbrzym
platné	ważny
platné	ważne
platné	ważność
platné	poprawny
platné	ważna
teoretické	teoretyczne
ministrů	ministrowie
ministrů	ministrów
geometrie	geometria
geometrie	geometrii
vnuk	wnuka
vnuk	wnuk
vnuk	wnukiem
bis	bis
styk	stosunek
styk	stosunki
evans	evans
neil	neila
neil	neil
gnu	gnu
sekundy	sekund
sekundy	sekundy
některý	niektóre
některý	niektórzy
některý	trochę
ovládá	kontrolowanie
mezinárodně	międzynarodowo
administrativně	administracyjnie
poranění	szkody
poranění	urazy
poranění	uraz
poranění	obrażenia
poranění	uszkodzenie
poranění	urazy
poranění	obrażenia
kytary	gitary
eds	eds
marina	marina
marina	przystań
akt	akp
akt	działaj
akt	act
akt	akt
ltd	ltd
teplé	ciepła
teplé	ciepło
teplé	ciepły
španělsky	hiszpanie
španělsky	hiszpańskie
španělsky	hiszpańska
španělsky	hiszpański
ekologické	środowiska
ekologické	środowiskowe
ekologické	ekologiczny
ekologické	ekologiczna
ekologické	ekologiczne
ekologické	organicznych
ekologické	organiczne
ekologické	ekologiczna
ekologické	organiczny
ekologické	ekologiczne
obal	opakowania
obal	pakowanie
obal	opakowanie
obal	okładki
obal	okładka
obal	pokrycie
roků	lat
roků	lata
partnerství	partnerstwo
partnerství	partnerstwa
partnerství	partnerstwo
partnerství	partnerstwa
kladně	pozytywnie
napsáno	napisane
napsáno	pisemne
napsáno	napisano
napsáno	zapisane
místnost	pomieszczenie
místnost	pokój
autobus	autobusem
autobus	autobus
vlád	rządy
vlád	rządów
rámec	ramy
rámec	rama
rámec	klatka
rámec	ramka
rámec	ramy
krásný	piękne
krásný	piękna
krásný	pięknie
krásný	śliczna
instrukce	instrukcje
instrukce	instrukcja
instrukce	instrukcje
instrukce	instrukcji
instrukce	instrukcja
chovu	hodowlane
chovu	hodowla
chovu	hodowli
chovu	hodowlanych
splnění	spełnienie
splnění	spełnienia
splnění	spełnienie
splnění	wypełnienie
splnění	spełnienia
změněn	zmieniono
změněn	zmienione
změněn	zmieniona
změněn	zmieniony
front	front
front	przodu
front	przód
diego	diego
statut	statutu
statut	statut
werner	werner
dáma	warcaby
dáma	pani
dáma	dama
stb	stb
komunistická	komunistycznej
komunistická	komunistą
komunistická	komunistyczna
komunistická	komuniści
experiment	eksperyment
rukopis	pismo
rukopis	rękopis
richter	richter
subjekty	podmioty
subjekty	podmiotów
subjekty	tematy
subjekty	obiekty
subjekty	przedmioty
přísně	ściśle
atentát	zabójstwa
atentát	zamachu
atentát	zabójstwo
atentát	zamach
snížit	zmniejszyć
snížit	zmniejszenia
snížit	zredukować
snížit	zmniejszyć
snížit	spadek
snížit	zmniejszenie
discovery	odkrycia
discovery	odkrywanie
discovery	odkrycie
discovery	discovery
grafika	grafiki
grafika	graficzny
grafika	grafika
grafika	graficzne
grafika	grafiki
grafika	grafika
vyučování	nauczanie
vyučování	uczenie
vyučování	nauczania
úkolů	zadania
úkolů	zadań
kirk	kirk
jarmila	jarmila
hlasovací	głosowanie
hlasovací	głosuje
hlasovací	głosujemy
hlasovací	głosowania
podzemí	podziemne
podzemí	podziemny
podzemí	podziemia
identity	tożsamości
identity	tożsamości
identity	tożsamość
hráz	tamy
hráz	zapora
hráz	tama
hráz	dam
hráz	grobla
ukázala	pokazało
ukázala	pokazał
ukázala	wykazało
ukázala	pokazała
blokování	zablokowanie
blokování	blokowanie
blokování	bloku
blokování	zablokuj
blokování	zablokować
blokování	blok
definitivní	ostateczny
definitivní	ostateczne
ponorka	podwodna
ponorka	podwodne
ponorka	sub
smíšený	zmieszane
smíšený	mieszane
smíšený	mieszana
smíšený	mieszany
smíšený	mieszanej
kritizoval	skrytykował
kritizoval	skrytykował
plošina	peron
plošina	platformie
plošina	platforma
plošina	platformy
plošina	platform
plošina	plateau
sedí	siedzenie
sedí	siedzący
sedí	siedzi
sedí	pasuje
hladina	poziom
hladina	poziomie
hladina	poziomu
pruský	pruski
uložen	przechowywane
uložen	przechowywana
uložen	przechowywany
svatební	ślub
svatební	wesele
svatební	weselny
udržuje	utrzymuje
udržuje	podtrzymuje
udržuje	trzyma
abecedy	alfabet
povinné	obowiązkowo
povinné	obowiązkowe
povinné	obowiązkowy
povinné	obowiązkowa
povinné	obowiązkowo
povinné	obowiązkowe
povinné	obowiązkowa
povinné	obowiązkowy
povinné	obowiązkowo
povinné	obowiązkowe
povinné	obowiązkowy
povinné	obowiązkowa
ústní	ustne
ústní	doustne
ústní	doustnie
dně	dół
dně	dno
dně	dnie
dně	dole
dně	dolna
řecká	grecki
řecká	grecka
řecká	grecja
řecká	greckie
kapacitu	pojemności
kapacitu	pojemność
kapacitu	zdolność
odolnost	opór
odolnost	odporność
odolnost	odporność
připojit	dołącz
připojit	dołączyć
připojit	dołącz
připojit	połączenie
připojit	dołącz
zajímavý	interesujące
zajímavý	ciekawe
zajímavý	interesujący
zajímavý	ciekawie
classic	klasyk
classic	klasyka
classic	klasyczny
classic	classic
classic	klasyczne
přispívá	przyczynia
vyhrát	win
vyhrát	wygrana
vyhrát	wygraj
vyhrát	wygrać
jídla	żywności
jídla	pokarm
jídla	żywność
jídla	jedzenie
jídla	posiłki
jídla	posiłków
vyvolat	wywoływać
vyvolat	wywołują
turistika	turystyka
turistika	turystyki
turistika	turystyka
rozhovory	rozmów
rozhovory	konwersacji
rozhovory	rozmowy
rozhovory	przesłuchania
rozhovory	wywiady
plánované	zaplanowane
plánované	planowana
plánované	planowany
plánované	planowane
plánované	zaplanowany
kfar	kfar
radost	radość
radost	radości
radost	joy
radost	zadowolona
radost	szczęśliwi
radost	wszystkiego
radost	szczęśliwa
radost	szczęśliwy
radost	zadowolony
office	biura
office	biuro
office	biurowe
office	urząd
odměny	nagród
odměny	nagrody
odměny	wynagrodzenie
odměny	wynagrodzenia
eliška	eliška
dostatečné	wystarczające
dostatečné	wystarczająca
dostatečné	wystarczający
dědice	dziedzica
dědice	dziedzic
dědice	spadkobierców
ukázat	pokaż
ukázat	pokaz
impérium	imperium
impérium	empire
podrobně	szczegółowy
podrobně	szczegółowe
dopisy	pisma
dopisy	liter
dopisy	listy
dopisy	litery
roberto	roberta
roberto	roberto
ledu	lód
ledu	ice
ledu	lodu
prozatímní	okresowego
prozatímní	tymczasowe
prozatímní	tymczasowy
prozatímní	tymczasowego
prozatímní	tymczasowa
prozatímní	tymczasowe
prozatímní	tymczasowy
obilí	zboża
obilí	ziarna
obilí	ziarno
obilí	zboże
působnosti	zakres
odborník	specjalista
odborník	specjalistyczne
odborník	biegły
odborník	specjalista
odborník	ekspert
odborník	eksperta
odborník	ekspertów
portály	portale
deklarace	deklaracja
deklarace	oświadczenie
deklarace	deklaracje
deklarace	deklarację
deklarace	zgłoszenie
upravené	dostosowany
upravené	skorygowane
upravené	dostosowana
upravené	dostosowane
upravené	zmodyfikowane
upravené	zmienione
upravené	zmodyfikowany
upravené	modyfikowane
upravené	zmieniony
upravené	dostosowany
upravené	dostosowane
přidání	dodawanie
přidání	dodanie
přidání	dodawanie
přidání	dodanie
přidání	dodać
přidání	dodawać
přidání	dodaj
náměstek	zastępca
plod	płodu
plod	płód
plod	płodu
plod	płód
instalace	instalacje
instalace	instalacji
instalace	instalacje
instalace	instalacji
instalace	instalacje
instalace	montaż
instalace	instalacji
instalace	instalacja
instalace	instalowanie
instalace	instalacja
instalace	zainstalować
instalace	instalacji
instalace	instalacja
chlapci	boys
chlapci	chłopcy
