மற்றும்	dhe
பின்	pinin
பின்	pini
பின்	pin
பின்	pas
பின்	mbas
பின்	pasi
பின்	mbrapa
பின்	kthy
பின்	prapa
இல்லை	jo
இல்லை	nuk
நவம்பர்	nentori
நவம்பர்	nentor
நவம்பர்	nëntor
நவம்பர்	nëntori
அதிக	high
அதிக	lart
அதிக	lartë
காலத்தில்	periudha
காலத்தில்	periudhë
மிக	shum
மிக	shumë
மிக	shume
நான்கு	katër
பிறகு	pastaj
பிறகு	atëherë
பிறகு	atehere
பிறகு	pas
பிறகு	mbas
பிறகு	pasi
அரசியல்	politikat
அரசியல்	politika
அரசியல்	politikën
அரசியல்	politikë
அரசியல்	politik
அரசியல்	politike
பகுதி	pjesshëm
பகுதி	pjesshme
பகுதி	zona
பகுதி	zonë
பகுதி	rajon
பகுதி	rajoni
பகுதி	pjes
பகுதி	pjesa
பகுதி	pjese
பகுதி	pjesë
பகுதி	segment
பற்றி	rreth
பற்றி	per
ஆறு	gjashte
ஆறு	gjasht
ஆறு	gjashtë
ஆறு	gjashta
ஆறு	lume
ஆறு	lumë
ஆறு	lumi
ஆறு	lum
மீண்டும்	prap
மீண்டும்	perseri
மீண்டும்	prapë
மீண்டும்	prape
மீண்டும்	përsëri
மீண்டும்	sërish
இங்கிலாந்து	angli
இங்கிலாந்து	anglia
காலம்	stinë
காலம்	sezon
காலம்	stina
காலம்	sezoni
காலம்	sezona
காலம்	periudha
காலம்	periudhë
காலம்	radhe
காலம்	koha
காலம்	kohe
காலம்	here
காலம்	ora
நிலை	pozicioni
நிலை	pozicion
நிலை	shtet
நிலை	shteti
நிலை	shtetit
நிலை	nivel
நிலை	niveli
நிலை	level
ஒரே	same
ஒரே	njëjtë
ஒரே	njesoj
ஒரே	njejt
ஒரே	njësoj
போர்	lufte
போர்	luft
போர்	lufta
போர்	luftë
காரணமாக	due
பொருள்	materiale
பொருள்	produkti
பொருள்	prodhim
பொருள்	produktin
பொருள்	produktit
பொருள்	produkt
பொருள்	objekti
பொருள்	objekt
பொருள்	kundërshtoj
பொருள்	subjekti
பொருள்	lënda
பொருள்	subjekt
அறிவியல்	shkencë
அறிவியல்	shkenca
பேச்சு	fjalimi
பேச்சு	fjalim
பேச்சு	flas
பேச்சு	flasim
பேச்சு	llafe
பேச்சு	flasin
பேச்சு	fol
பேச்சு	flisni
இதனால்	me
அனைத்து	krejt
அனைத்து	gjith
கல்வி	arsimimi
கல்வி	arsimi
கல்வி	edukata
கல்வி	edukim
கல்வி	arsim
கல்வி	edukimi
ஏப்ரல்	kerkuan
ஏப்ரல்	april
ஏப்ரல்	prill
ஏப்ரல்	prilli
உலக	botë
உலக	bota
உலக	bote
உலக	world
உலக	global
உலக	globale
கே	gej
கே	peder
கே	homoseksual
கே	gay
முடியும்	mund
முடியும்	mundet
முடியும்	mundesh
முடியும்	munden
முடியும்	muj
கீழ்	poshtë
கீழ்	poshte
கீழ்	posht
கீழ்	nen
கீழ்	nën
கீழ்	poshtë
இடம்	vend
இடம்	vendi
இடம்	place
இடம்	vendë
இடம்	vendodhja
இடம்	lokacioni
இடம்	vendndodhja
இடம்	vendndodhje
இடம்	pozicioni
இடம்	hapësira
இடம்	hapësirë
இடம்	hapsira
செப்டம்பர்	shtator
செப்டம்பர்	shtatorin
செப்டம்பர்	shtatori
பேர்	tjeret
பேர்	tjerë
பெரும்	mrekulli
சி	uni
சி	çi
சி	chi
நாடுகள்	shtetet
நாடுகள்	vendeve
நாடுகள்	shtete
நாடுகள்	vendet
தொகுதி	albume
தொகுதி	albumet
தொகுதி	sistem
தொகுதி	sistemin
தொகுதி	sistemi
தொகுதி	modulin
கிழக்கு	lindja
கிழக்கு	lindje
கிழக்கு	orient
கிழக்கு	lindor
கிழக்கு	lindore
அமைப்பு	konfigurimin
அமைப்பு	organizimi
அமைப்பு	organizim
அமைப்பு	kurth
அமைப்பு	sistem
அமைப்பு	sistemin
அமைப்பு	sistemi
அமைப்பு	organizata
அமைப்பு	organizim
அமைப்பு	organizatë
அமைப்பு	organizimi
அமைப்பு	strukturë
அமைப்பு	struktura
அமைப்பு	strukture
அளவு	shuma
அளவு	sasia
அளவு	sasi
அளவு	sasia
அளவு	shkalla
அளவு	madhësi
அளவு	përmasa
அளவு	madhësia
நகர்	nagar
மற்ற	tjera
மற்ற	tjetër
இந்து	hindu
இவற்றையும்	kto
இவற்றையும்	keto
இவற்றையும்	këto
இவற்றையும்	keta
தற்போது	tash
தற்போது	tani
தற்போது	aktualisht
பாடல்	kënga
பாடல்	kenge
பாடல்	këngë
உண்டு	dispozicion
உண்டு	kesh
உண்டு	kem
உண்டு	keni
வாழும்	jetesa
வாழும்	living
வாழும்	jeton
இருக்கிறது	dispozicion
நிறுவனம்	kompani
நிறுவனம்	kompania
நிறுவனம்	shoqëri
நிறுவனம்	ndërmarrje
நிறுவனம்	punëdhënësi
நிறுவனம்	organizata
நிறுவனம்	organizim
நிறுவனம்	organizatë
நிறுவனம்	organizimi
நிறுவனம்	organizata
நிறுவனம்	organizimi
நபர்கள்	popull
நபர்கள்	njerëz
நபர்கள்	njerez
நபர்கள்	personat
நபர்கள்	njerëzit
நபர்கள்	njerzit
காலனி	kolonia
காலனி	koloni
மேற்கு	perëndimi
மேற்கு	west
மேற்கு	perendimi
மேற்கு	perëndim
மேற்கு	perendim
மேற்கு	perëndimore
மேற்கு	perëndimore
மேற்கு	perëndimor
மேற்கு	perendimi
தலைவர்	presidentja
தலைவர்	presidentin
தலைவர்	presidenti
தலைவர்	president
தலைவர்	presidente
தலைவர்	udhëheqës
தலைவர்	lider
தலைவர்	lideri
முதலில்	first
சார்ந்த	relative
சார்ந்த	varësie
சார்ந்த	vartësi
சார்ந்த	bazuar
மேல்	krye
மேல்	maje
மேல்	top
மேல்	sipër
மேல்	majë
நாடு	shtet
நாடு	shteti
நாடு	vend
நாடு	vendi
மட்டும்	vetëm
மட்டும்	vetem
எண்	kont
எண்	numërimi
எண்	numer
எண்	numri
எண்	numër
எண்	numrin
குறிப்பிட்ட	pohonte
குறிப்பிட்ட	deklaruar
குறிப்பிட்ட	specifikuar
குறிப்பிட்ட	specifik
குறிப்பிட்ட	specifikë
குறிப்பிட்ட	specifike
செய்ய	make
சிறிய	little
சிறிய	pak
வந்த	erdhën
வந்த	erdhen
வந்த	erdha
வந்த	erdh
வந்த	erdhi
வேறு	tjera
வேறு	tjetër
மார்ச்	marshim
மார்ச்	mars
நிலையில்	gjendje
நிலையில்	kusht
நிலையில்	kushti
நிலையில்	skena
நிலையில்	stad
நிலையில்	skenë
நிலையில்	faza
பெண்	qik
பெண்	goce
பெண்	vajzë
பெண்	vajz
பெண்	girl
பெண்	femer
பெண்	gruaja
பெண்	grua
பெண்	femer
பெண்	femrës
பெண்	femër
பெண்	femra
பெண்	femre
வெற்றி	sukses
வெற்றி	suksese
வெற்றி	suksesi
வெற்றி	fiton
வெற்றி	fitorja
வெற்றி	korri
வெற்றி	won
வெற்றி	fitoi
வெற்றி	fituan
வெற்றி	fitore
வெற்றி	fito
வெற்றி	fitoj
வெற்றி	fitore
இணைப்பு	lidhje
இணைப்பு	lidhja
இணைப்பு	linku
இணைப்பு	link
இணைப்பு	lidhje
இணைப்பு	lidhja
இணைப்பு	bashkangjitur
திரைப்படம்	filmi
திரைப்படம்	film
திரைப்படம்	filmi
திரைப்படம்	film
வகை	kategoria
வகை	kategori
வகை	kategorinë
வகை	kategorisë
வகை	lloji
வகை	tip
வகை	modalitetin
வகை	modaliteti
ஐந்து	pesë
அதே	same
அதே	njëjtë
அதே	njesoj
அதே	njejt
அதே	njësoj
சிறப்பு	shfaqi
சிறப்பு	veçantë
சிறப்பு	special
சிறப்பு	speciale
விட	se
சுமார்	rreth
சுமார்	per
கட்டுரைகள்	artikujt
கட்டுரைகள்	artikuj
கட்டுரைகள்	nenet
படி	lexo
படி	lexoni
படி	lexoje
படி	lexoj
படி	hap
படி	step
படி	hapi
படி	shkel
மனித	njerëzore
மனித	njerzore
மனித	njerëzor
மனித	human
மனித	njeri
பெரும்பாலும்	pothuajse
பெரும்பாலும்	pothuaj
பெரும்பாலும்	thuajse
பெரும்பாலும்	shpesh
பெரும்பாலும்	shpeshherë
பெரும்பாலும்	kryesisht
கட்சி	aheng
கட்சி	festa
கட்சி	parti
கட்சி	festë
கட்சி	ndeja
கட்சி	party
பொது	përbashkët
பொது	publik
பொது	publikë
பொது	publike
பொது	publiku
பொது	public
பொது	gjeneral
பொது	gjenerali
பொது	përgjithshëm
பொது	general
கல்லூரி	kolegji
கல்லூரி	kolegj
இசை	muzikë
இசை	muzika
இசை	muzike
இசை	muzik
முறையில்	modalitetin
முறையில்	modaliteti
நாட்டின்	shtet
நாட்டின்	shteti
நாட்டின்	vend
நாட்டின்	vendi
மத்திய	qëndrore
மத்திய	central
மத்திய	qendror
மத்திய	qendrore
மில்லியன்	milionë
மில்லியன்	million
மில்லியன்	miliona
நகரம்	qyteti
நகரம்	city
நகரம்	qytet
எந்த	ndonjë
எந்த	çdo
எந்த	cila
எந்த	cilen
எந்த	cilat
எனப்படும்	thirri
எனப்படும்	thirren
நீர்	uje
நீர்	uj
நீர்	uji
நீர்	ujë
செய்யும்	bene
இணைந்து	bashkohen
இணைந்து	bashkohuni
இணைந்து	bashkohem
இணைந்து	bashkohu
விக்கிப்பீடியா	wikipedia
சென்று	gone
சென்று	iku
சென்று	iken
சென்று	shkuar
சென்று	ikur
சென்று	ikën
பார்க்க	shikon
பார்க்க	shihni
பார்க்க	shikoni
பார்க்க	shiko
பார்க்க	sheh
அணி	matriks
அணி	matrix
அணி	skuader
அணி	skuadër
அணி	ekipi
அணி	skuadra
அணி	ekipa
அணி	ekip
எழுதிய	shkruar
எழுதிய	shkruante
எழுதிய	shkroi
நிலையம்	stacion
நிலையம்	stacioni
மீட்டர்	metri
மீட்டர்	metër
மீட்டர்	metra
மீட்டர்	metri
மீட்டர்	metër
மீட்டர்	matës
மீட்டர்	meter
இடத்தில்	vend
இடத்தில்	vendi
இடத்தில்	place
இடத்தில்	vendë
கோவில்	tempulli
கோவில்	tempull
கோவில்	kovil
மாதம்	muaji
மாதம்	muaj
மதுரை	madurai
ஆய்வு	studimi
ஆய்வு	studim
ஆய்வு	kërkime
ஆய்வு	kërkim
ஆய்வு	hulumtimi
வட	veri
வட	veriut
வட	veriu
குறைந்த	low
குறைந்த	ulët
டிசம்பர்	dhjetor
டிசம்பர்	dhjetori
டிசம்பர்	dhjetorit
டிசம்பர்	dhjetorin
டிசம்பர்	dec
முன்	front
முன்	fronti
முன்	frontin
முன்	përpara
முன்	perpara
முன்	para
வாழ்க்கை	jetë
வாழ்க்கை	jeta
வாழ்க்கை	jete
சனவரி	janari
சனவரி	janar
புனித	shenjt
ஆகியவை	vis
ஆகியவை	vishi
இரண்டாவது	sekondë
இரண்டாவது	dyte
இரண்டாவது	sekond
இரண்டாவது	dyta
இரண்டாவது	dytë
இரண்டாவது	sekondare
இரண்டாவது	dytësore
இரண்டாவது	sekondar
இரண்டாவது	dytësor
ஆங்கிலம்	anglisht
ஆங்கிலம்	anglez
அங்கு	atje
அங்கு	aty
தொழில்	biznes
தொழில்	biznesi
தொழில்	biznis
தொழில்	industri
தொழில்	industrisë
தொழில்	industria
தொழில்	profesioni
தொழில்	profesion
பழைய	vjeter
பழைய	vjetër
பழைய	old
ஆண்டுகள்	vjet
ஆண்டுகள்	vite
ஆண்டுகள்	vitet
குறிப்பாக	veçanërisht
குறிப்பாக	veçanërisht
குறிப்பாக	sidomos
குறிப்பாக	specifikisht
குறிப்பாக	konkretisht
குறிப்பாக	veçanërisht
குறிப்பாக	veqanti
குறிப்பாக	posaçërisht
பார்க்கவும்	vizit
பார்க்கவும்	vizite
பார்க்கவும்	vizitoni
பார்க்கவும்	vizita
பார்க்கவும்	vizitë
பார்க்கவும்	kujdes
துறை	departamenti
துறை	departament
துறை	porte
துறை	port
துறை	portin
துறை	porti
கடல்	detare
கடல்	detar
கடல்	marine
கடல்	deti
கடல்	det
கடல்	detit
கடல்	oqeanin
கடல்	oqean
கடல்	oqeani
போல	si
போல	psh
போல	sikur
போல	like
இதற்கு	për
இதற்கு	per
தென்	jugu
தென்	jugut
தென்	jug
தென்	south
உயர்	high
உயர்	lart
உயர்	lartë
உயர்	deluxe
உயர்	luksi
வடக்கு	veri
வடக்கு	veriut
வடக்கு	veriu
ஆட்சி	mbretëria
ஆட்சி	mbretëri
ஆட்சி	rregulli
ஆட்சி	rregulla
ஆட்சி	qeverisje
ஆட்சி	qeverisja
ஆட்சி	mbretërimit
மக்களின்	popull
மக்களின்	njerëz
மக்களின்	njerez
மக்களின்	personat
மக்களின்	njerëzit
மக்களின்	njerzit
நோய்	sëmundje
நோய்	sëmundja
நோய்	sëmundjet
நோய்	sëmundje
நோய்	semundje
நோய்	sëmundjen
நோய்	sëmundja
நோய்	sëmundjet
தேர்தல்	zgjedhjeve
தேர்தல்	zgjedhje
தேர்தல்	zgjedhjet
தேர்தல்	zgjedhore
உற்பத்தி	prodhim
உற்பத்தி	prodhimi
உற்பத்தி	produksioni
உற்பத்தி	production
உற்பத்தி	prodhim
ஆக	aug
வந்தது	arriten
வந்தது	arriti
வந்தது	mbërriti
வந்தது	arrite
வந்தது	erdhi
வந்தது	erdhën
வந்தது	erdhen
வந்தது	erdha
வந்தது	erdh
வந்தது	erdhi
கலை	artet
கலை	arte
கலை	art
கலை	artit
கலை	arti
கலை	artin
தங்கள்	tyre
சமூக	sociale
சமூக	shoqerore
சமூக	shoqërore
சமூக	shoqërorë
சமூக	social
போல்	bol
போல்	si
போல்	psh
போல்	sikur
போல்	like
தர	cilësore
தர	kualitet
தர	cilësi
தர	cilësia
தர	cilesi
தர	kualiteti
நூற்றாண்டு	shekull
நூற்றாண்டு	shekulli
அவருடைய	vet
அவருடைய	tij
உலகின்	gjithësisë
உலகின்	botët
உலகின்	botëve
அமெரிக்கா	amerika
அமெரிக்கா	amerikë
அமெரிக்கா	amerik
பகுதிகளில்	zonat
பகுதிகளில்	fusha
வந்து	ejani
வந்து	ajde
வந்து	eja
பரிசு	cmimi
பரிசு	dhurata
பரிசு	dhurate
பரிசு	dhuratë
பரிசு	dhurat
பிரிவு	kategoria
பிரிவு	kategori
பிரிவு	kategorinë
பிரிவு	kategorisë
பிரிவு	divizion
பிரிவு	divizioni
பிரிவு	ndarje
பிரிவு	seksionin
பிரிவு	seksioni
பிரிவு	seksion
உடல்	body
உடல்	trupin
உடல்	trup
உடல்	trupi
உடல்	trupit
இவர்கள்	kto
இவர்கள்	keto
இவர்கள்	këto
இவர்கள்	keta
கூட	madje
கூட	edhe
கூட	gjithashtu
எழுத்தாளர்	shkrimtare
எழுத்தாளர்	shkrimtari
எழுத்தாளர்	shkrimtar
எழுத்தாளர்	shkrimtarit
குழு	grup
குழு	grupin
குழு	grupi
இலக்கிய	letërsia
இலக்கிய	letërsi
இலக்கிய	literaturë
இலக்கிய	letrare
இலக்கிய	letrar
விளையாட்டு	sportive
விளையாட்டு	sportet
விளையாட்டு	sporti
விளையாட்டு	sporte
விளையாட்டு	sport
விளையாட்டு	loje
விளையாட்டு	loja
விளையாட்டு	lojë
விளையாட்டு	sport
விளையாட்டு	sporti
உறுப்பினர்கள்	antarë
உறுப்பினர்கள்	anëtarët
உறுப்பினர்கள்	anëtarë
உறுப்பினர்கள்	antarët
இறப்பு	vdekje
இறப்பு	vdekja
இறப்பு	vdekshmërisë
அடி	kembet
அடி	këmbët
அடி	godit
அடி	hit
துணை	ortak
துணை	partnere
துணை	partnerja
துணை	partner
துணை	partneri
துணை	mbështetje
துணை	mbështetja
துணை	perkrahje
துணை	përkrahje
துணை	zëvëndës
துணை	nëndetëse
துணை	sub
துணை	nën
துணை	nëndetësja
துணை	zëvendës
பதிப்பு	edicioni
பதிப்பு	edicion
பதிப்பு	edicionin
பதிப்பு	version
பதிப்பு	versionin
பதிப்பு	versioni
சொல்	thone
சொல்	thuaj
சொல்	cekja
சொல்	thoni
சொல்	fjala
சொல்	fjal
சொல்	fjalë
சொல்	fjale
சொல்	thuaj
சொல்	thuaji
சொல்	tell
தெற்கு	jugu
தெற்கு	jugut
தெற்கு	jug
தெற்கு	south
கட்டுரை	ese
கட்டுரை	artikull
கட்டுரை	artikulli
கட்டுரை	neni
கட்டுரை	përbërjen
கட்டுரை	përbërja
கட்டுரை	artikujt
கட்டுரை	artikuj
கட்டுரை	nenet
வட்டம்	rrethi
சராசரி	mesatare
சராசரி	mesatar
சராசரி	mesatarja
சராசரி	mean
தொலைக்காட்சி	televizion
தொலைக்காட்சி	televizioni
தொலைக்காட்சி	televizori
முன்னாள்	ish
எண்ணிக்கை	kont
எண்ணிக்கை	numërimi
எண்ணிக்கை	frekuenca
எண்ணிக்கை	frekuencën
எண்ணிக்கை	frekuencë
தவிர	përjashtojnë
தவிர	përjashto
தவிர	përveç
தவிர	perveç
தவிர	përveq
தவிர	perveq
தவிர	pervec
நடிகர்	aktori
நடிகர்	aktor
பாடல்கள்	këngët
பாடல்கள்	këngë
இன்று	sote
இன்று	sotme
இன்று	sot
சட்டம்	kornizë
சட்டம்	korniza
சட்டம்	ligjin
சட்டம்	ligj
சட்டம்	ligji
சட்டம்	law
சட்டம்	juridike
சட்டம்	ligjore
சட்டம்	legale
சட்டம்	legal
சட்டம்	ligjor
சட்டம்	sillu
சட்டம்	akti
சட்டம்	vepro
சட்டம்	veper
அருகில்	afer
அருகில்	prane
அருகில்	afër
அருகில்	near
அருகில்	pranë
நேரம்	radhe
நேரம்	koha
நேரம்	kohe
நேரம்	here
நேரம்	ora
முதலாவது	first
நாம்	let
நாம்	le
நாம்	lejon
மூலமாக	via
மூலமாக	përmes
மூலமாக	nëpërmjet
மூலமாக	nëpër
மூலமாக	përmes
மூலமாக	nëpërmjet
உணவு	ushqimi
உணவு	ushqim
உணவு	ushqime
குறித்து	rreth
குறித்து	per
பெப்ரவரி	shkurtit
பெப்ரவரி	shkurt
பெப்ரவரி	shkurti
பகுதிகள்	segmentet
பகுதிகள்	komponent
பகுதிகள்	rajone
பகுதிகள்	rajonet
பகுதிகள்	pjesë
பகுதிகள்	pjeset
பகுதிகள்	pjesët
பகுதிகள்	pjesësh
பகுதிகள்	zonat
பகுதிகள்	fusha
நிறுவனங்கள்	organizata
நிறுவனங்கள்	organizatat
நிறுவனங்கள்	ndërmarrjet
நிறுவனங்கள்	kompani
நிறுவனங்கள்	kompanitë
நிறுவனங்கள்	ndërmarrje
ஜனவரி	janari
ஜனவரி	janar
எழுத்தாளர்கள்	shkrimtarët
எழுத்தாளர்கள்	shkrimtarë
நல்ல	paçi
நல்ல	mire
நல்ல	mirë
அடுத்த	tjetër
அடுத்த	tjetra
அடுத்த	tjetri
அடுத்த	tjeter
அடுத்த	next
படம்	foto
படம்	foton
படம்	foto
படம்	fotografi
படம்	figurë
படம்	imazh
படம்	figura
படம்	imazhi
பாதுகாப்பு	mbrojtje
பாதுகாப்பு	mbrojtja
பாதுகாப்பு	sef
பாதுகாப்பு	sigurt
பாதுகாப்பு	mbrojtje
பாதுகாப்பு	mbrojtja
பாதுகாப்பு	siguria
பாதுகாப்பு	sigurimi
பாதுகாப்பு	siguria
தஞ்சாவூர்	thanjavur
தந்தை	baba
தந்தை	babë
தந்தை	baben
தந்தை	ati
தந்தை	at
தந்தை	babës
பங்கு	roli
பங்கு	rol
பங்கு	rolit
பங்கு	rolin
பார்க்கப்பட்ட	shihet
அவர்களின்	tyre
செய்த	made
நியூ	niue
பதிவு	përshtypja
பதிவு	përshtypje
பதிவு	përshtypjen
பதிவு	regjistrohen
பதிவு	regjistri
பதிவு	regjistër
பதிவு	rekord
பதிவு	rekordi
பதிவு	rregjistrimi
பதிவு	regjistrimi
பதிவு	postimi
பதிவு	posto
பதிவு	postim
பதிவு	posti
பதிவு	postimin
ஐரோப்பிய	europian
ஐரோப்பிய	evropian
ஐரோப்பிய	evropiane
ஐரோப்பிய	europiane
முழுவதும்	plotësisht
முழுவதும்	plotësisht
முழுவதும்	plotesisht
முழுவதும்	tërësisht
முழுவதும்	komplet
முழுவதும்	krejtësisht
முழுவதும்	plot
முழுவதும்	full
முழுவதும்	plote
முழுவதும்	plotë
முழுவதும்	plotësuar
முழுவதும்	kompletuar
முழுவதும்	komplete
முழுவதும்	komplet
