oli	ws
ranskan	perancis
ranskan	france
ranskan	perancis
mitä	alahai
mitä	ape
näin	gergaji
näin	saw
paras	terbaik
paras	best
tarkoittaa	bermaksud
tarkoittaa	bererti
tarkoittaa	ertinya
toimii	works
toimii	berfungsi
pelaaja	player
pelaaja	pemain
pelaaja	gamer
lähes	almost
lähes	hampir
lähes	hampir
taas	lagi
taas	semula
kuoli	died
albumi	album
pitää	suka
pitää	likes
metriä	meter
metriä	meter
alle	dibawah
alle	bawah
alle	dibawah
alle	under
siellä	ada
laulu	vokal
laulu	menyanyi
laulu	bernyanyi
laulu	nyanyian
laulu	lagu
laulu	song
jopa	genap
välillä	sesekali
välillä	antara
erityisesti	terutamanya
erityisesti	especially
pois	away
pois	jauhnya
valittiin	dipilih
tässä	disini
tässä	sini
suuri	large
suuri	besar
suuri	besar
http	http
osallistui	dihadiri
osallistui	menghadiri
joukkue	skuad
joukkue	platun
joukkue	pasukan
joukkue	team
luettelo	senarai
edelleen	still
edelleen	masih
edelleen	pegun
alue	rantau
alue	wilayah
alue	kawasan
alue	zon
alue	keluasan
alue	kawasan
alue	area
maailman	world
maailman	dunia
kirjailija	novelis
kirjailija	penulis
kirjailija	pengarang
kirjailija	penulis
kirjailija	author
ilman	tanpa
sodan	war
sodan	perang
sodan	peperangan
tunnetaan	known
tunnetaan	dikenali
tunnetaan	diketahui
elokuvan	movie
elokuvan	cereka
elokuvan	filem
takaisin	belakang
takaisin	punggung
ruotsin	sweden
perustettiin	diasaskan
palasi	dikembalikan
tätä	ni
valmistui	lulus
valmistui	berkelulusan
kappale	perenggan
kappale	lagu
kappale	song
kitara	guitar
kitara	gitar
kitara	gitar
pituus	length
pituus	panjang
pituus	ketinggian
pituus	tinggi
pituus	height
miljoonaa	juta
miljoonaa	million
isbn	isbn
julkaisi	dikirim
julkaisi	disiarkan
kilometriä	km
kilometriä	miles
kilometriä	mil
kilometriä	kilometer
aika	cantik
aika	molek
aika	pretty
aika	waktu
aika	masa
aika	time
enemmän	lebih
enemmän	lagi
enemmän	more
alkaen	bermula
alkaen	memulakan
alkaen	dari
alkaen	daripada
kunta	commune
kunta	komun
kunta	munisipaliti
kunta	perbandaran
hopeaa	perak
turun	turku
kirkko	gereja
kirkko	church
levy	album
levy	rakam
levy	rekod
levy	cakera
levy	cakera
julkaistu	dilepaskan
julkaistu	released
julkaistu	dikeluarkan
julkaistu	dikirim
julkaistu	disiarkan
julkaistu	diterbitkan
ottelut	perlawanan
ottelut	padan
ottelut	mancis
ottelut	padanan
ottelut	pergaduhan
ottelut	perkelahian
missä	mana
lisätty	ditambah
saavutti	dijangkau
saavutti	dicapai
tehdä	buat
toiseksi	second
toiseksi	kedua
olemassa	wujud
olemassa	wujud
albumin	album
kirkon	gereja
kirkon	church
varten	untuk
viisi	lima
oman	oman
oman	sendiri
artikkeli	artikel
von	von
tästä	ni
syntymäpaikka	birthplace
uudelleen	lagi
uudelleen	semula
yhteydessä	bersambung
yhteydessä	disambungkan
yhteydessä	terpaut
yhteydessä	dipautkan
kertoo	mengisahkan
kunnes	till
kunnes	hinggalah
kunnes	hinga
kunnes	sehinggalah
kunnes	sampai
lähde	tinggalkan
lähde	sumber
kuningas	raja
kuningas	king
voisi	could
voisi	mampukah
pian	segera
pian	soon
monet	banyak
monet	monet
mestaruuden	championship
mestaruuden	kejohanan
mestaruuden	kejuaraan
pronssia	gangsa
raportti	report
raportti	lapor
raportti	laporkan
raportti	laporan
kyllä	ya
kyllä	yes
kyllä	iya
poika	boy
poika	kid
poika	nak
poika	putra
poika	son
ssa	ssa
sisältää	mengandungi
sisältää	termasuk
sisältää	merangkumi
otti	took
joskus	terkadang
joskus	kadang
joskus	kadangkala
joskus	sometimes
joskus	sometime
aikaa	waktu
aikaa	masa
aikaa	time
hieman	slightly
jalkapalloilija	footballer
laulaja	penyanyi
laulaja	singer
luokan	kategori
luokan	kelas
luokan	class
kolmas	ketiga
lähinnä	terutamanya
lähinnä	kebanyakannya
aluksi	awalnya
kultaa	emas
kultaa	gold
lähellä	dekat
lähellä	tutup
lähellä	berhampiran
lähellä	near
lähellä	dekat
lähellä	berhampiran
lähellä	berdekatan
piti	disukai
tehty	diperbuat
tehty	made
tehty	bancuh
tehty	done
muutti	ditukar
hyvä	good
hyvä	gud
siirrettiin	dipindahkan
viimeinen	last
rock	batu
rock	rock
rummut	dram
rummut	gendang
pitkä	tall
pitkä	panjang
pitkä	long
itä	timur
itä	timur
maa	country
maa	negara
maa	land
maa	tanah
maa	darat
maa	kontang
maa	bumi
kausi	musim
artikkeleita	artikel
jälleen	lagi
jälleen	semula
perustettu	diasaskan
perustettu	ditubuhkan
san	san
presidentti	presiden
pieni	kecik
pieni	kecil
pieni	kecik
nhl	nhl
keski	middle
keski	tengah
world	world
world	dunia
perusti	diasaskan
kirjoitti	menulis
ensin	pertama
ensin	first
ensin	dulu
ensin	dahulu
pitäisi	patut
pitäisi	sepatutnya
voitto	profit
voitto	win
voitto	menang
voitto	kemenangan
voitto	victory
voitto	menang
merkittävä	ketara
liittyi	disertai
liittyi	joined
liittyi	menyertai
saada	dapatkan
siten	justeru
määrä	isipadu
määrä	jilid
määrä	jumlah
määrä	amaun
määrä	kuantiti
määrä	ikhtiar
alkaa	bermula
alkaa	bermula
alkaa	bermula
alkaa	memulakan
alkaa	mulakan
alkaa	start
alkaa	mula
virallinen	rasmi
virallinen	official
yhtiö	syarikat
tunnettu	known
tunnettu	dikenali
tunnettu	diketahui
tunnettu	famous
tunnettu	terkenal
laivaston	navy
laivaston	armada
matti	matt
matti	matti
laji	sport
laji	sukan
laji	spesis
laji	spesies
laji	species
david	daud
david	david
oma	oma
oma	sendiri
saksalainen	jerman
täysin	fully
täysin	sepenuhnya
täysin	totally
neuvostoliiton	soviet
tampereen	tampere
joku	seseorang
joku	someone
joku	seseorang
style	style
style	gaya
style	subjenis
style	bergaya
style	stail
kuusi	six
kuusi	enam
from	dari
from	daripada
britannian	britain
britannian	british
britannian	britannia
johti	led
italian	itali
italian	itali
robert	robert
valtion	keadaan
valtion	negara
valtion	negeri
valtion	state
läpi	menerusi
läpi	melalui
opiskeli	dikaji
opiskeli	dipelajari
opiskeli	belajar
sarja	series
sarja	siri
sarja	seri
sarja	bersiri
sarja	turutan
sarja	jujukan
naisten	betina
naisten	wanita
naisten	perempuan
iii	iii
erittäin	sangat
erittäin	amat
erittäin	teramat
ainoastaan	sahaja
professori	profesor
professori	professor
miten	caranya
prosenttia	peratus
joko	either
armeijan	ketenteraan
armeijan	tentera
armeijan	tentera
armeijan	army
käytetty	diguna
käytetty	digunakan
käytetty	dibelanjakan
käytetty	dihabiskan
tammikuussa	januari
kesällä	summer
länsi	west
länsi	barat
länsi	barat
länsi	western
edustaa	mewakili
edustaa	represent
edustaa	mewakili
edustaa	mewakili
paul	paulus
paul	paul
kylä	kampung
palkinnon	prize
ehkä	mungkin
ehkä	perhaps
ehkä	barangkali
ehkä	mungkin
ehkä	maybe
lehden	magazine
lehden	majalah
sivu	page
sivu	mukasurat
sivu	halaman
james	james
kilometrin	mile
kilometrin	kilometer
jäsen	member
jäsen	ahli
york	york
pekka	pekka
pekka	peter
muuta	perubahan
muuta	ubah
michael	michael
ilmestyi	muncul
englannin	england
englannin	inggeris
englannin	inggeris
miesten	men
tietoa	maklumat
tietoa	data
tietoa	ilmu
tietoa	pengetahuan
kokonaan	sepenuhnya
kokonaan	sepenuhnya
osaa	bahagian
black	black
black	hitam
https	https
suoraan	straight
suoraan	direct
suoraan	langsung
suoraan	directly
kieli	tongue
kieli	lidah
kieli	bahasa
lopussa	hujung
lopussa	penghujung
isä	dad
isä	ayah
isä	daddy
isä	ayah
isä	bapa
isä	father
isä	ayahanda
seitsemän	seven
seitsemän	tujuh
hallituksen	pemerintahan
hallituksen	kerajaan
kasvaa	berkembang
kasvaa	membesar
kasvaa	meningkat
kasvaa	membesar
poliitikko	pkr
pelin	game
pelin	permainan
pelin	permain
versio	version
versio	versi
vuosien	tahun
love	love
love	cinta
liian	too
liian	jugak
live	live
brittiläinen	british
antaa	give
antaa	kasi
tuo	bawa
tuo	bawak
tuo	bahawa
sopimuksen	perjanjian
sopimuksen	agreement
sopimuksen	persetujuan
sopimuksen	kontrak
sopimuksen	contract
center	pusat
johtaja	pengarah
johtaja	pengurus
johtaja	manager
johtaja	leader
johtaja	pemimpin
alla	dibawah
alla	bawah
alla	dibawah
alla	under
koskaan	pernah
koskaan	penah
koskaan	ever
perustuu	berasaskan
perustuu	based
nopeasti	cepat
nopeasti	laju
nopeasti	cepat
hävisi	lost
hävisi	kehilangan
hävisi	hilang
single	single
single	bujang
single	singel
yhä	still
yhä	masih
yhä	pegun
päätti	diputuskan
nimet	nama
nimet	names
heti	segera
iso	large
iso	besar
iso	besar
iso	iso
ruotsalainen	sweden
pelannut	dimain
uusia	new
uusia	baharu
uusia	baru
rakennettu	dibina
rakennettu	dibina
kirja	kitab
kirja	tempah
kirja	book
aluksen	kapal
aluksen	wadah
aluksen	kapal
aluksen	ship
uutta	new
uutta	baharu
uutta	baru
ilmoitti	mengumumkan
ilmoitti	diumumkan
ilmoitti	umumkan
tosin	sungguhpun
tosin	walaupun
tosin	walau
tosin	though
tosin	meskipun
tosin	walaupun
tosin	walau
lisää	add
lisää	lebih
lisää	lagi
lisää	more
oikea	real
oikea	betulkan
oikea	betul
nykyinen	semasa
nykyinen	hadirkan
nykyinen	hadir
espanjan	sepanyol
espanjan	sepanyol
jäsenet	ahli
jäsenet	members
joulukuussa	disember
pääasiassa	kebanyakannya
pääasiassa	terutamanya
pääasiassa	terutamanya
pääasiassa	principally
maalia	cat
helsingissä	helsinki
syntynyt	lahir
syntynyt	dilahirkan
syntynyt	born
kilpailun	saingan
kilpailun	persaingan
kilpailun	pertandingan
kilpailun	contest
sama	sama
sama	same
kahdeksan	lapan
elokuussa	ogos
ranskalainen	perancis
eniten	most
eniten	paling
eniten	kebanyakan
eniten	terbanyak
vanha	tua
vanha	old
www	www
saksa	jerman
saksa	jerman
george	george
saattaa	might
luokka	kategori
luokka	kelas
luokka	class
oulun	oulu
toiminta	action
toiminta	tindakan
toiminta	aksi
toiminta	laga
toiminta	aktiviti
toiminta	operasi
toiminta	aktiviti
historia	sejarah
peter	peter
william	william
yliopisto	universiti
yliopisto	kolej
lokakuussa	oktober
lokakuussa	october
records	rekod
syksyllä	autumn
syksyllä	luruh
maria	maria
tarkoitus	purpose
sivusto	website
sivusto	tapak
englanti	england
englanti	inggeris
englanti	inggeris
edes	genap
marraskuussa	november
voittanut	won
voittanut	dimenangi
voittanut	menang
mahdollista	munasabah
mahdollista	kemungkinan
kuvaa	photo
kuvaa	foto
kuvaa	picture
kuvaa	gambar
anna	anna
alusta	platform
alusta	pelantar
alusta	kapal
alusta	ship
alusta	chassis
alusta	casis
los	los
luku	bab
luku	nombor
japanin	jepun
japanin	jepun
ottaa	direbut
ottaa	diambil
ottaa	taken
ottaa	ambil
ottaa	ambik
säveltäjä	penggubah
käyttö	penggunaan
käyttö	kegunaan
käyttö	menggunakan
käyttö	guna
ihmisen	manusia
ihmisen	human
kolmanneksi	ketiga
kiinan	china
kiinan	cina
kiinan	china
kiinan	cina
kesäkuussa	june
kesäkuussa	jun
mies	jantan
mies	male
mies	lelaki
sota	war
sota	perang
sota	peperangan
loppuun	selesaikan
loppuun	finish
helmikuussa	februari
heinäkuussa	julai
etenkin	terutamanya
etenkin	especially
meni	went
monia	banyak
metal	logam
metal	metal
palkinto	piala
palkinto	trofi
palkinto	pahala
palkinto	ganjaran
palkinto	reward
palkinto	prize
palkinto	penghargaan
palkinto	anugerah
käytännössä	praktis
asui	resided
amerikan	american
amerikan	amerika
amerikan	amerika
amerikan	america
ruotsissa	sweden
cupin	piala
cupin	cup
cupin	cawan
esitti	dipersembahkan
esitti	disajikan
yleisesti	amnya
yleisesti	umumnya
varsinkin	terutamanya
varsinkin	especially
sivut	pages
sivut	mukasurat
sivut	halaman
cup	piala
cup	cup
cup	cawan
ryhmä	skuad
ryhmä	berkumpulan
ryhmä	group
ryhmä	kumpulan
ryhmä	pasukan
ryhmä	team
huhtikuussa	april
afrikan	afrika
afrikan	afrika
afrikan	african
van	van
sunnuntai	ahad
sunnuntai	sunday
pitkään	panjang
pitkään	long
jean	jean
kansainvälinen	antarabangsa
seurasi	diekori
seurasi	diikuti
grand	rb
grand	grand
esittää	presenting
peli	game
peli	permainan
peli	permain
käyttäjä	penguna
käyttäjä	user
käyttäjä	pengguna
kappaleet	runut
kappaleet	trek
kappaleet	perenggan
kappaleet	chapter
kappaleet	bab
kappaleet	lagu
kappaleet	songs
päivän	hari
puolella	sisi
puolella	sampingan
puolella	samping
tuottaja	pengeluar
asema	status
asema	posisi
asema	kedudukan
asema	jawatan
asema	stesyen
asema	stesen
historian	sejarah
alan	alan
puoli	sisi
puoli	sampingan
puoli	samping
puoli	separa
puoli	separuh
puoli	haif
puoli	half
muuten	sebaliknya
music	muzik
music	music
formula	formula
richard	richard
antti	antti
charles	charles
pelaa	play
pelaa	main
pelaa	bermain
pelaa	main
pelaa	playing
city	city
city	bandaraya
city	bandar
city	kota
samaa	sama
samaa	same
puolue	parti
jotain	sesuatu
heikki	heikki
mikko	mikko
mikko	michael
puheenjohtaja	presiden
puheenjohtaja	ketua
puheenjohtaja	pengerusi
rooman	roman
rooman	rom
rooman	rom
rooman	roma
ilmeisesti	rupanya
ilmeisesti	jelas
norjan	norway
norjan	norway
päivää	hari
piiri	circuit
piiri	litar
piiri	daerah
seuraava	next
seuraava	selanjutnya
seuraava	seterusnya
varaus	reservation
varaus	tempahan
varaus	booking
varaus	rizab
runsaasti	abundance
samoin	samalah
samoin	sama
samoin	same
koulu	sekolah
naimisissa	berkahwin
yritys	syarikat
yritys	perniagaan
yritys	bisnes
yritys	enterprise
svg	svg
maanantai	isnin
jukka	jim
jukka	john
elää	living
elää	live
radio	radio
tapauksessa	kes
suomalaiset	finns
onnistui	berjaya
onnistui	diuruskan
thomas	thomas
nimeltään	bernama
nimeltään	disebut
nimeltään	dipanggil
lauantai	sabtu
pääosin	kebanyakannya
pääosin	terutamanya
johtaa	petunjuk
johtaa	mengetuai
johtaa	leading
johtaa	terkemuka
johtaa	plumbum
johtaa	lead
johtaa	pimpin
huomattavasti	ketara
juha	juha
kuinka	caranya
parhaiten	terbaik
parhaiten	best
musta	black
musta	hitam
ympäri	sekeliling
ympäri	keliling
ympäri	disekeliling
ympäri	sekitar
yle	yle
tie	jalan
tie	road
keisari	maharaja
keisari	kaiser
pistettä	takat
pistettä	point
saapui	tiba
saapui	arrived
tuomari	hakim
tuomari	pengadil
tuomari	ruj
tuomari	ref
musiikin	muzik
musiikin	music
vuosittain	tahunan
vuosittain	annually
vuosittain	tahunan
vaikuttaa	mempengaruhi
vaikuttaa	pengaruh
muusikko	pemuzik
lehti	akhbar
lehti	magazine
lehti	majalah
lehti	dedaun
lehti	daun
lehti	jurnal
with	dgn
with	dengan
toimintaa	action
toimintaa	tindakan
toimintaa	aksi
toimintaa	laga
toimintaa	aktiviti
toimintaa	aktiviti
viralliset	rasmi
viralliset	official
piispa	biskop
piispa	bishop
itsensä	dirinya
itsensä	dirinya
muista	ingat
paino	berat
martin	martin
karjalan	karelia
carl	carl
vuosi	tahun
saari	pulau
saari	island
saari	isle
järven	tasik
järven	lake
ranska	perancis
ranska	france
ranska	perancis
hallitus	kabinet
hallitus	pemerintahan
hallitus	kerajaan
neljäs	keempat
kylän	kampung
pääkaupunki	modal
pääkaupunki	capital
saint	saint
henkilö	individu
henkilö	orang
henkilö	person
kierros	lawatan
kierros	tour
kierros	lap
kierros	pusingan
kierros	bulat
johan	johan
mahdollisesti	berkemungkinan
mahdollisesti	berpotensi
vanhemmat	ibubapa
vanhemmat	induk
vanhemmat	parent
vanhemmat	ibubapa
vastaa	jawapan
vastaa	reply
keskus	pusat
keskus	centre
keskus	pusat
muu	lain
kilpailu	saingan
kilpailu	persaingan
kilpailu	pertandingan
kilpailu	contest
kari	kari
joukot	pasukan
alkuperäinen	original
maahan	tanah
maahan	ground
valtio	country
valtio	negara
valtio	keadaan
valtio	negara
valtio	negeri
valtio	state
valtio	pemerintahan
valtio	kerajaan
täällä	disini
täällä	sini
timo	timo
dollaria	dollar
dollaria	dolar
tiistai	selasa
venäjä	rusia
venäjä	rusia
venäjä	russia
don	don
der	der
sisällä	inside
sisällä	didalam
ura	kerjaya
ura	kerjaya
painos	edition
painos	edisi
erosi	bercerai
miksi	mengapa
miksi	sebabnya
kirjoittaa	tulis
kirjoittaa	menulis
kirjoittaa	menaip
kirjoittaa	tulisan
kirjoittaa	menulis
kirjoittaa	penulisan
aiheuttaa	punca
aiheuttaa	sebab
aiheuttaa	punca
aiheuttaa	menyebabkan
asuu	nyawa
asuu	lives
taistelu	pertempuran
taistelu	peperangan
taistelu	lawan
taistelu	berlawan
taistelu	bergaduh
taistelu	fight
toimittaja	pembekal
toimittaja	wartawan
toimittaja	wartawan
toimittaja	penyunting
toimittaja	editor
auto	car
auto	kereta
auto	jalanraya
auto	auto
seuraavat	mengikuti
seuraavat	following
red	merah
red	red
nimeä	pengiktirafan
nimeä	nama
kertoi	told
joen	sungai
joen	river
joen	joe
dvd	dvd
levyn	album
levyn	cakera
levyn	cakera
muutaman	few
kreikan	greek
kreikan	yunani
italialainen	itali
johannes	johannes
johannes	john
paitsi	kecuali
viime	last
asioita	perkara
venäläinen	rusia
perjantai	jumaat
mieltä	view
pari	couple
sana	perkataan
sana	sana
top	top
arvo	darjat
arvo	pangkat
arvo	rank
arvo	nilai
poistaa	delete
oscar	oscar
ruotsi	sweden
ruotsi	sweden
keskiviikko	rabu
osittain	bahagian
osittain	partly
osittain	sebahagiannya
osittain	sebahagiannya
torstai	khamis
väkiluku	penduduk
väkiluku	populasi
veli	bro
veli	saudara
veli	brother
veli	abg
voittaja	pemenang
yhdysvaltojen	usa
jotkut	sesetengahnya
jotkut	sesetengah
tiedot	info
tiedot	maklumat
tiedot	maklumat
tiedot	data
tiedot	perincian
tiedot	butiran
tiedot	details
tiedot	detail
ryhmän	berkumpulan
ryhmän	group
ryhmän	kumpulan
paremmin	better
intian	indian
intian	india
intian	india
yleinen	lumrah
yleinen	common
yleinen	umum
yleinen	jeneral
yleinen	general
helposti	mudahnya
karl	karl
kapteeni	kapten
osti	dibeli
osti	dibeli
osti	bought
kai	kai
suuria	large
suuria	besar
elokuvissa	movies
elokuvissa	cereka
elokuvissa	filem
khl	khl
jää	ais
jää	stay
kuukauden	bulan
yhdeksän	sembilan
kasvoi	meningkat
tytär	puteriku
tytär	daughter
selvästi	jelas
selvästi	jelas
suku	genus
suku	family
suku	keluarga
puoliso	pasangan
kuoleman	kematian
kuoleman	death
kuoleman	maut
kuoleman	ajal
filosofian	falsafah
one	satu
one	one
palveli	menghidang
palveli	dihidangkan
minuuttia	minit
seuraa	follow
äiti	mommy
äiti	mama
äiti	ibu
äiti	ibu
äiti	bonda
äiti	mum
naimisiin	kahwin
suomeksi	finland
silti	namun
näyttää	looks
ihmiset	insan
ihmiset	manusia
ihmiset	people
ihmiset	orang
ihmiset	rakyat
ihmiset	orng
romaani	novel
linja	line
linja	garisan
toi	dibawa
euroa	euro
euroa	eur
euroa	euro
senttimetriä	sentimeter
senttimetriä	sentimeter
kaiken	semuanya
kaiken	segalanya
korkein	supreme
korkein	tertinggi
joseph	yusuf
joseph	joseph
ilta	petang
ilta	malam
tavallisesti	kebiasaannya
tavallisesti	kebiasaannya
tavallisesti	biasanya
tavallisesti	kebiasaannya
tavallisesti	biasanya
valmistunut	lulus
valmistunut	berkelulusan
valmistunut	graduan
valmistunut	lulus
valmistunut	graduate
lasta	kanak
lasta	anak
lasta	child
päivä	hari
american	american
american	amerika
ohjaaja	pengarah
arkkitehti	arkitek
arkkitehti	arkitek
liittyy	berkaitan
liittyy	terkait
liittyy	related
liittyy	berkait
liittyy	menyertai
merkittäviä	ketara
muuttaa	menukar
muuttaa	perubahan
muuttaa	ubah
osaksi	partly
osaksi	sebahagiannya
nimetty	bernama
nimetty	dicalonkan
till	til
till	till
vähintään	minima
vähintään	minimum
muodostaa	membentuk
muodostaa	bentukkan
tiedosto	fail
tilalle	digantikan
tilalle	diganti
malli	model
malli	templat
henrik	henrik
henrik	henry
järvi	tasik
järvi	lake
yritti	dicuba
yritti	mencuba
tieto	ilmu
tieto	pengetahuan
musiikkia	muzik
musiikkia	music
koulun	sekolah
antiikin	antique
antiikin	antik
antiikin	purba
antiikin	kuno
antiikin	antik
tarkoituksena	purpose
tärkeä	penting
tapahtuu	happening
elämä	life
elämä	hidup
elämä	kehidupan
elämä	hidupan
lahden	lahti
neljänneksi	keempat
musiikki	muzik
musiikki	music
united	bersatu
united	united
kiinni	catch
kiinni	tangkap
kiinni	tertangkap
kiinni	ditutup
kiinni	tertutup
team	pasukan
team	team
maata	country
maata	negara
maata	land
maata	tanah
maata	darat
maata	kontang
viron	estonia
ville	ville
vähemmän	kurang
vähemmän	kurangkan
vähemmän	less
life	life
life	hidup
life	kehidupan
life	hidupan
tampere	tampere
kylässä	kampung
välissä	antara
min	min
ulkopuolella	luar
ulkopuolella	diluar
australian	australian
australian	australia
australian	australia
löytää	find
louis	louis
kokoelma	kompilasi
kokoelma	koleksi
kokoelma	collection
vaiheessa	pentas
vaiheessa	panggung
vaiheessa	tahap
yrittää	mencuba
pääministeri	premier
kuvia	imej
kuvia	gambar
kuvia	foto
kuvia	pic
kuvia	pictures
kuvia	gambar
kansanedustaja	kongres
kanadan	kanada
kanadan	canada
kanadan	kanada
des	des
ilmestynyt	muncul
kanadalainen	kanada
armeija	ketenteraan
armeija	tentera
armeija	tentera
armeija	army
ihmisiä	people
ihmisiä	orang
ihmisiä	rakyat
ihmisiä	orng
tuottaa	produce
tuottaa	hasilkan
tuottaa	menjana
vapaa	free
kenraali	umum
kenraali	jeneral
kenraali	general
mark	tanda
mark	mark
mtv	mtv
muistuttaa	ingatkan
muistuttaa	menyerupai
oikein	betulkan
oikein	betul
runoilija	penyair
runoilija	pujangga
vanhin	elder
vanhin	sulung
vanhin	tertua
vanhin	sulung
vanhin	eldest
del	del
kitaristi	guitarist
moskovan	moscow
jyväskylän	jyväskylä
harry	harry
korkeus	altitud
korkeus	ketinggian
korkeus	ketinggian
korkeus	ketinggian
korkeus	tinggi
korkeus	height
lopetti	tamatkan
lopetti	quit
lopetti	dihentikan
lopetti	terhenti
jatkaa	teruskan
version	version
version	versi
verrattuna	berbanding
verrattuna	dibandingkan
halusi	dicari
halusi	teringin
halusi	wanted
jokainen	semuanya
jokainen	setiap
jokainen	setiap
jokainen	each
puolan	polish
puolan	poland
puolan	poland
km²	km²
henry	henry
muodossa	borang
muodossa	format
numero	nombor
perhe	family
perhe	keluarga
kuvan	picture
kuvan	gambar
erkki	erkki
mestaruus	championship
mestaruus	kejohanan
mestaruus	kejuaraan
liitto	perikatan
liitto	persekutuan
liitto	pakatan
liitto	persekutuan
