mississippi	미시시피
federaci	연방
sólo	solo
sólo	솔로
křídy	백악기
jater	간간
jater	간디
dílčí	부분적
dílčí	부분
kritérií	기준
schváleno	승인
odstavec	문단
odstavec	단락
tendenci	경향
nedávné	최근
kansas	캔자스
povoleno	활성화
povoleno	허용
flora	플로라
mitsubishi	미쓰비시
ráj	파라다이스
ráj	천국
ráj	낙원
přeložit	번역하기
přeložit	번역
polák	폴란드어
polák	폴란드
esa	에이스
nancy	낸시
protein	단백질
nfl	nfl
kohout	수탉
vily	빌라
vily	빌라
chemická	화학물질
chemická	화학
létající	flying
létající	플라잉
létající	날아라
létající	비행
účetnictví	회계
účetnictví	회계학
čtenářů	리더
čtenářů	독자
působnost	범위
působnost	스코프
karen	카렌
karen	캐런
sloučit	병합
sloučit	합치기
sloučit	통합
reforma	개혁개방
reforma	개혁
žádoucí	원하는
žádoucí	바람직
žádoucí	바람직해
žádoucí	바람직한
proteiny	단백질
proteiny	단백질
england	잉글랜드
hlášení	신고
hlášení	보고서
hlášení	보고
hlášení	신고
hlášení	보고서
hlášení	보고
hlášení	보고서
odstraňování	제거
paralelní	평행
paralelní	병렬
raketoplán	셔틀
přesnost	정밀도
přesnost	정밀
přesnost	정확도
přesnost	정밀도
přesnost	정확성
vertikální	수직
vertikální	세로로
vertikální	세로
podnět	불만
podnět	자극
podnět	인센티브
podnět	이니셔티브
vytvořeno	생성
vytvořeno	만들었습니다
popularitu	인기
dramatické	극적
železná	철쭉
zabití	살인죄
zabití	살인
ilegální	불법
čistá	청소
čistá	깨끗한
čistá	깨끗하다
čistá	순수한
čistá	순수
řekla	말했다
vydaný	발급
vydaný	발행
sta	sta
toky	흐름
expanze	팽창
expanze	급팽창
expanze	전개
expanze	확장
istanbulu	이스탄불
tržní	마켓
tržní	시장
agresivní	공격적
campbell	캠벨
obnovy	복구
obnovy	회복
životnost	평생
radar	레이더
alain	알랭
kabiny	객실
pochopil	이해
omylem	우연히
mapování	맵핑
mapování	매핑
expozici	노출
tábory	캠프
sourozenci	형제
sourozenci	형제자매
sourozenci	남매
mrtvý	사망
mrtvý	데드
vysílat	방송
phoenix	피닉스
dosáhne	도달
anti	안티
konstantinopole	콘스탄티노
řez	잘라
řez	절개
vyhnanství	망명
vyhnanství	exile
pořádek	순서
pořádek	주문
cruz	크루즈
turci	터키인
tanečnice	댄서
tanečnice	무용수
tanečnice	댄서
tanečnice	dancer
porušování	위반
prodat	판매하기
prodat	팔아
prodat	판매
dennis	데니스
rumunské	루마니아
rumunské	루마니아인
rumunské	루마니아어
respekt	존경
respekt	존중
pete	피터
pete	피트
cska	cska
objektivní	목적
objektivní	목표
kometa	혜성
optimální	최적
optimální	최적
obydlí	거주
servery	서버
libanonu	레바논
překvapení	서프라이즈
minimum	최소
galaxií	은하
galaxií	은하
galaxií	갤럭시
prach	먼지
prach	가루
prach	파우더
fotografka	사진사
fotografka	사진관
fotografka	포토그래퍼
fotografka	사진작가
blesk	플래시
blesk	라이트닝
blesk	번개
productions	프로덕션
productions	프로덕션스
chu	chu
vývojové	발달
mir	mir
mir	미르
lorenzo	로렌조
maximum	최대
třináct	thirteen
těžší	무겁게
těžší	무거운
melo	멜로
tváře	얼굴
tváře	얼굴들
optické	광학
optické	광안리
optické	광화문
úpadek	거절
úpadek	거부
úpadek	쇠퇴
úpadek	파산
hollywood	헐리우드
hollywood	할리우드
houston	휴스턴
pokaždé	everytime
molekulární	분자
tvrdě	열심히
tvrdě	하드
tvrdě	어려워
vlasů	머리카락
vlasů	머리
vlasů	머리카락이
izolace	격리
izolace	고립
kyslík	산소
riga	리가
money	머니
money	돈이
colin	콜린
skotské	스카치
skotské	스코틀랜드
skotské	스코틀랜드인
sochu	동상
sochu	여신상
sochu	조각상
indonésie	인도네시아
umožnit	활성화
umožnit	사용하기
umožnit	허용
umožnit	허용하기
kriminální	범죄자
předávání	변속기
předávání	전송
předávání	전달
slovinské	슬로베니아
slovinské	슬로베니아어
slovinské	슬로베니아
slovinské	슬로베니아어
loďstvo	함대
loďstvo	플리트
koupit	사기
standardy	표준
had	뱀과
štíty	방패
nemožné	impossible
nemožné	불가능하다
nemožné	불가능
nemožné	불가능한
domény	도메인
domény	도메인
domény	영역
infrastruktury	인프라
zřetelně	명확하게
zřetelně	명백하게
zřetelně	명백히
šedá	회색
šedá	그레이
šedá	회색
šedá	그레이
glasgow	글래스고
muslimové	무슬림
učitelka	선생님
učitelka	교사
učitelka	스승
vzdálená	리모콘
vzdálená	원격
vzdálená	리모컨
prototypy	프로토타입
pochopit	이해
pochopit	이해하기
pochopit	알아듣기
bonus	보너스
ryba	피쉬
ryba	피시
ryba	생선
ryba	물고기
rádio	라디오방송
rádio	라디오
samantha	사만다
jeskyni	케이브
jeskyni	동굴
polskem	폴란드
měny	통화
měny	화폐
měny	통화
měny	화폐
guillaume	기욤
indiáni	인디언스
indiáni	인디언
maxe	맥스
maxe	막스
maxe	최대
maxe	max
melodie	melody
melodie	멜로디
kostýmy	의상
břišní	복부
dinosaurů	공룡
police	선반
police	선반
sultán	술탄
fra	fra
gravitační	중력
gravitační	중력
gravitační	중력
parker	파커
dinosaura	공룡
schumacher	슈마허
bezpečí	안전
bezpečí	안전성
řízené	제어
účty	지폐
účty	계좌
účty	계정
elektřiny	전력
elektřiny	전기
brigáda	여단
vrtulníků	헬리콥터
watson	왓슨
mach	mach
otroctví	노예제도
otroctví	노예제
otroctví	속박
registrace	등록
registrace	등록
nalezeno	찾았다
nalezeno	찾았습니다
nalezeno	발견됨
becker	becker
přilehlé	인접
přilehlé	인접한
trhy	시장
novinářka	기자
novinářka	언론인
novinářka	저널리스트
návštěvníci	방문자
návštěvníci	방문객
pracovníci	노동자
pracovníci	노동자들
pracovníci	근로자
rovná	같음
chorvatska	크로아티아
chorvatska	크로아티아인
pravidelný	정규
pravidelný	보통
munice	탄약
munice	탄약
zábradlí	레일
čtyřicet	마흔
justice	정의
justice	사법
justice	사법제도
podrobnosti	세부사항
ruda	광석
výměnu	교환
průběžně	지속적으로
bojovníků	전사
bojovníků	워리어스
bojovníků	파이터스
bojovníků	파이터
bojovníků	파이터즈
anonymní	익명
osmé	여덟번째
čte	읽기
africké	아프리카
dary	선물
dary	기부
dary	기부금
greg	그레그
greg	그렉
malajsie	말레이시아
malajsie	말레이시아어
malajsie	말레이시아
malajsie	말레이시아어
pacific	태평양
pacific	퍼시픽
odznak	위젯
odznak	배지
odznak	뱃지
odznak	명함
shodné	동일한
shodné	동일
shodné	동일함
klienta	클라이언트
biskupové	주교
příjezdu	입국
příjezdu	도착
kompaktní	컴팩트
kompaktní	콤팩트
úlohy	작업
úlohy	태스크
úlohy	역할
platformy	플랫폼
platformy	플랫폼
dramatický	극적
vektor	벡터
kritérium	기준
molekul	분자
morris	모리스
walker	워커
pokoje	객실
fasáda	파사드
mléko	우유
mléko	밀크
malíři	화가
vyobrazení	묘사
otvory	구멍
otvory	구멍이
ralph	랄프
ralph	랠프
kvantové	양자
oblíbená	인기가요
oblíbená	인기
oblíbená	인기가
oblíbená	favourite
oblíbená	즐겨
oblíbená	좋아하는
kamery	카메라
příloha	첨부
bass	베이스
bass	배스
helsinkách	헬싱키
jupiter	목성
jupiter	목성의
kazachstán	카자흐스탄
dobývání	정복
kolegů	동료들
turbo	터보
android	android
android	안드로이드
koření	양념
koření	양념
sůl	소금
abstraktní	추상화
abstraktní	추상
převrat	쿠데타
maxima	막시무스
krvi	피피
krvi	블러드
krvi	혈액
mozart	모차르트
mini	미니
happy	해피
happy	행복
happy	행복해
happy	행복하다
happy	행복한
vinci	다빈치
zaplatit	지불
zaplatit	결제
kin	친족
hunter	사냥꾼
hunter	헌터
postupné	진보주의
postupné	프로그레시브
termíny	날짜
termíny	데이트
termíny	약관
termíny	용어
termíny	마감
jezdce	라이더
jezdce	라이더스
jezdce	라이더
bordeaux	보르도
tbilisi	트빌리시
putování	여행
putování	방황
kapitál	자본
kapitál	수도
kapitál	캐피탈
kapitál	자본주의
kapitál	캐피털
stack	스택
okamžik	순간
dědeček	할아버지
dědeček	할아버지
dědeček	외할아버지
zločiny	범죄
střechu	옥상
střechu	지붕
pen	pen
sodný	나트륨
prázdné	비어
prázdné	비어
etapy	단계
abú	abu
nepřetržitě	지속적으로
nepřetržitě	끊임없이
nepřetržitě	지속적으로
vzdušné	에어리
dominika	도미니카
ponožky	양말
ponožky	socks
nahrazení	교체
nahrazení	교체
mechaniky	역학
rozsudek	심판
rozsudek	판단
rozsudek	판결
rozsudek	판결
rozsudek	판단력
rozsudek	심판
rozsudek	판단
rozsudek	문장
soc	soc
bush	부시
sofia	소피아
rasy	경주
rasy	인종
geologické	지질학
geologické	지질
odmítnutí	거절
odmítnutí	거부
odmítnutí	거절
přijímat	받기
babička	할머니
babička	외할머니
babička	할머니
babička	할머니
trénoval	훈련
evoluce	에볼루션
evoluce	진화
evoluce	진화론
přítelkyně	여자친구
přítelkyně	여자친구
přítelkyně	걸프렌즈
costa	코스타
astronaut	우주비행사
astronaut	우주인
účinné	효율적
účinné	효과적
buffalo	버팔로
buffalo	버펄로
zachrání	저장
houba	스폰지
houba	스펀지
houba	곰팡이
houba	버섯
informatiky	정보학
byty	아파트
zneužití	남용
zneužití	악용
zneužití	학대
zneužití	남용
zneužití	악용
kapitol	캐피틀
kapitol	캐피톨
kapitol	의사당
kapitol	캐피탈
prachu	먼지
havárie	교통사고
havárie	사고
havárie	추락사고
havárie	추락
havárie	충돌
havárie	충돌
havárie	사고
kennedy	케네디
miles	마일스
miles	마일리지
miles	마일
miles	마일리
miles	마일즈
vlhké	촉촉한
poslání	미션
poslání	선교
křížek	교차
křížek	십자
křížek	십자가
křížek	크로스
rozměr	차원
spojence	연합군
spojence	연합국
spojence	앨리
kotle	보일러
vězeň	포로
mléka	우유
mléka	밀크
lloyd	로이드
oslo	오슬로
cohen	코헨
homer	호머
proměnných	변수
kláštery	수도원
rovné	똑바로
rovné	스트레이트
rovné	평등
sekvence	시퀀스
sekvence	순서
sekvence	시퀀스
prohlížeč	시청자
prohlížeč	뷰어
prohlížeč	브라우저
marion	매리언
marion	마리온
zažil	경험
propagační	프로모션
binární	바이너리
meče	도검
jeskyní	동굴
seznamů	리스트
seznamů	목록
seminář	워크샵
seminář	워크숍
seminář	세미나
fanoušky	팬들
požadované	요청함
požadované	필요함
požadované	필수
politici	정치인들
politici	정치인
politici	정치가
uzavřený	비공개
uzavřený	닫힌
zakládající	창립
rozchod	해체
terminál	터미널
vodopád	폭포
vodopád	폭포수
ffa	ffa
čaj	홍차
lovci	사냥꾼
lovci	헌터
operátor	작용소
operátor	연산자
operátor	운영자
torpédoborec	구축함
životy	생명
připomínky	관찰
připomínky	관측
připomínky	댓글
čištění	청소
čištění	클리닝
originál	원본
originál	오리지널
irc	irc
minulost	과거
nos	코코
vinice	포도밭
vinice	포도
vinice	포도밭
vinice	포도
mírné	가벼운
mírné	적당히
závislý	중독
závislý	종속
závislý	중독자
strážce	수호
strážce	보호자
strážce	가디언
pravopis	철자
pravopis	맞춤법
pravopis	철자법
past	트랩
past	함정
konkurence	경쟁자
konkurence	경쟁사
konkurence	경쟁
přesvědčil	설득
nákup	구매
nákup	구입
nákup	구매하기
nákup	쇼핑
nákup	구매
nákup	구매
nákup	구매
peklo	지옥
objevení	발견
napadl	습격
bach	바흐
vězni	죄수
fish	피쉬
fish	피시
fish	생선
fish	물고기
roztok	해결책
roztok	솔루션
susan	수잔
rozum	이유
cukru	슈가
cukru	설탕
cukru	슈슈
rotace	회전
rotace	회전
blogu	블로그
beat	beat
beat	이겨
beat	비트
sdílení	공유
sdílení	공유해
sdílení	공유하기
sdílení	공유
sdílení	주식
sdílení	공유
kresba	그리기
propagace	홍보
propagace	프로모션
propagace	홍보
propagace	프로모션
propagace	승진
postižení	장애
postižení	장애인
číslice	숫자
číslice	숫자
etiopie	에티오피아
divoká	와일드
divoká	야생
pavilon	파빌리온
sny	드림
api	api
api	api
api	apis
křižáci	크루세이더
orientované	지향
luxusní	디럭스
luxusní	명품
luxusní	럭셔리
luxusní	호화
gilbert	길버트
bristol	브리스틀
bristol	브리스톨
magie	마술
magie	마법
magie	magic
magie	매직
palace	궁궐
palace	궁전
simone	시몬
simone	시모네
simone	시몬
simone	사이몬
simone	사이먼
čistý	지우기
čistý	지우
čistý	맑음
čistý	순수한
čistý	순수
čistý	청소
čistý	깨끗한
čistý	깨끗하다
keř	부시
nicholas	니컬러스
nicholas	니콜라스
nicholas	니콜라우스
terénní	지형
spuštěn	트리거
spuštěn	시작됨
pákistánu	파키스탄
maine	메인
ovzduší	대기
ovzduší	분위기
ovzduší	항공
ovzduší	에어
ovzduší	공기
craig	크레이그
boty	신발
boty	장화
boty	부츠
modlitby	기도
plavidlo	선박
plavidlo	공예
podrobný	자세히
skvrny	얼룩
skvrny	스팟
skvrny	반점
náhradník	대체
puška	소총
dcer	딸들
schody	스텝
schody	걸음
schody	단계
schody	계단
výčet	열거
pochybnosti	의심
pochybnosti	의심
salzburg	잘츠부르크
pec	오븐
pec	pec
živý	alive
sezení	앉은
sezení	세션
sezení	세션
hladké	부드럽게
nastavit	설정
nastavit	설정하기
nastavit	집합
nastavit	세트
nastavit	설정
nastavit	설정
archeologie	고고학
archeologie	고고학
vyráběné	제조
rezidence	거주지
rezidence	주택
rezidence	레지던스
rezidence	주택지
klasifikaci	분류법
klasifikaci	분류학
klasifikaci	분류
zvyšování	증가
sada	집합
sada	세트
sada	설정
parkoviště	주차장
parkoviště	주차
výzvu	도전
zneužívání	학대
zneužívání	남용
zneužívání	악용
pánev	골반
pánev	냄비
pánev	프라이팬
pánev	냄비
atomů	원자
konceptu	concept
konceptu	컨셉
konceptu	개념
zlepšit	개선하기
zlepšit	향상
zlepšit	개선
vlnu	양모
vlnu	양털
bitev	전투
vyrobit	make
hostitele	주최
hostitele	호스트
elisabeth	엘리자벳
elisabeth	엘리자베스
battle	전투
battle	배틀
kouření	흡연
kouření	금연
ward	워드
inspirace	영감
inspirace	영감을
vln	파도
doporučuji	추천합니다
doporučuji	추천
návštěvu	방문
návštěvu	방문하기
lidstvo	인류
lidstvo	인류
komponenty	구성요소
komponenty	부품
komponenty	성분
předcházející	이전
dokumentaci	설명서
dokumentaci	문서
otevřít	오픈
otevřít	열기
atributy	속성
berkeley	버클리
svátky	휴일
svátky	명절
svátky	연휴
svátky	홀리데이
svátky	휴가
svátky	공휴일
svátky	휴일
svátky	연휴
svátky	공휴일
svátky	명절
progresivní	진보주의
progresivní	프로그레시브
lan	lan
opakovat	반복한다
opakovat	반복합니다
opakovat	반복
montana	몬태나
popředí	전경
přesahuje	초과
filtr	필터링
filtr	필터
nba	nba
knight	기사
knight	나이트
atomy	원자
romance	연애
romance	로맨스
ring	링링
ring	반지
ring	소환
nádoby	혈관
nádoby	컨테이너
mika	미카
elena	엘레나
laboratoře	실험실
laboratoře	연구소
laboratoře	연구실
laboratoře	연구소
laboratoře	실험실
večerní	저녁
lincoln	링컨
abraham	아브라함
abraham	에이브러햄
barevný	채색
barevný	화려하다
američan	아메리칸
američan	미국인
tlačítko	버튼
tlačítko	단추
jelení	사슴
humor	유머
humor	유머
pacient	환자
jednotlivce	개인
tokiu	도쿄
tokiu	동경
zacházení	처리
zacházení	취급
zacházení	다루기
zacházení	시술
zacházení	치료
sedmá	일곱번째
flétnu	플룻
flétnu	플루트
turecký	터키식
turecký	터키어
turecký	터키
bruins	브루인스
příručka	안내서
příručka	도움말
příručka	수동
příručka	설명서
příručka	매뉴얼
příručka	안내서
příručka	가이드
příručka	안내
pozval	초대
jemné	부드러워
jemné	청량
jemné	부드럽게
jemné	부드러운
jemné	소프트
jemné	미묘
jemné	미묘한
poušť	사막
calgary	캘거리
michelle	미셸
sotva	간신히
rám	액자
rám	프레임
dávky	혜택
dávky	이득
charakteristiky	특성
charakteristiky	특징
židům	유대인
strategii	전략
pevná	단색
pevná	고체
pevná	입체
pevná	솔리드
pevná	고정
plemen	품종
antropologie	인류학
poušti	사막
pravomoc	권위
otvor	구멍
otvor	구멍이
kroků	스텝
kroků	걸음
kroků	단계
seattle	시애틀
atlantic	애틀랜틱
atlantic	대서양
rally	집회
rally	랠리
přidělen	할당된
armstrong	암스트롱
předpoklad	승천
předpoklad	전제
stavebnictví	공사
stavebnictví	건설
stavebnictví	건축
lana	로프
lana	밧줄
lana	줄넘기
lana	로프
lana	밧줄
lana	lana
dusík	질소
turner	터너
ladění	디버그
ladění	디버그
ladění	디버깅
uživatelem	사용자
psy	개들
plochý	평평한
plochý	플랫
forum	포럼
zadání	할당
prohlížeče	브라우저
remíza	넥타이
remíza	추첨
remíza	그리기
připojeno	첨부
připojeno	첨부된
připojeno	연결됨
soupravy	키트
soupravy	세트
architekti	건축가
tenisové	테니스
psychologii	심리학
sběratel	컬렉터
sběratel	콜렉터
vrstvu	계층
vrstvu	레이어
hosty	손님
hosty	게스트
hosty	참석자
hosty	손님들
přátele	친구
přátele	프렌즈
přátele	친구들이
přátele	친구들
jedle	fir
každoroční	매년
nepokoje	폭동
nepokoje	폭동
hubert	휴버트
spojka	클러치
spojka	핸들러
vzorce	패턴
vzorce	수식
delegace	위임
úředníci	점원
zákazníků	고객
bostonu	보스턴
jed	독도
čarodějnice	마녀
čarodějnice	마녀
aero	에어로
jubilejní	주빌리
učinit	make
petrov	페트로프
touha	욕망
touha	욕구
touha	욕망이
touha	그리움
postranní	사이드바
potvrzen	확정
potvrzen	확인됨
edwards	에드워즈
zkratky	단축키
zkratky	바로가기
zkratky	약어
kenneth	케네스
reformu	개혁개방
reformu	개혁
plyny	가스
plyny	가스
skokan	점퍼
mistři	마스터즈
mistři	마스터스
mistři	챔피언스
mistři	챔피언
předání	변속기
předání	전송
reformace	종교개혁
ukončeno	완료
ukončeno	완료되었습니다
minerální	미네랄
minerální	광물
asp	asp
boxu	복싱
roma	로마
prevence	방지
prevence	예방
gene	유전자
partnera	파트너
hnízda	둥지
hnízda	둥지
hroby	무덤
člun	보트
hart	하트
pravděpodobnosti	확률
pravděpodobnosti	확률론
bojuje	파이트
rabín	랍비
soužití	공존
skal	바위
linda	린다
narušení	소란
stěhování	이사
stěhování	움직임
kapel	밴드
variace	변수
variace	변동
variace	변동이
variace	변이
sníh	스노우
sporty	스포츠
perry	페리
interval	구간
interval	간격
dorazila	도착했다
stipendium	장학금
hercegovina	헤르체고비나
měkké	부드러워
měkké	청량
měkké	부드럽게
měkké	부드러운
měkké	소프트
viděli	읽음
cia	cia
brusel	브뤼셀
prodán	팔렸다
prodán	판매
alias	별칭
alias	별명
alias	aka
geolog	지질학
geolog	지질학자
uruguay	우루과이
chůze	걷고
chůze	워킹
chůze	걷는다
chůze	걷기
chůze	산책
chůze	걷기
sedlák	농민
naučit	배운다
naučit	배워
anime	애니메이션
franka	프랑크
franka	프랭크
pamětihodnosti	관광
filipíny	필리핀
kov	메탈
kov	금속
jednotlivci	개인
stíhání	기소
nepřítomnosti	부재
dokončit	완료
dokončit	마무리
dokončit	마침
dokončit	끝내기
dokončit	완료
dokončit	완성
detailní	자세히
amy	에이미
organismus	생물
organismus	생명체
konstantní	상수
fenomén	현상
fenomén	현상
pilíře	기둥
pilíře	기둥
diferenciální	미분
bránu	대문
bránu	게이트
ledovce	빙하
vzorku	표본
vzorku	견본
vzorku	샘플링
vzorku	샘플
stín	섀도우
stín	섀도
stín	그림자
stín	그늘
zánět	염증
kůra	나무껍질
kůra	껍질
mučení	고문
mučení	고문의
geologie	지질학
guinea	기니
uprchlíků	난민
svatby	결혼식
svatby	결혼식
svatby	웨딩
doplňuje	보완
pákistán	파키스탄
austin	오스틴
přesná	정확한
přesná	정확도
závěry	결론
závěry	결론
turecká	터키식
turecká	터키어
turecká	터키
erika	에리카
vdaná	결혼
grafický	그래픽
wells	웰스
čáry	마술
čáry	마법
čáry	magic
čáry	매직
čáry	라인
kapaliny	음료
kapaliny	액체
kapaliny	액체
kapaliny	수분
nosit	착용
trubice	튜브
trubice	튜브
venkovní	실외
venkovní	야외
marx	마르크스
hardware	하드웨어
royce	로이스
chlazení	냉각
chlazení	냉방
chlazení	냉각
chlazení	냉동
chlazení	냉장
komik	희극인
komik	코미디언
komik	희극
fondů	기금
fondů	자금
fondů	펀드
rovina	평면
rovina	비행기
stálá	영구적
stálá	영구
stálá	상수
modře	파란색
modře	청색
modře	푸른
modře	블루
modře	파랑
modře	푸른색
železo	철쭉
bojovník	전사
bojovník	워리어
bojovník	전투기
bojovník	파이터
arabský	아랍인
arabský	아랍
arabský	아라비아어
arabský	아라비아
arabský	아랍어
arabský	아라비아어
arabský	아라비아
garcia	가르시아
logicky	논리적
nine	아홉
kandidáti	후보
kandidáti	후보자
dobrovolníků	자원봉사자
dobrovolníků	자원봉사
dobrovolníků	봉사자
můstek	다리
můstek	브리지
rámce	프레임워크
milióny	수백만
odbor	부서
bankovky	지폐
bankovky	지폐
kdokoliv	아무나
kdokoliv	누구나
perské	페르시아
perské	페르시아인
perské	페르시안
perské	페르시아어
matematiku	수학
matematiku	수학
montrealu	몬트리올
plášť	케이프
plášť	외투
plášť	코트
bulharské	불가리아어
bulharské	불가리아
bulharské	불가리아인
podmínka	조건
identitu	정체성
identitu	본인
velmistr	그랜드마스터
sue	sue
sue	고소
krakov	크라쿠프
bazén	수영장
ciudad	시우
primitivní	원시
sloupce	칼럼
sloupce	기둥
sloupce	칼럼
sloupce	기둥
poslat	송금
poslat	보내기
poslat	보냅니다
poslat	전송
porto	포르토
porto	포르투
etc	etc
etc	등등
toyota	토요타
extra	연장
turbíny	터빈
turbíny	터빈
tráví	지출
zmínit	언급
zmínit	언급하기
fotoaparát	사진기
fotoaparát	카메라
morrison	모리슨
baletu	발레
baletu	발레단
baku	바쿠
výpočtu	계산법
výpočtu	계산
fontána	분수
střídání	회전
newton	뉴턴
rovnost	평등
rovnost	평등주의
stoupenci	지지자들
stoupenci	지지자
stoupenci	후원자
naštěstí	다행히
naštěstí	다행히
ranní	아침
ranní	모닝
dovednosti	스킬
dovednosti	솜씨
dovednosti	능력
dovednosti	기술
dovednosti	실력
dovednosti	스킬
dovednosti	솜씨
versailles	베르사이유
versailles	베르사유
inspiraci	영감
inspiraci	영감을
angelo	젤로
angelo	안젤로
angelo	안젤라
angelo	안젤로
amsterdamu	암스테르담
emoce	정서
emoce	감정
emoce	감정
tenké	얇은
proměny	변신
proměny	변신
proměny	변환
proměny	변형
proměny	변환
pouštní	사막
pečeť	물개
komunisty	공산주의자
pia	pia
dom	dom
prodávat	판매하기
prodávat	팔아
prodávat	판매
osmý	여덟번째
volkswagen	폭스바겐
nevýhody	결점
nevýhody	단점
nevýhody	단점
capitals	캐피털
biolog	생물학자
bobule	열매
bobule	산딸기
bobule	베리베리
bobule	베리
madison	매디슨
sláva	명성
sláva	페임
sláva	영광
sláva	글로리
sláva	우박
franklin	프랭클린
moderátorka	발표자
vandalismus	반달리즘
vandalismus	파손
civilistů	민간인
stůl	탁자
stůl	식탁
stůl	테이블
stůl	데스크
stůl	책상
přepracování	프로세싱
přepracování	처리
přepracování	리비전
husté	두껍게
husté	두꺼운
stálý	상수
teritoria	영토
soulu	서울
nebezpečný	위험한
nebezpečný	위험하다
nebezpečný	위험
pásy	벨트
označené	태그
označené	표시됨
skryté	숨김
skryté	숨겨져
skryté	숨겨진
jorge	호르헤
čelisti	조스
čelisti	턱시도
emi	emi
hospoda	술집
dotace	보조금
dotace	보조금
dotace	보조금
střeva	창자
střeva	내장
rozkladu	붕괴
rozkladu	분해
rozkladu	부패
každodenní	매일
každodenní	일상
každodenní	일일
každodenní	데일리
každodenní	일간
každodenní	일상
vyhodnocení	평가
bosně	보스니아
vrtulníku	헬리콥터
vrtulníku	헬기
přípravky	상품
přípravky	제품
chlupy	머리카락
chlupy	머리
chlupy	머리카락이
demokratů	민주당
zdůrazňuje	하이라이트
baden	바덴
sophie	소피아
světec	세인트
chaos	혼란
chaos	혼돈
chaos	카오스
laboratoř	실험실
laboratoř	연구소
laboratoř	연구실
laboratoř	lab
laboratoř	연구실
laboratoř	실험실
označování	낙인
označování	레이블
označování	태그
porsche	포르쉐
facebooku	facebook
facebooku	페이스북
nesmírně	극도로
gps	gps
usb	usb
bratranec	사촌
bratranec	사촌동생
nevěsta	신부
zvyky	습관
šestá	여섯번째
potenciálně	잠재적으로
innsbruck	인스브루크
prosté	단순
prosté	간단
prosté	심플
prosté	단순한
prosté	간단하다
prosté	간단한
prosté	평원
prosté	평범
přednášek	강의
přednášek	강연
temple	템플
temple	신전
temple	사원
přátelské	친근한
donucen	강제
donucen	강제로
sicílie	시칠리아
slabý	약한
slabý	약해
překážky	장벽
překážky	장애물
split	스플리트
split	스플릿
split	분할
split	나누기
africký	아프리카
jednotlivě	개별
jednotlivě	개별적으로
kořen	루트
kořen	뿌리
atmosféra	대기
atmosféra	분위기
sběr	수집
sběr	수집하기
sběr	콜렉션
sběr	컬렉션
sběr	모음집
mar	mar
zodpovědný	책임
zodpovědný	책임감
lebky	두개골
lebky	해골
manželce	마누라
manželce	와이프
manželce	아내
zobrazit	조회
zobrazit	보기
zobrazit	표시
zobrazit	표시하기
zobrazit	디스플레이
zobrazit	표시
zobrazit	보이기
zobrazit	공연
zubní	치과
dospělí	성인
dospělí	어른
dospělí	성인
dospělí	어른
přejít	교차
přejít	십자
přejít	십자가
přejít	크로스
nilsson	닐슨
audi	아우디
