antropología	ανθρωπολογία
ligera	ελαφριά
ligera	φώς
ligera	ελαφρά
ligera	ελαφρών
ligera	ελαφρύς
ligera	ελαφρύ
ligera	ελαφριά
facultades	σχολές
tocando	συγκινητικό
tocando	συγκινητική
tocando	παίζοντας
tocando	παίξιμο
tocando	παίζω
tocando	παίζει
recuerdos	μνήμες
recuerdos	αναμνήσεις
recuerdos	αναμνηστικά
recuerdos	σουβενίρ
recuerdos	ανάμνηση
recuerdos	μνήμες
recuerdos	μνημη
recuerdos	μνήμη
site	site
mantenido	διατηρηθεί
mantenido	διατηρήθηκε
mantenido	διατηρήθηκαν
mantenido	διατηρείται
específicos	ειδικές
específicos	συγκεκριμένα
específicos	συγκεκριμένος
wright	ράιτ
falla	αποτυχία
falla	αστοχία
falla	αποτυχία
falla	αποτυγχάνει
falla	ψεγάδι
falla	ελάττωμα
llano	σκέτο
llano	απλό
llano	πεδιάδα
romper	διάλειμμα
romper	σπάσε
romper	διακοπή
romper	σπάσιμο
romper	σπάσιμο
romper	σπάζοντας
huerta	περιβόλι
septentrional	βόρειος
septentrional	βόρειο
septentrional	βόρεια
septentrional	βορεια
seguimiento	εντοπισμός
seguimiento	εντοπισμού
seguimiento	παρακολούθησης
seguimiento	παρακολούθηση
difíciles	δύσκολο
difíciles	δύσκολη
difíciles	δύσκολα
difíciles	δύσκολος
cerveza	μπύρα
cerveza	μπίρα
cerveza	μπύρες
proyección	προβολή
neerlandés	ολλανδός
neerlandés	ολλανδικό
neerlandés	ολλανδικά
neerlandés	ντατς
neerlandés	ολλανδική
compuestas	σύνθετο
compuestas	σύνθετη
compuestas	σύνθετα
bloqueado	κλειδωμένος
bloqueado	κλειδωμένη
bloqueado	κλειδωμένα
bloqueado	κλειδώθηκε
bloqueado	κλειδωμένο
bloqueado	μπλοκάρει
maneras	τρόποι
maneras	τρόπους
tocó	συγκινημένος
tocó	άγγιξε
infierno	κόλαση
infierno	κόλαση
gastos	δαπάνες
gastos	δαπάνη
gastos	έξοδα
africana	αφρικής
africana	αφρικανική
depósito	κατάθεση
depósito	προκαταβολή
lucio	λούσιο
lucio	πάικ
lucio	λούσιους
montenegro	μαυροβούνιο
avanzada	προηγμένη
avanzada	προχωρημένο
avanzada	προχωρημένη
avanzada	προηγμένο
nucleares	πυρηνικός
nucleares	πυρηνικά
nucleares	πυρηνική
emma	έμμα
emma	έμα
emma	εμα
terry	τέρι
terry	terry
jornadas	ημέρες
jornadas	ημερες
jornadas	μέρες
lobos	λύκος
lobos	γουλφ
lobos	wolf
lobos	λύκους
lobos	λύκοι
lobos	λόμπος
especialista	ειδικός
octava	όγδοη
octava	όγδοο
octava	οκτάβα
pendiente	πλαγιά
pendiente	κλίση
pendiente	σκουλαρίκι
pendiente	εκκρεμεί
pendiente	εκκρεμή
realista	ρεαλιστής
realista	ρεαλιστικά
realista	ρεαλιστική
realista	ρεαλιστικές
realista	ρεαλιστικό
century	αιώνα
century	αιώνας
definitivo	τελικός
definitivo	τελικό
definitivo	τελικο
definitivo	τελική
definitivo	οριστικές
definitivo	οριστικά
definitivo	οριστική
definitivo	οριστικός
definitivo	οριστικό
recordar	ανάκληση
recordar	θυμάσαι
recordar	θυμήσου
recordar	θυμηθείτε
comenzando	αρχή
comenzando	αρχίζοντας
comenzando	εκκίνηση
comenzando	ξεκινώντας
paraíso	παράδεισος
paraíso	paradise
paraíso	παράδεισο
autora	συγγραφέας
autora	συγγραφέα
autora	συντάκτης
testimonio	μάρτυς
testimonio	μάρτυρας
testimonio	μάρτυρα
testimonio	μαρτυρία
testimonio	κατάθεση
testimonio	μαρτυρία
malta	βύνης
malta	μάλτα
malta	malta
aerolíneas	αερογραμμές
aerolíneas	airlines
balonmano	χάντμπολ
bloques	μπλοκ
bloques	τετράγωνα
positiva	θετικές
positiva	θετικά
positiva	θετικός
positiva	θετικό
positiva	θετική
separa	χωρίζει
turner	turner
turner	τέρνερ
vidal	βιντάλ
polvo	σκόνη
polvo	σκόνη
tomada	τραβήχτηκε
balón	μπαλάκι
balón	μπάλα
fija	διορθώσεις
declara	δηλώνω
declara	κηρύξει
declara	δηλώνει
alegría	χαρα
alegría	χαρά
alegría	κέφι
luxemburgo	λουξεμβούργο
prusia	πρωσία
prusia	πρωσική
declaraciones	δηλώσεις
declaraciones	καταθέσεις
declaraciones	δηλώσεις
reconoció	αναγνωρίστηκε
reconoció	αναγνώρισε
cronología	χρονολογία
cronología	χρονολόγιο
cría	αναπαραγωγή
cría	εκτροφή
ilustraciones	απεικονίσεις
ilustraciones	εικονογραφήσεις
cross	κρος
cross	σταυρός
cross	σταυρό
cross	cross
ron	ρον
ron	ron
ron	ρούμι
vital	ζωτική
vital	ζωτικό
vital	ζωτικές
vital	ζωτικά
comenzado	ξεκίνησα
comenzado	άρχισε
comenzado	ξεκίνησε
phoenix	φοίνικας
phoenix	φοίνιξ
phoenix	phoenix
phoenix	φοίνικα
semi	ημι
maine	μέιν
varsovia	βαρσοβία
varsovia	βαρσοβίας
masacre	σφαγή
masacre	σφαγή
vinos	οίνος
vinos	κρασιά
vinos	κρασί
vinos	κρασιά
vinos	οίνοι
denuncia	έκθεση
denuncia	εκθεση
denuncia	αναφορα
denuncia	αναφορά
denuncia	παράπονο
denuncia	καταγγελία
decidir	αποφασίζοντας
decidir	αποφασίστε
decidir	αποφασίσει
decidir	αποφάσισε
frutas	καρποί
frutas	καρπός
frutas	φρούτο
frutas	φρούτα
frutas	καρποί
frutas	φρούτα
periodos	περίοδοι
periodos	περιόδους
graham	γκράχαμ
graham	graham
duquesa	δούκισσα
delito	κακούργημα
delito	εγκλημα
delito	έγκλημα
delito	εγκληματικότητα
delito	αδίκημα
preocupación	ανησυχίες
preocupación	ανησυχιών
preocupación	ανησυχία
metales	μεταλλικό
metales	μέταλλο
metales	μέταλλα
metales	metal
metales	μεταλλικά
metales	μέταλλα
sufrir	υποφέρουν
sufrir	υποφέρω
golf	γκολφ
creencias	πεποιθήσεις
creencias	πεποίθηση
sucre	σούκρε
baltimore	βαλτιμόρη
stars	άστρα
stars	αστέρια
stars	stars
stars	αστεράκια
reputación	φήμη
reputación	υπόληψη
party	πάρτυ
party	κόμμα
party	πάρτι
party	party
norman	νόρμαν
humberto	χάμπερτ
humberto	ουμπέρτο
humberto	χιούμπερτ
participante	συμμετέχοντα
participante	συμμετέχων
conexiones	συνδέσεις
conexiones	διασυνδέσεις
cumplimiento	συμμόρφωσης
cumplimiento	συμμόρφωση
cumplimiento	εκπλήρωση
aurora	aurora
quedarse	μένοντας
condujo	οδηγούσε
htm	htm
australiana	αυστραλός
ámsterdam	άμστερνταμ
ámsterdam	αμστερνταμ
ámsterdam	amsterdam
ilustración	φώτιση
ilustración	διαφώτιση
ilustración	απεικόνιση
potosí	ποτοσί
efectiva	αποτελεσματική
efectiva	αποτελεσματικός
efectiva	αποτελεσματικό
efectiva	αποτελεσματικά
constituyente	συστατικό
convertir	μετατροπή
llanura	σκέτο
llanura	απλό
llanura	πεδιάδα
llanura	πεδιάδες
levantamiento	εξέγερση
levantamiento	ανύψωση
levantamiento	άρση
hebreo	εβραϊκή
hebreo	εβραϊκά
hebreo	εβραϊκό
propaganda	προπαγάνδα
desea	ευχή
desea	επιθυμία
desea	επιθυμίες
desea	ευχές
thompson	thompson
thompson	τόμπσον
thompson	τόμσον
jay	τζέι
jay	jay
tributo	αφιέρωμα
placas	πλάκες
placas	πινακίδες
placas	πιάτα
placas	σήματα
placas	πιάτο
estructural	διαρθρωτικά
culpa	ενοχές
culpa	τύψεις
culpa	ενοχή
causar	προκαλώντας
singapur	σιγκαπούρη
secreta	μυστικός
secreta	μυστικό
secreta	μυστική
comerciantes	εμπόρους
comerciantes	έμποροι
comerciantes	έμποροι
comerciantes	εμπόρους
comerciantes	έμποροι
bank	τράπεζα
bank	bank
meseta	mesa
meseta	οροπέδιο
hamburgo	αμβούργο
ordenado	χειροτονηθεί
ordenado	διέταξε
pereira	περέιρα
proporción	αναλογία
proporción	αναλογία
asociada	σχετιζόμενη
asociada	συνεργάτης
fiat	fiat
estimada	εκτιμώμενη
estimada	εκτιμώμενο
interfaz	διεπαφή
interfaz	διασύνδεση
correa	λουρί
correa	correa
correa	λουρί
correa	ιμάντα
correa	λουράκι
correa	ιμάντας
colaborar	συνεργαστείτε
arquidiócesis	αρχιεπισκοπή
episcopal	επισκοπική
secretaria	γραμματέας
secretaria	γραμματέα
circuitos	κυκλώματα
circuitos	κυκλωμάτων
circuitos	κύκλωμα
magallanes	μαγγελάνος
distribuye	διανέμει
distribuye	κατανέμεται
distribuye	διανέμουν
concacaf	concacaf
auxiliar	βοηθός
auxiliar	βοηθητικά
auxiliar	βοηθητικό
auxiliar	βοηθητική
minería	εξόρυξης
minería	ορυχεία
minería	εξόρυξη
corteza	φλοιού
corteza	φλοιός
corteza	φλοιό
corteza	κρούστα
corteza	φλοιός
corteza	φλοιό
verso	στίχος
verso	στίχο
anónimo	ανώνυμο
anónimo	ανώνυμη
anónimo	ανώνυμα
anónimo	ανώνυμος
anónimo	ανώνυμοι
auge	ανθεί
auge	μπουμ
encargo	ανέθεσε
encargo	τάξη
encargo	παραγγελία
encargo	σειρά
encargo	διαταγή
sensación	συναίσθημα
sensación	αίσθηση
sensación	αίσθημα
sensación	αίσθηση
afluentes	παραπόταμοι
suave	λεία
suave	λείο
suave	ομαλή
suave	απαλά
suave	μαλακός
suave	μαλακά
suave	μαλακό
suave	ήπια
suave	ήπιο
suave	ήπιες
suave	ευγενική
suave	ευγενικός
constantes	σταθερά
constantes	σταθερές
viaja	ταξιδεύει
viaja	ταξίδια
cbs	κτ
cbs	cbs
suizo	ελβετικό
suizo	ελβετική
suizo	ελβετικής
jamaica	τζαμάικα
jamaica	τζαμαϊκανή
sencilla	απλός
sencilla	απλή
sencilla	απλό
sencilla	εύκολη
sencilla	εύκολο
censura	λογοκρισία
censura	λογοκριτές
censura	λογοκρισία
rebelde	επαναστάτης
rebelde	επαναστάτη
rebelde	επαναστάτης
rebelde	επαναστατική
roll	roll
roll	ρολό
paco	πάκο
matías	ματίας
matías	ματίας
matías	matthias
nancy	νάνσι
nancy	νάνσυ
crimea	κριμαία
crimea	κριμαίας
liberado	κυκλοφόρησε
liberado	απελευθερώνεται
liberado	απελευθερωμένη
narrativa	αφήγηση
narrativa	αφήγηση
gerente	μάνατζερ
gerente	διαχειριστής
gerente	διευθυντής
encuesta	έρευνα
encuesta	ερευνα
encuesta	δημοσκόπηση
encuesta	δημοσκόπηση
afecta	επηρεάζει
afecta	επηρεάσει
afecta	επηρεάζουν
enciclopédico	εγκυκλοπαιδική
pokémon	πόκεμον
libertador	liberator
libertador	λυτρωτή
efectivamente	όντως
efectivamente	πράγματι
seca	ξηρή
seca	στεγνά
seca	ξηρά
seca	στεγνό
seca	ξηρό
seca	αποξηραμένα
marchó	διαδήλωσαν
medir	μέτρησης
medir	μέτρηση
medir	μέτρο
asume	υποθέτει
dieta	δίαιτα
dieta	διατροφή
aparente	προφανής
aparente	εμφανής
discusiones	συζητήσεις
discusiones	συζητηση
discusiones	συζήτηση
discusiones	επιχειρήματα
discusiones	επιχειρηματολογία
stanley	stanley
stanley	στάνλεϋ
stanley	στάνλεϊ
panorama	panorama
panorama	πανοραμική
realistas	ρεαλιστικά
realistas	ρεαλιστική
realistas	ρεαλιστικές
realistas	ρεαλιστικό
realistas	ρεαλιστής
rin	ριν
rin	ρήνου
rin	ρήνο
animada	κινούμενα
animada	κινούμενο
animada	ζωηρά
animada	ζωηρό
intensa	έντονη
intensa	έντονες
intensa	έντονος
intensa	έντονο
duelo	μονομαχία
duelo	πένθος
duelo	θρηνεί
duelo	πένθος
legend	θρύλος
legend	θρύλο
legend	μύθος
seattle	σηάτλ
seattle	σιάτλ
rectangular	ορθογώνιο
acústica	ακουστική
acústica	ακουστική
acústica	ακουστικό
innovación	καινοτομίες
innovación	καινοτομίας
innovación	καινοτομία
hueso	οστό
hueso	κόκαλα
hueso	οστά
hueso	κόκαλο
hueso	κόκκαλο
administrativas	διοικητική
administrativas	διοικητικές
administrativas	διοικητικός
administrativas	διοικητικά
administrativas	διοικητικό
donald	ντόναλντ
rincón	γωνιακό
rincón	γωνιά
rincón	γωνία
rincón	rincón
jacob	jacob
jacob	τζέικομπ
ordenador	υπολογιστής
ordenador	υπολογιστή
ordenador	κομπιούτερ
ordenador	υπολογιστές
baño	λεκάνη
baño	τουαλέτα
baño	μπάνιο
baño	τουαλέτα
baño	μπάνιο
baño	λουτρό
seguros	ασφάλιση
seguros	ασφάλεια
seguros	ασφάλειες
correr	τρέχει
correr	τρέχοντας
correr	τρέχω
correr	τρέξιμο
correr	τρέξε
hms	hms
telecomunicaciones	telecom
telecomunicaciones	τηλεπικοινωνιών
telecomunicaciones	τηλεπικοινωνίες
telecomunicaciones	τηλεπικοινωνία
arequipa	αρεκίπα
iris	iris
iris	ίριδα
iris	άιρις
eventualmente	τελικά
cantando	φωνάζοντας
cantando	τραγουδάει
cantando	τραγουδάμε
cantando	τραγούδι
cantando	τραγουδώντας
cantando	τραγουδούν
examen	επανεξέταση
examen	αναθεώρηση
examen	ανασκόπηση
examen	εξέταση
examen	εξετάσεις
depósitos	αποθήκες
depósitos	δεξαμενές
depósitos	καταθέσεις
depósitos	κατάθεση
depósitos	προκαταβολή
ocasionalmente	περιστασιακή
ocasionalmente	περιστασιακά
ocasionalmente	περιστασιακές
ocasionalmente	περιστασιακά
invitada	επισκέπτης
invitada	φιλοξενούμενος
invitada	καλεσμένος
invitada	προσκληθεί
invitada	προσκεκλημένος
homer	χόμερ
homer	όμηρος
liverpool	λίβερπουλ
rap	ραπ
respondió	απάντησαν
turistas	τουρίστες
turistas	τουριστικό
turistas	τουρίστα
turistas	τουρίστας
darío	ντάριους
darío	νταρίο
imdb	imdb
autobús	λεωφορείο
actuando	ενεργεί
actuando	ηθοποιία
actuando	υποκριτική
actuando	ενεργώντας
anuncia	ανακοινώνει
anuncia	ανακοίνωσε
anuncia	ανακοινώσω
confusión	σύγχυση
lituania	λιθουανική
lituania	λιθουανίας
lituania	λιθουανία
tendencias	τάση
tendencias	τάσεις
tendencias	τάσεις
tendencias	δημοφιλή
tendencias	δημοφιλείς
secretos	μυστικά
secretos	μυστικός
secretos	μυστικό
secretos	μυστική
tommy	τόμμυ
tommy	τόμι
tommy	τόμυ
tommy	tommy
probabilidad	πιθανότητες
probabilidad	πιθανότητας
probabilidad	πιθανότητα
exhibición	έκθεμα
exhibición	εκθέματα
exhibición	έκθεση
provinciales	επαρχιακό
provinciales	επαρχιακή
amistoso	φιλικοί
amistoso	φιλικά
amistoso	φιλική
amistoso	φιλικός
amistoso	φιλικό
convenio	σύμβαση
convenio	συνέλευση
elaborado	περίτεχνο
elaborado	δημιουργημένο
entretenimiento	διασκέδαση
entretenimiento	ψυχαγωγία
temprano	νωρίς
temprano	πρόωρη
euphorbia	euphorbia
direcciones	κατευθύνσεις
direcciones	διευθύνσεις
direcciones	διεύθυνση
soprano	σοπράνο
now	τώρα
now	τωρα
delitos	εγκλήματα
delitos	αδικήματα
atletas	αθλητές
sonic	ηχητικό
semifinal	ημιτελικούς
semifinal	ημιτελικό
espectro	σπέκτορ
espectro	φάσματα
espectro	φάσμα
serio	σοβαρό
serio	σοβαρός
serio	σοβαρή
conducción	αγωγιμότητα
conducción	οδήγησης
conducción	οδήγηση
gobernantes	κυβερνήτες
capacidades	ικανότητες
inteligente	έξυπνο
inteligente	έξυπνη
inteligente	έξυπνος
inteligente	έξυπνη
inteligente	ευφυής
inteligente	ευφυή
inteligente	έξυπνος
inteligente	έξυπνο
inteligente	έξυπνη
inteligente	smart
inteligente	έξυπνος
introducido	εισήλθε
introducido	εισήχθη
introducido	εισήγαγε
introducido	καθιερώθηκε
manhattan	μανχάταν
concursos	διαγωνισμούς
concursos	διαγωνισμοί
concursos	διαγωνισμοί
partió	αναχώρησε
cia	cia
cia	σια
cia	cia
cia	σια
abundantes	άφθονα
abundantes	άφθονα
abundantes	άφθονο
abundantes	άφθονη
dosis	δόσεις
dosis	δόσεων
dosis	δόση
dosis	δοσολογία
dosis	δόση
dosis	δόσης
conocía	ήξερε
cubrir	κάλυμμα
cubrir	κάλυψη
cubrir	εξώφυλλο
antártida	ανταρκτική
antártida	ανταρκτικής
antártida	ανταρκτική
citas	εισαγωγικά
aprobada	ενέκρινε
aprobada	εγκρίνεται
aprobada	εγκεκριμένο
aprobada	εγκρίθηκε
investigar	ερευνήσει
investigar	ερεύνησε
libreto	λιμπρέτο
filadelfia	φιλαδέλφεια
filadelfia	φιλαδέλφεια
decidido	αποφασίστηκε
decidido	αποφάσισε
decidido	αποφάσισαν
decidido	καθορίζεται
decidido	αποφασισμένος
decidido	αποφασισμένοι
decidido	αποφασισμένη
baden	baden
falso	ψευδής
falso	ψευδή
falso	ψεύτικα
falso	ψεύτικος
falso	ψεύτικο
falso	ψεύτικη
jesuitas	ιησουίτες
jesuitas	ιησουίτη
humedad	υγρασία
humedad	υγρασία
atracción	προσέλκυση
atracción	αξιοθέατο
atracción	έλξης
atracción	έλξη
jurídico	νομικά
jurídico	νόμιμη
jurídico	νομικός
jurídico	νομικό
jurídico	νομική
tabasco	ταμπάσκο
formaciones	σχηματισμούς
destruida	καταστραφεί
destruida	καταστράφηκε
destruida	κατεστραμμένο
destruida	καταστράφηκαν
destruida	κατεστραμμένα
testigo	μάρτυς
testigo	μάρτυρας
testigo	μάρτυρα
afluente	παραπόταμος
seguida	ακολούθησαν
seguida	ακολούθησε
seguida	ακολουθείται
bros	αδέρφια
bros	bros
kilómetro	μίλι
kilómetro	χιλιόμετρο
kilómetro	χιλιόμετρο
bobby	μπόμπι
bobby	μπόμπυ
lugo	λούγκο
reptiles	ερπετό
reptiles	ερπετά
reptiles	ερπετά
logo	λογότυπο
sustancia	ουσία
turística	τουριστικό
turística	τουρίστα
turística	τουρίστας
holandés	ολλανδός
holandés	ολλανδικό
holandés	ολλανδικά
holandés	ντατς
holandés	ολλανδική
plus	συν
plus	plus
estocolmo	στοκχόλμη
nasa	nasa
nasa	νασα
masiva	μαζική
viendo	παρακολουθώ
viendo	παρακολουθεί
viendo	βλέποντας
viendo	παρακολουθώντας
mercurio	υδράργυρο
mercurio	υδραργύρου
mercurio	υδράργυρος
mercurio	ερμής
gilbert	γκίλμπερτ
escobar	εσκομπάρ
moléculas	μόρια
moléculas	μορίων
regulación	κανονισμός
regulación	κανονισμού
regulación	κανονιστικές
regulación	κανονιστικό
regulación	κανονιστική
regulación	ρυθμιστικά
regulación	ρυθμιστικό
sargento	λοχία
sargento	λοχίας
alturas	ύψη
alturas	χάιτς
creencia	πεποίθηση
aterrizaje	εκφόρτωση
aterrizaje	προσγείωση
campbell	κάμπελ
danny	ντάνι
ventajas	πλεονεκτήματα
ventajas	επιδόματα
ventajas	παροχές
ventajas	οφέλη
ventajas	τυχερά
ventajas	πλεονεκτήματα
abandona	εγκαταλείπει
abandona	εγκαταλείψτε
abandona	εγκατάλειψη
abandona	εγκαταλείψει
martes	τριτη
martes	τρίτη
martes	τρίτες
requieren	απαιτούν
pretendía	προορίζονται
arsenal	οπλοστάσιο
arsenal	οπλοστάσιο
arsenal	οπλοστάσιο
sociología	κοινωνιολογία
nigeria	νιγηρίας
nigeria	νιγηρίας
nigeria	νιγηρία
constantinopla	κωνσταντινούπολη
extrema	ακραία
extrema	ακραίες
extrema	ακραίο
gibraltar	γιβραλτάρ
consola	κονσόλα
sentimiento	συναίσθημα
sentimiento	αίσθηση
sentimiento	αίσθημα
sentimiento	συναίσθημα
cargas	κατηγορίες
cargas	κατηγοριες
cargas	επιβαρύνσεις
cargas	ανεβάζει
cargas	φορτία
trato	παζάρια
trato	παζάρι
suficientes	αρκετά
suficientes	επαρκείς
suficientes	επαρκές
suficientes	επαρκής
suficientes	επαρκή
when	πότε
when	όταν
when	οταν
flash	φλας
flash	λάμψη
flash	flash
flash	αναλαμπή
place	τόπος
place	μέρος
proclamó	διακήρυξε
non	non
reality	πραγματικότητα
castillos	κάστρα
fuga	φούγκα
fuga	διαφυγής
fuga	διαφυγή
fuga	απόδραση
fuga	απόδραση
cleveland	κλίβλαντ
cleveland	κλήβελαντ
cleveland	κλίβελαντ
dorada	χρυσός
dorada	χρυσό
dorada	χρυσή
dorada	golden
dorada	χρυσά
dorada	χρυσός
dorada	χρυσό
dorada	χρυσο
dorada	χρυσάφι
dorada	χρυσά
abuela	γιαγιά
abuela	γιαγιά
abuela	γιαγιά
afueras	περίχωρα
experto	ειδικός
experto	εμπειρογνώμονας
frontal	μπροστινό
frontal	μπροστά
frontal	μέτωπο
frontal	μετωπικής
aprovechando	μόχλευση
borgoña	βουργουνδίας
borgoña	μπορντό
huevo	αβγά
huevo	αυγά
huevo	αβγό
huevo	αυγό
huevo	ωάριο
tragedia	τραγικός
tragedia	τραγική
tragedia	τραγικό
tragedia	τραγωδία
lagunas	κενά
lagunas	λιμνοθάλασσες
beta	βήτα
beta	beta
contaminación	μόλυνση
contaminación	μόλυνσης
contaminación	μόλυνση
contaminación	ρύπανση
contaminación	ρύπανσης
costera	παράκτιες
costera	παράκτια
charlotte	charlotte
charlotte	σαρλότ
charlotte	σάρλοτ
azteca	azteca
azteca	αζτέκων
patrones	μοτίβα
patrones	μοτίβο
patrones	εργοδοτών
patrones	εργοδότες
how	πως
how	πώς
boeing	boeing
transmisiones	μεταδόσεις
transmisiones	μεταδόσεις
aliado	συμμαχικές
aliado	άλι
aliado	σύμμαχος
ama	ama
ama	κυρά
ama	ερωμένη
ama	αγαπά
ama	αγάπες
literarios	λογοτεχνικό
luchó	αγωνίστηκε
viejos	παλαιά
viejos	παλιό
viejos	παλαιό
viejos	παλιά
viejos	γέρος
mediodía	μεσημέρι
mediodía	μεσημέρι
traducciones	μετάφραση
traducciones	μεταφράσεις
pulgadas	ίντσα
pulgadas	εκατοστά
pulgadas	ίντσες
arnold	άρνολντ
ladrillo	τούβλο
ladrillo	μπρικ
calvo	φαλακρός
calvo	φαλακρό
calvo	calvo
calvo	φαλακρός
barbara	μπάρμπαρα
barbara	barbara
creer	πιστέψτε
creer	πίστεψε
creer	πιστεύοντας
compartir	share
compartir	κοινοποίηση
compartir	μετοχή
compartir	μερίδιο
niñas	κορίτσια
dependencia	εξάρτησης
dependencia	εξάρτηση
dependencia	εξάρτηση
detective	ντετέκτιβ
detective	ντεντέκτιβ
probar	αποδείξω
probar	απόδειξε
probar	απέδειξε
probar	προσπάθησε
probar	δοκίμασε
probar	δοκιμάστε
probar	τεστ
probar	δοκιμασία
probar	δοκιμή
mónica	μόνικα
arroyos	ρεύματα
arroyos	ροές
arroyos	μπρουκς
sabio	σέιτζ
sabio	σοφοί
sabio	σοφό
sabio	σοφή
sabio	σοφός
budapest	βουδαπέστη
beca	υποτροφία
cráneo	κρανίο
cráneo	κρανίο
provocando	πυροδοτώντας
provocando	προκαλώντας
provocando	προκαλώντας
velocidades	ταχύτητες
madison	μάντισον
caridad	φιλανθρωπικό
caridad	φιλανθρωπίες
caridad	φιλανθρωπική
caridad	φιλανθρωπία
leftarm	leftarm
llave	κλειδί
llave	πλήκτρο
llave	κλείδα
exclusiva	αποκλειστική
exclusiva	αποκλειστικός
exclusiva	αποκλειστικό
exclusiva	αποκλειστικά
exclusiva	αποκλειστικότητα
armados	οπλισμένοι
armados	οπλισμένη
armados	οπλισμένος
armados	ένοπλες
armados	οπλισμένο
manuscritos	χειρόγραφα
manuscritos	χειρόγραφο
manuscritos	χειρόγραφα
rivas	ρίβας
major	ταγματάρχης
major	ταγματάρχη
necesariamente	απαραίτητα
demonio	δαίμονας
demonio	διάβολος
demonio	δαίμονα
demonio	δαίμονας
note	νότα
note	σημείωμα
note	σημείωση
emitida	εκπεμπόμενου
carrillo	καρίγιο
reside	κατοικεί
nazis	ναζί
nazis	ναζί
valdivia	βαλντίβια
luisiana	λουιζιάνα
televisa	televisa
malo	bad
malo	κακός
malo	κακό
malo	κακή
materias	υλικά
materias	ύλες
materias	υπήκοοι
materias	θεματα
materias	υποκείμενα
urbanas	urban
urbanas	αστικές
urbanas	αστική
urbanas	αστικός
urbanas	αστικό
estándares	πρότυπα
básicas	βασικές
básicas	βασικός
básicas	βασική
básicas	βασικό
básicas	βασικού
gases	αερίου
gases	αέριο
gases	αέρια
gases	βενζίνη
gases	γκάζι
gases	αέρια
ferroviario	σιδηρόδρομος
ferroviario	σιδηροδρόμων
ferroviario	σιδηροδρομικός
boletín	newsletter
boletín	δελτίο
potencias	εξουσίες
potencias	πάουερς
potencias	δυνάμεις
potencias	δυναμεις
ejemplar	αντιγραφή
ejemplar	αντίγραφο
ejemplar	υποδειγματική
separadas	χωρισμένοι
separadas	χωρισμένος
express	εξπρές
express	express
express	εκφράσω
portugueses	πορτογαλική
portugueses	πορτογαλικά
portugueses	πορτογαλικό
