και	dhe
γκολ	goli
γκολ	qëllimi
αρχές	autoritete
αρχές	autoritetet
αρχές	autoriteteve
αρχές	parime
αρχές	principet
αρχές	parimet
γύρω	rreth
γύρω	perreth
γύρω	rrotull
γύρω	përreth
συνήθως	zakonisht
ονομασία	emri
ονομασία	emrin
ονομασία	emër
κοινότητα	komunitet
κοινότητα	bashkësia
κοινότητα	komuniteti
τελευταία	fundit
τελευταία	last
έκανε	made
ξεκίνησε	nisi
ξεκίνησε	filloi
ξεκίνησε	filluan
ξεκίνησε	filluam
είτε	pellumb
κυβέρνηση	qeveria
κυβέρνηση	qeveri
κυβέρνηση	qeveritare
πρώτος	first
πήρε	morri
πήρε	mori
πήρε	moren
κάνει	bërë
κάνει	kry
κάνει	bë
ηπα	usa
ηπα	shba
ανάμεσα	mes
ανάμεσα	midis
δεύτερη	sekondë
δεύτερη	dyte
δεύτερη	sekond
δεύτερη	dyta
δεύτερη	dytë
γλώσσα	gjuhën
γλώσσα	gjuha
γλώσσα	gjuhë
γλώσσα	gjuhen
γλώσσα	gjuhe
γλώσσα	gjuha
γλώσσα	gjuhën
γλώσσα	gjuhë
γιος	biri
γιος	biro
γιος	bir
μάχη	betejë
μάχη	beteja
μάχη	luftarak
μάχη	luftim
μάχη	luftimi
μάχη	luftoni
μάχη	lufto
μάχη	sherr
πανεπιστήμιο	university
πανεπιστήμιο	universitet
πανεπιστήμιο	universiteti
όλες	krejt
όλες	gjith
κάποια	disa
δείτε	shikon
δείτε	shihni
δείτε	shikoni
δείτε	shiko
δείτε	sheh
δείτε	kujdes
πόλεμο	lufte
πόλεμο	luft
πόλεμο	lufta
πόλεμο	luftë
συχνά	shpesh
συχνά	shpesh
συχνά	shpeshherë
περιοχές	rajone
περιοχές	rajonet
περιοχές	zonat
περιοχές	fusha
πρώην	ish
παράδειγμα	shembull
άρθρο	artikull
άρθρο	artikulli
άρθρο	neni
εικόνα	foto
εικόνα	foton
εικόνα	figurë
εικόνα	imazh
εικόνα	figura
εικόνα	imazhi
έλαβε	mori
επίσημη	zyrtar
επίσημη	official
επίσημη	zyrtare
επίσημη	formale
επίσημη	formal
κατοίκους	banorët
κατοίκους	banues
κατοίκους	banorë
κατοίκους	banoreve
κατοίκους	banorëve
κατοίκους	banorët
κατοίκους	banoret
κατοίκους	banorë
πηγές	burime
πηγές	burimet
βόρεια	veri
βόρεια	veriut
βόρεια	veriu
βόρεια	veriut
βόρεια	veriore
βόρεια	verior
πόλεις	qytetet
πόλεις	qyteza
πόλεις	qytete
πόλεις	qytetet
ιδιαίτερα	veçanërisht
ιδιαίτερα	veçanërisht
ιδιαίτερα	sidomos
αγώνα	gare
αγώνα	gara
αγώνα	garë
αγώνα	race
αγώνα	raca
αγώνα	ndeshja
αγώνα	ndeshje
αγώνα	luftoni
αγώνα	lufto
αγώνα	sherr
γεγονός	ngjarje
γεγονός	ngjarja
γεγονός	event
γεγονός	fakt
σελίδα	faqe
σελίδα	faqja
σελίδα	faqen
θέμα	teme
θέμα	temë
θέμα	tema
θέμα	subjekti
θέμα	lënda
θέμα	subjekt
ηλικία	moshë
ηλικία	mosha
χρησιμοποιείται	përdorur
χρησιμοποιείται	përdoret
πρώτα	first
μέγεθος	madhësi
μέγεθος	përmasa
μέγεθος	madhësia
θεωρείται	konsideruar
θεωρείται	konsiderohet
εδώ	ketu
εδώ	ktu
εδώ	ja
εδώ	këtu
νότια	jugor
νότια	jugore
νότια	jugu
νότια	jugut
νότια	jug
νότια	south
σημείο	pika
σημείο	pikë
σχέση	lidhje
σχέση	marrëdhënia
σχέση	marrëdhëniet
σχέση	marrëdhënie
περίπτωση	case
περίπτωση	rast
περίπτωση	rest
περίπτωση	rasti
νέο	re
νέο	reja
νέο	ri
νέο	new
ήδη	tashme
ήδη	tanimë
ήδη	tashmë
ήδη	veq
έτος	viti
έτος	vit
σχεδόν	pothuajse
σχεδόν	pothuaj
σχεδόν	thuajse
ένωση	unioni
ένωση	bashkim
ένωση	bashkimi
ένωση	shoqatës
ένωση	shoqërimi
ένωση	shoqata
ένωση	shoqatë
βασιλιά	mbreti
βασιλιά	king
βασιλιά	mreti
βασιλιά	mbret
εκκλησία	kishë
εκκλησία	kisha
εκδόσεις	botime
εκδόσεις	botimet
μουσείο	muzeumi
μουσείο	muzeu
μουσείο	muze
πολιτικός	politikani
πολιτικός	politikan
συμμετοχή	përfshirje
συμμετοχή	përfshirjen
συμμετοχή	përfshirja
συμμετοχή	pjesmarrja
συμμετοχή	pjesëmarrjen
συμμετοχή	pjesëmarrje
συμμετοχή	pjesmarrje
συμμετοχή	pjesëmarrja
δυο	dy
πέθανε	vdesin
πέθανε	vdes
πέθανε	vdis
πέθανε	vdiqën
πέθανε	vdiqen
πέθανε	viq
πέθανε	vdiq
μουσική	muzikë
μουσική	muzika
μουσική	muzike
μουσική	muzik
κόσμο	kozmo
κόσμο	botë
κόσμο	bota
κόσμο	bote
κόσμο	world
άτομα	personat
άτομα	individët
άτομα	individë
άτομα	individëve
άτομα	popull
άτομα	njerëz
άτομα	njerez
άτομα	personat
άτομα	njerëzit
άτομα	njerzit
δεύτερο	sekondë
δεύτερο	dyte
δεύτερο	sekond
δεύτερο	dyta
δεύτερο	dytë
είδος	lloji
είδος	tip
είδος	specie
αρκετά	mjafton
αρκετά	mjaft
αρκετά	boll
εκείνη	ajo
χώρες	shtetet
χώρες	vendeve
χώρες	shtete
χώρες	vendet
χώρο	hapësira
χώρο	hapësirë
χώρο	hapsira
σχολή	shkoll
σχολή	shkolla
σχολή	shkollë
εναντίον	kundra
εναντίον	kundër
τρία	tri
τρία	treshi
τρία	tre
χαρακτηριστικά	karakteristika
χαρακτηριστικά	karakteristikat
χαρακτηριστικά	tipare
χαρακτηριστικά	tiparet
χαρακτηριστικά	veçoritë
χαρακτηριστικά	veçoritë
χαρακτηριστικά	atributet
όρος	term
όρος	termin
όρος	afat
όρος	mandati
όρος	termi
όρος	malin
όρος	mali
όρος	gjendje
όρος	kusht
όρος	kushti
ιδρύθηκε	themeluar
βασιλιάς	mbreti
βασιλιάς	king
βασιλιάς	mreti
βασιλιάς	mbret
παιδιά	djemt
παιδιά	djem
παιδιά	çuna
παιδιά	djemë
παιδιά	djemtë
παιδιά	djema
παιδιά	femije
παιδιά	fëmijë
παιδιά	fëmijët
παιδιά	femij
παιδιά	djem
παιδιά	cuna
παιδιά	djema
παιδιά	çuna
παιδιά	femije
παιδιά	femijet
παιδιά	fëmijë
παιδιά	fëmijët
παιδιά	femij
βραβείο	cmimi
βραβείο	çmim
άρχισε	nisi
άρχισε	filloi
άρχισε	filluan
άρχισε	filluam
φαίνεται	duket
φαίνεται	duket
αρχαία	antike
αρχαία	lashtë
μήκος	gjatësia
μήκος	qu
κυκλοφόρησε	lirohet
κυκλοφόρησε	lëshuar
κυκλοφόρησε	liruar
τι	çfarë
τι	çka
τι	qka
τι	qfar
τι	cfare
χρονιά	viti
χρονιά	vit
παραγωγή	prodhim
παραγωγή	prodhimi
παραγωγή	produksioni
παραγωγή	production
ηθοποιός	aktore
ηθοποιός	aktorja
ηθοποιός	aktori
ηθοποιός	aktor
ούτε	as
ελληνικά	greqisht
ελληνικά	grek
ελληνικά	greku
ελληνικά	greke
δυνάμεις	fuqitë
δυνάμεις	pushtete
δυνάμεις	forcat
γαλλία	francë
γαλλία	franca
γαλλία	france
ελληνικό	greqisht
ελληνικό	grek
ελληνικό	greku
ελληνικό	greke
ευρώπη	europe
ευρώπη	europa
ευρώπη	europë
ευρώπη	evropa
ευρώπη	evropë
δεκαετία	dekadë
δεκαετία	dekada
δεκαετία	dekadën
γνωστό	dihet
γνωστό	njohur
γνωστό	njihet
παγκόσμιο	global
παγκόσμιο	globale
βιβλίο	libri
βιβλίο	libër
βιβλίο	liber
διάστημα	intervali
διάστημα	hapësira
διάστημα	hapësirë
διάστημα	hapsira
οικογένεια	familje
οικογένεια	familjar
οικογένεια	family
οικογένεια	familja
μέτρα	masat
σημαίνει	nënkupton
πέντε	pesë
παραπάνω	përmbi
παραπάνω	sipër
παραπάνω	mbi
υπουργός	ministre
υπουργός	minister
υπουργός	ministri
υπουργός	ministër
υπουργός	ministrja
σεζόν	stinë
σεζόν	sezon
σεζόν	stina
σεζόν	sezoni
σεζόν	sezona
πρότυπο	model
πρότυπο	modelja
πρότυπο	modeli
πρότυπο	modele
πρότυπο	shabllon
πρότυπο	standarde
πρότυπο	standart
πρότυπο	standarte
πρότυπο	standard
αριθμός	numer
αριθμός	numri
αριθμός	numër
αριθμός	numrin
θάνατο	vdekje
θάνατο	vdekja
εταιρεία	kompani
εταιρεία	kompania
εταιρεία	shoqëri
εταιρεία	ndërmarrje
σώμα	body
σώμα	trupin
σώμα	trup
σώμα	trupi
σώμα	trupit
πρωτεύουσα	kryeqyteti
πρωτεύουσα	kapitali
πρωτεύουσα	kryeqytet
πρωτεύουσα	capital
πρωτεύουσα	kapital
παράλληλα	paralel
παράλληλα	paralele
παράλληλα	paralelisht
σύνολο	totale
σύνολο	total
σύνολο	totali
σύνολο	gjithsej
γνωστή	dihet
γνωστή	njohur
γνωστή	njihet
κατάσταση	gjëndja
κατάσταση	status
κατάσταση	statusi
κατάσταση	gjendja
κατάσταση	situatë
κατάσταση	situata
κατάσταση	gjendje
κατάσταση	gjendje
κατάσταση	kusht
κατάσταση	kushti
νησί	ishulli
νησί	ishull
επίπεδο	nivel
επίπεδο	niveli
επίπεδο	level
επιτυχία	sukses
επιτυχία	suksese
επιτυχία	suksesi
γερμανία	gjermania
γερμανία	gjermani
γερμανία	germany
άλλους	tjeret
άλλους	tjerë
πίσω	mbrapa
πίσω	kthy
πίσω	prapa
δημιουργία	krijoni
δημιουργία	krijo
δημιουργία	krijimi
δημιουργία	krijim
αρχή	nis
αρχή	filloni
αρχή	fillo
αρχή	filloj
αρχή	fillimi
αρχή	fillim
αρχή	parimin
αρχή	parime
αρχή	parim
αρχή	parimi
αρχή	autoritet
αρχή	autoriteti
άδεια	lejen
άδεια	licenca
άδεια	patenta
άδεια	patentën
άδεια	lejen
άδεια	leje
άδεια	leja
άδεια	licencë
άδεια	licenca
άδεια	leje
άδεια	boshe
άδεια	bosh
σου	sue
σου	su
επιπλέον	shtesë
ανάπτυξη	zhvillimin
ανάπτυξη	zhvillimi
ανάπτυξη	zhvillim
ανάπτυξη	rritje
ανάπτυξη	rritja
φάση	faze
φάση	faza
φάση	fazën
φάση	fazë
αυτόν	atij
αυτόν	ate
αυτόν	atë
συγγραφέας	shkrimtare
συγγραφέας	shkrimtari
συγγραφέας	shkrimtar
συγγραφέας	shkrimtarit
συγγραφέας	autor
συγγραφέας	autori
συγγραφέας	autore
άγιος	agios
άγιος	shën
άγιος	sent
άγιος	saint
άγιος	shenjtor
θάνατοι	vdekjet
θάνατοι	vdekjeve
γ΄	iii
τραγούδι	këndimi
τραγούδι	kendon
τραγούδι	këndim
τραγούδι	kënga
τραγούδι	kenge
τραγούδι	këngë
κόρη	bija
κόρη	bijë
κόρη	bije
κόρη	vajza
πάλι	prap
πάλι	perseri
πάλι	prapë
πάλι	prape
πάλι	përsëri
πάλι	sërish
επαρχία	krahina
επαρχία	provinca
επαρχία	provincë
ιωάννης	gjoni
ιωάννης	xhon
ιωάννης	john
ιωάννης	gjon
θεσσαλονίκη	selaniku
θεσσαλονίκη	selanik
αγγλικά	anglisht
αγγλικά	anglez
άλλοι	tjeret
άλλοι	tjerë
κέρδισε	fito
κέρδισε	fitoj
κέρδισε	fitore
κέρδισε	korri
κέρδισε	won
κέρδισε	fitoi
κέρδισε	fituan
βασίλειο	mbretëria
βασίλειο	mbretëri
σκοπό	qëllim
σκοπό	qellim
συνολικά	totale
συνολικά	total
συνολικά	totali
συνολικά	gjithsej
γνωστός	dihet
γνωστός	njohur
γνωστός	njihet
πληροφορίες	info
πληροφορίες	informacione
πληροφορίες	informacionet
πληροφορίες	informacion
πληροφορίες	informacioni
πληροφορίες	informacione
εθνικό	national
εθνικό	kombëtare
καριέρα	karierë
καριέρα	karrierë
καριέρα	kariera
καριέρα	karriere
καριέρα	karriera
ποτέ	kurre
ποτέ	asnjëherë
ποτέ	kurr
ποτέ	kurrë
ποτέ	ever
τέλη	tarifë
τέλη	tarifat
τέλη	pagesat
τέλη	tarifa
πλευρά	krah
πλευρά	anë
πλευρά	side
διάφορες	ndryshëm
πρόγραμμα	programin
πρόγραμμα	program
πρόγραμμα	programi
πρόγραμμα	planifikimi
πρόγραμμα	orar
πρόγραμμα	orari
χιλιόμετρα	kilometra
χιλιόμετρα	kilometra
κάτοικοι	banorët
κάτοικοι	banues
κάτοικοι	banorë
κάτοικοι	banoreve
κάτοικοι	banorëve
κάτοικοι	banorët
κάτοικοι	banoret
κάτοικοι	banorë
άρθρα	artikujt
άρθρα	artikuj
άρθρα	nenet
γεώργιος	georgios
γεώργιος	xhorxh
γεώργιος	jorgo
γεώργιος	xhorxhi
γεώργιος	george
τύπου	press
τύπου	shtyp
τύπου	shtypi
τύπου	shtypni
τύπου	lloji
τύπου	tip
δημοκρατία	republika
δημοκρατία	republikë
δημοκρατία	demokracinë
δημοκρατία	demokraci
δημοκρατία	demokracia
πόλεμος	lufte
πόλεμος	luft
πόλεμος	lufta
πόλεμος	luftë
εφημερίδα	gazete
εφημερίδα	gazeta
εφημερίδα	gazetë
μικρό	little
μικρό	pak
τόπος	vend
τόπος	vendi
τόπος	place
τόπος	vendë
τόπος	vendodhja
τόπος	lokacioni
τόπος	vendndodhja
τόπος	vendndodhje
τόπος	pozicioni
ονομάζεται	thirri
ονομάζεται	thirren
συγκεκριμένα	specifik
συγκεκριμένα	specifikë
συγκεκριμένα	specifike
συγκεκριμένα	specifikisht
συγκεκριμένα	konkretisht
συγκεκριμένα	veçanërisht
είδη	specie
πηγή	burimi
πηγή	burim
κάποιος	dikujt
κάποιος	dikë
κάποιος	dike
κάποιος	dikush
κάποιος	dikush
πρωταθλήματα	kampionate
ιταλία	italia
ιταλία	italy
ιταλία	itali
πατέρας	baba
πατέρας	babë
πατέρας	baben
πατέρας	ati
πατέρας	at
πατέρας	babës
κατηγορίες	akuzat
κατηγορίες	akuza
κατηγορίες	kategori
κατηγορίες	kategoritë
αναφέρει	përmend
ποδόσφαιρο	futboll
ποδόσφαιρο	futbolli
ποδόσφαιρο	futboll
ποδόσφαιρο	futbolli
ποδόσφαιρο	football
θέσεις	pozicione
θέσεις	pozicionet
θέσεις	pozita
θέσεις	pozitat
θέσεις	postime
θέσεις	postimet
θέσεις	ulëset
θέσεις	ulëse
θέσεις	vendet
θέσεις	vende
έκταση	zona
έκταση	zonë
γενικά	përgjithësisht
γενικά	gjeneral
γενικά	gjenerali
γενικά	përgjithshëm
γενικά	general
σημαντικό	rëndësishme
νίκη	fito
νίκη	fitoj
νίκη	fitore
νίκη	fitore
νίκη	fitorja
μικρή	little
μικρή	pak
έτη	vjet
έτη	vite
έτη	vitet
πατέρα	baba
πατέρα	babë
πατέρα	baben
πατέρα	ati
πατέρα	at
πατέρα	babës
αμερικανός	amerikani
αμερικανός	amerikan
αμερικανός	american
αμερικανός	amerikane
τελικό	finalja
τελικό	finale
τελικό	final
τελικό	përfundimtar
πάντα	gjithmonë
πάντα	gjithmone
πάντα	gjithmon
πάντα	gjithnje
συγκρότημα	bandë
συγκρότημα	band
συγκρότημα	bend
συγκρότημα	banda
συγκρότημα	grupi
συγκρότημα	kompleksi
συγκρότημα	kompleks
συγκρότημα	komplekse
παραγωγής	prodhim
παραγωγής	prodhimi
παραγωγής	produksioni
παραγωγής	production
ίσως	mbase
ίσως	ndoshta
ίσως	mbase
ίσως	ndoshta
επόμενη	tjetër
επόμενη	tjetra
επόμενη	tjetri
επόμενη	tjeter
επόμενη	next
στιγμή	moment
στιγμή	momenti
μήνες	muaj
μήνες	muajt
αποτελείται	përbërë
αποτελείται	përbëhet
αποτελείται	konsiston
θεωρία	teori
θεωρία	teoria
ύψος	lartësi
ύψος	lartësi
ύψος	lartësia
όλοι	gjithkush
όλοι	krejt
όλοι	gjith
τώρα	tash
τώρα	tani
προπονητής	trener
προπονητής	trainer
προπονητής	trajner
προπονητής	trajneri
θέατρο	teatri
θέατρο	teatër
θέατρο	teatrin
θέατρο	teatër
θέατρο	teatri
θέατρο	teatrin
θέατρο	migjeni
σημαντική	rëndësishme
σημαντική	domethënëse
ημέρα	ditën
ημέρα	dite
ημέρα	dej
ημέρα	dita
ημέρα	dit
ημέρα	ditë
επέστρεψε	kthyer
παρέμεινε	mbeti
κατέκτησε	pushtuar
θέματα	temat
θέματα	temat
θέματα	çështje
θέματα	çështjet
στάδιο	stadiumi
στάδιο	stadium
στάδιο	skena
στάδιο	stad
στάδιο	skenë
στάδιο	faza
χωριά	fshatrat
επίθεση	sulm
επίθεση	sulmi
επίθεση	sulm
επίθεση	vrehet
τραγούδια	këngët
τραγούδια	këngë
έδωσε	dhane
έδωσε	dha
πληθυσμός	popullsia
πληθυσμός	popullata
πληθυσμός	popullsi
λέξη	fjala
λέξη	fjal
λέξη	fjalë
λέξη	fjale
προβλήματα	probleme
