din	จาก
deși	แม้ว่า
saint	นักบุญ
saint	เซนต์
vest	เวสต์
italia	อิตาลี
italia	อิตาลี่
încă	ยัง
înainte	ก่อน
lemn	วูด
lemn	ไม้
noi	นิว
noi	ใหม่
națională	national
națională	ชาติ
roman	roman
roman	โรมัน
roman	นิยาย
roman	นวนิยาย
drept	ตรง
mod	โหมด
mod	mod
american	อเมริกัน
fiecare	ทุกๆ
fiecare	ทุก
fiecare	แต่ละ
prezent	ปัจจุบัน
casa	บ้าน
casa	เฮ้าส์
text	ข้อความ
bine	เก่ง
bine	ดี
bine	โอเค
http	http
site	ไซต์
articole	บทความ
articole	รายการ
unele	บาง
unele	บ้าง
milioane	ล้าน
milioane	ล้าน
apă	น้ำ
apă	นํ้า
doua	สอง
doua	two
țară	ประเทศ
sate	หมู่บ้าน
târziu	ดึก
târziu	ช้า
târziu	สาย
istoria	ประวัติศาสตร์
istoria	ประวัติการ
istoria	ประวัติ
maria	maria
patru	สี่
republica	สาธารณรัฐ
râul	แม่น้ำ
paris	paris
paris	ปารีส
gheorghe	gheorghe
gheorghe	จอร์จ
tip	กาย
tip	ชนิด
tip	ประเภท
tip	พิมพ์
premiul	รางวัล
premiul	รางวัล
putea	สามารถ
persoane	ประชาชน
persoane	บุคคล
persoane	ผู้
persoane	ผู้คน
persoane	คน
constantin	constantin
etc	ฯลฯ
etc	etc
exemplu	ตัวอย่าง
george	จอร์จ
articol	บทความ
articol	ข่าว
născut	เกิด
numărul	จำนวน
numărul	หมายเลข
comitatul	มณฑล
comitatul	เปรม
harta	แผนที่
john	จอร์น
john	john
john	จอห์น
jos	ลง
jos	ดาวน์
marea	ทะเล
deoarece	เพราะ
aproape	เกือบ
scris	เขียน
raport	รายงาน
echipa	ทีม
echipa	squad
echipa	หน่วย
echipa	หมู่
echipa	ทีม
echipa	team
diferite	ต่าง
baza	ฐาน
baza	ฐานทัพ
special	พิเศษ
valea	หุบเขา
stadium	สนาม
zona	เขต
zona	โซน
zona	บริเวณ
zona	พื้นที่
americii	อเมริกา
satului	หมู่บ้าน
împărat	จักรพรรดิ
resedinta	ที่พัก
viața	ชีวิต
viața	life
bun	เก่ง
bun	ดี
format	ฟอร์แมต
președinte	ประธาน
președinte	ประธานาธิบดี
președinte	ประธาน
lângă	ใกล้
oameni	ประชาชน
oameni	บุคคล
oameni	ผู้
oameni	ผู้คน
oameni	คน
istoric	ประวัติศาสตร์
istoric	ประวัติการ
istoric	ประวัติ
suprafață	บริเวณ
suprafață	พื้นที่
europa	ยุโรป
universitatea	มหาวิทยาลัย
team	ทีม
team	team
copii	เด็กๆ
copii	เด็ก
copii	ลูกๆ
copii	เด็กๆ
copii	เด็ก
aproximativ	ประมาณ
aproximativ	คร่าวๆ
lucru	ทำงาน
lucru	งาน
cazul	กรณี
cazul	case
cazul	คดี
români	โรมาเนีย
folosit	ใช้
orice	ใดๆ
clubnat	clubnat
mihai	mihai
mihai	ไมเคิ้ล
mihai	ไมเคิล
centrul	กึ่งกลาง
centrul	กลาง
centrul	ศูนย์
centrul	ศูนย์กลาง
centrul	กึ่งกลาง
centrul	ศูนย์
centrul	ศูนย์กลาง
san	ซาน
san	แซน
san	san
teritoriul	อาณาเขต
van	แวน
ungaria	ฮังการี
număr	จำนวน
număr	หมายเลข
cauza	เพราะ
cauza	สาเหตุ
bulgaria	บัลแกเรีย
engleză	อังกฤษ
serie	ซีรี่ส์
serie	อนุกรม
sua	สหรัฐอเมริกา
sua	สหรัฐฯ
sua	usa
vechi	เก่าๆ
vechi	แก่
vechi	เก่า
reședința	ที่พัก
munții	ภูเขา
limbi	ภาษา
fel	ชนิด
fel	ใจดี
fotbal	ฟุตบอล
fotbal	ฟุตบอล
regele	กษัตริย์
regele	king
regele	ราชา
regele	คิง
fiul	ลูก
fiul	บุตร
fiul	ลูกชาย
nouă	นิว
nouă	ใหม่
nouă	เก้า
evoluția	วิวัฒนาการ
viteză	ความเร็ว
paul	paul
paul	พอล
orașe	เมือง
orașe	นคร
institutul	สถาบัน
satele	หมู่บ้าน
trecut	อดีต
articolul	บทความ
articolul	ข่าว
mulți	มากมาย
mulți	หลาย
viață	ชีวิต
viață	life
informații	ข้อมูล
titlu	หัวข้อ
titlu	ชื่อ
titlul	ชื่อ
album	อัลบั้ม
york	ยอร์ก
york	ยอร์ค
pagina	เพจ
pagina	หน้า
moartea	ตาย
apare	ปรากฏ
fața	ใบหน้า
fața	หน้า
fața	หน้าตา
fața	face
armata	ทัพ
armata	กองทัพ
formă	ฟอร์ม
color	สี
color	สีสัน
color	สี
german	เยอรมัน
rolul	บทบาท
mică	เล็ก
des	บ่อย
des	มัก
des	บ่อยๆ
începând	เริ่ม
principal	หลัก
forma	ฟอร์ม
mici	เล็ก
eliberare	ปล่อย
european	ยุโรป
mic	เล็ก
câștigat	วอน
câștigat	ชนะ
gen	เพศ
gen	แนว
gen	ประเภท
gen	gen
com	com
importante	สำคัญ
aur	ทอง
aur	โกลด์
aur	ทองคำ
luat	ถ่าย
germană	เยอรมัน
pol	pol
pol	เสา
lume	เวิลด์
lume	world
lume	โลก
anglia	อังกฤษ
politică	นโยบาย
politică	การเมือง
revista	นิตยสาร
asta	นี้
asta	นี่
asta	ดิส
asta	นั้น
asta	ที่
asta	ว่า
asta	นั่น
profesor	ศาสตราจารย์
profesor	คุณครู
profesor	อาจารย์
profesor	ครู
cinci	ห้า
acolo	มี
lumea	เวิลด์
lumea	world
lumea	โลก
muzică	มิวสิค
muzică	เพลง
muzică	ดนตรี
david	เดวิด
david	david
țara	ประเทศ
etnică	ชาติพันธุ์
centru	กึ่งกลาง
centru	กลาง
centru	ศูนย์
centru	ศูนย์กลาง
centru	กึ่งกลาง
centru	ศูนย์
centru	ศูนย์กลาง
alt	alt
istorie	ประวัติศาสตร์
istorie	ประวัติการ
istorie	ประวัติ
austria	ออสเตรีย
districtul	เขต
districtul	อำเภอ
periheliu	perihelion
regatul	อาณาจักร
conține	บรรจุ
activitatea	กิจกรรม
sultan	สุลต่าน
afeliu	aphelion
inițial	เดิมที
artă	อาร์ต
artă	อาร์ท
artă	art
artă	ศิลปะ
body	body
body	ร่าง
body	กาย
body	ร่างกาย
imagini	ภาพ
imagini	รูปภาพ
imagini	รูป
imagini	แม่ค้า
rusia	รัสเซีย
spune	กล่าว
spune	พูด
domeniul	โดเมน
școala	โรงเรียน
polonia	โปแลนด์
succes	สำเร็จ
provincie	จังหวัด
studii	เรียน
studii	ศึกษา
studii	ศึกษา
primar	เทศมนตรี
primar	หลัก
francez	ฝรั่งเศส
jean	ยีน
jean	จีน
jean	ฌอง
sistemul	ระบบ
începe	เริ่ม
ziua	เดย์
ziua	วัน
single	single
single	โสด
urmat	ตาม
războiul	สงคราม
world	เวิลด์
world	world
world	โลก
xix	xix
internațional	international
internațional	นานาชาติ
internațional	สากล
franceză	ฝรั่งเศส
important	สำคัญ
familie	ตระกูล
familie	ครอบครัว
familie	family
politic	การเมือง
țări	ประเทศ
funcția	ฟังก์ชัน
lucrări	ทำงาน
curs	หลักสูตร
curs	คอร์ส
considerat	พิจารณา
sistem	ระบบ
politice	การเมือง
sudul	ใต้
sudul	south
sudul	ใต้
vreme	อากาศ
mediu	เฉลี่ย
mediu	กลาง
spania	สเปน
funcție	ฟังก์ชัน
nivel	ระดับ
nivel	เลเวล
web	เว็บ
top	ท็อป
mihail	ไมเคิ้ล
mihail	ไมเคิล
biserică	ศาสนจักร
biserică	โบสถ์
realizat	ตระหนัก
cartea	หนังสือ
cartea	สมุด
filme	ภาพยนตร์
filme	หนัง
filme	ภาพยนต์
filme	ภาพยนตร์
noua	นิว
noua	ใหม่
căsătorit	แต่งงาน
png	png
muzeul	พิพิธภัณฑ์
city	เมือง
city	ซิตี้
city	city
construit	สร้าง
luptă	ศึก
luptă	รบ
luptă	สงคราม
luptă	ต่อสู้
luptă	สู้
unit	สามัคคี
unit	ยูไนเต็ด
unit	united
luni	เดือน
luni	จันทร์
jucat	เล่น
zone	โซน
zone	บริเวณ
zone	พื้นที่
radio	วิทยุ
monument	อนุสาวรีย์
europene	ยุโรป
dreapta	ขวา
dreapta	ถูก
vârsta	อายุ
vârsta	ยุค
toți	ทั้งหมด
toți	ทุก
bază	ฐาน
bază	ฐานทัพ
ultima	last
ultima	สุดท้าย
ultima	ล่าสุด
origine	ต้นทาง
origine	ที่มา
origine	กำเนิด
literatură	วรรณกรรม
literatură	วรรณคดี
veche	เก่าๆ
veche	แก่
veche	เก่า
timișoara	timișoara
les	les
les	เลส
les	เล
guvernul	ราชการ
guvernul	รัฐบาล
total	รวม
total	ทั้งหมด
total	สุดๆ
japonia	japan
japonia	ญี่ปุ่น
petru	peter
conte	จำนวนนับ
conte	นับ
roma	โรม
cupa	คัพ
cupa	ถ้วย
bătălia	ศึก
bătălia	รบ
bătălia	สงคราม
membri	สมาชิก
calitate	คุณภาพ
scrie	เขียน
euro	ยูโร
uniunii	สหพันธ์
uniunii	สหภาพแรงงาน
uniunii	สหภาพ
scurt	สั้น
scurt	สั้นๆ
scurt	เตี้ย
mama	แม่
mama	แม่
creat	สร้าง
uri	uri
mănăstirea	วัด
mănăstirea	อาราม
america	อเมริกา
produs	ผลิต
produs	สินค้า
produs	ผลิตภัณฑ์
ultimul	last
ultimul	สุดท้าย
ultimul	ล่าสุด
președintele	ประธาน
președintele	ประธานาธิบดี
andrei	andrey
brazilia	บราซิล
james	james
james	เจมส์
surse	แหล่ง
obicei	นิสัย
compania	บริษัท
compania	company
compania	องค์กร
etnic	ชาติพันธุ์
echipe	ทีม
sezonul	ฤดูกาล
central	เซ็นทรัล
dan	dan
dan	แดน
unii	บาง
unii	บ้าง
liga	สันนิบาต
liga	ลีก
rol	บทบาท
india	อินเดีย
construită	สร้าง
uniunea	สหพันธ์
uniunea	สหภาพแรงงาน
uniunea	สหภาพ
cărți	บัตร
cărți	การ์ด
cărți	ไพ่
cărți	หนังสือ
opera	opera
opera	เปร่า
rock	rock
rock	ร็อค
rock	โยก
rock	หิน
zonă	เขต
zonă	โซน
zonă	บริเวณ
zonă	พื้นที่
stil	สไตล์
pus	วาง
pus	ใส่
video	วีดีโอ
video	วิดีโอ
ziarul	หนังสือพิมพ์
www	www
militară	กองทัพ
militară	ทหาร
post	โพสต์
post	โพส
românesc	โรมาเนีย
plus	บวก
plus	พลัส
plus	plus
china	จีน
codul	รหัส
codul	โค้ด
fiica	ลูกสาว
scopul	เล็ง
scopul	วัตถุประสงค์
grupul	กลุ่ม
michael	ไมเคิ้ล
michael	ไมเคิล
londra	london
londra	ลอนดอน
insula	เกาะ
poziția	จุดยืน
poziția	ตำแหน่ง
charles	ชารลส์
charles	ชาร์ลส์
charles	ชาร์ล
albumul	อัลบั้ม
diverse	เบ็ดเตล็ด
intrat	ป้อน
șase	หก
șase	six
director	directory
website	เว็บไซต์
militar	กองทัพ
militar	ทหาร
originală	ต้นฉบับ
originală	ดั้งเดิม
originală	เดิม
state	สภาพ
state	รัฐ
pop	ป็อป
pop	ป๊อป
pop	pop
university	มหาวิทยาลัย
cultural	วัฒนธรรม
trimis	ส่ง
bar	บาร์
bar	แถบ
folosite	ใช้
jumătate	ครึ่ง
capitala	พระนคร
capitala	ทุน
fizice	กายภาพ
mexico	เม็กซิโก
activitate	กิจกรรม
sfântul	นักบุญ
sfântul	เซนต์
soția	ภริยา
soția	ภรรยา
soția	เมีย
metri	เมตร
metri	เมตร
centrală	เซ็นทรัล
singur	ลำพัง
singur	single
singur	โสด
singur	เหงา
public	สาธารณชน
public	public
public	สาธารณะ
nevoie	ต้องการ
nevoie	ต้องการ
oamenii	ประชาชน
oamenii	บุคคล
oamenii	ผู้
oamenii	ผู้คน
oamenii	คน
caz	กรณี
caz	case
caz	คดี
televiziune	โทรทัศน์
televiziune	ทีวี
curtea	ศาล
curtea	สำนัก
probleme	ปัญหา
probleme	ปัญหา
publice	สาธารณชน
publice	public
publice	สาธารณะ
regia	กำกับ
plan	แพ็คเกจ
plan	วางแผน
plan	แผน
naturale	natural
naturale	ธรรมชาติ
facultatea	วิทยาลัย
facultatea	มหาวิทยาลัย
facultatea	คณาจารย์
facultatea	คณะ
pământ	earth
pământ	โลก
pământ	ธรณี
pământ	land
pământ	แลนด์
pământ	ที่ดิน
viena	เวียนนา
principale	หลัก
arte	ศิลปะ
arte	ศิลปศาสตร์
alți	อื่นๆ
seria	ซีรี่ส์
seria	อนุกรม
dezvoltarea	พัฒนาการ
dezvoltarea	พัฒนา
direct	ตรง
direct	ตรง
direct	โดยตรง
direct	direct
direct	โดยตรง
șef	หัวหน้า
palatul	วัง
palatul	ราชวัง
palatul	พระราชวัง
termenul	วาระ
altele	อื่นๆ
altele	อื่นๆ
carte	หนังสือ
carte	สมุด
auto	อัตโนมัติ
auto	auto
africa	แอฟริกา
religie	ศาสนา
conducerea	ผู้นำ
asia	เอเชีย
final	จบ
final	end
final	ยุติ
para	พารา
părți	อะไหล่
părți	ปาร์ตี้
fratele	น้อง
membrii	สมาชิก
ambele	ทั้ง
stânga	ซ้าย
stânga	เหลือ
press	สื่อ
press	กด
ludovic	หลุยส์
dumnezeu	อัลลอฮ์
dumnezeu	พระเจ้า
dumnezeu	อัลลอฮฺ
drumul	ถนน
drumul	road
evenimente	เหตุการณ์
evenimente	กิจกรรม
district	เขต
district	อำเภอ
und	und
luna	พระจันทร์
luna	มูน
luna	เพ็ญ
luna	เดือน
publică	สาธารณชน
publică	public
publică	สาธารณะ
poet	กวี
peter	peter
victoria	วิกตอเรีย
victoria	วิคตอเรีย
sovietică	โซเวียต
nivelul	ระดับ
nivelul	เลเวล
rus	รัสเซีย
rus	rus
poartă	เกต
poartă	เกท
poartă	สวม
poartă	ใส่
europeană	ยุโรป
https	https
romane	นิยาย
romane	นวนิยาย
pas	ขั้น
pas	ก้าว
pas	ปาร์
united	สามัคคี
united	ยูไนเต็ด
united	united
biserici	โบสถ์
berlin	berlin
berlin	เบอร์ลิน
proiectului	โครงการ
lumina	สว่าง
lumina	เบา
lumina	ไลท์
lumina	แสง
elemente	รายการ
elemente	ธาตุ
piatră	stone
piatră	หิน
piatră	ศิลา
piatră	rock
piatră	ร็อค
piatră	โยก
piatră	หิน
produse	สินค้า
produse	ผลิตภัณฑ์
produse	สินค้า
produse	ผลิตภัณฑ์
romania	โรมาเนีย
thomas	โธมัส
sec	วินาที
sec	sec
piese	อะไหล่
piața	ตลาด
găsit	พบ
găsit	เจอ
muzica	มิวสิค
muzica	เพลง
muzica	ดนตรี
folosită	ใช้
casă	บ้าน
casă	เฮ้าส์
casă	บ้าน
casă	home
casă	บาน
afaceri	ธุรกิจ
afaceri	กิจการ
vestul	เวสต์
legătură	ลิงก์
legătură	ลิงค์
grecia	กรีซ
liber	ฟรี
liber	อิสระ
liber	ว่าง
liber	เสรี
liber	free
pagini	เพจ
pagini	หน้าที่
pagini	หน้า
national	national
national	ชาติ
comunist	คอมมิวนิสต์
britanic	บริติช
britanic	อังกฤษ
linia	เส้น
linia	บรรทัด
linia	line
medie	เฉลี่ย
medie	กลาง
sovietice	โซเวียต
puterea	อำนาจ
puterea	power
puterea	พลังงาน
puterea	พลัง
puternic	เข้ม
puternic	strong
puternic	แรง
puternic	แข็งแกร่ง
oficială	ทางการ
oficială	official
legea	กฎหมาย
legea	กฎ
pierdut	หลง
pierdut	แพ้
pierdut	เสีย
colspan	colspan
afara	นอก
afara	ภายนอก
afara	ออก
cariera	อาชีพ
germani	เยอรมัน
rezultat	ผล
rezultat	ผลลัพธ์
structura	โครงสร้าง
rândul	แถว
nordul	อุดร
nordul	เหนือ
nordul	เหนือ
ușor	ง่าย
ușor	ง่ายๆ
ușor	ง่ายดาย
putere	อำนาจ
putere	power
putere	พลังงาน
putere	พลัง
xviii	xviii
black	ดำ
ediția	ฉบับ
castelul	ปราสาท
fiu	ลูก
fiu	บุตร
fiu	ลูกชาย
naturală	natural
naturală	ธรรมชาติ
consiliului	สภา
importantă	สำคัญ
cetatea	ป้อม
cetatea	ปราการ
premii	รางวัล
premii	รางวัล
puncte	จุด
puncte	ชี้
puncte	แต้ม
puncte	คะแนน
puncte	จุด
lungime	ยาว
social	สังคม
rapid	รวดเร็ว
rapid	ด่วน
rapid	ไว
rapid	รวดเร็ว
rapid	เร็ว
rapid	ด่วน
rapid	fast
rapid	ไว
generalul	ทั่วไป
generalul	แม่ทัพ
femei	หญิง
femei	สตรี
international	international
international	นานาชาติ
international	สากล
școală	โรงเรียน
original	ต้นฉบับ
original	ดั้งเดิม
original	เดิม
șapte	seven
șapte	เจ็ด
plante	พืช
ediție	ฉบับ
ocupat	ยุ่งๆ
ocupat	ยุ่ง
adesea	บ่อย
adesea	มัก
adesea	บ่อยๆ
volumul	ปริมาตร
louis	หลุยส์
australia	australia
australia	ออสเตรเลีย
continuă	ต่อ
referințe	อ้างอิง
online	ออนไลน์
online	online
media	สื่อ
permite	อนุญาต
consiliul	สภา
încercat	พยายาม
literară	วรรณกรรม
literară	วรรณคดี
simplu	ง่าย
simplu	ง่ายๆ
imediat	ทันที
canada	แคนาดา
punctul	point
punctul	ชี้
punctul	จุด
punctul	ประเด็น
superioară	อธิการ
superioară	superior
sociale	สังคม
științifică	วิทยาศาสตร์
deasupra	เหนือ
arheologice	โบราณคดี
case	กรณี
case	case
case	คดี
art	อาร์ต
art	อาร์ท
art	art
art	ศิลปะ
scurtă	สั้น
scurtă	สั้นๆ
scurtă	เตี้ย
internet	อินเทอร์เน็ต
internet	อินเตอร์เน็ต
real	real
real	จริง
cultura	วัฒนธรรม
romanul	นิยาย
romanul	นวนิยาย
problema	ปัญหา
americană	อเมริกัน
țările	ประเทศ
mesaj	จดหมาย
mesaj	ข้อความ
hartă	แผนที่
internațională	international
internațională	นานาชาติ
internațională	สากล
academia	สถาบัน
academia	academy
legate	เกี่ยวข้อง
persoană	บุคคล
complet	สมบูรณ์
complet	ครบ
complet	สมบูรณ์
major	เมเจอร์
totală	รวม
totală	ทั้งหมด
cultură	วัฒนธรรม
obiective	วัตถุประสงค์
actriță	actress
măsură	วัด
măsură	สัดส่วน
abu	อาบู
catolică	คาทอลิก
superior	อธิการ
superior	superior
deschis	เปิด
joc	เกม
joc	เกมส์
parcul	จอด
parcul	สวน
stare	สถานะ
stare	สถานภาพ
stare	สภาพ
stare	รัฐ
stare	เงื่อนไข
stare	สภาพ
fizică	กายภาพ
man	มนุษย์
man	ชาย
man	คน
man	แมน
man	man
procesul	กระบวนการ
unități	ยูนิต
unități	หน่วย
cale	พาธ
cale	cale
cale	เซล
rămâne	ซาก
ministerul	กระทรวง
clasa	ห้องเรียน
clasa	คลาส
clasa	เรียน
lipsa	ขาด
proiect	โครงการ
santa	ต้า
santa	santa
administrativ	ธุรการ
pune	วาง
pune	ใส่
naștere	เกิด
naștere	กำเนิด
calea	พาธ
stadion	สนาม
departe	ห่าง
semnat	เซ็น
greacă	กรีก
roșu	แดง
roșu	เรด
articolele	บทความ
lupta	สู้
lupta	ต่อสู้
lupta	สู้
văzut	เห็น
economice	เศรษฐกิจ
împăratul	จักรพรรดิ
divizia	ดิวิชั่น
metal	โลหะ
metal	เหล็ก
dezvoltare	พัฒนาการ
dezvoltare	พัฒนา
cursul	หลักสูตร
cursul	คอร์ส
construcție	ก่อสร้าง
alb	ขาว
alb	ไวท์
bulgari	บัลแกเรีย
verde	เขียว
urmează	ติดตาม
urmează	ตาม
debit	ไหล
debit	กระแส
debit	เดบิต
arată	แสดง
arată	โชว์
arată	แสดง
include	รวม
obține	รับ
league	สันนิบาต
league	ลีก
destul	พอ
jurnalul	วารสาร
jurnalul	ไดอารี่
live	สด
situația	สถานการณ์
maghiară	ฮังการี
negru	ดำ
omul	มนุษย์
omul	ชาย
omul	คน
omul	แมน
omul	man
interes	ดอกเบี้ย
interes	สนใจ
știință	วิทยาศาสตร์
alții	อื่นๆ
teoria	ทฤษฎี
rând	แถว
folosește	ใช้
valoare	มูลค่า
valoare	ค่า
civil	แพ่ง
civil	ประชา
civil	พลเรือน
armată	กองทัพ
armată	ทหาร
armată	ทัพ
armată	กองทัพ
modul	โหมด
modul	โมดูล
regizat	กำกับ
albert	อัลเบิร์
albert	อัลเบิร์ต
sursă	ต้นทาง
lacul	ทะเลสาบ
per	ต่อ
schimb	แลก
schimb	สลับ
singură	ลำพัง
singură	single
singură	โสด
culoare	สี
culoare	สีสัน
culoare	สี
chitară	กีตาร์
chitară	กีต้าร์
muncă	ทำงาน
muncă	งาน
model	โมเดล
model	รุ่น
trece	ผ่าน
literare	วรรณกรรม
literare	วรรณคดี
găsește	หา
găsește	ค้นหา
materiale	วัสดุ
materiale	วัตถุดิบ
materiale	วัสดุ
dezvoltat	พัฒนา
populară	นิยม
corpul	body
corpul	ร่าง
corpul	กาย
corpul	ร่างกาย
populare	นิยม
diagrama	แผนภาพ
cercetare	ค้นคว้า
cercetare	วิจัย
actual	ปัจจุบัน
companie	บริษัท
companie	company
companie	องค์กร
controlul	ควบคุม
controlul	คอนโทรล
california	แคลิฟอร์เนีย
minute	นาที
artist	ศิลปิน
artist	จิตรกร
pace	สันติภาพ
pace	สันติ
pace	สันติสุข
societatea	สังคม
evrei	ยิว
sens	sense
formula	นมผง
formula	สูตร
meci	แมตช์
contra	เคาน์เตอร์
contra	counter
contra	ต่อ
suedia	สวีเดน
comunitatea	ชุมชน
cap	หัว
cap	เฮด
cap	หมวก
cap	cap
echipă	ทีม
echipă	team
cuvinte	คำ
cuvinte	ลมปาก
jocurile	เกม
jocurile	เกมส์
literatura	วรรณกรรม
literatura	วรรณคดี
mijlocul	มิด
personal	บุคลากร
personal	พนักงาน
albă	ขาว
albă	ไวท์
cine	ผู้
cine	ใคร
star	ดวงดาว
star	ดารา
star	ดาว
inferioară	ลด
inferioară	ต่ำ
inferioară	ล่าง
inferioară	ด้อย
muzical	มิวสิค
literar	วรรณกรรม
literar	วรรณคดี
situl	ไซต์
antrenor	coach
antrenor	โค๊ช
antrenor	โค้ช
atac	โจมตี
copil	ลูก
copil	ทารก
copil	เบบี้
copil	ที่รัก
copil	กุมาร
copil	เด็ก
discuri	แผ่น
discuri	ดิสก์
port	พอร์ต
port	ท่าเรือ
numere	ตัวเลข
numere	หมายเลข
scrise	เขียน
clubul	คลับ
clubul	สโมสร
clubul	club
clubul	ชมรม
pierre	ปิแอร์
pagină	เพจ
pagină	หน้า
considerată	พิจารณา
xvi	xvi
olimpice	โอลิมปิค
olimpice	โอลิมปิก
europei	ยุโรป
voce	เสียง
liberă	ฟรี
liberă	อิสระ
liberă	ว่าง
liberă	เสรี
liberă	free
popescu	popescu
greu	หนักๆ
greu	หนัก
greu	แรง
greu	โหม
greu	ลำบาก
greu	หนัก
greu	ฮาร์ด
