les	на
voir	поглед
pays	земја
pays	држава
pays	кантри
pays	земји
pays	држави
source	извор
ils	тие
ils	они
grand	голем
grand	голема
grand	големи
grand	големо
grand	голем
grand	голема
grand	големи
grand	одлична
grand	одлично
grand	супер
grand	grand
grand	гранд
tout	сè
tout	се
tout	све
tout	сѐ
tout	сите
groupe	бенд
groupe	група
groupe	групно
groupe	групни
groupe	групна
titre	титула
titre	наслов
monde	ворлд
monde	world
monde	свет
monde	светот
monde	свету
nord	северно
nord	север
nord	северот
nord	северен
nord	северна
nord	норд
années	години
bien	добра
bien	добро
bien	добар
bien	епа
bien	па
contre	против
liste	листа
liste	список
puis	потоа
puis	тогаш
équipe	одред
équipe	екипа
équipe	тим
club	клуб
sud	југ
sud	јужно
sud	јужна
partie	партиски
partie	партиска
partie	забава
partie	журка
partie	партија
partie	дел
avant	преден
avant	предни
avant	предна
avant	фронт
avant	напред
avant	пред
non	не
très	многу
trois	тројца
trois	три
trois	тројка
articles	статии
articles	натписи
articles	артикли
articles	написи
article	член
article	статија
guerre	војна
sans	без
sans	санс
sans	sans
saison	сезона
fin	перка
fin	крај
vers	vers
vers	кон
année	година
année	year
temps	времето
temps	времето
temps	време
plusieurs	многумина
plusieurs	неколку
plusieurs	повеќекратни
plusieurs	повеќекратна
plusieurs	повеќекратен
faire	прави
faire	make
faire	направи
mars	марш
mars	март
mars	марс
histoire	историја
série	серија
série	серии
série	сериски
joueur	играчот
joueur	играч
mai	мајски
mai	мај
mai	mai
mai	маи
tour	тура
tour	турнеја
tour	тур
tour	обиколка
tour	кула
tour	кулата
mort	почина
mort	умре
mort	умрел
mort	починал
mort	умрела
mort	смрт
mort	смртта
mort	морт
mort	мртво
mort	мртов
mort	мртви
mort	мртва
juin	џун
juin	јуни
juin	џун
jpg	jpg
française	французи
française	француски
pierre	камени
pierre	камен
pierre	стон
pierre	питер
pierre	петар
pierre	пјер
région	регион
région	област
région	подрачје
janvier	јануари
fois	пати
autre	autre
autre	macedonian
autre	други
septembre	септември
juillet	јули
état	статус
état	состојба
état	држава
état	услов
état	состојба
église	црква
octobre	октомври
octobre	octobre
place	место
famille	семејство
famille	фамилијарно
famille	фамилијарна
famille	фамилија
états	државите
états	држави
général	општи
général	општа
général	општо
général	генерал
avril	apr
avril	април
insee	insee
tous	сите
politique	политика
politique	политика
album	албум
décembre	декември
août	август
août	аугуст
août	aug
novembre	ноември
avait	имаа
avait	имаше
prix	цени
prix	цена
nouvelle	ново
nouvelle	нов
nouvelle	нови
nouvelle	нова
février	фебруари
février	февруари
département	оддел
grande	голем
grande	голема
grande	големи
grande	големо
grande	голем
grande	голема
grande	големи
grande	одлична
grande	одлично
grande	супер
grande	гранде
peu	малкумина
peu	неколку
peu	неколкумина
peu	мала
peu	мал
peu	литл
peu	мали
peu	малку
peu	мало
américain	американска
américain	американски
américain	американец
soit	или
début	почни
début	почеток
début	старт
début	почеток
ligne	линија
ligne	ред
ligne	редица
ligne	row
suite	апартман
nationale	национални
nationale	национална
nationale	национален
nationale	национално
championnat	шампионат
championnat	првенство
championnat	шампионски
encore	повторно
encore	одново
encore	пак
encore	сеуште
encore	уште
encore	сепак
encore	хардкор
encore	encore
image	слика
image	слика
vie	живот
vie	life
vie	животот
vie	vie
unis	соединети
unis	јунајтед
unis	обединета
unis	обединето
unis	обединети
lien	врска
football	фудбал
football	фудбал
jeux	игри
moins	минус
moins	помалку
moins	помалце
ouest	запад
ouest	западно
ouest	вест
ouest	вестерн
ouest	западни
ouest	западна
page	страница
page	страницата
nouveau	ново
nouveau	нов
nouveau	нови
nouveau	нова
vous	вие
vous	ти
vous	тебе
vous	си
centre	средина
centre	центар
centre	средина
centre	центар
cours	курс
cours	cours
cours	терени
cours	курсеви
partir	напушти
partir	остави
village	село
village	селски
université	универзитет
université	факултет
université	колеџ
louis	луј
louis	луис
nombre	број
quelques	некои
leurs	нивната
leurs	нивните
leurs	нивното
leurs	нивна
leurs	нивно
leurs	нивни
siècle	век
coupe	фризура
coupe	чашка
coupe	куп
coupe	шолја
coupe	пехар
coupe	сечење
coupe	рез
coupe	исечи
coupe	сечи
coupe	coupe
population	популација
population	население
connexes	поврзани
connexes	поврзано
homme	машко
homme	машки
homme	мажи
homme	мажите
homme	луѓе
homme	машки
homme	маж
homme	чоек
homme	човек
homme	мен
homme	човекот
communes	заедници
communes	општини
division	дивизија
division	поделба
président	претседател
président	стол
président	столица
président	столче
président	претседавач
président	претседавачот
national	национални
national	национална
national	национален
national	национално
société	општество
société	компанија
quatre	four
quatre	четри
quatre	четири
quatre	четворица
cas	случај
cas	кејс
cas	cas
cas	кас
cas	случаи
cas	случаеви
jeu	игра
jeu	коцкање
genre	жанр
genre	полови
genre	пол
genre	полот
genre	родот
genre	како
genre	like
musique	музика
fils	жица
fils	синот
fils	синко
fils	сине
fils	син
fils	синови
fils	синовите
fils	конец
roi	крал
roi	кинг
roi	кралот
roi	рои
parti	партиски
parti	партиска
parti	забава
parti	журка
parti	партија
parti	заминати
jour	ден
europe	европа
forme	форма
forme	облик
forme	форма
époque	епоха
époque	ера
devient	постанува
devient	станува
ancien	древни
ancien	древно
ancien	античка
ancien	древна
ancien	антички
ancien	старо
ancien	стари
ancien	стар
ancien	стара
ancien	старешина
ancien	постариот
ancien	постар
ancien	поранешно
ancien	поранешни
ancien	поранешен
ancien	поранешна
ancien	бивши
origine	потекло
origine	потекло
ordre	ред
ordre	наредба
ordre	нарачка
ordre	редослед
château	шато
château	тврдина
château	замок
château	chateau
château	шато
école	школи
école	училишта
école	училиште
école	школа
carrière	кариера
carrière	каменолом
carrière	каменоломот
carrière	кариери
carrière	кариера
part	сподели
deuxième	второ
deuxième	втор
deuxième	втори
deuxième	втората
deuxième	втора
bar	бар
bar	bar
située	лоциран
située	лоцирана
située	лоцирано
située	сместена
située	лоцирано
située	сместена
charles	чарлс
charles	шарл
points	точки
points	точките
points	точки
points	поенти
points	поени
paul	пол
paul	паул
paul	павле
rue	улични
rue	улица
rue	уличен
rue	ру
chef	кувар
chef	готвач
chef	шеф
chef	главен
chef	шефот
chef	началник
père	тате
père	тато
père	татко
père	татка
père	татко
exemple	пример
trouve	пронаоѓа
durant	дурант
durant	дуран
rapport	пријави
rapport	извештај
art	уметност
art	арт
art	уметничко
art	уметноста
canton	кантон
canton	кантонот
dernier	последно
dernier	последни
dernier	последен
dernier	последна
dernier	последниот
dernier	најнови
dernier	најнова
dernier	најново
type	тип
habitants	жители
habitants	жителите
habitants	жители
point	точка
compte	грофот
compte	сметка
compte	сметката
période	период
période	period
armée	воена
armée	војска
armée	армија
armée	војска
eau	вода
eau	воден
marie	мари
marie	мери
marie	марија
discuter	разговарајќи
discuter	разговараат
discuter	муабет
discuter	разговор
discuter	чат
car	бидејќи
projet	проект
chaque	секоја
chaque	секое
chaque	секој
chaque	секоја
anglais	англиски
province	покраина
province	провинција
province	покраината
john	јован
john	џон
international	international
international	меѓународна
international	интернационална
international	меѓународни
international	меѓународен
conseil	консалтинг
conseil	консултации
conseil	совет
conseil	совети
conseil	совет
françois	францис
françois	франсис
françois	френсис
françois	франсоа
françois	франсоа
maison	куќа
maison	хаус
maison	дом
maison	дома
maison	домот
maison	home
cela	ова
cela	оваа
cela	овој
cela	тоа
cela	дека
demande	барањето
demande	барање
demande	прашајте
demande	прашај
fonction	функција
toujours	секогаш
toujours	сеуште
toujours	уште
toujours	сепак
doit	мора
doit	must
production	продукција
production	производство
certains	некои
membre	членка
membre	член
près	близу
près	блиску
rôle	улога
meilleur	подобри
meilleur	подобра
meilleur	подобар
meilleur	подобро
meilleur	meilleur
meilleur	најдобар
meilleur	најдобро
meilleur	најдобри
meilleur	најдобра
meilleur	бест
droit	десно
droit	надесно
droit	право
droit	закон
mois	месеци
mois	месецот
mois	месец
mois	месечно
mois	месечен
île	островот
île	остров
île	île
république	република
république	republic
république	републиката
service	услуги
service	служба
service	сервис
service	услуга
jacques	жак
score	оценка
score	резултат
score	поен
ensuite	потоа
ensuite	тогаш
langue	јазик
dit	рече
dit	рекол
dit	вели
dit	кажува
gouvernement	влада
center	средина
center	центар
elles	тие
elles	они
petit	малечко
petit	мала
petit	мал
petit	мали
petit	мало
petit	мала
petit	мал
petit	литл
petit	мали
petit	малку
petit	мало
toutes	сите
argent	пари
argent	сребрено
argent	сребрен
argent	сребрена
argent	сребро
argent	сребрени
argent	кеш
argent	готовина
souvent	често
souvent	честопати
souvent	често
souvent	честопати
style	стил
style	изглед
style	styling
face	соочи
face	свртено
face	лице
olympiques	олимписки
olympiques	олимпик
olympiques	олимпијадата
olympiques	олимпијада
quand	кога
top	top
top	топ
top	врвот
ministre	министер
ministre	министерката
ministre	министерка
mondiale	ворлд
mondiale	world
mondiale	свет
mondiale	светот
mondiale	свету
mondiale	глобална
mondiale	глобални
mondiale	глобално
ensemble	ансамбл
ensemble	заедно
théâtre	театар
théâtre	театар
épisode	епизода
scène	сцена
scène	бина
scène	етапа
scène	фаза
situé	лоциран
situé	лоцирана
situé	лоцирано
situé	сместена
situé	лоцирано
situé	сместена
toute	сите
asp	asp
étaient	беа
étaient	биле
musée	музеј
troisième	трета
troisième	трет
troisième	трето
troisième	трети
troisième	третиот
nombreux	многумина
nombreux	бројни
nombreux	бројните
auteur	автор
auteur	писателка
auteur	писател
système	систем
création	создавање
création	креирање
création	креација
stade	стад
stade	estadio
stade	стадион
stade	бина
stade	етапа
stade	фаза
tard	доцна
tard	доцни
tard	касно
reste	остани
seconde	второ
seconde	втор
seconde	втори
seconde	втората
seconde	втора
roman	римска
roman	римски
roman	римјанин
roman	роман
roman	римско
jours	денови
jours	дена
hui	денес
hui	денеска
édition	измени
édition	уредување
édition	уреди
édition	издание
édition	монтажа
édition	уредување
édition	уредувањето
édition	издавачки
édition	објавување
éditions	изданија
éditions	éditions
historique	историски
historique	историско
historique	историска
historique	историски
historique	историско
historique	историска
historique	историја
sera	ке
sera	вил
sera	ќе
permet	дозволува
permet	овозможува
âge	возраст
âge	старост
robert	роберт
robert	робер
officiel	официјално
officiel	службен
officiel	службено
officiel	официјална
environ	приближно
effet	ефект
version	верзија
membres	членка
membres	член
membres	членството
membres	членство
membres	членки
membres	членовите
membres	членови
niveau	ниво
champion	шампион
champion	првак
champion	шампион
champion	champion
espèce	врсти
espèce	видови
michel	михаел
michel	мајкл
michel	михаил
michel	michael
michel	мишел
raison	причина
raison	разум
raison	разумот
modèle	модел
modèle	шаблон
modèle	образец
travail	работа
travail	дело
travail	работно
femme	жени
femme	женски
femme	жените
femme	жената
femme	жено
femme	жена
femme	женка
femme	женско
femme	женски
femme	женска
femme	сопруга
femme	жена
cinq	пет
cinq	петмина
cinq	five
cinq	cinq
déjà	веке
déjà	веќе
bas	ниско
bas	ниски
bas	ниска
bas	низок
bas	бас
bas	bas
texte	текст
terre	земја
terre	земјата
terre	земјо
terre	ланд
terre	копно
terre	земјиште
terre	terre
terre	тло
terre	почва
allemagne	germany
allemagne	германија
compétition	конкурентни
compétition	натпреварувачки
compétition	конкурентна
compétition	конкурентен
compétition	конкуренција
compétition	конкурс
compétition	натпреварување
compétition	натпревар
wikipédia	википедија
allemand	германски
allemand	герман
allemand	германска
britannique	британски
britannique	британска
britannique	британскиот
porte	капија
porte	гејт
porte	порта
porte	врата
hommes	мажи
hommes	мажите
hommes	луѓе
hommes	машки
italie	италија
bataille	борба
bataille	битка
corps	тело
corps	кор
corps	корпус
demi	пола
demi	половина
demi	половината
demi	деми
siège	опсада
siège	седиштето
siège	штабови
siège	штаб
siège	седиште
siège	седишта
personnes	личности
personnes	лица
personnes	народ
personnes	луѓе
nommé	именуван
nommé	именувана
nommé	именувани
nommé	назначени
nommé	назначена
nommé	наименуван
nommé	назначен
route	рута
route	автопат
route	road
route	пат
finale	финале
finale	final
finale	финална
finale	конечен
finale	конечна
finale	финале
finale	финалето
jeune	младите
jeune	млад
jeune	јанг
jeune	young
jeune	млади
jeune	млада
match	игра
match	поклопување
match	натпревар
match	совпаѓање
peuvent	може
peuvent	можи
peuvent	можат
york	јорк
royaume	кралство
royaume	царство
royaume	царство
royaume	royaume
ceux	тие
ceux	оние
long	лонг
long	долги
long	долго
long	долга
base	базата
base	база
base	основа
études	студии
communauté	заедница
association	здружение
association	асоцијација
militaire	воена
militaire	војска
section	рез
section	оддел
section	отсек
section	секција
bronze	бронзена
bronze	бронзен
bronze	бронза
bronze	бронзени
livre	книга
livre	фунта
livre	livre
américaine	американска
américaine	американски
américaine	американец
haut	високиот
haut	висок
haut	висока
haut	хај
haut	високо
haut	high
haut	top
haut	топ
haut	врвот
suisse	швајцарија
suisse	swiss
suisse	швајцарски
suisse	швајцарско
suisse	швајцарска
canada	канада
valign	valign
suivant	следење
suivant	следејќи
suivant	следниот
suivant	следна
suivant	следно
suivant	следни
suivant	следен
beaucoup	многумина
beaucoup	многу
dire	кажи
dire	речи
seul	сами
seul	сама
seul	сам
seul	само
parmi	меѓу
fille	девојка
fille	девојче
fille	ќерко
fille	ќерка
buts	голови
buts	цели
enfants	деца
enfants	деца
direction	правец
direction	насока
direction	директорат
position	позиција
position	положба
pouvoir	моќ
pouvoir	власт
pouvoir	моќност
but	автогол
but	цел
but	гол
but	намена
merci	фала
merci	благодарам
tête	главата
tête	глава
tête	главите
tête	глави
territoire	територија
union	синдикат
union	унија
union	union
construction	изградбата
construction	градба
construction	градење
construction	градежништво
construction	конструкција
construction	изградба
ancienne	древни
ancienne	древно
ancienne	античка
ancienne	древна
ancienne	антички
ancienne	старо
ancienne	стари
ancienne	стар
ancienne	стара
ancienne	поранешно
ancienne	поранешни
ancienne	поранешен
ancienne	поранешна
ancienne	бивши
premiers	прв
premiers	први
premiers	прво
premiers	прва
prend	земи
prend	земете
prend	превзема
maire	maire
maire	градоначалникот
maire	градоначалник
présente	подароци
présente	сегашност
présente	сегашна
présente	поклон
présente	присутни
présente	претстави
présente	подарок
personnalité	карактер
personnalité	личност
ligue	лига
public	јавно
public	јавни
public	јавен
public	јавна
public	јавност
public	public
pages	страници
pages	страница
pages	страницата
externe	надворешен
externe	надворешно
externe	надворешни
externe	надворешна
simple	едноставен
simple	едноставно
simple	едноставна
simple	проста
simple	синглови
simple	поединечно
dernière	последно
dernière	последни
dernière	последен
dernière	последна
dernière	последниот
dernière	најнови
dernière	најнова
dernière	најново
henri	анри
henri	хенри
henri	анри
chanson	песни
chanson	песна
poste	објава
poste	објавата
poste	пост
poste	објави
culture	култура
grâce	благодет
grâce	грејс
développement	развој
sortie	излезен
sortie	излез
sortie	излези
sortie	егзит
sortie	излез
sortie	аут
sortie	надвор
empire	царство
empire	империја
québec	québec
québec	квебек
david	дејвид
david	david
david	давид
loi	закон
loi	чин
loi	акт
équipes	екипи
équipes	тимови
côté	страната
côté	страна
mer	море
haute	високиот
haute	висок
haute	висока
haute	хај
haute	високо
haute	high
vue	поглед
espagne	шпанија
mère	мамо
mère	мама
mère	мајка
mère	мајко
mère	мајката
mère	мајка
fichier	датотека
nombreuses	многумина
nombreuses	бројни
nombreuses	бројните
acteur	глумец
acteur	актер
parcours	рута
parcours	патување
recherche	пребарување
recherche	барај
recherche	истражување
recherche	истражувања
classement	рангирање
classement	класификација
code	шифра
code	код
double	дупла
double	двојно
double	дупло
double	двојна
double	дупликат
double	дупликати
double	двојно
double	dual
entraîneur	тренер
entraîneur	тренер
entraîneur	тренерот
web	web
web	веб
web	пајажина
arrondissement	секторот
directeur	режисер
directeur	директор
directeur	менаџер
joseph	јосиф
joseph	џозеф
semble	изгледа
ici	тука
vainqueur	добитник
vainqueur	победничка
vainqueur	победникот
vainqueur	победник
réalisé	насочени
réalisé	режија
réalisé	сфатив
réalisé	сфатиле
réalisé	реализиран
réalisé	остварен
réalisé	реализирани
réalisé	реализирана
existe	постоиме
existe	постојат
existe	постои
six	шестмина
six	six
six	шест
créé	создадено
créé	создадени
créé	креирано
créé	создадена
créé	создаден
devant	преден
devant	предни
devant	предна
devant	фронт
devant	напред
écrit	пишува
écrit	напишано
écrit	напишани
écrit	пишано
écrit	пишан
écrit	напиша
écrit	пишувал
écrit	напишаа
écrit	напишал
écrit	напишав
petite	малечко
petite	мала
petite	мал
petite	мали
petite	мало
petite	мала
petite	мал
petite	литл
petite	мали
petite	малку
petite	мало
petite	petite
bois	дрво
bois	дрва
bois	пијалак
bois	пијалок
bois	пиј
entreprise	бизнис
entreprise	компанија
entreprise	претпријатие
entreprise	ентерпрајс
retour	враќање
retour	грб
retour	назад
numéro	број
principale	главни
principale	главен
principale	главна
principale	главното
principale	директорот
principale	директорката
principale	директор
sainte	свето
sainte	света
sainte	светец
sainte	свети
sainte	сеинт
sainte	света
comté	жупанија
comté	округот
comté	округ
comté	округот
second	второ
second	втор
second	втори
second	втората
second	втора
gare	станица
terme	мандат
terme	термин
terme	терме
connu	позната
connu	познати
connu	познат
formation	обука
formation	тренинг
arts	уметност
arts	уметности
technique	технички
technique	техничко
technique	техника
révolution	револуција
etc	итн
etc	сл
objet	предмет
objet	објект
objet	намена
objet	субјектот
objet	тема
objet	предмет
objet	субјект
mon	мон
mon	mon
philippe	филипе
philippe	филип
philippe	филип
question	прашање
lorsque	кога
cinéma	филмови
cinéma	кино
cinéma	киното
cinéma	кино
plan	мап
plan	карта
plan	мапа
plan	мапата
plan	планираат
plan	план
van	van
van	комби
van	ван
van	комбе
médaille	медал
serait	ќе
œuvres	работи
œuvres	дела
zone	зона
zone	област
zone	подрачје
écrivain	писателка
écrivain	писател
compagnie	компанија
italien	италијанска
italien	италијански
italien	италијанецот
italien	италијанец
laquelle	кои
laquelle	која
laquelle	кое
films	филмови
films	филмови
films	кино
surtout	поготово
surtout	особено
surtout	посебно
surtout	претежно
surtout	воглавно
surtout	најмногу
surtout	најчесто
surtout	главно
parfois	некогаш
parfois	понекогаш
parfois	повремено
sources	извори
sources	извор
parc	parc
parc	парк
parc	park
moyenne	просечен
moyenne	просечни
moyenne	просечно
moyenne	просек
moyenne	просечна
moyenne	среден
moyenne	медиум
moyenne	средно
mouvement	иницијативата
mouvement	движење
mouvement	движење
succès	успеси
succès	успех
succès	успеси
rivière	река
rivière	ривер
rivière	реката
jamais	никогаш
jamais	некогаш
jamais	некад
vidéo	video
vidéo	видео
martin	мартин
député	конгресменот
député	конгресмен
député	европратеник
député	заменик
claude	клод
moyen	среден
moyen	медиум
moyen	средно
moyen	просечен
moyen	просечни
moyen	просечно
moyen	просек
moyen	просечна
san	san
san	сан
notre	наша
notre	наши
notre	нашата
notre	наш
notre	нашиот
notre	нашите
bon	добра
bon	добро
bon	добар
peintre	сликарот
peintre	сликар
voix	гласови
voix	гласа
voix	гласови
voix	voices
voix	војсис
voix	вокал
voix	гласот
voix	глас
rouge	црвен
rouge	црвена
rouge	црвено
rouge	црвени
rouge	руж
district	реон
district	округ
seulement	само
pont	понт
pont	мост
pont	шпил
pont	палубата
pont	палуба
libre	слободни
libre	бесплатно
libre	слободно
libre	слободна
libre	слободен
libre	libre
air	воздух
air	ер
air	air
sein	гради
sein	дојка
sein	градите
milieu	средина
milieu	среден
milieu	среден
milieu	медиум
milieu	средно
festival	фестивал
belgique	белгија
belgique	belgique
grands	голем
grands	голема
grands	големи
georges	џорџ
georges	џорџе
georges	george
georges	жорж
blanc	бело
blanc	бели
blanc	бел
blanc	бела
blanc	вајт
blanc	празно
blanc	празен
gauche	лево
gauche	лева
gauche	левица
travaux	работа
travaux	дело
travaux	работно
travaux	работи
travaux	дела
donne	дајте
donne	давај
donne	дај
passe	минува
passe	поминува
passe	помине
passe	пропусници
passe	поминете
passe	помине
produit	продукт
produit	производ
diffusion	емитувана
diffusion	емитување
diffusion	дифузија
diffusion	радиодифузија
diffusion	емитување
diffusion	ширење
aide	помагаат
aide	помош
action	дејство
action	акција
andré	андре
andré	андре
andré	ендрју
andré	ендру
andré	andrew
font	фонт
réseau	вмрежување
réseau	мрежа
réseau	мрежи
réseau	network
utilisé	искористен
utilisé	користени
utilisé	користена
utilisé	искористена
utilisé	користен
victoire	победи
victoire	победуваат
victoire	победа
victoire	победа
femmes	женките
femmes	женка
femmes	женско
femmes	женски
femmes	женска
femmes	жени
femmes	женски
femmes	жените
minutes	минути
aurait	ќе
autour	околу
autour	наоколу
belge	белгиски
belge	белгискиот
certaines	одредени
certaines	определени
certaines	некои
durée	времетраење
durée	траење
espèces	врсти
espèces	видови
angleterre	англија
afrique	африка
monuments	споменици
sens	значење
sens	сетилата
sens	сетила
sens	разум
sens	осет
sens	смисла
personne	особа
personne	личност
personne	никој
mis	ставете
mis	стави
mis	mis
municipalité	општина
frère	близнак
frère	брате
frère	брат
rencontre	средба
rencontre	состанок
rencontre	исполни
rencontre	средба
rencontre	средба
trop	премногу
matchs	совпаѓања
matchs	натпревари
japon	јапонија
japon	јапан
publié	објавена
publié	објавени
publié	објавено
publié	објавен
publié	пуштен
publié	пуштени
publié	ослободен
publié	објавено
domaine	поле
domaine	домен
domaine	доменот
domaine	област
domaine	подрачје
eux	ги
eux	нив
eux	тие
eux	они
professeur	професор
professeur	наставник
professeur	професорка
professeur	наставничка
professeur	учител
professeur	професор
quartier	кварт
quartier	соседство
quartier	маало
quartier	населба
scientifique	науката
scientifique	наука
scientifique	науки
scientifique	научникот
scientifique	научник
scientifique	научни
scientifique	научен
scientifique	научно
honneur	чест
honneur	чест
honneur	честа
seule	сами
seule	сама
seule	сам
seule	само
cause	кауза
cause	предизвика
cause	предизвикува
rien	ништо
nouvelles	вести
nouvelles	вест
nouvelles	ново
nouvelles	нов
nouvelles	нови
nouvelles	нова
iii	iii
administration	администрација
comte	грофот
comte	ерл
comte	конт
suivante	следниот
suivante	следна
suivante	следно
suivante	следни
suivante	следен
fort	јака
fort	јаки
fort	силни
fort	силен
fort	силна
fort	форт
hockey	хокеј
journal	весник
journal	весници
journal	времеплов
journal	дневник
journal	журнал
journal	journal
journal	дневник
différents	различен
différents	различно
différents	поинакво
différents	различна
différents	поинаку
différents	поинаков
rome	рим
possible	можно
possible	можни
possible	возможно
possible	можен
dix	дикс
dix	десетмина
dix	ten
dix	десетка
dix	десет
taille	половината
taille	висина
taille	величини
taille	големини
taille	големина
sport	sport
sport	спорт
sport	спортови
sport	спортски
sport	спорт
principal	главни
principal	главен
principal	главна
principal	главното
principal	директорот
principal	директорката
principal	директор
sujet	тема
sujet	субјектот
sujet	тема
sujet	предмет
sujet	субјект
référence	референца
référence	референтна
croix	крстови
croix	крои
croix	крој
croix	крос
croix	крстот
croix	крст
élections	избори
élections	избори
mettre	ставете
mettre	стави
titres	титули
titres	наслови
enfin	конечно
enfin	најпосле
millions	милион
millions	милиони
millions	милионски
millions	милиони
noir	мрак
noir	темница
noir	темно
noir	темен
noir	noir
noir	црн
noir	црна
noir	црно
noir	црни
noir	црнец
joue	образот
joue	образ
joue	претставите
joue	свири
londres	london
londres	лондон
londres	лондонски
moment	момент
moment	moment
chapelle	чапел
chapelle	капела
russe	руска
russe	руски
russe	руско
prince	принцот
prince	принц
manière	начин
malgré	инает
activités	активности
réalisateur	режисер
réalisateur	директор
monument	споменик
sciences	науката
sciences	наука
sciences	науки
sciences	науки
radio	радио
classe	училницата
classe	училници
classe	училница
classe	клас
classe	класа
classe	стилски
aucun	ниеден
aucun	никој
aucun	ниедна
droite	десно
droite	надесно
droite	право
lieux	капацитети
lieux	локации
lieux	места
née	родено
née	роди
née	роден
née	родени
née	раѓа
actuel	актуелни
actuel	тековната
actuel	моментална
actuel	сегашна
actuel	тековна
actuel	сегашност
actuel	сегашна
actuel	поклон
actuel	присутни
actuel	претстави
actuel	подарок
espace	простор
espace	вселена
espace	просторот
villes	град
villes	градско
villes	градот
villes	градски
villes	градови
fer	фер
fer	железно
fer	железото
fer	пегла
fer	железо
activité	дејност
activité	активност
activité	активности
commence	започнува
commence	почнува
commence	започнува
commence	почнува
organisation	организација
organisation	организација
sélection	селекција
sélection	избор
sélection	избирање
sélection	селектирај
sélection	одбери
sélection	изберете
sélection	избирање
sélection	избери
assez	доста
assez	доволна
assez	доволно
participe	учествува
institut	институт
james	џејмс
james	џемс
internationale	international
internationale	меѓународна
internationale	интернационална
internationale	меѓународни
internationale	меѓународен
internationale	internationale
cadre	рамка
sept	седум
sept	seven
sept	седма
différentes	различен
différentes	различно
différentes	поинакво
différentes	различна
différentes	поинаку
différentes	поинаков
lac	езерото
lac	езеро
lac	lac
affaires	бизнис
télévision	телевизија
duc	војвода
duc	дук
duc	дјук
duc	кнез
duc	duc
personnage	карактер
personnage	лик
personnage	знак
précédent	преседан
précédent	претходен
précédent	претходно
précédent	претходна
précédent	претходни
évêque	бискуп
évêque	бишоп
évêque	владика
cour	дворот
cour	суд
richard	ришар
richard	ричард
adresse	адреса
php	php
william	вилијам
thomas	томас
thomas	тома
thomas	thomas
ball	топка
ball	бал
ball	топката
ball	топче
résultats	резултати
hors	исклучен
hors	исклучена
hors	off
hors	исклучено
problème	проблем
finalement	конечно
finalement	најпосле
bonne	добра
bonne	добро
bonne	добар
nature	природа
nature	природата
grandes	голем
grandes	голема
grandes	големи
grandes	grandes
michael	михаел
michael	мајкл
michael	михаил
michael	michael
vol	лет
vol	крадење
vol	кражба
vol	кражби
port	пристаништето
port	порт
port	порта
port	пристаниште
premières	raw
premières	сурова
premières	премиери
premières	прв
premières	први
premières	прво
premières	прва
donné	дадена
donné	дадени
donné	дадено
donné	даден
donné	донирани
