oli	ws
rohkem	more
tavaliselt	kebiasaannya
tavaliselt	biasanya
tavaliselt	kebiasaannya
kolm	tiga
siiski	namun
siiski	bagaimanapun
seotud	terikat
seotud	diikat
seotud	berkaitan
seotud	terkait
seotud	related
seotud	berkait
seotud	terpaut
seotud	dipautkan
tuleb	comes
tuleb	datang
tuleb	coming
tuntud	known
tuntud	dikenali
tuntud	diketahui
tuli	api
tuli	came
vana	vana
vana	tua
vana	old
seejärel	barulah
seejärel	then
seejärel	kemudiannya
seejärel	kemudian
isa	dad
isa	ayah
isa	ayah
isa	bapa
isa	father
isa	ayahanda
ida	timur
ida	timur
ida	ida
nimi	nama
peamiselt	terutamanya
peamiselt	terutamanya
peamiselt	kebanyakannya
mõisa	hartanah
suri	died
keel	bahasa
suure	large
suure	besar
suure	besar
suure	hebat
sama	sama
sama	same
järv	tasik
järv	lake
prantsusmaa	france
prantsusmaa	perancis
jalgpallur	footballer
eriti	terutamanya
eriti	terutamanya
eriti	especially
elu	life
elu	hidup
elu	kehidupan
elu	hidupan
läti	latvia
läti	latvia
taani	denmark
taani	denmark
taani	danish
poeg	nak
poeg	putra
poeg	son
jaan	jaan
peab	mesti
ümber	sekeliling
ümber	keliling
ümber	disekeliling
ümber	sekitar
ise	diri
väike	kecik
väike	kecil
väike	kecik
kuulus	famous
osales	dihadiri
osales	menghadiri
norra	norway
norra	norway
friedrich	friedrich
friedrich	frederick
koht	place
koht	tempat
pärnu	pärnu
arv	nombor
külas	kampung
külas	melawati
külas	melawat
sündis	lahir
sündis	dilahirkan
sündis	born
hakkas	dimulakan
hakkas	bermula
paul	paulus
paul	paul
john	john
laulja	penyanyi
laulja	singer
isbn	isbn
hispaania	sepanyol
hispaania	sepanyol
johannes	johannes
new	new
new	baharu
new	baru
kreeka	greek
kreeka	yunani
kreeka	yunani
kreeka	greece
päritolu	asal
päritolu	asalnya
johann	johann
edasi	forward
edasi	maju
edasi	majukan
kiriku	gereja
kiriku	church
briti	british
püha	suci
püha	kudus
püha	holy
ukraina	ukraine
ukraina	ukraine
võttis	took
keele	tongue
keele	lidah
keele	bahasa
der	der
loend	senarai
mail	mail
austria	austria
austria	austria
õpetaja	sifu
õpetaja	master
õpetaja	cikgu
õpetaja	teacher
õpetaja	guru
surma	kematian
surma	death
surma	maut
surma	ajal
läks	went
keskus	pusat
keskus	centre
keskus	pusat
ega	nor
vaadatud	dilihat
vaadatud	ditonton
vaadatud	dipandang
jõgi	sungai
jõgi	river
poole	poole
viis	lima
tegi	jayakan
tegi	did
tegi	cpt
aleksander	aleksander
aleksander	alexander
pool	semi
pool	separa
pool	separuh
pool	haif
pool	half
leedu	lithuania
leedu	lithuania
moskva	moscow
mõned	sesetengahnya
mõned	sesetengah
jaapani	jepun
jaapani	jepun
sageli	kerap
sageli	sering
sageli	kerap
ette	front
ette	depan
ette	hadapan
ette	advance
hiina	china
hiina	cina
hiina	rrc
hiina	china
hiina	cina
raamat	kitab
raamat	tempah
raamat	book
ungari	hungary
ungari	hungary
siin	disini
siin	sini
ilma	tanpa
esimees	chairperson
esimees	ketua
esimees	pengerusi
suurim	terbesar
suurim	terbesar
suurim	greatest
suurim	terbesar
alustas	dimulakan
alustas	bermula
riik	country
riik	negara
riik	keadaan
riik	negara
riik	negeri
riik	state
perekond	family
perekond	keluarga
ilmus	muncul
lähedal	dekat
lähedal	tutup
lähedal	berhampiran
lähedal	near
lähedal	dekat
lähedal	berhampiran
lähedal	berdekatan
isegi	genap
kuidas	caranya
enamasti	kebanyakannya
suurbritannia	britain
sajand	abad
sajand	century
anti	anti
neil	neil
saar	pulau
saar	island
saar	saar
helilooja	penggubah
saa	dapatkan
heinrich	heinrich
riia	riga
jüri	george
pindala	keluasan
pindala	kawasan
pindala	area
kasutatud	diguna
kasutatud	digunakan
teised	lain
pikkus	length
pikkus	panjang
teada	known
teada	dikenali
teada	diketahui
sealhulgas	termasuk
robert	robert
suurem	greater
aega	waktu
aega	masa
aega	time
tähendab	bermaksud
tähendab	bererti
tähendab	ertinya
ema	mum
ema	mama
ema	ibu
ema	ibu
ema	bonda
postimees	posmen
akadeemia	akademi
akadeemia	academy
peeter	peter
aja	waktu
aja	masa
aja	time
mitu	beberapa
mitu	berbilang
mitu	pelbagai
valmis	ready
valmis	siap
nõukogu	majlis
nõukogu	dewan
und	bermimpi
liiga	liga
liiga	too
liiga	jugak
http	http
artikkel	artikel
muusika	muzik
muusika	music
viimane	last
meie	our
mil	mil
nikolai	nikolai
nikolai	nicholas
nikolai	nikolai
sõna	perkataan
maha	down
maha	kebawah
for	untuk
antud	diberikan
antud	diberi
valitsus	pemerintahan
valitsus	kerajaan
kuuluvad	belong
hea	good
hea	gud
võimu	tenaga
võimu	power
võimu	kuasa
järve	tasik
järve	lake
saada	hantar
saada	hantarkan
koosneb	terdiri
paljud	banyak
liit	union
liit	kesatuan
liit	penyatuan
liit	perikatan
liit	persekutuan
liit	pakatan
algas	dimulakan
algas	bermula
meetrit	meter
meetrit	meter
maria	maria
lõpuks	finally
lõpuks	akhirnya
hoone	bangunan
hoone	membina
neli	empat
neli	four
wilhelm	wilhelm
klassi	kelas
klassi	class
ees	front
ees	depan
ees	hadapan
asula	penyelesaian
moodustati	dibentuk
sõda	war
sõda	perang
sõda	peperangan
georg	georg
eduard	eduard
viru	viru
martin	martin
lipp	bendera
midagi	nothing
midagi	sesuatu
raamatukogu	library
raamatukogu	pustaka
raamatukogu	perpustakaan
päeva	hari
päeva	hari
ajalugu	sejarah
töö	job
töö	kerja
töö	bekerja
paavst	paus
paavst	pope
otto	otto
ajakirjanik	wartawan
ajakirjanik	wartawan
abikaasa	pasangan
abikaasa	suaminya
abikaasa	suami
https	https
hollandi	belanda
hollandi	dutch
ordu	tempahan
ordu	pesanan
ordu	susunan
ordu	tempah
ordu	order
mängis	dimain
hans	hans
tehtud	diperbuat
tehtud	made
tehtud	bancuh
tehtud	done
peaaegu	almost
peaaegu	hampir
peaaegu	hampir
kooli	sekolah
san	san
juhataja	pengurus
juhataja	manager
nüüd	sekarang
nüüd	skrg
nüüd	now
nüüd	kini
inimesed	insan
inimesed	manusia
inimesed	people
inimesed	orang
inimesed	rakyat
inimesed	orng
abiellus	berkahwin
taas	lagi
taas	semula
vähem	kurang
vähem	kurangkan
vähem	less
tööd	kerja
tööd	bekerja
asuvad	bertempat
anna	anna
anna	give
anna	kasi
loodud	dicipta
ala	ala
ala	tapak
ala	keluasan
ala	kawasan
ala	area
gustav	gustav
kirjutas	menulis
minu	lombong
minu	tambang
minu	mine
teatud	certain
teatud	tertentu
sissekanne	kemasukan
keiser	maharaja
keiser	kaiser
aafrika	afrika
aafrika	afrika
aafrika	african
ametlik	rasmi
ametlik	official
ametlik	formal
oja	brook
oja	creek
oja	strim
miljonit	juta
miljonit	million
armee	tentera
armee	army
aeg	waktu
aeg	masa
aeg	time
teatas	dilaporkan
teatas	mengumumkan
teatas	diumumkan
teatas	umumkan
väed	pasukan
meetri	semeter
meetri	meter
meetri	meter
meetri	meter
kanada	kanada
kanada	canada
kanada	kanada
loodi	dicipta
mõju	impak
mõju	hentaman
mõju	pengaruh
mõju	kesan
mõju	effect
mõju	kesan
peaks	patut
peaks	sepatutnya
david	daud
david	david
arutelu	perbincangan
arutelu	diskusi
arutelu	debat
eri	emi
eri	eri
kesk	pusat
tütar	puteriku
tütar	daughter
jne	dsb
jne	dll
valge	white
valge	putih
richard	richard
kunstnik	pelukis
kunstnik	artis
kunstnik	artist
avati	dibuka
pea	kepala
km²	km²
rahvusvaheline	antarabangsa
charles	charles
michael	michael
inimene	individu
inimene	orang
inimene	person
inimene	manusia
inimene	human
ülem	chief
ülem	ketua
ülem	kepala
ilmunud	muncul
vladimir	vladimir
maja	rumah
balti	baltik
austraalia	australian
austraalia	australia
austraalia	australia
des	des
ülikool	universiti
võru	gelang
võru	kerah
võru	collar
võru	kolar
mitme	pelbagai
mitme	berbilang
levinud	sebarkan
tihti	kerap
tihti	sering
tihti	kerap
säilinud	dikekalkan
säilinud	dikekalkan
kalmistu	kuburan
kalmistu	perkuburan
algselt	awalnya
tegevus	action
tegevus	tindakan
tegevus	aksi
tegevus	laga
tegevus	aktiviti
tegevus	aktiviti
muu	lain
ehitatud	dibina
ehitatud	dibina
kuhu	mana
autor	pengarang
autor	penulis
autor	author
carl	carl
inglismaa	england
inglismaa	inggeris
filmi	movie
filmi	cereka
filmi	filem
filmi	filem
tegemist	berhadapan
ladina	latin
sisaldab	mengandungi
uuesti	lagi
uuesti	semula
peter	peter
george	george
professor	profesor
professor	professor
alati	always
alati	sentiasa
alati	selalu
kaotas	lost
kaotas	kehilangan
kaotas	hilang
film	movie
film	cereka
film	filem
film	filem
osas	bahagian
kool	sekolah
finaal	finale
finaal	final
finaal	finals
nimetatud	bernama
jean	jean
andres	andres
enamik	most
enamik	paling
enamik	kebanyakan
enamik	terbanyak
william	william
luuletaja	penyair
luuletaja	pujangga
parim	terbaik
parim	best
james	james
rajoon	divisyen
rajoon	pembahagian
rajoon	bahagian
rajoon	raion
rajoon	daerah
eraldi	berasingan
eraldi	individual
eraldi	berasingan
mitmed	beberapa
surnud	almarhum
surnud	mendiang
surnud	allahyarham
surnud	dead
surnud	mati
juht	pemacu
juht	driver
juht	pemandu
juht	leader
juht	pemimpin
elab	nyawa
elab	lives
keda	sape
türgi	turkey
türgi	turki
türgi	halwa
türgi	turki
türgi	turkish
rein	rhine
maarja	mary
maarja	maryam
vaja	diperlukan
vaja	needed
vaja	memerlukan
vaja	perlukan
vaja	perlu
vaja	need
raamatu	kitab
raamatu	tempah
raamatu	book
pikk	panjang
pikk	long
klass	kelas
klass	class
vend	saudara
vend	brother
vend	abg
süsteemi	system
süsteemi	sistem
aleksandr	aleksandr
aleksandr	alexander
päeval	siang
kõrgus	altitud
kõrgus	ketinggian
kõrgus	ketinggian
kõrgus	ketinggian
kõrgus	tinggi
kõrgus	height
center	pusat
oluline	penting
laul	lagu
laul	song
lihtsalt	hany
lihtsalt	cuma
lihtsalt	hanya
muusik	pemuzik
kogudus	jemaah
õigeusu	ortodoks
ajaloo	sejarah
kuu	bulan
kuu	moon
kuu	bulan
juhan	juhan
van	van
album	album
vaba	free
ernst	ernst
vee	vee
kunagi	never
kunagi	pernah
kunagi	penah
kunagi	ever
muud	lain
muud	misc
muud	pelbagai
muud	advanced
muud	lain
hertsog	duke
india	indian
india	india
india	india
louis	louis
brasiilia	brazil
brasiilia	brazil
kaitse	protect
kaitse	melindungi
kaitse	lindungi
kaitse	perlindungan
kaitse	pertahanan
kaitse	pertahanan
keskmine	middle
keskmine	tengah
keskmine	purata
keskmine	medium
keskmine	median
erinevad	berbeza
mängu	game
mängu	permainan
mängu	permain
thomas	thomas
tegelikult	sebenarnya
kõrge	tinggi
arhitekt	arkitek
kasutab	kegunaan
kasvab	berkembang
kasvab	membesar
kasvab	membesar
kasvab	membesar
võimaldab	membolehkan
teooria	teori
piirkond	rantau
piirkond	wilayah
piirkond	kawasan
piirkond	keluasan
piirkond	kawasan
piirkond	area
leitud	nemu
leitud	terjumpa
leitud	dijumpai
liikmed	ahli
liikmed	members
kolmas	ketiga
mart	mart
keha	body
keha	bodi
keha	badan
tulemused	hasil
tulemused	keputusan
täielikult	fully
täielikult	sepenuhnya
täielikult	sepenuhnya
raudtee	rail
raudtee	rel
anda	give
anda	kasi
saint	saint
leida	find
tänapäeva	moden
tänapäeva	kontemporari
algab	bermula
algab	bermula
hulk	hulk
kasutades	menggunakan
vapp	brave
vapp	berani
vapp	lambang
lavastaja	pengarah
jäänud	baki
jäänud	berbaki
idas	timur
kiiresti	laju
kiiresti	cepat
mingi	venue
mingi	ming
abielus	berkahwin
valgevene	belarus
valgevene	belarus
otsustas	diputuskan
jan	jan
kirjandus	sastera
kirjandus	kesusasteraan
kirjandus	sastera
mõnikord	terkadang
mõnikord	kadang
mõnikord	kadangkala
mõnikord	sometimes
muutus	perubahan
muutus	ubah
maantee	lebuhraya
maantee	highway
maantee	jalan
maantee	road
nimega	bernama
lennujaam	airport
lennujaam	bandara
christian	christian
christian	kristian
tõenäoliselt	kemungkinannya
tõenäoliselt	berkemungkinan
tõenäoliselt	kemungkinan
krahv	kiraan
juhatuse	papan
mõiste	takrifan
mõiste	definisi
mõiste	terma
mõiste	konsep
laeva	kapal
laeva	ship
liik	spesis
liik	spesies
liik	species
mere	marin
mere	marine
mere	sea
mere	laut
must	black
must	hitam
tõlkija	penterjemah
asutatud	diasaskan
asutatud	ditubuhkan
kord	tempahan
kord	pesanan
kord	susunan
kord	tempah
kord	order
kord	sekali
üldiselt	amnya
üldiselt	umumnya
üldiselt	keseluruhan
võiks	could
võiks	mampukah
aastane	tahunan
aastane	tahunan
põhjas	utara
põhjas	north
mägi	gunung
mägi	mountain
mägi	pergunungan
võetud	direbut
võetud	diambil
võetud	taken
piiskop	biskop
piiskop	bishop
portugali	portugis
portugali	portugal
saadud	diperoleh
saadud	diperolehi
saadud	diterima
alexander	alexander
muuseum	muzium
riiklik	national
riiklik	kebangsaan
lõunas	selatan
filosoofia	falsafah
albert	albert
tähelepanu	perhatian
park	park
park	taman
rahu	ketenangan
rahu	peace
risti	rentas
risti	salib
risti	cross
risti	langar
risti	serenjang
poksija	boxer
kuus	six
kuus	enam
rudolf	rudolf
kirjutatud	bertulis
kirjutatud	ditulis
meeskond	kru
meeskond	krew
meeskond	pasukan
meeskond	team
kultuuri	kebudayaan
kultuuri	budaya
saavutas	dijangkau
saavutas	dicapai
kõrval	disamping
ametlikult	officially
keskel	pusat
seadus	perundangan
seadus	law
mees	lelaki
jakob	jakob
johan	johan
tööle	kerja
tööle	bekerja
kuju	shape
kuju	bentukkan
kuju	bentuk
kuju	patung
kuju	arca
arst	doktor
arst	doctor
arst	doktor
valitud	dipilih
valitud	terpilih
valitud	dipilih
naine	wanita
naine	perempuan
naine	isteri
naine	wife
eesmärk	objektif
eesmärk	aim
eesmärk	sasaran
eesmärk	target
eesmärk	purpose
eesmärk	gol
eesmärk	matlamat
eesmärk	goal
avatud	open
avatud	dibuka
ludwig	ludwig
puudub	tiada
puudub	hilang
esialgu	awalnya
vähe	kecik
del	del
andmed	data
keegi	seseorang
keegi	someone
keegi	seseorang
kontrolli	check
kontrolli	semak
kontrolli	chek
ivan	ivan
lipu	bendera
mihhail	mikhail
töötab	works
töötab	berfungsi
kasutamine	penggunaan
kasutamine	kegunaan
kasutamine	menggunakan
kasutamine	guna
laulu	lagu
laulu	song
süsteem	system
süsteem	sistem
auhind	prize
auhind	penghargaan
auhind	anugerah
joseph	yusuf
joseph	joseph
sündmused	peristiwa
sündmused	acara
tšehhi	czech
arnold	arnold
auhinna	prize
armeenia	armenian
armeenia	armenia
armeenia	armenia
ants	semut
tõi	dibawa
henry	henry
oskar	oskar
ennast	diri
araabia	arab
araabia	arabia
araabia	arab
araabia	arab
araabia	arabian
leidis	nemu
leidis	terjumpa
leidis	dijumpai
ühendatud	bersambung
ühendatud	disambungkan
ühendatud	digabungkan
ühendatud	dicantumkan
gruusia	georgia
gruusia	georgia
marie	marie
taga	belakang
taga	rear
taga	belakang
juhtis	led
sur	sur
protokoll	protokol
luua	mencipta
bulgaaria	bulgaria
bulgaaria	bulgaria
jätkas	berterusan
laev	kapal
laev	wadah
laev	kapal
laev	ship
instituut	institute
instituut	institut
raha	wang
raha	duit
aine	zat
suvel	summer
saaremaa	saaremaa
sergei	sergei
sergei	sergey
miks	mengapa
miks	sebabnya
raske	berat
raske	susah
raske	hard
raske	keras
raske	sukar
juudi	yahudi
hermann	hermann
nobeli	nobel
belgia	belgium
šveitsi	switzerland
šveitsi	swiss
meister	sifu
meister	master
you	anda
you	kau
press	tekan
press	akhbar
rumeenia	romania
rumeenia	romania
päev	hari
päev	siang
staadion	stadium
vabariik	republik
dünastia	dinasti
komitee	jawatankuasa
komitee	committee
komitee	panitia
energia	tenaga
anton	anton
dna	dna
abi	aid
abi	bantuan
abi	pertolongan
abi	bantu
abi	bantuan
abi	help
abi	membantu
sild	jambatan
kapten	kapten
viktor	viktor
teenis	menghidang
teenis	dihidangkan
direktor	pengarah
direktor	pengetua
katoliku	katolik
mainitud	disebut
mainitud	disebutkan
suhted	perhubungan
suhted	hubungan
suhted	hubungan
suhted	perhubungan
suhted	hubungan
suhted	relationship
lahing	pertempuran
lahing	peperangan
anne	anne
punane	merah
punane	red
vii	vii
ilmselt	rupanya
romaan	novel
provints	wilayah
provints	provinsi
rolli	peranan
politsei	polis
kunsti	seni
kunsti	kesenian
punkti	takat
punkti	point
leo	leo
mängib	dimain
mängib	bermain
mängib	main
mängib	playing
alfred	alfred
suured	large
suured	besar
suured	besar
korea	korea
korea	korea
õigus	kanan
õigus	kan
kuninganna	ratu
kuninganna	queen
kuninganna	permaisuri
kõrgeim	tertinggi
raadio	radio
aastas	tahunan
sõltub	bergantung
sõltub	depends
sõltub	tergantung
iisraeli	israel
parima	terbaik
parima	best
helsingi	helsinki
põhiliselt	terutamanya
maad	land
maad	tanah
maad	darat
maad	kontang
kivi	batu
kivi	batu
kivi	rock
serbia	serbia
serbia	serbia
noorte	pemuda
noorte	belia
pigem	agak
vanem	elder
vanem	sulung
vanem	senior
vanem	induk
vanem	parent
vanem	ibubapa
vanem	older
kohtunik	hakim
kohtunik	pengadil
kohtunik	ruj
kohtunik	ref
avaldatud	diterbitkan
mina	mina
ringkond	arondissement
ringkond	daerah
piiri	sempadan
york	york
mark	tanda
mark	mark
preemia	bonus
preemia	premium
edward	edward
saaks	could
saaks	mampukah
tamm	dam
tamm	empangan
tamm	tamm
nimetus	nama
hugo	hugo
kinni	terlekat
kinni	terjebak
london	london
väravad	gates
kirja	huruf
kirja	letter
uued	new
uued	baharu
uued	baru
osaliselt	partly
osaliselt	sebahagiannya
osaliselt	sebahagiannya
looming	penciptaan
soo	rawa
soo	paya
soo	soo
krooni	mahkota
krooni	crown
konstantin	konstantin
kirjutanud	bertulis
kirjutanud	ditulis
kolmanda	ketiga
vanemad	ibubapa
vanemad	older
liikmeks	keahlian
vürst	duke
vürst	putera
koolis	sekolah
pealinn	modal
pealinn	capital
ettevõtte	korporat
rajatud	diasaskan
adolf	adolf
pierre	pierre
tegutseb	beroperasi
määratud	ditugaskan
viii	viii
julius	julius
praeguse	semasa
lühend	singkatan
mari	mari
oluliselt	ketara
läheb	goes
voolab	aliran
voolab	mengalir
voolab	mengalir
elama	live
koordinaadid	menyelaras
koordinaadid	koordinat
international	antarabangsa
täiesti	sepenuhnya
täiesti	totally
sisu	kandungan
sisu	kandungannya
sisu	kandungan
panna	put
panna	meletakkan
franz	franz
septembris	september
kaetud	diliputi
kaetud	covered
kaetud	bersalut
valmistatud	manufactured
google	google
osakond	divisyen
osakond	pembahagian
osakond	bahagian
osakond	jabatan
meri	meri
meri	sea
meri	laut
toimetaja	penyunting
toimetaja	editor
esile	highlight
esile	menyerlahkan
pariisi	paris
treener	pelatih
treener	trainer
treener	pelatih
treener	coach
treener	jurulatih
praegune	semasa
talu	ladang
olemasolu	kewujudan
hõimkond	filum
laht	teluk
laht	teluk
laht	bay
harry	harry
rock	batu
rock	rock
heli	sound
heli	bunyi
heli	audio
alt	alt
diplomaat	diplomat
projekti	projek
puu	pokok
asetäitja	timbalan
veidi	slightly
kaart	peta
kaart	tab
kaart	card
kaart	kad
suunatud	diarah
suunatud	disasarkan
suunatud	mensasarkan
suunatud	sasaran
suunatud	mensasarkan
parem	better
lahe	sejuk
lahe	cool
miljoni	juta
miljoni	million
com	com
haapsalu	haapsalu
mais	jagung
mais	jagung
kuud	bulan
võimalus	peluang
võimalus	chance
võimalus	peluang
võimalus	kesempatan
võimalus	kebarangkalian
võimalus	kemungkinan
musta	black
musta	hitam
peamine	utama
päris	cantik
päris	molek
päris	pretty
füüsika	fizik
õnnestus	diuruskan
väljaspool	luar
väljaspool	diluar
julgeoleku	sekuriti
julgeoleku	keselamatan
vahele	langkau
vahele	langkau
albaania	albania
albaania	albania
sõitis	berkuda
berliini	berlin
svg	svg
asi	perkara
asi	hal
asi	thing
täpselt	tepat
täpselt	accurate
täpselt	exactly
täpselt	persis
hõlmab	meliputi
aasia	asian
aasia	asia
aasia	asia
kogus	jumlah
kogus	amaun
kogus	kuantiti
kogus	ikhtiar
suurus	saiz
suurus	ukuran
suurus	size
kutsus	dijemput
kindral	umum
kindral	jeneral
kindral	general
sees	inside
sees	didalam
leningradi	leningrad
aleksei	alexei
aleksei	alexey
grupp	berkumpulan
grupp	group
grupp	kumpulan
meistrivõistlused	championship
meistrivõistlused	kejohanan
meistrivõistlused	kejuaraan
poja	nak
poja	putra
poja	son
prints	putera
mehhiko	mexico
mehhiko	mexico
saabus	tiba
saabus	arrived
ferdinand	ferdinand
ehkki	sungguhpun
ehkki	walaupun
ehkki	walau
paremini	better
sekretär	setiausaha
teater	teater
teater	teater
ansambel	band
ansambel	kugiran
ansambel	ensemble
foto	photo
foto	foto
foto	fotograf
kodulehekülg	website
info	info
info	maklumat
info	maklumat
horvaatia	croatia
horvaatia	croatia
tähtis	penting
edgar	edgar
komisjoni	komisen
komisjoni	suruhanjaya
komisjoni	commission
jumal	allah
õde	saudari
õde	adik
õde	nurse
õde	jururawat
ettevõte	syarikat
ettevõte	enterprise
ütles	said
vesi	air
linnaosa	borough
mati	tikar
mati	mat
vajalik	diperlukan
vajalik	dikehendaki
vajalik	diperlukan
vajalik	diperlukan
vajalik	needed
laetud	muatkan
laetud	dimuatkan
laetud	dicaj
laetud	dicas
laetud	mengecas
laetud	didakwa
vanim	tertua
vanim	sulung
vanim	eldest
poliitiline	politik
les	les
laius	latitud
laius	lebar
novembris	november
saared	kepulauan
jälle	lagi
jälle	semula
tule	come
tule	jom
artur	arthur
artur	artur
mehed	men
lossi	castle
lossi	istana
positsioon	posisi
positsioon	kedudukan
positsioon	jawatan
osad	bahagian
naise	wanita
naise	perempuan
naise	isteri
naise	wife
hendrik	hendrik
geograafilised	geografi
kindlaks	kenalpasti
kindlaks	mengenalpasti
maal	melukis
maal	lukisan
maal	mengecat
rühm	berkumpulan
rühm	group
rühm	kumpulan
keila	keila
tegeleb	pemegang
jaapan	jepun
liikumine	gerakan
liikumine	pergerakan
liikumine	gerak
liikumine	gerakan
liikumine	pergerakan
teiseks	second
teiseks	kedua
inglismaal	england
inglismaal	inggeris
fail	fail
valitseja	pembaris
valitseja	penguasa
preisimaa	prusia
kuningriik	kingdom
kuningriik	kerajaan
sõjaväe	ketenteraan
sõjaväe	tentera
video	video
sõnad	lirik
sõnad	perkataan
loomad	haiwan
räägib	menuturkan
leiti	nemu
leiti	terjumpa
leiti	dijumpai
sirp	sabit
andrei	andrei
andrei	andrei
heino	heino
city	city
city	bandaraya
city	bandar
city	kota
esitatud	dipersembahkan
esitatud	disajikan
esitatud	dihantar
valimised	election
valimised	pilihanraya
valimised	pilihanraya
santa	santa
youtube	youtube
err	err
hoida	kekalkan
taimed	tanaman
taimed	tumbuhan
huvi	minat
huvi	interest
huvi	faedah
roll	peranan
terve	keseluruhan
terve	whole
love	love
love	cinta
režissöör	pengarah
ringi	bulatan
ringi	sekeliling
ringi	keliling
ringi	disekeliling
ringi	sekitar
argentina	argentina
argentina	argentina
argentina	argentina
otse	langsung
otse	directly
minna	minna
versioon	version
versioon	versi
tarkvara	perisian
tarkvara	software
egiptuse	mesir
seitse	seven
seitse	tujuh
abielu	nikah
abielu	jodoh
abielu	perkahwinan
abielu	berkhawin
