και	dan
σύζυγος	suami
σύζυγος	isteri
σύζυγος	wife
βραβεία	anugerah
βραβεία	hadiah
ημερομηνία	date
ημερομηνία	tarikh
ανατολική	timur
ανατολική	timur
υπουργείο	kementerian
μέρη	bahagian
μέρη	tempat
μέρη	parti
αγγλική	inggeris
λόγος	alasan
λόγος	sebab
λόγος	reason
λόγος	pidato
λόγος	speech
λόγος	pertuturan
παιχνίδι	game
παιχνίδι	permainan
παιχνίδι	permain
παιχνίδι	toy
παιχνίδι	mainan
παιχνίδι	play
παιχνίδι	main
διοργάνωση	organisasi
διοργάνωση	pertubuhan
γαλλική	perancis
σχήμα	shape
σχήμα	bentukkan
σχήμα	bentuk
σχήμα	figure
δημοτικό	sd
φεστιβάλ	festival
φεστιβάλ	perayaan
φεστιβάλ	festival
ονόματα	nama
ονόματα	names
επίσημα	officially
επιχείρηση	operasi
επιχείρηση	enterprise
αποφάσισε	diputuskan
αποφάσισε	putuskan
λονδίνο	london
συνθήκη	perjanjian
μακεδονίας	macedonia
πρόσωπο	individu
πρόσωπο	orang
πρόσωπο	person
πρόσωπο	muka
πρόσωπο	wajah
εξέλιξη	perkembangan
εξέλιξη	pembangunan
εξέλιξη	evolusi
εξέλιξη	evolution
