και	un
πάνω	augšā
έλληνες	grieķi
ομάδες	grupām
ομάδες	grupas
ομάδες	komandām
ομάδες	komandas
πρώτο	pirmais
πρώτο	pirmā
πρώτο	pirmās
πρώτο	pirmie
πρώτο	pirma
πρώτο	vispirms
έργο	projekta
έργο	projekts
έργο	darbs
κυρίως	galvenokārt
κυρίως	pārsvarā
κυρίως	galvenokārt
κυρίως	lielākoties
όχι	nav
όχι	ne
ελληνική	grieķijas
ελληνική	grieķu
μεγάλη	liels
μεγάλη	lielais
μεγάλη	lieli
μεγάλη	liela
μεγάλη	lielā
υπό	zem
έως	līdz
ποδοσφαιριστές	futbolisti
ταινία	filma
ταινία	filmu
ταινία	lentes
ταινία	lentas
ταινία	lente
ταινία	plēve
ταινία	filma
ταινία	plēves
άλλα	pārējie
άλλα	citi
άλλα	cits
άλλα	citādi
άλλα	citas
άλλα	citas
άλλα	citi
άλλα	pārējie
τμήμα	departamentā
τμήμα	departaments
τμήμα	iedaļa
τμήμα	sadaļa
τμήμα	sekcija
σαν	patīk
σαν	like
εκεί	tur
ωστόσο	tomēr
άλλες	pārējie
άλλες	citi
άλλες	cits
άλλες	citādi
άλλες	citas
τέλος	beidzot
τέλος	beigas
σειρά	sērija
σειρά	sērijas
σειρά	pasūtījums
σειρά	kārtība
σειρά	pasūtīt
σειρά	rīkojums
σειρά	secība
σειρά	rinda
σειρά	rindā
στοιχεία	elementi
στοιχεία	dati
εκτός	izņemot
συνέχεια	nepārtrauktība
συνέχεια	nepārtrauktību
συνέχεια	nepārtrauktības
συνέχεια	turpina
συνέχεια	turpināt
συνέχεια	turpinājās
συνέχεια	turpinājums
κάτω	leju
κάτω	lejā
κάτω	lejup
κάτω	zemākā
κάτω	apakšējā
κάτω	zemāka
κάτω	zemākas
κάτω	zemāks
κάτω	lejā
κάτω	zemāk
κάτω	zem
πολλές	daudziem
πολλές	daudz
πολλές	daudzi
πολλές	daudzus
πολλές	daudzas
όλα	viss
όλα	visam
όλα	visu
όλα	visiem
όλα	visu
όλα	visas
όλα	visi
όλα	visa
σύστημα	sistēmu
σύστημα	sistēma
σύστημα	sistēmas
ακόμα	vēl
ακόμα	vēljoprojām
ακόμα	joprojām
φορές	laiki
ίδια	identiskas
ίδια	identiska
ίδια	identisks
ίδια	identiski
ίδια	pašas
ίδια	pašu
ιουλίου	jūlija
ιουλίου	jūlijs
ιουλίου	jūlijā
χώρα	valsts
αποτέλεσμα	rezultāts
αποτέλεσμα	iznākums
αποτέλεσμα	rezultāts
αποτέλεσμα	efekts
αποτέλεσμα	ietekme
οκτωβρίου	oktobris
οκτωβρίου	oktobrī
ιανουαρίου	janvāris
ιανουαρίου	janvāra
ιανουαρίου	janvārī
σεπτεμβρίου	septembris
σεπτεμβρίου	septembrī
σεπτεμβρίου	septembri
νοεμβρίου	novembra
νοεμβρίου	novembrī
νοεμβρίου	novembris
αγώνες	atbilst
αγώνες	spēles
ταινίες	filmas
ταινίες	filmas
ταινίες	kino
μέσω	caur
μέσω	via
μέσω	caur
μέσω	cauri
μαρτίου	marta
μαρτίου	martā
μαρτίου	marts
γεννήθηκε	dzimuši
γεννήθηκε	dzimis
γεννήθηκε	dzimusi
ιουνίου	jūnijs
ιουνίου	jūnija
ιουνίου	jūnijā
αυτές	šīs
αυτές	šie
πολλά	daudziem
πολλά	daudz
πολλά	daudzi
πολλά	daudzus
πολλά	daudzas
απριλίου	aprīlis
απριλίου	aprīlī
απριλίου	aprīļa
τρεις	trim
τρεις	trīs
αυγούστου	augusts
αυγούστου	augustā
έργα	būvdarbi
έργα	darbi
έργα	projekti
δεκεμβρίου	decembrī
δεκεμβρίου	decembris
δεκεμβρίου	decembra
δεκεμβρίου	decembrim
χρήση	lietošana
χρήση	lietojums
χρήση	lietot
χρήση	izlietot
χρήση	izmantošana
πρόεδρος	prezidents
πρόεδρος	priekšsēdētāja
πρόεδρος	priekšsēdētājs
πολιτική	politika
πολιτική	politikā
πολιτική	politikas
πολιτική	politika
πολιτική	politikā
ακόμη	vēl
ακόμη	vēljoprojām
ακόμη	joprojām
ίδιο	pašas
ίδιο	pašu
μας	mūsu
εκλογές	vēlēšanās
εκλογές	vēlēšanas
εκλογές	ievēlēšana
εκλογές	vēlēšanās
εκλογές	vēlēšanas
μέλη	locekļi
μέλη	dalībnieki
μέλη	deputāti
μέλη	biedri
τελικά	beidzot
μέλος	deputāts
μέλος	loceklis
μέλος	biedrs
εποχή	epoch
εποχή	sezonai
εποχή	sezonu
εποχή	sezonas
εποχή	sezonā
εποχή	sezona
εποχή	laikmets
εποχή	ēra
εποχή	era
χωριό	ciema
χωριό	ciemata
χωριό	ciems
χωριό	ciematu
χωριό	ciemu
χωριό	ciemats
αρχικά	sākumā
αρχικά	sākotnēji
αρχικά	sākotnēji
αρχικά	iniciāļi
περίοδος	laikposms
περίοδος	periods
δήμος	novads
δήμος	pašvaldība
κύπελλο	kauss
ζωή	life
ζωή	dzīve
ζωή	dzīvi
ζωή	dzīvība
έδρα	mītnes
έδρα	mītne
έδρα	sēdekļa
έδρα	sēdeklis
περιλαμβάνει	ietilpst
περιλαμβάνει	ietver
μεγάλο	lielie
μεγάλο	liels
μεγάλο	lielas
μεγάλο	lieli
μεγάλο	liela
μεγάλο	lielā
μεγάλο	liels
μεγάλο	lielais
μεγάλο	lieli
μεγάλο	liela
μεγάλο	lielā
βάση	pamatne
βάση	pamats
βάση	bāze
βάση	pamats
βάση	bāze
κέντρο	centrs
κέντρο	centrā
κέντρο	centrs
κέντρο	centrā
κέντρο	centra
φεβρουαρίου	februārī
φεβρουαρίου	februāra
φεβρουαρίου	februāris
κάτι	kautkas
κοντά	tuvu
κοντά	netālu
κοντά	aizvērt
κοντά	tuvu
κοντά	netālu
κοντά	tuvumā
μορφή	forma
μορφή	formāts
χρόνο	laiks
χρόνο	laika
ιστοσελίδα	mājaslapa
ιστοσελίδα	mājaslapā
κόμμα	ballīte
κόμμα	party
κόμμα	partija
κόμμα	puse
κόμμα	komats
γιατί	jo
γιατί	kapēc
γιατί	kādēļ
γιατί	kāpēc
ρόλο	rollo
ρόλο	loma
ρόλο	lomu
άλμπουμ	albuma
άλμπουμ	albums
άλμπουμ	albumu
άλμπουμ	albumus
επειδή	jo
έκδοση	edition
έκδοση	izdevums
έκδοση	redakcija
έκδοση	versija
γκολ	mērķi
γκολ	mērķus
γκολ	mērķis
αρχές	iestādes
αρχές	principi
γύρω	ap
γύρω	apkārt
συνήθως	parasti
ονομασία	vārds
ονομασία	nosaukums
ονομασία	apzīmējums
κοινότητα	kopienu
κοινότητα	kopienas
κοινότητα	kopiena
τελευταία	pēdējo
τελευταία	pēdējais
τελευταία	pēdējā
τελευταία	pēdējās
τελευταία	pēdējoreiz
έκανε	did
έκανε	izgatavots
έκανε	made
ξεκίνησε	sākts
ξεκίνησε	sākta
ξεκίνησε	sākās
κυβέρνηση	valdība
κυβέρνηση	valdības
πρώτος	pirmais
πρώτος	pirmā
πρώτος	pirmās
πρώτος	pirmie
πρώτος	pirma
πρώτος	vispirms
πήρε	ieņēma
πήρε	paņēma
πήρε	ņēma
κάνει	paveikts
κάνει	darīts
κάνει	izdarīts
ηπα	asv
ηπα	usa
ανάμεσα	starp
δεύτερη	otrais
δεύτερη	otrs
δεύτερη	otrie
δεύτερη	otrā
γλώσσα	mēle
γλώσσα	mēles
γλώσσα	valoda
γιος	dēls
μάχη	kaujā
μάχη	kauja
μάχη	cīņa
μάχη	kaujas
μάχη	apkarotu
μάχη	cīņu
μάχη	cīņa
μάχη	cīnīties
πανεπιστήμιο	universitātē
πανεπιστήμιο	universitāte
πανεπιστήμιο	universitātes
όλες	visiem
όλες	visu
όλες	visas
όλες	visi
όλες	visa
κάποια	dažas
κάποια	dažiem
κάποια	daži
δείτε	redz
δείτε	skatīt
δείτε	skatīties
δείτε	pulkstenis
δείτε	skaties
πόλεμο	karu
πόλεμο	karš
πόλεμο	kara
πόλεμο	karā
περιοχές	reģioni
περιοχές	jomas
περιοχές	apgabali
περιοχές	teritorijas
περιοχές	platības
πρώην	bijusī
πρώην	bijušie
πρώην	bijušais
παράδειγμα	piemērs
άρθρο	raksts
άρθρο	izstrādājums
άρθρο	pants
εικόνα	attēls
εικόνα	bildē
εικόνα	bilde
εικόνα	bildei
εικόνα	attēla
εικόνα	attēls
εικόνα	attēlu
έλαβε	saņemts
έλαβε	saņemtas
έλαβε	saņemtās
έλαβε	saņemti
έλαβε	saņēma
επίσημη	amatpersona
επίσημη	ierēdnis
επίσημη	formāli
επίσημη	formālā
επίσημη	formāla
επίσημη	oficiāls
κατοίκους	iedzīvotāji
κατοίκους	rezidenti
κατοίκους	iedzīvotāji
πηγές	avoti
βόρεια	ziemeļi
βόρεια	ziemeļos
βόρεια	ziemeļu
βόρεια	ziemeļu
πόλεις	pilsētas
πόλεις	pilsētu
πόλεις	pilsētas
ιδιαίτερα	īpaši
ιδιαίτερα	īpaši
αγώνα	sacensības
αγώνα	rase
αγώνα	skrējiens
αγώνα	sacīkstes
αγώνα	atbilstība
αγώνα	atbilst
αγώνα	sakritība
αγώνα	mača
αγώνα	sakrīt
αγώνα	cīņu
αγώνα	cīņa
αγώνα	cīnīties
γεγονός	notikums
γεγονός	fakts
σελίδα	lappuse
σελίδα	lapa
θέμα	tēma
θέμα	subjekts
θέμα	temats
θέμα	objekts
θέμα	tēma
ηλικία	vecums
χρησιμοποιείται	izmanto
χρησιμοποιείται	lietots
χρησιμοποιείται	izmantotais
χρησιμοποιείται	izmantots
χρησιμοποιείται	lietoti
χρησιμοποιείται	lietota
πρώτα	pirmais
πρώτα	pirmā
πρώτα	pirmās
πρώτα	pirmie
πρώτα	pirma
πρώτα	vispirms
μέγεθος	izmers
μέγεθος	lielums
μέγεθος	izmērs
θεωρείται	uzskatīja
θεωρείται	uzskatīts
θεωρείται	apsvērta
θεωρείται	uzskatīta
εδώ	šeit
εδώ	te
νότια	dienvidu
νότια	dienvidu
νότια	dienvidos
νότια	dienvidi
σημείο	punkts
σημείο	point
σχέση	attiecības
σχέση	saistība
περίπτωση	gadījums
περίπτωση	lieta
νέο	jauna
νέο	jaunums
νέο	jauni
νέο	jauns
νέο	jaunais
νέο	jaunas
ήδη	jau
έτος	gadu
έτος	gads
σχεδόν	gandrīz
σχεδόν	teju
σχεδόν	gandrīz
ένωση	savienības
ένωση	savienība
ένωση	apvienība
ένωση	biedrība
ένωση	asociācija
περισσότερο	vairāk
περισσότερο	vairak
βασιλιά	king
βασιλιά	karalis
βασιλιά	ķēniņš
εκκλησία	baznīca
εκκλησία	baznīcas
εκκλησία	baznīcā
εκδόσεις	publikācijas
μουσείο	muzeju
μουσείο	muzeja
μουσείο	muzejā
μουσείο	muzejs
πολιτικός	politiķis
συμμετοχή	iesaistīšana
συμμετοχή	iesaistīšanās
συμμετοχή	iesaiste
συμμετοχή	piedalīšanās
συμμετοχή	līdzdalība
συμμετοχή	dalība
δυο	divas
δυο	divus
δυο	divi
μεγαλύτερη	lielāka
μεγαλύτερη	lielāki
μεγαλύτερη	lielāks
μεγαλύτερη	vecāki
μεγαλύτερη	vecāks
μεγαλύτερη	vecāka
μεγαλύτερη	lielāki
μεγαλύτερη	lielākas
μεγαλύτερη	lielāka
μεγαλύτερη	lielāks
μεγαλύτερη	lielāki
μεγαλύτερη	lielākas
μεγαλύτερη	lielāka
μεγαλύτερη	lielāks
πέθανε	mirst
πέθανε	die
πέθανε	mirt
πέθανε	nomirt
πέθανε	nomira
πέθανε	mira
ανά	per
μουσική	mūzika
μουσική	music
μουσική	mūzikā
κόσμο	cosmo
κόσμο	pasaule
κόσμο	pasaulē
άτομα	personām
άτομα	personas
άτομα	indivīdi
άτομα	privātpersonas
άτομα	cilveki
άτομα	cilvēki
άτομα	tauta
άτομα	cilvēkiem
δεύτερο	otrais
δεύτερο	otrs
δεύτερο	otrie
δεύτερο	otrā
είδος	tips
είδος	veids
είδος	suga
είδος	sugas
αρκετά	pietiek
αρκετά	pietiekami
αρκετά	pietiks
μεγαλύτερο	vecāki
μεγαλύτερο	vecāks
μεγαλύτερο	vecāka
μεγαλύτερο	lielāki
μεγαλύτερο	lielākas
μεγαλύτερο	lielāka
μεγαλύτερο	lielāks
μεγαλύτερο	lielāki
μεγαλύτερο	lielākas
μεγαλύτερο	lielāka
μεγαλύτερο	lielāks
εκείνη	viņa
εκείνη	vina
χώρες	valstīm
χώρες	valstis
χώρο	telpa
χώρο	kosmoss
σχολή	skola
σχολή	skolas
σχολή	skolu
σχολή	skolā
εναντίον	pret
τρία	trim
τρία	trīs
χαρακτηριστικά	īpašības
χαρακτηριστικά	raksturojums
χαρακτηριστικά	raksturlielumi
χαρακτηριστικά	pazīmes
χαρακτηριστικά	iezīmes
χαρακτηριστικά	atribūti
χαρακτηριστικά	raksturlielumi
όρος	termins
όρος	apzīmējums
όρος	kalna
όρος	nosacījums
όρος	stāvoklis
ιδρύθηκε	dibināta
ιδρύθηκε	dibināts
βασιλιάς	king
βασιλιάς	karalis
βασιλιάς	ķēniņš
παιδιά	zēniem
παιδιά	puikas
παιδιά	puiši
παιδιά	zēni
παιδιά	bērni
παιδιά	džeki
παιδιά	puiši
παιδιά	veči
παιδιά	bērnus
παιδιά	bērniem
παιδιά	bērni
βραβείο	balva
βραβείο	balvu
βραβείο	apbalvošana
βραβείο	balva
βραβείο	piešķiršana
βραβείο	piešķiršanas
άρχισε	sākts
άρχισε	sākta
άρχισε	sākās
φαίνεται	šķiet
φαίνεται	izskatās
αρχαία	senas
αρχαία	senā
αρχαία	senās
αρχαία	senie
μήκος	garums
κυκλοφόρησε	atbrīvota
κυκλοφόρησε	atbrīvots
κυκλοφόρησε	atbrīvoti
τι	kas
τι	kāda
τι	kāds
τι	ko
συμμετείχε	piedalījās
συμμετείχε	piedalījušies
συμμετείχε	piedalījusies
συμμετείχε	piedalījies
χρονιά	gadu
χρονιά	gads
παραγωγή	ražošana
παραγωγή	produkcija
ηθοποιός	aktrise
ηθοποιός	aktieris
ελληνικά	grieķijas
ελληνικά	grieķu
δυνάμεις	pilnvaras
δυνάμεις	spēkus
δυνάμεις	spēki
γαλλία	franciju
γαλλία	francijā
γαλλία	francija
γαλλία	france
ελληνικό	grieķijas
ελληνικό	grieķu
ευρώπη	eiropa
ευρώπη	europe
δεκαετία	desmitgadē
δεκαετία	desmitgades
γνωστό	zināma
γνωστό	zināmi
γνωστό	zināms
γνωστό	pazīstama
παγκόσμιο	globālā
παγκόσμιο	globālie
παγκόσμιο	globāli
παγκόσμιο	globālais
παγκόσμιο	globāla
βιβλίο	grāmata
βιβλίο	grāmatiņa
βιβλίο	grāmatu
διάστημα	intervālā
διάστημα	intervāls
διάστημα	telpa
διάστημα	kosmoss
οικογένεια	saime
οικογένεια	ģimene
οικογένεια	ģimenē
οικογένεια	ģimenes
μέτρα	pasākumi
σημαίνει	līdzekļi
σημαίνει	nozīmē
πέντε	piecus
πέντε	piecas
πέντε	pieciem
πέντε	pieci
παραπάνω	virs
παραπάνω	augstāk
υπουργός	ministre
υπουργός	ministrs
υπουργός	ministra
σεζόν	sezonai
σεζόν	sezonu
σεζόν	sezonas
σεζόν	sezonā
σεζόν	sezona
πρότυπο	modelis
πρότυπο	model
πρότυπο	modele
πρότυπο	paraugs
πρότυπο	sagatavi
πρότυπο	paraugs
πρότυπο	standartam
πρότυπο	standarta
πρότυπο	standarts
αριθμός	numuru
αριθμός	numurs
αριθμός	skaitlis
αριθμός	skaits
θάνατο	nāve
θάνατο	nāves
εταιρεία	sabiedrība
εταιρεία	uzņēmums
εταιρεία	kompānija
σώμα	ķermeņa
σώμα	ķermenis
σώμα	korpuss
πρωτεύουσα	kapitāls
πρωτεύουσα	galvaspilsēta
παράλληλα	paralēla
παράλληλα	paralēli
παράλληλα	paralēlas
παράλληλα	paralēlā
σύνολο	kopā
γνωστή	zināma
γνωστή	zināmi
γνωστή	zināms
γνωστή	pazīstama
κατάσταση	statuss
κατάσταση	situācija
κατάσταση	stāvoklis
κατάσταση	nosacījums
κατάσταση	stāvoklis
νησί	sala
επίπεδο	līmenis
επιτυχία	veiksme
επιτυχία	veiksmes
επιτυχία	panākumi
επιτυχία	veiksmīgi
επιτυχία	panākumus
επιτυχία	veiksmīga
γερμανία	vācijas
γερμανία	vācija
γερμανία	vācijā
άλλους	citas
άλλους	citi
άλλους	pārējie
πίσω	muguru
πίσω	atpakaļ
πίσω	mugura
δημιουργία	izveidot
δημιουργία	radīt
δημιουργία	veidot
δημιουργία	izveidošanas
δημιουργία	izveide
δημιουργία	izveidošana
δημιουργία	radīšana
αρχή	sākt
αρχή	palaist
αρχή	sākums
αρχή	starts
αρχή	sākums
αρχή	pamatprincips
αρχή	princips
αρχή	iestāde
άδεια	licences
άδεια	licence
άδεια	atļauja
άδεια	apliecība
άδεια	licence
άδεια	atļaut
άδεια	atļauja
άδεια	tukši
άδεια	tukšs
άδεια	tukšas
άδεια	tukša
επιπλέον	papildu
επιπλέον	papildus
περισσότερα	vairāk
περισσότερα	vairak
ανάπτυξη	attīstība
ανάπτυξη	izstrāde
ανάπτυξη	attīstīšana
ανάπτυξη	pieaugums
ανάπτυξη	augšana
ανάπτυξη	izaugsme
φάση	fāze
φάση	posms
φάση	etaps
αυτόν	viņam
αυτόν	viņu
συγγραφέας	rakstnieks
συγγραφέας	autors
συγγραφέας	autore
άγιος	svētais
άγιος	saint
γ΄	iii
τραγούδι	dziedāt
τραγούδι	dziedam
τραγούδι	dzied
τραγούδι	dziesma
κόρη	meitu
κόρη	meita
πάλι	atkal
πάλι	vēlreiz
επαρχία	province
επαρχία	ils
ιωάννης	džons
θεσσαλονίκη	saloniku
αγγλικά	angļu
άλλοι	citas
άλλοι	citi
άλλοι	pārējie
κέρδισε	win
κέρδισε	laimē
κέρδισε	uzvarēt
κέρδισε	uzvarēja
κέρδισε	uzvarējis
κέρδισε	ieguva
βασίλειο	karaliste
σκοπό	nolūks
σκοπό	mērķis
συνολικά	kopā
συνολικά	vispārējais
συνολικά	kopumā
γνωστός	zināma
γνωστός	zināmi
γνωστός	zināms
γνωστός	pazīstama
γνωστός	paziņa
πληροφορίες	info
πληροφορίες	informācija
εθνικό	nacionālais
καριέρα	karjeru
καριέρα	karjera
καριέρα	karjeras
ποτέ	nekad
ποτέ	kādreiz
ποτέ	ever
ποτέ	jebkad
τέλη	nodeva
τέλη	maksa
τέλη	nodevas
τέλη	maksa
τέλη	maksas
πλευρά	pusē
πλευρά	side
πρόγραμμα	programmā
πρόγραμμα	programma
πρόγραμμα	programmu
πρόγραμμα	grafiks
πρόγραμμα	programmā
πρόγραμμα	programma
πρόγραμμα	programmu
χιλιόμετρα	jūdzes
χιλιόμετρα	kilometri
χιλιόμετρα	nobraukums
χιλιόμετρα	kilometri
κάτοικοι	iedzīvotāji
κάτοικοι	rezidenti
κάτοικοι	iedzīvotāji
άρθρα	raksti
άρθρα	izstrādājumi
άρθρα	panti
γεώργιος	georgios
γεώργιος	džordžs
τύπου	spied
τύπου	nospiest
τύπου	preses
τύπου	nospied
τύπου	prese
τύπου	tips
τύπου	veids
δημοκρατία	republika
δημοκρατία	republikas
δημοκρατία	demokrātija
πόλεμος	karu
πόλεμος	karš
πόλεμος	kara
πόλεμος	karā
εφημερίδα	laikraksts
εφημερίδα	avīze
εφημερίδα	laikraksta
εφημερίδα	avīzē
μικρό	mazas
μικρό	mazās
μικρό	mazie
μικρό	maza
μικρό	mazs
μικρό	maz
μικρό	maza
μικρό	mazais
τόπος	vieta
τόπος	vieta
τόπος	novietojums
ονομάζεται	saucās
ονομάζεται	saukts
συγκεκριμένα	specifiskas
συγκεκριμένα	īpašie
συγκεκριμένα	konkrēti
είδη	suga
είδη	sugas
πηγή	avots
κάποιος	kāds
κάποιος	kādam
πρωταθλήματα	hokejā
ιταλία	itālija
πατέρας	tēvam
πατέρας	tēva
πατέρας	tēvs
κατηγορίες	maksas
κατηγορίες	kategorijās
κατηγορίες	kategorijām
κατηγορίες	kategorijas
αναφέρει	minēta
αναφέρει	piemin
ποδόσφαιρο	futbols
θέσεις	pozīcijas
θέσεις	nostājas
θέσεις	amati
θέσεις	ieraksti
θέσεις	amatu
θέσεις	sēdekļi
θέσεις	sēdvietas
περισσότερες	vairāk
περισσότερες	vairak
έκταση	joma
έκταση	teritorija
έκταση	platība
έκταση	apgabals
έκταση	laukums
γενικά	vispārējais
γενικά	kopumā
γενικά	parasti
γενικά	vispārējā
γενικά	vispārējais
γενικά	vispārīgi
γενικά	vispārēji
σημαντικό	svarīgs
σημαντικό	svarīga
σημαντικό	svarīgas
σημαντικό	svarīgi
σημαντικό	nozīmīgs
νίκη	win
νίκη	laimē
νίκη	uzvarēt
νίκη	uzvara
νίκη	uzvaras
νίκη	uzvara
νίκη	uzvaras
νίκη	uzvaru
μικρή	mazas
μικρή	mazās
μικρή	mazie
μικρή	maza
μικρή	mazs
μικρή	maz
μικρή	maza
μικρή	mazais
έτη	gadus
έτη	gadi
έτη	gadiem
πατέρα	tēvam
πατέρα	tēva
πατέρα	tēvs
αμερικανός	american
αμερικανός	amerikāņu
αμερικανός	amerikas
τελικό	galīgais
τελικό	galīgo
τελικό	gala
τελικό	galīgā
πάντα	vienmēr
συγκρότημα	josla
συγκρότημα	joslas
συγκρότημα	komplekss
συγκρότημα	sarežģīts
συγκρότημα	kompleksā
συγκρότημα	sarežģīti
συγκρότημα	sarežģīta
παραγωγής	ražošana
παραγωγής	produkcija
ίσως	varbūt
ίσως	varbūt
επόμενη	next
επόμενη	nākamais
επόμενη	nākamā
επόμενη	nākamo
επόμενη	nākošais
στιγμή	moments
στιγμή	brīdis
στιγμή	mirklis
μήνες	mēnešus
μήνες	mēnešiem
μήνες	mēneši
θεωρία	teorija
ύψος	augstums
ύψος	augstumā
ύψος	augumu
ύψος	augums
ύψος	augstums
πολλοί	daudziem
πολλοί	daudz
πολλοί	daudzi
πολλοί	daudzus
πολλοί	daudzas
όλοι	ikviens
όλοι	visi
όλοι	visiem
όλοι	visiem
όλοι	visu
όλοι	visas
όλοι	visi
όλοι	visa
όλοι	ikviens
όλοι	visi
όλοι	visiem
τώρα	tagad
προπονητής	treneris
προπονητής	treneri
θέατρο	teātrī
θέατρο	teātris
θέατρο	teātra
σημαντική	svarīgs
σημαντική	svarīga
σημαντική	svarīgas
σημαντική	svarīgi
σημαντική	nozīmīgs
σημαντική	nozīmīga
σημαντική	nozīmīgs
σημαντική	ievērojams
σημαντική	nozīmīgas
ημέρα	dienu
ημέρα	dienā
ημέρα	diena
διάφορα	dažādi
διάφορα	dažādas
παρέμεινε	palika
κατέκτησε	iekaroja
θέματα	temati
θέματα	tēmas
θέματα	tēmas
θέματα	jautājumi
στάδιο	stadionā
στάδιο	stadions
στάδιο	posms
στάδιο	stadija
επίθεση	uzbrukums
επίθεση	uzbrukumu
επίθεση	uzbrukt
επίθεση	uzbrukumā
επίθεση	uzbrukums
τραγούδια	dziesmas
έδωσε	iedeva
πληθυσμός	populācija
πληθυσμός	iedzīvotāji
λέξη	vārdu
κατάφερε	pārvaldīts
κατάφερε	izdevās
κατάφερε	izdevies
προβλήματα	problēmas
δύναμη	stiprums
δύναμη	stiprība
δύναμη	spēka
δύναμη	izturība
δύναμη	spēks
δύναμη	piespiest
δύναμη	spēkā
δύναμη	spēka
δύναμη	spēks
δύναμη	power
δύναμη	jaudas
δύναμη	jauda
δύναμη	vara
επανάσταση	revolūcija
τύπος	spied
τύπος	nospiest
τύπος	preses
τύπος	nospied
τύπος	prese
τύπος	formula
τύπος	formulas
τύπος	tips
τύπος	veids
εκατομμύρια	miljons
εκατομμύρια	miljoni
εκατομμύρια	miljonos
εκατομμύρια	miljoniem
εκατομμύρια	miljoni
τέσσερις	četri
τέσσερις	četras
τέσσερις	četriem
τέσσερις	četrus
πορεία	kursa
πορεία	kursu
πορεία	kurss
πορεία	kursā
μέση	vidū
μέση	tuvie
μέση	vidējie
μέση	vidējais
μέση	vidēji
μέση	vidējā
μέση	vidukļa
πρόβλημα	problēmu
πρόβλημα	problēma
πρόβλημα	problēmas
πρόβλημα	nepatikšanas
άνω	augšējo
άνω	augstākie
άνω	augšējā
άνω	augstākais
άνω	augšējais
νερό	ūdeni
νερό	ūdenī
νερό	ūdens
αγωνίστηκε	cīnījās
τοπική	vietējie
τοπική	vietējā
τοπική	vietējais
τοπική	lokāla
τοπική	lokālā
περιφέρεια	reģions
περιφέρεια	rajons
περιφέρεια	apgabals
παρουσία	esamība
παρουσία	klātbūtni
παρουσία	esība
παρουσία	klātbūtne
μητέρα	māte
μητέρα	mātes
έξι	sešus
έξι	seši
έξι	sešas
δομή	struktūra
δομή	uzbūve
παρίσι	paris
παρίσι	parīzē
παρίσι	parīze
παρίσι	parīzes
έγραψε	rakstīja
έγραψε	uzrakstīju
