the	на
each	секоја
found	нашол
found	пронајдени
found	најдено
found	пронајдено
found	пронајдена
found	најден
center	средина
center	центар
per	пер
per	per
style	стил
com	com
com	ком
long	лонг
long	долги
long	долго
long	долга
country	земја
country	држава
country	кантри
back	грб
back	назад
way	начин
does	дали
www	www
modify	измени
end	крај
make	make
make	направи
public	јавно
public	јавни
public	јавен
public	јавна
public	јавност
public	public
played	играше
played	одиграно
played	одигран
played	свирел
won	добиена
won	победи
won	освои
won	победија
won	освоено
another	друг
another	друга
released	пуштен
released	пуштени
released	ослободен
added	додадена
added	додаде
added	додадени
added	додадено
added	додаден
support	подршка
support	поддршка
support	support
games	игри
former	поранешно
former	поранешни
former	поранешен
former	поранешна
former	бивши
those	тие
those	оние
films	филмови
church	црква
east	исток
line	линија
major	мајорот
major	мајор
members	членки
members	членовите
members	членови
good	добра
good	добро
good	добар
much	многу
image	слика
show	покажи
show	прикажи
still	сеуште
still	уште
still	сепак
think	мисли
think	помисли
think	размислувај
below	подолу
town	град
town	градче
last	последно
last	последни
last	последен
last	последна
last	последниот
system	систем
right	десно
right	надесно
right	право
song	песна
non	non
notable	забележително
section	рез
section	оддел
section	отсек
section	секција
single	единствена
single	сингл
single	самец
included	вклучени
included	вклучено
align	порамни
home	дом
home	дома
home	домот
home	home
women	жени
women	женски
women	жените
television	телевизија
seed	семе
member	членка
member	член
goals	голови
goals	цели
sources	извори
book	книга
station	станица
order	ред
order	наредба
order	нарачка
order	редослед
old	старо
old	стари
old	стар
old	стара
information	информација
information	информации
set	сет
set	комплет
set	сетот
set	постави
own	сопствени
own	сопствено
own	сопствена
own	сопствен
text	текст
band	бенд
point	точка
local	локален
local	локално
local	локални
local	локална
around	околу
around	наоколу
river	река
river	ривер
river	реката
top	top
top	топ
top	врвот
main	главни
main	главен
main	главна
main	главното
language	јазик
french	французи
french	француски
https	https
named	именуван
named	именувана
named	именувани
off	исклучен
off	исклучена
off	off
off	исклучено
note	белешка
note	забелешка
note	нота
career	кариера
original	оригинал
age	возраст
age	старост
service	услуги
service	служба
service	сервис
service	услуга
established	воспоставен
established	утврден
established	формирана
established	воспоставено
established	формиран
established	воспоставена
located	лоциран
located	лоцирана
located	лоцирано
located	сместена
said	рече
said	рекол
population	популација
population	население
air	воздух
air	ер
air	air
german	германски
german	герман
german	германска
law	закон
military	воена
military	војска
great	одлична
great	одлично
great	супер
clubs	клубови
published	објавена
published	објавени
published	објавено
published	објавен
president	претседател
park	парк
park	park
official	официјално
official	службен
official	службено
official	официјална
case	случај
case	кејс
london	london
london	лондон
london	лондонски
times	пати
although	иако
small	малечко
small	мала
small	мал
small	мали
small	мало
third	трета
third	трет
third	трето
third	трети
third	третиот
different	различен
different	различно
different	поинакво
different	различна
different	поинаку
different	поинаков
village	село
village	селски
closed	затвори
closed	затворен
closed	затворена
closed	затворени
closed	затворено
art	уметност
art	арт
art	уметничко
art	уметноста
player	играчот
player	играч
final	final
final	финална
final	конечен
final	конечна
community	заедница
again	повторно
again	одново
again	пак
army	армија
army	војска
award	награда
without	без
death	смрт
death	смртта
built	изграден
built	изградена
built	изградени
built	изградено
men	мажи
men	мажите
men	луѓе
men	машки
large	голем
large	голема
large	големи
site	site
site	сајт
using	користење
using	користејќи
white	бело
white	бели
white	бел
white	бела
white	вајт
five	пет
five	петмина
five	five
central	централно
central	централен
central	централа
central	централна
road	road
road	пат
children	деца
free	слободни
free	бесплатно
free	слободно
free	слободна
free	слободен
took	зема
took	земаа
took	зеде
england	англија
include	вклучи
association	здружение
association	асоцијација
down	надолу
down	доле
down	долу
down	подоле
down	надоле
given	дадена
given	дадени
given	дадено
given	даден
source	извор
california	калифорнија
man	маж
man	чоек
man	човек
man	мен
man	човекот
version	верзија
written	напишано
written	напишани
written	пишано
written	пишан
created	создадено
created	создадени
created	креирано
created	создадена
created	создаден
media	мултимедија
media	медиуми
black	црн
black	црна
black	црно
black	црни
black	црнец
though	иако
php	php
report	пријави
report	извештај
building	градба
building	зграда
building	градење
take	земи
take	земете
division	дивизија
division	поделба
comment	коментар
comment	коментирање
king	крал
king	кинг
king	кралот
edit	измени
edit	уредување
edit	уреди
stadium	стадион
died	почина
died	умре
died	умрел
died	починал
died	умрела
ship	брод
research	истражување
research	истражувања
record	рекорд
record	запис
archive	архив
archive	архива
archive	архивата
places	места
undo	врати
cup	чашка
cup	куп
cup	шолја
cup	пехар
records	рекорди
records	евиденција
records	записи
often	често
often	честопати
few	малкумина
few	неколку
few	неколкумина
received	примен
received	добиени
received	доби
received	примена
received	примиле
side	страната
side	страна
power	моќ
power	власт
power	моќност
education	образование
education	едукација
category	категорија
water	вода
water	воден
political	политички
political	политичко
political	политичка
species	врсти
species	видови
field	поле
near	близу
near	блиску
australia	австралија
video	video
video	видео
need	треба
need	потреба
island	островот
island	остров
form	форма
find	најдете
find	пронајди
find	најди
find	пронајдете
served	служеа
served	служел
served	служеле
served	служеше
play	пушти
play	играј
play	свири
project	проект
radio	радио
works	работи
works	дела
proposed	предложени
proposed	предложена
proposed	предложен
every	секоја
every	секое
every	секој
development	развој
example	пример
live	live
live	живеј
live	живо
live	лајв
union	синдикат
union	унија
union	union
india	индија
next	следниот
next	следна
next	следно
next	следни
next	следен
special	посебно
special	специјален
special	специјално
special	специјални
special	посебна
special	специјална
court	суд
region	регион
little	мала
little	мал
little	литл
little	мали
little	малку
little	мало
short	кратки
short	кратко
short	кратка
short	краток
short	кус
william	вилијам
province	покраина
province	провинција
province	покраината
western	вестерн
western	западни
western	западна
son	синот
son	синко
son	сине
son	син
france	франс
france	франција
council	совет
others	друѓи
others	други
royal	кралско
royal	кралска
royal	ројал
royal	royal
royal	кралски
current	актуелни
current	тековната
current	моментална
current	сегашна
current	тековна
street	улични
street	улица
street	уличен
full	полни
full	целосна
full	полна
full	полн
red	црвен
red	црвена
red	црвено
red	црвени
too	премногу
department	оддел
san	san
san	сан
help	помагаат
help	помош
among	меѓу
preserved	зачувана
preserved	сочувана
preserved	сочувани
james	џејмс
james	џемс
open	отворено
open	отворени
open	отворена
open	отворен
open	опен
open	отвори
force	сила
force	присили
position	позиција
position	положба
head	главата
head	глава
director	режисер
director	директор
father	татка
father	татко
track	трака
track	патека
track	песна
http	http
canada	канада
never	никогаш
australian	австралиска
australian	австралиски
george	џорџ
george	џорџе
george	george
jpg	jpg
level	ниво
late	доцна
late	доцни
late	касно
summer	лето
society	општество
moved	преместена
office	канцеларија
period	период
period	period
championship	шампионат
championship	првенство
championship	шампионски
round	округла
round	круг
round	рунда
story	расказ
story	сторија
story	приказна
songs	песни
various	разни
file	датотека
days	денови
days	дена
land	ланд
land	копно
land	земјиште
business	бизнис
reason	причина
reason	разум
reason	разумот
america	америка
million	милион
million	милиони
european	европски
european	европско
european	европска
term	мандат
term	термин
six	шестмина
six	six
six	шест
post	објава
post	објавата
post	пост
post	објави
why	зошто
why	зашто
produced	произведена
produced	произведени
produced	произведено
making	правење
subject	субјектот
subject	тема
subject	предмет
subject	субјект
young	младите
young	млад
young	јанг
young	young
young	млади
young	млада
total	вкупно
total	вкупен
total	тотал
total	вкупна
david	дејвид
david	david
david	давид
science	науката
science	наука
science	науки
related	поврзани
related	поврзано
rock	рок
rock	камен
rock	карпа
archived	архивирани
railway	железничка
railway	железница
become	стане
led	водеше
led	led
led	предводени
students	студенти
students	ученици
students	студентите
started	почна
started	започна
started	почнал
started	почнаа
news	вести
news	вест
described	опиша
described	опишана
described	опишан
described	опишани
role	улога
election	избори
albums	албуми
present	сегашност
present	сегашна
present	поклон
present	присутни
present	претстави
present	подарок
indian	индијанец
indian	индиски
indian	индиска
indian	индиец
kingdom	кралство
kingdom	царство
books	книги
important	важна
important	битно
important	важно
important	битен
important	важни
northern	северен
northern	северна
love	љубов
love	љубовта
run	изврши
canadian	канадска
canadian	канадски
press	печат
press	притиснете
press	прес
type	тип
act	чин
act	акт
editor	уредник
editor	уредувач
came	дошол
came	дојде
came	дојдоа
schools	школи
schools	училишта
program	програм
program	програма
issue	прашање
social	социјална
social	социјално
social	општествени
germany	germany
germany	германија
production	продукција
production	производство
male	машко
male	машки
awards	награди
points	точки
points	поенти
points	поени
similar	слично
similar	сличен
similar	слична
similar	слични
professional	професионална
professional	професионален
professional	професионални
professional	професионално
professional	professional
professional	професионалец
say	кажи
say	речи
background	подлога
background	заднина
background	позадина
enough	доста
enough	доволна
enough	доволно
lead	води
lead	трага
lead	олово
lead	водечки
lead	водство
common	обичен
common	заедничка
common	заеднички
common	вообичаено
common	општо
overlap	преклопување
data	податок
data	податоци
color	боја
better	подобри
better	подобра
better	подобар
better	подобро
person	особа
person	личност
services	сервиси
services	услуги
services	служби
bgcolor	bgcolor
museum	музеј
battle	борба
battle	битка
sports	спортови
sports	спортски
sports	спорт
already	веке
already	веќе
currently	тековно
currently	моментално
hall	сала
buildings	градби
buildings	згради
historic	историски
historic	историско
historic	историска
date	датум
date	дата
deleted	избришан
deleted	избришана
deleted	избришано
deleted	избришани
change	промени
change	промена
change	смени
change	измени
location	локација
seems	изгледа
must	мора
must	must
yes	да
our	наша
our	наши
our	нашата
our	наш
our	нашиот
our	нашите
southern	јужен
southern	јужна
southern	јужни
lost	изгубено
lost	изгубени
lost	изгубена
lost	загуби
lost	изгубен
something	нешто
review	прегледај
review	преглед
together	заедно
robert	роберт
robert	робер
fact	факт
less	помалку
less	помалце
japanese	јапонско
japanese	јапонска
japanese	јапонски
groups	групи
content	содржина
content	содржини
involved	вклучен
involved	инволвирани
isbn	исбн
board	одбор
board	даска
board	борд
japan	јапонија
japan	јапан
control	контрола
policy	политика
modern	модерен
modern	модерно
modern	модерни
modern	современ
modern	модерна
human	човечко
human	човек
human	човечки
human	човечка
half	пола
half	половина
half	половината
design	дизајн
design	проектирање
event	настан
event	настанот
events	настани
available	достапно
available	достапни
available	достапен
available	достапна
done	заврши
done	done
done	направено
done	сторено
done	завршено
washington	вашингтон
real	вистински
real	реално
real	вистинско
real	вистинска
real	реална
real	реал
start	почни
start	почеток
start	старт
personal	лично
personal	личен
personal	личното
personal	лична
action	дејство
action	акција
space	простор
space	вселена
space	просторот
areas	подрачја
areas	области
star	ѕвезден
star	ѕвезда
star	ѕвездички
really	стварно
really	навистина
china	кина
possible	можно
possible	можни
possible	возможно
possible	можен
paul	пол
paul	паул
paul	павле
working	работи
working	работен
working	работна
working	работење
taken	преземено
taken	сликани
taken	сликано
far	далеку
minister	министер
minister	министерката
minister	министерка
lake	езерото
lake	езеро
reported	пријавена
reported	пријавени
popular	популарно
popular	популарен
popular	популарни
popular	популарна
married	женет
married	омажена
married	мажена
married	венчани
married	оженет
founded	основана
founded	основани
founded	основано
founded	основан
europe	европа
author	автор
away	далеку
away	подалеку
independent	независни
independent	независна
independent	независен
independent	независно
process	процес
process	процесот
teams	екипи
teams	тимови
character	карактер
character	лик
character	знак
low	ниско
low	ниски
low	ниска
low	низок
michael	михаел
michael	мајкл
michael	михаил
michael	michael
pages	страници
light	светлината
light	светол
light	светло
light	светлина
light	светлост
big	големо
big	голем
big	голема
big	големи
seen	видена
seen	видено
seen	видени
seen	видел
seen	виден
release	ослободи
release	ослободување
want	сакаат
episode	епизода
wrote	напиша
wrote	пишувал
wrote	напишаа
wrote	напишал
wrote	напишав
republic	република
republic	republic
republic	републиката
thomas	томас
thomas	тома
thomas	thomas
companies	претпријатија
companies	компании
via	виа
via	преку
via	via
russian	руска
russian	руски
russian	руско
thanks	фала
thanks	благодарам
put	ставете
put	стави
race	трка
race	раса
worked	работел
worked	работев
worked	работеше
worked	функционираше
worked	работено
route	рута
recorded	сними
recorded	снимено
someone	некој
someone	некого
someone	некому
civil	граѓански
civil	граѓанска
civil	граѓанско
police	полицијата
police	полиција
charles	чарлс
charles	шарл
listed	наведен
listed	наведени
listed	заведен
listed	наведена
users	корисници
template	шаблон
template	образец
eastern	источна
eastern	источни
eastern	источно
eastern	источен
body	тело
question	прашање
italian	италијанска
italian	италијански
italian	италијанецот
italian	италијанец
featured	учествуваа
featured	истакната
featured	истакнати
featured	истакнато
featured	одбрано
week	недела
week	седмица
editors	уредници
editors	уредниците
texas	тексас
chief	шеф
chief	главен
chief	шефот
chief	началник
close	блиску
close	затвори
upon	пo
match	поклопување
match	натпревар
match	совпаѓање
roman	римска
roman	римски
roman	римјанин
roman	роман
roman	римско
come	дојди
tour	тура
tour	турнеја
tour	тур
tour	обиколка
sea	море
actually	всушност
cross	крос
cross	крстот
cross	крст
playing	свирење
playing	играње
playing	свири
health	здравје
institute	институт
caps	капи
forces	сили
forces	силите
green	зелен
green	зелена
green	зелено
green	зелени
rights	права
evidence	докази
originally	првично
originally	првобитно
originally	изворно
aircraft	летала
aircraft	авионски
arts	уметност
arts	уметности
range	опсег
probably	веројатно
probably	највероватно
probably	најверојатно
consensus	консензус
bar	бар
bar	bar
problem	проблем
look	погледни
look	гледај
look	види
issues	прашања
alumni	апсолвент
alumni	алумни
average	просечен
average	просечни
average	просечно
average	просек
average	просечна
network	мрежа
network	мрежи
network	network
win	победи
win	победуваат
win	победа
shows	покажува
shows	емисии
shows	прикажува
wife	сопруга
wife	жена
returned	вратен
returned	вратени
night	вечер
night	нок
night	ноќ
night	night
magazine	магазин
magazine	списание
centre	средина
centre	центар
usually	обично
completed	заврши
completed	завршено
significant	значајни
significant	значителна
significant	значајно
significant	значајна
significant	значителен
significant	значаен
african	африканска
african	африкански
able	способна
google	гугл
google	google
stage	бина
stage	етапа
stage	фаза
addition	додаток
ireland	ирска
today	денес
today	денеска
academy	академија
saint	светец
saint	свети
saint	сеинт
saint	света
stations	станици
mother	мајко
mother	мајката
mother	мајка
africa	африка
culture	култура
spanish	шпански
spanish	шпанско
spanish	шпанска
grand	grand
grand	гранд
committee	комитет
committee	комитетот
committee	комисија
things	работи
things	нешта
fire	оган
fire	пожар
changed	променето
changed	променет
gold	златен
gold	златни
gold	злато
female	женка
female	женско
female	женски
female	женска
course	курс
directed	насочени
directed	режија
months	месеци
chinese	кинески
previous	претходен
previous	претходно
previous	претходна
previous	претходни
developed	развиени
developed	развиено
developed	развиен
developed	развиена
size	големина
mentioned	споменати
mentioned	спомнато
mentioned	спомнав
mentioned	споменат
mentioned	спомна
add	додавање
add	додади
add	додај
festival	фестивал
peter	питер
peter	петар
basketball	кошарка
move	помести
move	премести
performance	изведба
performance	перформанс
performance	перформанси
performance	настап
standard	стандард
standard	стандардна
standard	стандардни
standard	стандарден
standard	стандардно
means	значи
give	дајте
give	давај
give	дај
training	обука
training	тренинг
artist	изведувач
artist	уметник
word	збор
blue	плава
blue	сина
blue	сини
blue	блу
blue	сино
primary	примарна
primary	примарно
primary	примарен
announced	најави
announced	најавена
value	вредност
christian	христијански
christian	кристијан
christian	христијан
christian	христијани
christian	христијанин
private	приватно
private	приватен
private	приватна
private	приватни
catholic	католички
catholic	католик
catholic	католичка
artists	уметници
artists	артисти
includes	вклучува
view	поглед
almost	речиси
almost	скоро
baseball	безбол
baseball	бејзбол
seven	седум
seven	seven
seven	седма
ever	некогаш
ever	некад
provide	обезбеди
technology	технологија
olympics	олимпијадата
olympics	олимпијада
future	иднина
formed	формирана
formed	формирани
formed	формиран
formed	формирано
census	попис
images	images
images	слики
results	резултати
return	враќање
quality	квалитетно
quality	квалитет
construction	изградбата
construction	градба
construction	градење
construction	градежништво
construction	конструкција
construction	изградба
zealand	зеланд
front	преден
front	предни
front	предна
front	фронт
front	напред
cover	насловната
cover	корица
cover	насловна
model	модел
read	читај
read	читам
read	читање
read	читајте
read	прочитај
read	прочитајте
material	материјална
material	материјал
strong	јака
strong	јаки
strong	силни
strong	силен
strong	силна
coach	тренер
coach	тренерот
henry	анри
henry	хенри
footballers	фудбалерите
footballers	фудбалери
mark	марк
mark	белег
mark	обележи
rev	rev
organization	организација
studies	студии
federal	федерално
federal	федерални
federal	сојузниот
richard	ришар
richard	ричард
html	html
virginia	вирџинија
car	автомобил
car	кола
attack	напад
attack	атак
conference	конференција
conference	конференции
outside	надвор
study	изучување
study	студијата
study	проучување
study	студија
brother	брате
brother	брат
names	имиња
writer	писателка
writer	писател
characters	ликови
characters	карактери
characters	знаци
musical	музички
musical	музичка
musical	мјузикл
musical	музичко
nothing	ништо
border	граница
medical	медицински
countries	земји
countries	држави
past	минато
past	изминатите
past	минати
writing	пишување
writing	запишување
makes	прави
interest	камата
interest	интерес
interest	интереси
interest	камати
provided	обезбедени
provided	обезбедена
killed	убиена
killed	убиени
killed	убиено
killed	уби
killed	убиен
medal	медал
signed	потпишана
signed	потпишани
signed	потпишано
signed	потпишан
label	етикета
label	натпис
fair	фер
fair	саем
fair	панаѓур
search	пребарување
search	барај
bay	беј
bay	залив
bay	заливот
reference	референца
reference	референтна
especially	поготово
especially	особено
especially	посебно
removed	отстранета
removed	отстранет
removed	отстранети
library	библиотека
management	управување
management	менаџмент
management	раководење
references	упатува
references	референци
references	препораки
features	карактеристики
navy	морнарица
guitar	гитара
hill	брдо
hill	ридот
hill	hill
hill	хил
hill	рид
sure	секако
historical	историски
historical	историско
historical	историска
lower	долна
lower	пониско
lower	долен
daughter	ќерко
daughter	ќерка
appointed	назначени
appointed	назначена
appointed	наименуван
appointed	назначен
reading	четиво
reading	читањето
reading	читање
yet	сепак
systems	системи
debut	деби
movement	движење
specific	специфична
specific	специфично
specific	специфични
specific	конкретни
specific	специфичен
specific	одредено
always	секогаш
actor	глумец
actor	актер
natural	природна
natural	природни
natural	природен
natural	природно
clear	јасна
clear	јасно
clear	чисто
clear	јасен
clear	исчисти
coast	брег
coast	крајбрежје
coast	обала
let	нека
let	пушти
got	имам
chicago	чикаго
chicago	chicago
pennsylvania	пенсилванија
ten	десетмина
ten	ten
ten	десетка
ten	десет
performed	изведен
performed	изведена
performed	настапи
individual	поединец
individual	индивидуален
individual	индивидуална
individual	индивидуа
individual	индивидуални
designed	дизајнирана
designed	дизајнирани
designed	дизајниран
designed	дизајнирано
rule	владеење
rule	правило
etc	итн
etc	сл
lists	списоци
lists	листи
lists	списоците
paris	париз
thought	мисла
thought	мислата
brown	кафеава
brown	браун
brown	кафеав
brown	кафена
hand	рака
hand	дланка
needs	потреби
reliable	веродостоен
reliable	сигурни
smith	смит
generally	генерално
generally	општо
base	базата
base	база
sometimes	некогаш
sometimes	понекогаш
florida	флорида
capital	престолнина
capital	капитал
valley	долината
valley	долина
valley	котлина
bank	банка
gave	дале
gave	даде
gave	дал
gave	дадов
gave	дадоа
reached	достигнат
reached	постигнат
reached	достигна
italy	италија
energy	енергија
energy	енергетска
energy	енерџи
energy	energy
energy	енергетика
believe	верувајте
believe	верувам
believe	поверувале
believe	веруваат
believe	верувај
leader	лидер
leader	водач
active	активни
active	активно
active	активна
active	активен
online	онлајн
online	online
block	блокирај
block	блок
bridge	мост
families	семејствата
families	фамилии
families	семејства
changes	промени
changes	измени
followed	следев
followed	следена
followed	следени
followed	следеше
industry	индустрија
collection	збирка
collection	колекција
request	барањето
request	барање
soon	наскоро
soon	набрзо
leading	водечки
olympic	олимписки
olympic	олимпик
sold	продадени
sold	продадено
sold	продадена
sold	продаден
writers	писатели
professor	професор
studio	studio
studio	студио
mexico	мексико
competition	конкуренција
competition	конкурс
competition	натпреварување
competition	натпревар
campaign	кампања
org	org
theatre	театар
empire	царство
empire	империја
length	должина
islands	острови
singer	пејачка
singer	пеач
singer	пејач
singer	сингер
create	создај
create	креирање
redirect	пренасочи
redirect	пренасочување
additional	дополнително
additional	дополнителни
additional	дополнителна
additional	додатни
additional	дополнителен
soviet	советска
soviet	советски
market	маркет
market	пазар
words	зборови
producer	продуцент
producer	производител
notes	белешки
notes	забелешки
notes	ноти
hockey	хокеј
novel	новела
novel	роман
code	шифра
code	код
referee	судија
referee	судијата
fourth	четврто
fourth	четвртата
fourth	четвртото
fourth	четвртиот
fourth	четврти
fourth	четврта
sport	sport
sport	спорт
van	van
van	комби
van	ван
van	комбе
mary	мери
airport	аеродром
sound	звук
status	статус
irish	ирско
irish	ирци
irish	ирски
irish	ирец
placed	ставено
placed	поставени
child	дете
perhaps	можеби
idea	замисла
idea	поим
idea	идеја
idea	идеа
foreign	странски
foreign	странска
municipality	општина
register	регистрираат
register	регистар
eight	eight
eight	осуммина
eight	осум
problems	проблеми
native	мајчин
native	родно
coverage	покривањето
coverage	покриеност
coverage	покривање
channel	канал
parliament	парламентот
parliament	парламент
username	username
edition	издание
minor	малолетник
minor	помали
says	вели
says	кажува
whose	чија
whose	чиј
whose	чии
whose	чие
foundation	фондација
foundation	темели
foundation	темел
units	единици
movie	филм
runs	тече
ice	лед
ice	мраз
simply	едноставно
limited	ограничено
limited	лимитирана
limited	ограничена
limited	ограничен
limited	ограничени
unit	единица
student	студентски
student	ученик
student	ученичка
student	студент
previously	претходно
governor	управител
governor	гувернер
governor	гувернерот
complete	комплетен
complete	комплетна
complete	завршено
test	тест
nominated	номинирана
nominated	номиниран
nominated	номинирани
bill	бил
parts	делови
vocals	вокал
theory	теорија
regional	регионален
regional	регионалната
regional	регионално
regional	регионални
regional	регионална
account	сметка
account	сметката
vote	гласање
vote	гласајте
vote	гласај
computer	компјутер
none	ниеден
none	никој
none	ниедна
carolina	каролина
tournament	турнир
poland	полска
behind	позади
behind	зад
wales	велс
winning	победата
winning	победничка
winning	победнички
lot	многу
lot	лот
hospital	болница
mid	средината
taking	земање
mountain	планинска
mountain	планински
mountain	планина
higher	повисоко
higher	повисок
higher	повисока
higher	повисоки
cases	случаи
cases	случаеви
angeles	анџелес
editing	монтажа
editing	уредување
editing	уредувањето
replaced	заменета
replaced	замени
replaced	заменети
replaced	заменето
replaced	заменет
food	храна
multiple	повеќекратни
multiple	повеќекратна
multiple	повеќекратен
terms	термини
terms	услови
sir	господине
sir	сер
thing	ствар
square	квадратен
square	плоштад
square	квадрат
try	пробајте
try	пробај
topic	тема
woman	жената
woman	жено
woman	жена
officer	офицер
officer	полицаец
categories	категории
greek	грчки
greek	грчка
greek	грк
recent	неодамнешно
recent	неодамнешни
recent	скорешни
recent	неодамнешна
recent	неодамнешните
sent	испратени
sent	испрати
sent	испратено
sent	испратена
sent	пратен
