ofiarą	áldozat
zasoby	erőforrás
zasoby	forrás
zasoby	erőforrások
zasoby	erőforrás
zasoby	források
zasoby	részvény
ran	seb
ran	sebek
objętości	kötet
objętości	térfogat
objętości	mennyiség
objętości	volumen
objętości	mennyiségek
objętości	kötet
objętości	volumen
czystości	tisztaság
oskar	oscar
oskar	oskar
szczęścia	szerencse
szczęścia	boldogság
szczęścia	boldogságot
modlitwa	imádkozik
modlitwa	imádkozni
modlitwa	ima
modlitwa	imát
modlitwa	imádság
modlitwa	ima
modlitwa	imádság
marine	tengerész
marine	tengeri
marine	tengerészgyalogos
rasa	fajta
rasa	faj
rasa	futam
rasa	verseny
tymczasowy	ideiglenesen
tymczasowy	ideiglenes
tymczasowy	átmeneti
tymczasowy	időközi
tymczasowy	ideiglenes
satelita	műholdas
satelita	műhold
pérez	pérez
przykładów	példák
przykładów	példákat
przykładów	példa
era	epoch
era	korszak
era	korszak
lang	lang
królowie	királyok
pascal	pascal
szóste	hatodik
pomógł	segített
pomógł	segítettek
teatrów	színházak
dyskografia	diszkográfia
koń	lovas
koń	ló
pacjenta	páciens
pacjenta	türelmes
pacjenta	beteg
potrzebna	kell
potrzebna	szükséges
potrzebna	kellett
potrzebna	szükséges
uderzenie	ütközés
uderzenie	becsapódás
uderzenie	hatás
uderzenie	hatása
uderzenie	ütés
uderzenie	találat
popełnił	lekötött
popełnił	elkövetett
popełnił	elkötelezett
piaski	homok
piaski	sands
annie	annie
secret	titok
secret	titkos
zmniejsza	csökken
polecenia	parancsok
polecenia	parancsol
polecenia	parancsnokság
polecenia	parancs
fortu	erőd
fortu	fort
aleksandrii	alexandria
praktyka	gyakornoki
praktyka	gyakorlat
praktyka	gyakorlás
praktyka	edzés
praktyka	gyakorlat
sainte	sainte
ska	ska
zaangażowany	érintett
zaangażowany	lekötött
zaangażowany	elkövetett
zaangażowany	elkötelezett
pomiarów	mérések
pomiarów	mérés
renesansu	reneszánsz
częste	közös
częste	gyakori
częste	gyakori
jelita	bél
jelita	bél
jelita	belek
zdrowie	egészségügy
zdrowie	egészségügyi
zdrowie	egészség
cbs	cbs
rolnicze	mezőgazdasági
rolnicze	mezőgazdaság
partnerem	társ
partnerem	partner
partnerem	társa
partnerem	társam
przedstawiono	bemutatott
honoru	becsület
honoru	megtiszteltetés
honoru	becsület
honoru	megtiszteltetés
square	square
square	szögletes
square	négyzetes
square	tér
square	négyzet
odrębne	különálló
odrębne	elkülönített
odrębne	külön
obydwa	mindkettő
obydwa	mindketten
czaszki	koponyák
czaszki	koponya
czaszki	koponyát
fischer	fischer
białek	fehérje
białek	fehérjék
publiczny	nyilvános
publiczny	nyilvánosság
publiczny	nyilvánosan
publiczny	publikus
mail	mail
mail	levél
mail	levelek
mail	posta
nieznacznie	enyhén
nieznacznie	kissé
nieznacznie	kevéssé
tronie	trón
tronie	trónt
kogo	ki
kogo	aki
heaven	mennyben
heaven	mennyország
heaven	menny
cen	cen
rozkładu	bomlás
piła	iszik
piła	ivás
piła	inni
piła	iszom
piła	ivott
piła	ittam
piła	láttam
piła	látta
piła	fűrész
śniegu	hó
śniegu	hófehérke
śniegu	havazás
damian	damian
istoty	lények
istoty	teremtmények
istoty	lények
ołtarzu	oltár
policjant	zsaru
policjant	rendőr
policjant	rendőr
toledo	toledo
cannes	cannes
informacyjny	informatív
informacyjny	tájékoztató
gospodarstwo	farm
gospodarstwo	gazdaság
gospodarstwo	holding
czwartego	negyedszer
czwartego	negyedik
wiosce	település
wiosce	falusi
wiosce	falu
ograniczona	limited
ograniczona	limitált
ograniczona	korlátozott
ograniczona	korlátolt
ograniczona	korlátozott
ograniczona	korlátozottak
kontynuować	folytasd
kontynuować	folytatás
kontynuować	folytassa
dem	dem
potwierdzenie	megerősítés
potwierdzenie	megerősítést
potwierdzenie	megerősítése
potwierdzenie	elismerés
management	menedzsment
management	irányítás
management	vezetőség
management	gazdálkodás
management	irányítási
split	osztott
kenneth	kenneth
przeżył	túlélte
sosna	fenyő
sosna	pine
paragwaju	paraguay
bunt	felkelés
bunt	lázadás
bunt	lázadás
bunt	felkelés
bunt	lázadás
pete	pete
suche	szárazon
suche	száraz
ward	ward
owłosione	szőrös
promieniowanie	sugárzás
eduardo	eduardo
sweet	édesek
sweet	édes
skierowane	rendezte
skierowane	rendezett
skierowane	irányított
kolorów	színek
fernández	fernández
rycerz	lovag
zapewnienia	biztosítja
watson	watson
wyraża	kifejezi
wprowadzona	bevezetett
wprowadzona	bemutatott
zwrot	visszatérés
zwrot	vissza
zwrot	visszatér
funkcjonowanie	operáció
funkcjonowanie	művelet
funkcjonowanie	működés
funkcjonowanie	üzemeltetés
funkcjonowanie	működése
funkcjonowanie	működés
funkcjonowanie	működőképes
białoruś	fehéroroszország
białoruś	belarusz
socjalistyczna	szocialista
socjalistyczna	szocialisták
czołg	tartály
czołg	tank
egzemplarze	másolatot
egzemplarze	másolatok
egzemplarze	példányok
zboczach	lejtő
zboczach	lejtőkön
słowackiej	szlovák
widział	láttam
widział	látta
widział	fűrész
połączona	egyesített
patrol	járőrök
patrol	járőr
patrol	őrjárat
litera	levélben
litera	betű
litera	levél
litera	levelet
litera	levele
oznaczony	megjelöltek
oznaczony	megjelölt
oznaczony	jelölt
oznaczony	megjelöltek
oznaczony	megjelölt
oznaczony	megjelölve
control	kontroll
control	irányítás
control	vezérlő
control	ellenőrzési
control	ellenőrzés
chóru	kórus
chóru	kórus
starcia	összecsapások
stacjonował	állomásozik
maroka	marokkói
athletic	sportos
athletic	atlétikai
aresztowania	letartóztatások
aresztowania	letartóztatás
okien	windows
okien	ablakok
okien	ablak
karen	karen
odpowiedni	helyénvaló
odpowiedni	megfelelő
odpowiedni	alkalmas
odpowiedni	megfelelő
śledztwo	vizsgálat
śledztwo	nyomozás
śledztwo	kivizsgálás
wrc	wrc
względnie	viszonylag
praktyczny	gyakorlati
praktyczny	praktikus
ograniczony	limited
ograniczony	limitált
ograniczony	korlátozott
ograniczony	korlátolt
ograniczony	korlátozott
ograniczony	korlátozottak
arabskie	arab
arabskie	arab
arabskie	arabul
arabskie	arab
lewo	bal
lewo	balra
dno	alul
dno	alja
dno	alsó
dno	fenék
kopenhadze	koppenhága
kopenhadze	koppenhágai
wyścigi	races
wyścigi	versenyek
wyścigi	racing
gracze	játékosok
gracze	szereplők
gracze	játékosok
holland	holland
halle	halle
dotarły	megérkezett
dotarły	megérkeztek
sumy	összeg
sumy	összegek
bractwa	testvériség
bractwa	testvériség
tajemnica	titokzatos
tajemnica	rejtély
tajemnica	rejtélyes
tajemnica	titok
tajemnica	titkos
targ	piac
targ	piactéren
targ	piac
targ	piaci
targ	market
połączony	kapcsolódott
połączony	kapcsolt
połączony	összekapcsolt
połączony	kapcsolatban
kraina	föld
kraina	földterület
kraina	szárazföld
kraina	telek
kraina	földterületek
szeregi	ranglétrán
szeregi	sorozat
potrzebny	kell
potrzebny	szükséges
potrzebny	kellett
potrzebny	szükséges
oryginalna	eredeti
kanały	csatornák
kanały	csatornák
kanały	csatorna
inicjatorem	kezdeményező
konklawe	konklávé
boczny	oldalirányú
boczny	oldalsó
zoo	állatkertek
zoo	állatkert
zoo	állatkertben
pokryta	fedett
pokryta	lefedett
pokryta	fedezett
pokryta	borított
turner	turner
ambasady	nagykövetségek
ambasady	nagykövetség
ambasady	követség
jefferson	jefferson
partner	társ
partner	partner
partner	társa
partner	társam
transmisji	átvitel
transmisji	továbbítás
transmisji	adás
transmisji	átviteli
transmisji	közvetítés
transmisji	adás
właściciele	földesurak
właściciele	tulajdonosok
właściciele	tulajdonosai
albrecht	albrecht
kolonie	kolóniák
kolonie	telepek
joão	joão
heinz	heinz
wygrana	win
wygrana	nyerni
wygrana	győzelem
wygrana	nyerj
wygrana	győzelem
wygrana	nyerő
regulamin	előírás
regulamin	rendelet
regulamin	szabályozás
que	que
rachel	rachel
wenecja	velencei
wenecja	velence
idee	eszmék
idee	ötletek
sierżant	őrmester
sierżant	őrmester
wynalazca	feltaláló
skarb	értékes
skarb	drága
skarb	kincsek
skarb	kincs
skarb	kincsem
ogrody	kertek
prokurator	ügyész
prokurator	főügyész
piąta	ötödik
potwierdza	megerősíti
pamiętnik	journal
pamiętnik	napló
pamiętnik	lap
pamiętnik	lapjában
pamiętnik	napló
pamiętnik	naplója
stawu	tó
przewodnictwem	elnökség
prawdopodobne	valószínű
prawdopodobne	valószínűleg
prawdopodobne	valószínű
prawdopodobne	valószínűsíthető
procedury	eljárás
procedury	eljárások
procedury	eljárás
disco	diszkó
disco	disco
barona	báró
sumę	összeg
prawny	jogi
prawny	legális
prawny	törvényes
cząsteczki	részecskék
cząsteczki	részecske
cząsteczki	részecskék
cząsteczki	molekulák
cząsteczki	részecske
fair	vásár
fair	korrekt
fair	tisztességes
fair	fair
fair	igazságos
wstawić	beszúrása
czysto	világos
czysto	tiszta
urzędy	hivatalok
urzędy	irodák
objęcia	ölelés
plemiona	törzsek
nadzwyczajny	rendkívüli
linda	linda
musical	zenés
musical	zenei
musical	musical
zawodowo	szakmailag
virginia	virginiában
virginia	virginia
virginia	virginiai
mistrzowie	masters
mistrzowie	mesterek
mistrzowie	bajnokok
drewno	fa
drewno	wood
drewno	erdő
drewno	fát
salvador	salvador
islam	iszlám
bloków	tömb
wagner	wagner
łańcuch	string
łańcuch	lánc
grubość	vastagsága
grubość	vastagságú
stevens	stevens
kapitał	főváros
kapitał	tőke
monica	monica
monica	mónika
galaktyki	galaxisok
galaktyki	galaxis
galaktyki	galaxy
aktualny	áramlat
aktualny	jelenlegi
aktualny	aktuális
kontrola	kontroll
kontrola	irányítás
kontrola	vezérlő
kontrola	ellenőrzési
kontrola	ellenőrzés
kontrola	audit
kontrola	ellenőrzési
kontrola	ellenőrzés
kontrola	vizsgálat
kontrola	ellenőrzési
kontrola	ellenőrzés
mieszane	kevert
mieszane	vegyes
mieszane	keverve
mieszane	kevert
dodaje	növeli
typowo	általában
typowo	jellemzően
typowo	tipikusan
typowo	jellemző
typowo	tipikus
typowo	jellegzetes
warunek	állapota
warunek	feltétel
warunek	állapot
zawieszenia	felfüggesztése
zawieszenia	szuszpenzió
zawieszenia	felfüggesztés
zawieszenia	felfüggesztés
naftowej	nyers
koleje	vasút
koleje	vasutak
stowarzyszeń	szövetségek
regina	regina
zagrożonych	veszélyeztetett
sokół	sólyom
działka	cselekmény
rozwiązany	megoldott
rozwiązany	megoldani
rozwiązany	megoldódott
rozwiązany	megoldva
rozwiązany	feloszlott
rozwiązany	megoldott
rozwiązany	megoldotta
rozwiązany	megoldva
znaczny	jelentős
znaczny	jelentős
znaczny	szignifikáns
floryda	floridai
floryda	floridában
floryda	florida
floryda	floridába
księżnej	hercegnő
obniżenie	csökkentő
geograficzny	földrajzi
geograficzny	földrajzi
autobus	busz
autobus	autóbusz
autobus	busszal
wirnika	rotor
właścicielami	tulajdonosok
właścicielami	tulajdonosai
wewnętrzny	belső
wewnętrzny	belső
jeana	jean
sex	szex
sex	sex
samców	hímek
zbrodnie	bűncselekmények
zbrodnie	bűnök
zbrodnie	bűnözés
zbrodnie	bűn
zbrodnie	bűntény
zbrodnie	bűncselekmény
zbrodnie	bűncselekmények
filharmonii	filharmonikusok
bycie	lenni
dar	dar
dar	ajándék
row	sort
row	sor
wewnętrzna	belső
wewnętrzna	belső
podróże	utazás
podróże	utazások
podróże	utazási
