sony	sony
ruta	färdväg
ruta	väg
ruta	rutt
clement	clément
clement	clement
liberi	gratis
liberi	fri
liberi	free
liberi	ledig
liberi	fritt
liberi	fria
arhiducele	ärkehertig
amintirea	minnen
amintirea	minnet
amintirea	minne
amintirea	memory
medicamente	läkemedel
medicamente	droger
medicamente	knark
medicamente	narkotika
medicamente	läkemedel
medicamente	mediciner
întrebat	frågat
întrebat	tillfrågad
întrebat	frågade
stări	staterna
stări	stater
stări	delstater
colaborator	bidragsgivare
auf	auf
opiniile	åsikter
opiniile	yttranden
lunar	månatlig
lunar	månad
lunar	månatliga
lunar	månadsvis
lunar	månaden
lunar	lunar
omenirii	mänskligheten
celulele	celler
percuție	slagverk
short	kort
short	korta
short	short
depășește	överskrider
depășește	överträffar
depășește	överstiger
baron	baron
baron	baronen
suficientă	tillräckliga
suficientă	tillräcklig
suficientă	tillräckligt
atelier	verkstad
atelier	workshop
atelier	seminarium
botanophila	botanophila
barry	barry
mercur	mercury
mercur	kvicksilver
tun	kanonen
tun	kanon
tun	kanoner
tun	tun
păr	hair
păr	hår
păr	håret
cresc	odla
cresc	växa
cresc	växer
concluzie	slutsats
concluzie	slutsatser
admis	erkänt
admis	erkände
admis	medgav
astrofizică	astrofysik
egalitate	jämlikhet
egalitate	jämställdhet
domnit	regerade
identificare	identifiera
identificare	identifiering
identificare	identifikation
astronomic	astronomiska
demonstrează	demonstrera
ideal	ideal
ideal	idealiska
ideal	ideala
ideal	idealisk
ideal	idealiskt
găsită	funnen
găsită	hittad
găsită	hittades
găsită	hittas
găsită	hittat
găsită	hittade
haine	kläder
structurii	strukturen
structurii	struktur
structurii	strukturera
abdallah	abdallah
repetat	upprepas
repetat	upprepade
repetat	upprepat
repetat	upprepad
tinere	unga
tinere	young
tinere	yngre
tinere	ung
gros	tjock
gros	tjocka
gros	tjockt
calendar	almanacka
calendar	kalendern
calendar	kalender
patrimoniu	kulturarv
patrimoniu	kulturarvet
patrimoniu	arv
vocale	vokaler
vocale	högljudd
donat	skänkt
donat	donerade
donat	donerat
dakota	dakota
valle	valle
mansur	mansur
susan	susan
holt	holt
federală	federal
federală	federalt
federală	federala
pont	pont
pont	spets
pont	tips
pont	tip
pont	dricks
pont	tipsa
înlocuirea	ersätter
înlocuirea	ersätta
înlocuirea	ersättning
înlocuirea	ersättande
înlocuirea	ersättare
apple	äpple
apple	apple
nepenthes	nepenthes
dame	dame
strasbourg	strasbourg
sportivi	idrottare
sportivi	idrottsmän
tulburări	störningar
château	château
adăugarea	tillägg
adăugarea	tillsats
adăugarea	addera
bois	bois
formularul	blankett
formularul	formulär
formularul	form
formularul	bilda
grupate	grupperas
grupate	grupperade
crimă	mörda
crimă	mord
crimă	kriminalitet
crimă	brottslighet
crimă	brott
crimă	crime
gotic	gotiska
tre	tre
roz	rosa
ahmed	ahmed
latine	latinska
latine	latin
frunzele	löv
frunzele	löven
frunzele	blad
exprima	uttrycka
exprima	express
exprima	expressen
compoziții	sammansättningar
moscovei	moskva
kashmir	kashmir
belgian	belgiska
belgian	belgare
belgian	belgisk
belgian	belgiskt
parohială	provinsiell
orange	orange
orange	apelsin
pierderile	förlust
pierderile	förluster
naviga	segla
naviga	segel
echipament	utrustning
includerea	inkludering
includerea	integration
simona	simona
joachim	joachim
formal	formellt
formal	formella
formal	formell
formal	formellt
austin	austin
filozofia	filosofin
filozofia	filosofi
aedes	aedes
implicarea	delaktighet
implicarea	engagemang
implicarea	inblandning
explica	förklarar
explica	förklara
wall	logg
wall	väggen
wall	vägg
wall	mur
harald	harald
autonome	självständig
autonome	autonoma
autonome	självstyrande
autonome	autonom
village	byn
village	by
village	village
răspândirea	spridning
răspândirea	sprider
răspândirea	sprida
răspândirea	sprida
răspândirea	spridning
răspândirea	spridit
răspândirea	sprid
intensă	intensivt
intensă	intensiv
intensă	intensiva
mutată	flyttade
mutată	flyttat
mutată	rörd
mutată	flyttad
strâmtoarea	sundet
strâmtoarea	sund
refugiat	flykting
ungară	ungerska
ungară	ungrare
ungară	ungersk
scăzută	låga
scăzută	lågt
scăzută	low
scăzută	låg
compune	komponera
exterioară	utvändigt
exterioară	yttre
exterioară	utvändig
ofensivă	offensiv
ofensivă	offensiva
ofensivă	stötande
ofensivă	kränkande
intervenție	interventioner
intervenție	ingripande
intervenție	intervention
galilor	gallien
galilor	galler
fenomene	fenomen
fenomene	företeelser
austrieci	österrikare
austrieci	österrikiska
austrieci	österrikisk
austrieci	österrikare
costume	kostymer
costume	dräkter
costume	kostymer
costume	passar
costume	dräkter
muban	muban
cânta	sjunga
cânta	sing
cânta	sjung
grija	omsorg
grija	omtanke
grija	omtänksam
grija	skötsel
grija	bryr
grija	omsorg
grija	vård
grija	care
corul	kören
modelele	modeller
modelele	modellerna
modelele	förlagor
îndeplini	uppfylla
reich	riket
reich	rikets
józsef	józsef
originile	ursprung
khan	khan
mutarea	rörliga
mutarea	flytta
mutarea	flytt
mutarea	flyttar
moscheea	moské
moscheea	moskén
lățimea	bredd
ladislau	ladislaus
cooper	coopers
cooper	cooper
invazie	invasion
invazie	invasionen
ehf	ehf
brabant	brabant
dealuri	kullarna
dealuri	kullar
dealuri	hills
danny	danny
determinată	beslutsam
determinată	fastställd
determinată	bestämd
tag	taggen
tag	tagga
tag	tagg
perete	logg
perete	väggen
perete	vägg
perete	mur
amenajare	montering
amenajare	passande
nicholas	nikolaj
nicholas	nicholas
ixodes	ixodes
istoricii	historiker
străină	utrikes
străină	utländska
străină	utländsk
străină	utländskt
străină	främmande
iubit	älskade
iubit	älskad
iubit	älskade
iubit	älskad
iubit	pojkvän
iubit	pojkvännen
entitate	väsen
entitate	enhet
platină	platina
rezolva	löser
rezolva	lösa
rezolva	lös
indivizi	privatpersoner
indivizi	individer
continental	continental
continental	kontinental
continental	kontinentala
caesar	caesar
cruci	kryss
cruci	korsar
cruci	korsningar
cruci	kors
pierdute	förlorat
pierdute	förlorad
pierdute	vilse
pierdute	lost
pierdute	förlorade
ctenus	ctenus
perioadele	perioder
bianco	bianco
ilustrează	åskådliggör
ilustrează	illustrerar
ilustrează	illustrerar
ilustrează	illustrera
cardinal	kardinal
cardinal	kardinalen
clare	clare
vulcan	vulkan
vulcan	vulcan
moștenit	ärvde
moștenit	ärvt
curentului	aktuell
curentului	nuvarande
curentului	aktuellt
curentului	aktuella
destinație	destination
destinație	destinationen
destinație	resmål
hawaii	hawaii
sunetul	sound
sunetul	ljudet
sunetul	ljud
xbox	xbox
inca	fortfarande
inca	ändå
gama	gamma
baby	bebis
baby	älskling
evaluarea	värderingen
evaluarea	värdering
evaluarea	bedömning
evaluarea	utvärdering
evaluarea	utvärdering
evaluarea	bedömning
danez	danskt
danez	dansk
danez	danska
raportat	anmälda
raportat	anmäld
raportat	rapporterade
raportat	anmält
raportat	rapporterat
râurilor	floder
râurilor	vattendrag
râurilor	floderna
râurilor	rivers
paula	paula
acoperiș	tak
acoperiș	taket
acoperiș	tak
conferință	konferensen
conferință	konferens
legală	rättsligt
legală	rättslig
legală	lagligt
legală	juridiska
legală	rättsliga
civili	civila
elisabeth	elisabet
elisabeth	elisabeth
citește	läs
citește	läst
citește	läser
citește	läsa
citește	läste
variate	varierad
variate	varierade
variate	varierat
variate	varierande
bros	bros
prăbușit	störtade
prăbușit	kraschade
prăbușit	kraschat
prăbușit	rasat
prăbușit	kollapsade
prăbușit	kollapsat
clasificate	klassificerat
clasificate	klassificeras
clasificate	klassificerade
clasificate	annonser
pic	befälhavare
pic	pic
pic	plc
administrare	förvaltning
administrare	administration
cereale	säd
cereale	spannmål
cereale	spannmål
cereale	spannmål
cereale	flingor
warren	warren
parlamentară	parlamentarisk
parlamentară	parlamentariska
ferenc	ferenc
pictori	målare
stein	stein
basel	basel
doo	doo
étienne	étienne
trafic	trafik
trafic	trafiken
baraj	dam
baraj	dammen
baraj	damm
absolvent	examen
islamică	islamisk
islamică	islamistiska
islamică	islamiska
islamică	islamska
derivă	driva
derivă	drift
derivă	drivande
derivă	driver
balta	damm
aires	aires
roberts	roberts
kingdom	kingdom
kingdom	kungarike
kingdom	rike
kingdom	kungariket
amândoi	båda
amândoi	både
statuie	staty
tennessee	tennessee
toamnă	hösten
toamnă	höst
moștenirea	arv
moștenirea	efterlevande
moștenirea	arv
oslo	oslo
turner	turners
turner	turner
adăugate	tillagda
adăugate	tillagt
adăugate	tillagd
adăugate	tillsatt
beta	beta
aripi	vingar
aripi	wings
golf	golf
golf	golfen
interzisă	förbjudna
interzisă	förbjuden
interzisă	förbjudet
interzisă	förbjudna
interzisă	förbjuden
interzisă	förbjudet
numirea	förordnande
numirea	möte
numirea	utnämning
numirea	tillsättning
contactul	kontakt
contactul	kontakta
java	java
alexandre	alexandre
siberia	sibirien
inspector	kommissarien
inspector	kommissarie
inspector	inspektör
inspector	inspektören
ocean	oceanen
ocean	havet
ocean	hav
ocean	ocean
claudia	claudia
plăcut	gillade
plăcut	gillat
plăcut	omtyckt
plăcut	behaglig
plăcut	behagligt
evans	evans
franceza	fransk
franceza	franska
franceza	franskt
franceza	fransmän
edge	kant
edge	edge
edge	kanten
declarație	uttalande
declarație	förklaring
declarație	deklarationen
declarație	försäkran
declarație	deklaration
discursul	tal
discursul	anförande
discursul	talet
alabama	alabama
folosire	användning
tabel	bordet
tabel	bord
tabel	tabell
indiei	indiska
indiei	india
indiei	indiskt
indiei	indien
keith	keith
asigurată	försäkrade
corrèze	corrèze
emise	utfärdat
emise	utfärdad
emise	utfärdade
emise	utgivna
campionatele	mästerskap
campionatele	championships
manastirea	klostret
manastirea	kloster
louisiana	louisiana
baschet	basket
baschet	basketboll
organ	organ
organ	organet
hotelul	hotell
hotelul	hotellet
hotelul	hotel
oarecum	någorlunda
oarecum	något
finistère	finistère
tranziție	övergång
tranziție	övergången
distanțe	avstånd
distanțe	sträckor
cald	hett
cald	hot
cald	snygg
cald	heta
cald	varmt
cald	varma
cald	varm
cald	värma
cald	varmt
adânc	djup
adânc	djupa
adânc	deep
adânc	djupt
salvare	frälsning
salvare	räddning
salvare	räddning
salvare	rädda
salvare	undsättning
vacanță	helgdag
vacanță	semester
vacanță	högtid
vacanță	semester
malta	malta
manifestări	yttringar
manifestări	manifestationer
fotbalul	fotboll
radical	radikal
radical	radikala
radical	radikalt
asalt	misshandel
asalt	angrepp
asalt	överfall
renault	renault
sierra	sierra
specializate	specialiserade
specializate	specialiserad
specializate	specialiserat
specializate	specialiserade
specializate	specialiserat
specializate	specialiserad
buenos	buenos
dificultăți	svårighet
dificultăți	svårigheter
dificultăți	svårighetsgrad
dificultăți	svårigheter
râurile	floder
râurile	vattendrag
râurile	floderna
râurile	rivers
tribuna	tribune
lapte	mjölk
grove	grove
grove	lunden
memoriile	memoarer
memoriile	memoarer
viteze	hastigheter
studios	studios
clara	clara
boemia	böhmen
oferind	skryter
oferind	erbjudande
oferind	erbjuda
oferind	erbjuder
letonia	lettland
islanda	island
hanovra	hannover
hanovra	hannover
rahman	rahman
edinburgh	edinburgh
edinburgh	kapstaden
hlist	hlist
silva	silva
democratic	demokratiskt
democratic	demokratiskt
democratic	demokratisk
democratic	demokratiska
distinge	skilja
distinge	särskilja
distinge	urskilja
vrei	want
vrei	vill
strategice	strategiska
strategice	strategisk
strategice	strategiskt
utilizând	använda
utilizând	använder
numeric	numeriska
numeric	numerisk
numeric	numeriskt
simte	feel
simte	känn
simte	känner
simte	känna
lloyd	lloyd
robinson	robinson
oldenburg	oldenburg
controverse	polemik
controverse	kontroverser
lunile	månaderna
lunile	månader
lunile	månaders
rase	raser
rase	lopp
rase	raser
bordeaux	bordeaux
lecții	lärdomar
lecții	lektioner
jay	jay
soră	syster
soră	sister
teste	test
teste	testar
teste	tester
aventuri	äventyr
aventuri	äventyr
autorități	myndigheter
autorități	myndigheterna
estimare	uppskattning
estimare	skattning
estimare	uppskattning
estimare	skattning
comparativ	komparativa
comparativ	jämförande
comparativ	jämförelsevis
comparativ	förhållandevis
comparativ	jämförde
comparativ	jämfört
islamice	islamisk
islamice	islamistiska
islamice	islamiska
islamice	islamska
salt	jump
salt	hoppa
salt	hopp
salt	hoppar
salt	salta
salt	salt
dezvolta	utvecklas
dezvolta	utvecklar
dezvolta	utveckla
tensiune	spänning
tensiune	spända
tensiune	spänningar
tensiune	spänt
tensiune	spänning
banda	band
banda	tejp
lycosa	lycosa
batman	batman
pius	pius
trăiască	leva
trăiască	live
trăiască	levande
exprimate	gips
exprimate	gjutna
exprimate	kasta
exprimate	kastad
exprimate	uttryckte
exprimate	uttryckta
exprimate	uttrycks
exprimate	uttryckt
moneda	valuta
moneda	valutan
moneda	mynt
moneda	slant
instalații	installationer
instalații	anläggningar
romeo	romeo
concomitent	samtidig
aruncă	kast
aruncă	kasta
aruncă	kastar
aruncă	slänga
conservare	bevarande
conservare	konservering
conservare	bevarande
matilda	matilda
recentă	senaste
recentă	nyligen
accentul	brytning
accentul	uttal
accentul	accent
accentul	dialekt
trenul	träna
trenul	tåget
trenul	train
trenul	tåg
philodromus	philodromus
bate	beat
bate	slå
bate	slår
propuse	föreslaget
propuse	föreslagna
propuse	föreslagen
propuse	friade
propuse	friat
manuscris	manuskriptet
manuscris	manus
manuscris	manuskript
tanc	stridsvagn
tanc	tank
veliko	veliko
zguduit	skakad
zguduit	skakas
zguduit	skakat
zguduit	skakade
bolnav	sjuka
bolnav	sjuk
bolnav	sjukt
prix	prix
nguyen	nguyen
afectează	påverkar
afectează	påverkar
afectează	påverka
fiice	döttrar
nigeria	nigeria
gust	smak
gust	smaka
gust	smakar
gust	smaken
gilbert	gilbert
minnesota	minnesota
allah	allah
joan	joan
latina	latinska
latina	latin
latina	latina
dysdera	dysdera
vila	vila
vila	villan
vila	villa
bor	bor
bor	bor
muncitori	arbetare
muncitori	arbetstagare
györgy	györgy
gabrovo	gabrovo
strategic	strategiskt
strategic	strategiska
strategic	strategisk
strategic	strategiskt
privit	tittat
privit	tittade
privit	bevakade
privit	såg
dennis	dennis
geografia	geografi
miami	miami
lang	lang
multumesc	tack
bugetul	budgeten
bugetul	budget
matthew	matthew
matthew	matteus
intervalul	avstånd
intervalul	range
intervalul	intervall
intervalul	intervall
wisconsin	wisconsin
străzile	gator
străzile	streets
străzile	gatorna
sunete	ljud
sunete	låter
cablu	kabel
cablu	cable
cablu	kabeln
barajul	dam
barajul	dammen
barajul	damm
autonom	självständig
autonom	autonoma
autonom	självstyrande
autonom	autonom
lucas	lucas
justin	justin
laurent	laurent
lingvistice	språkliga
lingvistice	språklig
lingvistice	språkligt
northern	nordlig
northern	norra
northern	nordliga
zaharia	sakarias
astea	dessa
procedura	förfarandet
procedura	procedur
procedura	förfarande
marx	marx
lector	föreläsare
primăvară	våren
primăvară	vårens
aprox	ca
gândirea	tänkande
gândirea	tänka
gândirea	funderar
gândirea	tänker
gândirea	tänkte
esențial	väsentliga
esențial	väsentligt
esențial	essentiell
navarra	navarra
asimov	asimov
carnivore	köttätare
carnivore	köttätande
repere	slingor
repere	höjdpunkter
repere	belyser
repere	sevärdheter
repere	landmärken
repere	milstolpar
repere	delmål
cifră	siffra
singapore	sundbyberg
singapore	singapore
interpreta	tolka
acoperire	överdrag
acoperire	beläggning
acoperire	täcka
acoperire	omslag
acoperire	täckning
wells	brunnar
wells	wells
pasăre	fågel
pasăre	fågeln
ocazional	emellanåt
ocazional	ibland
dedesubt	underifrån
dedesubt	nedan
dedesubt	nedanför
atei	ateister
fundul	rumpa
fundul	häck
fundul	stjärt
fundul	rumpan
stadiul	scen
stadiul	etapp
stadiul	stadium
stadiul	skede
transforma	förvandla
transforma	omvandla
grădină	trädgård
grădină	trädgården
springs	fjädrar
springs	springs
detaliate	detaljerade
detaliate	detaljerat
detaliate	detaljerad
detaliate	utförlig
estimat	uppskattad
estimat	beräknad
estimat	uppskattade
estimat	beräknat
estimat	skattad
derivate	derivat
derivate	derivatinstrument
derivate	härledda
derivate	härrör
derivate	härleds
liban	libanon
scaune	stolar
scaune	sittplatser
scaune	platser
scaune	säten
gov	gov
béla	béla
regii	kings
regii	kungar
regii	konungar
regii	kungarna
apărând	framträder
apărând	försvarar
apărând	försvara
apărând	försvarade
emma	emma
persană	persiska
doyle	doyle
efectuarea	uppträda
efectuarea	utför
efectuarea	utförande
efectuarea	uppträder
organe	organen
organe	organ
organe	organ
organe	organet
surori	systrar
goethe	goethe
cazimir	casimir
aug	aug
eforturi	insatser
eforturi	ansträngningar
bobby	bobby
ring	ring
sever	allvarlig
sever	allvarliga
sever	svår
faze	etapper
faze	faserna
faze	faser
pielea	hud
pielea	skinn
pielea	skin
abordare	tillvägagångssätt
abordare	inflygning
vorbind	talande
vorbind	talar
apărat	försvaras
apărat	försvarade
apărat	försvarat
bretagne	bretagne
mina	mina
pactului	pakt
pactului	pakten
cameron	cameron
revistele	tidningar
revistele	tidskrifter
decisiv	beslutsam
decisiv	avgörande
sălbatice	wild
sălbatice	vilt
sălbatice	frilevande
sălbatice	vilda
sălbatice	vild
noroc	skål
definiția	definition
definiția	definitionen
stins	släcks
averea	rikedom
averea	förmögenhet
averea	välstånd
averea	rikedomar
practicat	övade
practicat	övat
dați	ge
dați	giv
dați	give
țintă	målet
țintă	target
țintă	måltavla
comunitățile	gemenskaperna
comunitățile	samhällen
comunitățile	gemenskaper
nenumărate	oräkneliga
nenumărate	otaliga
vânzare	försäljning
vânzare	rea
vânzare	salu
cunoștință	bekanta
cunoștință	bekant
vărul	kusinen
vărul	kusin
automată	automat
automată	automatiskt
automată	automatiska
automată	automatisk
refugiați	flyktingar
fereastră	fönstret
fereastră	fönster
rector	rektorn
rector	rektor
propagandă	propaganda
dominat	domineras
dominat	dominerade
dominat	dominerat
crească	odla
crească	växa
crească	växer
rebel	rebell
ccd	ccd
lanțul	kedja
lanțul	kedjan
uruguay	uruguay
pascal	pascal
mecanica	mekaniker
mecanica	mekanik
iugoslaviei	jugoslavien
damian	damian
roll	rulla
roll	rulle
preluarea	hämtar
preluarea	övertagande
preluarea	övertagandet
coadă	kö
coadă	svans
coadă	stjärt
coadă	svansen
judecător	judge
judecător	domare
semnează	underteckna
semnează	skylt
semnează	tecken
semnează	signera
palermo	palermo
hugh	hugh
termică	termisk
termică	termiskt
termică	termiska
laos	laos
argumentele	argument
uesac	uesac
fir	tråd
fir	ståltråd
fir	tråden
fir	tråd
legiunea	legion
legiunea	legionen
chip	marker
chip	chipset
chip	chip
chip	chips
prefect	prefekt
coroană	krans
coroană	krona
coroană	crown
coroană	kronan
localizată	ligger
localizată	lokaliserad
localizată	belägen
localizată	lokaliserat
localizată	lokaliserade
localizată	lokaliserad
localizată	lokaliserat
triburile	stammar
mon	mån
mon	mon
lisa	lisa
platoul	platå
păsările	fåglar
arcul	båge
arcul	bog
arcul	buga
square	torg
square	square
square	fyrkantig
square	kvadrat
square	fyrkant
square	torget
doc	doc
doc	dok
încet	långsamt
încet	sakta
call	ring
call	call
call	samtal
call	ringa
cerul	himmel
cerul	sky
cerul	himlen
esențiale	väsentliga
esențiale	väsentligt
esențiale	essentiell
transferul	transfer
transferul	överföra
transferul	överlåtelse
transferul	överföring
creatorul	skaparen
creatorul	skapare
companiile	bolag
companiile	företag
silvia	silvia
silvia	sylvia
gibson	gibson
înconjurată	omgiven
înconjurată	omringade
înconjurată	omringad
înconjurată	omringat
viktor	viktor
adulți	vuxna
adulți	vuxen
adulți	vuxna
nivele	nivåer
nivele	nivåerna
nivele	nivåer
estadio	estadio
copertă	täcka
copertă	omslag
atribuită	tilldelat
atribuită	tilldelad
atribuită	tilldelade
atribuită	tilldelat
atribuită	tilldelad
wood	ved
wood	trä
wood	virke
abc	abc
geo	geo
coordonatele	koordinaterna
coordonatele	koordinater
johan	johan
santos	santos
gif	gif
armament	krigsmateriel
armament	försvarsmateriel
credit	kredit
credit	credit
simfonia	symfoni
visul	dream
visul	dröm
eddie	eddie
întreprinderi	företag
mir	mir
entități	enheter
pescuit	fiskeri
pescuit	fisket
pescuit	fiske
pescuit	fiska
pescuit	fisket
pescuit	fiskar
pescuit	fiske
proporție	proportioner
proporție	proportion
proporție	andel
opoziția	motstånd
opoziția	oppositionen
opoziția	invändning
opoziția	opposition
jorge	jorge
frecvența	frekvensen
frecvența	frekvens
atribuite	tilldelat
atribuite	tilldelad
atribuite	tilldelade
atribuite	tilldelat
atribuite	tilldelad
bursă	kamratskap
bursă	brödraskap
bursă	stipendium
bursă	stipendiet
etaje	våningar
etaje	golv
rază	radie
dragomir	dragomir
reciproc	ömsesidigt
reciproc	ömsesidiga
reciproc	ömsesidig
reciproc	inbördes
extra	extra
avansate	avancerad
avansate	avancerat
avansate	avancerade
trenuri	tågen
trenuri	tåg
tratarea	behandlar
antena	maträtt
antena	antenn
umbra	skugga
umbra	shadow
umbra	skuggan
umbra	skugga
umbra	skuggan
umbra	nyans
vocală	vokal
creuse	creuse
omorât	mördas
omorât	mördade
omorât	mördats
omorât	mördat
omorât	mördad
omorât	dödade
omorât	dödat
omorât	dödad
omorât	mördad
mărturii	vittnesmål
mărturii	vittnesbörd
mărturii	vittnesmål
mărturii	vittnesbörd
mărturii	vittnesmål
aaron	aaron
aaron	aron
falls	faller
falls	falls
figură	figur
figură	siffra
paraná	paraná
transformare	omvandling
transformare	förvandling
academică	akademisk
academică	akademiker
academică	akademiska
academică	akademiskt
promovează	marknadsför
promovează	främja
