hostince	herbergen
naučil	geleerd
naučil	leerde
naučil	onderwezen
naučil	onderwees
bobby	bobby
plná	vol
plná	volledig
plná	full
plná	volledige
plná	volle
efekty	uitwerkingen
efekty	effecten
efekty	gevolgen
náboženská	religieuze
náboženská	religieus
zničil	verpest
zničil	geruïneerd
stvoření	wezens
stvoření	schepsels
stvoření	wezen
stvoření	schepsel
arsenal	arsenaal
arsenal	arsenal
mechanické	mechanisch
mechanické	mechanische
zámky	sluizen
zámky	sloten
bohatá	rijk
bohatá	rijken
bohatá	rich
ubytování	accommodatie
středem	gecentreerd
odpovědnost	aansprakelijk
odpovědnost	aansprakelijkheid
odpovědnost	verantwoordelijkheid
odpovědnost	verantwoordelijkheden
odpovědnost	verantwoordelijkheid
odpovědnost	verantwoordelijkheid
odpovědnost	verantwoording
rosa	rosa
rosa	dauw
uložena	opgeborgen
mtv	mtv
rozvíjet	ontwikkelen
šestnáct	zestien
šestnáct	sixteen
notre	notre
sainte	sainte
implementace	uitvoering
implementace	tenuitvoerlegging
implementace	implementatie
head	hoofd
head	head
rob	rob
rob	beroven
podává	serveert
provádění	uitvoering
provádění	tenuitvoerlegging
provádění	implementatie
simona	simon
simona	simona
sopky	vulkanen
hluboce	diep
harold	harold
pohřeb	begrafenis
pohřeb	begrafenis
pohřeb	uitvaart
pouště	woestijnen
pouště	woestijn
rusové	russen
ferrer	ferrer
použité	gebruikt
použité	gebruikte
mclaren	mclaren
luisa	luisa
nejnovější	nieuwste
nejnovější	nieuwste
nejnovější	laatste
žádá	vraagt
special	speciaal
special	bijzonder
special	speciale
special	special
stínu	shadow
stínu	schaduw
stínu	schaduw
náročné	uitdagende
náročné	uitdagend
náročné	veeleisende
náročné	veeleisend
kompatibilní	compatibel
kompatibilní	verenigbaar
technologii	technologie
lang	lang
clark	clark
ekonomický	economische
ekonomický	economisch
ekonomický	zuinig
hledal	gezocht
porážka	slachten
porážka	slachting
porážka	slacht
porážka	nederlaag
porážka	verslaan
obojí	allebei
obojí	beiden
obojí	beide
nést	carry
lisa	lisa
jay	jay
masivu	massief
blíží	naderen
blíží	nadert
eagle	eagle
eagle	arend
eagle	adelaar
naznačuje	suggereert
naznačuje	aangeeft
andersson	andersson
věřící	gelovigen
věřící	gelovige
rytíři	knights
rytíři	ridders
rytíři	ridder
profesní	professioneel
profesní	professionele
profesní	professional
nováček	beginnende
nováček	beginneling
nováček	beginner
nováček	nieuwkomer
nováček	nieuweling
nováček	beginneling
nováček	nieuweling
nováček	groentje
nováček	rookie
výslovnost	uitspraak
transportní	transporter
transportní	vervoerder
transportní	transporteur
poražen	geslagen
poražen	verslagen
poražen	verslagen
tvarů	vormen
ukončit	beëindigen
ukončit	einde
ukončit	beëindigen
ukončit	eind
prsty	tenen
prsty	vingers
prsty	fingers
vznikající	opkomende
chráněný	beschermde
chráněný	beschermd
law	wet
nejvíc	meesten
nejvíc	most
nejvíc	meeste
nejvíc	meest
poznatky	bevindingen
projít	passeren
projít	pass
úvahy	overwegingen
úvahy	beschouwingen
úvahy	reflecties
existovalo	bestonden
existovalo	bestond
fungují	werkt
fungují	werken
kolektivní	collectief
kolektivní	collectieve
norman	norman
zničeno	vernietigd
zničeno	vernietigde
zničeno	vernield
zničeno	verwoest
zničeno	verpest
zničeno	geruïneerd
rudy	rudy
rudy	erts
rudy	ertsen
rudy	erts
hosté	gasten
klima	klimaat
uprchl	gevlucht
uprchl	vluchtte
uprchl	ontvlucht
obr	giant
obr	reus
obr	reuze
platné	valide
platné	geldig
platné	geldige
teoretické	theoretische
teoretické	theoretisch
ministrů	ministers
geometrie	geometrie
geometrie	meetkunde
vnuk	kleinzoon
bis	bib
bis	bis
styk	geslachtsgemeenschap
evans	evans
neil	niel
neil	neil
gnu	gnu
sekundy	seconden
některý	enkele
některý	sommigen
některý	sommige
mezinárodně	internationaal
cze	cze
poranění	blessure
poranění	letsels
poranění	letsel
poranění	schade
poranění	verwonding
poranění	blessures
poranění	letsel
poranění	verwondingen
poranění	gewonden
poranění	letsels
kytary	gitaren
eds	eds
marina	jachthaven
akt	acs
akt	handelen
akt	act
ltd	ltd
teplé	warm
teplé	warme
španělsky	spaanse
španělsky	spaans
ekologické	ecologisch
ekologické	ecologische
ekologické	biologisch
ekologické	organische
ekologické	organisch
obal	verpakken
obal	verpakking
obal	verpakkingsmateriaal
obal	verpakkingen
obal	cover
obal	dekking
obal	omslag
obal	dekken
roků	jaar
roků	jaren
partnerství	partnership
partnerství	partnerschap
partnerství	partnerships
partnerství	partnerschappen
partnerství	samenwerkingsverbanden
partnerství	partnerschap
napsáno	schriftelijke
napsáno	geschreven
místnost	kamer
autobus	bus
vlád	overheden
vlád	regeringen
rámec	raamwerk
rámec	framework
rámec	kader
rámec	frame
rámec	kader
krásný	mooi
krásný	prachtig
krásný	mooie
instrukce	instructies
instrukce	instructie
instrukce	instructies
instrukce	instructie
chovu	fokken
chovu	fokkerij
chovu	fok
splnění	vervulling
splnění	voldoening
splnění	vervulling
front	front
front	voorkant
front	voorzijde
diego	diego
statut	statuut
statut	statuten
werner	werner
dáma	dammen
dáma	lady
dáma	vrouwe
dáma	dame
stb	stb
komunistická	communistische
komunistická	communist
komunistická	communistisch
experiment	experiment
experiment	experimenteren
rukopis	handschrift
rukopis	handschrift
rukopis	manuscript
richter	richter
vltava	moldau
subjekty	entiteiten
subjekty	onderdanen
subjekty	onderwerpen
subjekty	vakken
přísně	strikt
atentát	moord
atentát	moordaanslag
snížit	verminderen
snížit	reduceren
snížit	verkleinen
snížit	verminderen
snížit	afname
snížit	daling
snížit	vermindering
discovery	ontdekking
discovery	ontdekkingen
discovery	discovery
grafika	grafisch
grafika	grafische
grafika	grafieken
grafika	grafisch
grafika	graphics
vyučování	lesgeven
vyučování	onderwijzen
úkolů	taken
kirk	kirk
jarmila	jarmila
hlasovací	stemmen
hlasovací	stemming
podzemí	ondergronds
podzemí	ondergrondse
podzemí	underground
identity	identiteiten
identity	identiteit
identity	identiteit
hráz	dam
hráz	stuwdam
hráz	smet
ukázala	toonde
blokování	blokkering
blokování	blokkeren
blokování	blokkering
blokování	blokkeren
blokování	blok
blokování	block
definitivní	definitief
definitivní	definitieve
ponorka	onderzeeër
ponorka	duikboot
ponorka	sub
smíšený	mixed
smíšený	vermengd
smíšený	gemixt
smíšený	gemengde
smíšený	gemengd
kritizoval	bekritiseerd
kritizoval	bekritiseerde
kritizoval	bekritiseerd
kritizoval	bekritiseerde
plošina	perron
plošina	platform
plošina	plateau
sedí	zittend
sedí	zittende
sedí	past
hladina	niveau
hladina	level
pruský	pruisische
uložen	opgeslagen
svatební	trouwfeest
svatební	bruiloft
svatební	huwelijk
udržuje	onderhoudt
abecedy	alfabet
povinné	verplicht
povinné	verplichte
povinné	verplicht
povinné	verplichte
povinné	verplicht
ústní	mondelinge
ústní	mondeling
ústní	oraal
dně	bodem
dně	onderkant
dně	bottom
tis	tis
řecká	griekse
řecká	grieks
řecká	griek
kapacitu	capaciteit
odolnost	tegenstand
odolnost	weerstand
odolnost	resistentie
odolnost	verzet
odolnost	veerkracht
připojit	bijvoegen
připojit	join
připojit	meedoen
připojit	verbind
připojit	verbinden
zajímavý	interessante
zajímavý	interessant
classic	klassiek
classic	klassieker
classic	klassieke
classic	classic
přispívá	bijdragende
přispívá	bijdragen
přispívá	bijdraagt
vyhrát	win
vyhrát	winnen
jídla	levensmiddelen
jídla	voedsel
jídla	eten
jídla	maaltijden
turistika	toerisme
turistika	wandelen
rozhovory	gesprekken
rozhovory	conversaties
rozhovory	interviews
rozhovory	gesprekken
plánované	gepland
plánované	geplande
kfar	kfar
radost	joy
radost	blijdschap
radost	vreugde
radost	vrolijk
radost	happy
radost	blij
radost	tevreden
radost	gelukkig
office	bureau
office	kantoor
odměny	beloningen
odměny	vergoeding
odměny	bezoldiging
odměny	beloning
dostatečné	voldoende
dostatečné	toereikend
dědice	erfgenaam
dědice	erfgenamen
ukázat	toon
ukázat	tonen
ukázat	weergeven
ukázat	show
impérium	keizerrijk
impérium	rijk
impérium	imperium
impérium	empire
podrobně	gedetailleerd
podrobně	gedetailleerde
dopisy	letteren
dopisy	letters
dopisy	brieven
roberto	roberta
roberto	roberto
ledu	ijs
ledu	ice
prozatímní	tussentijds
prozatímní	tussentijdse
prozatímní	interim
prozatímní	voorlopige
prozatímní	voorlopig
obilí	graan
působnosti	draagwijdte
působnosti	toepassingsgebied
působnosti	reikwijdte
odborník	specialist
odborník	gespecialiseerd
odborník	deskundige
odborník	expert
portály	portalen
deklarace	aangifte
deklarace	declaratie
deklarace	verklaring
upravené	bewerkt
upravené	bewerkte
upravené	aangepast
upravené	gemodificeerd
upravené	gewijzigd
upravené	aangepast
upravené	aangepast
přidání	toevoeging
přidání	optellen
přidání	toevoegen
přidání	toevoegen
přidání	voeg
náměstek	plaatsvervanger
náměstek	hulpsheriff
náměstek	plaatsvervangend
plod	foetus
plod	foetus
instalace	installaties
instalace	installaties
instalace	installatie
instalace	inbouw
instalace	installeren
instalace	installeren
instalace	installeer
chlapci	boys
chlapci	jongens
organické	biologisch
organické	organische
organické	organisch
nejblíže	dichtstbijzijnde
revize	herzieningen
revize	revisie
revize	herziening
indiana	indiana
morální	morele
morální	moreel
morální	moraal
koalici	coalitie
double	dubbel
double	dubbele
double	tweepersoons
double	verdubbelen
double	double
nelson	nelson
utrpení	leed
utrpení	lijdende
utrpení	lijden
utrpení	miserie
utrpení	ellende
pseudonym	pseudoniem
nářečí	dialecten
závislé	afhankelijke
závislé	afhankelijk
báze	honken
báze	bases
báze	basen
báze	grondslagen
báze	base
báze	basis
fotografování	fotografie
fotografování	fotograferen
fotografování	fotograferen
rozšiřuje	verlengt
vysoko	high
vysoko	hoog
vysoko	hoge
sadu	boomgaard
ken	ken
luigi	luigi
rozšířený	uitgebreid
rozšířený	verlengd
dobýt	veroveren
dobýt	overwinnen
získávání	aankoop
získávání	acquisitie
získávání	verwerving
získávání	overname
získávání	aanwinst
agrární	agrarische
agrární	agrarisch
vlastník	eigenaar
vlastník	baasje
politiků	politici
střela	neergeschoten
střela	shot
střela	schot
střela	raket
ptáky	lullen
ptáky	vogels
ptáky	lullen
ptáky	pikken
ptáky	hanen
hluboko	diep
hluboko	diepe
hluboko	deep
definovat	definiëren
definovat	definieer
nacisty	nazis
eddie	eddie
eddie	eddy
snadné	rustig
snadné	eenvoudig
snadné	makkelijk
snadné	easy
snadné	gemakkelijk
barry	barry
vizuální	visueel
vizuální	visuele
vchod	entree
vchod	ingang
viditelné	zichtbaar
viditelné	zichtbare
pochod	maart
pochod	marcheren
pochod	marcheren
dětská	kind
dětská	kindje
trpěl	leed
hit	hit
hit	treffer
hit	geraakt
připojen	verbonden
připojen	aangesloten
poznal	herkende
poznal	erkende
poznal	herkend
poznal	erkend
vždycky	altijd
sankt	sankt
spiknutí	plot
spiknutí	perceel
spiknutí	complot
spiknutí	complot
spiknutí	samenzwering
spiknutí	samenzweringen
spiknutí	percelen
diskutovat	bespreken
diskutovat	bespreek
naději	hoopvol
naději	hoopgevend
naději	hoopvolle
naději	hoop
naději	hopen
naději	hope
nan	nan
stanoví	specificeert
stanoví	specificeren
továrně	fabriek
továrně	factory
pořady	toont
pořady	shows
křesťanská	christelijke
křesťanská	christen
křesťanská	christelijk
křesťanská	christian
křesťanská	christenen
nepomuk	nepomuk
odhalení	onthulling
odhalení	openbaringen
odhalení	onthulling
odhalení	openbaring
odhalení	openbaringen
odhalení	openbaring
odhalení	onthullingen
münchen	münchen
pojmenoval	genoemd
pojmenoval	genaamd
pojmenoval	benoemde
cyril	jos
cyril	cyril
keith	keith
toulouse	toulouse
terén	terrein
sociolog	socioloog
trend	trend
trend	tendens
dno	bodem
dno	onderkant
dno	bottom
přesvědčen	overgehaald
přesvědčen	overtuigde
přesvědčen	overtuigd
aktivista	activist
arabové	arabieren
císařovna	keizerin
udržovat	handhaven
zachycuje	vangt
aspekty	aspecten
souvislost	aansluiting
souvislost	verbinding
souvislost	connectie
souvislost	link
souvislost	koppeling
výuky	lesgeven
výuky	onderwijzen
nejoblíbenější	favoriet
nejoblíbenější	favoriete
pobočka	bijkantoor
pobočka	filiaal
pobočka	branch
pobočka	tak
irena	irena
irena	irene
švýcarské	zwitserse
švýcarské	zwitsers
ukládání	besparingen
ukládání	besparing
ukládání	opslaan
ukládání	sparen
ukládání	redden
dočasné	tijdelijk
dočasné	tijdelijke
chaty	chats
chaty	huisjes
chaty	hut
chaty	kajuit
chaty	blokhut
chaty	cabine
fakta	feiten
admirál	admiraal
ontario	ontario
řazení	rangschikking
řazení	ranglijst
řazení	rangschikken
tkáně	tissue
tkáně	weefsel
tkáně	weefsels
orel	eagle
orel	arend
orel	adelaar
orel	munt
orel	staarten
jasný	clear
jasný	duidelijk
jasný	helder
učebnice	schoolboeken
ozbrojené	bewapend
ozbrojené	gewapend
ozbrojené	gewapende
poskytl	verstrekt
poskytl	verstrekte
jennifer	jennifer
značek	merken
značek	brands
podzimní	herfst
podzimní	najaar
patnáct	fifteen
patnáct	vijftien
tibetu	tibetaanse
tibetu	tibet
klíčové	key
klíčové	sleutel
klíčové	toets
vypukla	uitgebarsten
hity	hits
hity	treffers
tragédie	tragedies
tragédie	tragische
tragédie	tragisch
tragédie	tragedie
kritické	kritiek
kritické	kritische
kritické	kritisch
cenné	kostbaar
cenné	waardevol
cenné	waardevolle
faktor	factor
hebrejsky	hebreeuws
soudy	rechtbanken
příbuzný	relatief
příbuzný	relatieve
chodit	wandelen
chodit	lopen
chodit	lopend
chodit	lopen
chodit	wandeling
chodit	walk
nežádoucí	ongewenste
nežádoucí	ongewenst
nežádoucí	ongewenste
nežádoucí	ongewenst
vrah	moordenaar
vrah	killer
vrah	moordenaar
tvůrci	scheppers
tvůrci	makers
tvůrci	makers
potenciální	potentieel
potenciální	potentie
potenciální	potentiële
koho	wie
koho	who
souboj	duel
znečištění	verontreiniging
znečištění	vervuiling
bytosti	wezens
bytosti	wezens
bytosti	schepsels
léčení	helende
léčení	genezing
léčení	genezen
léčení	behandeling
písničky	nummers
písničky	liederen
písničky	songs
písničky	liedjes
vyžadují	vereisen
bolest	pijn
ploché	plat
elitní	elite
peugeot	peugeot
ali	ali
opakování	herhaling
opakování	herhaling
opakování	herhaling
roviny	vlakten
roviny	plains
roviny	vlakte
roviny	vlaktes
roviny	vliegtuigen
rozvíjí	ontwikkelt
klasického	klassiek
klasického	klassieke
wan	wan
bloků	blokken
ohně	branden
ohně	vuren
doporučená	aanrader
doporučená	aanbevolen
doporučená	aangeraden
sněhu	sneeuw
veden	geleid
veden	begeleide
veden	geleide
veden	begeleid
leonard	leonard
florencie	florence
propagaci	bevordering
propagaci	promoten
propagaci	promotie
vegas	vegas
stupnice	schaal
stupnice	schalen
zeleně	groen
zeleně	groene
stuart	stuart
přehrada	dam
přehrada	stuwdam
přehrada	stuwmeer
přehrada	reservoir
kristina	kristina
menšiny	minderheid
menšiny	minderheden
sebastian	sebastian
sebastian	sebastiaan
ted	ted
prokopa	procopius
odráží	weerspiegelde
odráží	weerspiegeld
odráží	reflecteert
odráží	weerspiegelt
photo	foto
usnesení	resoluties
usnesení	resolutie
stěna	prikbord
stěna	wand
stěna	muur
tendence	tendensen
tendence	trends
tendence	tendensen
tendence	neigingen
tendence	neiging
tendence	tendens
berdych	berdych
tma	duisternis
tma	duister
počítačová	computer
prsten	ring
kořist	buit
kořist	oorlogsbuit
kořist	buit
kořist	booty
kořist	buit
kořist	prooi
kořist	prooien
skladatelů	componisten
virginie	virginia
účastníky	deelnemers
demonstrace	betoging
demonstrace	demonstratie
demonstrace	manifestaties
demonstrace	demonstraties
demonstrace	betogingen
posílení	versterken
posílení	versterking
posílení	versterking
posílení	versteviging
blood	bloed
blood	blood
způsobilo	veroorzaakte
způsobilo	veroorzaakt
metoděje	methodius
interní	intern
interní	inwendig
rohy	hoekjes
rohy	hoeken
rohy	hoorns
rohy	toeters
rohy	horens
odstraněny	verwijderde
odstraněny	verwijderd
tokio	tokyo
tokio	tokio
spuštění	opstart
spuštění	opstarten
spuštění	lanceren
spuštění	lancering
spuštění	lanceren
spuštění	lancering
lotus	lotus
dodává	voegt
dodává	levert
dodává	bezorgt
váhy	weegschaal
váhy	gewichten
váhy	gewicht
váhy	gewicht
váhy	weegschalen
váhy	schubben
váhy	weegschaal
váhy	schalen
závislá	afhankelijke
závislá	afhankelijk
závislá	verslaafd
marseille	marseille
marseille	marseille
bibliografie	bibliografie
hnědá	brown
hnědá	bruine
hnědá	bruin
potter	potter
charlotte	charlotte
roland	roland
vlajku	vlag
těsné	krap
těsné	strakke
těsné	strak
kibucu	kibboets
náboje	patronen
náboje	kogels
náboje	schelpen
náboje	hulzen
indianapolis	indianapolis
náhradní	spaar
náhradní	sparen
náhradní	vervanging
náhradní	vervanger
sportovec	sporter
sportovec	atlete
sportovec	atleet
