gloria	глория
oskus	умение
oskus	умения
emily	емили
aldo	алдо
väljendus	изразяване
väljendus	изражение
väljendus	израз
kattis	покрито
kattis	обхванат
kattis	покрит
kattis	покрити
kattis	покрита
kahur	оръдия
kahur	кенън
kahur	оръдие
kahur	оръдието
esitus	представяне
esitus	презентация
esitus	представления
esitus	изпълнения
tuletõrje	противопожарни
paas	пости
paas	гладно
tervist	здраве
tervist	здравеопазване
tervist	здравето
toodang	продукция
toodang	производство
dante	данте
bordeaux	бордо
nuku	кукла
stsenaarium	сценарий
õigustada	оправдае
kaar	арк
kaar	дъга
kaar	арка
skp	бвп
autod	автомобили
autod	коли
oranž	оранжев
oranž	оранжева
oranž	оранжево
oranž	оранжеви
oranž	портокал
ideaalne	перфектна
ideaalne	перфектно
ideaalne	перфектен
ideaalne	съвършен
ideaalne	идеален
ideaalne	идеални
ideaalne	идеал
leedulased	литовците
ani	нап
ani	ани
serv	ръба
serv	ръб
castle	замъка
castle	замъкът
castle	замък
castle	касъл
identiteet	самоличност
identiteet	идентичност
zhang	джан
geoffrey	джефри
zhou	джоу
rõivas	дреха
par	пар
ainulaadne	уникално
ainulaadne	уникален
ainulaadne	уникални
ainulaadne	уникална
algataja	инициатор
algataja	инициатор
algataja	подбудител
sissetung	инвазия
sissetung	нашествие
sissetung	нахлуване
sissetung	проникване
sissetung	нахлуване
vastuluure	контраразузнаването
avastamise	откриване
altari	олтар
altari	олтара
magneesiumi	магнезий
magneesiumi	магнезиев
mona	мона
grey	сив
grey	сиво
grey	сива
grey	сиви
grey	грей
teresa	тереза
teresa	тереса
luca	лука
oskused	умения
oskused	умение
oskused	умения
solomon	соломон
intervall	интервал
oklahoma	оклахома
leopard	леопард
osaka	осака
rikkumise	нарушение
kusagil	някъде
vastused	отговори
vastused	отговори
vastused	отговори
tundeid	чувствата
tundeid	чувства
tundeid	чуства
hannah	хана
trotski	троцки
esitamine	внасяне
esitamine	представяне
esitamine	подаване
esitamine	подчинение
järjekord	опашка
järjekord	опашката
järjekord	опашки
järjekord	ред
järjekord	поръчка
geneetik	генетик
motoriseeritud	моторизирана
franklini	франклин
karistus	наказание
karistus	наказателни
karistus	санкция
karistus	наказателен
karistus	наказание
karistus	наказания
karistus	наказанието
montgomery	монтгомъри
montgomery	монгомъри
eripära	особеностите
kuulnud	чул
kuulnud	чух
aspekt	аспект
benedict	бенедикт
filter	филтър
filter	филтриране
lindi	касета
lindi	лента
milton	милтън
vinci	винчи
pan	пан
pan	тиган
reguleeritud	регулиран
reguleeritud	регулирани
lendu	полета
lendu	полет
augsburgi	аугсбург
stephan	стефан
abstraktne	абстрактно
plaanitud	планирани
plaanitud	планирана
plaanitud	планирано
plaanitud	планиран
valle	вале
puudused	пропуски
puudused	недостатъци
puudused	недостатъци
puudused	слабости
todd	тод
olympic	олимпик
olympic	олимпийски
wilde	уайлд
leiba	хляб
leiba	хляба
kontserdid	концерти
kontserdid	концертите
newcastle	нюкасъл
õpetlane	учен
volinik	комисар
pioneer	пионер
ravenna	равена
tapab	убива
arendus	развитие
arendus	разработване
arendus	разработка
raskused	затруднено
raskused	затруднения
raskused	трудност
raskused	трудности
raskused	затруднение
raskused	трудности
raskused	затруднения
sotsialismi	социализъм
grupid	групи
nael	пирон
nürnbergi	нюрнберг
eraldunud	отделени
eraldunud	отделена
veerand	четвърт
veerand	тримесечие
püssi	пушка
püssi	карабина
irl	irl
konstrueeritud	построени
konstrueeritud	конструирани
konstrueeritud	изградено
anglikaani	англикански
mix	смесване
mix	микс
vari	сенки
vari	сянката
vari	сянка
derek	дерек
vesinik	водород
usd	usd
reed	рийд
reed	рид
motiiv	мотив
motiiv	особеност
motiiv	характеристика
usbeki	узбекски
björn	бьорн
veebisait	уебсайт
veebisait	сайт
adobe	adobe
positiivselt	положително
oswald	осуалд
galileo	галилео
liigne	прекомерна
liigne	прекомерни
liigne	прекомерен
liigne	прекомерно
kuuli	куршум
evelyn	евелин
serblased	сърбите
serblased	сърби
nahka	кожата
nahka	кожа
hõim	племето
hõim	племе
haydn	хайдн
tiiger	тигре
tiiger	тайгър
tiiger	тигър
rostovi	ростов
sood	блата
sood	блата
bahreini	бахрейн
vega	вега
küljed	страни
nõude	иск
nõude	твърдение
nõude	претенция
võimed	способности
võimed	пауърс
võimed	сили
võimed	правомощия
vastukaaluks	противовес
küllastunud	наситени
küllastunud	наситен
ever	някога
raoul	раул
kile	филм
kile	лента
cohen	коен
oodatud	очаквано
oodatud	очаквани
oodatud	очакван
oodatud	очаквана
marilyn	мерилин
osake	частица
osake	частици
sara	сара
zeus	зевс
energeetika	енергия
energeetika	energy
energeetika	енергетика
act	act
act	акт
anto	анто
häda	горко
häda	бедствие
parandab	подобрява
parandab	коригира
chang	ченг
chang	чанг
horst	хорст
walt	уолт
harmoonia	хармъни
harmoonia	хармония
harmoonia	хармоници
suhtumist	нагласи
suhtumist	отношението
mahler	малер
muld	почви
muld	почва
muld	мръсотия
muld	дърт
muld	почвите
muld	почви
pinged	напрежение
kontroller	контрольор
kontroller	контролер
bock	бок
arve	бил
arve	законопроект
arve	фактурата
arve	фактура
tõstetud	отгледани
tõstetud	отгледа
tõstetud	отгледана
tõstetud	повдигнат
tõstetud	отгледан
tõstetud	повдигнати
austin	остин
klassid	класи
klassid	класовете
klassid	класове
laser	лазерно
laser	лазер
varese	варезе
jessica	джесика
romaane	романите
romaane	романи
informaatika	информатика
informaatika	изчислителни
laienemine	уголемяване
laienemine	разширяване
laienemine	разширение
laienemine	разширяването
laienemine	разрастване
laienemine	разширяване
laienemine	разширение
delegatsioon	делегация
delegatsioon	делегиране
col	col
molotovi	молотов
õiglus	справедливост
õiglus	правосъдие
õiglus	правда
deutschland	deutschland
kolooniad	колонии
ülalt	top
ülalt	топ
ülalt	върха
formaat	формат
berger	бъргър
hannover	hannover
vöönd	зона
pühitsetud	осветен
hetk	момент
hetk	миг
telefon	телефон
telefon	телефона
telefon	телефонът
telefon	телефон
carol	каръл
carol	керъл
carol	карол
arktika	арктика
locke	лок
spektri	спектъра
spektri	спектър
soomlased	финландци
mag	маг
minevik	минали
minevik	минало
luksemburg	люксембург
gerard	джерард
gerard	жерар
teadvus	съзнание
teadvus	съзнанието
aadel	благородство
faktor	фактор
faktor	коефициент
tähtkuju	съзвездие
tegur	фактор
tegur	коефициент
lepingud	договори
lepingud	поръчки
lepingud	споразумения
curie	кюри
veterinaaria	ветеринарна
veterinaaria	ветеринарен
veterinaaria	ветеринарни
räägi	говори
räägi	поговорим
räägi	говори
valima	избери
valima	избор
valima	изберете
valima	избор
valima	маркиране
valima	избиране
valima	изберете
üleriigilise	национално
oksad	клонове
oksad	клонки
oksad	клони
portreed	портрети
lahkumine	отпътуване
lahkumine	заминаване
lahkumine	тръгване
lahkumine	напускане
eelistatud	предпочитан
demo	демо
efektiivsus	кпд
efektiivsus	ефективност
efektiivsus	ефикасност
efektiivsus	ефективност
efektiivsus	ефективност
efektiivsus	ефикасност
efektiivsus	ефикасността
ülesehitus	реконструкция
ülesehitus	структура
ülesehitus	конструкция
esperanto	есперанто
roth	рот
resolutsiooni	резолюция
tuuri	турнета
tuuri	обиколки
tuuri	екскурзии
reformid	реформи
reformid	реформите
laskemoona	муниции
laskemoona	боеприпаси
laskemoona	амуниции
laskemoona	муниции
laskemoona	боеприпаси
väljund	продукция
väljund	изход
clara	клара
ligipääs	достъп
psühholoogiline	психологически
psühholoogiline	психологическа
psühholoogiline	психологическо
ekvatoriaal	екваториална
tsivilisatsiooni	цивилизация
tsivilisatsiooni	цивилизацията
tsivilisatsiooni	цивилизация
saun	сауна
presidendid	президентите
presidendid	президенти
presidendid	председатели
komponendi	елемент
komponendi	компонент
domineerib	доминира
kirjutised	писания
asendus	подмяна
asendus	замяна
asendus	заместване
asendus	заместител
asendus	заместване
asendus	замяна
asendus	замени
asendus	заместване
davidson	дейвидсън
maksud	налози
maksud	данъците
maksud	данъци
elmo	елмо
päikest	сън
päikest	слънце
päikest	слънчице
päikest	слънце
võidetud	уон
võidetud	спечели
võidetud	победена
võidetud	победени
võidetud	победен
mõjukas	влиятелен
mõjukas	влиятелни
laua	масата
laua	маса
laua	масичка
laua	таблица
illustraator	илюстратор
harta	харта
harta	хартата
ursula	урсула
nõudmised	заявки
nõudmised	искания
nõudmised	молби
nõudmised	искания
kriteeriumid	критерии
allkiri	подписване
allkiri	подпис
maas	долу
maas	надолу
ten	десетка
ten	ten
ten	десет
otsustav	решителен
otsustav	решаващо
palub	пита
mainis	спомената
mainis	споменато
mainis	споменат
meteoroloogia	метеорология
stepan	степан
demokraadid	демократи
demokraadid	демократите
näljahäda	глад
motiivid	мотиви
motiivid	мотивите
motiivid	мотиви
vastuvõetud	приета
vastuvõetud	приети
vastuvõetud	прие
vastuvõetud	прието
vastuvõetud	приет
vastuvõetud	приета
vastuvõetud	приет
vastuvõetud	осиновен
vastuvõetud	осиновена
xxiii	xxiii
teodor	теодор
baleriin	балерина
ipod	ipod
krooniline	хроничен
krooniline	хронично
krooniline	хронични
krooniline	хронична
edwards	едуардс
kraater	кратер
kraater	кратера
leibkonna	домакински
leibkonna	домакинство
leibkonna	домакинството
kauge	далечно
kauge	далечен
kauge	далечни
kauge	далечна
istus	сат
istus	седна
istus	sat
tapmist	клане
tapmist	касапница
claudio	клаудио
coli	coli
ajakirjad	дневници
ajakirjad	дневниците
ajakirjad	списания
ajakirjad	списанията
ajakirjad	списания
turner	търнър
nähtamatu	невидими
nähtamatu	невидимо
nähtamatu	невидим
nähtamatu	невидима
nähtamatu	невидимо
nähtamatu	невидим
nähtamatu	невидима
nähtamatu	незабележим
haamer	чук
haamer	чука
haamer	хамър
jätkati	продължение
jätkati	продължаване
jätkati	продължи
jätkati	продължил
luxembourg	люксембург
piip	бип
piip	лула
piip	тръбата
piip	тръба
clément	клеман
vastuolud	несъответствия
tõstmine	повдигане
tõstmine	вдигане
connor	конър
kilogrammi	килограми
kilogrammi	килограма
kilogrammi	килограм
baer	беър
sas	sas
sas	сас
raamatukogude	библиотеки
masti	мачтата
kümnes	десети
kümnes	tenth
kümnes	десета
jahu	брашно
jahu	ястие
jahu	храна
jahu	брашно
jahu	ядене
jahu	хранене
täiustatud	подобрен
täiustatud	подобрени
täiustatud	подобрена
täiustatud	подобрено
täiustatud	напреднал
täiustatud	напреднала
täiustatud	разширено
täiustatud	напреднали
blu	блу
zeusi	зевс
ajad	пъти
ajad	времена
ajad	таймс
ajad	times
marine	морски
marine	пехотинец
marine	морска
agentuur	агенция
agentuur	агенцията
entomoloog	ентомолог
kuulis	чул
kuulis	чух
mesopotaamia	месопотамия
tuuleveski	мелница
karabahhi	карабах
prima	prima
prima	прима
peegeldab	отразява
natura	натура
blackberry	blackberry
uskumused	вярвания
uskumused	убеждения
nõid	магьосница
nõid	вещер
nõid	вещица
maandus	кацнал
sõltuvust	зависимост
sõltuvust	зависимостта
sõltuvust	зависимост
sõltuvust	зависимостта
steel	стоманен
steel	стомана
steel	стийл
isabella	изабела
mozilla	mozilla
saavutab	постига
teatab	обявява
teatab	обяви
teatab	декларира
olivier	оливие
eurooplaste	европейците
eurooplaste	европейци
alexis	алексис
kohtunud	срещна
kohtunud	мет
legaat	легат
mürk	отрова
mürk	отрова
emilie	емили
igavesti	завинаги
igavesti	вечно
heidi	хайди
unustatud	забравено
unustatud	забравен
unustatud	забравени
unustatud	забравена
reform	реформата
reform	реформиране
reform	реформи
reform	реформа
tseremoonia	церемония
tseremoonia	церемонията
tõlk	преводач
tõlk	преводача
tõlk	преводач
registrisse	регистър
raadius	радиус
iowa	айова
kasvajate	тумори
antonius	антоний
jesse	джеси
walther	валтер
murdis	разорен
murdis	разорени
muudatus	изменение
muudatus	промени
muudatus	смяна
muudatus	промяна
nõrgad	слабо
nõrgad	слаби
nõrgad	слаб
nõrgad	слаба
einstein	айнщайн
ice	айс
ice	лед
kann	кана
santi	санти
juur	корени
juur	корен
tundlik	чувствително
tundlik	чувствителен
tundlik	чувствителни
tundlik	чувствителна
diplomaatia	дипломация
elupaikade	местообитанията
elupaikade	местообитания
elupaikade	местообитания
väärib	заслужава
tõhus	ефективна
tõhus	ефикасно
tõhus	ефикасен
tõhus	ефективен
tõhus	ефективно
tõhus	ефективна
tõhus	ефективен
tõhus	ефективни
tõhus	ефикасно
tõhus	ефективно
kalduvus	склонност
kalduvus	склонност
hingamisteede	дихателна
hingamisteede	респираторни
täiendav	допълнителни
täiendav	допълнителна
täiendav	допълнителен
täiendav	допълнително
täiendav	допълващи
värvitud	боядисани
värvitud	нарисуван
värvitud	нарисувана
värvitud	нарисувал
värvitud	боядисана
värvitud	боядисана
värvitud	обагрени
ertshertsog	ерцхерцог
janne	яне
tööriist	инструмент
rikutud	повреден
rikutud	покварен
rikutud	повредени
rikutud	повредено
rikutud	съсипана
rikutud	съсипани
rikutud	съсипан
rikutud	разглезена
rikutud	развалено
rikutud	нарушил
rikutud	нарушени
kohustuse	ангажимент
kohustuse	отдаденост
kohustuse	ангажираност
kohustuse	обвързване
kohustuse	задължение
protesti	протест
hüppas	скочил
tonga	тонга
edit	редактиране
gaboni	габон
gaboni	габон
reageerivad	реагира
vaenlased	врагове
vaenlased	враговете
khan	кхан
khan	хан
khan	кан
terra	тера
doc	док
eeldus	презумпция
eeldus	предпоставка
eeldus	предпоставки
mitmekordne	множествена
mitmekordne	многобройни
mitmekordne	множество
kandidaadid	кандидатите
kandidaadid	кандидатки
kandidaadid	кандидати
dom	дом
girls	момичетата
girls	момичета
girls	девойки
césar	сезар
césar	цезар
césar	сезар
teras	стоманен
teras	стомана
teras	стийл
benedetto	бенедето
nool	стрелка
nool	стрела
nool	стрелата
veronika	вероника
tasand	равнище
tasand	ниво
eeskiri	регламент
eeskiri	регулация
eeskiri	регулиране
eeskiri	правилото
eeskiri	правило
allveelaeva	подводница
allveelaeva	подводницата
detailid	детайли
detailid	подробности
unikaalne	уникално
unikaalne	уникален
unikaalne	уникални
