die	на
seun	син
algemene	општи
algemene	општа
algemene	општо
algemene	генерал
verskillende	различен
verskillende	различно
verskillende	поинакво
verskillende	различна
verskillende	поинаку
verskillende	поинаков
europa	европа
stadion	стадион
belangrike	важна
belangrike	битно
belangrike	важно
belangrike	битен
belangrike	важни
kinders	деца
kinders	деца
neem	земи
neem	земете
vertaal	преведување
vertaal	преведува
vertaal	преведи
vertaal	преведе
munisipaliteit	секторот
munisipaliteit	општина
tans	сега
tans	тековно
tans	моментално
tans	сегашност
tans	сегашна
tans	поклон
tans	присутни
tans	претстави
tans	подарок
republiek	република
republiek	republic
republiek	републиката
kort	кратки
kort	кратко
kort	кратка
kort	краток
kort	кус
verder	понатамошно
mens	човечко
mens	човек
mens	човечки
mens	човечка
plek	место
plek	место
ongeveer	приближно
binne	внатре
binne	однатре
swart	крак
swart	крек
swart	пукнатината
swart	пукнатина
swart	црн
swart	црна
swart	црно
swart	црни
swart	црнец
europese	европски
europese	европско
europese	европска
moontlik	можно
moontlik	можни
moontlik	возможно
moontlik	можен
selfs	дури
enige	било
tydperk	времетраење
tydperk	траење
maande	месеци
skool	училиште
skool	школа
per	пер
per	per
vroeë	рано
vroeë	ран
familie	семејство
familie	фамилијарно
familie	фамилијарна
familie	фамилија
voorkom	спречување
voorkom	спречи
mag	мајски
mag	мај
geneem	преземено
geneem	сликани
geneem	сликано
hoe	како
eiland	островот
eiland	остров
volg	трака
volg	патека
volg	песна
volg	следете
volg	следи
volg	follow
volg	следење
volg	следејќи
soms	повремени
soms	повремено
soms	некогаш
soms	понекогаш
engeland	англија
johannes	јоханес
johannes	јован
johannes	џон
vyf	пет
vyf	петмина
vyf	five
sonder	без
johannesburg	јоханесбург
ontwerp	дизајн
ontwerp	проектирање
aarde	земја
aarde	земјата
aarde	земјо
gee	дајте
gee	давај
gee	дај
paar	малкумина
paar	неколку
paar	неколкумина
rol	улога
rol	roll
rol	ролна
vrou	жената
vrou	жено
vrou	жена
vrou	сопруга
vrou	жена
gebiede	територии
gebiede	подрачја
gebiede	области
derde	трета
derde	трет
derde	трето
derde	трети
derde	третиот
dag	ден
john	јован
john	џон
moderne	модерен
moderne	модерно
moderne	модерни
moderne	современ
moderne	модерна
woord	збор
groter	поголеми
groter	поголемо
groter	поголем
groter	поголема
groter	поголемо
groter	поголем
president	претседател
koninkryk	кралство
koninkryk	царство
tale	јазици
ontvang	примаат
ontvang	прими
ontvang	примен
ontvang	добиени
ontvang	доби
ontvang	примена
ontvang	примиле
ontvang	примањето
ontvang	добивајќи
ontvang	примање
ontvang	примаме
ontvang	добивањето
bly	блај
bly	мило
bly	остани
amerika	америка
hoewel	иако
staat	состојба
staat	држава
staat	чаршав
staat	табела
vandag	денес
vandag	денеска
daardie	тие
daardie	оние
ekonomiese	економски
ekonomiese	економско
ekonomiese	економска
aanvaar	прифатен
aanvaar	прифатена
aanvaar	прифатено
aanvaar	прифатени
aanvaar	прифаќаме
aanvaar	прифати
hou	држи
hou	продолжи
hou	задржи
hou	чувај
geskryf	напишано
geskryf	напишани
geskryf	пишано
geskryf	пишан
geskryf	изгоре
geskryf	изгорени
geskryf	запалени
hele	цела
hele	целина
bevat	содржи
skrywer	писателка
skrywer	писател
skrywer	автор
see	сенека
see	море
verander	откажи
verander	промени
verander	измени
verander	измени
verander	промени
verander	промена
verander	смени
verander	измени
bereik	достигнат
bereik	опсег
bereik	достигне
bereik	досег
bereik	достигнат
bereik	постигнат
bereik	достигна
russiese	руска
russiese	руски
russiese	руско
weg	далеку
weg	подалеку
inwoners	жителите
inwoners	жители
beteken	значи
beteken	значи
man	маж
man	сопруг
man	мажот
man	маж
man	чоек
man	човек
man	мен
man	човекот
huis	дом
huis	дома
huis	домот
huis	home
huis	куќа
huis	хаус
besoek	импресија
besoek	импресии
besoek	посета
besoek	посети
besoek	посети
besoek	посетени
drieë	тројки
bekende	познат
bekende	познатата
bekende	славна
bekende	позната
bekende	познати
gespeel	играше
gespeel	одиграно
gespeel	одигран
gespeel	свирел
beste	најдобар
beste	најдобро
beste	најдобри
beste	најдобра
beste	бест
rusland	русија
kerke	цркви
rooi	црвен
rooi	црвена
rooi	црвено
rooi	црвени
skryf	напишам
skryf	пишувајте
skryf	пиши
skryf	напиши
skryf	запиши
skryf	пишувај
skryf	изгореница
skryf	гори
skryf	изгори
wie	кои
wie	кој
visse	риби
suidelike	јужен
suidelike	јужна
suidelike	јужни
romeinse	римска
romeinse	римски
romeinse	римјанин
romeinse	роман
romeinse	римско
alhoewel	иако
gekry	нашол
gekry	пронајдени
gekry	најдено
gekry	пронајдено
gekry	пронајдена
gekry	најден
gekom	патувал
gekom	патувале
gekom	патуваше
hoë	високиот
hoë	висок
hoë	висока
hoë	хај
hoë	високо
hoë	high
sterk	јака
sterk	јаки
sterk	силни
sterk	силен
sterk	силна
africa	африка
londen	london
londen	лондон
londen	лондонски
reeks	серија
reeks	серии
hoofsaaklik	примарно
hoofsaaklik	првенствено
eilande	острови
belangrikste	примарна
belangrikste	примарно
belangrikste	примарен
speel	пушти
speel	играј
speel	свири
speel	пуштање
speel	плејлисти
speel	свирење
speel	играње
speel	свири
wel	епа
wel	па
bou	изгради
bou	градење
bou	градиме
bou	изградба
wil	сакаат
minder	помалку
minder	помалце
gelei	водеше
gelei	led
gelei	предводени
stigting	основањето
stigting	основање
stigting	формирање
stigting	формација
gegee	дадена
gegee	дадени
gegee	дадено
gegee	даден
beskryf	опишете
streek	регион
streek	регионален
streek	регионалната
streek	регионално
streek	регионални
streek	регионална
gesien	видена
gesien	видено
gesien	видени
gesien	видел
gesien	виден
rivier	река
rivier	ривер
rivier	реката
mees	повеќето
mees	најмногу
jan	јан
ses	шестмина
ses	six
ses	шест
grond	тло
grond	почва
grond	ланд
grond	копно
grond	земјиште
spesies	врсти
spesies	видови
beroep	професија
verklaar	прогласи
verklaar	прогласена
verklaar	прогласен
gedoen	заврши
gedoen	done
gedoen	направено
gedoen	сторено
gedoen	завршено
lede	членки
lede	членовите
lede	членови
george	џорџ
george	џорџе
george	george
iii	iii
meter	метар
meter	метри
meter	метри
persent	проценти
persent	процент
persent	посто
historiese	историски
historiese	историско
historiese	историска
historiese	историски
historiese	историско
historiese	историска
nederland	холандија
minister	министер
minister	министерката
minister	министерка
span	екипа
span	тим
ontwikkeling	развој
dele	делови
frans	французи
frans	француски
distrik	реон
distrik	округ
gewen	стекнато
gewen	стекна
gewen	добиена
gewen	победи
gewen	освои
gewen	победија
gewen	освоено
god	богот
god	бога
god	бог
god	господ
japan	јапонија
japan	јапан
pad	road
pad	пат
oorlede	почина
oorlede	умре
oorlede	умрел
oorlede	починал
oorlede	умрела
militêre	воена
militêre	војска
inligting	информација
inligting	информации
paul	пол
paul	паул
paul	павле
veroorsaak	предизвикана
veroorsaak	предизвика
veroorsaak	предизвикувајќи
veroorsaak	предизвикување
veroorsaak	кауза
veroorsaak	предизвика
ontdek	откријте
oorspronklike	оригинал
katolieke	католички
katolieke	католик
katolieke	католичка
keiser	императорот
keiser	цар
keiser	император
boek	книга
artikels	статии
artikels	натписи
artikels	артикли
artikels	написи
artikels	секции
opgerig	подигнато
opgerig	подигнати
opgerig	подигната
opgerig	подигнат
opgerig	изграден
opgerig	изградени
opgerig	изградено
aanvanklik	првично
sowel	двајцата
sowel	епа
sowel	па
goed	добра
goed	добро
goed	добар
goed	епа
goed	па
kalender	календар
wet	закон
wet	чин
wet	акт
beide	двајцата
goeie	добра
goeie	добро
goeie	добар
val	падни
val	капка
val	фрли
val	паѓање
val	пад
val	падот
val	есен
val	падне
vsa	уса
vsa	usa
vsa	сад
hendrik	хендрик
beheer	контрола
http	http
terug	грб
terug	назад
min	мин
min	минимална
predikant	свештенство
predikant	свештенството
gevind	нашол
gevind	пронајдени
gevind	најдено
gevind	пронајдено
gevind	пронајдена
gevind	најден
verkies	услуга
omgewing	средина
omgewing	околина
omgewing	област
omgewing	подрачје
lid	членка
lid	член
voormalige	поранешно
voormalige	поранешни
voormalige	поранешен
voormalige	поранешна
voormalige	бивши
park	парк
park	park
grens	граница
skeidsregter	судија
skeidsregter	судијата
oudste	најстари
oudste	најстара
oudste	најстариот
oudste	најстарата
oudste	најстар
sekere	одредени
sekere	определени
data	податок
data	податоци
jong	младите
jong	млад
jong	јанг
jong	young
jong	млади
jong	млада
noorde	северно
noorde	север
noorde	северот
uiteindelik	конечно
uiteindelik	најпосле
buite	надвор
buite	планинарска
buite	надворешно
invloed	влијание
ouderdom	возраст
ouderdom	старост
diens	услуги
diens	служба
diens	сервис
diens	услуга
blou	плава
blou	сина
blou	сини
blou	блу
blou	сино
blou	расте
blou	растат
noordelike	североисточно
noordelike	северозапад
noordelike	североисток
noordelike	северен
noordelike	северна
vind	најдете
vind	пронајди
vind	најди
vind	пронајдете
woorde	зборови
verkiesing	избори
verbind	поврзани
verbind	поврзано
verbind	поврзан
verbind	поврзи
geval	случај
geval	кејс
unie	синдикат
unie	унија
unie	union
griekse	грчки
griekse	грчка
griekse	грк
behoort	припаѓа
behoort	припаѓаат
behoort	припаѓам
werke	задачи
sterre	искри
sterre	барови
sterre	решетки
sterre	ѕвезди
natal	натал
jou	твојата
jou	твојот
jou	вашиот
jou	ваш
slag	борба
slag	битка
slag	борби
slag	битки
slag	битките
deelstaat	состојба
deelstaat	држава
oseaan	оушн
oseaan	океан
son	сонце
son	сонцето
help	помагаат
help	помош
museum	музеј
want	бидејќи
gregoriaanse	грегоријан
probeer	пробајте
probeer	пробај
bome	стебла
bome	дрвја
bome	дрва
bome	дрвца
voltooi	заврши
voltooi	завршено
voltooi	заврши
voltooi	финиш
voltooi	заврши
voltooi	done
voltooi	направено
voltooi	сторено
voltooi	завршено
voltooi	комплетен
voltooi	комплетна
voltooi	завршено
kilometer	километар
stelsel	систем
raad	совет
raad	совети
raad	совет
hoogste	највисоко
hoogste	највисока
hoogste	највисок
dorpe	градови
gebly	живееја
gebly	живеел
gebly	живееше
gebly	живеев
gebly	живееле
stede	градови
klub	клуб
vader	татка
vader	татко
ster	ѕвезден
ster	ѕвезда
ster	ѕвездички
almal	сите
almal	сите
almal	секого
australië	австралија
vanuit	oд
vanuit	од
skakel	врска
skakel	повик
skakel	повикај
skakel	хиперврска
genus	родот
weke	недели
weke	седмици
lyk	изгледа
york	јорк
generaal	општи
generaal	општа
generaal	општо
generaal	генерал
vergadering	средба
vergadering	состанок
orde	ред
orde	наредба
orde	нарачка
orde	редослед
loop	одење
loop	шетање
nooit	никогаш
antieke	древни
antieke	древно
antieke	античка
antieke	древна
antieke	антички
musiek	музика
willem	вилем
willem	вилијам
rooms	собите
rooms	соби
uitgawe	издание
verkry	стекнат
verkry	стекнато
verkry	стекнати
verkry	стекнување
william	вилијам
verkoop	продаде
verkoop	продавај
verkoop	продажба
verkoop	продадени
verkoop	продадено
verkoop	продадена
verkoop	продаден
verkoop	продавање
verkoop	продавајќи
verkoop	продажба
voël	птица
sjina	кина
dien	служи
dien	служат
dien	сервира
dien	послужи
dien	поднесе
dien	достават
james	џејмс
james	џемс
italië	италија
duits	германски
duits	герман
duits	германска
vierde	четврто
vierde	четвртата
vierde	четвртото
vierde	четвртиот
vierde	четврти
vierde	четврта
hoër	повисоко
hoër	повисок
hoër	повисока
hoër	повисоки
lei	води
lei	трага
lei	олово
lei	водечки
lei	водство
groei	растење
groei	пораст
groei	раст
groei	растеж
gestel	сет
gestel	комплет
gestel	сетот
gestel	постави
eerder	наместо
kleiner	помала
kleiner	помало
kleiner	помал
kleiner	помали
foto	фотографија
foto	фотографијата
foto	фото
gevestig	воспоставен
gevestig	утврден
gevestig	формирана
gevestig	воспоставено
gevestig	формиран
gevestig	воспоставена
verloor	изгубено
verloor	изгубени
verloor	изгубена
verloor	загуби
verloor	изгубен
sewe	седум
sewe	seven
sewe	седма
handel	трговија
oorspronklik	првично
oorspronklik	првобитно
oorspronklik	изворно
oorspronklik	оригинал
voorbeeld	примерок
voorbeeld	инстанца
voorbeeld	пример
voorsitter	стол
voorsitter	столица
voorsitter	столче
sterf	умри
nederlands	дач
nederlands	холандска
nederlands	холандскиот
nederlands	холандски
verskil	разлика
sentraal	централно
sentraal	централен
sentraal	централа
sentraal	централна
oppervlakte	област
oppervlakte	подрачје
bevestig	потврдено
bevestig	верификуван
bevestig	потврди
crystal	кристална
crystal	кристал
crystal	кристален
bepaal	определен
bepaal	решен
bepaal	одлучен
bepaal	одлучно
bepaal	одлучни
bepaal	одлучна
bepaal	одредува
indiese	индијанец
indiese	индиски
indiese	индиска
indiese	индиец
klas	клас
klas	класа
lughawe	бункер
lughawe	аеродром
louis	луј
louis	луис
vertoon	откриваат
vertoon	прикажи
vertoon	приказ
vertoon	прикажана
vertoon	прикажани
colspan	colspan
altyd	секогаш
lig	светлината
lig	светол
lig	светло
lig	светлина
lig	светлост
lig	покачување
lig	подигање
lig	подигне
txt	txt
punt	точка
punt	точка
vroue	жени
vroue	женски
vroue	жените
kant	раб
kant	edge
kant	острина
kant	страната
kant	страна
betrokke	вклучена
betrokke	верена
betrokke	свршена
betrokke	вклучен
betrokke	ангажирана
wou	баран
wou	сакаше
rome	рим
week	недела
week	седмица
reg	закон
stadium	бина
stadium	етапа
stadium	фаза
prof	проф
vervaardig	произведена
vervaardig	произведени
vervaardig	произведено
vervaardig	произведе
vervaardig	произведува
geskep	создадено
geskep	создадени
geskep	креирано
geskep	создадена
geskep	создаден
elizabeth	елизабета
elizabeth	елизабет
parys	париз
openbare	јавно
openbare	јавни
openbare	јавен
openbare	јавна
openbare	јавност
openbare	public
oud	старо
oud	стари
oud	стар
oud	стара
beskikbaar	достапно
beskikbaar	достапни
beskikbaar	достапен
beskikbaar	достапна
beskikbaar	безуспешно
dui	индицира
akteur	глумец
akteur	актер
sentrale	централно
sentrale	централен
sentrale	централа
sentrale	централна
totale	вкупно
totale	вкупен
totale	тотал
totale	вкупна
behaal	достигнување
behaal	остварување
natuurlike	природна
natuurlike	природни
natuurlike	природен
natuurlike	природно
bied	понудата
bied	понуда
bied	понуди
amptelik	официјално
amptelik	службен
amptelik	службено
amptelik	официјална
indië	индија
loopbaan	кариера
skep	создај
skep	креирање
olimpiese	олимписки
olimpiese	олимпик
dogter	ќерко
dogter	ќерка
dra	носи
dra	носам
dra	носење
dra	придонесе
dra	придонесуваат
hoof	главни
hoof	главен
hoof	главна
hoof	главното
druk	печат
druk	притиснете
druk	прес
druk	притисок
verteenwoordig	претставена
verteenwoordig	претставено
verteenwoordig	претставени
verteenwoordig	претставуваше
verteenwoordig	представува
verteenwoordig	претставува
verteenwoordig	представува
verteenwoordig	застапува
verteenwoordig	претставуваат
boeke	книги
meestal	претежно
meestal	воглавно
meestal	најмногу
meestal	најчесто
meestal	главно
geplaas	објавено
albei	двајцата
etniese	етничка
etniese	етнички
etniese	етничко
kus	брег
kus	крајбрежје
kus	обала
gepubliseer	live
gepubliseer	живеј
gepubliseer	живо
gepubliseer	лајв
gepubliseer	објавена
gepubliseer	објавени
gepubliseer	објавено
gepubliseer	објавен
super	супер
kuns	уметност
kuns	арт
kuns	уметничко
kuns	уметноста
bring	донеси
bring	донесе
bring	донесете
geld	пари
erken	признаам
erken	признае
verdere	понатамошно
maria	мери
maria	марија
leier	лидер
leier	водач
boom	дрво
boom	стебло
boom	бум
rolprent	филм
rolprent	филмски
rolprent	филмска
rolprent	филм
westelike	вестерн
westelike	западни
westelike	западна
kanada	канада
tradisionele	традиционални
tradisionele	традиционално
tradisionele	традиционална
tradisionele	традиционален
national	национални
national	национална
national	национален
national	национално
verdeel	подели
verdeel	јаз
verdeel	раздели
verdeel	поделба
verdeel	поделеност
pole	полска
beweging	иницијативата
beweging	движење
beweging	движење
russies	руска
russies	руски
russies	руско
russies	тунис
russies	луизијана
gelê	положија
gelê	кренал
japannese	јапонско
japannese	јапонска
japannese	јапонски
diere	животни
beter	подобри
beter	подобра
beter	подобар
beter	подобро
punte	точки
punte	поенти
punte	поени
kulturele	културни
kulturele	културен
kulturele	културно
kulturele	културна
beperk	ограничено
beperk	ограничен
beperk	ограничување
beperk	ограничи
beperk	ограничено
beperk	лимитирана
beperk	ограничена
beperk	ограничен
beperk	ограничени
liggaam	тело
wen	победи
wen	победуваат
wen	победа
basis	базата
basis	база
verlaat	напушти
verlaat	остави
verlaat	излези
verlaat	егзит
verlaat	излез
white	бело
white	бели
white	бел
white	бела
white	вајт
red	спасување
red	спас
red	спасувачки
spanje	шпанија
magte	сили
magte	силите
geraak	погодени
geraak	засегнати
goewerneur	управител
goewerneur	гувернер
goewerneur	гувернерот
kultuur	култура
charles	чарлс
charles	шарл
heilige	светец
heilige	свети
heilige	сеинт
heilige	света
heilige	свето
heilige	света
kaart	мап
kaart	карта
kaart	мапа
kaart	мапата
oorsprong	потекло
david	дејвид
david	david
david	давид
kennis	познаник
kennis	познавање
kennis	знаењето
kennis	познавања
kennis	знаење
kennis	знаења
parlement	парламентот
parlement	парламент
groen	зелен
groen	зелена
groen	зелено
groen	зелени
sosiale	социјална
sosiale	социјално
sosiale	општествени
geboue	градби
geboue	згради
daarom	затоа
gebring	донесен
gebring	донесени
gebring	доведен
gebring	донесе
gebring	донесено
gebring	изведен
trek	повлечи
stem	гласање
stem	гласајте
stem	гласај
stem	гласот
stem	глас
vroeër	претходно
vroeër	порано
energie	енергија
energie	енергетска
energie	енерџи
energie	energy
energie	енергетика
von	фон
von	вон
boere	земјоделци
boere	фармери
boere	земјоделците
boere	боер
boere	фармер
boere	земјоделец
prys	цена
prys	награда
prins	принцот
prins	принц
ligging	локација
gestuur	испратени
gestuur	испрати
gestuur	испратено
gestuur	испратена
gestuur	пратен
gestuur	испратен
broer	брате
broer	брат
studente	студенти
studente	ученици
studente	студентите
gemeenskap	општество
gemeenskap	заедница
berg	планинска
berg	планински
berg	планина
berlyn	berlin
berlyn	берлин
oppervlak	површина
oppervlak	површината
agter	позади
agter	зад
bronne	извори
bronne	извор
beleid	политика
port	пристаништето
port	порт
port	порта
port	пристаниште
album	албум
beweeg	ниеден
beweeg	никој
beweeg	ниедна
beweeg	помести
beweeg	премести
beweeg	преселба
beweeg	селење
beweeg	преместување
beweeg	движење
voorheen	претходно
vertrek	поаѓање
vertrek	заминување
egipte	египет
egipte	празно
egipte	празен
egipte	празна
egipte	испразни
egipte	празни
iets	нешто
brittanje	британија
meerderheid	мнозинство
com	com
com	ком
asië	азија
verskaf	обезбеди
verskaf	обезбедени
verskaf	обезбедена
verskaf	снабдува
verskaf	дотур
verskaf	набавка
verskaf	залиха
verskaf	снабдување
lees	читај
lees	читам
lees	читање
lees	читајте
lees	прочитај
lees	прочитајте
lees	четиво
lees	читањето
lees	читање
sir	господине
sir	сер
onderwys	образование
onderwys	едукација
vinnig	брзо
vinnig	бргу
vinnig	брз
vinnig	брзи
periode	период
periode	period
agt	eight
agt	осуммина
agt	осум
lengte	должина
manier	начин
goue	златно
goue	златни
goue	златна
goue	златен
buitelandse	странски
buitelandse	странска
teenoor	кон
teenoor	накај
aangebied	понуди
aangebied	понудија
aangebied	понуден
aangebied	понудено
aangebied	понудени
aangebied	понудена
aangebied	претставувајќи
ingesluit	вклучени
ingesluit	вклучено
ingesluit	вклучи
tipe	тип
peter	питер
peter	петар
km²	km²
verskeidenheid	разновидност
verskeidenheid	разновидноста
verskeidenheid	разновидност
poskode	зип
stemme	гласови
stemme	гласа
biskop	бискуп
biskop	бишоп
biskop	владика
duidelik	јасно
duidelik	очигледно
duidelik	очигледно
leiding	изместување
leiding	водство
iemand	некој
iemand	некого
iemand	некому
anders	различен
anders	различно
anders	поинакво
anders	различна
anders	поинаку
anders	поинаков
politikus	политичар
proses	процес
proses	процесот
tree	земи
tree	земете
toon	теренот
pas	достојно
pas	водичка
pas	fit
pas	поклопување
pas	натпревар
pas	совпаѓање
alias	псевдоним
alias	алијас
los	напушти
los	остави
massa	масовен
massa	масовно
massa	маса
massa	масовни
massa	миса
voorgestel	предложена
voorgestel	предложени
voorgestel	навести
voorgestel	предложено
voorgestel	предложи
besit	опседнатост
besit	поседување
vorige	минато
vorige	изминатите
vorige	минати
gesê	рече
